Year,ISO3,ADM0_EN,ADM0_FR,ADM0_PCODE,ADM1_FR,ADM1_EN,ADM1_PCODE,ADM2_FR,ADM2_EN,ADM2_PCODE,F_TL,M_TL,T_TL,F_00_04,F_05_09,F_10_14,F_15_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65_69,F_70_74,F_75_79,F_80Plus,M_00_04,M_05_09,M_10_14,M_15_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65_69,M_70_74,M_75_79,M_80Plus,T_00_04,T_05_09,T_10_14,T_15_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65_69,T_70_74,T_75_79,T_80Plus
2024,HTI,Haiti,Haïti,HT,Nord,North,HT03,Port-Margot,Port-Margot,HT0352,26715,26030,52745,2847,2980,2683,2257,2053,1568,2025,1947,1658,1502,1274,1026,902,838,531,302,322,2915,3116,3057,2600,1974,1545,1843,1879,1441,1224,993,856,780,780,464,297,266,5762,6096,5740,4857,4027,3113,3868,3826,3099,2726,2267,1882,1682,1618,995,599,588
2024,HTI,Haiti,Haïti,HT,Nord,North,HT03,Quartier Morin,Quartier Morin,HT0312,14744,15137,29881,1610,1421,1410,1418,1326,1177,1275,1130,875,766,604,459,392,349,237,146,149,1520,1492,1468,1619,1506,1307,1391,1284,851,674,494,438,308,351,214,134,86,3130,2913,2878,3037,2832,2484,2666,2414,1726,1440,1098,897,700,700,451,280,235
2024,HTI,Haiti,Haïti,HT,Nord,North,HT03,Ranquitte,Ranquitte,HT0343,14392,14864,29256,1672,1516,1546,1387,1139,978,1038,1278,851,803,606,542,338,340,168,95,95,1667,1581,1691,1646,1363,1166,1195,1149,871,674,500,426,377,250,154,88,66,3339,3097,3237,3033,2502,2144,2233,2427,1722,1477,1106,968,715,590,322,183,161
2024,HTI,Haiti,Haïti,HT,Nord,North,HT03,Saint-Raphaël,Saint-Raphael,HT0341,28404,28203,56607,3257,3216,2949,2448,1890,1836,2387,2381,1928,1467,1152,1014,954,668,424,229,204,3276,3298,3282,2967,2072,1753,2216,2460,1656,1318,957,857,804,595,392,156,144,6533,6514,6231,5415,3962,3589,4603,4841,3584,2785,2109,1871,1758,1263,816,385,348
2024,HTI,Haiti,Haïti,HT,Nord-Est,North-East,HT04,Capotille,Capotille,HT0422,10989,11570,22559,1503,1373,1081,1103,835,858,802,766,641,544,353,292,278,222,143,113,82,1450,1383,1194,1156,1076,893,1097,806,630,496,343,288,237,204,120,114,83,2953,2756,2275,2259,1911,1751,1899,1572,1271,1040,696,580,515,426,263,227,165
2024,HTI,Haiti,Haïti,HT,Nord-Est,North-East,HT04,Caracol,Caracol,HT0434,4277,4728,9005,418,472,439,413,408,328,367,320,270,182,147,129,144,104,59,38,39,451,580,470,492,438,381,405,385,296,168,177,129,117,94,65,41,39,869,1052,909,905,846,709,772,705,566,350,324,258,261,198,124,79,78
2024,HTI,Haiti,Haïti,HT,Nord-Est,North-East,HT04,Carice,Carice,HT0442,7889,7936,15825,934,976,934,584,505,489,588,687,543,372,324,241,238,230,119,68,57,955,1069,955,720,483,526,531,723,483,401,285,219,212,160,122,54,38,1889,2045,1889,1304,988,1015,1119,1410,1026,773,609,460,450,390,241,122,95
2024,HTI,Haiti,Haïti,HT,Nord-Est,North-East,HT04,Ferrier,Ferrier,HT0412,8310,8744,17054,768,1048,954,902,721,517,577,612,503,437,290,307,182,188,129,81,94,844,1014,1022,1002,879,670,640,662,431,381,286,239,199,211,121,62,81,1612,2062,1976,1904,1600,1187,1217,1274,934,818,576,546,381,399,250,143,175
2024,HTI,Haiti,Haïti,HT,Nord-Est,North-East,HT04,Fort-Liberté,Fort-Liberte,HT0411,20243,19886,40129,1816,1949,2279,2243,1989,1787,1722,1406,1186,864,729,670,498,415,323,182,185,2026,1963,2177,2227,2165,1736,1806,1530,1089,783,543,512,427,368,228,152,154,3842,3912,4456,4470,4154,3523,3528,2936,2275,1647,1272,1182,925,783,551,334,339
2024,HTI,Haiti,Haïti,HT,Nord-Est,North-East,HT04,Mombin Crochu,Mombin Crochu,HT0443,20276,20067,40343,2825,2559,2135,1592,1412,1578,1700,1617,1051,971,775,681,536,383,234,113,114,2574,2634,2376,1750,1309,1346,1706,1769,1119,818,685,627,560,343,218,151,82,5399,5193,4511,3342,2721,2924,3406,3386,2170,1789,1460,1308,1096,726,452,264,196
2024,HTI,Haiti,Haïti,HT,Nord-Est,North-East,HT04,Mont-Organisé,Mont-Organise,HT0423,12325,12357,24682,1323,1479,1428,1114,932,967,1023,919,757,655,424,442,339,225,150,84,64,1298,1416,1431,1270,1009,985,1045,1029,674,555,486,362,323,190,149,75,60,2621,2895,2859,2384,1941,1952,2068,1948,1431,1210,910,804,662,415,299,159,124
2024,HTI,Haiti,Haïti,HT,Nord-Est,North-East,HT04,Ouanaminthe,Ouanaminthe,HT0421,62163,61157,123320,7381,6620,6372,6764,6701,5539,5464,4545,3356,2580,1954,1362,1288,948,593,340,356,7380,6714,6329,6345,6366,5797,6184,4851,3291,2157,1715,1155,1019,803,485,276,290,14761,13334,12701,13109,13067,11336,11648,9396,6647,4737,3669,2517,2307,1751,1078,616,646
2024,HTI,Haiti,Haïti,HT,Nord-Est,North-East,HT04,Perches,Perches,HT0413,6736,6964,13700,676,735,701,658,651,548,562,444,414,318,276,215,209,139,105,42,43,732,748,715,674,664,561,659,533,443,258,255,208,209,181,68,24,32,1408,1483,1416,1332,1315,1109,1221,977,857,576,531,423,418,320,173,66,75
2024,HTI,Haiti,Haïti,HT,Nord-Est,North-East,HT04,Sainte Suzanne,Sainte Suzanne,HT0432,16014,16798,32812,1961,1947,1642,1327,1069,970,951,1303,1042,883,715,722,519,425,248,164,126,2006,2046,1936,1660,1083,973,970,1265,1017,924,715,683,498,467,293,149,113,3967,3993,3578,2987,2152,1943,1921,2568,2059,1807,1430,1405,1017,892,541,313,239
2024,HTI,Haiti,Haïti,HT,Nord-Est,North-East,HT04,Terrier Rouge,Terrier Rouge,HT0433,17547,17826,35373,1798,1861,1812,1816,1743,1229,1360,1051,922,842,751,679,545,520,267,187,164,1878,1843,1823,1921,1942,1507,1605,1202,865,618,593,611,410,432,278,162,136,3676,3704,3635,3737,3685,2736,2965,2253,1787,1460,1344,1290,955,952,545,349,300
2024,HTI,Haiti,Haïti,HT,Nord-Est,North-East,HT04,Trou du Nord,Trou du Nord,HT0431,29282,27930,57212,2995,3140,2932,3087,2923,2420,2402,2063,1593,1212,1260,852,891,656,421,213,222,3205,3299,2933,3059,2705,2078,2168,2215,1517,1038,936,734,748,559,387,196,153,6200,6439,5865,6146,5628,4498,4570,4278,3110,2250,2196,1586,1639,1215,808,409,375
2024,HTI,Haiti,Haïti,HT,Nord-Est,North-East,HT04,Vallières,Vallieres,HT0441,13264,14250,27514,1464,1482,1397,1226,1216,1059,1052,1001,819,664,493,400,341,290,189,80,91,1490,1439,1457,1412,1376,1258,1205,1192,865,690,498,399,374,253,185,79,78,2954,2921,2854,2638,2592,2317,2257,2193,1684,1354,991,799,715,543,374,159,169
2024,HTI,Haiti,Haïti,HT,Nord-Ouest,North-West,HT09,Anse-à-Foleur,Anse-a-Foleur,HT0922,16242,15417,31659,2083,2075,1667,1495,1207,1125,1066,1153,972,926,668,465,440,419,226,132,123,2108,2045,1884,1466,1190,1040,1186,1020,863,692,548,348,331,288,227,106,75,4191,4120,3551,2961,2397,2165,2252,2173,1835,1618,1216,813,771,707,453,238,198
2024,HTI,Haiti,Haïti,HT,Nord-Ouest,North-West,HT09,Baie de Henne,Baie de Henne,HT0932,14217,14371,28588,1787,1893,1559,1365,1346,938,989,1000,769,673,555,442,351,254,142,87,67,1866,2016,1790,1474,1195,1002,1022,1112,745,560,422,389,259,255,156,64,44,3653,3909,3349,2839,2541,1940,2011,2112,1514,1233,977,831,610,509,298,151,111
2024,HTI,Haiti,Haïti,HT,Nord-Ouest,North-West,HT09,Bassin Bleu,Bassin Bleu,HT0913,33808,31861,65669,4092,3972,3503,3019,2861,2251,2709,2422,2139,1610,1307,1059,1066,811,486,261,240,4298,3944,3654,3758,2291,2050,2219,2289,1848,1253,1113,860,833,619,402,229,201,8390,7916,7157,6777,5152,4301,4928,4711,3987,2863,2420,1919,1899,1430,888,490,441
2024,HTI,Haiti,Haïti,HT,Nord-Ouest,North-West,HT09,Bombardopolis,Bombardopolis,HT0933,18888,18980,37868,2113,2192,2274,1797,1541,1153,1322,1290,1150,983,754,805,517,430,268,146,153,2131,2373,2372,2022,1683,1454,1476,1345,862,726,598,570,505,380,229,150,104,4244,4565,4646,3819,3224,2607,2798,2635,2012,1709,1352,1375,1022,810,497,296,257
2024,HTI,Haiti,Haïti,HT,Nord-Ouest,North-West,HT09,Chamsolme,Chamsolme,HT0914,16256,15281,31537,2303,1829,1738,1371,1442,1146,1169,1125,898,815,623,438,498,393,222,150,96,2205,2135,1866,1419,1258,1097,1116,1080,828,568,404,374,350,269,136,102,74,4508,3964,3604,2790,2700,2243,2285,2205,1726,1383,1027,812,848,662,358,252,170
2024,HTI,Haiti,Haïti,HT,Nord-Ouest,North-West,HT09,Jean Rabel,Jean Rabel,HT0934,79133,77617,156750,8220,8735,8620,8432,7418,5671,5878,5736,4557,4055,3162,2782,2131,1669,1025,505,537,8095,8871,8819,8625,8043,5699,6467,5605,4012,3364,2634,2318,1837,1426,902,478,422,16315,17606,17439,17057,15461,11370,12345,11341,8569,7419,5796,5100,3968,3095,1927,983,959
2024,HTI,Haiti,Haïti,HT,Nord-Ouest,North-West,HT09,La Tortue,La Tortue,HT0912,20178,19978,40156,2760,2303,2210,2044,2113,1482,1778,1176,972,799,594,567,462,364,252,163,139,2874,2706,2319,2260,1963,1555,1818,1394,757,592,419,375,302,266,198,96,84,5634,5009,4529,4304,4076,3037,3596,2570,1729,1391,1013,942,764,630,450,259,223
2024,HTI,Haiti,Haïti,HT,Nord-Ouest,North-West,HT09,Môle Saint Nicolas,Mole Saint Nicolas,HT0931,17841,18164,36005,2068,2119,1982,1872,1686,1395,1280,1143,953,815,678,512,414,415,275,93,141,2285,2047,2280,2094,1995,1354,1423,1284,814,663,469,382,376,277,191,76,154,4353,4166,4262,3966,3681,2749,2703,2427,1767,1478,1147,894,790,692,466,169,295
2024,HTI,Haiti,Haïti,HT,Nord-Ouest,North-West,HT09,Port-de-Paix,Port-de-Paix,HT0911,109914,101028,210942,11699,11190,11707,13019,12384,10166,9364,7926,5717,4361,3729,2623,2273,1465,1106,649,536,11627,11014,10981,12253,12127,9528,9206,7656,4753,3155,2513,1912,1595,1228,735,413,332,23326,22204,22688,25272,24511,19694,18570,15582,10470,7516,6242,4535,3868,2693,1841,1062,868
2024,HTI,Haiti,Haïti,HT,Nord-Ouest,North-West,HT09,Saint-Louis du Nord,Saint-Louis du Nord,HT0921,63040,57515,120555,7335,7020,6363,6199,5628,4946,4900,4431,3691,3153,2374,1997,1618,1378,868,636,503,7578,6829,6366,5974,5659,4885,4991,4272,2760,2082,1677,1191,1021,862,639,458,271,14913,13849,12729,12173,11287,9831,9891,8703,6451,5235,4051,3188,2639,2240,1507,1094,774
2024,HTI,Haiti,Haïti,HT,Ouest,West,HT01,Anse à Galets,Anse a Galets,HT0151,35086,35070,70156,3682,4393,3806,2743,2218,2020,2120,2508,2730,2542,1579,1375,1214,893,637,275,351,3835,4406,4467,3530,2645,2136,1749,2041,2121,2034,1529,1270,1220,914,598,268,307,7517,8799,8273,6273,4863,4156,3869,4549,4851,4576,3108,2645,2434,1807,1235,543,658
2024,HTI,Haiti,Haïti,HT,Ouest,West,HT01,Arcahaie,Arcahaie,HT0141,71001,71751,142752,7635,8631,6599,5577,4937,4346,4830,5683,5430,5022,3501,2666,2357,1685,1087,538,477,7861,8939,7900,6509,5348,4704,4490,5006,5118,4580,3350,2672,2187,1498,900,342,347,15496,17570,14499,12086,10285,9050,9320,10689,10548,9602,6851,5338,4544,3183,1987,880,824
2024,HTI,Haiti,Haïti,HT,Ouest,West,HT01,Cabaret,Cabaret,HT0142,32336,32966,65302,3088,3781,2806,2305,2407,1939,2288,2524,2641,2368,1786,1328,1201,975,486,238,175,3589,4178,3473,2978,2583,2153,2079,2231,2032,2137,1659,1341,1061,738,445,174,115,6677,7959,6279,5283,4990,4092,4367,4755,4673,4505,3445,2669,2262,1713,931,412,290
2024,HTI,Haiti,Haïti,HT,Ouest,West,HT01,Carrefour,Carrefour,HT0113,236853,223653,460506,15116,19035,19429,21984,24202,19414,21102,20532,21009,18501,13253,9154,6538,4236,2032,936,380,17525,20486,20122,22516,25176,20922,19390,17943,17444,14157,10552,7299,4782,3430,1289,521,99,32641,39521,39551,44500,49378,40336,40492,38475,38453,32658,23805,16453,11320,7666,3321,1457,479
2024,HTI,Haiti,Haïti,HT,Ouest,West,HT01,Cité Soleil,Cite Soleil,HT0117,144586,142853,287439,12341,13596,13837,14420,14862,12550,13042,11924,11029,9001,6158,4284,3053,2208,1174,636,471,13582,14523,14129,14498,15435,13349,12498,11694,10086,7991,5471,3910,2537,1672,787,390,301,25923,28119,27966,28918,30297,25899,25540,23618,21115,16992,11629,8194,5590,3880,1961,1026,772
2024,HTI,Haiti,Haïti,HT,Ouest,West,HT01,Cornillon / Grand Bois,Cornillon / Grand Bois,HT0134,32107,34078,66185,3784,4332,3162,2099,1598,1580,1885,2581,2298,2434,1728,1402,1314,904,527,263,216,3805,4733,3817,2765,1853,1579,1717,2299,2351,2387,2049,1472,1411,872,536,243,189,7589,9065,6979,4864,3451,3159,3602,4880,4649,4821,3777,2874,2725,1776,1063,506,405
2024,HTI,Haiti,Haïti,HT,Ouest,West,HT01,Croix-Des-Bouquets,Croix-Des-Bouquets,HT0131,65512,64367,129879,6186,6803,6239,5923,5521,4660,5095,5328,4964,4329,3087,2298,1965,1449,846,461,358,6433,7023,6932,6331,5569,4712,4615,4721,4441,3798,2898,2336,1928,1358,694,331,247,12619,13826,13171,12254,11090,9372,9710,10049,9405,8127,5985,4634,3893,2807,1540,792,605
2024,HTI,Haiti,Haïti,HT,Ouest,West,HT01,Delmas,Delmas,HT0112,226116,209663,435779,19539,21377,21830,22635,23152,19551,20265,18523,17128,13978,9572,6661,4788,3469,1859,1016,773,20108,21384,20884,21348,22559,19505,18245,17062,14720,11670,8005,5716,3744,2473,1183,592,465,39647,42761,42714,43983,45711,39056,38510,35585,31848,25648,17577,12377,8532,5942,3042,1608,1238
2024,HTI,Haiti,Haïti,HT,Ouest,West,HT01,Fonds-Verrettes,Fonds-Verrettes,HT0135,26868,27849,54717,3891,4068,2949,1908,1574,1366,1414,1952,1756,1914,1198,880,743,483,412,184,176,4065,4275,3483,2440,1841,1365,1292,1721,1715,1646,1298,834,772,442,320,176,164,7956,8343,6432,4348,3415,2731,2706,3673,3471,3560,2496,1714,1515,925,732,360,340
2024,HTI,Haiti,Haïti,HT,Ouest,West,HT01,Ganthier,Ganthier,HT0133,31871,33165,65036,2829,3482,2977,2685,2401,1998,2311,2688,2682,2352,1756,1142,1059,737,461,171,140,2987,3788,3478,3196,2536,2217,2178,2305,2435,2039,1922,1315,1349,770,379,153,118,5816,7270,6455,5881,4937,4215,4489,4993,5117,4391,3678,2457,2408,1507,840,324,258
2024,HTI,Haiti,Haïti,HT,Ouest,West,HT01,Grand-Goâve,Grand-Goave,HT0123,82956,74593,157549,6068,7967,8869,5002,5917,4611,3835,6907,5963,4692,5160,5218,4209,2470,3997,1696,375,6669,9368,8487,6350,3701,3133,2915,3106,4713,6464,3452,4088,3417,3161,3759,1317,493,12737,17335,17356,11352,9618,7744,6750,10013,10676,11156,8612,9306,7626,5631,7756,3013,868
2024,HTI,Haiti,Haïti,HT,Ouest,West,HT01,Gressier,Gressier,HT0116,1969,2018,3987,180,212,191,163,145,111,122,143,154,144,100,79,85,63,36,23,18,203,220,213,192,162,116,118,127,127,125,112,85,86,67,35,15,15,383,432,404,355,307,227,240,270,281,269,212,164,171,130,71,38,33
2024,HTI,Haiti,Haïti,HT,Ouest,West,HT01,Kenscoff,Kenscoff,HT0115,31283,31723,63006,3213,3315,2749,2295,2177,2073,2333,2689,2392,2406,1590,1415,1018,785,408,237,188,3028,3477,3210,2938,2281,2093,2214,2342,2331,2182,1724,1292,1007,837,387,190,190,6241,6792,5959,5233,4458,4166,4547,5031,4723,4588,3314,2707,2025,1622,795,427,378
2024,HTI,Haiti,Haïti,HT,Ouest,West,HT01,Léogâne,Leogane,HT0121,118384,115230,233614,10557,12040,11701,10074,8290,6885,7730,8261,8933,8814,6546,5727,4448,3554,2294,1372,1158,10999,12533,13739,11538,8905,7149,6721,7071,7201,7169,5811,4938,4317,3364,1927,1001,847,21556,24573,25440,21612,17195,14034,14451,15332,16134,15983,12357,10665,8765,6918,4221,2373,2005
2024,HTI,Haiti,Haïti,HT,Ouest,West,HT01,Petit-Goâve,Petit-Goave,HT0122,96772,98095,194867,9164,10531,9163,7073,5889,4991,5874,7085,7482,7838,5632,4832,3902,3463,1936,1038,879,9334,10981,11115,9170,6586,5095,5304,6454,6324,6997,5815,4708,3976,3056,1714,808,658,18498,21512,20278,16243,12475,10086,11178,13539,13806,14835,11447,9540,7878,6519,3650,1846,1537
2024,HTI,Haiti,Haïti,HT,Ouest,West,HT01,Pointe à Raquette,Pointe a Raquette,HT0152,12928,13890,26818,1334,1803,1331,776,647,563,621,956,1066,1125,687,616,538,344,256,124,141,1430,1758,1783,1221,760,647,655,789,980,963,760,773,517,373,249,101,131,2764,3561,3114,1997,1407,1210,1276,1745,2046,2088,1447,1389,1055,717,505,225,272
2024,HTI,Haiti,Haïti,HT,Ouest,West,HT01,Port-au-Prince,Port-au-Prince,HT0111,483924,442982,926906,27489,35684,37658,44726,51668,42576,44960,42513,42177,36435,26948,19533,13769,9882,4394,2299,1213,31570,36955,38046,45053,54764,47523,42000,36316,33822,26359,19257,13147,8370,5940,2299,1182,379,59059,72639,75704,89779,106432,90099,86960,78829,75999,62794,46205,32680,22139,15822,6693,3481,1592
2024,HTI,Haiti,Haïti,HT,Ouest,West,HT01,Pétion-Ville,Petion-Ville,HT0114,200355,194540,394895,15886,17612,16717,17442,19331,16917,18013,17293,16566,14597,10282,7157,4954,3830,1903,1152,703,16653,17841,17180,18187,19532,17408,16815,15675,14979,12899,9552,6769,4910,3316,1520,827,477,32539,35453,33897,35629,38863,34325,34828,32968,31545,27496,19834,13926,9864,7146,3423,1979,1180
2024,HTI,Haiti,Haïti,HT,Ouest,West,HT01,Tabarre,Tabarre,HT0118,73747,67946,141693,6307,6940,7070,7360,7574,6397,6642,6073,5617,4587,3139,2185,1556,1130,600,327,243,6468,6911,6726,6898,7336,6344,5939,5555,4794,3801,2601,1860,1208,796,376,188,145,12775,13851,13796,14258,14910,12741,12581,11628,10411,8388,5740,4045,2764,1926,976,515,388
2024,HTI,Haiti,Haïti,HT,Ouest,West,HT01,Thomazeau,Thomazeau,HT0132,26400,28353,54753,2482,3007,2371,1861,1695,1595,1852,2351,2018,1843,1572,1346,994,701,398,164,150,2736,3328,2917,2518,1893,1814,1659,2098,2012,1959,1553,1358,1166,666,399,163,114,5218,6335,5288,4379,3588,3409,3511,4449,4030,3802,3125,2704,2160,1367,797,327,264
2024,HTI,Haiti,Haïti,HT,Sud,South,HT07,Aquin,Aquin,HT0731,63164,60555,123719,7532,6786,6215,6151,6179,6173,5322,4338,2979,2194,1768,1696,1602,1686,1118,756,669,7317,6733,6150,5970,6007,6032,5884,4669,2844,1902,1335,1161,1224,1202,874,725,526,14849,13519,12365,12121,12186,12205,11206,9007,5823,4096,3103,2857,2826,2888,1992,1481,1195
2024,HTI,Haiti,Haïti,HT,Sud,South,HT07,Arniquet,Arniquet,HT0723,17531,18307,35838,2244,1990,1939,1784,1480,1289,1216,1023,788,687,719,620,532,536,315,196,173,2299,2135,2079,2109,1616,1394,1182,1254,875,622,561,483,503,440,354,252,149,4543,4125,4018,3893,3096,2683,2398,2277,1663,1309,1280,1103,1035,976,669,448,322
2024,HTI,Haiti,Haïti,HT,Sud,South,HT07,Camp-Perrin,Camp-Perrin,HT0714,25483,26067,51550,2922,2878,2675,2634,2323,2158,2044,1717,1305,1084,849,723,709,622,385,270,185,2913,2789,2606,2800,2506,2337,2364,2028,1363,1071,754,639,559,524,397,269,148,5835,5667,5281,5434,4829,4495,4408,3745,2668,2155,1603,1362,1268,1146,782,539,333
2024,HTI,Haiti,Haïti,HT,Sud,South,HT07,Cavaillon,Cavaillon,HT0733,31888,31509,63397,3985,3578,3454,3041,2577,2424,2211,2350,1656,1361,1019,974,1038,868,625,374,353,3925,3598,3478,3159,2572,2336,2404,2319,1591,1346,911,793,904,877,627,376,293,7910,7176,6932,6200,5149,4760,4615,4669,3247,2707,1930,1767,1942,1745,1252,750,646
2024,HTI,Haiti,Haïti,HT,Sud,South,HT07,Chantal,Chantal,HT0713,20633,20604,41237,2740,2390,2245,2050,1567,1520,1502,1581,1131,861,697,560,599,439,370,190,191,2730,2364,2325,2110,1699,1412,1617,1664,1161,833,661,450,511,439,281,207,140,5470,4754,4570,4160,3266,2932,3119,3245,2292,1694,1358,1010,1110,878,651,397,331
2024,HTI,Haiti,Haïti,HT,Sud,South,HT07,Chardonnières,Chardonnieres,HT0751,16227,16608,32835,2455,2056,1974,1579,1233,1239,1111,995,798,667,486,393,377,306,287,146,125,2497,2208,1935,1770,1329,1212,1268,1038,842,636,445,357,338,270,231,123,109,4952,4264,3909,3349,2562,2451,2379,2033,1640,1303,931,750,715,576,518,269,234
2024,HTI,Haiti,Haïti,HT,Sud,South,HT07,Côteaux,Coteaux,HT0741,12753,12642,25395,1628,1552,1384,1304,965,859,931,911,627,594,421,356,355,334,225,164,143,1577,1590,1460,1426,1159,885,967,899,652,510,371,262,258,220,212,100,94,3205,3142,2844,2730,2124,1744,1898,1810,1279,1104,792,618,613,554,437,264,237
2024,HTI,Haiti,Haïti,HT,Sud,South,HT07,Les Anglais,Les Anglais,HT0752,19869,19708,39577,2912,2648,2325,1939,1685,1591,1339,1258,945,774,522,449,444,395,308,178,157,2992,2561,2253,1989,1586,1401,1454,1495,1008,745,476,444,378,341,283,176,126,5904,5209,4578,3928,3271,2992,2793,2753,1953,1519,998,893,822,736,591,354,283
2024,HTI,Haiti,Haïti,HT,Sud,South,HT07,Les Cayes,Les Cayes,HT0711,108905,98534,207439,12467,10566,11702,12322,12192,11236,9456,6843,4883,3752,2945,2432,2607,2090,1536,971,905,11751,9844,10181,10693,10806,10262,9783,7535,4614,2995,2282,1739,1866,1585,1219,745,634,24218,20410,21883,23015,22998,21498,19239,14378,9497,6747,5227,4171,4473,3675,2755,1716,1539
2024,HTI,Haiti,Haïti,HT,Sud,South,HT07,Maniche,Maniche,HT0715,13596,13911,27507,1771,1580,1424,1158,968,816,1013,1017,610,578,553,490,511,450,282,209,166,1791,1669,1747,1465,1017,833,1118,844,651,549,459,410,420,368,275,152,143,3562,3249,3171,2623,1985,1649,2131,1861,1261,1127,1012,900,931,818,557,361,309
2024,HTI,Haiti,Haïti,HT,Sud,South,HT07,Port-Salut,Port-Salut,HT0721,12680,12751,25431,1746,1467,1410,1321,1104,929,855,772,623,502,398,336,407,271,242,166,131,1705,1515,1419,1359,1144,921,959,921,598,474,363,320,326,254,227,150,96,3451,2982,2829,2680,2248,1850,1814,1693,1221,976,761,656,733,525,469,316,227
2024,HTI,Haiti,Haïti,HT,Sud,South,HT07,Port-à-Piment,Port-a-Piment,HT0742,13811,12836,26647,1991,1843,1637,1441,974,916,863,816,682,561,424,382,353,309,290,163,166,1882,1644,1724,1443,1015,829,820,797,576,491,354,297,288,231,213,128,104,3873,3487,3361,2884,1989,1745,1683,1613,1258,1052,778,679,641,540,503,291,270
2024,HTI,Haiti,Haïti,HT,Sud,South,HT07,Roche à Bâteau,Roche a Bateau,HT0743,14577,13758,28335,2230,1781,1887,1564,1103,790,900,860,672,568,435,374,433,370,249,171,190,1996,1841,1863,1515,1079,816,823,780,693,435,403,298,393,275,244,166,138,4226,3622,3750,3079,2182,1606,1723,1640,1365,1003,838,672,826,645,493,337,328
2024,HTI,Haiti,Haïti,HT,Sud,South,HT07,Saint Jean du Sud,Saint Jean du Sud,HT0722,17447,17915,35362,2397,2012,1997,1894,1422,1216,1177,1071,910,684,570,419,539,415,311,219,194,2269,2162,2152,1967,1650,1307,1220,1245,838,624,519,445,458,401,290,216,152,4666,4174,4149,3861,3072,2523,2397,2316,1748,1308,1089,864,997,816,601,435,346
2024,HTI,Haiti,Haïti,HT,Sud,South,HT07,Saint Louis du Sud,Saint Louis du Sud,HT0732,41148,39147,80295,5505,4872,4087,4083,4334,4092,3246,2740,1830,1411,1072,844,934,846,577,361,314,5684,5025,4162,3888,3614,3391,3420,2823,1731,1295,869,793,710,654,546,314,228,11189,9897,8249,7971,7948,7483,6666,5563,3561,2706,1941,1637,1644,1500,1123,675,542
2024,HTI,Haiti,Haïti,HT,Sud,South,HT07,Tiburon,Tiburon,HT0753,14201,14273,28474,1978,1766,1503,1336,1131,1199,1063,1053,798,575,374,338,362,294,207,114,110,1958,1889,1635,1316,1086,1080,1088,1238,762,599,415,298,307,211,186,122,83,3936,3655,3138,2652,2217,2279,2151,2291,1560,1174,789,636,669,505,393,236,193
2024,HTI,Haiti,Haïti,HT,Sud,South,HT07,Torbeck,Torbeck,HT0712,46969,46858,93827,6013,5315,4931,4765,4221,3644,3682,3251,2370,1814,1493,1264,1319,1218,740,489,440,5882,5171,5191,4907,4480,4109,3819,3485,2415,1662,1187,1029,1083,999,669,425,345,11895,10486,10122,9672,8701,7753,7501,6736,4785,3476,2680,2293,2402,2217,1409,914,785
2024,HTI,Haiti,Haïti,HT,Sud,South,HT07,Île à Vache,Ile a Vache,HT0716,8461,9030,17491,1213,1081,964,774,681,781,699,641,408,279,163,183,199,141,136,52,66,1224,1207,1033,849,781,754,856,694,397,353,185,165,140,196,104,45,47,2437,2288,1997,1623,1462,1535,1555,1335,805,632,348,348,339,337,240,97,113
2024,HTI,Haiti,Haïti,HT,Sud-Est,South-East,HT02,Anse-à-Pître,Anse-a-Pitre,HT0234,21791,21668,43459,3378,2746,2442,2059,1897,1731,1667,1528,1034,757,556,435,451,443,322,167,178,3366,2666,2338,2098,1909,1768,1962,1756,1113,690,415,387,390,301,245,137,127,6744,5412,4780,4157,3806,3499,3629,3284,2147,1447,971,822,841,744,567,304,305
2024,HTI,Haiti,Haïti,HT,Sud-Est,South-East,HT02,Bainet,Bainet,HT0221,56632,56402,113034,7276,6742,6448,5532,4687,4177,3766,3127,2889,2061,2140,1871,1813,1742,1050,675,636,7401,6896,6601,6162,4761,4212,4066,3493,2460,1820,1732,1579,1601,1469,1024,648,477,14677,13638,13049,11694,9448,8389,7832,6620,5349,3881,3872,3450,3414,3211,2074,1323,1113
2024,HTI,Haiti,Haïti,HT,Sud-Est,South-East,HT02,Belle Anse,Belle Anse,HT0231,49350,46431,95781,7483,6495,5453,4751,4050,3939,3982,3667,2181,1660,1211,1232,1080,919,604,300,343,7400,6502,5389,4593,3375,3415,3803,3888,2098,1469,995,815,855,697,575,295,267,14883,12997,10842,9344,7425,7354,7785,7555,4279,3129,2206,2047,1935,1616,1179,595,610
2024,HTI,Haiti,Haïti,HT,Sud-Est,South-East,HT02,Cayes-Jacmel,Cayes-Jacmel,HT0213,25941,23904,49845,3300,3094,2834,2930,2143,1998,1996,1675,1226,864,805,701,799,616,459,235,266,3383,2988,2880,2769,2214,1566,1822,1737,1071,651,618,509,554,423,333,236,150,6683,6082,5714,5699,4357,3564,3818,3412,2297,1515,1423,1210,1353,1039,792,471,416
