LONG_SCHOOL_YEAR,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,NUMBER_OF_GRADUATES,HOPE_ELIGIBLE,HOPE_ELIGIBLE_PCT
2012-13,718,Quitman County,110,Quitman County High School,13,TFS,53.85
2012-13,718,Quitman County,ALL,All Schools,13,TFS,53.85
2012-13,719,Rabun County,177,Rabun County High School,148,81,54.73
2012-13,719,Rabun County,ALL,All Schools,148,81,54.73
2012-13,720,Randolph County,201,Randolph Clay High School,40,TFS,20
2012-13,720,Randolph County,ALL,All Schools,40,TFS,20
2012-13,721,Richmond County,100,Cross Creek High School,222,54,24.32
2012-13,721,Richmond County,1052,Butler High School,97,26,26.8
2012-13,721,Richmond County,2056,Hephzibah High School,182,50,27.47
2012-13,721,Richmond County,2574,Westside High School,139,48,34.53
2012-13,721,Richmond County,3054,Glenn Hills High School,98,22,22.45
2012-13,721,Richmond County,3556,Johnson Magnet,113,62,54.87
2012-13,721,Richmond County,3756,Josey High School,146,25,17.12
2012-13,721,Richmond County,4060,Academy of Richmond County High School,195,57,29.23
2012-13,721,Richmond County,4562,Davidson Magnet School,80,65,81.25
2012-13,721,Richmond County,5566,Laney High School,100,18,18
2012-13,721,Richmond County,ALL,All Schools,1372,427,31.12
2012-13,722,Rockdale County,176,Heritage High School,379,137,36.15
2012-13,722,Rockdale County,192,Salem High School,272,59,21.69
2012-13,722,Rockdale County,3052,Rockdale County High School,353,108,30.59
2012-13,722,Rockdale County,ALL,All Schools,1004,304,30.28
2012-13,723,Schley County,101,Schley Middle High School,72,43,59.72
2012-13,723,Schley County,ALL,All Schools,72,43,59.72
2012-13,724,Screven County,4052,Screven County High School,166,76,45.78
2012-13,724,Screven County,ALL,All Schools,166,76,45.78
2012-13,725,Seminole County,196,Seminole County Middle/High School,69,35,50.72
2012-13,725,Seminole County,ALL,All Schools,69,35,50.72
2012-13,726,Griffin-Spalding County,101,Spalding High School,221,89,40.27
2012-13,726,Griffin-Spalding County,187,Griffin High School,210,72,34.29
2012-13,726,Griffin-Spalding County,208,AZ Kelsey Academy,28,,
2012-13,726,Griffin-Spalding County,ALL,All Schools,459,161,35.08
2012-13,727,Stephens County,5050,Stephens County High School,244,114,46.72
2012-13,727,Stephens County,ALL,All Schools,244,114,46.72
2012-13,728,Stewart County,201,Stewart County High School,18,TFS,38.89
2012-13,728,Stewart County,ALL,All Schools,18,TFS,38.89
2012-13,729,Sumter County,105,Americus Sumter High School (Old Americus-Sumter HS S),191,64,33.51
2012-13,729,Sumter County,ALL,All Schools,191,64,33.51
2012-13,730,Talbot County,190,Central Elementary/High School,24,10,41.67
2012-13,730,Talbot County,ALL,All Schools,24,10,41.67
2012-13,731,Taliaferro County,102,Taliaferro County School,,,
2012-13,731,Taliaferro County,ALL,All Schools,,,
2012-13,732,Tattnall County,194,Tattnall County High School,152,83,54.61
2012-13,732,Tattnall County,ALL,All Schools,152,83,54.61
2012-13,733,Taylor County,201,Taylor County High School,77,46,59.74
2012-13,733,Taylor County,ALL,All Schools,77,46,59.74
2012-13,734,Telfair County,201,Telfair County High School,99,48,48.48
2012-13,734,Telfair County,ALL,All Schools,99,48,48.48
2012-13,735,Terrell County,105,Terrell High School,60,26,43.33
2012-13,735,Terrell County,ALL,All Schools,60,26,43.33
2012-13,736,Thomas County,100,Bishop Hall Charter School,24,TFS,29.17
2012-13,736,Thomas County,191,Thomas County Central High School,300,151,50.33
2012-13,736,Thomas County,ALL,All Schools,324,158,48.77
2012-13,737,Tift County,199,Tift County High School,393,187,47.58
2012-13,737,Tift County,ALL,All Schools,393,187,47.58
2012-13,738,Toombs County,192,Toombs County High School,119,58,48.74
2012-13,738,Toombs County,ALL,All Schools,119,58,48.74
2012-13,739,Towns County,204,Towns County High School,62,31,50
2012-13,739,Towns County,ALL,All Schools,62,31,50
2012-13,740,Treutlen County,213,Treutlen Middle/High School,43,19,44.19
2012-13,740,Treutlen County,ALL,All Schools,43,19,44.19
2012-13,741,Troup County,201,Callaway High School,147,62,42.18
2012-13,741,Troup County,207,Bradfield Center - Ault Academy,,,
2012-13,741,Troup County,387,Troup County High School,243,130,53.5
2012-13,741,Troup County,1052,LaGrange High School,292,155,53.08
2012-13,741,Troup County,ALL,All Schools,683,347,50.81
2012-13,742,Turner County,3050,Turner County High School,95,37,38.95
2012-13,742,Turner County,ALL,All Schools,95,37,38.95
2012-13,743,Twiggs County,201,Twiggs County High School,62,12,19.35
2012-13,743,Twiggs County,ALL,All Schools,62,12,19.35
2012-13,744,Union County,101,Union County High School,155,86,55.48
2012-13,744,Union County,3050,Woody Gap High/Elementary School,,,
2012-13,744,Union County,ALL,All Schools,159,89,55.97
2012-13,745,Thomaston-Upson County,195,Upson-Lee High School,228,85,37.28
2012-13,745,Thomaston-Upson County,ALL,All Schools,228,85,37.28
2012-13,746,Walker County,190,Ridgeland High School,225,95,42.22
2012-13,746,Walker County,198,LaFayette High School,211,109,51.66
2012-13,746,Walker County,ALL,All Schools,436,204,46.79
2012-13,747,Walton County,111,Walnut Grove High School,232,104,44.83
2012-13,747,Walton County,199,Loganville High School,318,151,47.48
2012-13,747,Walton County,205,Monroe Area High School,230,86,37.39
2012-13,747,Walton County,ALL,All Schools,780,341,43.72
2012-13,748,Ware County,195,Ware County High School,316,132,41.77
2012-13,748,Ware County,ALL,All Schools,316,132,41.77
2012-13,749,Warren County,205,Warren County High School,40,TFS,22.5
2012-13,749,Warren County,ALL,All Schools,40,TFS,22.5
2012-13,750,Washington County,1052,Washington County High School,171,98,57.31
2012-13,750,Washington County,ALL,All Schools,171,98,57.31
2012-13,751,Wayne County,101,Wayne County High School,258,138,53.49
2012-13,751,Wayne County,ALL,All Schools,258,138,53.49
2012-13,752,Webster County,108,Webster County High School,20,TFS,25
2012-13,752,Webster County,ALL,All Schools,20,TFS,25
2012-13,753,Wheeler County,3052,Wheeler County High School,56,27,48.21
2012-13,753,Wheeler County,ALL,All Schools,56,27,48.21
2012-13,754,White County,105,White County High School,257,150,58.37
2012-13,754,White County,ALL,All Schools,257,150,58.37
2012-13,755,Whitfield County,112,Coahulla Creek High School,87,37,42.53
2012-13,755,Whitfield County,175,Northwest Whitfield County High School,317,168,53
2012-13,755,Whitfield County,212,Phoenix High School,82,15,18.29
2012-13,755,Whitfield County,275,Southeast Whitfield County High School,251,134,53.39
2012-13,755,Whitfield County,ALL,All Schools,737,354,48.03
2012-13,756,Wilcox County,201,Wilcox County High School,64,29,45.31
2012-13,756,Wilcox County,ALL,All Schools,64,29,45.31
2012-13,757,Wilkes County,110,Washington-Wilkes Comprehensive High School,80,25,31.25
2012-13,757,Wilkes County,ALL,All Schools,80,25,31.25
2012-13,758,Wilkinson County,3050,Wilkinson County High School,95,33,34.74
2012-13,758,Wilkinson County,ALL,All Schools,95,33,34.74
2012-13,759,Worth County,176,Worth County High School,154,71,46.1
2012-13,759,Worth County,ALL,All Schools,154,71,46.1
2012-13,761,Atlanta Public Schools,106,Early College High School at Carver,75,35,46.67
2012-13,761,Atlanta Public Schools,108,South Atlanta School of Health and Medical Science,58,17,29.31
2012-13,761,Atlanta Public Schools,112,"Booker T. Washington High School - Banking, Finance and Investment Small Sc",48,16,33.33
2012-13,761,Atlanta Public Schools,113,Booker T. Washington - Early College Small School,36,11,30.56
2012-13,761,Atlanta Public Schools,114,"Booker T. Washington High School - Health, Sciences and Nutrition Small Sch",40,11,27.5
2012-13,761,Atlanta Public Schools,182,Mays High School,301,68,22.59
2012-13,761,Atlanta Public Schools,186,"Maynard H. Jackson, Jr. High School",122,33,27.05
2012-13,761,Atlanta Public Schools,192,North Atlanta High School,248,115,46.37
2012-13,761,Atlanta Public Schools,208,South Atlanta Law and Social Justice School,47,TFS,17.02
2012-13,761,Atlanta Public Schools,306,School of Technology at Carver,48,TFS,16.67
2012-13,761,Atlanta Public Schools,406,School of Health Sciences and Research at Carver,71,25,35.21
2012-13,761,Atlanta Public Schools,408,South Atlanta School of Computer Animation and Design,44,12,27.27
2012-13,761,Atlanta Public Schools,506,The School of the Arts at Carver,63,17,26.98
2012-13,761,Atlanta Public Schools,508,"Therrell School of Law, Government and Public Policy - C",39,TFS,10.26
2012-13,761,Atlanta Public Schools,608,"Therrell School of Engineering, Math, and Science - C",38,TFS,21.05
2012-13,761,Atlanta Public Schools,708,Therrell School of Health and Science - C,41,TFS,19.51
2012-13,761,Atlanta Public Schools,2664,Crim High School,41,TFS,4.88
2012-13,761,Atlanta Public Schools,4058,Douglass High School,141,36,25.53
2012-13,761,Atlanta Public Schools,4560,Grady High School,347,183,52.74
2012-13,761,Atlanta Public Schools,ALL,All Schools,1848,617,33.39
2012-13,763,Bremen City,201,Bremen High School,122,76,62.3
2012-13,763,Bremen City,ALL,All Schools,122,76,62.3
2012-13,764,Buford City,191,Buford High School,184,80,43.48
2012-13,764,Buford City,ALL,All Schools,184,80,43.48
2012-13,765,Calhoun City,3050,Calhoun High School,177,98,55.37
2012-13,765,Calhoun City,ALL,All Schools,177,98,55.37
2012-13,766,Carrollton City,1050,Carrollton High School,292,180,61.64
2012-13,766,Carrollton City,ALL,All Schools,292,180,61.64
2012-13,767,Cartersville City,2050,Cartersville High School,215,105,48.84
2012-13,767,Cartersville City,ALL,All Schools,215,105,48.84
2012-13,769,Chickamauga City,211,Gordon Lee High School,108,71,65.74
2012-13,769,Chickamauga City,ALL,All Schools,108,71,65.74
2012-13,771,Commerce City,112,Commerce High School,83,40,48.19
2012-13,771,Commerce City,ALL,All Schools,83,40,48.19
2012-13,772,Dalton Public Schools,110,Morris Innovative High School,55,TFS,1.82
2012-13,772,Dalton Public Schools,4050,Dalton High School,292,115,39.38
2012-13,772,Dalton Public Schools,ALL,All Schools,347,116,33.43
2012-13,773,Decatur City,3050,Decatur High School,186,106,56.99
2012-13,773,Decatur City,ALL,All Schools,186,106,56.99
2012-13,774,Dublin City,211,Dublin High School,117,36,30.77
2012-13,774,Dublin City,ALL,All Schools,117,36,30.77
2012-13,776,Gainesville City,210,The Academy at Woods Mill,22,TFS,4.55
2012-13,776,Gainesville City,3050,Gainesville High School,315,138,43.81
2012-13,776,Gainesville City,ALL,All Schools,337,139,41.25
2012-13,779,Jefferson City,174,Jefferson High School,165,83,50.3
2012-13,779,Jefferson City,ALL,All Schools,165,83,50.3
2012-13,781,Marietta City,101,Marietta High School,331,100,30.21
2012-13,781,Marietta City,ALL,All Schools,331,100,30.21
2012-13,7820108,State Charter Schools- Mountain Education Center School,108,Mountain Education Center School,180,51,28.33
2012-13,7820108,State Charter Schools- Mountain Education Center School,ALL,All Schools,180,51,28.33
2012-13,7820412,State Charter Schools- Georgia Connections Academy,412,Georgia Connections Academy,24,,
2012-13,7820412,State Charter Schools- Georgia Connections Academy,ALL,All Schools,24,,
2012-13,7830103,Commission Charter Schools- CCAT School,103,CCAT School,15,TFS,60
2012-13,7830103,Commission Charter Schools- CCAT School,ALL,All Schools,15,TFS,60
2012-13,784,Pelham City,111,Pelham High School,81,28,34.57
2012-13,784,Pelham City,ALL,All Schools,81,28,34.57
2012-13,785,Rome City,193,Rome High School,309,170,55.02
2012-13,785,Rome City,ALL,All Schools,309,170,55.02
2012-13,786,Social Circle City,300,Social Circle High School,97,53,54.64
2012-13,786,Social Circle City,ALL,All Schools,97,53,54.64
2012-13,789,Thomasville City,4052,Thomasville High School,116,54,46.55
2012-13,789,Thomasville City,ALL,All Schools,116,54,46.55
2012-13,791,Trion City,301,Trion High School,85,56,65.88
2012-13,791,Trion City,ALL,All Schools,85,56,65.88
2012-13,792,Valdosta City,273,Valdosta High School,303,112,36.96
2012-13,792,Valdosta City,ALL,All Schools,303,112,36.96
2012-13,793,Vidalia City,273,Vidalia Comprehensive High School,132,46,34.85
2012-13,793,Vidalia City,ALL,All Schools,132,46,34.85
2012-13,799,State Schools,1894,Georgia Academy for the Blind,,,
2012-13,799,State Schools,ALL,All Schools,,,
2012-13,7991893,State Schools- Atlanta Area School for the Deaf,1893,Atlanta Area School for the Deaf,,,
2012-13,7991893,State Schools- Atlanta Area School for the Deaf,ALL,All Schools,,,
2012-13,7991895,State Schools- Georgia School for the Deaf,1895,Georgia School for the Deaf,,,
2012-13,7991895,State Schools- Georgia School for the Deaf,ALL,All Schools,,,
2012-13,ALL,All Systems,ALL,All Schools,90312,39893,44.17
