LONG_SCHOOL_YEAR,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,SUBGRP_DESC,TEST_CMPNT_TYP_CD,NATIONAL_NUM_TESTED_CNT,STATE_NUM_TESTED_CNT,DSTRCT_NUM_TESTED_CNT,INSTN_NUM_TESTED_CNT,NATIONAL_AVG_SCORE_VAL,STATE_AVG_SCORE_VAL,DSTRCT_AVG_SCORE_VAL,INSTN_AVG_SCORE_VAL
2011-12,601,Appling County,103,Appling County High School,All Students,Combined,1284459,85153,122,122,1477,1352,1242,1242
2011-12,601,Appling County,103,Appling County High School,All Students,Mathematics,1284459,85153,122,122,505,487,442,442
2011-12,601,Appling County,103,Appling County High School,All Students,Reading,1284459,85153,122,122,491,484,451,451
2011-12,601,Appling County,103,Appling County High School,All Students,Writing,1284459,85153,122,122,481,381,349,349
2011-12,602,Atkinson County,103,Atkinson County High School,All Students,Combined,1284459,85153,34,34,1477,1352,1309,1309
2011-12,602,Atkinson County,103,Atkinson County High School,All Students,Mathematics,1284459,85153,34,34,505,487,448,448
2011-12,602,Atkinson County,103,Atkinson County High School,All Students,Reading,1284459,85153,34,34,491,484,460,460
2011-12,602,Atkinson County,103,Atkinson County High School,All Students,Writing,1284459,85153,34,34,481,381,401,401
2011-12,603,Bacon County,302,Bacon County High School,All Students,Combined,1284459,85153,57,57,1477,1352,1250,1250
2011-12,603,Bacon County,302,Bacon County High School,All Students,Mathematics,1284459,85153,57,57,505,487,481,481
2011-12,603,Bacon County,302,Bacon County High School,All Students,Reading,1284459,85153,57,57,491,484,457,457
2011-12,603,Bacon County,302,Bacon County High School,All Students,Writing,1284459,85153,57,57,481,381,312,312
2011-12,604,Baker County,105,Baker County K12 School,All Students,Combined,1284459,85153,TFS,TFS,1477,1352,,
2011-12,604,Baker County,105,Baker County K12 School,All Students,Mathematics,1284459,85153,TFS,TFS,505,487,,
2011-12,604,Baker County,105,Baker County K12 School,All Students,Reading,1284459,85153,TFS,TFS,491,484,,
2011-12,604,Baker County,105,Baker County K12 School,All Students,Writing,1284459,85153,TFS,TFS,481,381,,
2011-12,605,Baldwin County,189,Baldwin High School,All Students,Combined,1284459,85153,206,206,1477,1352,1252,1252
2011-12,605,Baldwin County,189,Baldwin High School,All Students,Mathematics,1284459,85153,206,206,505,487,445,445
2011-12,605,Baldwin County,189,Baldwin High School,All Students,Reading,1284459,85153,206,206,491,484,441,441
2011-12,605,Baldwin County,189,Baldwin High School,All Students,Writing,1284459,85153,206,206,481,381,366,366
2011-12,606,Banks County,199,Banks County High School,All Students,Combined,1284459,85153,93,93,1477,1352,1298,1298
2011-12,606,Banks County,199,Banks County High School,All Students,Mathematics,1284459,85153,93,93,505,487,465,465
2011-12,606,Banks County,199,Banks County High School,All Students,Reading,1284459,85153,93,93,491,484,459,459
2011-12,606,Banks County,199,Banks County High School,All Students,Writing,1284459,85153,93,93,481,381,374,374
