SCHOOL_YEAR,DETAIL_LEVEL,SCHOOL_DSTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,SUBJECT_CODE,TOTAL_STUDENTS_TESTED,STUDENTS_WITH_LEXILE,LEXILE_ON_OR_ABOVE_MIDPOINT,NO_LEXILE_SCORE,AVG_LEXILE_SCORE
2018,District Level,601,Appling County,All,All,9th Grade Literature and Composition,270,270,146,TFS,1170.4
2018,District Level,601,Appling County,All,All,American Literature and Composition,239,239,141,TFS,1338
2018,District Level,602,Atkinson County,All,All,9th Grade Literature and Composition,132,132,78,TFS,1208.9
2018,District Level,602,Atkinson County,All,All,American Literature and Composition,110,110,51,TFS,1251.5
2018,District Level,603,Bacon County,All,All,9th Grade Literature and Composition,156,156,97,TFS,1212.2
2018,District Level,603,Bacon County,All,All,American Literature and Composition,189,189,96,TFS,1286
2018,District Level,604,Baker County,All,All,9th Grade Literature and Composition,26,26,12,TFS,1130
2018,District Level,604,Baker County,All,All,American Literature and Composition,21,21,12,TFS,1219.8
2018,District Level,605,Baldwin County,All,All,9th Grade Literature and Composition,352,352,145,TFS,1118.5
2018,District Level,605,Baldwin County,All,All,American Literature and Composition,262,262,90,TFS,1191.8
2018,District Level,606,Banks County,All,All,9th Grade Literature and Composition,205,205,149,TFS,1255
2018,District Level,606,Banks County,All,All,American Literature and Composition,182,182,103,TFS,1346
2018,District Level,607,Barrow County,All,All,9th Grade Literature and Composition,1048,1047,645,TFS,1221.3
2018,District Level,607,Barrow County,All,All,American Literature and Composition,914,913,467,TFS,1289.8
2018,District Level,608,Bartow County,All,All,9th Grade Literature and Composition,1187,1187,689,TFS,1196.7
2018,District Level,608,Bartow County,All,All,American Literature and Composition,995,995,527,TFS,1303.5
2018,District Level,609,Ben Hill County,All,All,9th Grade Literature and Composition,251,251,111,TFS,1128.5
2018,District Level,609,Ben Hill County,All,All,American Literature and Composition,159,159,50,TFS,1182.6
2018,District Level,610,Berrien County,All,All,9th Grade Literature and Composition,221,221,129,TFS,1206
2018,District Level,610,Berrien County,All,All,American Literature and Composition,183,183,102,TFS,1308.2
2018,District Level,611,Bibb County,All,All,9th Grade Literature and Composition,1763,1744,849,19,1143.7
2018,District Level,611,Bibb County,All,All,American Literature and Composition,1496,1475,615,22,1229.2
2018,District Level,612,Bleckley County,All,All,9th Grade Literature and Composition,162,162,111,TFS,1259.5
2018,District Level,612,Bleckley County,All,All,American Literature and Composition,166,166,97,TFS,1352.2
2018,District Level,613,Brantley County,All,All,9th Grade Literature and Composition,249,249,140,TFS,1191
2018,District Level,613,Brantley County,All,All,American Literature and Composition,202,202,120,TFS,1360
2018,District Level,614,Brooks County,All,All,9th Grade Literature and Composition,181,181,68,TFS,1081.6
2018,District Level,614,Brooks County,All,All,American Literature and Composition,136,136,51,TFS,1191.8
2018,District Level,615,Bryan County,All,All,9th Grade Literature and Composition,745,744,552,TFS,1270.4
