sys_sch,SystemId,systemname,schoolname,SchoolId,grade,SingleScore,four_year_graduation_rate,CollegeEnrollment
6074050,607,Barrow County,Holsenbeck Elementary School,4050,B,82.10000000000001,,
6075050,607,Barrow County,Statham Elementary School,5050,C,71,,
608101,608,Bartow County,Woodland Middle School at Euharlee,101,D,69,,
608104,608,Bartow County,Clear Creek Elementary School,104,C,77.40000000000001,,
608105,608,Bartow County,Adairsville High School,105,D,68.10000000000001,91.699997,
608106,608,Bartow County,Pine Log Elementary,106,C,78.10000000000001,,
608107,608,Bartow County,Euharlee Elementary School,107,B,82.7,,
608114,608,Bartow County,Cass High School,114,C,70.2,90.800003,
608115,608,Bartow County,Cloverleaf Elementary,115,B,80.2,,
608175,608,Bartow County,White Elementary School,175,B,81.5,,
608177,608,Bartow County,Adairsville Elementary School,177,C,70.3,,
608186,608,Bartow County,Mission Road Elementary School,186,C,73.5,,
608190,608,Bartow County,South Central Middle School,190,F,52.5,,
608195,608,Bartow County,Cass Middle School,195,C,74.8,,
608196,608,Bartow County,Allatoona Elementary School,196,D,63.5,,
608198,608,Bartow County,Woodland High School,198,C,72,86.400002,
6082052,608,Bartow County,Emerson Elementary School,2052,D,62.3,,
608296,608,Bartow County,Kingston Elementary School,296,D,65.7,,
608301,608,Bartow County,Adairsville Middle School,301,C,71.10000000000001,,
608377,608,Bartow County,Hamilton Crossing Elementary School,377,C,71.2,,
608396,608,Bartow County,Taylorsville Elementary School,396,D,67,,
609111,609,Ben Hill County,Ben Hill Elementary School,111,D,68.40000000000001,,
609196,609,Ben Hill County,Ben Hill County Primary School,196,C,75.3,,
609291,609,Ben Hill County,Fitzgerald High School,291,D,62.5,88.5,
609296,609,Ben Hill County,Ben Hill County Middle School,296,F,59.1,,
609392,609,Ben Hill County,Hurricane Transition Academy,392,,,,
610101,610,Berrien County,Berrien High School,101,C,73.2,90.5,
610106,610,Berrien County,Berrien Academy Performance Learning Center,106,C,71,59.299999,
610194,610,Berrien County,Berrien Middle School,194,D,68.10000000000001,,
610195,610,Berrien County,Berrien Elementary School,195,D,68.8,,
6105050,610,Berrien County,Berrien Primary School,5050,C,77.5,,
6111005,611,Bibb County,Brookdale Elementary School,1005,D,67.7,,
611103,611,Bibb County,Skyview Elementary School,103,B,83.80000000000001,,
611104,611,Bibb County,Burdell Elementary School,104,C,76.40000000000001,,
611105,611,Bibb County,Howard High School,105,C,71.3,82,
6111050,611,Bibb County,Alexander II Magnet School,1050,C,77.7,,
6111054,611,Bibb County,Bernd Elementary School,1054,C,75.5,,
6111067,611,Bibb County,Porter Elementary School,1067,C,72.3,,
611108,611,Bibb County,Ballard Hudson Middle School,108,F,40.3,,
611109,611,Bibb County,Bruce Elementary School,109,D,64.90000000000001,,
6111105,611,Bibb County,Springdale Elementary School,1105,B,86,,
6111205,611,Bibb County,Carter Elementary School,1205,B,87.30000000000001,,
6111305,611,Bibb County,Lane Elementary School,1305,D,65.10000000000001,,
6111306,611,Bibb County,Martin Luther King Jr Elementary School,1306,D,62.2,,
6111307,611,Bibb County,Southfield Elementary School,1307,F,57.90000000000001,,
6111309,611,Bibb County,Veterans Elementary School,1309,D,60.5,,
611186,611,Bibb County,Central High School,186,D,62.90000000000001,80.5,
611198,611,Bibb County,Westside High School,198,F,50,70,
611203,611,Bibb County,Vineville Academy,203,C,72.60000000000001,,
611204,611,Bibb County,Rutland High School,204,D,65.90000000000001,82,
611205,611,Bibb County,Howard Middle School,205,D,68.3,,
6112060,611,Bibb County,Hartley Elementary School,2060,F,56.3,,
611286,611,Bibb County,Northeast High School,286,D,65,80.800003,
611298,611,Bibb County,Miller Magnet Middle School,298,C,79.80000000000001,,
611305,611,Bibb County,Rutland Middle School,305,D,63.1,,
6113060,611,Bibb County,Heard Elementary School,3060,D,68.90000000000001,,
6113067,611,Bibb County,Ingram/Pye Elementary School,3067,F,53.5,,
611383,611,Bibb County,Williams Elementary School,383,F,55.7,,
611386,611,Bibb County,Southwest High School,386,F,52.8,80.900002,
611405,611,Bibb County,Rosa Taylor Elementary School,405,C,70.10000000000001,,
611505,611,Bibb County,Weaver Middle School,505,F,59.6,,
6115050,611,Bibb County,Appling Middle School,5050,F,47.7,,
611605,611,Bibb County,Heritage Elementary School,605,C,78.60000000000001,,
611705,611,Bibb County,Union Elementary School,705,F,57.7,,
612105,612,Bleckley County,Bleckley County High School,105,A,90.10000000000001,95.599998,
6121050,612,Bleckley County,Bleckley County Primary School,1050,B,86.30000000000001,,
612112,612,Bleckley County,Bleckley Middle School,112,B,84.10000000000001,,
612115,612,Bleckley County,Bleckley County Success Academy,115,,,76,
612197,612,Bleckley County,Bleckley County Elementary School,197,C,73,,
613101,613,Brantley County,Waynesville Primary School,101,B,89.10000000000001,,
6131050,613,Brantley County,Brantley County High School,1050,D,68.5,85.5,
613110,613,Brantley County,Atkinson Elementary School,110,C,74.2,,
613194,613,Brantley County,Brantley County Middle School,194,B,80.7,,
6132050,613,Brantley County,Hoboken Elementary School,2050,B,82.2,,
613294,613,Brantley County,Nahunta Elementary School,294,C,75.7,,
6133050,613,Brantley County,Nahunta Primary School,3050,A,91.90000000000001,,
614110,614,Brooks County,Brooks County High School,110,D,68.7,97.400002,
614193,614,Brooks County,Quitman Elementary School,193,F,48.7,,
614197,614,Brooks County,Brooks County Middle School,197,D,62.2,,
614393,614,Brooks County,North Brooks Elementary School,393,C,76.2,,
614394,614,Brooks County,Delta Innovative School,394,F,32.8,70.800003,
615101,615,Bryan County,Dr. George Washington Carver Elementary School,101,B,84.40000000000001,,
615182,615,Bryan County,Richmond Hill High School,182,B,89.90000000000001,90.699997,
615199,615,Bryan County,Richmond Hill Middle School,199,B,84.30000000000001,,
615202,615,Bryan County,Richmond Hill Primary School,202,B,89.2,,
615282,615,Bryan County,Lanier Primary School,282,B,81.5,,
615286,615,Bryan County,Bryan County Elementary School,286,B,83.80000000000001,,
615302,615,Bryan County,Richmond Hill Elementary School,302,D,69.8,,
615402,615,Bryan County,Bryan County Middle School,402,C,72.8,,
615502,615,Bryan County,Bryan County High School,502,C,77.10000000000001,83.800003,
615503,615,Bryan County,McAllister Elementary School,503,B,83,,
616100,616,Bulloch County,Mill Creek Elementary School,100,C,71.90000000000001,,
616107,616,Bulloch County,Nevils Elementary School,107,B,82.60000000000001,,
616198,616,Bulloch County,William James Middle School,198,C,74,,
616199,616,Bulloch County,Langston Chapel Elementary School,199,D,62.6,,
616200,616,Bulloch County,Brooklet Elementary School,200,C,75.3,,
616203,616,Bulloch County,Southeast Bulloch High School,203,C,79,90,
6162050,616,Bulloch County,Julia P. Bryant Elementary School,2050,B,80.80000000000001,,
6162054,616,Bulloch County,Statesboro High School,2054,C,71.2,73.699997,
616299,616,Bulloch County,Langston Chapel Middle School,299,D,62.8,,
616300,616,Bulloch County,Southeast Bulloch Middle School,300,C,78.60000000000001,,
6163054,616,Bulloch County,Stilson Elementary School,3054,B,80,,
616399,616,Bulloch County,Portal Elementary School,399,D,62.3,,
6164052,616,Bulloch County,Portal Middle/High School,4052,C,76,84.599998,
6165050,616,Bulloch County,Mattie Lively Elementary School,5050,F,57.8,,
6165054,616,Bulloch County,Sallie Zetterower Elementary School,5054,B,85,,
617104,617,Burke County,Blakeney Elementary,104,F,57.1,,
617188,617,Burke County,Burke County Middle School,188,C,71.90000000000001,,
617196,617,Burke County,S G A Elementary School,196,B,81.2,,
6172056,617,Burke County,Waynesboro Primary School,2056,F,53.5,,
617288,617,Burke County,Burke County High School,288,C,75.7,91.599998,
618100,618,Butts County,Henderson Middle School,100,D,62.1,,
618104,618,Butts County,Hampton L. Daughtry Elementary School,104,D,66.10000000000001,,
618108,618,Butts County,Stark Elementary School,108,D,68.10000000000001,,
618111,618,Butts County,Jackson Elementary School,111,D,63.5,,
618190,618,Butts County,Jackson High School,190,C,72,83.5,
619113,619,Calhoun County,Calhoun County High School,113,D,67.7,88.5,
619179,619,Calhoun County,Calhoun County Elementary School,179,F,49.3,,
619213,619,Calhoun County,Calhoun County Middle School,213,F,52.40000000000001,,
620100,620,Camden County,Mamie Lou Gross Elementary School,100,C,78.60000000000001,,
620105,620,Camden County,Saint Marys Middle School,105,B,88.60000000000001,,
620110,620,Camden County,Saint Marys Elementary School,110,B,83.60000000000001,,
620182,620,Camden County,Camden Middle School,182,C,78.60000000000001,,
620187,620,Camden County,Crooked River Elementary School,187,B,80.90000000000001,,
620189,620,Camden County,Matilda Harris Elementary School,189,C,74.2,,
620192,620,Camden County,Woodbine Elementary School,192,B,84.90000000000001,,
620193,620,Camden County,Kingsland Elementary School,193,B,86.80000000000001,,
620195,620,Camden County,David L Rainer Elementary School,195,A,91.80000000000001,,
620197,620,Camden County,Sugarmill Elementary,197,B,84.5,,
620295,620,Camden County,Camden County High School,295,A,95.40000000000001,95.5,
620495,620,Camden County,Mary Lee Clark Elementary School,495,C,74.8,,
621101,621,Candler County,Metter High School ,101,B,82.60000000000001,93.599998,
621102,621,Candler County,Metter Middle School,102,D,60.90000000000001,,
621302,621,Candler County,Metter Elementary School,302,D,64.60000000000001,,
621303,621,Candler County,Metter Career Academy,303,,,,
622100,622,Carroll County,Sharp Creek Elementary School,100,B,86.7,,
622101,622,Carroll County,Bowdon Middle School,101,B,84.2,,
622102,622,Carroll County,Temple Middle School,102,B,82.10000000000001,,
6221054,622,Carroll County,Temple Elementary School,1054,D,62.7,,
622115,622,Carroll County,Providence Elementary School,115,C,71.8,,
622176,622,Carroll County,Mount Zion Elementary School,176,C,74.2,,
622177,622,Carroll County,Central Middle School,177,B,82,,
622189,622,Carroll County,Temple High School,189,C,76.60000000000001,91.599998,
622198,622,Carroll County,Bay Springs Middle School,198,B,84.30000000000001,,
6222050,622,Carroll County,Bowdon Elementary School,2050,B,80.40000000000001,,
6222052,622,Carroll County,Central High School,2052,C,76.2,90.199997,
622208,622,Carroll County,Mt. Zion Middle School ,208,D,66.2,,
622212,622,Carroll County,Mt. Zion High School,212,B,82.5,98.199997,
622305,622,Carroll County,Villa Rica Middle,305,C,75.8,,
6223050,622,Carroll County,Bowdon High School,3050,D,65.90000000000001,92.900002,
622377,622,Carroll County,Roopville Elementary School,377,B,84,,
622405,622,Carroll County,Ithica Elementary ,405,A,91.10000000000001,,
622477,622,Carroll County,Whitesburg Elementary School,477,A,91.90000000000001,,
6225050,622,Carroll County,Central Elementary School,5050,B,86.10000000000001,,
6225052,622,Carroll County,Sand Hill Elementary School,5052,D,66.8,,
6225054,622,Carroll County,Villa Rica High School,5054,C,75.60000000000001,94.900002,
622605,622,Carroll County,Glanton-Hindsman Elementary,605,D,64.8,,
622705,622,Carroll County,Villa Rica Elementary School,705,D,64.8,,
623100,623,Catoosa County,Ringgold Primary School,100,C,70.3,,
623102,623,Catoosa County,Battlefield Primary,102,C,74.90000000000001,,
623103,623,Catoosa County,Battlefield Elementary School,103,B,81.10000000000001,,
623105,623,Catoosa County,Woodstation Elementary School,105,D,67.7,,
6231050,623,Catoosa County,Boynton Elementary School,1050,B,86.80000000000001,,
6231052,623,Catoosa County,Lakeview-Fort Oglethorpe High School,1052,C,72.7,84.199997,
6231054,623,Catoosa County,West Side Elementary School,1054,D,69,,
623109,623,Catoosa County,Heritage High School,109,C,79.80000000000001,87.699997,
623185,623,Catoosa County,Tiger Creek Elementary School,185,D,69.40000000000001,,
623205,623,Catoosa County,Heritage Middle School,205,C,79.90000000000001,,
6232552,623,Catoosa County,Lakeview Middle School,2552,C,74.5,,
6233050,623,Catoosa County,Cloud Springs Elementary School,3050,B,82.5,,
6233052,623,Catoosa County,Ringgold Elementary School,3052,D,65.8,,
6234052,623,Catoosa County,Ringgold High School,4052,B,80.40000000000001,90.699997,
6235050,623,Catoosa County,Graysville Elementary School,5050,B,80.10000000000001,,
6235052,623,Catoosa County,Ringgold Middle School,5052,A,91.5,,
624112,624,Charlton County,Bethune Middle School,112,B,81.80000000000001,,
624199,624,Charlton County,Folkston Elementary School,199,B,84.40000000000001,,
624287,624,Charlton County,Charlton County High School,287,C,70.90000000000001,90.800003,
6244050,624,Charlton County,St. George Elementary School,4050,B,80.2,,
625101,625,Savannah-Chatham County,Johnson High School,101,C,73.5,85.800003,
6251052,625,Savannah-Chatham County,Otis J Brock III Elementary School,1052,C,70.2,,
6251056,625,Savannah-Chatham County,Gadsden Elementary School,1056,D,62.3,,
6251058,625,Savannah-Chatham County,Heard Elementary School,1058,D,69.10000000000001,,
6251060,625,Savannah-Chatham County,Howard Elementary School,1060,C,71.2,,
6251070,625,Savannah-Chatham County,White Bluff Elementary School,1070,C,77.60000000000001,,
625109,625,Savannah-Chatham County,Coastal Empire Montessori Charter School,109,F,59.2,,
625115,625,Savannah-Chatham County,Woodville-Tompkins Technical and Career High School,115,B,88.80000000000001,100,
625116,625,Savannah-Chatham County,Pulaski Elementary SChool,116,D,68.5,,
625117,625,Savannah-Chatham County,New Hampstead High School,117,C,75.60000000000001,93.800003,
625118,625,Savannah-Chatham County,Oglethorpe Charter School,118,C,73.8,,
625124,625,Savannah-Chatham County,The STEM Academy at Bartlett,124,B,87.10000000000001,,
625125,625,Savannah-Chatham County,Tybee Island Maritime Academy School,125,D,63.7,,
625128,625,Savannah-Chatham County,Savannah Classical Academy Charter School,128,D,66.60000000000001,,
625192,625,Savannah-Chatham County,Esther F. Garrison School for the Arts,192,C,79.30000000000001,,
625194,625,Savannah-Chatham County,Georgetown School,194,D,65.40000000000001,,
625197,625,Savannah-Chatham County,Garden City Elementary School,197,C,78.10000000000001,,
625199,625,Savannah-Chatham County,West Chatham Middle School,199,C,71.3,,
625200,625,Savannah-Chatham County,West Chatham Elementary School,200,D,60.40000000000001,,
625201,625,Savannah-Chatham County,DeRenne Middle School,201,F,55.6,,
6252052,625,Savannah-Chatham County,Beach High School,2052,D,66.40000000000001,75.300003,
6252056,625,Savannah-Chatham County,Gould Elementary School,2056,C,70.8,,
6252060,625,Savannah-Chatham County,Hubert Middle School,2060,D,63.7,,
6252062,625,Savannah-Chatham County,Largo-Tibet Elementary School,2062,D,66.10000000000001,,
6252068,625,Savannah-Chatham County,Andrea B Williams Elementary School,2068,F,50.7,,
625210,625,Savannah-Chatham County,The School of Liberal Studies at Savannah High,210,D,63.6,81.699997,
625211,625,Savannah-Chatham County,Godley Station School,211,C,79,,
625298,625,Savannah-Chatham County,Marshpoint Elementary School,298,C,72.2,,
625299,625,Savannah-Chatham County,Southwest Middle School,299,D,66.10000000000001,,
625300,625,Savannah-Chatham County,Southwest Elementary School,300,D,65.60000000000001,,
625301,625,Savannah-Chatham County,Myers Middle School ,301,D,63.2,,
6253056,625,Savannah-Chatham County,Groves High School,3056,D,64.40000000000001,77.099998,
6253060,625,Savannah-Chatham County,Isle of Hope School,3060,D,65,,
6253064,625,Savannah-Chatham County,Pooler Elementary School,3064,D,68.8,,
625311,625,Savannah-Chatham County,Coastal Middle School,311,B,86,,
6254052,625,Savannah-Chatham County,Bloomingdale Elementary School,4052,F,57.90000000000001,,
6254054,625,Savannah-Chatham County,Ellis Elementary School,4054,C,77.7,,
6254056,625,Savannah-Chatham County,Haven Elementary School,4056,F,57.3,,
6254058,625,Savannah-Chatham County,Hesse School,4058,C,72.7,,
6254068,625,Savannah-Chatham County,Port Wentworth Elementary School,4068,D,65.60000000000001,,
6254070,625,Savannah-Chatham County,Windsor Forest Elementary School,4070,F,59.90000000000001,,
625411,625,Savannah-Chatham County,Islands High School,411,C,71.40000000000001,89.699997,
625499,625,Savannah-Chatham County,Savannah Arts Academy,499,A,97.2,99.599998,
6255052,625,Savannah-Chatham County,Butler Elementary School,5052,F,58.7,,
6255058,625,Savannah-Chatham County,Hodge Elementary School,5058,D,66.5,,
6255060,625,Savannah-Chatham County,Jenkins High School,5060,C,72,84.699997,
6255062,625,Savannah-Chatham County,Mercer Middle School,5062,D,60.2,,
6255066,625,Savannah-Chatham County,Jacob G. Smith Elementary School,5066,D,68.7,,
6255070,625,Savannah-Chatham County,Windsor Forest High School,5070,C,73.3,87.300003,
625511,625,Savannah-Chatham County,Shuman Elementary School,511,F,52.40000000000001,,
625512,625,Savannah-Chatham County,Rice Creek School,512,D,61.90000000000001,,
625513,625,Savannah-Chatham County,Savannah Early College High School,513,A,94.30000000000001,100,
625514,625,Savannah-Chatham County,School of Humanities at Juliette Gordon Low,514,D,60.3,,
625515,625,Savannah-Chatham County,Susie King Taylor Community School,515,F,49.40000000000001,,
625516,625,Savannah-Chatham County,Savannah Classical Academy Charter High School,516,C,74.90000000000001,,
625517,625,Savannah-Chatham County,Henderson E. Formey Jr. Early Learning Center,517,D,63.7,,
626101,626,Chattahoochee County,Chattahoochee County Education Center,101,C,75,,
626106,626,Chattahoochee County,Chattahoochee County Middle School,106,D,68,,
626206,626,Chattahoochee County,Chattahoochee County High School,206,C,79.10000000000001,76.699997,
6271050,627,Chattooga County,Chattooga High School,1050,C,78.80000000000001,96.699997,
627106,627,Chattooga County,Leroy Massey Elementary School,106,C,70.5,,
6272050,627,Chattooga County,Lyerly Elementary School,2050,B,80.30000000000001,,
6272052,627,Chattooga County,Summerville Middle School,2052,C,76.40000000000001,,
6273050,627,Chattooga County,Menlo Elementary School,3050,D,67.60000000000001,,
628101,628,Cherokee County,Carmel Elementary School,101,C,76.2,,
628104,628,Cherokee County,Woodstock Elementary School,104,B,82.7,,
628105,628,Cherokee County,"William G. Hasty, Sr. Elementary School",105,C,76.80000000000001,,
6281052,628,Cherokee County,Clayton Elementary School,1052,B,80.30000000000001,,
628106,628,Cherokee County,Creekview High School,106,B,89,94.599998,
628108,628,Cherokee County,Avery Elementary School,108,B,87.7,,
628113,628,Cherokee County,Mill Creek Middle School,113,B,81.60000000000001,,
628115,628,Cherokee County,River Ridge High School,115,B,86.40000000000001,87.199997,
628116,628,Cherokee County,Indian Knoll Elementary,116,B,82.40000000000001,,
628176,628,Cherokee County,Etowah High School,176,B,83.40000000000001,87.400002,
628181,628,Cherokee County,E. T. Booth Middle School,181,C,79.2,,
628182,628,Cherokee County,Johnston Elementary School,182,C,73.3,,
628187,628,Cherokee County,Dean Rusk Middle School,187,B,83.80000000000001,,
628189,628,Cherokee County,Boston Elementary School,189,C,75.90000000000001,,
628190,628,Cherokee County,Mountain Road Elementary School,190,C,78.80000000000001,,
628191,628,Cherokee County,Sequoyah High School,191,B,82.90000000000001,89.699997,
628193,628,Cherokee County,Sixes Elementary School,193,B,81.40000000000001,,
628196,628,Cherokee County,Bascomb Elementary School,196,A,93.90000000000001,,
628197,628,Cherokee County,Woodstock High School,197,C,76.80000000000001,88.099998,
628198,628,Cherokee County,R. M. Moore Elementary School,198,D,64.8,,
628199,628,Cherokee County,Holly Springs Elementary School,199,B,84.2,,
628203,628,Cherokee County,Liberty Elementary School,203,A,90,,
628205,628,Cherokee County,Freedom Middle School,205,B,80,,
6282054,628,Cherokee County,Oak Grove Elementary School,2054,C,76.7,,
628213,628,Cherokee County,Ball Ground Elementary School,213,D,62.8,,
628287,628,Cherokee County,Teasley Middle School,287,D,65.2,,
628297,628,Cherokee County,Woodstock Middle School,297,C,76.90000000000001,,
628305,628,Cherokee County,Creekland Middle School,305,B,85,,
6283052,628,Cherokee County,Hickory Flat Elementary School,3052,B,88.60000000000001,,
628309,628,Cherokee County,Little River Elem.,309,B,85.10000000000001,,
628313,628,Cherokee County,Clark Creek Elementary School,313,B,86.90000000000001,,
628397,628,Cherokee County,Arnold Mill Elementary School,397,B,86.7,,
628505,628,Cherokee County,Free Home Elementary School,505,C,73.90000000000001,,
6285050,628,Cherokee County,Cherokee High School,5050,C,76,80.300003,
6285052,628,Cherokee County,Macedonia Elementary School,5052,B,88.2,,
628509,628,Cherokee County,J. Knox Elementary,509,C,73.2,,
629102,629,Clarke County,Cedar Shoals High School,102,D,69.10000000000001,83.5,
629104,629,Clarke County,Classic City High School,104,F,43.1,52.200001,
629105,629,Clarke County,Alps Road Elementary School,105,F,54.90000000000001,,
6291058,629,Clarke County,Clarke Middle School,1058,D,63,,
6291062,629,Clarke County,Whitehead Road Elementary School,1062,D,62,,
629112,629,Clarke County,Judia Jackson Harris Elementary,112,C,77.80000000000001,,
629178,629,Clarke County,Timothy Elementary School,178,B,80.40000000000001,,
629191,629,Clarke County,Cleveland Road Elementary School,191,D,69.3,,
629196,629,Clarke County,Coile Middle School,196,D,66.3,,
629205,629,Clarke County,Gaines Elementary School,205,F,47.7,,
6292056,629,Clarke County,Barnett Shoals Elementary School,2056,C,71.2,,
6292062,629,Clarke County,Winterville Elementary School,2062,D,62.90000000000001,,
629291,629,Clarke County,Howard B. Stroud Elementary School,291,F,59,,
629296,629,Clarke County,Burney-Harris-Lyons Middle School,296,D,64.60000000000001,,
6293056,629,Clarke County,Barrow Elementary School,3056,C,70.10000000000001,,
6293058,629,Clarke County,Fowler Drive Elementary School,3058,F,55.2,,
629391,629,Clarke County,Whit Davis Road Elementary School,391,C,70,,
6294060,629,Clarke County,Oglethorpe Avenue Elementary School,4060,D,66.90000000000001,,
6295056,629,Clarke County,Chase Street Elementary School,5056,B,81.80000000000001,,
6295058,629,Clarke County,Hilsman Middle School,5058,F,59.3,,
6295556,629,Clarke County,Clarke Central High School,5556,C,71.40000000000001,83.699997,
630104,630,Clay County,Clay County Middle School,104,C,76.5,,
630204,630,Clay County,Clay County Elementary,204,D,63.3,,
631100,631,Clayton County,M. D. Roberts Middle School,100,D,68.3,,
631103,631,Clayton County,Callaway Elementary School,103,C,73.40000000000001,,
631104,631,Clayton County,Mundy's Mill High School,104,D,66,84.400002,
631105,631,Clayton County,Thurgood Marshall Elementary School,105,C,76.2,,
6311050,631,Clayton County,Anderson Elementary School,1050,D,64.40000000000001,,
6311052,631,Clayton County,East Clayton Elementary School,1052,C,70.3,,
6311054,631,Clayton County,Forest Park High School,1054,D,61.3,72,
6311056,631,Clayton County,Jonesboro High School,1056,D,66.2,78.699997,
6311058,631,Clayton County,Lee Street Elementary School,1058,F,50.6,,
631106,631,Clayton County,Jonesboro Middle School,106,F,47.3,,
6311060,631,Clayton County,Northcutt Elementary School,1060,F,44.3,,
6311062,631,Clayton County,Tara Elementary School,1062,D,65.40000000000001,,
631107,631,Clayton County,Sequoyah Middle School,107,D,66.8,,
631109,631,Clayton County,Mount Zion Primary,109,D,68.8,,
631114,631,Clayton County,Elite Scholars Academy School,114,A,93,100,
631115,631,Clayton County,Charles R. Drew High School,115,F,59.90000000000001,73.699997,
631116,631,Clayton County,Eddie White Middle School,116,D,61.8,,
631117,631,Clayton County,Morrow Middle School,117,D,61.40000000000001,,
6311550,631,Clayton County,Arnold Elementary School,1550,D,67.10000000000001,,
631173,631,Clayton County,Kilpatrick Elementary School,173,D,60.1,,
631174,631,Clayton County,Mundys Mill Middle School,174,D,60.8,,
631175,631,Clayton County,Brown Elementary School,175,D,67.40000000000001,,
631176,631,Clayton County,Mount Zion Elementary School,176,D,61.3,,
631177,631,Clayton County,Adamson Middle School,177,D,63.3,,
631181,631,Clayton County,Pointe South Elementary School,181,F,55.8,,
631190,631,Clayton County,Lovejoy High School,190,D,64.5,86,
631191,631,Clayton County,Lovejoy Middle School,191,D,66.90000000000001,,
631195,631,Clayton County,River's Edge Elementary School,195,C,72.40000000000001,,
631197,631,Clayton County,Kendrick Middle School,197,F,57,,
631199,631,Clayton County,Hawthorne Elementary School,199,D,63.8,,
631200,631,Clayton County,Roberta T. Smith Elementary School,200,D,69.2,,
631203,631,Clayton County,Harper Elementary School,203,C,71.90000000000001,,
631204,631,Clayton County,"Martin Luther King, Jr. Elementary School",204,D,64.60000000000001,,
631205,631,Clayton County,Kemp Primary,205,C,71.8,,
6312052,631,Clayton County,North Clayton High School,2052,D,61.2,77.199997,
6312054,631,Clayton County,Forest Park Middle School,2054,F,53.1,,
6312058,631,Clayton County,Morrow Elementary School,2058,D,67.8,,
6312060,631,Clayton County,Riverdale Elementary School,2060,D,60.40000000000001,,
6312062,631,Clayton County,West Clayton Elementary School,2062,D,62.3,,
631207,631,Clayton County,Rex Mill Middle School,207,F,56.2,,
631215,631,Clayton County,Martha Ellen Stilwell School for the Performing Arts,215,A,91.40000000000001,100,
6312554,631,Clayton County,Fountain Elementary School,2554,F,54.5,,
631276,631,Clayton County,Oliver Elementary School,276,C,71.60000000000001,,
631277,631,Clayton County,Pointe South Middle School,277,F,59.6,,
631290,631,Clayton County,Mount Zion High School,290,D,65.90000000000001,85.900002,
631295,631,Clayton County,Lake Ridge Elementary School,295,D,64.7,,
631304,631,Clayton County,James Jackson Elementary School,304,F,54.7,,
631305,631,Clayton County,Kemp Elem School,305,D,64.90000000000001,,
6313050,631,Clayton County,Babb Middle School,3050,D,64.90000000000001,,
6313052,631,Clayton County,North Clayton Middle School,3052,D,63.6,,
6313054,631,Clayton County,Haynie Elementary School,3054,F,54.90000000000001,,
6313060,631,Clayton County,Riverdale Middle School,3060,F,57.5,,
631307,631,Clayton County,Unidos Dual Language School,307,C,70.60000000000001,,
631377,631,Clayton County,Riverdale High School,377,D,65.90000000000001,83.300003,
631378,631,Clayton County,Perry Career Academy - Eula Wilburn Ponds Perry Center for Learning,378,F,33.2,35.099998,
631379,631,Clayton County,Eddie White Elementary School,379,D,69.3,,
