LONG_SCHOOL_YEAR,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,NUMBER_OF_GRADUATES,HOPE_ELIGIBLE,HOPE_ELIGIBLE_PCT
2017-18,625,Savannah-Chatham County,117,New Hampstead High School,282,93,32.98
2017-18,625,Savannah-Chatham County,210,The School of Liberal Studies at Savannah High,120,25,20.83
2017-18,625,Savannah-Chatham County,411,Islands High School,201,68,33.83
2017-18,625,Savannah-Chatham County,499,Savannah Arts Academy,198,144,72.73
2017-18,625,Savannah-Chatham County,513,Savannah Early College High School,38,24,63.16
2017-18,625,Savannah-Chatham County,2052,Beach High School,212,41,19.34
2017-18,625,Savannah-Chatham County,3056,Groves High School,130,27,20.77
2017-18,625,Savannah-Chatham County,5060,Jenkins High School,225,61,27.11
2017-18,625,Savannah-Chatham County,5070,Windsor Forest High School,262,62,23.66
2017-18,625,Savannah-Chatham County,ALL,All Schools,1940,618,31.86
2017-18,626,Chattahoochee County,206,Chattahoochee County High School,94,31,32.98
2017-18,626,Chattahoochee County,ALL,All Schools,94,31,32.98
2017-18,627,Chattooga County,1050,Chattooga High School,204,80,39.22
2017-18,627,Chattooga County,ALL,All Schools,204,80,39.22
2017-18,628,Cherokee County,106,Creekview High School,460,313,68.04
2017-18,628,Cherokee County,115,River Ridge High School,393,231,58.78
2017-18,628,Cherokee County,176,Etowah High School,535,331,61.87
2017-18,628,Cherokee County,191,Sequoyah High School,419,227,54.18
2017-18,628,Cherokee County,197,Woodstock High School,563,307,54.53
2017-18,628,Cherokee County,5050,Cherokee High School,556,269,48.38
2017-18,628,Cherokee County,ALL,All Schools,2926,1678,57.35
2017-18,629,Clarke County,102,Cedar Shoals High School,253,88,34.78
2017-18,629,Clarke County,104,Classic City High School,38,TFS,5.26
2017-18,629,Clarke County,5556,Clarke Central High School,296,121,40.88
2017-18,629,Clarke County,ALL,All Schools,587,211,35.95
2017-18,631,Clayton County,104,Mundy's Mill High School,284,94,33.1
2017-18,631,Clayton County,114,Elite Scholars Academy School,63,40,63.49
2017-18,631,Clayton County,115,Charles R. Drew High School,238,80,33.61
2017-18,631,Clayton County,190,Lovejoy High School,304,72,23.68
2017-18,631,Clayton County,215,Martha Ellen Stilwell School for the Performing Arts,132,84,63.64
2017-18,631,Clayton County,290,Mount Zion High School,213,61,28.64
2017-18,631,Clayton County,377,Riverdale High School,217,70,32.26
2017-18,631,Clayton County,378,Perry Career Academy - Eula Wilburn Ponds Perry Center for Learning,268,11,4.1
2017-18,631,Clayton County,1054,Forest Park High School,302,107,35.43
2017-18,631,Clayton County,1056,Jonesboro High School,237,69,29.11
2017-18,631,Clayton County,2052,North Clayton High School,137,19,13.87
2017-18,631,Clayton County,4058,Morrow High School,323,103,31.89
2017-18,631,Clayton County,ALL,All Schools,2718,810,29.8
2017-18,632,Clinch County,1050,Clinch County High School,88,39,44.32
2017-18,632,Clinch County,ALL,All Schools,88,39,44.32
2017-18,633,Cobb County,101,Kennesaw Mountain High School,525,316,60.19
2017-18,633,Cobb County,103,Kell High School,331,129,38.97
2017-18,633,Cobb County,175,Walton High School,648,428,66.05
2017-18,633,Cobb County,188,Pope High School,469,286,60.98
2017-18,633,Cobb County,192,Harrison High School,480,300,62.5
2017-18,633,Cobb County,209,Allatoona High School,453,261,57.62
2017-18,633,Cobb County,373,Sprayberry High School,393,178,45.29
2017-18,633,Cobb County,381,Lassiter High School,543,376,69.24
2017-18,633,Cobb County,707,Hillgrove High School,596,320,53.69
2017-18,633,Cobb County,807,Devereux Ackerman Academy,,,
2017-18,633,Cobb County,1054,Campbell High School,614,321,52.28
2017-18,633,Cobb County,1064,McEachern High School,529,167,31.57
2017-18,633,Cobb County,1069,Wheeler High School,427,207,48.48
2017-18,633,Cobb County,2056,North Cobb High School,634,325,51.26
2017-18,633,Cobb County,2066,Osborne High School,405,125,30.86
2017-18,633,Cobb County,3056,South Cobb High School,437,153,35.01
2017-18,633,Cobb County,4066,Pebblebrook High School,516,146,28.29
2017-18,633,Cobb County,ALL,All Schools,8001,4038,50.47
2017-18,634,Coffee County,114,Wiregrass Regional College and Career Academy,29,TFS,10.34
2017-18,634,Coffee County,195,Coffee County High School,451,193,42.79
2017-18,634,Coffee County,ALL,All Schools,480,196,40.83
2017-18,635,Colquitt County,112,Colquitt County Achievement Center,23,,
2017-18,635,Colquitt County,1554,Colquitt County High School,464,180,38.79
2017-18,635,Colquitt County,ALL,All Schools,487,180,36.96
2017-18,636,Columbia County,112,Grovetown High School,372,149,40.05
2017-18,636,Columbia County,183,Harlem High School,175,74,42.29
2017-18,636,Columbia County,189,Lakeside High School,344,202,58.72
2017-18,636,Columbia County,197,Greenbrier High School,418,262,62.68
2017-18,636,Columbia County,4050,Evans High School,413,159,38.5
2017-18,636,Columbia County,ALL,All Schools,1722,846,49.13
2017-18,637,Cook County,111,Cook High School,223,87,39.01
2017-18,637,Cook County,ALL,All Schools,223,87,39.01
2017-18,638,Coweta County,196,Northgate High School,419,237,56.56
2017-18,638,Coweta County,389,East Coweta High School,649,311,47.92
2017-18,638,Coweta County,5054,Newnan High School,479,190,39.67
2017-18,638,Coweta County,ALL,All Schools,1547,738,47.71
2017-18,639,Crawford County,193,Crawford County High School,94,25,26.6
2017-18,639,Crawford County,ALL,All Schools,94,25,26.6
2017-18,640,Crisp County,196,Crisp County High School,234,111,47.44
2017-18,640,Crisp County,ALL,All Schools,234,111,47.44
2017-18,641,Dade County,195,Dade County High School,122,53,43.44
2017-18,641,Dade County,ALL,All Schools,122,53,43.44
2017-18,642,Dawson County,198,Dawson County High School,232,142,61.21
2017-18,642,Dawson County,ALL,All Schools,232,142,61.21
2017-18,643,Decatur County,116,New Beginning Learning Center,20,,
2017-18,643,Decatur County,3050,Bainbridge High School,318,128,40.25
2017-18,643,Decatur County,ALL,All Schools,338,128,37.87
2017-18,644,DeKalb County,103,"Martin Luther King, Jr. High School",327,87,26.61
2017-18,644,DeKalb County,105,Miller Grove High School,253,59,23.32
2017-18,644,DeKalb County,112,Destiny Achievers Academy of Excellence,85,TFS,5.88
2017-18,644,DeKalb County,172,Cedar Grove High School,201,42,20.9
2017-18,644,DeKalb County,176,Redan High School,207,59,28.5
2017-18,644,DeKalb County,202,Lithonia High School,243,51,20.99
2017-18,644,DeKalb County,276,Stone Mountain High School,173,56,32.37
2017-18,644,DeKalb County,407,Dekalb Early College Academy,80,61,76.25
2017-18,644,DeKalb County,410,DeKalb School of the Arts,70,57,81.43
2017-18,644,DeKalb County,497,Stephenson High School,317,86,27.13
2017-18,644,DeKalb County,500,DeKalb Alternative School,,,
2017-18,644,DeKalb County,510,Margaret Harris Comprehensive School,,,
2017-18,644,DeKalb County,610,"Arabia Mountain High School - Academy of Engineering, Medicine and Environm",314,174,55.41
2017-18,644,DeKalb County,810,Elizabeth Andrews High School,187,TFS,4.81
2017-18,644,DeKalb County,1070,Tucker High School,321,146,45.48
2017-18,644,DeKalb County,2054,Columbia High School,228,49,21.49
2017-18,644,DeKalb County,2055,Druid Hills High School,253,121,47.83
2017-18,644,DeKalb County,3060,Lakeside High School,414,244,58.94
2017-18,644,DeKalb County,3070,McNair High School,114,25,21.93
2017-18,644,DeKalb County,4053,Clarkston High School,277,95,34.3
2017-18,644,DeKalb County,4054,Cross Keys High School,275,116,42.18
2017-18,644,DeKalb County,4069,Towers High School,203,68,33.5
2017-18,644,DeKalb County,5052,Chamblee Charter High School,308,178,57.79
2017-18,644,DeKalb County,5055,Dunwoody High School,422,267,63.27
2017-18,644,DeKalb County,5067,Southwest DeKalb High School,257,55,21.4
2017-18,644,DeKalb County,ALL,All Schools,5532,2110,38.14
2017-18,645,Dodge County,103,Dodge County High School,199,100,50.25
2017-18,645,Dodge County,292,DAC (Dodge County Achievement Center),19,,
2017-18,645,Dodge County,ALL,All Schools,218,100,45.87
2017-18,646,Dooly County,182,Dooly County High School,73,29,39.73
2017-18,646,Dooly County,205,Dooly County Prep Academy,,,
2017-18,646,Dooly County,ALL,All Schools,74,29,39.19
2017-18,647,Dougherty County,1058,Monroe High School,243,42,17.28
2017-18,647,Dougherty County,2052,Dougherty Comprehensive High School,278,53,19.06
2017-18,647,Dougherty County,4062,Westover High School,308,110,35.71
2017-18,647,Dougherty County,ALL,All Schools,829,205,24.73
2017-18,648,Douglas County,100,Chapel Hill High School,326,139,42.64
2017-18,648,Douglas County,175,Lithia Springs Comprehensive High School,347,119,34.29
2017-18,648,Douglas County,187,Alexander High School,475,228,48
2017-18,648,Douglas County,212,New Manchester High School,403,138,34.24
2017-18,648,Douglas County,4050,Douglas County High School,415,166,40
2017-18,648,Douglas County,ALL,All Schools,1966,790,40.18
2017-18,649,Early County,2050,Early County High School,160,64,40
2017-18,649,Early County,ALL,All Schools,160,64,40
2017-18,650,Echols County,1050,Echols County High School,42,21,50
2017-18,650,Echols County,ALL,All Schools,42,21,50
2017-18,651,Effingham County,197,South Effingham High School,382,179,46.86
2017-18,651,Effingham County,390,Effingham County High School,403,172,42.68
2017-18,651,Effingham County,ALL,All Schools,785,351,44.71
2017-18,652,Elbert County,176,Elbert County High School,167,82,49.1
2017-18,652,Elbert County,ALL,All Schools,167,82,49.1
2017-18,653,Emanuel County,189,Swainsboro High School,151,53,35.1
2017-18,653,Emanuel County,2050,Emanuel County Institute,78,46,58.97
2017-18,653,Emanuel County,ALL,All Schools,229,99,43.23
2017-18,654,Evans County,2050,Claxton High School,93,36,38.71
2017-18,654,Evans County,ALL,All Schools,93,36,38.71
2017-18,655,Fannin County,176,Fannin County High School,198,115,58.08
2017-18,655,Fannin County,ALL,All Schools,198,115,58.08
2017-18,656,Fayette County,105,Whitewater High School,369,250,67.75
2017-18,656,Fayette County,182,McIntosh High School,407,278,68.3
2017-18,656,Fayette County,192,Sandy Creek High School,252,123,48.81
2017-18,656,Fayette County,198,Starrs Mill High School,337,260,77.15
2017-18,656,Fayette County,398,Fayette County High School,320,138,43.13
2017-18,656,Fayette County,ALL,All Schools,1685,1049,62.26
2017-18,657,Floyd County,107,Pepperell High School,191,86,45.03
2017-18,657,Floyd County,111,Model High,163,95,58.28
2017-18,657,Floyd County,401,Armuchee High School,123,64,52.03
2017-18,657,Floyd County,5050,Coosa High School,153,76,49.67
2017-18,657,Floyd County,ALL,All Schools,630,321,50.95
2017-18,658,Forsyth County,107,West Forsyth High School,578,384,66.44
2017-18,658,Forsyth County,190,South Forsyth High School,725,510,70.34
2017-18,658,Forsyth County,195,North Forsyth High School,555,315,56.76
2017-18,658,Forsyth County,214,Lambert High School,696,538,77.3
2017-18,658,Forsyth County,219,Forsyth Virtual Academy,15,12,80
2017-18,658,Forsyth County,5050,Forsyth Central High School,532,306,57.52
2017-18,658,Forsyth County,ALL,All Schools,3101,2065,66.59
2017-18,659,Franklin County,3050,Franklin County High School,287,144,50.17
2017-18,659,Franklin County,ALL,All Schools,287,144,50.17
2017-18,660,Fulton County,106,Milton High School,559,379,67.8
2017-18,660,Fulton County,118,Hapeville Charter Career Academy,146,37,25.34
2017-18,660,Fulton County,119,Cambridge High School,463,292,63.07
2017-18,660,Fulton County,176,Banneker High School,261,51,19.54
2017-18,660,Fulton County,191,Roswell High School,462,259,56.06
2017-18,660,Fulton County,198,Centennial High School,416,215,51.68
2017-18,660,Fulton County,203,Northview High School,485,365,75.26
2017-18,660,Fulton County,205,Alpharetta High School,518,368,71.04
2017-18,660,Fulton County,291,Creekside High School,341,51,14.96
2017-18,660,Fulton County,383,McClarin High School,117,,
2017-18,660,Fulton County,386,Independence High School,133,TFS,6.77
2017-18,660,Fulton County,392,Chattahoochee High School,462,290,62.77
2017-18,660,Fulton County,691,Tri-Cities High School,337,81,24.04
2017-18,660,Fulton County,910,Johns Creek High School,513,371,72.32
2017-18,660,Fulton County,1110,Langston Hughes High School,437,140,32.04
2017-18,660,Fulton County,1320,Skyview High School,26,,
2017-18,660,Fulton County,3066,Riverwood International Charter School,325,149,45.85
2017-18,660,Fulton County,4062,North Springs High School,379,186,49.08
2017-18,660,Fulton County,5069,Westlake High School,482,159,32.99
2017-18,660,Fulton County,ALL,All Schools,6862,3402,49.58
2017-18,661,Gilmer County,196,Gilmer High School,232,97,41.81
2017-18,661,Gilmer County,ALL,All Schools,232,97,41.81
2017-18,662,Glascock County,196,Glascock County Consolidated School,40,16,40
2017-18,662,Glascock County,ALL,All Schools,40,16,40
2017-18,663,Glynn County,107,"Morningstar Treatment Services, Inc. Youth Estate",,,
2017-18,663,Glynn County,3552,Brunswick High School,336,130,38.69
2017-18,663,Glynn County,4752,Glynn Academy,442,255,57.69
2017-18,663,Glynn County,ALL,All Schools,779,385,49.42
2017-18,664,Gordon County,106,Sonoraville High School,277,168,60.65
2017-18,664,Gordon County,286,Gordon Central High School,212,123,58.02
2017-18,664,Gordon County,ALL,All Schools,489,291,59.51
2017-18,665,Grady County,1050,Cairo High School,279,116,41.58
2017-18,665,Grady County,ALL,All Schools,279,116,41.58
2017-18,666,Greene County,109,LAKE OCONEE CHARTER,31,24,77.42
2017-18,666,Greene County,401,Greene County High School,91,28,30.77
2017-18,666,Greene County,ALL,All Schools,122,52,42.62
2017-18,667,Gwinnett County,101,Grayson High School,681,366,53.74
2017-18,667,Gwinnett County,103,Norcross High School,692,306,44.22
2017-18,667,Gwinnett County,105,Mill Creek High School,847,508,59.98
2017-18,667,Gwinnett County,176,Parkview High School,632,361,57.12
2017-18,667,Gwinnett County,182,Brookwood High School,809,488,60.32
2017-18,667,Gwinnett County,185,Shiloh High School,437,137,31.35
2017-18,667,Gwinnett County,187,Meadowcreek High School,504,134,26.59
2017-18,667,Gwinnett County,189,Phoenix High School,196,TFS,4.59
2017-18,667,Gwinnett County,195,Collins Hill High School,650,369,56.77
2017-18,667,Gwinnett County,805,Peachtree Ridge High School,763,389,50.98
2017-18,667,Gwinnett County,1018,Lanier High School,401,214,53.37
2017-18,667,Gwinnett County,1019,"Gwinnett School of Mathematics, Science and Technology",170,131,77.06
2017-18,667,Gwinnett County,1050,Berkmar High School,531,178,33.52
2017-18,667,Gwinnett County,1214,Gwinnett Online Campus,101,21,20.79
2017-18,667,Gwinnett County,1410,Mountain View High School,533,221,41.46
2017-18,667,Gwinnett County,1710,Archer High School,612,353,57.68
2017-18,667,Gwinnett County,1814,Discovery High School,423,132,31.21
2017-18,667,Gwinnett County,2558,South Gwinnett High School,550,172,31.27
2017-18,667,Gwinnett County,3750,Central Gwinnett High School,417,151,36.21
2017-18,667,Gwinnett County,4052,Dacula High School,371,163,43.94
2017-18,667,Gwinnett County,4556,North Gwinnett High School,678,465,68.58
2017-18,667,Gwinnett County,5550,Duluth High School,525,247,47.05
2017-18,667,Gwinnett County,ALL,All Schools,11523,5515,47.86
2017-18,668,Habersham County,114,Habersham Success Academy,35,TFS,2.86
2017-18,668,Habersham County,2052,Habersham Central High School,415,187,45.06
2017-18,668,Habersham County,ALL,All Schools,450,188,41.78
2017-18,669,Hall County,102,Chestatee High School,315,141,44.76
2017-18,669,Hall County,105,Lanier Career Academy,124,TFS,4.03
2017-18,669,Hall County,189,West Hall High School,246,111,45.12
2017-18,669,Hall County,202,Flowery Branch High,410,234,57.07
2017-18,669,Hall County,1552,East Hall High School,237,83,35.02
2017-18,669,Hall County,1556,North Hall High School,246,141,57.32
2017-18,669,Hall County,4752,Johnson High School,336,179,53.27
2017-18,669,Hall County,ALL,All Schools,1914,894,46.71
2017-18,670,Hancock County,288,Hancock Central High School,46,12,26.09
2017-18,670,Hancock County,ALL,All Schools,46,12,26.09
2017-18,671,Haralson County,3050,Haralson County High School,216,99,45.83
2017-18,671,Haralson County,ALL,All Schools,216,99,45.83
2017-18,672,Harris County,299,Harris County High School,417,242,58.03
2017-18,672,Harris County,ALL,All Schools,417,242,58.03
2017-18,673,Hart County,3050,Hart County High School,236,127,53.81
2017-18,673,Hart County,ALL,All Schools,236,127,53.81
2017-18,674,Heard County,110,Heard County High School,132,61,46.21
2017-18,674,Heard County,ALL,All Schools,132,61,46.21
2017-18,675,Henry County,101,Union Grove High,339,168,49.56
2017-18,675,Henry County,104,Luella High School,263,71,27
2017-18,675,Henry County,105,Dutchtown High,367,93,25.34
2017-18,675,Henry County,214,Locust Grove High,315,100,31.75
2017-18,675,Henry County,295,Stockbridge High School,307,67,21.82
2017-18,675,Henry County,307,Ola High School,376,128,34.04
2017-18,675,Henry County,315,Hampton High School,295,81,27.46
2017-18,675,Henry County,391,Eagle's Landing High School,331,76,22.96
2017-18,675,Henry County,408,Woodland High School,364,104,28.57
2017-18,675,Henry County,804,EXCEL Academy,41,TFS,4.88
2017-18,675,Henry County,3050,Henry County High School,254,86,33.86
2017-18,675,Henry County,ALL,All Schools,3252,976,30.01
2017-18,676,Houston County,111,Veterans High School,389,221,56.81
2017-18,676,Houston County,116,Houston County Crossroads Center,13,TFS,7.69
2017-18,676,Houston County,192,Houston County High School,438,268,61.19
2017-18,676,Houston County,1054,Perry High School,280,146,52.14
2017-18,676,Houston County,2052,Northside High School,394,141,35.79
2017-18,676,Houston County,4056,Warner Robins High School,358,140,39.11
2017-18,676,Houston County,ALL,All Schools,1872,917,48.99
2017-18,677,Irwin County,2050,Irwin County High School,102,50,49.02
2017-18,677,Irwin County,ALL,All Schools,102,50,49.02
2017-18,678,Jackson County,107,East Jackson Comprehensive High School,162,56,34.57
2017-18,678,Jackson County,191,Jackson County High School,252,116,46.03
2017-18,678,Jackson County,ALL,All Schools,414,172,41.55
2017-18,679,Jasper County,108,Jasper County High School,138,56,40.58
2017-18,679,Jasper County,ALL,All Schools,138,56,40.58
2017-18,680,Jeff Davis County,199,Jeff Davis High School,198,93,46.97
2017-18,680,Jeff Davis County,ALL,All Schools,198,93,46.97
2017-18,681,Jefferson County,196,Jefferson County High School,211,88,41.71
2017-18,681,Jefferson County,ALL,All Schools,211,88,41.71
2017-18,682,Jenkins County,201,Jenkins County High School,68,29,42.65
2017-18,682,Jenkins County,ALL,All Schools,68,29,42.65
2017-18,683,Johnson County,201,Johnson County High School,82,42,51.22
2017-18,683,Johnson County,ALL,All Schools,82,42,51.22
2017-18,684,Jones County,192,Jones County High School,332,141,42.47
2017-18,684,Jones County,ALL,All Schools,332,141,42.47
2017-18,685,Lamar County,175,Lamar County High School,166,54,32.53
2017-18,685,Lamar County,ALL,All Schools,166,54,32.53
2017-18,686,Lanier County,201,Lanier County High School,102,38,37.25
2017-18,686,Lanier County,ALL,All Schools,102,38,37.25
2017-18,687,Laurens County,110,West Laurens High School,264,112,42.42
2017-18,687,Laurens County,197,East Laurens High School,123,62,50.41
2017-18,687,Laurens County,ALL,All Schools,387,174,44.96
2017-18,688,Lee County,193,Lee County High School,419,177,42.24
2017-18,688,Lee County,209,Lee High School 9th Grade Campus,,,
2017-18,688,Lee County,ALL,All Schools,420,177,42.14
2017-18,689,Liberty County,105,Bradwell Institute,341,78,22.87
2017-18,689,Liberty County,192,Liberty County High School,267,88,32.96
2017-18,689,Liberty County,ALL,All Schools,608,166,27.3
2017-18,690,Lincoln County,110,Lincoln County High School,95,44,46.32
2017-18,690,Lincoln County,ALL,All Schools,95,44,46.32
2017-18,691,Long County,205,Long County High School,222,93,41.89
2017-18,691,Long County,ALL,All Schools,222,93,41.89
2017-18,692,Lowndes County,5050,Lowndes High School,646,333,51.55
2017-18,692,Lowndes County,ALL,All Schools,646,333,51.55
2017-18,693,Lumpkin County,101,Lumpkin County High School,231,129,55.84
2017-18,693,Lumpkin County,ALL,All Schools,231,129,55.84
2017-18,694,Macon County,2060,Macon County High School,117,31,26.5
2017-18,694,Macon County,ALL,All Schools,117,31,26.5
2017-18,695,Madison County,5050,Madison County High School,305,102,33.44
2017-18,695,Madison County,ALL,All Schools,305,102,33.44
2017-18,696,Marion County,275,Marion County Middle/High School,113,50,44.25
2017-18,696,Marion County,ALL,All Schools,113,50,44.25
2017-18,697,McDuffie County,192,Thomson High School,261,96,36.78
2017-18,697,McDuffie County,ALL,All Schools,261,96,36.78
2017-18,698,McIntosh County,104,McIntosh Academy,91,33,36.26
2017-18,698,McIntosh County,ALL,All Schools,91,33,36.26
2017-18,699,Meriwether County,300,Greenville High School,55,18,32.73
2017-18,699,Meriwether County,4050,Manchester High School,108,38,35.19
2017-18,699,Meriwether County,ALL,All Schools,163,56,34.36
2017-18,700,Miller County,210,Miller County High School,52,28,53.85
2017-18,700,Miller County,ALL,All Schools,52,28,53.85
2017-18,701,Mitchell County,105,Baconton Community Charter School,45,32,71.11
2017-18,701,Mitchell County,282,Mitchell County High School,80,13,16.25
2017-18,701,Mitchell County,ALL,All Schools,125,45,36
2017-18,702,Monroe County,184,Mary Persons High School,285,140,49.12
2017-18,702,Monroe County,ALL,All Schools,285,140,49.12
2017-18,703,Montgomery County,201,Montgomery County High School,47,16,34.04
2017-18,703,Montgomery County,ALL,All Schools,47,16,34.04
2017-18,704,Morgan County,1050,Morgan County High School,217,121,55.76
2017-18,704,Morgan County,ALL,All Schools,217,121,55.76
2017-18,705,Murray County,108,Pleasant Valley Innovative School,37,,
2017-18,705,Murray County,112,North Murray High School,220,113,51.36
2017-18,705,Murray County,190,Murray County High School,168,89,52.98
2017-18,705,Murray County,ALL,All Schools,425,202,47.53
2017-18,706,Muscogee County,112,Early College Academy of Columbus at Waverly Terrace,42,18,42.86
2017-18,706,Muscogee County,203,Northside High School,306,159,51.96
2017-18,706,Muscogee County,278,Shaw High School,289,92,31.83
2017-18,706,Muscogee County,378,Spencer High School,192,29,15.1
2017-18,706,Muscogee County,1064,Kendrick High School,190,31,16.32
2017-18,706,Muscogee County,2062,Hardaway High School,273,93,34.07
2017-18,706,Muscogee County,3054,Columbus High School,293,275,93.86
2017-18,706,Muscogee County,5052,Carver High School,211,27,12.8
2017-18,706,Muscogee County,5062,Jordan Vocational High School,147,32,21.77
2017-18,706,Muscogee County,ALL,All Schools,1943,756,38.91
2017-18,707,Newton County,173,Newton High School,505,187,37.03
2017-18,707,Newton County,206,Alcovy High School,431,128,29.7
2017-18,707,Newton County,295,Eastside High School,336,163,48.51
2017-18,707,Newton County,ALL,All Schools,1272,478,37.58
2017-18,708,Oconee County,105,North Oconee High School,291,229,78.69
2017-18,708,Oconee County,293,Oconee County High School,251,182,72.51
2017-18,708,Oconee County,ALL,All Schools,542,411,75.83
2017-18,709,Oglethorpe County,2050,Oglethorpe County High School,151,77,50.99
2017-18,709,Oglethorpe County,ALL,All Schools,151,77,50.99
2017-18,710,Paulding County,101,Hiram High School,372,130,34.95
2017-18,710,Paulding County,106,South Paulding High School,403,178,44.17
2017-18,710,Paulding County,109,North Paulding High School,514,286,55.64
2017-18,710,Paulding County,292,East Paulding High School,356,126,35.39
2017-18,710,Paulding County,2552,Paulding County High School,371,160,43.13
2017-18,710,Paulding County,ALL,All Schools,2016,880,43.65
2017-18,711,Peach County,2052,Peach County High School,206,72,34.95
2017-18,711,Peach County,ALL,All Schools,206,72,34.95
2017-18,712,Pickens County,198,Pickens County High School,272,143,52.57
2017-18,712,Pickens County,ALL,All Schools,272,143,52.57
2017-18,713,Pierce County,182,Pierce County High School,243,127,52.26
2017-18,713,Pierce County,ALL,All Schools,243,127,52.26
