"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","CATEGORY","SALARIES","BENEFITS","SALARIES_AND_BENEFITS","% Rev- GF/Title/Lottery","% Rev- Total K-12","% Exp- GF/Title/Lottery","% Exp-Total K-12"
"2014-15","634","Coffee County","ALL","All Column Values","Teachers and Paraprofessionals",25448558.68,11379827.74,36828386.42,57.02,40.68,56.5,47.76
"2014-15","635","Colquitt County","ALL","All Column Values","General Administration",375947.08,265424.32,641371.4,0.82,0.56,0.82,0.49
"2014-15","635","Colquitt County","ALL","All Column Values","School Administration",2641803.07,906895.81,3548698.88,4.51,3.11,4.51,2.72
"2014-15","635","Colquitt County","ALL","All Column Values","Teachers and Paraprofessionals",33051045.1,12571537.09,45622582.19,58.01,39.96,58.04,34.94
"2014-15","636","Columbia County","ALL","All Column Values","General Administration",211077.19,321385.52,532462.71,0.27,0.23,0.28,0.23
"2014-15","636","Columbia County","ALL","All Column Values","School Administration",6789255.86,2993475.78,9782731.64,4.97,4.25,5.12,4.28
"2014-15","636","Columbia County","ALL","All Column Values","Teachers and Paraprofessionals",82143005.68,33748204.6,115891210.28,58.85,50.37,60.61,50.69
"2014-15","637","Cook County","ALL","All Column Values","General Administration",561119.43,268765.23,829884.66,3.32,2.88,3.24,2.82
"2014-15","637","Cook County","ALL","All Column Values","School Administration",736274.74,321358.66,1057633.4,4.24,3.67,4.13,3.59
"2014-15","637","Cook County","ALL","All Column Values","Teachers and Paraprofessionals",10316193.36,3977456.96,14293650.32,57.25,49.64,55.8,48.51
"2014-15","638","Coweta County","ALL","All Column Values","General Administration",468137.64,356646.98,824784.62,0.46,0.38,0.46,0.38
"2014-15","638","Coweta County","ALL","All Column Values","School Administration",7406057.72,3290234.7,10696292.42,5.95,4.98,5.99,4.97
"2014-15","638","Coweta County","ALL","All Column Values","Teachers and Paraprofessionals",76576551.05,30443239.83,107019790.88,59.51,49.86,59.91,49.75
"2014-15","639","Crawford County","ALL","All Column Values","General Administration",415577.92,236352.54,651930.46,4.33,3.77,4.58,4
"2014-15","639","Crawford County","ALL","All Column Values","School Administration",511494.06,252090.07,763584.13,5.08,4.42,5.37,4.68
"2014-15","639","Crawford County","ALL","All Column Values","Teachers and Paraprofessionals",6141303.03,2491732.44,8633035.47,57.39,49.93,60.69,52.97
"2014-15","640","Crisp County","ALL","All Column Values","General Administration",434290.88,195036.17,629327.05,1.65,1.39,1.68,1.41
"2014-15","640","Crisp County","ALL","All Column Values","School Administration",1126134.51,606075.67,1732210.18,4.53,3.84,4.63,3.89
"2014-15","640","Crisp County","ALL","All Column Values","Teachers and Paraprofessionals",13974389.3,6421100.81,20395490.11,53.35,45.2,54.52,45.83
"2014-15","641","Dade County","ALL","All Column Values","General Administration",192465.18,128133.31,320598.49,1.76,1.47,1.76,1.49
"2014-15","641","Dade County","ALL","All Column Values","School Administration",752986.18,369191.52,1122177.7,6.17,5.16,6.17,5.23
