"School Year","Data Reporting Level","School District Code","School District Name","School Code","School Name","Grades Served","Total Enrolled","Total Retained","Number of Asians","Percentage of Asians","Number of American Indian","Percentage of American Indian","Number of Black","Percentage of Black","Number of Hispanic","Percentage of Hispanic","Number of MultiRacial","Percentage of MultiRacial","Number of White","Percentage of White","Number of Male","Percentage of Male","Number of Female","Percentage of Female"
"2012-13","School","616","Bulloch County","0203","New Southeast Bulloch High School","PK,09,10,11,12",874,"105","Too Few Students","Too Few Students","Too Few Students","Too Few Students","17","16","Too Few Students","Too Few Students","Too Few Students","Too Few Students","79","75","69","66","36","34"
"2012-13","School","616","Bulloch County","0299","Langston Chapel Middle School","06,07,08",634,"14","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","12","86","Too Few Students","Too Few Students"
"2012-13","School","616","Bulloch County","0300","Southeast Bulloch Middle School","06,07,08",663,"11","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","616","Bulloch County","0399","Portal Elementary School","PK,KK,01,02,03,04,05",347,"19","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","11","58","Too Few Students","Too Few Students","10","53"
"2012-13","School","616","Bulloch County","2050","Bryant Elementary School","PK,KK,01,02,03,04,05",806,"21","Too Few Students","Too Few Students","Too Few Students","Too Few Students","16","76","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","14","67","Too Few Students","Too Few Students"
"2012-13","School","616","Bulloch County","2054","Statesboro High School","09,10,11,12",1416,"173","Too Few Students","Too Few Students","Too Few Students","Too Few Students","109","63","12","7","Too Few Students","Too Few Students","39","23","100","58","73","42"
"2012-13","School","616","Bulloch County","3054","Stilson Elementary School","PK,KK,01,02,03,04,05",359,"14","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","11","79","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","616","Bulloch County","4052","Portal Middle/High School","PK,06,07,08,09,10,11,12",418,"19","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","11","58","14","74","Too Few Students","Too Few Students"
"2012-13","School","616","Bulloch County","5050","Mattie Lively Elementary School","PK,KK,01,02,03,04,05",568,"16","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","12","75","Too Few Students","Too Few Students"
"2012-13","School","616","Bulloch County","5054","Sallie Zetterower Elementary School","PK,KK,01,02,03,04,05",468,"13","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","District","616","Bulloch County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",9459,"476","Too Few Students","Too Few Students","Too Few Students","Too Few Students","216","45","28","6","15","3","207","44","299","63","177","37"
"2012-13","School","617","Burke County","0104","Blakeney Elementary","03,04,05",819,"10","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","617","Burke County","0188","Burke County Middle School","06,07,08",983,"18","Too Few Students","Too Few Students","Too Few Students","Too Few Students","14","78","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","10","56","Too Few Students","Too Few Students"
"2012-13","School","617","Burke County","0196","S G A Elementary School","PK,KK,01,02,03,04,05",306,"14","Too Few Students","Too Few Students","Too Few Students","Too Few Students","11","79","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","617","Burke County","0288","Burke County High School","09,10,11,12",1182,"94","Too Few Students","Too Few Students","Too Few Students","Too Few Students","65","69","Too Few Students","Too Few Students","Too Few Students","Too Few Students","25","27","69","73","25","27"
"2012-13","School","617","Burke County","2056","Waynesboro Primary School","PK,KK,01,02",865,"27","Too Few Students","Too Few Students","Too Few Students","Too Few Students","22","82","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","15","56","12","44"
"2012-13","District","617","Burke County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",4155,"163","Too Few Students","Too Few Students","Too Few Students","Too Few Students","115","71","Too Few Students","Too Few Students","Too Few Students","Too Few Students","40","25","111","68","52","32"
"2012-13","School","618","Butts County","0100","Henderson Middle School","06,07,08",757,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","618","Butts County","0104","Hampton L. Daughtry Elementary School","PK,KK,01,02,03,04,05",504,"14","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","618","Butts County","0108","Stark Elementary School","PK,KK,01,02,03,04,05",614,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","618","Butts County","0111","New Jackson Elementary School","PK,KK,01,02,03,04,05",523,"16","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","10","63","Too Few Students","Too Few Students"
"2012-13","School","618","Butts County","0190","Jackson High School","09,10,11,12",926,"12","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","District","618","Butts County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",3324,"51","Too Few Students","Too Few Students","Too Few Students","Too Few Students","18","35","Too Few Students","Too Few Students","Too Few Students","Too Few Students","28","55","28","55","23","45"
"2012-13","School","619","Calhoun County","0113","Calhoun County High School","09,10,11,12",168,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","619","Calhoun County","0179","Calhoun County Elementary School","PK,KK,01,02,03,04,05",320,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","619","Calhoun County","0213","Calhoun County Middle School","06,07,08",140,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","District","619","Calhoun County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",628,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","620","Camden County","0100","Mamie Lou Gross Elementary School","PK,KK,01,02,03,04,05",470,"15","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","620","Camden County","0105","Saint Marys Middle School","06,07,08",936,"10","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","620","Camden County","0110","Saint Marys Elementary School","PK,KK,01,02,03,04,05",609,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","620","Camden County","0182","Camden Middle School","06,07,08",1041,"19","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","16","84","Too Few Students","Too Few Students"
"2012-13","School","620","Camden County","0187","Crooked River Elementary School","PK,KK,01,02,03,04,05",556,"10","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","620","Camden County","0189","Matilda Harris Elementary School","PK,KK,01,02,03,04,05",485,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","620","Camden County","0192","Woodbine Elementary School","PK,KK,01,02,03,04,05",368,"13","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","11","85","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","620","Camden County","0193","Kingsland Elementary School","PK,KK,01,02,03,04,05",395,"11","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","620","Camden County","0195","David L Rainer Elementary School","PK,KK,01,02,03,04,05",459,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","620","Camden County","0197","Sugarmill Elementary","PK,KK,01,02,03,04,05",513,"14","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","10","71","10","71","Too Few Students","Too Few Students"
"2012-13","School","620","Camden County","0295","Camden County High School","09,10,11,12",2685,"86","Too Few Students","Too Few Students","Too Few Students","Too Few Students","28","33","Too Few Students","Too Few Students","Too Few Students","Too Few Students","51","59","54","63","32","37"
"2012-13","School","620","Camden County","0495","Mary Lee Clark Elementary School","PK,KK,01,02,03,04,05",473,"16","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","10","63","11","69","Too Few Students","Too Few Students"
"2012-13","District","620","Camden County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",8990,"220","Too Few Students","Too Few Students","Too Few Students","Too Few Students","63","29","Too Few Students","Too Few Students","13","6","134","61","145","66","75","34"
"2012-13","School","621","Candler County","0101","Metter High School","09,10,11,12",541,"57","Too Few Students","Too Few Students","Too Few Students","Too Few Students","21","37","10","18","Too Few Students","Too Few Students","24","42","33","58","24","42"
"2012-13","School","621","Candler County","0102","Metter Middle School","06,07,08",434,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","621","Candler County","0202","Metter Intermediate School","04,05",335,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","621","Candler County","0302","Metter Elementary School","PK,KK,01,02,03",690,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","District","621","Candler County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",2000,"68","Too Few Students","Too Few Students","Too Few Students","Too Few Students","26","38","14","21","Too Few Students","Too Few Students","26","38","39","57","29","43"
"2012-13","School","622","Carroll County","0100","Sharp Creek Elementary School","PK,KK,01,02,03,04,05",530,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","622","Carroll County","0101","Bowdon Middle School","06,07,08",333,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","622","Carroll County","0102","Temple Middle School","06,07,08",466,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","622","Carroll County","0112","KidsPeace","07,08,09,10,11,12",58,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","622","Carroll County","0115","Providence Elementary School","PK,KK,01,02,03,04,05",355,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","622","Carroll County","0176","Mount Zion Elementary School","PK,KK,01,02,03,04,05",585,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","622","Carroll County","0177","Central Middle School","06,07,08",885,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","622","Carroll County","0189","Temple High School","09,10,11,12",616,"34","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","28","82","24","71","10","29"
"2012-13","School","622","Carroll County","0198","Bay Springs Middle School","06,07,08",824,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","622","Carroll County","0208","Mt. Zion Middle School","06,07,08",294,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","622","Carroll County","0212","Mt. Zion High School","09,10,11,12",396,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","622","Carroll County","0305","Villa Rica Middle","06,07,08",471,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","622","Carroll County","0377","Roopville Elementary School","PK,KK,01,02,03,04,05",337,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","622","Carroll County","0405","Ithica Elementary","PK,KK,01,02,03,04,05",621,"12","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","622","Carroll County","0477","Whitesburg Elementary School","PK,KK,01,02,03,04,05",341,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","622","Carroll County","0605","Glanton-Hindsman Elementary","PK,KK,01,02,03,04,05",602,"17","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","13","77","15","88","Too Few Students","Too Few Students"
"2012-13","School","622","Carroll County","0705","Villa Rica Elementary School","PK,KK,01,02,03,04,05",458,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","622","Carroll County","1054","Temple Elementary School","PK,KK,01,02,03,04,05",460,"11","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","622","Carroll County","2050","Bowdon Elementary School","PK,KK,01,02,03,04,05",657,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","622","Carroll County","2052","Central High School","09,10,11,12",1072,"68","Too Few Students","Too Few Students","Too Few Students","Too Few Students","10","15","Too Few Students","Too Few Students","Too Few Students","Too Few Students","50","74","43","63","25","37"
"2012-13","School","622","Carroll County","3050","Bowdon High School","09,10,11,12",431,"18","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","13","72","10","56","Too Few Students","Too Few Students"
"2012-13","School","622","Carroll County","5050","Central Elementary School","PK,KK,01,02,03,04,05",828,"11","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","622","Carroll County","5052","Sand Hill Elementary School","PK,KK,01,02,03,04,05",676,"12","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","10","83","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","622","Carroll County","5054","Villa Rica High School","09,10,11,12",1494,"58","Too Few Students","Too Few Students","Too Few Students","Too Few Students","17","29","Too Few Students","Too Few Students","Too Few Students","Too Few Students","32","55","39","67","19","33"
"2012-13","District","622","Carroll County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",13790,"289","Too Few Students","Too Few Students","Too Few Students","Too Few Students","54","19","15","5","17","6","202","70","190","66","99","34"
"2012-13","School","623","Catoosa County","0100","Ringgold Primary School","PK,KK,01,02",481,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","623","Catoosa County","0102","Battlefield Primary","PK,KK,01,02",495,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","623","Catoosa County","0103","Battlefield Elementary School","03,04,05",483,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","623","Catoosa County","0105","Woodstation Elementary School","PK,KK,01,02,03,04,05",488,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","623","Catoosa County","0109","Heritage High School","09,10,11,12",1383,"44","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","40","91","28","64","16","36"
"2012-13","School","623","Catoosa County","0185","Tiger Creek Elementary School","PK,KK,01,02,03,04,05",525,"22","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","19","86","14","64","Too Few Students","Too Few Students"
"2012-13","School","623","Catoosa County","0205","Heritage Middle School","06,07,08",1040,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","623","Catoosa County","1050","Boynton Elementary School","PK,KK,01,02,03,04,05",595,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","623","Catoosa County","1052","Lakeview-Fort Oglethorpe High School","09,10,11,12",936,"43","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","32","74","29","67","14","33"
"2012-13","School","623","Catoosa County","1054","West Side Elementary School","PK,KK,01,02,03,04,05",447,"13","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","11","85","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","623","Catoosa County","2552","Lakeview Middle School","06,07,08",768,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","623","Catoosa County","3050","Cloud Springs Elementary School","KK,01,02,03,04,05",391,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","623","Catoosa County","3052","Ringgold Elementary School","03,04,05",471,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","623","Catoosa County","4052","Ringgold High School","09,10,11,12",994,"26","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","24","92","14","54","12","46"
"2012-13","School","623","Catoosa County","5050","Graysville Elementary School","KK,01,02,03,04,05",474,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","623","Catoosa County","5052","Ringgold Middle School","06,07,08",728,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","District","623","Catoosa County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",10699,"184","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","11","6","Too Few Students","Too Few Students","156","85","116","63","68","37"
"2012-13","School","624","Charlton County","0112","Bethune Middle School","04,05,06,07,08",566,"39","Too Few Students","Too Few Students","Too Few Students","Too Few Students","12","31","Too Few Students","Too Few Students","Too Few Students","Too Few Students","25","64","25","64","14","36"
"2012-13","School","624","Charlton County","0199","Folkston Elementary School","PK,KK,01,02,03",467,"27","Too Few Students","Too Few Students","Too Few Students","Too Few Students","12","44","Too Few Students","Too Few Students","Too Few Students","Too Few Students","14","52","14","52","13","48"
"2012-13","School","624","Charlton County","0287","Charlton County High School","09,10,11,12",405,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","School","624","Charlton County","4050","St. George Elementary School","PK,KK,01,02,03,04,05,06",157,"11","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","11","100","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2012-13","District","624","Charlton County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",1595,"83","Too Few Students","Too Few Students","Too Few Students","Too Few Students","27","33","Too Few Students","Too Few Students","Too Few Students","Too Few Students","53","64","51","61","32","39"
