"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","CATEGORY","SALARIES","BENEFITS","SALARIES_AND_BENEFITS","% Rev- GF/Title/Lottery","% Rev- Total K-12","% Exp- GF/Title/Lottery","% Exp-Total K-12"
"2012-13","601","Appling County","ALL","All Column Values","General Administration",127249.08,84464.42,211713.5,0.73,0.62,0.74,0.56
"2012-13","601","Appling County","ALL","All Column Values","School Administration",834353.25,298161.3,1132514.55,3.93,3.31,3.95,3.01
"2012-13","601","Appling County","ALL","All Column Values","Teachers and Paraprofessionals",12593758.22,4284762.56,16878520.78,58.53,49.3,58.87,44.84
"2012-13","602","Atkinson County","ALL","All Column Values","General Administration",154949.82,96175.87,251125.69,1.75,1.56,1.81,1.57
"2012-13","602","Atkinson County","ALL","All Column Values","School Administration",554969.06,190598.74,745567.8,5.19,4.62,5.36,4.65
"2012-13","602","Atkinson County","ALL","All Column Values","Teachers and Paraprofessionals",5719513.79,2339776.92,8059290.71,56.06,49.98,57.97,50.28
"2012-13","603","Bacon County","ALL","All Column Values","General Administration",218825.95,65978.72,284804.67,1.8,1.39,1.79,1.17
"2012-13","603","Bacon County","ALL","All Column Values","School Administration",584585.46,213384.02,797969.48,5.04,3.89,5.01,3.27
"2012-13","603","Bacon County","ALL","All Column Values","Teachers and Paraprofessionals",7104350.67,2428781.23,9533131.9,60.21,46.42,59.85,39.09
"2012-13","604","Baker County","ALL","All Column Values","General Administration",174587.16,54098.74,228685.9,5.37,4.86,6.61,5.74
"2012-13","604","Baker County","ALL","All Column Values","School Administration",167375.52,64053.61,231429.13,5.43,4.92,6.69,5.81
"2012-13","604","Baker County","ALL","All Column Values","Teachers and Paraprofessionals",1182295.34,469292.17,1651587.51,38.78,35.14,47.71,41.45
"2012-13","605","Baldwin County","ALL","All Column Values","General Administration",603200.25,523692.97,1126893.22,2.52,2.05,2.59,2.11
"2012-13","605","Baldwin County","ALL","All Column Values","School Administration",1382905.33,584089.75,1966995.08,4.4,3.58,4.53,3.68
"2012-13","605","Baldwin County","ALL","All Column Values","Teachers and Paraprofessionals",19138378.74,7932926,27071304.74,60.53,49.33,62.32,50.66
"2012-13","606","Banks County","ALL","All Column Values","General Administration",288388.49,109300.28,397688.77,1.71,1.42,1.72,1.19
"2012-13","606","Banks County","ALL","All Column Values","School Administration",704358.96,298869.84,1003228.8,4.31,3.59,4.34,3.01
"2012-13","606","Banks County","ALL","All Column Values","Teachers and Paraprofessionals",10132701.32,4127917.7,14260619.02,61.21,50.99,61.69,42.76
"2012-13","607","Barrow County","ALL","All Column Values","General Administration",667952.6,726926.82,1394879.42,1.45,1.04,1.47,1.15
"2012-13","607","Barrow County","ALL","All Column Values","School Administration",2883296.16,1393602.33,4276898.49,4.45,3.19,4.5,3.52
"2012-13","607","Barrow County","ALL","All Column Values","Teachers and Paraprofessionals",41292398.16,17542751.78,58835149.94,61.18,43.91,61.93,48.4
"2012-13","608","Bartow County","ALL","All Column Values","General Administration",514506.2,182146.06,696652.26,0.61,0.51,0.6,0.39
"2012-13","608","Bartow County","ALL","All Column Values","School Administration",3708756.28,1703298.14,5412054.42,4.74,3.95,4.62,3.05
"2012-13","608","Bartow County","ALL","All Column Values","Teachers and Paraprofessionals",47017908.89,20133503.12,67151412.01,58.86,48.98,57.38,37.9
