SystemId,SystemName,SingleScore,Third_Grade_Reading,Fifth_Grade_Reading,Eighth_Grade_Reading,College_Readiness,Accelerated_Course_Taking,Four_Year_Graduation_Rate,CollegeEnrollment
ALL,All Systems,75,,,,61.6,50.5,80.60000000000001,
