LONG_SCHOOL_YEAR,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,SUBGRP_DESC,TEST_CMPNT_TYP_CD,NATIONAL_NUM_TESTED_CNT,STATE_NUM_TESTED_CNT,DSTRCT_NUM_TESTED_CNT,INSTN_NUM_TESTED_CNT,NATIONAL_AVG_SCORE_VAL,STATE_AVG_SCORE_VAL,DSTRCT_AVG_SCORE_VAL,INSTN_AVG_SCORE_VAL
2016-17,601,Appling County,103,Appling County High School,All Students,Composite,2030038,49594,42,42,21,21.1,19.9,19.9
2016-17,601,Appling County,103,Appling County High School,All Students,English,2030038,49597,42,42,20.3,20.5,19.1,19.1
2016-17,601,Appling County,103,Appling County High School,All Students,Mathematics,2030038,49594,42,42,20.7,20.6,19.7,19.7
2016-17,601,Appling County,103,Appling County High School,All Students,Reading,2030038,49596,42,42,21.4,21.7,21.3,21.3
2016-17,601,Appling County,103,Appling County High School,All Students,Science,2030038,49593,42,42,21,21,19.4,19.4
2016-17,601,Appling County,103,Appling County High School,All Students,Writing Subscore,1090621,6225,TFS,TFS,6.5,6.9,,
2016-17,602,Atkinson County,103,Atkinson County High School,All Students,Composite,2030038,49594,12,12,21,21.1,19.9,19.9
2016-17,602,Atkinson County,103,Atkinson County High School,All Students,English,2030038,49597,12,12,20.3,20.5,18,18
2016-17,602,Atkinson County,103,Atkinson County High School,All Students,Mathematics,2030038,49594,12,12,20.7,20.6,18.6,18.6
2016-17,602,Atkinson County,103,Atkinson County High School,All Students,Reading,2030038,49596,12,12,21.4,21.7,22.8,22.8
2016-17,602,Atkinson County,103,Atkinson County High School,All Students,Science,2030038,49593,12,12,21,21,19.7,19.7
2016-17,602,Atkinson County,103,Atkinson County High School,All Students,Writing Subscore,1090621,6225,TFS,TFS,6.5,6.9,,
2016-17,603,Bacon County,302,Bacon County High School,All Students,Composite,2030038,49594,25,25,21,21.1,19,19
2016-17,603,Bacon County,302,Bacon County High School,All Students,English,2030038,49597,25,25,20.3,20.5,17.4,17.4
2016-17,603,Bacon County,302,Bacon County High School,All Students,Mathematics,2030038,49594,25,25,20.7,20.6,18.8,18.8
2016-17,603,Bacon County,302,Bacon County High School,All Students,Reading,2030038,49596,25,25,21.4,21.7,19.7,19.7
2016-17,603,Bacon County,302,Bacon County High School,All Students,Science,2030038,49593,25,25,21,21,19.9,19.9
2016-17,604,Baker County,105,Baker County K12 School,All Students,Composite,2030038,49594,TFS,TFS,21,21.1,,
2016-17,604,Baker County,105,Baker County K12 School,All Students,English,2030038,49597,TFS,TFS,20.3,20.5,,
2016-17,604,Baker County,105,Baker County K12 School,All Students,Mathematics,2030038,49594,TFS,TFS,20.7,20.6,,
2016-17,604,Baker County,105,Baker County K12 School,All Students,Reading,2030038,49596,TFS,TFS,21.4,21.7,,
2016-17,604,Baker County,105,Baker County K12 School,All Students,Science,2030038,49593,TFS,TFS,21,21,,
2016-17,605,Baldwin County,189,Baldwin High School,All Students,Composite,2030038,49594,104,104,21,21.1,17.3,17.3
2016-17,605,Baldwin County,189,Baldwin High School,All Students,English,2030038,49597,104,104,20.3,20.5,16.3,16.3
2016-17,605,Baldwin County,189,Baldwin High School,All Students,Mathematics,2030038,49594,104,104,20.7,20.6,17.5,17.5
2016-17,605,Baldwin County,189,Baldwin High School,All Students,Reading,2030038,49596,104,104,21.4,21.7,17.3,17.3
2016-17,605,Baldwin County,189,Baldwin High School,All Students,Science,2030038,49593,104,104,21,21,17.7,17.7
2016-17,605,Baldwin County,189,Baldwin High School,All Students,Writing Subscore,1090621,6225,11,11,6.5,6.9,6.6,6.6
2016-17,606,Banks County,199,Banks County High School,All Students,Composite,2030038,49594,80,80,21,21.1,19.7,19.7
2016-17,606,Banks County,199,Banks County High School,All Students,English,2030038,49597,80,80,20.3,20.5,18.3,18.3
2016-17,606,Banks County,199,Banks County High School,All Students,Mathematics,2030038,49594,80,80,20.7,20.6,19.3,19.3
2016-17,606,Banks County,199,Banks County High School,All Students,Reading,2030038,49596,80,80,21.4,21.7,20.7,20.7
2016-17,606,Banks County,199,Banks County High School,All Students,Science,2030038,49593,80,80,21,21,19.9,19.9
2016-17,606,Banks County,199,Banks County High School,All Students,Writing Subscore,1090621,6225,12,12,6.5,6.9,7.3,7.3
2016-17,607,Barrow County,101,Apalachee High School,All Students,Composite,2030038,49594,355,198,21,21.1,20.2,20.4
2016-17,607,Barrow County,101,Apalachee High School,All Students,English,2030038,49597,355,198,20.3,20.5,19.1,19.6
2016-17,607,Barrow County,101,Apalachee High School,All Students,Mathematics,2030038,49594,355,198,20.7,20.6,19.8,19.9
2016-17,607,Barrow County,101,Apalachee High School,All Students,Reading,2030038,49596,355,198,21.4,21.7,20.9,21
2016-17,607,Barrow County,101,Apalachee High School,All Students,Science,2030038,49593,355,198,21,21,20.4,20.4
2016-17,607,Barrow County,101,Apalachee High School,All Students,Writing Subscore,1090621,6225,43,27,6.5,6.9,6.7,6.8
2016-17,607,Barrow County,3052,Winder-Barrow High School,All Students,Composite,2030038,49594,355,157,21,21.1,20.2,19.9
2016-17,607,Barrow County,3052,Winder-Barrow High School,All Students,English,2030038,49597,355,157,20.3,20.5,19.1,18.6
2016-17,607,Barrow County,3052,Winder-Barrow High School,All Students,Mathematics,2030038,49594,355,157,20.7,20.6,19.8,19.5
2016-17,607,Barrow County,3052,Winder-Barrow High School,All Students,Reading,2030038,49596,355,157,21.4,21.7,20.9,20.7
2016-17,607,Barrow County,3052,Winder-Barrow High School,All Students,Science,2030038,49593,355,157,21,21,20.4,20.3
2016-17,607,Barrow County,3052,Winder-Barrow High School,All Students,Writing Subscore,1090621,6225,43,16,6.5,6.9,6.7,6.6
2016-17,608,Bartow County,105,Adairsville High School,All Students,Composite,2030038,49594,380,88,21,21.1,19.8,19.3
2016-17,608,Bartow County,105,Adairsville High School,All Students,English,2030038,49597,380,88,20.3,20.5,19,18
2016-17,608,Bartow County,105,Adairsville High School,All Students,Mathematics,2030038,49594,380,88,20.7,20.6,19,18.9
2016-17,608,Bartow County,105,Adairsville High School,All Students,Reading,2030038,49596,380,88,21.4,21.7,20.6,20
2016-17,608,Bartow County,105,Adairsville High School,All Students,Science,2030038,49593,380,88,21,21,20,19.7
2016-17,608,Bartow County,105,Adairsville High School,All Students,Writing Subscore,1090621,6225,34,10,6.5,6.9,6.1,5.8
2016-17,608,Bartow County,114,Cass High School,All Students,Composite,2030038,49594,380,158,21,21.1,19.8,19.2
2016-17,608,Bartow County,114,Cass High School,All Students,English,2030038,49597,380,158,20.3,20.5,19,18.1
2016-17,608,Bartow County,114,Cass High School,All Students,Mathematics,2030038,49594,380,158,20.7,20.6,19,18.8
2016-17,608,Bartow County,114,Cass High School,All Students,Reading,2030038,49596,380,158,21.4,21.7,20.6,20.2
2016-17,608,Bartow County,114,Cass High School,All Students,Science,2030038,49593,380,158,21,21,20,19.4
2016-17,608,Bartow County,114,Cass High School,All Students,Writing Subscore,1090621,6225,34,TFS,6.5,6.9,6.1,
2016-17,608,Bartow County,198,Woodland High School,All Students,Composite,2030038,49594,380,134,21,21.1,19.8,20.8
2016-17,608,Bartow County,198,Woodland High School,All Students,English,2030038,49597,380,134,20.3,20.5,19,20.6
2016-17,608,Bartow County,198,Woodland High School,All Students,Mathematics,2030038,49594,380,134,20.7,20.6,19,19.3
2016-17,608,Bartow County,198,Woodland High School,All Students,Reading,2030038,49596,380,134,21.4,21.7,20.6,21.5
2016-17,608,Bartow County,198,Woodland High School,All Students,Science,2030038,49593,380,134,21,21,20,21
2016-17,608,Bartow County,198,Woodland High School,All Students,Writing Subscore,1090621,6225,34,18,6.5,6.9,6.1,6.4
2016-17,609,Ben Hill County,291,Fitzgerald High School,All Students,Composite,2030038,49594,37,37,21,21.1,18.8,18.8
2016-17,609,Ben Hill County,291,Fitzgerald High School,All Students,English,2030038,49597,37,37,20.3,20.5,17.1,17.1
2016-17,609,Ben Hill County,291,Fitzgerald High School,All Students,Mathematics,2030038,49594,37,37,20.7,20.6,18.7,18.7
2016-17,609,Ben Hill County,291,Fitzgerald High School,All Students,Reading,2030038,49596,37,37,21.4,21.7,19.2,19.2
2016-17,609,Ben Hill County,291,Fitzgerald High School,All Students,Science,2030038,49593,37,37,21,21,19.5,19.5
2016-17,609,Ben Hill County,291,Fitzgerald High School,All Students,Writing Subscore,1090621,6225,TFS,TFS,6.5,6.9,,
2016-17,610,Berrien County,101,Berrien High School,All Students,Composite,2030038,49594,10,10,21,21.1,20.6,20.6
2016-17,610,Berrien County,101,Berrien High School,All Students,English,2030038,49597,10,10,20.3,20.5,20.2,20.2
2016-17,610,Berrien County,101,Berrien High School,All Students,Mathematics,2030038,49594,10,10,20.7,20.6,18.7,18.7
2016-17,610,Berrien County,101,Berrien High School,All Students,Reading,2030038,49596,10,10,21.4,21.7,22.1,22.1
2016-17,610,Berrien County,101,Berrien High School,All Students,Science,2030038,49593,10,10,21,21,20.7,20.7
2016-17,611,Bibb County,105,Howard High School,All Students,Composite,2030038,49594,381,76,21,21.1,18.1,20.2
