"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","CATEGORY","SALARIES","BENEFITS","SALARIES_AND_BENEFITS","% Rev- GF/Title/Lottery","% Rev- Total K-12","% Exp- GF/Title/Lottery","% Exp-Total K-12"
"2011-12","662","Glascock County","ALL","All Column Values","School Administration",164338.04,51238.61,215576.65,4.15,3.73,4,3.5
"2011-12","662","Glascock County","ALL","All Column Values","Teachers and Paraprofessionals",2059864.23,643489.72,2703353.95,52.03,46.81,50.16,43.84
"2011-12","663","Glynn County","ALL","All Column Values","General Administration",624652.65,370660.36,995313.01,0.89,0.72,0.89,0.59
"2011-12","663","Glynn County","ALL","All Column Values","School Administration",3604926.7,1463870.97,5068797.67,4.51,3.67,4.52,3
"2011-12","663","Glynn County","ALL","All Column Values","Teachers and Paraprofessionals",46478547.73,18209650.76,64688198.49,57.62,46.89,57.65,38.25
"2011-12","664","Gordon County","ALL","All Column Values","General Administration",274223.33,166498.22,440721.55,0.85,0.51,0.86,0.67
"2011-12","664","Gordon County","ALL","All Column Values","School Administration",1809832.09,774478.14,2584310.23,4.96,3,5.04,3.92
"2011-12","664","Gordon County","ALL","All Column Values","Teachers and Paraprofessionals",21831600.1,8618396.52,30449996.62,58.42,35.32,59.33,46.18
"2011-12","665","Grady County","ALL","All Column Values","General Administration",206101.8,60943.56,267045.36,0.8,0.69,0.8,0.7
"2011-12","665","Grady County","ALL","All Column Values","School Administration",1063716.13,387282.38,1450998.51,4.34,3.77,4.35,3.81
"2011-12","665","Grady County","ALL","All Column Values","Teachers and Paraprofessionals",15609636.08,5176314.97,20785951.05,62.2,54.02,62.38,54.64
"2011-12","666","Greene County","ALL","All Column Values","General Administration",545118.22,171534.92,716653.14,2.75,2.45,2.83,2.08
"2011-12","666","Greene County","ALL","All Column Values","School Administration",888173.99,250801.95,1138975.94,4.37,3.9,4.5,3.3
"2011-12","666","Greene County","ALL","All Column Values","Teachers and Paraprofessionals",7558168.71,1825621.49,9383790.2,36.04,32.12,37.05,27.18
"2011-12","667","Gwinnett County","ALL","All Column Values","General Administration",3294621.04,2053049.65,5347670.69,0.41,0.29,0.4,0.31
"2011-12","667","Gwinnett County","ALL","All Column Values","School Administration",47023496.11,21532822.6,68556318.71,5.31,3.75,5.15,3.98
"2011-12","667","Gwinnett County","ALL","All Column Values","Teachers and Paraprofessionals",562168065.18,220709388.62,782877453.8,60.68,42.81,58.86,45.5
