LONG_SCHOOL_YEAR,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,SUBGRP_DESC,TEST_CMPNT_TYP_CD,NATIONAL_NUM_TESTED_CNT,STATE_NUM_TESTED_CNT,DSTRCT_NUM_TESTED_CNT,INSTN_NUM_TESTED_CNT,STATE_AVG_SCORE_VAL,DSTRCT_AVG_SCORE_VAL,INSTN_AVG_SCORE_VAL
2012-13,601,Appling County,103,Appling County High School,All Students,Combined,1295267,86088,144,144,1337,1296,1296
2012-13,601,Appling County,103,Appling County High School,All Students,Mathematics,1295267,86622,145,145,486,447,447
2012-13,601,Appling County,103,Appling County High School,All Students,Reading,1295267,86598,144,144,486,463,463
2012-13,601,Appling County,103,Appling County High School,All Students,Writing,1295267,85043,142,142,365,385,385
2012-13,602,Atkinson County,103,Atkinson County High School,All Students,Combined,1295267,86088,56,56,1337,1228,1228
2012-13,602,Atkinson County,103,Atkinson County High School,All Students,Mathematics,1295267,86622,56,56,486,434,434
2012-13,602,Atkinson County,103,Atkinson County High School,All Students,Reading,1295267,86598,56,56,486,444,444
2012-13,602,Atkinson County,103,Atkinson County High School,All Students,Writing,1295267,85043,55,55,365,350,350
2012-13,603,Bacon County,302,Bacon County High School,All Students,Combined,1295267,86088,50,50,1337,1305,1305
2012-13,603,Bacon County,302,Bacon County High School,All Students,Mathematics,1295267,86622,50,50,486,461,461
2012-13,603,Bacon County,302,Bacon County High School,All Students,Reading,1295267,86598,50,50,486,442,442
2012-13,603,Bacon County,302,Bacon County High School,All Students,Writing,1295267,85043,50,50,365,402,402
2012-13,604,Baker County,105,Baker County K12 School,All Students,Combined,1295267,86088,TFS,TFS,1337,,
2012-13,604,Baker County,105,Baker County K12 School,All Students,Mathematics,1295267,86622,TFS,TFS,486,,
2012-13,604,Baker County,105,Baker County K12 School,All Students,Reading,1295267,86598,TFS,TFS,486,,
2012-13,604,Baker County,105,Baker County K12 School,All Students,Writing,1295267,85043,TFS,TFS,365,,
2012-13,605,Baldwin County,189,Baldwin High School,All Students,Combined,1295267,86088,166,166,1337,1210,1210
2012-13,605,Baldwin County,189,Baldwin High School,All Students,Mathematics,1295267,86622,166,166,486,433,433
2012-13,605,Baldwin County,189,Baldwin High School,All Students,Reading,1295267,86598,167,167,486,442,442
2012-13,605,Baldwin County,189,Baldwin High School,All Students,Writing,1295267,85043,164,164,365,335,335
2012-13,606,Banks County,199,Banks County High School,All Students,Combined,1295267,86088,97,97,1337,1291,1291
2012-13,606,Banks County,199,Banks County High School,All Students,Mathematics,1295267,86622,97,97,486,466,466
2012-13,606,Banks County,199,Banks County High School,All Students,Reading,1295267,86598,98,98,486,475,475
2012-13,606,Banks County,199,Banks County High School,All Students,Writing,1295267,85043,96,96,365,351,351
2012-13,607,Barrow County,101,Apalachee High School,All Students,Combined,1295267,86088,494,229,1337,1303,1320
2012-13,607,Barrow County,101,Apalachee High School,All Students,Mathematics,1295267,86622,497,232,486,463,468
2012-13,607,Barrow County,101,Apalachee High School,All Students,Reading,1295267,86598,493,227,486,476,480
2012-13,607,Barrow County,101,Apalachee High School,All Students,Writing,1295267,85043,491,229,365,364,373
2012-13,607,Barrow County,3052,Winder-Barrow High School,All Students,Combined,1295267,86088,494,264,1337,1303,1289
2012-13,607,Barrow County,3052,Winder-Barrow High School,All Students,Mathematics,1295267,86622,497,265,486,463,459
2012-13,607,Barrow County,3052,Winder-Barrow High School,All Students,Reading,1295267,86598,493,266,486,476,473
2012-13,607,Barrow County,3052,Winder-Barrow High School,All Students,Writing,1295267,85043,491,262,365,364,356
2012-13,608,Bartow County,105,Adairsville High School,All Students,Combined,1295267,86088,427,119,1337,1351,1341
2012-13,608,Bartow County,105,Adairsville High School,All Students,Mathematics,1295267,86622,431,122,486,495,489
2012-13,608,Bartow County,105,Adairsville High School,All Students,Reading,1295267,86598,429,119,486,499,494
2012-13,608,Bartow County,105,Adairsville High School,All Students,Writing,1295267,85043,422,117,365,357,359
2012-13,608,Bartow County,114,Cass High School,All Students,Combined,1295267,86088,427,133,1337,1351,1327
2012-13,608,Bartow County,114,Cass High School,All Students,Mathematics,1295267,86622,431,133,486,495,495
2012-13,608,Bartow County,114,Cass High School,All Students,Reading,1295267,86598,429,134,486,499,495
2012-13,608,Bartow County,114,Cass High School,All Students,Writing,1295267,85043,422,131,365,357,337
2012-13,608,Bartow County,198,Woodland High School,All Students,Combined,1295267,86088,427,175,1337,1351,1375
2012-13,608,Bartow County,198,Woodland High School,All Students,Mathematics,1295267,86622,431,176,486,495,499
2012-13,608,Bartow County,198,Woodland High School,All Students,Reading,1295267,86598,429,176,486,499,505
2012-13,608,Bartow County,198,Woodland High School,All Students,Writing,1295267,85043,422,174,365,357,371
2012-13,609,Ben Hill County,291,Fitzgerald High School,All Students,Combined,1295267,86088,89,89,1337,1298,1298
2012-13,609,Ben Hill County,291,Fitzgerald High School,All Students,Mathematics,1295267,86622,89,89,486,465,465
2012-13,609,Ben Hill County,291,Fitzgerald High School,All Students,Reading,1295267,86598,92,92,486,459,459
2012-13,609,Ben Hill County,291,Fitzgerald High School,All Students,Writing,1295267,85043,87,87,365,374,374
2012-13,610,Berrien County,101,Berrien High School,All Students,Combined,1295267,86088,105,102,1337,1307,1314
2012-13,610,Berrien County,101,Berrien High School,All Students,Mathematics,1295267,86622,105,102,486,466,467
2012-13,610,Berrien County,101,Berrien High School,All Students,Reading,1295267,86598,106,103,486,470,473
2012-13,610,Berrien County,101,Berrien High School,All Students,Writing,1295267,85043,105,102,365,371,374
2012-13,610,Berrien County,106,Berrien Academy Performance Learning Center,All Students,Combined,1295267,86088,105,TFS,1337,1307,
2012-13,610,Berrien County,106,Berrien Academy Performance Learning Center,All Students,Mathematics,1295267,86622,105,TFS,486,466,
2012-13,610,Berrien County,106,Berrien Academy Performance Learning Center,All Students,Reading,1295267,86598,106,TFS,486,470,
2012-13,610,Berrien County,106,Berrien Academy Performance Learning Center,All Students,Writing,1295267,85043,105,TFS,365,371,
2012-13,611,Bibb County,105,Howard High School,All Students,Combined,1295267,86088,1074,296,1337,1207,1317
2012-13,611,Bibb County,105,Howard High School,All Students,Mathematics,1295267,86622,1079,300,486,424,457
2012-13,611,Bibb County,105,Howard High School,All Students,Reading,1295267,86598,1084,299,486,438,476
2012-13,611,Bibb County,105,Howard High School,All Students,Writing,1295267,85043,1059,290,365,345,385
2012-13,611,Bibb County,186,Central High School,All Students,Combined,1295267,86088,1074,227,1337,1207,1228
2012-13,611,Bibb County,186,Central High School,All Students,Mathematics,1295267,86622,1079,229,486,424,443
2012-13,611,Bibb County,186,Central High School,All Students,Reading,1295267,86598,1084,229,486,438,457
2012-13,611,Bibb County,186,Central High School,All Students,Writing,1295267,85043,1059,222,365,345,329
2012-13,611,Bibb County,198,Westside High School,All Students,Combined,1295267,86088,1074,183,1337,1207,1114
2012-13,611,Bibb County,198,Westside High School,All Students,Mathematics,1295267,86622,1079,182,486,424,394
2012-13,611,Bibb County,198,Westside High School,All Students,Reading,1295267,86598,1084,185,486,438,401
2012-13,611,Bibb County,198,Westside High School,All Students,Writing,1295267,85043,1059,182,365,345,319
2012-13,611,Bibb County,204,Rutland High School,All Students,Combined,1295267,86088,1074,186,1337,1207,1224
2012-13,611,Bibb County,204,Rutland High School,All Students,Mathematics,1295267,86622,1079,188,486,424,425
2012-13,611,Bibb County,204,Rutland High School,All Students,Reading,1295267,86598,1084,186,486,438,442
2012-13,611,Bibb County,204,Rutland High School,All Students,Writing,1295267,85043,1059,185,365,345,357
2012-13,611,Bibb County,286,Northeast High School,All Students,Combined,1295267,86088,1074,55,1337,1207,1102
2012-13,611,Bibb County,286,Northeast High School,All Students,Mathematics,1295267,86622,1079,55,486,424,390
2012-13,611,Bibb County,286,Northeast High School,All Students,Reading,1295267,86598,1084,57,486,438,390
2012-13,611,Bibb County,286,Northeast High School,All Students,Writing,1295267,85043,1059,54,365,345,322
2012-13,611,Bibb County,303,William S. Hutchings Career Center,All Students,Combined,1295267,86088,1074,26,1337,1207,1179
2012-13,611,Bibb County,303,William S. Hutchings Career Center,All Students,Mathematics,1295267,86622,1079,26,486,424,400
2012-13,611,Bibb County,303,William S. Hutchings Career Center,All Students,Reading,1295267,86598,1084,27,486,438,429
2012-13,611,Bibb County,303,William S. Hutchings Career Center,All Students,Writing,1295267,85043,1059,26,365,345,349
2012-13,611,Bibb County,386,Southwest High School,All Students,Combined,1295267,86088,1074,100,1337,1207,1042
2012-13,611,Bibb County,386,Southwest High School,All Students,Mathematics,1295267,86622,1079,99,486,424,364
2012-13,611,Bibb County,386,Southwest High School,All Students,Reading,1295267,86598,1084,101,486,438,372
2012-13,611,Bibb County,386,Southwest High School,All Students,Writing,1295267,85043,1059,100,365,345,306
2012-13,612,Bleckley County,105,Bleckley County High School,All Students,Combined,1295267,86088,117,117,1337,1400,1400
2012-13,612,Bleckley County,105,Bleckley County High School,All Students,Mathematics,1295267,86622,118,118,486,521,521
2012-13,612,Bleckley County,105,Bleckley County High School,All Students,Reading,1295267,86598,118,118,486,500,500
2012-13,612,Bleckley County,105,Bleckley County High School,All Students,Writing,1295267,85043,116,116,365,378,378
2012-13,613,Brantley County,1050,Brantley County High School,All Students,Combined,1295267,86088,87,87,1337,1307,1307
2012-13,613,Brantley County,1050,Brantley County High School,All Students,Mathematics,1295267,86622,87,87,486,454,454
2012-13,613,Brantley County,1050,Brantley County High School,All Students,Reading,1295267,86598,88,88,486,482,482
2012-13,613,Brantley County,1050,Brantley County High School,All Students,Writing,1295267,85043,87,87,365,371,371
2012-13,614,Brooks County,110,Brooks County High School,All Students,Combined,1295267,86088,27,27,1337,1249,1249
2012-13,614,Brooks County,110,Brooks County High School,All Students,Mathematics,1295267,86622,27,27,486,435,435
