"School Year","Data Reporting Level","School District Code","School District Name","School Code","School Name","Grades Served","Total Enrolled","Total Retained","Number of Asians","Percentage of Asians","Number of American Indian","Percentage of American Indian","Number of Black","Percentage of Black","Number of Hispanic","Percentage of Hispanic","Number of MultiRacial","Percentage of MultiRacial","Number of White","Percentage of White","Number of Male","Percentage of Male","Number of Female","Percentage of Female"
"2013-14","School","644","DeKalb County","0113","DeKalb Preparatory Academy Charter","KK,01,02,03,04,05,06",382,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0172","Cedar Grove High School","09,10,11,12",1010,"142","Too Few Students","Too Few Students","Too Few Students","Too Few Students","136","96","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","101","71","41","29"
"2013-14","School","644","DeKalb County","0173","Vanderlyn Elementary School","PK,KK,01,02,03",755,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0175","Austin Elementary School","PK,KK,01,02,03",610,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0176","Redan High School","09,10,11,12",1143,"136","Too Few Students","Too Few Students","Too Few Students","Too Few Students","128","94","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","97","71","39","29"
"2013-14","School","644","DeKalb County","0181","Eldridge L. Miller Elementary School","PK,KK,01,02,03,04,05",503,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0188","Panola Way Elementary School","PK,KK,01,02,03,04,05",830,"20","Too Few Students","Too Few Students","Too Few Students","Too Few Students","20","100","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","10","50","10","50"
"2013-14","School","644","DeKalb County","0189","Peachtree Middle School","06,07,08",1378,"17","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","12","71","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0190","Pine Ridge Elementary School","PK,KK,01,02,03,04,05",553,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0191","Browns Mill Elementary School","PK,KK,01,02,03,04,05",662,"16","Too Few Students","Too Few Students","Too Few Students","Too Few Students","16","100","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","12","75","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0193","Chapel Hill Middle School","06,07,08",881,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0197","Marbut Elementary School","PK,KK,01,02,03,04,05",787,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0200","Cedar Grove Middle School","06,07,08",882,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0201","Freedom Middle School","06,07,08",1120,"13","Too Few Students","Too Few Students","Too Few Students","Too Few Students","10","77","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","10","77","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0202","Lithonia High School","09,10,11,12",1315,"196","Too Few Students","Too Few Students","Too Few Students","Too Few Students","185","94","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","128","65","68","35"
"2013-14","School","644","DeKalb County","0203","Lithonia Middle School","06,07,08",1175,"11","Too Few Students","Too Few Students","Too Few Students","Too Few Students","11","100","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0205","Redan Middle School","06,07,08",836,"13","Too Few Students","Too Few Students","Too Few Students","Too Few Students","13","100","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0214","Dunwoody Elementary School","PK,KK,01,02,03,04,05",888,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0215","Museum School Avondale Estates","KK,01,02,03,04,05,06,07",354,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0272","Rockbridge Elementary School","PK,KK,01,02,03,04,05",420,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0275","Cedar Grove Elementary School","PK,KK,01,02,03,04,05",560,"15","Too Few Students","Too Few Students","Too Few Students","Too Few Students","14","93","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","12","80","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0276","Stone Mountain High School","09,10,11,12",1138,"119","Too Few Students","Too Few Students","Too Few Students","Too Few Students","101","85","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","86","72","33","28"
"2013-14","School","644","DeKalb County","0288","Kittredge Magnet School","04,05,06",423,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0290","Sequoyah Middle School","06,07,08",1238,"25","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","22","88","Too Few Students","Too Few Students","Too Few Students","Too Few Students","16","64","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0291","Salem Middle School","06,07,08",1146,"12","Too Few Students","Too Few Students","Too Few Students","Too Few Students","12","100","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0293","Shadow Rock Elementary School","PK,KK,01,02,03,04,05",624,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0297","Edward L. Bouie, Sr. Elementary School","PK,KK,01,02,03,04,05",781,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0301","Columbia Middle School","06,07,08",1014,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0305","Oakview Elementary","PK,KK,01,02,03,04,05",716,"12","Too Few Students","Too Few Students","Too Few Students","Too Few Students","12","100","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0309","Wadsworth Magnet School for High Achievers","04,05,06",187,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0311","Leadership Preparatory Academy","KK,01,02,03,04,05,06,07,08",521,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0314","The GLOBE Academy Charter School","KK,01,02,03,04",385,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0375","Fairington Elementary School","PK,KK,01,02,03,04,05",631,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0397","Stephenson Middle School","06,07,08",969,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0399","Robert Shaw Theme School","PK,KK,01,02,03,04,05",461,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0401","Mary McLeod Bethune Middle School","06,07,08",936,"17","Too Few Students","Too Few Students","Too Few Students","Too Few Students","16","94","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","15","88","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0406","Chamblee Middle School","06,07,08",856,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0407","Dekalb Early College Academy","09,10,11,12",274,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0409","Ronald E McNair Discover Learning Academy Elementary School","PK,KK,01,02,03,04,05",780,"14","Too Few Students","Too Few Students","Too Few Students","Too Few Students","14","100","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0410","DeKalb School of the Arts","08,09,10,11,12",358,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0475","Bob Mathis Elementary School","PK,KK,01,02,03,04,05",398,"10","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0497","Stephenson High School","09,10,11,12",1560,"187","Too Few Students","Too Few Students","Too Few Students","Too Few Students","182","97","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","122","65","65","35"
"2013-14","School","644","DeKalb County","0500","DeKalb Alternative School","06,07,08,09,10,11,12",149,"31","Too Few Students","Too Few Students","Too Few Students","Too Few Students","28","90","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","22","71","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0503","East DeKalb Special Education Center","PK,KK,01,02,03,04,05,06,07,09,11,12",34,"21","Too Few Students","Too Few Students","Too Few Students","Too Few Students","11","52","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","16","76","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0506","Stone Mountain Middle School","06,07,08",971,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0507","The Champion Middle Theme School","06,07,08",831,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0510","Margaret Harris Comprehensive School","KK,01,02,03,04,05,06,07,08,09,10,11,12",63,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0575","Stone Mill Elementary School","PK,KK,01,02,03,04,05",538,"11","Too Few Students","Too Few Students","Too Few Students","Too Few Students","10","91","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","10","91","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0597","Miller Grove Middle School","06,07,08",954,"10","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0605","Tucker Middle School","06,07,08",1247,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0606","Gateway to College Academy","10,11,12",91,"34","Too Few Students","Too Few Students","Too Few Students","Too Few Students","26","77","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","22","65","12","35"
"2013-14","School","644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","09,10,11,12",1363,"12","Too Few Students","Too Few Students","Too Few Students","Too Few Students","12","100","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0675","Woodridge Elementary School","PK,KK,01,02,03,04,05",528,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0705","DeKalb PATH Academy Charter School","05,06,07,08",364,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0707","UHS of Laurel Heights","02,03,04,05,06,07,08,09,11",32,"19","Too Few Students","Too Few Students","Too Few Students","Too Few Students","10","53","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","12","63","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0797","Henderson Middle School","06,07,08",1526,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0805","International Community School","KK,01,02,03,04,05",383,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","0810","Elizabeth Andrews High School","10,11,12",654,"358","31","9","Too Few Students","Too Few Students","276","77","39","11","Too Few Students","Too Few Students","Too Few Students","Too Few Students","214","60","144","40"
"2013-14","School","644","DeKalb County","0897","Druid Hills Middle School","06,07,08",971,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","1010","DeKalb Academy of Technology and the Environment Charter School","KK,01,02,03,04,05,06,07,08",703,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","1050","DeKalb Elementary School of the Arts","KK,01,02,03,04,05,06,07",551,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","1052","Brockett Elementary School","PK,KK,01,02,03,04,05",417,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","1053","Chapel Hill Elementary School","PK,KK,01,02,03,04,05",534,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","1054","Columbia Elementary School","PK,KK,01,02,03,04,05",572,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","1055","Dresden Elementary School","PK,KK,01,02,03,04,05",1028,"21","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","21","100","Too Few Students","Too Few Students","Too Few Students","Too Few Students","11","52","10","48"
"2013-14","School","644","DeKalb County","1056","Evansdale Elementary School","PK,KK,01,02,03,04,05",571,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","1057","McNair Middle School","06,07,08",703,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","1059","Idlewood Elementary School","PK,KK,01,02,03,04,05",863,"19","Too Few Students","Too Few Students","Too Few Students","Too Few Students","10","53","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","14","74","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","1061","Livsey Elementary School","PK,KK,01,02,03,04,05",365,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","1070","Tucker High School","09,10,11,12",1832,"206","38","18","Too Few Students","Too Few Students","119","58","29","14","Too Few Students","Too Few Students","17","8","133","65","73","35"
"2013-14","School","644","DeKalb County","1071","Woodward Elementary School","PK,KK,01,02,03,04,05",946,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","1100","International Student Center","07,08",266,"50","23","46","Too Few Students","Too Few Students","18","36","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","27","54","23","46"
"2013-14","School","644","DeKalb County","2050","Allgood Elementary School","PK,KK,01,02,03,04,05",565,"11","Too Few Students","Too Few Students","Too Few Students","Too Few Students","11","100","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","2054","Columbia High School","09,10,11,12",1232,"164","Too Few Students","Too Few Students","Too Few Students","Too Few Students","162","99","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","103","63","61","37"
"2013-14","School","644","DeKalb County","2055","Druid Hills High School","09,10,11,12",1459,"158","23","15","Too Few Students","Too Few Students","96","61","23","15","Too Few Students","Too Few Students","11","7","98","62","60","38"
"2013-14","School","644","DeKalb County","2056","Fernbank Elementary School","PK,KK,01,02,03,04,05",588,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","2058","Henderson Mill Elementary School","PK,KK,01,02,03,04,05",549,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","2059","Indian Creek Elementary School","PK,KK,01,02,03,04,05",1044,"33","19","58","Too Few Students","Too Few Students","12","36","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","19","58","14","42"
"2013-14","School","644","DeKalb County","2060","Knollwood Elementary School","PK,KK,01,02,03,04,05",307,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","2061","McLendon Elementary School","PK,KK,01,02,03,04,05",392,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","2062","Midvale Elementary School","PK,KK,01,02,03,04,05",434,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","2065","Cary Reynolds Elementary School","PK,KK,01,02,03,04,05",1014,"14","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","13","93","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","2068","Stone Mountain Elementary School","PK,KK,01,02,03,04,05",580,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","3050","Ashford Park Elementary School","PK,KK,01,02,03,04,05",492,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","3051","Briarlake Elementary School","PK,KK,01,02,03,04,05",380,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","3052","Canby Lane Elementary School","PK,KK,01,02,03,04,05",626,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","3053","Chesnut Elementary School","PK,KK,01,02,03",412,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2013-14","School","644","DeKalb County","3055","Dunaire Elementary School","PK,KK,01,02,03,04,05",615,"14","Too Few Students","Too Few Students","Too Few Students","Too Few Students","14","100","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
