"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","CATEGORY","SALARIES","BENEFITS","SALARIES_AND_BENEFITS","% Rev- GF/Title/Lottery","% Rev- Total K-12","% Exp- GF/Title/Lottery","% Exp-Total K-12"
"2016-17","660","Fulton County","ALL","All Column Values","School Administration",30529848.2,13454068.22,43983916.42,4.17,3.41,4.16,3.46
"2016-17","660","Fulton County","ALL","All Column Values","Teachers and Paraprofessionals",391607036.19,149668853.86,541275890.05,51.31,42.01,51.24,42.59
"2016-17","661","Gilmer County","ALL","All Column Values","General Administration",329819.7,249238.7,579058.4,1.4,1.21,1.45,1.15
"2016-17","661","Gilmer County","ALL","All Column Values","School Administration",1283043.6,745342.63,2028386.23,4.9,4.24,5.08,4.03
"2016-17","661","Gilmer County","ALL","All Column Values","Teachers and Paraprofessionals",15009128.31,7356355.82,22365484.13,53.98,46.75,56.04,44.41
"2016-17","662","Glascock County","ALL","All Column Values","General Administration",174907.16,73714.78,248621.94,4.42,4.06,4.28,3.93
"2016-17","662","Glascock County","ALL","All Column Values","School Administration",185717.13,55347.9,241065.03,4.29,3.93,4.15,3.81
"2016-17","662","Glascock County","ALL","All Column Values","Teachers and Paraprofessionals",2120671.27,799249.12,2919920.39,51.96,47.62,50.25,46.2
"2016-17","663","Glynn County","ALL","All Column Values","General Administration",550165.85,452122.29,1002288.14,0.76,0.62,0.77,0.64
"2016-17","663","Glynn County","ALL","All Column Values","School Administration",3636504.7,1797602.77,5434107.47,4.09,3.36,4.19,3.48
"2016-17","663","Glynn County","ALL","All Column Values","Teachers and Paraprofessionals",52418074.98,23263603.38,75681678.36,57.03,46.78,58.41,48.49
"2016-17","664","Gordon County","ALL","All Column Values","General Administration",300829.92,193372.37,494202.29,0.79,0.51,0.83,0.68
"2016-17","664","Gordon County","ALL","All Column Values","School Administration",2123540.53,1133973.5,3257514.03,5.21,3.39,5.48,4.46
"2016-17","664","Gordon County","ALL","All Column Values","Teachers and Paraprofessionals",23179576.89,10372356.16,33551933.05,53.7,34.89,56.48,45.98
"2016-17","665","Grady County","ALL","All Column Values","General Administration",260263.31,102630.62,362893.93,0.95,0.78,0.95,0.68
"2016-17","665","Grady County","ALL","All Column Values","School Administration",1459019.47,598487.85,2057507.32,5.36,4.41,5.39,3.88
"2016-17","665","Grady County","ALL","All Column Values","Teachers and Paraprofessionals",15889101.98,6358205.74,22247307.72,57.97,47.66,58.33,41.97
"2016-17","666","Greene County","ALL","All Column Values","General Administration",480088.91,219598.74,699687.65,2.26,1.88,2.19,1.81
"2016-17","666","Greene County","ALL","All Column Values","School Administration",979886.73,489062.75,1468949.48,4.74,3.95,4.61,3.8
"2016-17","666","Greene County","ALL","All Column Values","Teachers and Paraprofessionals",10058715.09,4873348.76,14932063.85,48.19,40.19,46.82,38.61
"2016-17","667","Gwinnett County","ALL","All Column Values","General Administration",3120999.39,2636212.69,5757212.08,0.36,0.3,0.37,0.3
"2016-17","667","Gwinnett County","ALL","All Column Values","School Administration",60908881.67,31388124.82,92297006.49,5.7,4.74,5.89,4.76
"2016-17","667","Gwinnett County","ALL","All Column Values","Teachers and Paraprofessionals",638739116.68,262180486.97,900919603.65,55.61,46.3,57.54,46.49
"2016-17","668","Habersham County","ALL","All Column Values","General Administration",257648,189407.16,447055.16,0.65,0.57,0.66,0.58
"2016-17","668","Habersham County","ALL","All Column Values","School Administration",2322742.31,1206094.74,3528837.05,5.17,4.48,5.21,4.55
"2016-17","668","Habersham County","ALL","All Column Values","Teachers and Paraprofessionals",27092698.77,12469277.83,39561976.6,57.93,50.19,58.42,51.02
