LONG_SCHOOL_YEAR,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,SUBGRP_DESC,TEST_CMPNT_TYP_CD,NATIONAL_NUM_TESTED_CNT,STATE_NUM_TESTED_CNT,DSTRCT_NUM_TESTED_CNT,INSTN_NUM_TESTED_CNT,NATIONAL_AVG_SCORE_VAL,STATE_AVG_SCORE_VAL,DSTRCT_AVG_SCORE_VAL,INSTN_AVG_SCORE_VAL
2012-13,601,Appling County,103,Appling County High School,All Students,Combined English Writing,1799243,44366,38,38,20.5,20.6,17.8,17.8
2012-13,601,Appling County,103,Appling County High School,All Students,Composite,1799243,62743,65,65,20.7,20.9,18.8,18.8
2012-13,601,Appling County,103,Appling County High School,All Students,English,1799243,61653,62,62,20.2,20.6,18.2,18.2
2012-13,601,Appling County,103,Appling County High School,All Students,Mathematics,1799243,62605,65,65,20.9,20.6,18.1,18.1
2012-13,601,Appling County,103,Appling County High School,All Students,Reading,1799243,61376,64,64,21.1,21.6,20.1,20.1
2012-13,601,Appling County,103,Appling County High School,All Students,Science,1799243,61474,62,62,20.7,21,18.8,18.8
2012-13,601,Appling County,103,Appling County High School,All Students,Writing Subscore,1799243,46152,40,40,7,7,6.2,6.2
2012-13,602,Atkinson County,103,Atkinson County High School,All Students,Combined English Writing,1799243,44366,TFS,TFS,20.5,20.6,,
2012-13,602,Atkinson County,103,Atkinson County High School,All Students,Composite,1799243,62743,16,16,20.7,20.9,17.3,17.3
2012-13,602,Atkinson County,103,Atkinson County High School,All Students,English,1799243,61653,16,16,20.2,20.6,16.3,16.3
2012-13,602,Atkinson County,103,Atkinson County High School,All Students,Mathematics,1799243,62605,16,16,20.9,20.6,17,17
2012-13,602,Atkinson County,103,Atkinson County High School,All Students,Reading,1799243,61376,16,16,21.1,21.6,17.9,17.9
2012-13,602,Atkinson County,103,Atkinson County High School,All Students,Science,1799243,61474,16,16,20.7,21,17.8,17.8
2012-13,602,Atkinson County,103,Atkinson County High School,All Students,Writing Subscore,1799243,46152,TFS,TFS,7,7,,
2012-13,603,Bacon County,302,Bacon County High School,All Students,Combined English Writing,1799243,44366,TFS,TFS,20.5,20.6,,
2012-13,603,Bacon County,302,Bacon County High School,All Students,Composite,1799243,62743,TFS,TFS,20.7,20.9,,
2012-13,603,Bacon County,302,Bacon County High School,All Students,English,1799243,61653,TFS,TFS,20.2,20.6,,
2012-13,603,Bacon County,302,Bacon County High School,All Students,Mathematics,1799243,62605,TFS,TFS,20.9,20.6,,
2012-13,603,Bacon County,302,Bacon County High School,All Students,Reading,1799243,61376,TFS,TFS,21.1,21.6,,
2012-13,603,Bacon County,302,Bacon County High School,All Students,Science,1799243,61474,TFS,TFS,20.7,21,,
2012-13,603,Bacon County,302,Bacon County High School,All Students,Writing Subscore,1799243,46152,TFS,TFS,7,7,,
2012-13,604,Baker County,105,Baker County K12 School,All Students,Composite,1799243,62743,TFS,TFS,20.7,20.9,,
2012-13,604,Baker County,105,Baker County K12 School,All Students,English,1799243,61653,TFS,TFS,20.2,20.6,,
2012-13,604,Baker County,105,Baker County K12 School,All Students,Mathematics,1799243,62605,TFS,TFS,20.9,20.6,,
2012-13,604,Baker County,105,Baker County K12 School,All Students,Reading,1799243,61376,TFS,TFS,21.1,21.6,,
2012-13,604,Baker County,105,Baker County K12 School,All Students,Science,1799243,61474,TFS,TFS,20.7,21,,
2012-13,605,Baldwin County,189,Baldwin High School,All Students,Combined English Writing,1799243,44366,60,60,20.5,20.6,17.8,17.8
2012-13,605,Baldwin County,189,Baldwin High School,All Students,Composite,1799243,62743,159,159,20.7,20.9,17.9,17.9
2012-13,605,Baldwin County,189,Baldwin High School,All Students,English,1799243,61653,152,152,20.2,20.6,17.3,17.3
2012-13,605,Baldwin County,189,Baldwin High School,All Students,Mathematics,1799243,62605,161,161,20.9,20.6,17.6,17.6
2012-13,605,Baldwin County,189,Baldwin High School,All Students,Reading,1799243,61376,151,151,21.1,21.6,18.5,18.5
2012-13,605,Baldwin County,189,Baldwin High School,All Students,Science,1799243,61474,147,147,20.7,21,18.2,18.2
2012-13,605,Baldwin County,189,Baldwin High School,All Students,Writing Subscore,1799243,46152,61,61,7,7,6.1,6.1
2012-13,606,Banks County,199,Banks County High School,All Students,Combined English Writing,1799243,44366,52,52,20.5,20.6,16.8,16.8
2012-13,606,Banks County,199,Banks County High School,All Students,Composite,1799243,62743,75,75,20.7,20.9,18.9,18.9
2012-13,606,Banks County,199,Banks County High School,All Students,English,1799243,61653,72,72,20.2,20.6,17.7,17.7
2012-13,606,Banks County,199,Banks County High School,All Students,Mathematics,1799243,62605,72,72,20.9,20.6,18.9,18.9
2012-13,606,Banks County,199,Banks County High School,All Students,Reading,1799243,61376,73,73,21.1,21.6,19,19
2012-13,606,Banks County,199,Banks County High School,All Students,Science,1799243,61474,72,72,20.7,21,19.8,19.8
2012-13,606,Banks County,199,Banks County High School,All Students,Writing Subscore,1799243,46152,55,55,7,7,6.1,6.1
2012-13,607,Barrow County,101,Apalachee High School,All Students,Combined English Writing,1799243,44366,265,170,20.5,20.6,18.4,18.4
2012-13,607,Barrow County,101,Apalachee High School,All Students,Composite,1799243,62743,385,225,20.7,20.9,19,19.2
2012-13,607,Barrow County,101,Apalachee High School,All Students,English,1799243,61653,382,222,20.2,20.6,18.4,18.6
2012-13,607,Barrow County,101,Apalachee High School,All Students,Mathematics,1799243,62605,399,233,20.9,20.6,18.2,18.2
2012-13,607,Barrow County,101,Apalachee High School,All Students,Reading,1799243,61376,386,223,21.1,21.6,19.8,20.1
2012-13,607,Barrow County,101,Apalachee High School,All Students,Science,1799243,61474,382,223,20.7,21,19.4,19.7
2012-13,607,Barrow County,101,Apalachee High School,All Students,Writing Subscore,1799243,46152,269,173,7,7,6.6,6.6
2012-13,607,Barrow County,3052,Winder-Barrow High School,All Students,Combined English Writing,1799243,44366,265,95,20.5,20.6,18.4,18.5
2012-13,607,Barrow County,3052,Winder-Barrow High School,All Students,Composite,1799243,62743,385,160,20.7,20.9,19,18.8
2012-13,607,Barrow County,3052,Winder-Barrow High School,All Students,English,1799243,61653,382,160,20.2,20.6,18.4,18.1
2012-13,607,Barrow County,3052,Winder-Barrow High School,All Students,Mathematics,1799243,62605,399,166,20.9,20.6,18.2,18
2012-13,607,Barrow County,3052,Winder-Barrow High School,All Students,Reading,1799243,61376,386,163,21.1,21.6,19.8,19.4
2012-13,607,Barrow County,3052,Winder-Barrow High School,All Students,Science,1799243,61474,382,159,20.7,21,19.4,19.1
2012-13,607,Barrow County,3052,Winder-Barrow High School,All Students,Writing Subscore,1799243,46152,269,96,7,7,6.6,6.5
2012-13,608,Bartow County,105,Adairsville High School,All Students,Combined English Writing,1799243,44366,273,48,20.5,20.6,18.5,18.5
2012-13,608,Bartow County,105,Adairsville High School,All Students,Composite,1799243,62743,425,76,20.7,20.9,19.7,19.5
2012-13,608,Bartow County,105,Adairsville High School,All Students,English,1799243,61653,419,77,20.2,20.6,18.9,18.5
2012-13,608,Bartow County,105,Adairsville High School,All Students,Mathematics,1799243,62605,433,77,20.9,20.6,18.9,18.6
2012-13,608,Bartow County,105,Adairsville High School,All Students,Reading,1799243,61376,409,76,21.1,21.6,20.5,20.3
2012-13,608,Bartow County,105,Adairsville High School,All Students,Science,1799243,61474,413,77,20.7,21,20.1,20.1
2012-13,608,Bartow County,105,Adairsville High School,All Students,Writing Subscore,1799243,46152,281,48,7,7,6.7,6.6
2012-13,608,Bartow County,114,Cass High School,All Students,Combined English Writing,1799243,44366,273,112,20.5,20.6,18.5,17.2
2012-13,608,Bartow County,114,Cass High School,All Students,Composite,1799243,62743,425,162,20.7,20.9,19.7,18.9
2012-13,608,Bartow County,114,Cass High School,All Students,English,1799243,61653,419,155,20.2,20.6,18.9,17.7
2012-13,608,Bartow County,114,Cass High School,All Students,Mathematics,1799243,62605,433,162,20.9,20.6,18.9,18.4
2012-13,608,Bartow County,114,Cass High School,All Students,Reading,1799243,61376,409,152,21.1,21.6,20.5,19.7
2012-13,608,Bartow County,114,Cass High School,All Students,Science,1799243,61474,413,156,20.7,21,20.1,19.4
2012-13,608,Bartow County,114,Cass High School,All Students,Writing Subscore,1799243,46152,281,116,7,7,6.7,6.6
2012-13,608,Bartow County,198,Woodland High School,All Students,Combined English Writing,1799243,44366,273,113,20.5,20.6,18.5,19.8
2012-13,608,Bartow County,198,Woodland High School,All Students,Composite,1799243,62743,425,187,20.7,20.9,19.7,20.4
2012-13,608,Bartow County,198,Woodland High School,All Students,English,1799243,61653,419,187,20.2,20.6,18.9,20.1
2012-13,608,Bartow County,198,Woodland High School,All Students,Mathematics,1799243,62605,433,194,20.9,20.6,18.9,19.3
2012-13,608,Bartow County,198,Woodland High School,All Students,Reading,1799243,61376,409,181,21.1,21.6,20.5,21.3
2012-13,608,Bartow County,198,Woodland High School,All Students,Science,1799243,61474,413,180,20.7,21,20.1,20.7
2012-13,608,Bartow County,198,Woodland High School,All Students,Writing Subscore,1799243,46152,281,117,7,7,6.7,6.9
2012-13,609,Ben Hill County,291,Fitzgerald High School,All Students,Combined English Writing,1799243,44366,15,15,20.5,20.6,14.2,14.2
2012-13,609,Ben Hill County,291,Fitzgerald High School,All Students,Composite,1799243,62743,38,38,20.7,20.9,17.7,17.7
2012-13,609,Ben Hill County,291,Fitzgerald High School,All Students,English,1799243,61653,38,38,20.2,20.6,16,16
2012-13,609,Ben Hill County,291,Fitzgerald High School,All Students,Mathematics,1799243,62605,40,40,20.9,20.6,17.7,17.7
2012-13,609,Ben Hill County,291,Fitzgerald High School,All Students,Reading,1799243,61376,37,37,21.1,21.6,18.7,18.7
2012-13,609,Ben Hill County,291,Fitzgerald High School,All Students,Science,1799243,61474,37,37,20.7,21,18.5,18.5
2012-13,609,Ben Hill County,291,Fitzgerald High School,All Students,Writing Subscore,1799243,46152,15,15,7,7,5.9,5.9
2012-13,610,Berrien County,101,Berrien High School,All Students,Combined English Writing,1799243,44366,TFS,TFS,20.5,20.6,,
2012-13,610,Berrien County,101,Berrien High School,All Students,Composite,1799243,62743,TFS,TFS,20.7,20.9,,
2012-13,610,Berrien County,101,Berrien High School,All Students,English,1799243,61653,TFS,TFS,20.2,20.6,,
2012-13,610,Berrien County,101,Berrien High School,All Students,Mathematics,1799243,62605,TFS,TFS,20.9,20.6,,
2012-13,610,Berrien County,101,Berrien High School,All Students,Reading,1799243,61376,TFS,TFS,21.1,21.6,,
2012-13,610,Berrien County,101,Berrien High School,All Students,Science,1799243,61474,TFS,TFS,20.7,21,,
2012-13,610,Berrien County,101,Berrien High School,All Students,Writing Subscore,1799243,46152,TFS,TFS,7,7,,
2012-13,611,Bibb County,105,Howard High School,All Students,Combined English Writing,1799243,44366,304,95,20.5,20.6,17.8,19.7
2012-13,611,Bibb County,105,Howard High School,All Students,Composite,1799243,62743,491,148,20.7,20.9,18.2,19.9
2012-13,611,Bibb County,105,Howard High School,All Students,English,1799243,61653,486,146,20.2,20.6,17.6,19.7
2012-13,611,Bibb County,105,Howard High School,All Students,Mathematics,1799243,62605,509,151,20.9,20.6,17.8,19
2012-13,611,Bibb County,105,Howard High School,All Students,Reading,1799243,61376,483,145,21.1,21.6,19,20.9
2012-13,611,Bibb County,105,Howard High School,All Students,Science,1799243,61474,487,145,20.7,21,18.3,19.9
2012-13,611,Bibb County,105,Howard High School,All Students,Writing Subscore,1799243,46152,318,99,7,7,6.4,6.5
2012-13,611,Bibb County,186,Central High School,All Students,Combined English Writing,1799243,44366,304,94,20.5,20.6,17.8,17.8
2012-13,611,Bibb County,186,Central High School,All Students,Composite,1799243,62743,491,156,20.7,20.9,18.2,18
2012-13,611,Bibb County,186,Central High School,All Students,English,1799243,61653,486,155,20.2,20.6,17.6,17.4
2012-13,611,Bibb County,186,Central High School,All Students,Mathematics,1799243,62605,509,163,20.9,20.6,17.8,17.7
2012-13,611,Bibb County,186,Central High School,All Students,Reading,1799243,61376,483,156,21.1,21.6,19,18.5
2012-13,611,Bibb County,186,Central High School,All Students,Science,1799243,61474,487,158,20.7,21,18.3,17.6
2012-13,611,Bibb County,186,Central High School,All Students,Writing Subscore,1799243,46152,318,104,7,7,6.4,6.4
2012-13,611,Bibb County,198,Westside High School,All Students,Combined English Writing,1799243,44366,304,TFS,20.5,20.6,17.8,
2012-13,611,Bibb County,198,Westside High School,All Students,Composite,1799243,62743,491,TFS,20.7,20.9,18.2,
2012-13,611,Bibb County,198,Westside High School,All Students,English,1799243,61653,486,TFS,20.2,20.6,17.6,
2012-13,611,Bibb County,198,Westside High School,All Students,Mathematics,1799243,62605,509,TFS,20.9,20.6,17.8,
2012-13,611,Bibb County,198,Westside High School,All Students,Reading,1799243,61376,483,TFS,21.1,21.6,19,
2012-13,611,Bibb County,198,Westside High School,All Students,Science,1799243,61474,487,TFS,20.7,21,18.3,
2012-13,611,Bibb County,198,Westside High School,All Students,Writing Subscore,1799243,46152,318,TFS,7,7,6.4,
2012-13,611,Bibb County,204,Rutland High School,All Students,Combined English Writing,1799243,44366,304,58,20.5,20.6,17.8,18.2
2012-13,611,Bibb County,204,Rutland High School,All Students,Composite,1799243,62743,491,88,20.7,20.9,18.2,19.2
2012-13,611,Bibb County,204,Rutland High School,All Students,English,1799243,61653,486,88,20.2,20.6,17.6,18.8
2012-13,611,Bibb County,204,Rutland High School,All Students,Mathematics,1799243,62605,509,94,20.9,20.6,17.8,18
2012-13,611,Bibb County,204,Rutland High School,All Students,Reading,1799243,61376,483,86,21.1,21.6,19,20
2012-13,611,Bibb County,204,Rutland High School,All Students,Science,1799243,61474,487,87,20.7,21,18.3,19.6
2012-13,611,Bibb County,204,Rutland High School,All Students,Writing Subscore,1799243,46152,318,61,7,7,6.4,6.6
2012-13,611,Bibb County,286,Northeast High School,All Students,Combined English Writing,1799243,44366,304,36,20.5,20.6,17.8,13.9
2012-13,611,Bibb County,286,Northeast High School,All Students,Composite,1799243,62743,491,53,20.7,20.9,18.2,14.8
2012-13,611,Bibb County,286,Northeast High School,All Students,English,1799243,61653,486,52,20.2,20.6,17.6,12.8
2012-13,611,Bibb County,286,Northeast High School,All Students,Mathematics,1799243,62605,509,54,20.9,20.6,17.8,15.6
2012-13,611,Bibb County,286,Northeast High School,All Students,Reading,1799243,61376,483,52,21.1,21.6,19,15.1
2012-13,611,Bibb County,286,Northeast High School,All Students,Science,1799243,61474,487,51,20.7,21,18.3,15.4
2012-13,611,Bibb County,286,Northeast High School,All Students,Writing Subscore,1799243,46152,318,35,7,7,6.4,6.1
2012-13,611,Bibb County,303,William S. Hutchings Career Center,All Students,Composite,1799243,62743,491,TFS,20.7,20.9,18.2,
2012-13,611,Bibb County,303,William S. Hutchings Career Center,All Students,English,1799243,61653,486,TFS,20.2,20.6,17.6,
2012-13,611,Bibb County,303,William S. Hutchings Career Center,All Students,Mathematics,1799243,62605,509,TFS,20.9,20.6,17.8,
2012-13,611,Bibb County,303,William S. Hutchings Career Center,All Students,Reading,1799243,61376,483,TFS,21.1,21.6,19,
2012-13,611,Bibb County,303,William S. Hutchings Career Center,All Students,Science,1799243,61474,487,TFS,20.7,21,18.3,
2012-13,611,Bibb County,386,Southwest High School,All Students,Combined English Writing,1799243,44366,304,19,20.5,20.6,17.8,15.1
2012-13,611,Bibb County,386,Southwest High School,All Students,Composite,1799243,62743,491,38,20.7,20.9,18.2,15.9
2012-13,611,Bibb County,386,Southwest High School,All Students,English,1799243,61653,486,37,20.2,20.6,17.6,15.1
2012-13,611,Bibb County,386,Southwest High School,All Students,Mathematics,1799243,62605,509,39,20.9,20.6,17.8,15.9
2012-13,611,Bibb County,386,Southwest High School,All Students,Reading,1799243,61376,483,36,21.1,21.6,19,17.2
2012-13,611,Bibb County,386,Southwest High School,All Students,Science,1799243,61474,487,38,20.7,21,18.3,16.1
2012-13,611,Bibb County,386,Southwest High School,All Students,Writing Subscore,1799243,46152,318,17,7,7,6.4,5.5
2012-13,612,Bleckley County,105,Bleckley County High School,All Students,Combined English Writing,1799243,44366,TFS,TFS,20.5,20.6,,
2012-13,612,Bleckley County,105,Bleckley County High School,All Students,Composite,1799243,62743,24,24,20.7,20.9,18.3,18.3
2012-13,612,Bleckley County,105,Bleckley County High School,All Students,English,1799243,61653,23,23,20.2,20.6,17.2,17.2
2012-13,612,Bleckley County,105,Bleckley County High School,All Students,Mathematics,1799243,62605,25,25,20.9,20.6,18.2,18.2
2012-13,612,Bleckley County,105,Bleckley County High School,All Students,Reading,1799243,61376,23,23,21.1,21.6,18.7,18.7
2012-13,612,Bleckley County,105,Bleckley County High School,All Students,Science,1799243,61474,23,23,20.7,21,19.4,19.4
2012-13,612,Bleckley County,105,Bleckley County High School,All Students,Writing Subscore,1799243,46152,TFS,TFS,7,7,,
2012-13,613,Brantley County,1050,Brantley County High School,All Students,Combined English Writing,1799243,44366,15,15,20.5,20.6,16.9,16.9
2012-13,613,Brantley County,1050,Brantley County High School,All Students,Composite,1799243,62743,59,59,20.7,20.9,18.1,18.1
2012-13,613,Brantley County,1050,Brantley County High School,All Students,English,1799243,61653,58,58,20.2,20.6,17.8,17.8
2012-13,613,Brantley County,1050,Brantley County High School,All Students,Mathematics,1799243,62605,58,58,20.9,20.6,17.5,17.5
2012-13,613,Brantley County,1050,Brantley County High School,All Students,Reading,1799243,61376,58,58,21.1,21.6,19,19
2012-13,613,Brantley County,1050,Brantley County High School,All Students,Science,1799243,61474,58,58,20.7,21,17.7,17.7
2012-13,613,Brantley County,1050,Brantley County High School,All Students,Writing Subscore,1799243,46152,15,15,7,7,5.7,5.7
2012-13,614,Brooks County,110,Brooks County High School,All Students,Combined English Writing,1799243,44366,30,30,20.5,20.6,14.2,14.2
2012-13,614,Brooks County,110,Brooks County High School,All Students,Composite,1799243,62743,49,49,20.7,20.9,16.2,16.2
2012-13,614,Brooks County,110,Brooks County High School,All Students,English,1799243,61653,47,47,20.2,20.6,14.9,14.9
2012-13,614,Brooks County,110,Brooks County High School,All Students,Mathematics,1799243,62605,50,50,20.9,20.6,16.2,16.2
2012-13,614,Brooks County,110,Brooks County High School,All Students,Reading,1799243,61376,46,46,21.1,21.6,17,17
2012-13,614,Brooks County,110,Brooks County High School,All Students,Science,1799243,61474,46,46,20.7,21,16.5,16.5
2012-13,614,Brooks County,110,Brooks County High School,All Students,Writing Subscore,1799243,46152,31,31,7,7,5.7,5.7
2012-13,615,Bryan County,182,Richmond Hill High School,All Students,Combined English Writing,1799243,44366,165,147,20.5,20.6,20.8,21.1
2012-13,615,Bryan County,182,Richmond Hill High School,All Students,Composite,1799243,62743,214,192,20.7,20.9,22.3,22.5
2012-13,615,Bryan County,182,Richmond Hill High School,All Students,English,1799243,61653,212,190,20.2,20.6,21.7,22
2012-13,615,Bryan County,182,Richmond Hill High School,All Students,Mathematics,1799243,62605,217,195,20.9,20.6,22.3,22.6
2012-13,615,Bryan County,182,Richmond Hill High School,All Students,Reading,1799243,61376,211,189,21.1,21.6,22.9,23.2
2012-13,615,Bryan County,182,Richmond Hill High School,All Students,Science,1799243,61474,215,191,20.7,21,22.2,22.5
2012-13,615,Bryan County,182,Richmond Hill High School,All Students,Writing Subscore,1799243,46152,167,149,7,7,7.1,7.2
2012-13,615,Bryan County,502,Bryan County High School,All Students,Combined English Writing,1799243,44366,165,18,20.5,20.6,20.8,18.2
2012-13,615,Bryan County,502,Bryan County High School,All Students,Composite,1799243,62743,214,22,20.7,20.9,22.3,19.9
2012-13,615,Bryan County,502,Bryan County High School,All Students,English,1799243,61653,212,22,20.2,20.6,21.7,18.9
2012-13,615,Bryan County,502,Bryan County High School,All Students,Mathematics,1799243,62605,217,22,20.9,20.6,22.3,19.5
2012-13,615,Bryan County,502,Bryan County High School,All Students,Reading,1799243,61376,211,22,21.1,21.6,22.9,20.3
2012-13,615,Bryan County,502,Bryan County High School,All Students,Science,1799243,61474,215,24,20.7,21,22.2,20.1
2012-13,615,Bryan County,502,Bryan County High School,All Students,Writing Subscore,1799243,46152,167,18,7,7,7.1,6.3
2012-13,616,Bulloch County,203,Southeast Bulloch High School,All Students,Combined English Writing,1799243,44366,200,50,20.5,20.6,18.1,19.6
2012-13,616,Bulloch County,203,Southeast Bulloch High School,All Students,Composite,1799243,62743,275,63,20.7,20.9,19.3,20.5
2012-13,616,Bulloch County,203,Southeast Bulloch High School,All Students,English,1799243,61653,262,62,20.2,20.6,19,20.5
2012-13,616,Bulloch County,203,Southeast Bulloch High School,All Students,Mathematics,1799243,62605,265,62,20.9,20.6,19.2,20.2
2012-13,616,Bulloch County,203,Southeast Bulloch High School,All Students,Reading,1799243,61376,260,61,21.1,21.6,19.7,20.8
2012-13,616,Bulloch County,203,Southeast Bulloch High School,All Students,Science,1799243,61474,261,61,20.7,21,19.5,20.3
2012-13,616,Bulloch County,203,Southeast Bulloch High School,All Students,Writing Subscore,1799243,46152,209,54,7,7,6.2,6.6
2012-13,616,Bulloch County,2054,Statesboro High School,All Students,Combined English Writing,1799243,44366,200,136,20.5,20.6,18.1,17.4
2012-13,616,Bulloch County,2054,Statesboro High School,All Students,Composite,1799243,62743,275,186,20.7,20.9,19.3,18.8
2012-13,616,Bulloch County,2054,Statesboro High School,All Students,English,1799243,61653,262,176,20.2,20.6,19,18.3
2012-13,616,Bulloch County,2054,Statesboro High School,All Students,Mathematics,1799243,62605,265,177,20.9,20.6,19.2,18.8
2012-13,616,Bulloch County,2054,Statesboro High School,All Students,Reading,1799243,61376,260,175,21.1,21.6,19.7,19.3
