LONG_SCHOOL_YEAR,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,SUBGRP_DESC,TEST_CMPNT_TYP_CD,NATIONAL_NUM_TESTED_CNT,STATE_NUM_TESTED_CNT,DSTRCT_NUM_TESTED_CNT,INSTN_NUM_TESTED_CNT,STATE_AVG_SCORE_VAL,DSTRCT_AVG_SCORE_VAL,INSTN_AVG_SCORE_VAL
2010-11,601,Appling County,103,Appling County High School,All Students,Combined,1267239,84240,85,85,1338,1268,1268
2010-11,601,Appling County,103,Appling County High School,All Students,Mathematics,1267239,84799,86,86,490,457,457
2010-11,601,Appling County,103,Appling County High School,All Students,Reading,1267239,84686,85,85,486,464,464
2010-11,601,Appling County,103,Appling County High School,All Students,Writing,1267239,83235,85,85,361,347,347
2010-11,602,Atkinson County,103,Atkinson County High School,All Students,Combined,1267239,84240,34,34,1338,1232,1232
2010-11,602,Atkinson County,103,Atkinson County High School,All Students,Mathematics,1267239,84799,34,34,490,441,441
2010-11,602,Atkinson County,103,Atkinson County High School,All Students,Reading,1267239,84686,35,35,486,440,440
2010-11,602,Atkinson County,103,Atkinson County High School,All Students,Writing,1267239,83235,34,34,361,352,352
2010-11,603,Bacon County,302,Bacon County High School,All Students,Combined,1267239,84240,57,57,1338,1302,1302
2010-11,603,Bacon County,302,Bacon County High School,All Students,Mathematics,1267239,84799,59,59,490,462,462
2010-11,603,Bacon County,302,Bacon County High School,All Students,Reading,1267239,84686,56,56,486,460,460
2010-11,603,Bacon County,302,Bacon County High School,All Students,Writing,1267239,83235,56,56,361,381,381
2010-11,604,Baker County,105,Baker County K12 School,All Students,Combined,1267239,84240,11,11,1338,986,986
2010-11,604,Baker County,105,Baker County K12 School,All Students,Mathematics,1267239,84799,11,11,490,382,382
2010-11,604,Baker County,105,Baker County K12 School,All Students,Reading,1267239,84686,11,11,486,331,331
2010-11,604,Baker County,105,Baker County K12 School,All Students,Writing,1267239,83235,11,11,361,274,274
2010-11,605,Baldwin County,189,Baldwin High School,All Students,Combined,1267239,84240,198,198,1338,1226,1226
2010-11,605,Baldwin County,189,Baldwin High School,All Students,Mathematics,1267239,84799,199,199,490,439,439
2010-11,605,Baldwin County,189,Baldwin High School,All Students,Reading,1267239,84686,198,198,486,435,435
2010-11,605,Baldwin County,189,Baldwin High School,All Students,Writing,1267239,83235,196,196,361,352,352
2010-11,606,Banks County,199,Banks County High School,All Students,Combined,1267239,84240,91,91,1338,1310,1310
2010-11,606,Banks County,199,Banks County High School,All Students,Mathematics,1267239,84799,92,92,490,487,487
2010-11,606,Banks County,199,Banks County High School,All Students,Reading,1267239,84686,92,92,486,476,476
2010-11,606,Banks County,199,Banks County High School,All Students,Writing,1267239,83235,89,89,361,347,347
2010-11,607,Barrow County,101,Apalachee High School,All Students,Combined,1267239,84240,409,198,1338,1301,1307
2010-11,607,Barrow County,101,Apalachee High School,All Students,Mathematics,1267239,84799,411,199,490,464,467
2010-11,607,Barrow County,101,Apalachee High School,All Students,Reading,1267239,84686,409,198,486,474,476
2010-11,607,Barrow County,101,Apalachee High School,All Students,Writing,1267239,83235,406,197,361,364,364
2010-11,607,Barrow County,3052,Winder-Barrow High School,All Students,Combined,1267239,84240,409,211,1338,1301,1295
2010-11,607,Barrow County,3052,Winder-Barrow High School,All Students,Mathematics,1267239,84799,411,212,490,464,461
2010-11,607,Barrow County,3052,Winder-Barrow High School,All Students,Reading,1267239,84686,409,211,486,474,471
2010-11,607,Barrow County,3052,Winder-Barrow High School,All Students,Writing,1267239,83235,406,209,361,364,363
2010-11,608,Bartow County,105,Adairsville High School,All Students,Combined,1267239,84240,404,125,1338,1357,1332
2010-11,608,Bartow County,105,Adairsville High School,All Students,Mathematics,1267239,84799,409,126,490,488,476
2010-11,608,Bartow County,105,Adairsville High School,All Students,Reading,1267239,84686,403,125,486,486,466
2010-11,608,Bartow County,105,Adairsville High School,All Students,Writing,1267239,83235,400,125,361,383,390
2010-11,608,Bartow County,198,Woodland High School,All Students,Combined,1267239,84240,404,172,1338,1357,1395
2010-11,608,Bartow County,198,Woodland High School,All Students,Mathematics,1267239,84799,409,175,490,488,489
2010-11,608,Bartow County,198,Woodland High School,All Students,Reading,1267239,84686,403,172,486,486,502
2010-11,608,Bartow County,198,Woodland High School,All Students,Writing,1267239,83235,400,170,361,383,404
2010-11,608,Bartow County,577,Cass High School,All Students,Combined,1267239,84240,404,106,1338,1357,1326
2010-11,608,Bartow County,577,Cass High School,All Students,Mathematics,1267239,84799,409,108,490,488,501
2010-11,608,Bartow County,577,Cass High School,All Students,Reading,1267239,84686,403,106,486,486,483
2010-11,608,Bartow County,577,Cass High School,All Students,Writing,1267239,83235,400,105,361,383,342
2010-11,609,Ben Hill County,291,Fitzgerald High School,All Students,Combined,1267239,84240,97,97,1338,1205,1205
2010-11,609,Ben Hill County,291,Fitzgerald High School,All Students,Mathematics,1267239,84799,97,97,490,430,430
