sys_sch,SystemId,systemname,schoolname,SchoolId,grade,SingleScore,four_year_graduation_rate,CollegeEnrollment
631377,631,Clayton County,Riverdale High School,377,C,71.10000000000001,80.699997,
631378,631,Clayton County,Perry Career Academy - Eula Wilburn Ponds Perry Center for Learning,378,F,29.9,34.700001,
631379,631,Clayton County,Eddie White Elementary School,379,D,65.7,,
631380,631,Clayton County,Kay R Pace Elementary School of the Arts,380,,,,
631381,631,Clayton County,7 Pillars Career Academy,381,,,,
6314050,631,Clayton County,Church Street Elementary School,4050,C,76.5,,
6314056,631,Clayton County,Lake City Elementary School,4056,B,83.90000000000001,,
6314058,631,Clayton County,Morrow High School,4058,D,67.7,80.599998,
6314060,631,Clayton County,Suder Elementary School,4060,F,53.3,,
6315052,631,Clayton County,Edmonds Elementary School,5052,D,68.3,,
6315054,631,Clayton County,Huie Elementary School,5054,D,60.2,,
6315056,631,Clayton County,William M. McGarrah Elementary School,5056,C,76.5,,
6315060,631,Clayton County,Swint Elementary School,5060,C,70.5,,
632101,632,Clinch County,Clinch County Elementary School,101,B,80.2,,
6321050,632,Clinch County,Clinch County High School,1050,D,64.40000000000001,98.900002,
632201,632,Clinch County,Clinch County Middle School,201,F,54.40000000000001,,
633101,633,Cobb County,Kennesaw Mountain High School,101,B,86.60000000000001,86.699997,
633102,633,Cobb County,Riverside Intermediate School,102,D,62.6,,
633103,633,Cobb County,Kell High School,103,B,80.40000000000001,83.800003,
633104,633,Cobb County,Bullard Elementary School,104,B,87.5,,
6331052,633,Cobb County,Belmont Hills Elementary School,1052,D,63.6,,
6331054,633,Cobb County,Campbell High School,1054,C,76.10000000000001,83.5,
6331056,633,Cobb County,East Cobb Middle School,1056,D,67.10000000000001,,
6331060,633,Cobb County,Garrett Middle School,1060,D,60,,
6331064,633,Cobb County,McEachern High School,1064,C,75.2,84.300003,
6331066,633,Cobb County,Norton Park Elementary School,1066,D,64,,
6331067,633,Cobb County,Powers Ferry Elementary School,1067,D,65,,
6331069,633,Cobb County,Wheeler High School,1069,B,87.80000000000001,77.300003,
633107,633,Cobb County,McCall Primary School,107,C,71.60000000000001,,
633109,633,Cobb County,Pickett's Mill Elementary,109,A,90.10000000000001,,
633114,633,Cobb County,East Side Elementary School,114,B,89.5,,
633117,633,Cobb County,Clarkdale Elementary School,117,C,76.40000000000001,,
633118,633,Cobb County,Mableton Elementary School,118,C,71,,
633173,633,Cobb County,Birney Elementary School,173,F,57.2,,
633175,633,Cobb County,Walton High School,175,A,96.30000000000001,95.099998,
633178,633,Cobb County,Mabry Middle School,178,B,84.7,,
633180,633,Cobb County,Still Elementary School,180,C,71.2,,
633181,633,Cobb County,Tritt Elementary School,181,B,84.7,,
633184,633,Cobb County,McCleskey Middle School,184,B,83,,
633185,633,Cobb County,Garrison Mill Elementary School,185,A,91.90000000000001,,
633187,633,Cobb County,Keheley Elementary School,187,C,78.10000000000001,,
633188,633,Cobb County,Pope High School,188,A,91.5,94.099998,
633189,633,Cobb County,Baker Elementary School,189,C,78.90000000000001,,
633190,633,Cobb County,Dowell Elementary School,190,D,67.5,,
633191,633,Cobb County,Varner Elementary School,191,C,72.10000000000001,,
633192,633,Cobb County,Harrison High School,192,A,94,95.599998,
633194,633,Cobb County,Hayes Elementary School,194,D,69.40000000000001,,
633197,633,Cobb County,Vaughan Elementary School,197,B,80.10000000000001,,
633198,633,Cobb County,Chalker Elementary School,198,B,80.30000000000001,,
633199,633,Cobb County,Nickajack Elementary School,199,C,74.8,,
633202,633,Cobb County,Lindley Middle School,202,D,65.5,,
633203,633,Cobb County,Kemp Elementary School,203,A,93.5,,
633204,633,Cobb County,Pitner Elementary School,204,C,79.10000000000001,,
6332050,633,Cobb County,Argyle Elementary School,2050,C,70.90000000000001,,
6332056,633,Cobb County,North Cobb High School,2056,C,79.80000000000001,87.900002,
6332062,633,Cobb County,King Springs Elementary School,2062,C,79.5,,
6332066,633,Cobb County,Osborne High School,2066,D,65.5,65.5,
633207,633,Cobb County,Austell Elementary School,207,C,74,,
633209,633,Cobb County,Allatoona High School,209,B,89.7,93,
633214,633,Cobb County,Smyrna Elementary School,214,C,70.8,,
6332560,633,Cobb County,Griffin Middle School,2560,C,71,,
633273,633,Cobb County,Kincaid Elementary School,273,C,70.8,,
633275,633,Cobb County,Dodgen Middle School,275,A,91.80000000000001,,
633278,633,Cobb County,Mount Bethel Elementary School,278,A,95.60000000000001,,
633280,633,Cobb County,Pine Mountain Middle School,280,D,69.40000000000001,,
633281,633,Cobb County,Dickerson Middle School,281,A,90.90000000000001,,
633287,633,Cobb County,Lewis Elementary School,287,B,84.60000000000001,,
633288,633,Cobb County,Mountain View Elementary School,288,A,91.90000000000001,,
633289,633,Cobb County,Addison Elementary School,289,B,83.2,,
633290,633,Cobb County,Campbell Middle School,290,C,71.10000000000001,,
633291,633,Cobb County,Shallowford Falls Elementary School,291,B,83.7,,
633292,633,Cobb County,Ford Elementary School,292,B,81,,
633294,633,Cobb County,Smitha Middle School,294,C,72.60000000000001,,
633297,633,Cobb County,Frey Elementary School,297,B,89.80000000000001,,
633298,633,Cobb County,Cheatham Hill Elementary School,298,B,81.30000000000001,,
633299,633,Cobb County,Durham Middle School,299,B,84.5,,
633302,633,Cobb County,Acworth Intermediate School,302,C,77.40000000000001,,
633304,633,Cobb County,Kennesaw Charter School,304,C,72.2,,
6333054,633,Cobb County,Clay Elementary School,3054,C,70.5,,
6333056,633,Cobb County,South Cobb High School,3056,C,75.3,71.300003,
6333058,633,Cobb County,Fair Oaks Elementary School,3058,F,56.40000000000001,,
6333060,633,Cobb County,Harmony-Leland Elementary School,3060,D,67,,
6333062,633,Cobb County,LaBelle Elementary School,3062,C,70.60000000000001,,
6333064,633,Cobb County,Milford Elementary School,3064,D,69.10000000000001,,
6333067,633,Cobb County,Russell Elementary School,3067,C,72.3,,
633307,633,Cobb County,Riverside Primary School,307,D,66.90000000000001,,
633309,633,Cobb County,Lindley 6th Grade Academy,309,D,63.40000000000001,,
6333556,633,Cobb County,Compton Elementary School,3556,D,64.3,,
633373,633,Cobb County,Sprayberry High School,373,B,83.90000000000001,86.199997,
633375,633,Cobb County,Murdock Elementary School,375,A,92,,
633378,633,Cobb County,Rocky Mount Elementary School,378,B,82.7,,
633381,633,Cobb County,Lassiter High School,381,A,95.80000000000001,95.599998,
633388,633,Cobb County,Davis Elementary School,388,B,86.7,,
633389,633,Cobb County,Simpson Middle School,389,A,94.7,,
633391,633,Cobb County,Nicholson Elementary School,391,C,73.90000000000001,,
633394,633,Cobb County,Hightower Trail Middle School,394,A,91.80000000000001,,
633397,633,Cobb County,Green Acres Elementary School,397,F,52.40000000000001,,
633398,633,Cobb County,Sanders Elementary School,398,D,69.8,,
633399,633,Cobb County,Blackwell Elementary School,399,C,76.7,,
633402,633,Cobb County,Hendricks Elementary School,402,C,72.3,,
633404,633,Cobb County,Kennesaw Elementary School,404,F,57.1,,
6334050,633,Cobb County,Awtrey Middle School,4050,C,79.30000000000001,,
6334056,633,Cobb County,Daniell Middle School,4056,D,66,,
6334066,633,Cobb County,Pebblebrook High School,4066,D,69.90000000000001,72,
6334068,633,Cobb County,Teasley Elementary School,4068,C,71.2,,
633407,633,Cobb County,Barber Middle School,407,C,75.8,,
6334560,633,Cobb County,Hollydale Elementary School,4560,D,65.3,,
633475,633,Cobb County,Tapp Middle School,475,C,75.5,,
633478,633,Cobb County,Sope Creek Elementary School,478,A,92.2,,
633489,633,Cobb County,Powder Springs Elementary School,489,D,61.90000000000001,,
633491,633,Cobb County,Timber Ridge Elementary School,491,A,93.30000000000001,,
633499,633,Cobb County,Lost Mountain Middle School,499,B,85,,
633502,633,Cobb County,Cooper Middle School,502,C,78.2,,
633504,633,Cobb County,Big Shanty Elementary School,504,C,73,,
6335050,633,Cobb County,Bells Ferry Elementary School,5050,B,80.90000000000001,,
6335052,633,Cobb County,Brumby Elementary School,5052,D,63,,
6335056,633,Cobb County,Due West Elementary School,5056,A,90.5,,
6335058,633,Cobb County,Floyd Middle School,5058,C,71.5,,
6335067,633,Cobb County,Sedalia Park Elementary School,5067,C,71,,
6335068,633,Cobb County,Eastvalley Elementary School,5068,C,73.90000000000001,,
633507,633,Cobb County,McClure Middle School,507,A,90.7,,
633592,633,Cobb County,Bryant Elementary School,592,F,59.5,,
633602,633,Cobb County,Palmer Middle School,602,B,83.60000000000001,,
633607,633,Cobb County,Lovinggood Middle School,607,C,79.60000000000001,,
633707,633,Cobb County,Hillgrove High School,707,A,91.80000000000001,93.900002,
633808,633,Cobb County,Cobb Horizon High School,808,,,,
634100,634,Coffee County,Indian Creek Elementary,100,C,74.5,,
634102,634,Coffee County,Ambrose Elementary School ,102,C,78.7,,
634108,634,Coffee County,Coffee Middle School,108,D,67.10000000000001,,
634114,634,Coffee County,Wiregrass Regional College and Career Academy,114,D,66.7,56.900002,
634182,634,Coffee County,Satilla Elementary School,182,F,52.1,,
634191,634,Coffee County,Broxton-Mary Hayes Elementary,191,D,64.40000000000001,,
634195,634,Coffee County,Coffee County High School,195,C,73.40000000000001,87.900002,
634282,634,Coffee County,Eastside Elementary School,282,D,67.40000000000001,,
634291,634,Coffee County,Nicholls Elementary School,291,D,68.40000000000001,,
6343052,634,Coffee County,West Green Elementary School,3052,C,74.60000000000001,,
634308,634,Coffee County,George Washington Carver Freshman Campus,308,D,66.90000000000001,,
6345050,634,Coffee County,Westside Elementary School,5050,D,68.60000000000001,,
635111,635,Colquitt County,Willie J. Williams Middle School,111,D,66.7,,
6351554,635,Colquitt County,Colquitt County High School,1554,D,67.10000000000001,85,
635178,635,Colquitt County,Doerun Elementary School,178,D,63.5,,
635187,635,Colquitt County,Odom Elementary School,187,D,64.5,,
6352052,635,Colquitt County,Funston Elementary School,2052,D,60.1,,
6352056,635,Colquitt County,Wright Elementary School,2056,C,73.5,,
635278,635,Colquitt County,Norman Park Elementary School,278,C,70.7,,
6353050,635,Colquitt County,Stringfellow Elementary School,3050,F,53.6,,
6353052,635,Colquitt County,CA Gray Junior High School,3052,C,73.60000000000001,,
6353054,635,Colquitt County,Okapilco Elementary School,3054,F,48.8,,
6354050,635,Colquitt County,Cox Elementary School,4050,D,68.60000000000001,,
6354052,635,Colquitt County,Hamilton Elementary School,4052,C,74.10000000000001,,
6355054,635,Colquitt County,Sunset Elementary School,5054,C,70.2,,
636101,636,Columbia County,Greenbrier Middle School,101,A,91.7,,
636102,636,Columbia County,Lewiston Elementary School,102,B,82.10000000000001,,
636103,636,Columbia County,Grovetown Middle School,103,C,76.80000000000001,,
636106,636,Columbia County,River Ridge Elementary,106,A,98.5,,
636107,636,Columbia County,Evans Middle School,107,D,69.2,,
636108,636,Columbia County,Stallings Island Middle School,108,C,75.2,,
636112,636,Columbia County,Grovetown High School,112,B,82.5,83.900002,
636173,636,Columbia County,Westmont Elementary School,173,C,74.40000000000001,,
636183,636,Columbia County,Harlem High School,183,C,70.2,90.099998,
636186,636,Columbia County,Evans Elementary School,186,B,85.90000000000001,,
636188,636,Columbia County,Blue Ridge Elementary School,188,C,77.10000000000001,,
636189,636,Columbia County,Lakeside High School,189,B,84.30000000000001,90.099998,
636190,636,Columbia County,Brookwood Elementary School,190,B,81.7,,
636192,636,Columbia County,Stevens Creek Elementary School,192,A,93.5,,
636193,636,Columbia County,Riverside Middle School,193,B,87.80000000000001,,
636194,636,Columbia County,Riverside Elementary School,194,A,92.80000000000001,,
636197,636,Columbia County,Greenbrier High School,197,A,91.10000000000001,99.300003,
6362050,636,Columbia County,Columbia Middle School,2050,D,69.90000000000001,,
6362052,636,Columbia County,Martinez Elementary School,2052,A,92,,
636208,636,Columbia County,Cedar Ridge Elementary School,208,B,87.80000000000001,,
636212,636,Columbia County,Baker Place Elementary,212,A,92.30000000000001,,
636283,636,Columbia County,Harlem Middle School,283,D,68.2,,
636290,636,Columbia County,Lakeside Middle School,290,D,63.3,,
636297,636,Columbia County,Greenbrier Elementary School,297,B,86.2,,
6363052,636,Columbia County,North Columbia Elementary School,3052,B,88.30000000000001,,
636397,636,Columbia County,Euchee Creek Elementary School,397,B,86,,
636398,636,Columbia County,Parkway Elementary School,398,B,81.7,,
6364050,636,Columbia County,Evans High School,4050,B,83.60000000000001,90.300003,
6364052,636,Columbia County,North Harlem Elementary School,4052,C,74.5,,
6365050,636,Columbia County,Grovetown Elementary School,5050,C,76.90000000000001,,
6365052,636,Columbia County,South Columbia Elementary School,5052,B,80.40000000000001,,
637101,637,Cook County,Cook County Middle School,101,C,71.2,,
637104,637,Cook County,Cook Elementary School,104,D,62,,
637111,637,Cook County,Cook High School,111,D,67.3,89.900002,
637196,637,Cook County,Cook Primary School,196,F,50.5,,
638101,638,Coweta County,Arbor Springs Elementary,101,B,80.7,,
638103,638,Coweta County,Willis Road Elementary,103,C,78.60000000000001,,
6381050,638,Coweta County,Arnco-Sargent Elementary School,1050,C,71.8,,
6381054,638,Coweta County,Ruth Hill Elementary School,1054,C,72.10000000000001,,
6381056,638,Coweta County,Evans Middle School,1056,B,80.5,,
638106,638,Coweta County,Lee Middle School,106,B,83.60000000000001,,
638115,638,Coweta County,Brooks Elementary,115,A,90.7,,
638189,638,Coweta County,White Oak Elementary School,189,C,73.3,,
638191,638,Coweta County,Canongate Elementary School,191,C,78.30000000000001,,
638192,638,Coweta County,Newnan Crossing Elementary School,192,B,84.30000000000001,,
638195,638,Coweta County,Jefferson Parkway Elementary School,195,C,72.3,,
638196,638,Coweta County,Northgate High School,196,B,83.5,89.900002,
638199,638,Coweta County,Poplar Road Elementary School,199,F,59.2,,
638201,638,Coweta County,Welch Elementary School,201,D,67.7,,
638203,638,Coweta County,Glanton Elementary,203,F,53.3,,
6382050,638,Coweta County,Atkinson Elementary School,2050,C,79.5,,
6382052,638,Coweta County,Eastside Elementary School,2052,B,82.40000000000001,,
6382056,638,Coweta County,Northside Elementary School,2056,B,85.2,,
638289,638,Coweta County,East Coweta Middle School,289,C,71.10000000000001,,
638295,638,Coweta County,Thomas Crossroads Elementary School,295,B,85.40000000000001,,
638299,638,Coweta County,Madras Middle School,299,B,87.2,,
638301,638,Coweta County,Smokey Road Middle School,301,C,71.2,,
6383052,638,Coweta County,Elm Street Elementary School,3052,B,81.80000000000001,,
6383054,638,Coweta County,Moreland Elementary School,3054,B,82.80000000000001,,
638389,638,Coweta County,East Coweta High School,389,C,77.90000000000001,80.5,
638395,638,Coweta County,Arnall Middle School,395,B,86.30000000000001,,
6385054,638,Coweta County,Newnan High School,5054,B,82.60000000000001,87.099998,
6385056,638,Coweta County,Western Elementary School,5056,C,73.40000000000001,,
639192,639,Crawford County,Crawford County Elementary School,192,F,59.6,,
639193,639,Crawford County,Crawford County High School,193,D,62.2,82.599998,
639202,639,Crawford County,Crawford County Middle School,202,C,76,,
640115,640,Crisp County,Crisp County Primary School,115,D,63.40000000000001,,
640196,640,Crisp County,Crisp County High School,196,D,64.7,87.900002,
640197,640,Crisp County,Crisp County Middle School,197,D,66.8,,
6402052,640,Crisp County,Crisp County Elementary School,2052,D,60.5,,
641101,641,Dade County,Dade Elementary School,101,B,82,,
641195,641,Dade County,Dade County High School,195,C,76,92.199997,
641275,641,Dade County,Davis Elementary School,275,C,75,,
641295,641,Dade County,Dade Middle School,295,C,73.7,,
642103,642,Dawson County,Kilough Elementary School,103,C,73.5,,
642106,642,Dawson County,Dawson County Middle School,106,C,75.7,,
642109,642,Dawson County,Dawson County Junior High,109,C,71.5,,
642111,642,Dawson County,Riverview Elementary School,111,B,86.90000000000001,,
642189,642,Dawson County,Robinson Elementary School,189,B,85.40000000000001,,
642198,642,Dawson County,Dawson County High School ,198,C,78,94.699997,
642199,642,Dawson County,Black's Mill Elementary School,199,C,79,,
643105,643,Decatur County,West Bainbridge Elementary School,105,D,63.2,,
643116,643,Decatur County,New Beginning Learning Center,116,F,46.1,30,
643191,643,Decatur County,Potter Street Elementary School,191,F,56.5,,
6432050,643,Decatur County,Bainbridge Middle School,2050,D,64,,
6432052,643,Decatur County,Hutto Middle School,2052,D,69.2,,
6433050,643,Decatur County,Bainbridge High School,3050,C,76.80000000000001,93.800003,
6433052,643,Decatur County,John Johnson Elementary School,3052,D,64.40000000000001,,
6434052,643,Decatur County,Jones-Wheat Elementary School,4052,B,82.40000000000001,,
644100,644,DeKalb County,Narvie Harris Elementary School,100,F,57.40000000000001,,
6441010,644,DeKalb County,DeKalb Academy of Technology and the Environment Charter School,1010,C,71.40000000000001,,
644102,644,DeKalb County,Wynbrooke Elementary School,102,B,89.10000000000001,,
644103,644,DeKalb County,"Martin Luther King, Jr. High School ",103,F,58,74.5,
644105,644,DeKalb County,Miller Grove High School,105,D,66.2,79.900002,
6441050,644,DeKalb County,DeKalb Elementary School of the Arts,1050,C,77.40000000000001,,
6441052,644,DeKalb County,Brockett Elementary School,1052,C,75.90000000000001,,
6441053,644,DeKalb County,Chapel Hill Elementary School,1053,F,56.1,,
6441054,644,DeKalb County,Columbia Elementary School,1054,F,56.6,,
6441055,644,DeKalb County,Dresden Elementary School,1055,D,62.90000000000001,,
6441056,644,DeKalb County,Evansdale Elementary School,1056,C,73.2,,
6441057,644,DeKalb County,McNair Middle School,1057,F,52.8,,
6441059,644,DeKalb County,Idlewood Elementary School,1059,F,55.7,,
6441061,644,DeKalb County,Livsey Elementary School,1061,B,85.80000000000001,,
644107,644,DeKalb County,Flat Rock Elementary School,107,F,53,,
6441070,644,DeKalb County,Tucker High School,1070,D,65,79.400002,
6441071,644,DeKalb County,Woodward Elementary School,1071,D,65.10000000000001,,
644108,644,DeKalb County,Princeton Elementary School,108,C,73,,
6441101,644,DeKalb County,Peachcrest Elementary School,1101,F,56.90000000000001,,
6441103,644,DeKalb County,Barack H. Obama Elementary Magnet School of Technology,1103,C,70.40000000000001,,
6441104,644,DeKalb County,John Robert Lewis Elementary School,1104,,,,
644113,644,DeKalb County,DeKalb Preparatory Academy Charter,113,F,59.40000000000001,,
644172,644,DeKalb County,Cedar Grove High School,172,D,67,82,
644173,644,DeKalb County,Vanderlyn Elementary School,173,A,95,,
644175,644,DeKalb County,Austin Elementary School,175,A,92.7,,
644176,644,DeKalb County,Redan High School,176,D,61.7,82.099998,
644181,644,DeKalb County,Eldridge L. Miller Elementary School,181,F,50.6,,
644188,644,DeKalb County,Panola Way Elementary School,188,F,56.2,,
644189,644,DeKalb County,Peachtree Middle School,189,C,75.10000000000001,,
644190,644,DeKalb County,Pine Ridge Elementary School,190,D,65,,
644191,644,DeKalb County,Browns Mill Elementary School,191,D,67.90000000000001,,
644193,644,DeKalb County,Chapel Hill Middle School,193,F,53.1,,
644197,644,DeKalb County,Marbut Elementary School,197,C,70.90000000000001,,
644200,644,DeKalb County,Cedar Grove Middle School,200,D,68.3,,
644201,644,DeKalb County,Freedom Middle School,201,D,60.7,,
644202,644,DeKalb County,Lithonia High School,202,D,65.8,79,
644203,644,DeKalb County,Lithonia Middle School,203,D,61.8,,
644205,644,DeKalb County,Redan Middle School,205,D,64.10000000000001,,
6442050,644,DeKalb County,Allgood Elementary School,2050,C,77.40000000000001,,
6442054,644,DeKalb County,Columbia High School,2054,D,63.3,73.199997,
6442055,644,DeKalb County,Druid Hills High School,2055,C,72,77.300003,
6442056,644,DeKalb County,Fernbank Elementary School,2056,D,69.5,,
6442058,644,DeKalb County,Henderson Mill Elementary School,2058,B,85.7,,
6442059,644,DeKalb County,Indian Creek Elementary School,2059,D,61,,
6442061,644,DeKalb County,McLendon Elementary School,2061,B,80.90000000000001,,
6442062,644,DeKalb County,Midvale Elementary School,2062,C,75.7,,
6442065,644,DeKalb County,Cary Reynolds Elementary School,2065,D,66.40000000000001,,
6442068,644,DeKalb County,Stone Mountain Elementary School,2068,D,64,,
644214,644,DeKalb County,Dunwoody Elementary School,214,A,92.2,,
644215,644,DeKalb County,Museum School Avondale Estates,215,B,86.90000000000001,,
644272,644,DeKalb County,Rockbridge Elementary School,272,C,75,,
644275,644,DeKalb County,Cedar Grove Elementary School,275,D,66.7,,
644276,644,DeKalb County,Stone Mountain High School,276,D,60.5,70,
644288,644,DeKalb County,Kittredge Magnet School,288,A,98.10000000000001,,
644290,644,DeKalb County,Sequoyah Middle School,290,D,65.5,,
644291,644,DeKalb County,Salem Middle School,291,F,58.1,,
644293,644,DeKalb County,Shadow Rock Elementary School,293,D,62.5,,
644297,644,DeKalb County,"Edward L. Bouie, Sr. Elementary School",297,C,75.60000000000001,,
644301,644,DeKalb County,Columbia Middle School,301,F,59.6,,
644305,644,DeKalb County,Oakview Elementary,305,D,64.40000000000001,,
6443050,644,DeKalb County,Ashford Park Elementary School,3050,A,91.60000000000001,,
6443051,644,DeKalb County,Briarlake Elementary School,3051,B,83.40000000000001,,
6443052,644,DeKalb County,Canby Lane Elementary School,3052,D,61.40000000000001,,
6443053,644,DeKalb County,Chesnut Elementary School,3053,A,90.40000000000001,,
6443055,644,DeKalb County,Dunaire Elementary School,3055,D,64.3,,
6443056,644,DeKalb County,Flat Shoals Elementary School,3056,D,61.40000000000001,,
6443057,644,DeKalb County,Hambrick Elementary School,3057,C,71.8,,
6443059,644,DeKalb County,Jolly Elementary School,3059,F,55,,
6443060,644,DeKalb County,Lakeside High School,3060,C,74.90000000000001,81.599998,
6443063,644,DeKalb County,Oak Grove Elementary School,3063,C,77.80000000000001,,
6443064,644,DeKalb County,Pleasantdale Elementary School,3064,B,81.60000000000001,,
6443065,644,DeKalb County,Rock Chapel Elementary School,3065,F,53.6,,
6443067,644,DeKalb County,Smoke Rise Elementary School,3067,C,77.10000000000001,,
6443069,644,DeKalb County,Toney Elementary School,3069,F,59.8,,
6443070,644,DeKalb County,McNair High School,3070,D,62.2,68.699997,
644309,644,DeKalb County,Wadsworth Magnet School for High Achievers,309,B,89.2,,
644311,644,DeKalb County,Leadership Preparatory Academy,311,B,84.10000000000001,,
644314,644,DeKalb County,GLOBE Academy Charter School I,314,B,88,,
644315,644,DeKalb County,Tapestry Public Charter School,315,D,62.90000000000001,,
644375,644,DeKalb County,Fairington Elementary School,375,F,54.6,,
644397,644,DeKalb County,Stephenson Middle School,397,F,59.6,,
644399,644,DeKalb County,Robert Shaw Theme School,399,B,87.90000000000001,,
644401,644,DeKalb County,Mary McLeod Bethune Middle School,401,F,53.6,,
6444051,644,DeKalb County,Briar Vista Elementary School,4051,C,76,,
6444052,644,DeKalb County,Murphy Candler Elementary School,4052,F,51.7,,
6444053,644,DeKalb County,Clarkston High School,4053,D,67.40000000000001,61.200001,
6444054,644,DeKalb County,Cross Keys High School,4054,D,66.60000000000001,64.400002,
6444058,644,DeKalb County,Hightower Elementary School,4058,D,61.7,,
6444059,644,DeKalb County,Kelley Lake Elementary School,4059,D,62.7,,
644406,644,DeKalb County,Chamblee Middle School,406,C,77.40000000000001,,
6444060,644,DeKalb County,Laurel Ridge Elementary School,4060,B,83.60000000000001,,
6444062,644,DeKalb County,Montclair Elementary School,4062,D,65,,
6444063,644,DeKalb County,Oakcliff Elementary School,4063,C,76.80000000000001,,
6444064,644,DeKalb County,Rainbow Elementary School,4064,D,65.90000000000001,,
6444065,644,DeKalb County,Rowland Elementary School,4065,F,58.2,,
6444067,644,DeKalb County,Snapfinger Elementary School,4067,F,42.5,,
6444068,644,DeKalb County,Stoneview Elementary School,4068,F,46.3,,
6444069,644,DeKalb County,Towers High School,4069,F,58.8,70.199997,
644407,644,DeKalb County,Dekalb Early College Academy,407,A,96.60000000000001,100,
644409,644,DeKalb County,Ronald E McNair Discover Learning Academy Elementary School,409,F,56.8,,
644410,644,DeKalb County,DeKalb School of the Arts,410,A,90.5,96,
644475,644,DeKalb County,Bob Mathis Elementary School,475,C,72.60000000000001,,
644497,644,DeKalb County,Stephenson High School,497,D,61.90000000000001,86.900002,
644500,644,DeKalb County,DeKalb Alternative School,500,F,36.5,12.5,
6445016,644,DeKalb County,Coralwood Education Center,5016,,,,
644503,644,DeKalb County,East DeKalb Special Education Center,503,,,,
6445050,644,DeKalb County,Avondale Elementary School,5050,D,67,,
6445052,644,DeKalb County,Chamblee Charter High School,5052,C,79.40000000000001,82.699997,
6445055,644,DeKalb County,Dunwoody High School,5055,B,81.5,86.400002,
6445057,644,DeKalb County,Hawthorne Elementary School,5057,C,76,,
6445058,644,DeKalb County,Huntley Hills Elementary School,5058,C,74.90000000000001,,
6445059,644,DeKalb County,Kingsley Elementary School,5059,C,76.10000000000001,,
644506,644,DeKalb County,Stone Mountain Middle School,506,C,70,,
6445062,644,DeKalb County,Montgomery Elementary School,5062,B,81.60000000000001,,
6445064,644,DeKalb County,Redan Elementary School,5064,F,51,,
6445065,644,DeKalb County,Sagamore Hills Elementary School,5065,C,78.10000000000001,,
6445067,644,DeKalb County,Southwest DeKalb High School,5067,C,75.40000000000001,86.5,
644507,644,DeKalb County,The Champion Middle Theme School,507,C,78.10000000000001,,
644510,644,DeKalb County,Margaret Harris Comprehensive School,510,,,,
644575,644,DeKalb County,Stone Mill Elementary School,575,C,71,,
644597,644,DeKalb County,Miller Grove Middle School,597,F,54.7,,
644605,644,DeKalb County,Tucker Middle School,605,D,69.60000000000001,,
644610,644,DeKalb County,"Arabia Mountain High School - Academy of Engineering, Medicine and Environm",610,B,84.80000000000001,99.099998,
644675,644,DeKalb County,Woodridge Elementary School,675,D,65.5,,
644705,644,DeKalb County,DeKalb PATH Academy Charter School,705,C,74,,
644797,644,DeKalb County,Henderson Middle School,797,C,71.7,,
644805,644,DeKalb County,International Community School,805,D,67.2,,
644810,644,DeKalb County,Elizabeth Andrews High School,810,F,37.6,17.700001,
644897,644,DeKalb County,Druid Hills Middle School,897,C,75.10000000000001,,
645103,645,Dodge County,Dodge County High School,103,C,77.10000000000001,98.5,
645180,645,Dodge County,Dodge County Middle School,180,D,67.3,,
645191,645,Dodge County,South Dodge Elementary School,191,C,70.10000000000001,,
645291,645,Dodge County,North Dodge Elementary School,291,B,80.80000000000001,,
645292,645,Dodge County,DAC (Dodge County Achievement Center),292,,,,
646104,646,Dooly County,Dooly County Elementary School,104,F,57.7,,
646182,646,Dooly County,Dooly County High School,182,F,53.3,83,
646204,646,Dooly County,Dooly County Middle School,204,D,61.2,,
646205,646,Dooly County,Dooly County Prep Academy,205,,,,
647101,647,Dougherty County,Albany Middle School,101,F,53.40000000000001,,
647102,647,Dougherty County,Live Oak Elementary School,102,D,67.2,,
647103,647,Dougherty County,Robert A. Cross Middle Magnet,103,B,84.2,,
647105,647,Dougherty County,Robert H Harvey Elementary School,105,D,62.2,,
6471058,647,Dougherty County,Monroe High School,1058,D,62.2,86.5,
647106,647,Dougherty County,Radium Springs Middle School,106,F,49.2,,
647199,647,Dougherty County,Lamar Reese School of the Arts,199,C,73.5,,
647205,647,Dougherty County,Lincoln Elementary Magnet School,205,B,83.2,,
6472052,647,Dougherty County,Dougherty Comprehensive High School,2052,C,71.5,85.300003,
6472058,647,Dougherty County,Morningside Elementary School,2058,D,65,,
647299,647,Dougherty County,Alice Coachman Elementary School,299,F,47.5,,
6473058,647,Dougherty County,Northside Elementary School,3058,F,58.8,,
6473062,647,Dougherty County,Turner Elementary School,3062,C,70,,
647399,647,Dougherty County,"Martin Luther King, Jr. Elementary School",399,F,51,,
6474054,647,Dougherty County,Lake Park Elementary School,4054,B,88.80000000000001,,
6474056,647,Dougherty County,Merry Acres Middle School,4056,D,66,,
6474060,647,Dougherty County,Sherwood Acres Elementary School,4060,D,68.8,,
6474062,647,Dougherty County,Westover High School,4062,D,68.3,89.199997,
6475056,647,Dougherty County,International Studies Elementary Charter School,5056,B,82.60000000000001,,
6475058,647,Dougherty County,Radium Springs Elementary School,5058,D,67.90000000000001,,
6475062,647,Dougherty County,West Town Elementary School,5062,C,72.2,,
648100,648,Douglas County,Chapel Hill High School,100,C,74.10000000000001,89.400002,
