"SCHOOL_YEAR","DETAIL_LEVEL","SCHOOL_DSTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","ACDMC_LVL_CD","TOTAL_STUDENTS_TESTED","STUDENTS_WITH_LEXILE","LEXILE_ON_OR_ABOVE_MIDPOINT","NO_LEXILE_SCORE","AVG_LEXILE_SCORE"
2017,"District Level","609","Ben Hill County","All","All","07",216,216,108,0,1042.9
2017,"District Level","609","Ben Hill County","All","All","08",225,225,102,0,1088.7
2017,"District Level","610","Berrien County","All","All","03",232,232,154,0,726.3
2017,"District Level","610","Berrien County","All","All","04",256,256,139,0,859.7
2017,"District Level","610","Berrien County","All","All","05",222,222,120,0,954.7
2017,"District Level","610","Berrien County","All","All","06",254,253,129,1,1015.8
2017,"District Level","610","Berrien County","All","All","07",234,234,158,0,1125.2
2017,"District Level","610","Berrien County","All","All","08",220,218,136,2,1140.5
2017,"District Level","611","Bibb County","All","All","03",2011,2009,668,2,593.4
2017,"District Level","611","Bibb County","All","All","04",1892,1886,566,6,713.1
2017,"District Level","611","Bibb County","All","All","05",1791,1787,825,4,916.9
2017,"District Level","611","Bibb County","All","All","06",1691,1687,457,4,874
2017,"District Level","611","Bibb County","All","All","07",1738,1734,705,4,996.9
2017,"District Level","611","Bibb County","All","All","08",1633,1624,735,9,1081
2017,"District Level","612","Bleckley County","All","All","03",198,198,99,0,681.7
2017,"District Level","612","Bleckley County","All","All","04",179,179,82,0,808.1
2017,"District Level","612","Bleckley County","All","All","05",172,172,120,0,1013.7
2017,"District Level","612","Bleckley County","All","All","06",152,152,92,0,1045.6
2017,"District Level","612","Bleckley County","All","All","07",177,177,117,0,1127.4
2017,"District Level","612","Bleckley County","All","All","08",158,158,103,0,1192.4
2017,"District Level","613","Brantley County","All","All","03",252,252,128,0,688.6
2017,"District Level","613","Brantley County","All","All","04",224,224,115,0,831.5
2017,"District Level","613","Brantley County","All","All","05",257,256,167,1,989.6
2017,"District Level","613","Brantley County","All","All","06",225,225,116,0,1011.3
2017,"District Level","613","Brantley County","All","All","07",256,256,147,0,1081.2
2017,"District Level","613","Brantley County","All","All","08",239,238,153,1,1164.6
2017,"District Level","614","Brooks County","All","All","03",164,162,55,2,621.3
2017,"District Level","614","Brooks County","All","All","04",172,172,56,0,722.2
2017,"District Level","614","Brooks County","All","All","05",153,153,73,0,927.7
2017,"District Level","614","Brooks County","All","All","06",143,143,38,0,879.4
2017,"District Level","614","Brooks County","All","All","07",150,150,69,0,1044.1
2017,"District Level","614","Brooks County","All","All","08",150,148,64,2,1071.9
2017,"District Level","615","Bryan County","All","All","03",728,724,409,4,707.5
2017,"District Level","615","Bryan County","All","All","04",650,648,379,2,859.6
2017,"District Level","615","Bryan County","All","All","05",658,658,470,0,1030.9
2017,"District Level","615","Bryan County","All","All","06",700,698,414,2,1047.5
2017,"District Level","615","Bryan County","All","All","07",681,681,448,0,1133.3
2017,"District Level","615","Bryan County","All","All","08",695,695,508,0,1210.8
2017,"District Level","616","Bulloch County","All","All","03",807,802,376,5,665
2017,"District Level","616","Bulloch County","All","All","04",835,834,330,1,771.5
2017,"District Level","616","Bulloch County","All","All","05",834,828,467,6,962.2
2017,"District Level","616","Bulloch County","All","All","06",759,758,310,1,957.3
2017,"District Level","616","Bulloch County","All","All","07",772,767,476,5,1111.3
2017,"District Level","616","Bulloch County","All","All","08",733,732,470,1,1169
2017,"District Level","617","Burke County","All","All","03",310,310,96,0,603.5
2017,"District Level","617","Burke County","All","All","04",310,310,104,0,741.5
2017,"District Level","617","Burke County","All","All","05",323,323,136,0,906.4
2017,"District Level","617","Burke County","All","All","06",303,303,104,0,943.8
2017,"District Level","617","Burke County","All","All","07",324,323,159,1,1030.3
2017,"District Level","617","Burke County","All","All","08",334,333,157,1,1100.4
2017,"District Level","618","Butts County","All","All","03",254,254,104,0,628.7
2017,"District Level","618","Butts County","All","All","04",254,254,89,0,742.6
2017,"District Level","618","Butts County","All","All","05",278,277,146,1,942.5
2017,"District Level","618","Butts County","All","All","06",260,260,99,0,946.1
2017,"District Level","618","Butts County","All","All","07",247,247,132,0,1054.4
2017,"District Level","618","Butts County","All","All","08",262,262,141,0,1130.3
2017,"District Level","619","Calhoun County","All","All","03",52,52,9,0,531.2
2017,"District Level","619","Calhoun County","All","All","04",51,51,13,0,700.3
2017,"District Level","619","Calhoun County","All","All","05",47,47,16,0,843.5
2017,"District Level","619","Calhoun County","All","All","06",48,48,7,0,793.2
2017,"District Level","619","Calhoun County","All","All","07",45,44,19,1,1026.6
2017,"District Level","619","Calhoun County","All","All","08",45,45,21,0,1064.9
2017,"District Level","620","Camden County","All","All","03",763,763,443,0,709.5
2017,"District Level","620","Camden County","All","All","04",734,734,433,0,868.4
2017,"District Level","620","Camden County","All","All","05",623,620,426,3,1011.6
2017,"District Level","620","Camden County","All","All","06",642,640,370,2,1046.2
2017,"District Level","620","Camden County","All","All","07",656,655,458,1,1146.3
2017,"District Level","620","Camden County","All","All","08",635,635,461,0,1214.2
2017,"District Level","621","Candler County","All","All","03",177,177,63,0,604.3
2017,"District Level","621","Candler County","All","All","04",163,162,48,1,720.2
2017,"District Level","621","Candler County","All","All","05",158,158,84,0,934.2
2017,"District Level","621","Candler County","All","All","06",163,163,57,0,936.2
2017,"District Level","621","Candler County","All","All","07",170,170,90,0,1052
2017,"District Level","621","Candler County","All","All","08",191,191,95,0,1108.1
2017,"District Level","622","Carroll County","All","All","03",1193,1189,659,4,702.8
2017,"District Level","622","Carroll County","All","All","04",1159,1158,597,1,830.1
2017,"District Level","622","Carroll County","All","All","05",1140,1139,690,1,983
2017,"District Level","622","Carroll County","All","All","06",1007,1005,458,2,974.6
2017,"District Level","622","Carroll County","All","All","07",1042,1040,638,2,1096.7
2017,"District Level","622","Carroll County","All","All","08",1098,1092,721,6,1173.7
2017,"District Level","623","Catoosa County","All","All","03",766,765,412,1,696.9
2017,"District Level","623","Catoosa County","All","All","04",825,823,354,2,790.8
2017,"District Level","623","Catoosa County","All","All","05",761,761,461,0,980.8
2017,"District Level","623","Catoosa County","All","All","06",795,795,382,0,997.6
2017,"District Level","623","Catoosa County","All","All","07",803,802,526,1,1115.7
2017,"District Level","623","Catoosa County","All","All","08",796,795,558,1,1185.5
2017,"District Level","624","Charlton County","All","All","03",138,138,63,0,656.8
2017,"District Level","624","Charlton County","All","All","04",117,117,41,0,765.9
2017,"District Level","624","Charlton County","All","All","05",121,121,71,0,963.7
2017,"District Level","624","Charlton County","All","All","06",112,112,46,0,964.6
2017,"District Level","624","Charlton County","All","All","07",119,119,77,0,1112.9
2017,"District Level","624","Charlton County","All","All","08",97,96,60,1,1134.5
2017,"District Level","625","Savannah-Chatham County","All","All","03",3327,3306,1363,21,629.2
2017,"District Level","625","Savannah-Chatham County","All","All","04",3077,3057,1049,21,746.4
2017,"District Level","625","Savannah-Chatham County","All","All","05",2944,2932,1469,12,931.3
2017,"District Level","625","Savannah-Chatham County","All","All","06",2773,2746,1033,27,944.5
2017,"District Level","625","Savannah-Chatham County","All","All","07",2580,2539,1255,41,1044.9
2017,"District Level","625","Savannah-Chatham County","All","All","08",2501,2470,1388,31,1128.5
2017,"District Level","626","Chattahoochee County","All","All","03",40,40,16,0,655.4
2017,"District Level","626","Chattahoochee County","All","All","04",43,43,19,0,810.9
2017,"District Level","626","Chattahoochee County","All","All","05",45,45,27,0,962.2
2017,"District Level","626","Chattahoochee County","All","All","06",46,46,17,0,916.5
2017,"District Level","626","Chattahoochee County","All","All","07",46,46,15,0,972.3
2017,"District Level","626","Chattahoochee County","All","All","08",54,54,21,0,1060.8
2017,"District Level","627","Chattooga County","All","All","03",236,236,106,0,646.9
2017,"District Level","627","Chattooga County","All","All","04",222,222,56,0,707.5
2017,"District Level","627","Chattooga County","All","All","05",197,197,88,0,913.4
2017,"District Level","627","Chattooga County","All","All","06",174,174,57,0,937.4
2017,"District Level","627","Chattooga County","All","All","07",189,189,105,0,1074.9
2017,"District Level","627","Chattooga County","All","All","08",179,167,91,12,1113.3
2017,"District Level","628","Cherokee County","All","All","03",3082,3065,1740,20,699
2017,"District Level","628","Cherokee County","All","All","04",3220,3205,1756,15,842.8
2017,"District Level","628","Cherokee County","All","All","05",3343,3326,2132,17,992.5
2017,"District Level","628","Cherokee County","All","All","06",3252,3210,1968,42,1058.9
2017,"District Level","628","Cherokee County","All","All","07",3303,3278,2416,25,1164.5
2017,"District Level","628","Cherokee County","All","All","08",3329,3302,2492,27,1217
2017,"District Level","629","Clarke County","All","All","03",1056,1046,455,11,626.4
2017,"District Level","629","Clarke County","All","All","04",1107,1097,410,10,747
2017,"District Level","629","Clarke County","All","All","05",1026,1013,445,13,913.4
2017,"District Level","629","Clarke County","All","All","06",902,895,293,7,912.7
2017,"District Level","629","Clarke County","All","All","07",899,892,403,7,1037.5
2017,"District Level","629","Clarke County","All","All","08",878,853,411,25,1093.2
2017,"District Level","630","Clay County","All","All","03",27,27,6,0,553
2017,"District Level","630","Clay County","All","All","04",26,26,8,0,707.5
2017,"District Level","630","Clay County","All","All","05",26,26,8,0,863.5
2017,"District Level","630","Clay County","All","All","06",25,25,8,0,899.8
2017,"District Level","630","Clay County","All","All","07",21,21,7,0,995.5
2017,"District Level","630","Clay County","All","All","08",17,17,5,0,1056.2
2017,"District Level","631","Clayton County","All","All","03",4635,4615,1602,31,589
2017,"District Level","631","Clayton County","All","All","04",4555,4521,1448,34,727.4
2017,"District Level","631","Clayton County","All","All","05",4282,4268,1865,14,903.9
2017,"District Level","631","Clayton County","All","All","06",4163,4143,1476,21,925.3
2017,"District Level","631","Clayton County","All","All","07",4136,4113,2025,23,1030.2
2017,"District Level","631","Clayton County","All","All","08",3947,3931,2054,16,1104.5
2017,"District Level","632","Clinch County","All","All","03",106,106,36,0,610.2
2017,"District Level","632","Clinch County","All","All","04",92,92,21,0,722
2017,"District Level","632","Clinch County","All","All","05",102,102,38,0,879.8
2017,"District Level","632","Clinch County","All","All","06",101,101,36,0,947.8
2017,"District Level","632","Clinch County","All","All","07",98,98,41,0,1009.3
2017,"District Level","632","Clinch County","All","All","08",103,103,47,0,1081.3
2017,"District Level","633","Cobb County","All","All","03",8633,8574,5174,64,703.8
2017,"District Level","633","Cobb County","All","All","04",8825,8768,4954,58,853.8
2017,"District Level","633","Cobb County","All","All","05",8599,8537,5618,63,999.1
2017,"District Level","633","Cobb County","All","All","06",8359,8310,4988,49,1060.1
2017,"District Level","633","Cobb County","All","All","07",8524,8435,6171,90,1161.5
2017,"District Level","633","Cobb County","All","All","08",8434,8360,6324,74,1223.5
2017,"District Level","634","Coffee County","All","All","03",625,623,278,3,652.2
2017,"District Level","634","Coffee County","All","All","04",593,592,236,1,783.4
2017,"District Level","634","Coffee County","All","All","05",520,518,284,2,957.5
2017,"District Level","634","Coffee County","All","All","06",516,514,243,2,994.7
2017,"District Level","634","Coffee County","All","All","07",547,542,332,5,1095
2017,"District Level","634","Coffee County","All","All","08",514,511,316,3,1153.7
2017,"District Level","635","Colquitt County","All","All","03",755,753,299,2,625.9
2017,"District Level","635","Colquitt County","All","All","04",726,725,181,1,713.7
2017,"District Level","635","Colquitt County","All","All","05",729,728,310,1,904.4
2017,"District Level","635","Colquitt County","All","All","06",671,667,211,4,910.4
2017,"District Level","635","Colquitt County","All","All","07",644,642,281,3,1005.7
2017,"District Level","635","Colquitt County","All","All","08",631,630,273,1,1070.9
2017,"District Level","636","Columbia County","All","All","03",2098,2093,1228,9,710.1
2017,"District Level","636","Columbia County","All","All","04",2044,2040,1210,4,874.3
2017,"District Level","636","Columbia County","All","All","05",2094,2091,1394,3,1007.2
2017,"District Level","636","Columbia County","All","All","06",2095,2092,1209,3,1044.4
2017,"District Level","636","Columbia County","All","All","07",2016,2013,1401,3,1144.9
2017,"District Level","636","Columbia County","All","All","08",2085,2081,1605,4,1218.1
2017,"District Level","637","Cook County","All","All","03",248,247,108,2,615.7
2017,"District Level","637","Cook County","All","All","04",227,226,83,1,754.7
2017,"District Level","637","Cook County","All","All","05",259,258,103,1,870.3
2017,"District Level","637","Cook County","All","All","06",218,218,84,0,952.6
2017,"District Level","637","Cook County","All","All","07",225,225,121,0,1058.2
2017,"District Level","637","Cook County","All","All","08",231,230,129,1,1112.7
2017,"District Level","638","Coweta County","All","All","03",1686,1684,953,2,695.8
2017,"District Level","638","Coweta County","All","All","04",1651,1641,841,10,826.3
2017,"District Level","638","Coweta County","All","All","05",1693,1692,1072,1,987.1
2017,"District Level","638","Coweta County","All","All","06",1699,1695,873,4,1012
2017,"District Level","638","Coweta County","All","All","07",1687,1681,1110,6,1123.5
2017,"District Level","638","Coweta County","All","All","08",1778,1774,1235,4,1191.7
2017,"District Level","639","Crawford County","All","All","03",126,126,62,0,664.5
2017,"District Level","639","Crawford County","All","All","04",135,134,49,1,749.7
2017,"District Level","639","Crawford County","All","All","05",107,107,53,0,931.8
2017,"District Level","639","Crawford County","All","All","06",137,137,52,0,943.7
2017,"District Level","639","Crawford County","All","All","07",130,130,67,0,1040.5
2017,"District Level","639","Crawford County","All","All","08",128,128,62,0,1098
2017,"District Level","640","Crisp County","All","All","03",364,364,110,0,582.7
2017,"District Level","640","Crisp County","All","All","04",310,310,97,0,720.3
2017,"District Level","640","Crisp County","All","All","05",293,291,124,2,915.4
2017,"District Level","640","Crisp County","All","All","06",288,288,97,0,907.7
2017,"District Level","640","Crisp County","All","All","07",278,278,119,0,1007.4
2017,"District Level","640","Crisp County","All","All","08",288,288,127,0,1076.4
2017,"District Level","641","Dade County","All","All","03",167,167,99,0,707.8
2017,"District Level","641","Dade County","All","All","04",160,160,73,0,813.1
2017,"District Level","641","Dade County","All","All","05",179,179,110,0,974.3
2017,"District Level","641","Dade County","All","All","06",150,150,70,0,998.2
2017,"District Level","641","Dade County","All","All","07",156,155,87,1,1070.3
2017,"District Level","641","Dade County","All","All","08",144,144,94,0,1145.6
2017,"District Level","642","Dawson County","All","All","03",262,261,132,1,686.8
2017,"District Level","642","Dawson County","All","All","04",262,262,130,0,824.4
2017,"District Level","642","Dawson County","All","All","05",258,257,170,1,1008.5
2017,"District Level","642","Dawson County","All","All","06",246,246,135,0,1007.6
2017,"District Level","642","Dawson County","All","All","07",290,290,196,0,1143.6
2017,"District Level","642","Dawson County","All","All","08",242,242,172,0,1182.8
2017,"District Level","643","Decatur County","All","All","03",407,406,199,3,652.3
2017,"District Level","643","Decatur County","All","All","04",374,374,162,0,799.9
2017,"District Level","643","Decatur County","All","All","05",379,378,164,1,906.4
2017,"District Level","643","Decatur County","All","All","06",354,354,124,0,931.2
2017,"District Level","643","Decatur County","All","All","07",375,374,184,1,1044.3
2017,"District Level","643","Decatur County","All","All","08",333,333,181,0,1119.4
2017,"District Level","644","DeKalb County","All","All","03",8365,8195,3335,181,628.7
2017,"District Level","644","DeKalb County","All","All","04",8117,7941,2824,177,740.9
2017,"District Level","644","DeKalb County","All","All","05",7850,7676,3673,174,926.4
2017,"District Level","644","DeKalb County","All","All","06",7088,6999,2601,89,936.3
2017,"District Level","644","DeKalb County","All","All","07",7101,7008,3400,93,1031.9
2017,"District Level","644","DeKalb County","All","All","08",7062,6987,3558,75,1100.8
2017,"District Level","645","Dodge County","All","All","03",262,262,109,0,646
2017,"District Level","645","Dodge County","All","All","04",253,253,102,0,782.7
2017,"District Level","645","Dodge County","All","All","05",230,230,108,0,927.2
2017,"District Level","645","Dodge County","All","All","06",222,221,89,1,955.3
2017,"District Level","645","Dodge County","All","All","07",236,235,127,1,1077.8
2017,"District Level","645","Dodge County","All","All","08",239,238,156,1,1157.9
2017,"District Level","646","Dooly County","All","All","03",96,96,35,0,614.6
2017,"District Level","646","Dooly County","All","All","04",90,89,21,1,677.5
2017,"District Level","646","Dooly County","All","All","05",99,99,22,0,843.1
2017,"District Level","646","Dooly County","All","All","06",96,96,15,0,844.3
2017,"District Level","646","Dooly County","All","All","07",79,79,27,0,961.9
2017,"District Level","646","Dooly County","All","All","08",96,94,29,2,1008
2017,"District Level","647","Dougherty County","All","All","03",1302,1299,386,3,579.6
2017,"District Level","647","Dougherty County","All","All","04",1261,1258,367,4,715.1
2017,"District Level","647","Dougherty County","All","All","05",1198,1196,447,2,882.3
2017,"District Level","647","Dougherty County","All","All","06",1011,1010,276,1,887
2017,"District Level","647","Dougherty County","All","All","07",936,930,451,6,1038.5
2017,"District Level","647","Dougherty County","All","All","08",903,900,418,3,1082.6
2017,"District Level","648","Douglas County","All","All","03",1972,1963,951,9,672
2017,"District Level","648","Douglas County","All","All","04",1969,1963,864,6,797.9
2017,"District Level","648","Douglas County","All","All","05",2099,2093,1250,6,970.3
2017,"District Level","648","Douglas County","All","All","06",2002,1986,949,16,1000.2
2017,"District Level","648","Douglas County","All","All","07",2004,1995,1217,9,1090.9
2017,"District Level","648","Douglas County","All","All","08",2004,1995,1293,9,1156.6
2017,"District Level","649","Early County","All","All","03",161,161,58,1,594.5
2017,"District Level","649","Early County","All","All","04",148,148,43,0,735.5
2017,"District Level","649","Early County","All","All","05",150,150,59,0,870.7
2017,"District Level","649","Early County","All","All","06",150,150,54,0,925.7
2017,"District Level","649","Early County","All","All","07",168,168,97,0,1082.6
2017,"District Level","649","Early County","All","All","08",145,145,55,0,1051.7
2017,"District Level","650","Echols County","All","All","03",69,69,28,0,610
2017,"District Level","650","Echols County","All","All","04",61,61,22,0,757.8
2017,"District Level","650","Echols County","All","All","05",63,63,35,0,940.4
2017,"District Level","650","Echols County","All","All","06",62,62,26,0,965.6
2017,"District Level","650","Echols County","All","All","07",52,52,32,0,1094.2
2017,"District Level","650","Echols County","All","All","08",56,56,32,0,1140.6
2017,"District Level","651","Effingham County","All","All","03",888,886,561,2,723.3
2017,"District Level","651","Effingham County","All","All","04",924,923,529,1,858.6
2017,"District Level","651","Effingham County","All","All","05",917,915,607,2,1006.9
2017,"District Level","651","Effingham County","All","All","06",936,936,516,0,1041.1
2017,"District Level","651","Effingham County","All","All","07",841,839,575,2,1142.4
2017,"District Level","651","Effingham County","All","All","08",867,866,632,1,1204
2017,"District Level","652","Elbert County","All","All","03",237,237,90,0,619.7
2017,"District Level","652","Elbert County","All","All","04",228,227,70,1,713.8
2017,"District Level","652","Elbert County","All","All","05",223,221,93,2,908.4
2017,"District Level","652","Elbert County","All","All","06",205,205,69,0,923.7
2017,"District Level","652","Elbert County","All","All","07",210,208,106,2,1042.5
2017,"District Level","652","Elbert County","All","All","08",225,224,111,1,1120.2
2017,"District Level","653","Emanuel County","All","All","03",355,355,153,0,626.1
2017,"District Level","653","Emanuel County","All","All","04",341,339,91,2,713.4
2017,"District Level","653","Emanuel County","All","All","05",332,332,129,0,884.5
2017,"District Level","653","Emanuel County","All","All","06",337,336,95,1,891.9
2017,"District Level","653","Emanuel County","All","All","07",284,282,122,2,1012.5
2017,"District Level","653","Emanuel County","All","All","08",329,329,127,0,1052.9
2017,"District Level","654","Evans County","All","All","03",161,161,59,0,636.8
2017,"District Level","654","Evans County","All","All","04",151,151,52,0,722
2017,"District Level","654","Evans County","All","All","05",140,139,58,1,898.6
2017,"District Level","654","Evans County","All","All","06",151,151,47,0,921.5
2017,"District Level","654","Evans County","All","All","07",136,136,69,0,1054.4
2017,"District Level","654","Evans County","All","All","08",126,126,76,0,1161.6
2017,"District Level","655","Fannin County","All","All","03",206,206,109,0,651
2017,"District Level","655","Fannin County","All","All","04",224,223,107,1,811.8
2017,"District Level","655","Fannin County","All","All","05",221,221,134,0,963.4
2017,"District Level","655","Fannin County","All","All","06",233,233,126,0,1028.1
2017,"District Level","655","Fannin County","All","All","07",235,232,146,3,1097.3
2017,"District Level","655","Fannin County","All","All","08",223,223,157,0,1186.2
2017,"District Level","656","Fayette County","All","All","03",1351,1347,896,4,757
2017,"District Level","656","Fayette County","All","All","04",1367,1358,849,9,894
2017,"District Level","656","Fayette County","All","All","05",1465,1456,1117,9,1047.5
2017,"District Level","656","Fayette County","All","All","06",1517,1514,989,3,1079.3
2017,"District Level","656","Fayette County","All","All","07",1514,1505,1207,9,1202.2
2017,"District Level","656","Fayette County","All","All","08",1655,1650,1391,5,1261.5
2017,"District Level","657","Floyd County","All","All","03",717,717,374,0,681.1
2017,"District Level","657","Floyd County","All","All","04",801,798,345,3,793.6
2017,"District Level","657","Floyd County","All","All","05",766,766,413,0,948.8
2017,"District Level","657","Floyd County","All","All","06",703,698,276,5,954.6
2017,"District Level","657","Floyd County","All","All","07",736,732,395,4,1065.2
2017,"District Level","657","Floyd County","All","All","08",798,797,499,1,1155.9
2017,"District Level","658","Forsyth County","All","All","03",3666,3646,2712,20,784.9
2017,"District Level","658","Forsyth County","All","All","04",3578,3563,2631,15,952.6
2017,"District Level","658","Forsyth County","All","All","05",3686,3665,2966,22,1083.9
2017,"District Level","658","Forsyth County","All","All","06",3664,3653,2833,11,1155.3
2017,"District Level","658","Forsyth County","All","All","07",3731,3721,3221,10,1240.9
2017,"District Level","658","Forsyth County","All","All","08",3680,3638,3180,42,1292.9
2017,"District Level","659","Franklin County","All","All","03",289,287,119,3,611.3
2017,"District Level","659","Franklin County","All","All","04",269,268,112,1,787.6
2017,"District Level","659","Franklin County","All","All","05",281,280,145,1,933.5
2017,"District Level","659","Franklin County","All","All","06",280,280,128,0,961.5
2017,"District Level","659","Franklin County","All","All","07",268,268,154,0,1081.5
2017,"District Level","659","Franklin County","All","All","08",274,271,167,3,1131.9
2017,"District Level","660","Fulton County","All","All","03",7048,6995,3840,59,693.6
2017,"District Level","660","Fulton County","All","All","04",7322,7273,3849,49,834.4
2017,"District Level","660","Fulton County","All","All","05",7191,7142,4518,49,998.7
2017,"District Level","660","Fulton County","All","All","06",7001,6949,3959,54,1037.9
2017,"District Level","660","Fulton County","All","All","07",7156,7103,4712,53,1138.1
2017,"District Level","660","Fulton County","All","All","08",7098,7026,4854,72,1197.3
2017,"District Level","661","Gilmer County","All","All","03",291,289,129,2,631.7
2017,"District Level","661","Gilmer County","All","All","04",368,366,140,2,758.5
2017,"District Level","661","Gilmer County","All","All","05",320,320,174,0,941
2017,"District Level","661","Gilmer County","All","All","06",313,311,143,2,981.9
2017,"District Level","661","Gilmer County","All","All","07",329,324,211,5,1104
2017,"District Level","661","Gilmer County","All","All","08",292,291,176,1,1153
2017,"District Level","662","Glascock County","All","All","03",40,40,13,0,578.6
2017,"District Level","662","Glascock County","All","All","04",39,39,12,0,732.8
2017,"District Level","662","Glascock County","All","All","05",39,39,20,0,959.4
2017,"District Level","662","Glascock County","All","All","06",46,46,22,0,988.6
2017,"District Level","662","Glascock County","All","All","07",37,37,23,0,1068.6
2017,"District Level","662","Glascock County","All","All","08",43,43,27,0,1141.4
2017,"District Level","663","Glynn County","All","All","03",1027,1025,429,3,640.5
2017,"District Level","663","Glynn County","All","All","04",1013,1011,432,2,796.6
2017,"District Level","663","Glynn County","All","All","05",986,975,597,11,978.1
2017,"District Level","663","Glynn County","All","All","06",940,937,483,3,1006.4
2017,"District Level","663","Glynn County","All","All","07",986,980,628,6,1123.2
2017,"District Level","663","Glynn County","All","All","08",974,963,675,11,1191.7
2017,"District Level","664","Gordon County","All","All","03",519,519,266,0,665.9
2017,"District Level","664","Gordon County","All","All","04",486,485,210,1,806.2
2017,"District Level","664","Gordon County","All","All","05",482,480,242,2,933.1
2017,"District Level","664","Gordon County","All","All","06",483,483,218,0,982.5
2017,"District Level","664","Gordon County","All","All","07",477,476,315,1,1128.4
2017,"District Level","664","Gordon County","All","All","08",463,463,278,0,1135.9
2017,"District Level","665","Grady County","All","All","03",366,364,149,2,619.4
2017,"District Level","665","Grady County","All","All","04",378,378,140,0,769.4
2017,"District Level","665","Grady County","All","All","05",352,350,155,2,891.3
2017,"District Level","665","Grady County","All","All","06",323,321,133,2,960.9
2017,"District Level","665","Grady County","All","All","07",356,354,184,2,1035.7
