"LONG_SCHOOL_YEAR","SCHOOL_DISTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","SUBGRP_DESC","TEST_CMPNT_TYP_CD","NATIONAL_NUM_TESTED_CNT","STATE_NUM_TESTED_CNT","DSTRCT_NUM_TESTED_CNT","INSTN_NUM_TESTED_CNT","STATE_AVG_SCORE_VAL","DSTRCT_AVG_SCORE_VAL","INSTN_AVG_SCORE_VAL"
"2016-17","602","Atkinson County","0103","Atkinson County High School","All Students","Evidence Based Reading and Writing - New",1715481,61246,40,40,533,509,509
"2016-17","602","Atkinson County","0103","Atkinson County High School","All Students","Math Section Score - New",1715481,61246,40,40,515,499,499
"2016-17","602","Atkinson County","0103","Atkinson County High School","All Students","Reading Test  Score - New",1715481,61246,40,40,269,256,256
"2016-17","602","Atkinson County","0103","Atkinson County High School","All Students","WritLang Test  Score - New",1715481,61246,40,40,264,253,253
"2016-17","603","Bacon County","0302","Bacon County High School","All Students","Combined Test Score",1715481,61246,46,46,1048,1017,1017
"2016-17","603","Bacon County","0302","Bacon County High School","All Students","Essay Analysis Score - New",1202640,26065,12,12,4,4,4
"2016-17","603","Bacon County","0302","Bacon County High School","All Students","Essay Reading Score - New",1202640,26065,12,12,5,5,5
"2016-17","603","Bacon County","0302","Bacon County High School","All Students","Essay Total",1202640,26065,12,12,14,13,13
"2016-17","603","Bacon County","0302","Bacon County High School","All Students","Essay Writing Score - New",1202640,26065,12,12,5,5,5
"2016-17","603","Bacon County","0302","Bacon County High School","All Students","Evidence Based Reading and Writing - New",1715481,61246,46,46,533,518,518
"2016-17","603","Bacon County","0302","Bacon County High School","All Students","Math Section Score - New",1715481,61246,46,46,515,499,499
"2016-17","603","Bacon County","0302","Bacon County High School","All Students","Reading Test  Score - New",1715481,61246,46,46,269,264,264
"2016-17","603","Bacon County","0302","Bacon County High School","All Students","WritLang Test  Score - New",1715481,61246,46,46,264,254,254
"2016-17","604","Baker County","0105","Baker County K12 School","All Students","Combined Test Score",1715481,61246,9,9,1048,,
"2016-17","604","Baker County","0105","Baker County K12 School","All Students","Evidence Based Reading and Writing - New",1715481,61246,9,9,533,,
"2016-17","604","Baker County","0105","Baker County K12 School","All Students","Math Section Score - New",1715481,61246,9,9,515,,
"2016-17","604","Baker County","0105","Baker County K12 School","All Students","Reading Test  Score - New",1715481,61246,9,9,269,,
"2016-17","604","Baker County","0105","Baker County K12 School","All Students","WritLang Test  Score - New",1715481,61246,9,9,264,,
"2016-17","605","Baldwin County","0189","Baldwin High School","All Students","Combined Test Score",1715481,61246,150,150,1048,944,944
"2016-17","605","Baldwin County","0189","Baldwin High School","All Students","Essay Analysis Score - New",1202640,26065,55,55,4,3,3
"2016-17","605","Baldwin County","0189","Baldwin High School","All Students","Essay Reading Score - New",1202640,26065,55,55,5,4,4
"2016-17","605","Baldwin County","0189","Baldwin High School","All Students","Essay Total",1202640,26065,55,55,14,11,11
"2016-17","605","Baldwin County","0189","Baldwin High School","All Students","Essay Writing Score - New",1202640,26065,55,55,5,4,4
"2016-17","605","Baldwin County","0189","Baldwin High School","All Students","Evidence Based Reading and Writing - New",1715481,61246,150,150,533,481,481
"2016-17","605","Baldwin County","0189","Baldwin High School","All Students","Math Section Score - New",1715481,61246,150,150,515,462,462
"2016-17","605","Baldwin County","0189","Baldwin High School","All Students","Reading Test  Score - New",1715481,61246,150,150,269,241,241
"2016-17","605","Baldwin County","0189","Baldwin High School","All Students","WritLang Test  Score - New",1715481,61246,150,150,264,240,240
"2016-17","606","Banks County","0199","Banks County High School","All Students","Combined Test Score",1715481,61246,104,104,1048,1058,1058
"2016-17","606","Banks County","0199","Banks County High School","All Students","Essay Analysis Score - New",1202640,26065,52,52,4,4,4
"2016-17","606","Banks County","0199","Banks County High School","All Students","Essay Reading Score - New",1202640,26065,52,52,5,5,5
"2016-17","606","Banks County","0199","Banks County High School","All Students","Essay Total",1202640,26065,52,52,14,14,14
"2016-17","606","Banks County","0199","Banks County High School","All Students","Essay Writing Score - New",1202640,26065,52,52,5,5,5
"2016-17","606","Banks County","0199","Banks County High School","All Students","Evidence Based Reading and Writing - New",1715481,61246,104,104,533,535,535
"2016-17","606","Banks County","0199","Banks County High School","All Students","Math Section Score - New",1715481,61246,104,104,515,522,522
"2016-17","606","Banks County","0199","Banks County High School","All Students","Reading Test  Score - New",1715481,61246,104,104,269,273,273
"2016-17","606","Banks County","0199","Banks County High School","All Students","WritLang Test  Score - New",1715481,61246,104,104,264,263,263
"2016-17","607","Barrow County","0101","Apalachee High School","All Students","Combined Test Score",1715481,61246,436,210,1048,1019,1028
"2016-17","607","Barrow County","0101","Apalachee High School","All Students","Essay Analysis Score - New",1202640,26065,231,144,4,4,4
"2016-17","607","Barrow County","0101","Apalachee High School","All Students","Essay Reading Score - New",1202640,26065,231,144,5,5,5
"2016-17","607","Barrow County","0101","Apalachee High School","All Students","Essay Total",1202640,26065,231,144,14,13,13
"2016-17","607","Barrow County","0101","Apalachee High School","All Students","Essay Writing Score - New",1202640,26065,231,144,5,5,5
"2016-17","607","Barrow County","0101","Apalachee High School","All Students","Evidence Based Reading and Writing - New",1715481,61246,436,210,533,520,524
"2016-17","607","Barrow County","0101","Apalachee High School","All Students","Math Section Score - New",1715481,61246,436,210,515,499,504
"2016-17","607","Barrow County","0101","Apalachee High School","All Students","Reading Test  Score - New",1715481,61246,436,210,269,264,265
"2016-17","607","Barrow County","0101","Apalachee High School","All Students","WritLang Test  Score - New",1715481,61246,436,210,264,256,259
"2016-17","607","Barrow County","3052","Winder-Barrow High School","All Students","Combined Test Score",1715481,61246,436,226,1048,1019,1011
"2016-17","607","Barrow County","3052","Winder-Barrow High School","All Students","Essay Analysis Score - New",1202640,26065,231,87,4,4,3
"2016-17","607","Barrow County","3052","Winder-Barrow High School","All Students","Essay Reading Score - New",1202640,26065,231,87,5,5,5
"2016-17","607","Barrow County","3052","Winder-Barrow High School","All Students","Essay Total",1202640,26065,231,87,14,13,13
"2016-17","607","Barrow County","3052","Winder-Barrow High School","All Students","Essay Writing Score - New",1202640,26065,231,87,5,5,5
"2016-17","607","Barrow County","3052","Winder-Barrow High School","All Students","Evidence Based Reading and Writing - New",1715481,61246,436,226,533,520,517
"2016-17","607","Barrow County","3052","Winder-Barrow High School","All Students","Math Section Score - New",1715481,61246,436,226,515,499,494
"2016-17","607","Barrow County","3052","Winder-Barrow High School","All Students","Reading Test  Score - New",1715481,61246,436,226,269,264,263
"2016-17","607","Barrow County","3052","Winder-Barrow High School","All Students","WritLang Test  Score - New",1715481,61246,436,226,264,256,254
"2016-17","608","Bartow County","0105","Adairsville High School","All Students","Combined Test Score",1715481,61246,338,89,1048,1046,1029
"2016-17","608","Bartow County","0105","Adairsville High School","All Students","Essay Analysis Score - New",1202640,26065,141,27,4,4,3
"2016-17","608","Bartow County","0105","Adairsville High School","All Students","Essay Reading Score - New",1202640,26065,141,27,5,5,5
"2016-17","608","Bartow County","0105","Adairsville High School","All Students","Essay Total",1202640,26065,141,27,14,13,13
"2016-17","608","Bartow County","0105","Adairsville High School","All Students","Essay Writing Score - New",1202640,26065,141,27,5,5,5
"2016-17","608","Bartow County","0105","Adairsville High School","All Students","Evidence Based Reading and Writing - New",1715481,61246,338,89,533,535,523
"2016-17","608","Bartow County","0105","Adairsville High School","All Students","Math Section Score - New",1715481,61246,338,89,515,511,506
"2016-17","608","Bartow County","0105","Adairsville High School","All Students","Reading Test  Score - New",1715481,61246,338,89,269,270,263
"2016-17","608","Bartow County","0105","Adairsville High School","All Students","WritLang Test  Score - New",1715481,61246,338,89,264,265,260
"2016-17","608","Bartow County","0114","Cass High School","All Students","Combined Test Score",1715481,61246,338,123,1048,1046,1043
"2016-17","608","Bartow County","0114","Cass High School","All Students","Essay Analysis Score - New",1202640,26065,141,55,4,4,3
"2016-17","608","Bartow County","0114","Cass High School","All Students","Essay Reading Score - New",1202640,26065,141,55,5,5,5
"2016-17","608","Bartow County","0114","Cass High School","All Students","Essay Total",1202640,26065,141,55,14,13,13
"2016-17","608","Bartow County","0114","Cass High School","All Students","Essay Writing Score - New",1202640,26065,141,55,5,5,5
"2016-17","608","Bartow County","0114","Cass High School","All Students","Evidence Based Reading and Writing - New",1715481,61246,338,123,533,535,531
"2016-17","608","Bartow County","0114","Cass High School","All Students","Math Section Score - New",1715481,61246,338,123,515,511,512
"2016-17","608","Bartow County","0114","Cass High School","All Students","Reading Test  Score - New",1715481,61246,338,123,269,270,267
"2016-17","608","Bartow County","0114","Cass High School","All Students","WritLang Test  Score - New",1715481,61246,338,123,264,265,264
"2016-17","608","Bartow County","0198","Woodland High School","All Students","Combined Test Score",1715481,61246,338,126,1048,1046,1061
"2016-17","608","Bartow County","0198","Woodland High School","All Students","Essay Analysis Score - New",1202640,26065,141,59,4,4,4
"2016-17","608","Bartow County","0198","Woodland High School","All Students","Essay Reading Score - New",1202640,26065,141,59,5,5,5
"2016-17","608","Bartow County","0198","Woodland High School","All Students","Essay Total",1202640,26065,141,59,14,13,14
"2016-17","608","Bartow County","0198","Woodland High School","All Students","Essay Writing Score - New",1202640,26065,141,59,5,5,5
"2016-17","608","Bartow County","0198","Woodland High School","All Students","Evidence Based Reading and Writing - New",1715481,61246,338,126,533,535,547
"2016-17","608","Bartow County","0198","Woodland High School","All Students","Math Section Score - New",1715481,61246,338,126,515,511,514
"2016-17","608","Bartow County","0198","Woodland High School","All Students","Reading Test  Score - New",1715481,61246,338,126,269,270,277
"2016-17","608","Bartow County","0198","Woodland High School","All Students","WritLang Test  Score - New",1715481,61246,338,126,264,265,270
"2016-17","609","Ben Hill County","0291","Fitzgerald High School","All Students","Combined Test Score",1715481,61246,110,110,1048,977,977
"2016-17","609","Ben Hill County","0291","Fitzgerald High School","All Students","Essay Analysis Score - New",1202640,26065,36,36,4,4,4
"2016-17","609","Ben Hill County","0291","Fitzgerald High School","All Students","Essay Reading Score - New",1202640,26065,36,36,5,5,5
"2016-17","609","Ben Hill County","0291","Fitzgerald High School","All Students","Essay Total",1202640,26065,36,36,14,13,13
"2016-17","609","Ben Hill County","0291","Fitzgerald High School","All Students","Essay Writing Score - New",1202640,26065,36,36,5,5,5
"2016-17","609","Ben Hill County","0291","Fitzgerald High School","All Students","Evidence Based Reading and Writing - New",1715481,61246,110,110,533,498,498
"2016-17","609","Ben Hill County","0291","Fitzgerald High School","All Students","Math Section Score - New",1715481,61246,110,110,515,480,480
"2016-17","609","Ben Hill County","0291","Fitzgerald High School","All Students","Reading Test  Score - New",1715481,61246,110,110,269,254,254
"2016-17","609","Ben Hill County","0291","Fitzgerald High School","All Students","WritLang Test  Score - New",1715481,61246,110,110,264,244,244
"2016-17","610","Berrien County","0101","Berrien High School","All Students","Combined Test Score",1715481,61246,86,85,1048,1040,1041
"2016-17","610","Berrien County","0101","Berrien High School","All Students","Essay Analysis Score - New",1202640,26065,28,28,4,3,3
"2016-17","610","Berrien County","0101","Berrien High School","All Students","Essay Reading Score - New",1202640,26065,28,28,5,4,4
"2016-17","610","Berrien County","0101","Berrien High School","All Students","Essay Total",1202640,26065,28,28,14,12,12
"2016-17","610","Berrien County","0101","Berrien High School","All Students","Essay Writing Score - New",1202640,26065,28,28,5,5,5
"2016-17","610","Berrien County","0101","Berrien High School","All Students","Evidence Based Reading and Writing - New",1715481,61246,86,85,533,535,535
"2016-17","610","Berrien County","0101","Berrien High School","All Students","Math Section Score - New",1715481,61246,86,85,515,505,505
"2016-17","610","Berrien County","0101","Berrien High School","All Students","Reading Test  Score - New",1715481,61246,86,85,269,275,275
"2016-17","610","Berrien County","0101","Berrien High School","All Students","WritLang Test  Score - New",1715481,61246,86,85,264,261,261
"2016-17","610","Berrien County","0106","Berrien Academy Performance Learning Center","All Students","Combined Test Score",1715481,61246,86,1,1048,1040,
"2016-17","610","Berrien County","0106","Berrien Academy Performance Learning Center","All Students","Evidence Based Reading and Writing - New",1715481,61246,86,1,533,535,
"2016-17","610","Berrien County","0106","Berrien Academy Performance Learning Center","All Students","Math Section Score - New",1715481,61246,86,1,515,505,
"2016-17","610","Berrien County","0106","Berrien Academy Performance Learning Center","All Students","Reading Test  Score - New",1715481,61246,86,1,269,275,
"2016-17","610","Berrien County","0106","Berrien Academy Performance Learning Center","All Students","WritLang Test  Score - New",1715481,61246,86,1,264,261,
"2016-17","611","Bibb County","0105","Howard High School","All Students","Combined Test Score",1715481,61246,1103,210,1048,912,1017
"2016-17","611","Bibb County","0105","Howard High School","All Students","Essay Analysis Score - New",1202640,26065,985,172,4,3,3
"2016-17","611","Bibb County","0105","Howard High School","All Students","Essay Reading Score - New",1202640,26065,985,172,5,4,5
"2016-17","611","Bibb County","0105","Howard High School","All Students","Essay Total",1202640,26065,985,172,14,11,12
"2016-17","611","Bibb County","0105","Howard High School","All Students","Essay Writing Score - New",1202640,26065,985,172,5,4,4
"2016-17","611","Bibb County","0105","Howard High School","All Students","Evidence Based Reading and Writing - New",1715481,61246,1103,210,533,463,515
"2016-17","611","Bibb County","0105","Howard High School","All Students","Math Section Score - New",1715481,61246,1103,210,515,450,502
"2016-17","611","Bibb County","0105","Howard High School","All Students","Reading Test  Score - New",1715481,61246,1103,210,269,232,261
"2016-17","611","Bibb County","0105","Howard High School","All Students","WritLang Test  Score - New",1715481,61246,1103,210,264,230,254
"2016-17","611","Bibb County","0186","Central High School","All Students","Combined Test Score",1715481,61246,1103,218,1048,912,928
"2016-17","611","Bibb County","0186","Central High School","All Students","Essay Analysis Score - New",1202640,26065,985,203,4,3,3
"2016-17","611","Bibb County","0186","Central High School","All Students","Essay Reading Score - New",1202640,26065,985,203,5,4,4
"2016-17","611","Bibb County","0186","Central High School","All Students","Essay Total",1202640,26065,985,203,14,11,12
"2016-17","611","Bibb County","0186","Central High School","All Students","Essay Writing Score - New",1202640,26065,985,203,5,4,4
"2016-17","611","Bibb County","0186","Central High School","All Students","Evidence Based Reading and Writing - New",1715481,61246,1103,218,533,463,475
"2016-17","611","Bibb County","0186","Central High School","All Students","Math Section Score - New",1715481,61246,1103,218,515,450,454
"2016-17","611","Bibb County","0186","Central High School","All Students","Reading Test  Score - New",1715481,61246,1103,218,269,232,238
"2016-17","611","Bibb County","0186","Central High School","All Students","WritLang Test  Score - New",1715481,61246,1103,218,264,230,237
"2016-17","611","Bibb County","0198","Westside High School","All Students","Combined Test Score",1715481,61246,1103,181,1048,912,874
"2016-17","611","Bibb County","0198","Westside High School","All Students","Essay Analysis Score - New",1202640,26065,985,158,4,3,3
"2016-17","611","Bibb County","0198","Westside High School","All Students","Essay Reading Score - New",1202640,26065,985,158,5,4,4
"2016-17","611","Bibb County","0198","Westside High School","All Students","Essay Total",1202640,26065,985,158,14,11,10
"2016-17","611","Bibb County","0198","Westside High School","All Students","Essay Writing Score - New",1202640,26065,985,158,5,4,4
"2016-17","611","Bibb County","0198","Westside High School","All Students","Evidence Based Reading and Writing - New",1715481,61246,1103,181,533,463,443
"2016-17","611","Bibb County","0198","Westside High School","All Students","Math Section Score - New",1715481,61246,1103,181,515,450,431
"2016-17","611","Bibb County","0198","Westside High School","All Students","Reading Test  Score - New",1715481,61246,1103,181,269,232,219
"2016-17","611","Bibb County","0198","Westside High School","All Students","WritLang Test  Score - New",1715481,61246,1103,181,264,230,223
"2016-17","611","Bibb County","0204","Rutland High School","All Students","Combined Test Score",1715481,61246,1103,205,1048,912,938
"2016-17","611","Bibb County","0204","Rutland High School","All Students","Essay Analysis Score - New",1202640,26065,985,189,4,3,3
"2016-17","611","Bibb County","0204","Rutland High School","All Students","Essay Reading Score - New",1202640,26065,985,189,5,4,4
"2016-17","611","Bibb County","0204","Rutland High School","All Students","Essay Total",1202640,26065,985,189,14,11,11
"2016-17","611","Bibb County","0204","Rutland High School","All Students","Essay Writing Score - New",1202640,26065,985,189,5,4,4
"2016-17","611","Bibb County","0204","Rutland High School","All Students","Evidence Based Reading and Writing - New",1715481,61246,1103,205,533,463,473
"2016-17","611","Bibb County","0204","Rutland High School","All Students","Math Section Score - New",1715481,61246,1103,205,515,450,465
"2016-17","611","Bibb County","0204","Rutland High School","All Students","Reading Test  Score - New",1715481,61246,1103,205,269,232,237
"2016-17","611","Bibb County","0204","Rutland High School","All Students","WritLang Test  Score - New",1715481,61246,1103,205,264,230,236
"2016-17","611","Bibb County","0286","Northeast High School","All Students","Combined Test Score",1715481,61246,1103,143,1048,912,829
"2016-17","611","Bibb County","0286","Northeast High School","All Students","Essay Analysis Score - New",1202640,26065,985,132,4,3,3
"2016-17","611","Bibb County","0286","Northeast High School","All Students","Essay Reading Score - New",1202640,26065,985,132,5,4,4
"2016-17","611","Bibb County","0286","Northeast High School","All Students","Essay Total",1202640,26065,985,132,14,11,10
"2016-17","611","Bibb County","0286","Northeast High School","All Students","Essay Writing Score - New",1202640,26065,985,132,5,4,4
"2016-17","611","Bibb County","0286","Northeast High School","All Students","Evidence Based Reading and Writing - New",1715481,61246,1103,143,533,463,419
"2016-17","611","Bibb County","0286","Northeast High School","All Students","Math Section Score - New",1715481,61246,1103,143,515,450,410
"2016-17","611","Bibb County","0286","Northeast High School","All Students","Reading Test  Score - New",1715481,61246,1103,143,269,232,212
"2016-17","611","Bibb County","0286","Northeast High School","All Students","WritLang Test  Score - New",1715481,61246,1103,143,264,230,208
"2016-17","611","Bibb County","0303","William S. Hutchings Career Center","All Students","Combined Test Score",1715481,61246,1103,1,1048,912,
"2016-17","611","Bibb County","0303","William S. Hutchings Career Center","All Students","Evidence Based Reading and Writing - New",1715481,61246,1103,1,533,463,
"2016-17","611","Bibb County","0303","William S. Hutchings Career Center","All Students","Math Section Score - New",1715481,61246,1103,1,515,450,
"2016-17","611","Bibb County","0303","William S. Hutchings Career Center","All Students","Reading Test  Score - New",1715481,61246,1103,1,269,232,
"2016-17","611","Bibb County","0303","William S. Hutchings Career Center","All Students","WritLang Test  Score - New",1715481,61246,1103,1,264,230,
"2016-17","611","Bibb County","0386","Southwest High School","All Students","Combined Test Score",1715481,61246,1103,145,1048,912,830
"2016-17","611","Bibb County","0386","Southwest High School","All Students","Essay Analysis Score - New",1202640,26065,985,131,4,3,2
"2016-17","611","Bibb County","0386","Southwest High School","All Students","Essay Reading Score - New",1202640,26065,985,131,5,4,4
"2016-17","611","Bibb County","0386","Southwest High School","All Students","Essay Total",1202640,26065,985,131,14,11,10
"2016-17","611","Bibb County","0386","Southwest High School","All Students","Essay Writing Score - New",1202640,26065,985,131,5,4,4
"2016-17","611","Bibb County","0386","Southwest High School","All Students","Evidence Based Reading and Writing - New",1715481,61246,1103,145,533,463,421
"2016-17","611","Bibb County","0386","Southwest High School","All Students","Math Section Score - New",1715481,61246,1103,145,515,450,408
"2016-17","611","Bibb County","0386","Southwest High School","All Students","Reading Test  Score - New",1715481,61246,1103,145,269,232,212
"2016-17","611","Bibb County","0386","Southwest High School","All Students","WritLang Test  Score - New",1715481,61246,1103,145,264,230,209
"2016-17","612","Bleckley County","0105","Bleckley County High School","All Students","Combined Test Score",1715481,61246,80,80,1048,1063,1063
"2016-17","612","Bleckley County","0105","Bleckley County High School","All Students","Essay Analysis Score - New",1202640,26065,17,17,4,3,3
"2016-17","612","Bleckley County","0105","Bleckley County High School","All Students","Essay Reading Score - New",1202640,26065,17,17,5,4,4
"2016-17","612","Bleckley County","0105","Bleckley County High School","All Students","Essay Total",1202640,26065,17,17,14,12,12
"2016-17","612","Bleckley County","0105","Bleckley County High School","All Students","Essay Writing Score - New",1202640,26065,17,17,5,4,4
"2016-17","612","Bleckley County","0105","Bleckley County High School","All Students","Evidence Based Reading and Writing - New",1715481,61246,80,80,533,537,537
"2016-17","612","Bleckley County","0105","Bleckley County High School","All Students","Math Section Score - New",1715481,61246,80,80,515,525,525
"2016-17","612","Bleckley County","0105","Bleckley County High School","All Students","Reading Test  Score - New",1715481,61246,80,80,269,271,271
"2016-17","612","Bleckley County","0105","Bleckley County High School","All Students","WritLang Test  Score - New",1715481,61246,80,80,264,267,267
"2016-17","613","Brantley County","1050","Brantley County High School","All Students","Combined Test Score",1715481,61246,91,91,1048,1056,1056
"2016-17","613","Brantley County","1050","Brantley County High School","All Students","Essay Analysis Score - New",1202640,26065,55,55,4,4,4
"2016-17","613","Brantley County","1050","Brantley County High School","All Students","Essay Reading Score - New",1202640,26065,55,55,5,5,5
"2016-17","613","Brantley County","1050","Brantley County High School","All Students","Essay Total",1202640,26065,55,55,14,13,13
"2016-17","613","Brantley County","1050","Brantley County High School","All Students","Essay Writing Score - New",1202640,26065,55,55,5,5,5
"2016-17","613","Brantley County","1050","Brantley County High School","All Students","Evidence Based Reading and Writing - New",1715481,61246,91,91,533,543,543
"2016-17","613","Brantley County","1050","Brantley County High School","All Students","Math Section Score - New",1715481,61246,91,91,515,513,513
"2016-17","613","Brantley County","1050","Brantley County High School","All Students","Reading Test  Score - New",1715481,61246,91,91,269,277,277
"2016-17","613","Brantley County","1050","Brantley County High School","All Students","WritLang Test  Score - New",1715481,61246,91,91,264,266,266
"2016-17","614","Brooks County","0110","Brooks County High School","All Students","Combined Test Score",1715481,61246,37,37,1048,994,994
"2016-17","614","Brooks County","0110","Brooks County High School","All Students","Essay Analysis Score - New",1202640,26065,15,15,4,3,3
"2016-17","614","Brooks County","0110","Brooks County High School","All Students","Essay Reading Score - New",1202640,26065,15,15,5,5,5
"2016-17","614","Brooks County","0110","Brooks County High School","All Students","Essay Total",1202640,26065,15,15,14,13,13
"2016-17","614","Brooks County","0110","Brooks County High School","All Students","Essay Writing Score - New",1202640,26065,15,15,5,5,5
"2016-17","614","Brooks County","0110","Brooks County High School","All Students","Evidence Based Reading and Writing - New",1715481,61246,37,37,533,513,513
"2016-17","614","Brooks County","0110","Brooks County High School","All Students","Math Section Score - New",1715481,61246,37,37,515,481,481
"2016-17","614","Brooks County","0110","Brooks County High School","All Students","Reading Test  Score - New",1715481,61246,37,37,269,257,257
"2016-17","614","Brooks County","0110","Brooks County High School","All Students","WritLang Test  Score - New",1715481,61246,37,37,264,256,256
"2016-17","615","Bryan County","0182","Richmond Hill High School","All Students","Combined Test Score",1715481,61246,403,326,1048,1078,1102
"2016-17","615","Bryan County","0182","Richmond Hill High School","All Students","Essay Analysis Score - New",1202640,26065,194,148,4,4,4
"2016-17","615","Bryan County","0182","Richmond Hill High School","All Students","Essay Reading Score - New",1202640,26065,194,148,5,5,5
"2016-17","615","Bryan County","0182","Richmond Hill High School","All Students","Essay Total",1202640,26065,194,148,14,14,14
"2016-17","615","Bryan County","0182","Richmond Hill High School","All Students","Essay Writing Score - New",1202640,26065,194,148,5,5,5
"2016-17","615","Bryan County","0182","Richmond Hill High School","All Students","Evidence Based Reading and Writing - New",1715481,61246,403,326,533,551,564
"2016-17","615","Bryan County","0182","Richmond Hill High School","All Students","Math Section Score - New",1715481,61246,403,326,515,527,539
"2016-17","615","Bryan County","0182","Richmond Hill High School","All Students","Reading Test  Score - New",1715481,61246,403,326,269,280,286
"2016-17","615","Bryan County","0182","Richmond Hill High School","All Students","WritLang Test  Score - New",1715481,61246,403,326,264,271,278
"2016-17","615","Bryan County","0502","Bryan County High School","All Students","Combined Test Score",1715481,61246,403,77,1048,1078,977
"2016-17","615","Bryan County","0502","Bryan County High School","All Students","Essay Analysis Score - New",1202640,26065,194,46,4,4,3
"2016-17","615","Bryan County","0502","Bryan County High School","All Students","Essay Reading Score - New",1202640,26065,194,46,5,5,4
"2016-17","615","Bryan County","0502","Bryan County High School","All Students","Essay Total",1202640,26065,194,46,14,14,11
"2016-17","615","Bryan County","0502","Bryan County High School","All Students","Essay Writing Score - New",1202640,26065,194,46,5,5,4
"2016-17","615","Bryan County","0502","Bryan County High School","All Students","Evidence Based Reading and Writing - New",1715481,61246,403,77,533,551,499
"2016-17","615","Bryan County","0502","Bryan County High School","All Students","Math Section Score - New",1715481,61246,403,77,515,527,478
"2016-17","615","Bryan County","0502","Bryan County High School","All Students","Reading Test  Score - New",1715481,61246,403,77,269,280,257
"2016-17","615","Bryan County","0502","Bryan County High School","All Students","WritLang Test  Score - New",1715481,61246,403,77,264,271,242
"2016-17","616","Bulloch County","0203","Southeast Bulloch High School","All Students","Combined Test Score",1715481,61246,230,88,1048,1050,1058
"2016-17","616","Bulloch County","0203","Southeast Bulloch High School","All Students","Essay Analysis Score - New",1202640,26065,83,34,4,4,3
"2016-17","616","Bulloch County","0203","Southeast Bulloch High School","All Students","Essay Reading Score - New",1202640,26065,83,34,5,5,5
"2016-17","616","Bulloch County","0203","Southeast Bulloch High School","All Students","Essay Total",1202640,26065,83,34,14,13,13
"2016-17","616","Bulloch County","0203","Southeast Bulloch High School","All Students","Essay Writing Score - New",1202640,26065,83,34,5,5,5
"2016-17","616","Bulloch County","0203","Southeast Bulloch High School","All Students","Evidence Based Reading and Writing - New",1715481,61246,230,88,533,535,539
"2016-17","616","Bulloch County","0203","Southeast Bulloch High School","All Students","Math Section Score - New",1715481,61246,230,88,515,514,518
"2016-17","616","Bulloch County","0203","Southeast Bulloch High School","All Students","Reading Test  Score - New",1715481,61246,230,88,269,270,274
"2016-17","616","Bulloch County","0203","Southeast Bulloch High School","All Students","WritLang Test  Score - New",1715481,61246,230,88,264,265,265
"2016-17","616","Bulloch County","2054","Statesboro High School","All Students","Combined Test Score",1715481,61246,230,115,1048,1050,1052
"2016-17","616","Bulloch County","2054","Statesboro High School","All Students","Essay Analysis Score - New",1202640,26065,83,45,4,4,4
"2016-17","616","Bulloch County","2054","Statesboro High School","All Students","Essay Reading Score - New",1202640,26065,83,45,5,5,5
"2016-17","616","Bulloch County","2054","Statesboro High School","All Students","Essay Total",1202640,26065,83,45,14,13,14
"2016-17","616","Bulloch County","2054","Statesboro High School","All Students","Essay Writing Score - New",1202640,26065,83,45,5,5,5
