LONG_SCHOOL_YEAR,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,TEST_CMPNT_TYP_NM,NUMBER_OF_STUDENTS_TESTED,NUMBER_TESTS_TAKEN,NOTESTS_3ORHIGHER
2010-11,601,Appling County,103,Appling County High School,ALL Subjects,12,12,4
2010-11,601,Appling County,103,Appling County High School,Eng. Literature & Comp,12,12,4
2010-11,601,Appling County,SCHOOL_ALL,SCHOOL_ALL,ALL Subjects,12,12,4
2010-11,601,Appling County,SCHOOL_ALL,SCHOOL_ALL,Eng. Literature & Comp,12,12,4
2010-11,605,Baldwin County,189,Baldwin High School,ALL Subjects,28,35,9
2010-11,605,Baldwin County,189,Baldwin High School,Biology,TFS,,
2010-11,605,Baldwin County,189,Baldwin High School,Eng. Language & Comp,TFS,,
2010-11,605,Baldwin County,189,Baldwin High School,Eng. Literature & Comp,TFS,,
2010-11,605,Baldwin County,189,Baldwin High School,Gov. & Pol. U.S.,12,12,3
2010-11,605,Baldwin County,189,Baldwin High School,Music Theory,TFS,,
2010-11,605,Baldwin County,189,Baldwin High School,U.S. History,TFS,,
2010-11,605,Baldwin County,SCHOOL_ALL,SCHOOL_ALL,ALL Subjects,28,35,9
2010-11,605,Baldwin County,SCHOOL_ALL,SCHOOL_ALL,Biology,TFS,,
2010-11,605,Baldwin County,SCHOOL_ALL,SCHOOL_ALL,Eng. Language & Comp,TFS,,
2010-11,605,Baldwin County,SCHOOL_ALL,SCHOOL_ALL,Eng. Literature & Comp,TFS,,
2010-11,605,Baldwin County,SCHOOL_ALL,SCHOOL_ALL,Gov. & Pol. U.S.,12,12,3
2010-11,605,Baldwin County,SCHOOL_ALL,SCHOOL_ALL,Music Theory,TFS,,
2010-11,605,Baldwin County,SCHOOL_ALL,SCHOOL_ALL,U.S. History,TFS,,
2010-11,606,Banks County,199,Banks County High School,ALL Subjects,42,65,12
2010-11,606,Banks County,199,Banks County High School,Calculus A,TFS,,
2010-11,606,Banks County,199,Banks County High School,Eng. Language & Comp,22,22,5
2010-11,606,Banks County,199,Banks County High School,Eng. Literature & Comp,11,11,5
2010-11,606,Banks County,199,Banks County High School,U.S. History,26,26,1
2010-11,606,Banks County,199,Banks County High School,World History,TFS,,
2010-11,606,Banks County,SCHOOL_ALL,SCHOOL_ALL,ALL Subjects,42,65,12
2010-11,606,Banks County,SCHOOL_ALL,SCHOOL_ALL,Calculus A,TFS,,
2010-11,606,Banks County,SCHOOL_ALL,SCHOOL_ALL,Eng. Language & Comp,22,22,5
2010-11,606,Banks County,SCHOOL_ALL,SCHOOL_ALL,Eng. Literature & Comp,11,11,5
2010-11,606,Banks County,SCHOOL_ALL,SCHOOL_ALL,U.S. History,26,26,1
2010-11,606,Banks County,SCHOOL_ALL,SCHOOL_ALL,World History,TFS,,
2010-11,607,Barrow County,101,Apalachee High School,ALL Subjects,164,261,153
2010-11,607,Barrow County,101,Apalachee High School,Biology,22,22,18
2010-11,607,Barrow County,101,Apalachee High School,Calculus A,11,11,4
2010-11,607,Barrow County,101,Apalachee High School,Chemistry,10,10,5
2010-11,607,Barrow County,101,Apalachee High School,Economics: Micro,46,46,18
2010-11,607,Barrow County,101,Apalachee High School,Eng. Language & Comp,38,38,29
2010-11,607,Barrow County,101,Apalachee High School,Eng. Literature & Comp,24,24,20
2010-11,607,Barrow County,101,Apalachee High School,European History,TFS,,
2010-11,607,Barrow County,101,Apalachee High School,Geography: Human,TFS,,
2010-11,607,Barrow County,101,Apalachee High School,Gov. & Pol. U.S.,38,38,18
2010-11,607,Barrow County,101,Apalachee High School,Statistics,13,13,1
2010-11,607,Barrow County,101,Apalachee High School,U.S. History,49,49,33
2010-11,607,Barrow County,3052,Winder-Barrow High School,ALL Subjects,94,131,97
2010-11,607,Barrow County,3052,Winder-Barrow High School,Art: Studio 2-D Design,TFS,,
2010-11,607,Barrow County,3052,Winder-Barrow High School,Biology,11,11,7
2010-11,607,Barrow County,3052,Winder-Barrow High School,Calculus A,TFS,,
2010-11,607,Barrow County,3052,Winder-Barrow High School,Calculus BC,TFS,,
2010-11,607,Barrow County,3052,Winder-Barrow High School,Economics: Micro,27,27,23
2010-11,607,Barrow County,3052,Winder-Barrow High School,Eng. Language & Comp,TFS,,
2010-11,607,Barrow County,3052,Winder-Barrow High School,Eng. Literature & Comp,13,13,7
2010-11,607,Barrow County,3052,Winder-Barrow High School,Gov. & Pol. U.S.,34,34,26
2010-11,607,Barrow County,3052,Winder-Barrow High School,U.S. History,28,28,25
