SCHOOL_YEAR,SYSTEM_ID,SYSTEM_NAME,SCHOOL_ID,SCHOOL_NAME,direct_cert_perc
2014,633,Cobb County,5067,Sedalia Park Elementary School,34
2014,633,Cobb County,5068,Eastvalley Elementary School,18
2014,634,Coffee County,0100,Indian Creek Elementary,41
2014,634,Coffee County,0102,Ambrose Elementary School ,53
2014,634,Coffee County,0108,Coffee Middle School,44
2014,634,Coffee County,0114,Coffee County Career Academy,42
2014,634,Coffee County,0182,Satilla Elementary School,62
2014,634,Coffee County,0191,Broxton-Mary Hayes Elementary,57
2014,634,Coffee County,0195,Coffee County High School,28
2014,634,Coffee County,0282,Eastside Elementary School,55
2014,634,Coffee County,0291,Nicholls Elementary School,53
2014,634,Coffee County,0308,George Washington Carver Freshman Campus,36
2014,634,Coffee County,3052,West Green Elementary School,52
2014,634,Coffee County,5050,Westside Elementary School,57
2014,635,Colquitt County,0111,Willie J. Williams Middle School,47
2014,635,Colquitt County,0112,Colquitt County Achievement Center,54
2014,635,Colquitt County,0178,Doerun Elementary School,52
2014,635,Colquitt County,0187,Odom Elementary School,63
2014,635,Colquitt County,0278,Norman Park Elementary School,55
2014,635,Colquitt County,1554,Colquitt County High School,34
2014,635,Colquitt County,2052,Funston Elementary School,68
2014,635,Colquitt County,2056,Wright Elementary School,32
2014,635,Colquitt County,3050,Stringfellow Elementary School,82
2014,635,Colquitt County,3052,CA Gray Junior High School,41
2014,635,Colquitt County,3054,Okapilco Elementary School,57
2014,635,Colquitt County,4050,Cox Elementary School,75
2014,635,Colquitt County,4052,Hamilton Elementary School,40
2014,635,Colquitt County,5054,Sunset Elementary School,52
2014,636,Columbia County,0101,Greenbrier Middle School,7
2014,636,Columbia County,0102,Lewiston Elementary School,11
2014,636,Columbia County,0103,Grovetown Middle School,23
2014,636,Columbia County,0106,River Ridge Elementary,8
2014,636,Columbia County,0107,Evans Middle School,20
2014,636,Columbia County,0108,Stallings Island Middle School,6
2014,636,Columbia County,0112,Grovetown High School,14
2014,636,Columbia County,0173,Westmont Elementary School,20
2014,636,Columbia County,0183,Harlem High School,19
2014,636,Columbia County,0186,Evans Elementary School,18
2014,636,Columbia County,0188,Blue Ridge Elementary School,12
2014,636,Columbia County,0189,Lakeside High School,10
2014,636,Columbia County,0190,Brookwood Elementary School,26
2014,636,Columbia County,0192,Stevens Creek Elementary School,7
2014,636,Columbia County,0193,Riverside Middle School,5
2014,636,Columbia County,0194,Riverside Elementary School,6
2014,636,Columbia County,0197,Greenbrier High School,3
2014,636,Columbia County,0208,Cedar Ridge Elementary School,20
2014,636,Columbia County,0212,Baker Place Elementary,12
2014,636,Columbia County,0283,Harlem Middle School,30
2014,636,Columbia County,0290,Lakeside Middle School,25
2014,636,Columbia County,0297,Greenbrier Elementary School,5
2014,636,Columbia County,0397,Euchee Creek Elementary School,25
2014,636,Columbia County,2050,Columbia Middle School,14
2014,636,Columbia County,2052,Martinez Elementary School,29
2014,636,Columbia County,3052,North Columbia Elementary School,27
2014,636,Columbia County,4050,Evans High School,12
2014,636,Columbia County,4052,North Harlem Elementary School,42
2014,636,Columbia County,5050,Grovetown Elementary School,38
2014,636,Columbia County,5052,South Columbia Elementary School,36
2014,637,Cook County,0101,Cook County Middle School,43
2014,637,Cook County,0104,Cook Elementary School,48
2014,637,Cook County,0111,Cook High School,31
2014,637,Cook County,0196,Cook Primary School,53
2014,638,Coweta County,0101,Arbor Springs Elementary,15
2014,638,Coweta County,0103,Willis Road Elementary,21
2014,638,Coweta County,0106,Lee Middle School,18
2014,638,Coweta County,0115,Brooks Elementary,14
2014,638,Coweta County,0189,White Oak Elementary School,26
2014,638,Coweta County,0191,Canongate Elementary School,19
2014,638,Coweta County,0192,Newnan Crossing Elementary School,25
2014,638,Coweta County,0195,Jefferson Parkway Elementary School,46
2014,638,Coweta County,0196,Northgate High School,9
2014,638,Coweta County,0199,Poplar Road Elementary School,34
2014,638,Coweta County,0201,Welch Elementary School,37
2014,638,Coweta County,0203,Glanton Elementary,38
2014,638,Coweta County,0289,East Coweta Middle School,24
2014,638,Coweta County,0295,Thomas Crossroads Elementary School,14
2014,638,Coweta County,0299,Madras Middle School,16
2014,638,Coweta County,0301,Smokey Road Middle School,36
2014,638,Coweta County,0389,East Coweta High School,16
2014,638,Coweta County,0395,Arnall Middle School,23
2014,638,Coweta County,1050,Arnco-Sargent Elementary School,44
2014,638,Coweta County,1054,Ruth Hill Elementary School,48
2014,638,Coweta County,1056,Evans Middle School,32
2014,638,Coweta County,2050,Atkinson Elementary School,42
2014,638,Coweta County,2052,Eastside Elementary School,25
2014,638,Coweta County,2056,Northside Elementary School,26
2014,638,Coweta County,3052,Elm Street Elementary School,35
2014,638,Coweta County,3054,Moreland Elementary School,40
2014,638,Coweta County,5054,Newnan High School,24
2014,638,Coweta County,5056,Western Elementary School,43
2014,639,Crawford County,0192,Crawford County Elementary School,48
2014,639,Crawford County,0193,Crawford County High School,32
2014,639,Crawford County,0202,Crawford County Middle School,39
2014,640,Crisp County,0196,Crisp County High School,40
2014,640,Crisp County,0197,Crisp County Middle School,51
2014,640,Crisp County,0297,A. S. Clark Elementary School,63
2014,640,Crisp County,1050,Blackshear Trail Elementary School,63
2014,640,Crisp County,2052,Southwestern Elementary School,55
2014,640,Crisp County,5050,J. S. Pate Elementary School,59
2014,641,Dade County,0101,Dade Elementary School,35
2014,641,Dade County,0195,Dade County High School,21
2014,641,Dade County,0275,Davis Elementary School,38
2014,641,Dade County,0295,Dade Middle School,28
2014,642,Dawson County,0103,Kilough Elementary School,30
2014,642,Dawson County,0106,Riverview Middle School,22
2014,642,Dawson County,0109,New Dawson County Middle School,23
2014,642,Dawson County,0111,Riverview Elementary School,35
2014,642,Dawson County,0189,Robinson Elementary School,31
2014,642,Dawson County,0198,Dawson County High School ,18
2014,642,Dawson County,0199,Black's Mill Elementary School,31
2014,643,Decatur County,0105,West Bainbridge Elementary School,62
2014,643,Decatur County,0191,Potter Street Elementary School,62
2014,643,Decatur County,1052,Elcan-King Elementary School,60
2014,643,Decatur County,2050,Bainbridge Middle School,46
2014,643,Decatur County,2052,Hutto Middle School,49
2014,643,Decatur County,3050,Bainbridge High School,37
2014,643,Decatur County,3052,John Johnson Elementary School,46
2014,643,Decatur County,4052,Jones-Wheat Elementary School,62
2014,644,DeKalb County,0100,Narvie Harris Elementary School,26
2014,644,DeKalb County,0102,Wynbrooke Elementary School,23
2014,644,DeKalb County,0103,"Martin Luther King, Jr. High School ",39
2014,644,DeKalb County,0105,Miller Grove High School,43
2014,644,DeKalb County,0107,Flat Rock Elementary School,58
2014,644,DeKalb County,0108,Princeton Elementary School,52
2014,644,DeKalb County,0112,Destiny Achievers Academy of Excellence,47
2014,644,DeKalb County,0113,DeKalb Preparatory Academy Charter,42
2014,644,DeKalb County,0172,Cedar Grove High School,42
2014,644,DeKalb County,0175,Austin Elementary School,3
2014,644,DeKalb County,0176,Redan High School,42
2014,644,DeKalb County,0181,Eldridge L. Miller Elementary School,66
2014,644,DeKalb County,0188,Panola Way Elementary School,67
2014,644,DeKalb County,0189,Peachtree Middle School,16
2014,644,DeKalb County,0190,Pine Ridge Elementary School,50
2014,644,DeKalb County,0191,Browns Mill Elementary School,56
2014,644,DeKalb County,0193,Chapel Hill Middle School,45
2014,644,DeKalb County,0197,Marbut Elementary School,40
2014,644,DeKalb County,0200,Cedar Grove Middle School,53
2014,644,DeKalb County,0201,Freedom Middle School,59
2014,644,DeKalb County,0202,Lithonia High School,45
2014,644,DeKalb County,0203,Lithonia Middle School,54
2014,644,DeKalb County,0205,Redan Middle School,53
2014,644,DeKalb County,0214,Dunwoody Elementary School,6
2014,644,DeKalb County,0215,Museum School Avondale Estates,7
2014,644,DeKalb County,0272,Rockbridge Elementary School,61
2014,644,DeKalb County,0275,Cedar Grove Elementary School,55
2014,644,DeKalb County,0276,Stone Mountain High School,44
2014,644,DeKalb County,0288,Kittredge Magnet School,3
2014,644,DeKalb County,0290,Sequoyah Middle School,37
2014,644,DeKalb County,0291,Salem Middle School,50
2014,644,DeKalb County,0293,Shadow Rock Elementary School,56
2014,644,DeKalb County,0297,"Edward L. Bouie, Sr. Elementary School",30
2014,644,DeKalb County,0301,Columbia Middle School,63
2014,644,DeKalb County,0305,Oakview Elementary,59
2014,644,DeKalb County,0309,Wadsworth Magnet School for High Achievers,19
2014,644,DeKalb County,0311,Leadership Preparatory Academy,26
2014,644,DeKalb County,0314,The GLOBE Academy Charter School,7
2014,644,DeKalb County,0375,Fairington Elementary School,66
2014,644,DeKalb County,0397,Stephenson Middle School,42
2014,644,DeKalb County,0399,Robert Shaw Theme School,40
2014,644,DeKalb County,0401,Mary McLeod Bethune Middle School,66
2014,644,DeKalb County,0406,Chamblee Middle School,17
2014,644,DeKalb County,0407,Dekalb Early College Academy,25
2014,644,DeKalb County,0409,Ronald E McNair Discover Learning Academy Elementary School,75
2014,644,DeKalb County,0410,DeKalb School of the Arts,9
2014,644,DeKalb County,0475,Bob Mathis Elementary School,63
2014,644,DeKalb County,0497,Stephenson High School,32
2014,644,DeKalb County,0500,DeKalb Alternative School,61
2014,644,DeKalb County,0503,East DeKalb Special Education Center,38
2014,644,DeKalb County,0506,Stone Mountain Middle School,56
2014,644,DeKalb County,0507,The Champion Middle Theme School,21
2014,644,DeKalb County,0510,Margaret Harris Comprehensive School,28
2014,644,DeKalb County,0575,Stone Mill Elementary School,70
2014,644,DeKalb County,0597,Miller Grove Middle School,54
2014,644,DeKalb County,0605,Tucker Middle School,38
2014,644,DeKalb County,0606,Gateway to College Academy,23
2014,644,DeKalb County,0610,"Arabia Mountain High School - Academy of Engineering, Medicine and Environm",17
2014,644,DeKalb County,0675,Woodridge Elementary School,60
2014,644,DeKalb County,0705,DeKalb PATH Academy Charter School,39
2014,644,DeKalb County,0707,UHS of Laurel Heights,64
2014,644,DeKalb County,0797,Henderson Middle School,24
2014,644,DeKalb County,0805,International Community School,36
2014,644,DeKalb County,0810,Elizabeth Andrews High School,31
2014,644,DeKalb County,0897,Druid Hills Middle School,35
2014,644,DeKalb County,1010,DeKalb Academy of Technology and the Environment Charter School,26
2014,644,DeKalb County,1050,DeKalb Elementary School of the Arts,28
2014,644,DeKalb County,1052,Brockett Elementary School,44
2014,644,DeKalb County,1053,Chapel Hill Elementary School,60
2014,644,DeKalb County,1054,Columbia Elementary School,76
2014,644,DeKalb County,1055,Dresden Elementary School,57
2014,644,DeKalb County,1056,Evansdale Elementary School,28
2014,644,DeKalb County,1057,McNair Middle School,73
2014,644,DeKalb County,1059,Idlewood Elementary School,57
2014,644,DeKalb County,1061,Livsey Elementary School,18
2014,644,DeKalb County,1070,Tucker High School,32
2014,644,DeKalb County,1071,Woodward Elementary School,60
2014,644,DeKalb County,1100,International Student Center,41
2014,644,DeKalb County,2050,Allgood Elementary School,61
2014,644,DeKalb County,2054,Columbia High School,54
2014,644,DeKalb County,2055,Druid Hills High School,30
2014,644,DeKalb County,2056,Fernbank Elementary School,5
2014,644,DeKalb County,2058,Henderson Mill Elementary School,34
2014,644,DeKalb County,2059,Indian Creek Elementary School,65
2014,644,DeKalb County,2060,Knollwood Elementary School,79
2014,644,DeKalb County,2061,McLendon Elementary School,62
2014,644,DeKalb County,2062,Midvale Elementary School,32
2014,644,DeKalb County,2065,Cary Reynolds Elementary School,54
2014,644,DeKalb County,2068,Stone Mountain Elementary School,68
2014,644,DeKalb County,3050,Ashford Park Elementary School,19
2014,644,DeKalb County,3051,Briarlake Elementary School,17
2014,644,DeKalb County,3052,Canby Lane Elementary School,65
2014,644,DeKalb County,3053,Chesnut Elementary School,17
2014,644,DeKalb County,3055,Dunaire Elementary School,69
2014,644,DeKalb County,3056,Flat Shoals Elementary School,78
2014,644,DeKalb County,3057,Hambrick Elementary School,59
2014,644,DeKalb County,3059,Jolly Elementary School,60
2014,644,DeKalb County,3060,Lakeside High School,15
2014,644,DeKalb County,3061,Meadowview Elementary School,73
2014,644,DeKalb County,3062,Midway Elementary School,72
2014,644,DeKalb County,3063,Oak Grove Elementary School,4
2014,644,DeKalb County,3064,Pleasantdale Elementary School,54
2014,644,DeKalb County,3065,Rock Chapel Elementary School,52
2014,644,DeKalb County,3067,Smoke Rise Elementary School,40
2014,644,DeKalb County,3069,Toney Elementary School,78
2014,644,DeKalb County,3070,McNair High School,60
2014,644,DeKalb County,4051,Briar Vista Elementary School,31
2014,644,DeKalb County,4052,Murphy Candler Elementary School,53
2014,644,DeKalb County,4053,Clarkston High School,52
2014,644,DeKalb County,4054,Cross Keys High School,20
2014,644,DeKalb County,4058,Hightower Elementary School,48
2014,644,DeKalb County,4059,Kelley Lake Elementary School,73
2014,644,DeKalb County,4060,Laurel Ridge Elementary School,25
2014,644,DeKalb County,4062,Montclair Elementary School,50
2014,644,DeKalb County,4063,Oakcliff Elementary School,35
2014,644,DeKalb County,4064,Rainbow Elementary School,65
2014,644,DeKalb County,4065,Rowland Elementary School,68
2014,644,DeKalb County,4067,Snapfinger Elementary School,76
2014,644,DeKalb County,4068,Stoneview Elementary School,69
2014,644,DeKalb County,4069,Towers High School,56
2014,644,DeKalb County,5016,Coralwood Education Center,7
2014,644,DeKalb County,5050,Avondale Elementary School,66
2014,644,DeKalb County,5052,Chamblee Charter High School,14
2014,644,DeKalb County,5053,Clifton Elementary School,69
2014,644,DeKalb County,5055,Dunwoody High School,11
2014,644,DeKalb County,5057,Hawthorne Elementary School,30
2014,644,DeKalb County,5058,Huntley Hills Elementary School,31
2014,644,DeKalb County,5059,Kingsley Elementary School,29
2014,644,DeKalb County,5062,Montgomery Elementary School,5
2014,644,DeKalb County,5064,Redan Elementary School,63
2014,644,DeKalb County,5065,Sagamore Hills Elementary School,23
2014,644,DeKalb County,5067,Southwest DeKalb High School,38
2014,645,Dodge County,0103,Dodge County High School,31
2014,645,Dodge County,0180,Dodge County Middle School,40
2014,645,Dodge County,0191,South Dodge Elementary School,51
2014,645,Dodge County,0291,North Dodge Elementary School,47
2014,646,Dooly County,0104,Dooly County Elementary School,73
2014,646,Dooly County,0182,Dooly County High School,50
2014,646,Dooly County,0204,Dooly County Middle School,59
2014,647,Dougherty County,0101,Albany Middle School,76
2014,647,Dougherty County,0102,Live Oak Elementary School,63
2014,647,Dougherty County,0103,Robert A. Cross Middle Magnet,32
2014,647,Dougherty County,0105,Jackson Heights Elementary School,84
2014,647,Dougherty County,0106,Radium Springs Middle School,69
2014,647,Dougherty County,0199,Lamar Reese School of the Arts,72
2014,647,Dougherty County,0205,Lincoln Elementary Magnet School,47
2014,647,Dougherty County,0299,Alice Coachman Elementary School,83
2014,647,Dougherty County,0399,"Martin Luther King, Jr. Elementary School",85
2014,647,Dougherty County,1050,Albany High School,49
2014,647,Dougherty County,1058,Monroe High School,57
2014,647,Dougherty County,2052,Dougherty Comprehensive High School,57
2014,647,Dougherty County,2058,Morningside Elementary School,86
2014,647,Dougherty County,3058,Northside Elementary School,81
2014,647,Dougherty County,3062,Turner Elementary School,84
2014,647,Dougherty County,4054,Lake Park Elementary School,27
2014,647,Dougherty County,4056,Merry Acres Middle School,53
2014,647,Dougherty County,4060,Sherwood Acres Elementary School,57
2014,647,Dougherty County,4062,Westover High School,34
2014,647,Dougherty County,5056,International Studies Elementary Charter School,57
2014,647,Dougherty County,5058,Radium Springs Elementary School,72
2014,647,Dougherty County,5060,Southside Middle School,77
2014,647,Dougherty County,5062,West Town Elementary School,79
2014,648,Douglas County,0100,Chapel Hill High School,19
2014,648,Douglas County,0103,Yeager Middle School,36
2014,648,Douglas County,0104,North Douglas Elementary School,54
2014,648,Douglas County,0107,Bill Arp Elementary School,35
2014,648,Douglas County,0108,Factory Shoals Middle School,34
2014,648,Douglas County,0112,Mason Creek Elementary School,27
2014,648,Douglas County,0113,Mason Creek Middle School,24
2014,648,Douglas County,0175,Lithia Springs Comprehensive High School,33
2014,648,Douglas County,0178,Arbor Station Elementary School,33
2014,648,Douglas County,0180,Fairplay Middle School,14
2014,648,Douglas County,0184,Dorsett Shoals Elementary School,38
2014,648,Douglas County,0187,Alexander High School,18
2014,648,Douglas County,0188,Chestnut Log Middle School,44
2014,648,Douglas County,0193,South Douglas Elementary School,13
2014,648,Douglas County,0198,Bright Star Elementary School,43
2014,648,Douglas County,0200,Holly Springs Elementary,24
2014,648,Douglas County,0203,New Manchester Elementary School,32
2014,648,Douglas County,0208,Chapel Hill Elementary School,28
2014,648,Douglas County,0212,New Manchester High School,29
2014,648,Douglas County,0213,Factory Shoals Elementary School,48
2014,648,Douglas County,0298,Sweetwater Elementary School,50
2014,648,Douglas County,0303,Mirror Lake Elementary School,28
2014,648,Douglas County,0398,Burnett Elementary School,65
2014,648,Douglas County,0407,Brighten Academy,13
2014,648,Douglas County,0498,Eastside Elementary School,51
2014,648,Douglas County,0507,Youth Villages at Inner Harbour,57
2014,648,Douglas County,1054,Winston Elementary School,42
2014,648,Douglas County,2050,Beulah Elementary School,44
2014,648,Douglas County,2054,Turner Middle School,40
2014,648,Douglas County,3052,Lithia Springs Elementary School,43
2014,648,Douglas County,3550,Chapel Hill Middle School,19
2014,648,Douglas County,4050,Douglas County High School,27
2014,648,Douglas County,4052,Mount Carmel Elementary School,39
2014,648,Douglas County,5050,Stewart Middle School,55
2014,648,Douglas County,5052,Annette Winn Elementary School,52
2014,649,Early County,0194,Early County Elementary School,61
2014,649,Early County,0197,Early County Middle School,53
2014,649,Early County,2050,Early County High School,44
2014,650,Echols County,0112,Echols County Elementary/Middle School,54
2014,650,Echols County,1050,Echols County High School,32
2014,651,Effingham County,0103,Springfield Elementary School,36
2014,651,Effingham County,0105,Marlow Elementary School,19
2014,651,Effingham County,0107,Blandford Elementary School,22
2014,651,Effingham County,0186,South Effingham Elementary School,14
2014,651,Effingham County,0190,Guyton Elementary School,30
2014,651,Effingham County,0196,Sand Hill Elementary School,34
2014,651,Effingham County,0197,South Effingham High School,10
2014,651,Effingham County,0203,Ebenezer Middle School,16
2014,651,Effingham County,0290,Effingham County Middle School,31
2014,651,Effingham County,0296,Ebenezer Elementary School,24
2014,651,Effingham County,0297,South Effingham Middle School,15
2014,651,Effingham County,0390,Effingham County High School,18
2014,651,Effingham County,4050,Rincon Elementary School,28
2014,652,Elbert County,0104,Elbert County Middle School ,38
2014,652,Elbert County,0112,Elberton Education Center,76
2014,652,Elbert County,0113,Paul J. Blackwell Learning Center,55
2014,652,Elbert County,0176,Elbert County High School,30
2014,652,Elbert County,0213,Elbert County Primary School,53
2014,652,Elbert County,0313,Elbert County Elementary School,47
2014,653,Emanuel County,0100,Twin City Elementary School,47
2014,653,Emanuel County,0189,Swainsboro High School,39
2014,653,Emanuel County,0192,Swainsboro Middle School,58
2014,653,Emanuel County,0196,Swainsboro Primary School,62
2014,653,Emanuel County,0198,Swainsboro Elementary School,58
2014,653,Emanuel County,1050,Adrian School of Performing Arts,49
2014,653,Emanuel County,2050,Emanuel County Institute,34
2014,654,Evans County,0196,Claxton Elementary School,58
2014,654,Evans County,2050,Claxton High School,40
2014,654,Evans County,3050,Claxton Middle School,45
2014,655,Fannin County,0176,Fannin County High School,32
2014,655,Fannin County,0193,Fannin County Middle School,36
2014,655,Fannin County,0194,East Fannin Elementary School,48
2014,655,Fannin County,0293,West Fannin Elementary School,42
2014,655,Fannin County,1050,Blue Ridge Elementary School,40
2014,656,Fayette County,0102,Cleveland Elementary School,21
2014,656,Fayette County,0103,Sara Harp Minter Elementary School,11
2014,656,Fayette County,0104,Crabapple Lane Elementary School,13
2014,656,Fayette County,0105,Whitewater High School,7
2014,656,Fayette County,0108,Bennett's Mill Middle School,19
2014,656,Fayette County,0111,Inman Elementary,19
2014,656,Fayette County,0178,Booth Middle School,8
2014,656,Fayette County,0180,Huddleston Elementary School,15
2014,656,Fayette County,0181,North Fayette Elementary School,39
2014,656,Fayette County,0182,McIntosh High School,7
2014,656,Fayette County,0186,Oak Grove Elementary School,20
2014,656,Fayette County,0191,Braelinn Elementary School,2
2014,656,Fayette County,0192,Sandy Creek High School,17
2014,656,Fayette County,0196,Kedron Elementary School,9
2014,656,Fayette County,0198,Starrs Mill High School,4
2014,656,Fayette County,0199,Peeples Elementary School,6
2014,656,Fayette County,0291,Robert J. Burch Elementary School,32
2014,656,Fayette County,0296,Spring Hill Elementary School,29
2014,656,Fayette County,0298,Rising Starr Middle School,5
2014,656,Fayette County,0391,Whitewater Middle School,10
2014,656,Fayette County,0398,Fayette County High School,15
2014,656,Fayette County,0402,Fayetteville Elementary School,27
2014,656,Fayette County,0491,Flat Rock Middle School,24
2014,656,Fayette County,1052,Peachtree City Elementary School,8
2014,657,Floyd County,0102,Johnson Elementary,27
2014,657,Floyd County,0103,Coosa Middle School,32
2014,657,Floyd County,0107,Pepperell High School,30
2014,657,Floyd County,0111,Model High,24
2014,657,Floyd County,0173,McHenry Primary,59
2014,657,Floyd County,0188,Model Elementary School,42
2014,657,Floyd County,0195,Armuchee Elementary School,28
2014,657,Floyd County,0199,Pepperell Elementary,41
2014,657,Floyd County,0203,Model Middle School,30
2014,657,Floyd County,0273,Pepperell Middle School,39
2014,657,Floyd County,0303,Armuchee Middle School,26
2014,657,Floyd County,0401,Armuchee High School,16
2014,657,Floyd County,1050,Alto Park Elementary School,48
2014,657,Floyd County,2052,Garden Lakes Elementary School,43
2014,657,Floyd County,2054,Midway Primary,43
2014,657,Floyd County,3050,Cave Spring Elementary School,34
2014,657,Floyd County,3052,Glenwood Primary School,35
2014,657,Floyd County,4054,Pepperell Primary,47
2014,657,Floyd County,5050,Coosa High School,23
2014,658,Forsyth County,0100,Settles Bridge Elementary School,4
2014,658,Forsyth County,0102,Matt Elementary School,14
2014,658,Forsyth County,0103,Cumming Elementary School,29
2014,658,Forsyth County,0104,Sharon Elementary School,2
2014,658,Forsyth County,0105,Riverwatch Middle School,2
2014,658,Forsyth County,0106,Shiloh Point Elementary,6
2014,658,Forsyth County,0107,West Forsyth High School,5
2014,658,Forsyth County,0108,Johns Creek Elementary,4
2014,658,Forsyth County,0176,Mashburn Elementary School,12
2014,658,Forsyth County,0182,Coal Mountain Elementary School,9
2014,658,Forsyth County,0190,South Forsyth High School,4
2014,658,Forsyth County,0194,Chattahoochee Elementary School,14
2014,658,Forsyth County,0195,North Forsyth High School,11
2014,658,Forsyth County,0197,Daves Creek Elementary School,3
2014,658,Forsyth County,0198,Vickery Creek Elementary School,4
2014,658,Forsyth County,0199,Vickery Creek Middle School,4
2014,658,Forsyth County,0202,Otwell Middle School,14
2014,658,Forsyth County,0203,Sawnee Elementary School,12
2014,658,Forsyth County,0204,Chestatee Elementary,27
2014,658,Forsyth County,0206,Little Mill Middle School,17
2014,658,Forsyth County,0211,Brookwood Elementary,3
2014,658,Forsyth County,0213,George W. Whitlow Elementary,12
2014,658,Forsyth County,0214,Lambert High School,2
2014,658,Forsyth County,0215,Haw Creek Elementary,3
2014,658,Forsyth County,0216,Lakeside Middle School,4
2014,658,Forsyth County,0219,i-Achieve Academy,9
2014,658,Forsyth County,0303,Liberty Middle School,10
2014,658,Forsyth County,0307,Silver City Elementary School,13
2014,658,Forsyth County,0313,Kelly Mill Elementary,3
2014,658,Forsyth County,0407,Piney Grove Middle School,9
2014,658,Forsyth County,0498,North Forsyth Middle School,9
2014,658,Forsyth County,0598,South Forsyth Middle School,2
2014,658,Forsyth County,1050,Big Creek Elementary School,4
2014,658,Forsyth County,1052,Midway Elementary School,19
2014,658,Forsyth County,5050,Forsyth Central High School,12
2014,659,Franklin County,0105,Franklin County Middle School,34
2014,659,Franklin County,0107,Carnesville Elementary Intermediate School,33
2014,659,Franklin County,1052,Royston Elementary School,47
2014,659,Franklin County,2050,Carnesville Elementary Primary School,47
2014,659,Franklin County,3050,Franklin County High School,28
2014,659,Franklin County,5050,Lavonia Elementary School,52
2014,660,Fulton County,0100,Summit Hill Elementary,2
2014,660,Fulton County,0101,Abbotts Hill Elementary School,6
2014,660,Fulton County,0102,Creek View Elementary School,5
2014,660,Fulton County,0103,Hembree Springs Elementary School,22
2014,660,Fulton County,0104,Spalding Drive Elementary,18
2014,660,Fulton County,0105,Hopewell Middle School,7
2014,660,Fulton County,0106,Milton High School,4
2014,660,Fulton County,0107,Renaissance Middle School ,48
2014,660,Fulton County,0109,Renaissance ES,43
2014,660,Fulton County,0114,Feldwood Elementary School,56
2014,660,Fulton County,0115,Fulton Sunshine Charter Elementary,4
2014,660,Fulton County,0116,Main Street Charter Academy Elementary,28
2014,660,Fulton County,0117,Main Street Charter Academy Middle,31
2014,660,Fulton County,0118,Hapeville Charter Career Academy,35
2014,660,Fulton County,0119,Cambridge High School,3
2014,660,Fulton County,0175,Jackson Elementary School,32
2014,660,Fulton County,0176,Banneker High School,57
2014,660,Fulton County,0180,Dolvin Elementary School,6
2014,660,Fulton County,0184,Crabapple Middle School,10
2014,660,Fulton County,0186,Camp Creek Middle School,62
2014,660,Fulton County,0187,Barnwell Elementary School,4
2014,660,Fulton County,0189,McNair Middle School,65
2014,660,Fulton County,0190,Lake Windward Elementary School,5
2014,660,Fulton County,0191,Roswell High School,10
2014,660,Fulton County,0192,Hapeville Elementary School,63
2014,660,Fulton County,0193,Crabapple Crossing Elementary School,1
2014,660,Fulton County,0195,New Prospect Elementary School,7
2014,660,Fulton County,0197,Northwood Elementary School,12
2014,660,Fulton County,0198,Centennial High School,12
2014,660,Fulton County,0199,Stonewall Tell Elementary School,34
2014,660,Fulton County,0202,Hillside Elementary School,34
2014,660,Fulton County,0203,Northview High School,2
2014,660,Fulton County,0204,KIPP South Fulton Academy School,35
2014,660,Fulton County,0205,Alpharetta High School,5
2014,660,Fulton County,0206,Oakley Elementary School,47
2014,660,Fulton County,0207,Dunwoody Springs Elementary School,39
2014,660,Fulton County,0273,S. L. Lewis Elementary School,67
2014,660,Fulton County,0275,Nolan Elementary School,62
2014,660,Fulton County,0276,Gullatt Elementary School,66
2014,660,Fulton County,0284,Holcomb Bridge Middle School,25
2014,660,Fulton County,0286,Ridgeview Charter School,28
2014,660,Fulton County,0289,Woodland Middle School,66
2014,660,Fulton County,0290,Tubman Elementary School,71
2014,660,Fulton County,0291,Creekside High School,42
2014,660,Fulton County,0292,Palmetto Elementary School,55
2014,660,Fulton County,0295,Findley Oaks Elementary School,4
2014,660,Fulton County,0297,State Bridge Crossing Elementary School,4
2014,660,Fulton County,0298,Sweet Apple Elementary School,4
2014,660,Fulton County,0299,Manning Oaks Elementary School ,14
2014,660,Fulton County,0301,Heritage Elementary School,77
2014,660,Fulton County,0302,Elkins Pointe Middle School,18
2014,660,Fulton County,0303,Cogburn Woods Elementary School ,7
2014,660,Fulton County,0305,Autrey Mill Middle School,4
2014,660,Fulton County,0307,Georgia Baptist Chidlren's Home and Family Ministries,87
2014,660,Fulton County,0373,Mountain Park Elementary School,4
2014,660,Fulton County,0383,McClarin Alternative School,44
2014,660,Fulton County,0384,Haynes Bridge Middle School,9
2014,660,Fulton County,0386,Independence Alternative School,13
2014,660,Fulton County,0390,Randolph Elementary School,47
2014,660,Fulton County,0391,Bear Creek Middle School,47
2014,660,Fulton County,0392,Chattahoochee High School,4
2014,660,Fulton County,0397,River Eves Elementary School,22
2014,660,Fulton County,0398,Shakerag Elementary School,2
2014,660,Fulton County,0402,River Trail Middle School,2
2014,660,Fulton County,0405,Wilson Creek Elementary School ,5
2014,660,Fulton County,0406,Amana Academy School,22
2014,660,Fulton County,0491,Medlock Bridge Elementary School,5
2014,660,Fulton County,0497,Webb Bridge Middle School,3
2014,660,Fulton County,0501,Hamilton E. Holmes Elementary,71
2014,660,Fulton County,0503,Liberty Point Elementary School,50
2014,660,Fulton County,0505,Sandtown Middle School ,35
2014,660,Fulton County,0506,Fulton Science Academy High School,12
2014,660,Fulton County,0591,Taylor Road Middle School,6
