LONG_SCHOOL_YEAR,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,NUMBER_OF_GRADUATES,HOPE_ELIGIBLE,HOPE_ELIGIBLE_PCT
2016-17,714,Pike County,ALL,All Schools,226,121,53.54
2016-17,715,Polk County,102,Rockmart High School,190,90,47.37
2016-17,715,Polk County,5050,Cedartown High School,274,162,59.12
2016-17,715,Polk County,ALL,All Schools,464,252,54.31
2016-17,716,Pulaski County,2050,Hawkinsville High School,80,21,26.25
2016-17,716,Pulaski County,ALL,All Schools,80,21,26.25
2016-17,717,Putnam County,114,Putnam County High School,172,48,27.91
2016-17,717,Putnam County,ALL,All Schools,172,48,27.91
2016-17,718,Quitman County,110,Quitman County High School,14,TFS,35.71
2016-17,718,Quitman County,ALL,All Schools,14,TFS,35.71
2016-17,719,Rabun County,177,Rabun County High School,132,69,52.27
2016-17,719,Rabun County,ALL,All Schools,132,69,52.27
2016-17,720,Randolph County,201,Randolph Clay High School,79,20,25.32
2016-17,720,Randolph County,ALL,All Schools,79,20,25.32
2016-17,721,Richmond County,100,Cross Creek High School,239,59,24.69
2016-17,721,Richmond County,213,Richmond County Technical Career Magnet School,82,26,31.71
2016-17,721,Richmond County,391,Alternative Education Center at Lamar,,,
2016-17,721,Richmond County,392,Performance Learning Center,27,,
2016-17,721,Richmond County,1052,Butler High School,151,20,13.25
2016-17,721,Richmond County,2056,Hephzibah High School,195,45,23.08
2016-17,721,Richmond County,2574,Westside High School,148,34,22.97
2016-17,721,Richmond County,3054,Glenn Hills High School,170,11,6.47
2016-17,721,Richmond County,3556,Johnson Magnet,82,52,63.41
2016-17,721,Richmond County,3756,Josey High School,127,14,11.02
2016-17,721,Richmond County,4060,Academy of Richmond County High School,255,71,27.84
2016-17,721,Richmond County,4562,Davidson Magnet School,118,99,83.9
2016-17,721,Richmond County,5566,Laney High School,139,27,19.42
2016-17,721,Richmond County,ALL,All Schools,1741,458,26.31
2016-17,722,Rockdale County,176,Heritage High School,386,156,40.41
2016-17,722,Rockdale County,192,Salem High School,312,70,22.44
2016-17,722,Rockdale County,3052,Rockdale County High School,444,165,37.16
2016-17,722,Rockdale County,ALL,All Schools,1142,391,34.24
2016-17,723,Schley County,101,Schley Middle High School,82,44,53.66
2016-17,723,Schley County,ALL,All Schools,82,44,53.66
2016-17,724,Screven County,4052,Screven County High School,118,38,32.2
2016-17,724,Screven County,ALL,All Schools,118,38,32.2
2016-17,725,Seminole County,196,Seminole County Middle/High School,109,59,54.13
2016-17,725,Seminole County,ALL,All Schools,109,59,54.13
2016-17,726,Griffin-Spalding County,101,Spalding High School,240,76,31.67
2016-17,726,Griffin-Spalding County,187,Griffin High School,269,94,34.94
2016-17,726,Griffin-Spalding County,208,AZ Kelsey Academy,27,,
2016-17,726,Griffin-Spalding County,ALL,All Schools,536,170,31.72
2016-17,727,Stephens County,5050,Stephens County High School,211,114,54.03
2016-17,727,Stephens County,ALL,All Schools,211,114,54.03
2016-17,728,Stewart County,201,Stewart County High School,33,10,30.3
2016-17,728,Stewart County,ALL,All Schools,33,10,30.3
2016-17,729,Sumter County,105,Americus Sumter High School (Old Americus-Sumter HS S),249,75,30.12
2016-17,729,Sumter County,ALL,All Schools,249,75,30.12
2016-17,730,Talbot County,190,Central Elementary/High School,30,12,40
2016-17,730,Talbot County,ALL,All Schools,30,12,40
2016-17,731,Taliaferro County,102,Taliaferro County School,,,
2016-17,731,Taliaferro County,ALL,All Schools,,,
2016-17,732,Tattnall County,194,Tattnall County High School,194,77,39.69
2016-17,732,Tattnall County,ALL,All Schools,194,77,39.69
2016-17,733,Taylor County,201,Taylor County High School,81,45,55.56
2016-17,733,Taylor County,ALL,All Schools,81,45,55.56
2016-17,734,Telfair County,201,Telfair County High School,112,52,46.43
2016-17,734,Telfair County,ALL,All Schools,112,52,46.43
2016-17,735,Terrell County,105,Terrell High School,98,21,21.43
2016-17,735,Terrell County,ALL,All Schools,98,21,21.43
2016-17,736,Thomas County,100,Bishop Hall Charter School,58,TFS,8.62
2016-17,736,Thomas County,115,The Renaissance Center for Academic and Career Development,,,
2016-17,736,Thomas County,191,Thomas County Central High School,315,98,31.11
2016-17,736,Thomas County,ALL,All Schools,374,103,27.54
2016-17,737,Tift County,199,Tift County High School,411,170,41.36
2016-17,737,Tift County,ALL,All Schools,411,170,41.36
2016-17,738,Toombs County,192,Toombs County High School,170,70,41.18
2016-17,738,Toombs County,ALL,All Schools,170,70,41.18
2016-17,739,Towns County,204,Towns County High School,85,47,55.29
2016-17,739,Towns County,ALL,All Schools,85,47,55.29
2016-17,740,Treutlen County,213,Treutlen Middle/High School,55,18,32.73
2016-17,740,Treutlen County,ALL,All Schools,55,18,32.73
2016-17,741,Troup County,201,Callaway High School,186,70,37.63
2016-17,741,Troup County,387,Troup County High School,269,138,51.3
2016-17,741,Troup County,1052,LaGrange High School,268,126,47.01
2016-17,741,Troup County,ALL,All Schools,723,334,46.2
2016-17,742,Turner County,3050,Turner County High School,88,28,31.82
2016-17,742,Turner County,ALL,All Schools,88,28,31.82
2016-17,743,Twiggs County,201,Twiggs County High School,59,25,42.37
2016-17,743,Twiggs County,ALL,All Schools,59,25,42.37
2016-17,744,Union County,101,Union County High School,173,121,69.94
2016-17,744,Union County,3050,Woody Gap High/Elementary School,,,
2016-17,744,Union County,ALL,All Schools,181,126,69.61
2016-17,745,Thomaston-Upson County,195,Upson-Lee High School,289,112,38.75
2016-17,745,Thomaston-Upson County,ALL,All Schools,289,112,38.75
2016-17,746,Walker County,190,Ridgeland High School,300,111,37
2016-17,746,Walker County,198,LaFayette High School,266,128,48.12
2016-17,746,Walker County,ALL,All Schools,566,239,42.23
2016-17,747,Walton County,111,Walnut Grove High School,313,172,54.95
2016-17,747,Walton County,199,Loganville High School,352,182,51.7
2016-17,747,Walton County,205,Monroe Area High School,213,91,42.72
2016-17,747,Walton County,ALL,All Schools,878,445,50.68
2016-17,748,Ware County,195,Ware County High School,346,140,40.46
2016-17,748,Ware County,ALL,All Schools,346,140,40.46
2016-17,749,Warren County,205,Warren County High School,29,TFS,24.14
2016-17,749,Warren County,ALL,All Schools,29,TFS,24.14
2016-17,750,Washington County,1052,Washington County High School,202,113,55.94
2016-17,750,Washington County,ALL,All Schools,202,113,55.94
2016-17,751,Wayne County,101,Wayne County High School,328,122,37.2
2016-17,751,Wayne County,ALL,All Schools,328,122,37.2
2016-17,752,Webster County,108,Webster County High School,23,TFS,39.13
2016-17,752,Webster County,ALL,All Schools,23,TFS,39.13
2016-17,753,Wheeler County,3052,Wheeler County High School,62,24,38.71
2016-17,753,Wheeler County,ALL,All Schools,62,24,38.71
2016-17,754,White County,105,White County High School,251,126,50.2
2016-17,754,White County,ALL,All Schools,251,126,50.2
2016-17,755,Whitfield County,112,Coahulla Creek High School,223,84,37.67
2016-17,755,Whitfield County,175,Northwest Whitfield County High School,324,168,51.85
2016-17,755,Whitfield County,212,Phoenix High School,84,TFS,7.14
2016-17,755,Whitfield County,275,Southeast Whitfield County High School,279,107,38.35
2016-17,755,Whitfield County,ALL,All Schools,910,365,40.11
2016-17,756,Wilcox County,201,Wilcox County High School,88,30,34.09
2016-17,756,Wilcox County,ALL,All Schools,88,30,34.09
2016-17,757,Wilkes County,110,Washington-Wilkes Comprehensive High School,79,34,43.04
2016-17,757,Wilkes County,ALL,All Schools,79,34,43.04
2016-17,758,Wilkinson County,3050,Wilkinson County High School,98,33,33.67
2016-17,758,Wilkinson County,ALL,All Schools,98,33,33.67
2016-17,759,Worth County,176,Worth County High School,194,59,30.41
2016-17,759,Worth County,197,Worth County Achievement Center,10,,
2016-17,759,Worth County,ALL,All Schools,204,59,28.92
2016-17,761,Atlanta Public Schools,106,Early College High School at Carver,82,53,64.63
2016-17,761,Atlanta Public Schools,182,Mays High School,323,99,30.65
2016-17,761,Atlanta Public Schools,186,"Maynard H. Jackson, Jr. High School",211,63,29.86
2016-17,761,Atlanta Public Schools,192,North Atlanta High School,394,219,55.58
2016-17,761,Atlanta Public Schools,212,KIPP Atlanta Collegiate,96,32,33.33
2016-17,761,Atlanta Public Schools,306,School of Technology at Carver,57,11,19.3
2016-17,761,Atlanta Public Schools,315,Booker T. Washington High School,159,49,30.82
2016-17,761,Atlanta Public Schools,403,APS-Forrest Hills Academy,,,
2016-17,761,Atlanta Public Schools,515,Charles Drew Charter School JA/SA,82,43,52.44
2016-17,761,Atlanta Public Schools,1409,Therrell High School,142,40,28.17
2016-17,761,Atlanta Public Schools,1410,Corretta Scott King Womens' Leadership Academy,49,13,26.53
2016-17,761,Atlanta Public Schools,1411,B.E.S.T Academy,29,10,34.48
2016-17,761,Atlanta Public Schools,1412,South Atlanta High School,158,36,22.78
2016-17,761,Atlanta Public Schools,1413,Carver High School,121,22,18.18
2016-17,761,Atlanta Public Schools,2664,Crim High School,36,TFS,2.78
2016-17,761,Atlanta Public Schools,4058,Douglass High School,121,28,23.14
2016-17,761,Atlanta Public Schools,4560,Grady High School,318,190,59.75
2016-17,761,Atlanta Public Schools,ALL,All Schools,2379,909,38.21
2016-17,763,Bremen City,201,Bremen High School,145,92,63.45
2016-17,763,Bremen City,ALL,All Schools,145,92,63.45
2016-17,764,Buford City,191,Buford High School,269,158,58.74
2016-17,764,Buford City,ALL,All Schools,269,158,58.74
2016-17,765,Calhoun City,3050,Calhoun High School,252,158,62.7
2016-17,765,Calhoun City,ALL,All Schools,252,158,62.7
2016-17,766,Carrollton City,1050,Carrollton High School,323,188,58.2
2016-17,766,Carrollton City,ALL,All Schools,323,188,58.2
2016-17,767,Cartersville City,2050,Cartersville High School,242,130,53.72
2016-17,767,Cartersville City,ALL,All Schools,242,130,53.72
2016-17,769,Chickamauga City,211,Gordon Lee High School,123,85,69.11
2016-17,769,Chickamauga City,ALL,All Schools,123,85,69.11
2016-17,771,Commerce City,112,Commerce High School,85,40,47.06
2016-17,771,Commerce City,ALL,All Schools,85,40,47.06
2016-17,772,Dalton Public Schools,110,Morris Innovative High School,65,TFS,3.08
2016-17,772,Dalton Public Schools,4050,Dalton High School,429,176,41.03
2016-17,772,Dalton Public Schools,ALL,All Schools,494,178,36.03
2016-17,773,Decatur City,3050,Decatur High School,254,159,62.6
2016-17,773,Decatur City,ALL,All Schools,254,159,62.6
2016-17,774,Dublin City,211,Dublin High School,116,27,23.28
2016-17,774,Dublin City,412,Moore Street Facility,11,,
2016-17,774,Dublin City,ALL,All Schools,127,27,21.26
2016-17,776,Gainesville City,3050,Gainesville High School,396,176,44.44
2016-17,776,Gainesville City,ALL,All Schools,396,176,44.44
2016-17,779,Jefferson City,174,Jefferson High School,228,120,52.63
2016-17,779,Jefferson City,ALL,All Schools,228,120,52.63
2016-17,781,Marietta City,101,Marietta High School,403,127,31.51
2016-17,781,Marietta City,ALL,All Schools,403,127,31.51
2016-17,7820108,State Charter Schools- Mountain Education Center School,108,Mountain Education Center School,268,49,18.28
2016-17,7820108,State Charter Schools- Mountain Education Center School,ALL,All Schools,268,49,18.28
2016-17,7820119,State Charter Schools- Provost Academy Georgia,119,Provost Academy Georgia,188,TFS,3.19
2016-17,7820119,State Charter Schools- Provost Academy Georgia,ALL,All Schools,188,TFS,3.19
2016-17,7820120,State Charter Schools- Georgia Cyber Academy,120,Georgia Cyber Academy,635,220,34.65
2016-17,7820120,State Charter Schools- Georgia Cyber Academy,ALL,All Schools,635,220,34.65
2016-17,7820412,State Charter Schools- Georgia Connections Academy,412,Georgia Connections Academy,310,108,34.84
2016-17,7820412,State Charter Schools- Georgia Connections Academy,ALL,All Schools,310,108,34.84
2016-17,7820613,State Charter Schools- Foothills Charter High School (Madison Campus),613,Foothills Charter High School (Madison Campus),112,14,12.5
2016-17,7820613,State Charter Schools- Foothills Charter High School (Madison Campus),ALL,All Schools,112,14,12.5
2016-17,7830103,Commission Charter Schools- CCAT School,103,CCAT School,20,13,65
2016-17,7830103,Commission Charter Schools- CCAT School,ALL,All Schools,20,13,65
2016-17,7830210,Commission Charter Schools- Pataula Charter Academy,210,Pataula Charter Academy,40,25,62.5
2016-17,7830210,Commission Charter Schools- Pataula Charter Academy,ALL,All Schools,40,25,62.5
2016-17,7830310,Commission Charter Schools- Fulton Leadership Academy,310,Fulton Leadership Academy,22,TFS,40.91
2016-17,7830310,Commission Charter Schools- Fulton Leadership Academy,ALL,All Schools,22,TFS,40.91
2016-17,784,Pelham City,111,Pelham High School,96,27,28.13
2016-17,784,Pelham City,ALL,All Schools,96,27,28.13
2016-17,785,Rome City,193,Rome High School,385,151,39.22
2016-17,785,Rome City,ALL,All Schools,385,151,39.22
2016-17,786,Social Circle City,300,Social Circle High School,103,60,58.25
2016-17,786,Social Circle City,ALL,All Schools,103,60,58.25
2016-17,789,Thomasville City,4052,Thomasville High School,155,79,50.97
2016-17,789,Thomasville City,ALL,All Schools,155,79,50.97
2016-17,791,Trion City,301,Trion High School,88,64,72.73
2016-17,791,Trion City,ALL,All Schools,88,64,72.73
2016-17,792,Valdosta City,273,Valdosta High School,374,115,30.75
2016-17,792,Valdosta City,ALL,All Schools,374,115,30.75
2016-17,793,Vidalia City,273,Vidalia Comprehensive High School,167,81,48.5
2016-17,793,Vidalia City,ALL,All Schools,167,81,48.5
2016-17,799,State Schools,1894,Georgia Academy for the Blind,,,
2016-17,799,State Schools,ALL,All Schools,,,
2016-17,7991893,State Schools- Atlanta Area School for the Deaf,1893,Atlanta Area School for the Deaf,,,
2016-17,7991893,State Schools- Atlanta Area School for the Deaf,ALL,All Schools,,,
2016-17,7991895,State Schools- Georgia School for the Deaf,1895,Georgia School for the Deaf,,,
2016-17,7991895,State Schools- Georgia School for the Deaf,ALL,All Schools,,,
2016-17,891,Department of Juvenile Justice,104,Atlanta Youth Detention Center,,,
2016-17,891,Department of Juvenile Justice,298,Augusta Youth Development Campus,,,
2016-17,891,Department of Juvenile Justice,598,Macon Youth Development Campus,,,
2016-17,891,Department of Juvenile Justice,898,Eastman Youth Development Campus,,,
2016-17,891,Department of Juvenile Justice,4199,Millegeville ITU,,,
2016-17,891,Department of Juvenile Justice,5001,Sumter Youth Development Campus,,,
2016-17,891,Department of Juvenile Justice,ALL,All Schools,20,,
2016-17,ALL,All Systems,ALL,All Schools,106947,46126,43.13
