SystemId,SystemName,SingleScore,Third_Grade_Reading,Fifth_Grade_Reading,Eighth_Grade_Reading,College_Readiness,Accelerated_Course_Taking,Four_Year_Graduation_Rate,CollegeEnrollment
ALL,All Systems,73.60000000000001,,,,60.6,48.90000000000001,79.40000000000001,62
