LONG_SCHOOL_YEAR,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,SUBGRP_DESC,TEST_CMPNT_TYP_CD,NATIONAL_NUM_TESTED_CNT,STATE_NUM_TESTED_CNT,DSTRCT_NUM_TESTED_CNT,INSTN_NUM_TESTED_CNT,NATIONAL_AVG_SCORE_VAL,STATE_AVG_SCORE_VAL,DSTRCT_AVG_SCORE_VAL,INSTN_AVG_SCORE_VAL
2012-13,601,Appling County,103,Appling County High School,All Students,Combined,1295267,84853,142,142,1474,1345,1308,1308
2012-13,601,Appling County,103,Appling County High School,All Students,Mathematics,1295267,84853,142,142,503,482,442,442
2012-13,601,Appling County,103,Appling County High School,All Students,Reading,1295267,84853,142,142,491,483,461,461
2012-13,601,Appling County,103,Appling County High School,All Students,Writing,1295267,84853,142,142,480,381,406,406
2012-13,602,Atkinson County,103,Atkinson County High School,All Students,Combined,1295267,84853,55,55,1474,1345,1236,1236
2012-13,602,Atkinson County,103,Atkinson County High School,All Students,Mathematics,1295267,84853,55,55,503,482,432,432
2012-13,602,Atkinson County,103,Atkinson County High School,All Students,Reading,1295267,84853,55,55,491,483,444,444
2012-13,602,Atkinson County,103,Atkinson County High School,All Students,Writing,1295267,84853,55,55,480,381,360,360
2012-13,603,Bacon County,302,Bacon County High School,All Students,Combined,1295267,84853,50,50,1474,1345,1304,1304
2012-13,603,Bacon County,302,Bacon County High School,All Students,Mathematics,1295267,84853,50,50,503,482,460,460
2012-13,603,Bacon County,302,Bacon County High School,All Students,Reading,1295267,84853,50,50,491,483,442,442
2012-13,603,Bacon County,302,Bacon County High School,All Students,Writing,1295267,84853,50,50,480,381,402,402
2012-13,604,Baker County,105,Baker County K12 School,All Students,Combined,1295267,84853,TFS,TFS,1474,1345,,
2012-13,604,Baker County,105,Baker County K12 School,All Students,Mathematics,1295267,84853,TFS,TFS,503,482,,
2012-13,604,Baker County,105,Baker County K12 School,All Students,Reading,1295267,84853,TFS,TFS,491,483,,
2012-13,604,Baker County,105,Baker County K12 School,All Students,Writing,1295267,84853,TFS,TFS,480,381,,
2012-13,605,Baldwin County,189,Baldwin High School,All Students,Combined,1295267,84853,164,164,1474,1345,1218,1218
2012-13,605,Baldwin County,189,Baldwin High School,All Students,Mathematics,1295267,84853,164,164,503,482,431,431
2012-13,605,Baldwin County,189,Baldwin High School,All Students,Reading,1295267,84853,164,164,491,483,441,441
2012-13,605,Baldwin County,189,Baldwin High School,All Students,Writing,1295267,84853,164,164,480,381,347,347
2012-13,606,Banks County,199,Banks County High School,All Students,Combined,1295267,84853,96,96,1474,1345,1284,1284
2012-13,606,Banks County,199,Banks County High School,All Students,Mathematics,1295267,84853,96,96,503,482,463,463
2012-13,606,Banks County,199,Banks County High School,All Students,Reading,1295267,84853,96,96,491,483,472,472
2012-13,606,Banks County,199,Banks County High School,All Students,Writing,1295267,84853,96,96,480,381,349,349
2012-13,607,Barrow County,101,Apalachee High School,All Students,Combined,1295267,84853,488,226,1474,1345,1317,1338
2012-13,607,Barrow County,101,Apalachee High School,All Students,Mathematics,1295267,84853,488,226,503,482,460,465
2012-13,607,Barrow County,101,Apalachee High School,All Students,Reading,1295267,84853,488,226,491,483,475,478
2012-13,607,Barrow County,101,Apalachee High School,All Students,Writing,1295267,84853,488,226,480,381,382,395
2012-13,607,Barrow County,3052,Winder-Barrow High School,All Students,Combined,1295267,84853,488,262,1474,1345,1317,1300
2012-13,607,Barrow County,3052,Winder-Barrow High School,All Students,Mathematics,1295267,84853,488,262,503,482,460,456
2012-13,607,Barrow County,3052,Winder-Barrow High School,All Students,Reading,1295267,84853,488,262,491,483,475,472
2012-13,607,Barrow County,3052,Winder-Barrow High School,All Students,Writing,1295267,84853,488,262,480,381,382,371
2012-13,608,Bartow County,105,Adairsville High School,All Students,Combined,1295267,84853,421,117,1474,1345,1375,1355
2012-13,608,Bartow County,105,Adairsville High School,All Students,Mathematics,1295267,84853,421,117,503,482,493,488
2012-13,608,Bartow County,105,Adairsville High School,All Students,Reading,1295267,84853,421,117,491,483,497,491
2012-13,608,Bartow County,105,Adairsville High School,All Students,Writing,1295267,84853,421,117,480,381,385,377
2012-13,608,Bartow County,114,Cass High School,All Students,Combined,1295267,84853,421,130,1474,1345,1375,1356
2012-13,608,Bartow County,114,Cass High School,All Students,Mathematics,1295267,84853,421,130,503,482,493,493
2012-13,608,Bartow County,114,Cass High School,All Students,Reading,1295267,84853,421,130,491,483,497,492
2012-13,608,Bartow County,114,Cass High School,All Students,Writing,1295267,84853,421,130,480,381,385,370
2012-13,608,Bartow County,198,Woodland High School,All Students,Combined,1295267,84853,421,174,1474,1345,1375,1403
2012-13,608,Bartow County,198,Woodland High School,All Students,Mathematics,1295267,84853,421,174,503,482,493,497
2012-13,608,Bartow County,198,Woodland High School,All Students,Reading,1295267,84853,421,174,491,483,497,504
2012-13,608,Bartow County,198,Woodland High School,All Students,Writing,1295267,84853,421,174,480,381,385,401
2012-13,609,Ben Hill County,291,Fitzgerald High School,All Students,Combined,1295267,84853,87,87,1474,1345,1289,1289
2012-13,609,Ben Hill County,291,Fitzgerald High School,All Students,Mathematics,1295267,84853,87,87,503,482,462,462
2012-13,609,Ben Hill County,291,Fitzgerald High School,All Students,Reading,1295267,84853,87,87,491,483,454,454
2012-13,609,Ben Hill County,291,Fitzgerald High School,All Students,Writing,1295267,84853,87,87,480,381,373,373
2012-13,610,Berrien County,101,Berrien High School,All Students,Combined,1295267,84853,105,102,1474,1345,1316,1324
2012-13,610,Berrien County,101,Berrien High School,All Students,Mathematics,1295267,84853,105,102,503,482,464,465
2012-13,610,Berrien County,101,Berrien High School,All Students,Reading,1295267,84853,105,102,491,483,469,472
2012-13,610,Berrien County,101,Berrien High School,All Students,Writing,1295267,84853,105,102,480,381,383,387
2012-13,610,Berrien County,106,Berrien Academy Performance Learning Center,All Students,Combined,1295267,84853,105,TFS,1474,1345,1316,
2012-13,610,Berrien County,106,Berrien Academy Performance Learning Center,All Students,Mathematics,1295267,84853,105,TFS,503,482,464,
2012-13,610,Berrien County,106,Berrien Academy Performance Learning Center,All Students,Reading,1295267,84853,105,TFS,491,483,469,
2012-13,610,Berrien County,106,Berrien Academy Performance Learning Center,All Students,Writing,1295267,84853,105,TFS,480,381,383,
2012-13,611,Bibb County,105,Howard High School,All Students,Combined,1295267,84853,1056,290,1474,1345,1217,1330
2012-13,611,Bibb County,105,Howard High School,All Students,Mathematics,1295267,84853,1056,290,503,482,421,454
2012-13,611,Bibb County,105,Howard High School,All Students,Reading,1295267,84853,1056,290,491,483,433,470
2012-13,611,Bibb County,105,Howard High School,All Students,Writing,1295267,84853,1056,290,480,381,362,406
2012-13,611,Bibb County,186,Central High School,All Students,Combined,1295267,84853,1056,222,1474,1345,1217,1244
2012-13,611,Bibb County,186,Central High School,All Students,Mathematics,1295267,84853,1056,222,503,482,421,437
2012-13,611,Bibb County,186,Central High School,All Students,Reading,1295267,84853,1056,222,491,483,433,450
2012-13,611,Bibb County,186,Central High School,All Students,Writing,1295267,84853,1056,222,480,381,362,357
2012-13,611,Bibb County,198,Westside High School,All Students,Combined,1295267,84853,1056,182,1474,1345,1217,1119
2012-13,611,Bibb County,198,Westside High School,All Students,Mathematics,1295267,84853,1056,182,503,482,421,392
2012-13,611,Bibb County,198,Westside High School,All Students,Reading,1295267,84853,1056,182,491,483,433,399
2012-13,611,Bibb County,198,Westside High School,All Students,Writing,1295267,84853,1056,182,480,381,362,329
2012-13,611,Bibb County,204,Rutland High School,All Students,Combined,1295267,84853,1056,183,1474,1345,1217,1232
2012-13,611,Bibb County,204,Rutland High School,All Students,Mathematics,1295267,84853,1056,183,503,482,421,424
2012-13,611,Bibb County,204,Rutland High School,All Students,Reading,1295267,84853,1056,183,491,483,433,438
2012-13,611,Bibb County,204,Rutland High School,All Students,Writing,1295267,84853,1056,183,480,381,362,369
2012-13,611,Bibb County,286,Northeast High School,All Students,Combined,1295267,84853,1056,54,1474,1345,1217,1111
2012-13,611,Bibb County,286,Northeast High School,All Students,Mathematics,1295267,84853,1056,54,503,482,421,390
2012-13,611,Bibb County,286,Northeast High School,All Students,Reading,1295267,84853,1056,54,491,483,433,385
