sys_sch,SystemId,systemname,schoolname,SchoolId,grade,SingleScore
657102,657,Floyd County,Johnson Elementary,102,B,83.90000000000001
657103,657,Floyd County,Coosa Middle School,103,D,64.60000000000001
6571050,657,Floyd County,Alto Park Elementary School,1050,D,65.90000000000001
657107,657,Floyd County,Pepperell High School,107,D,66.2
657111,657,Floyd County,Model High,111,C,75.5
657188,657,Floyd County,Model Elementary School,188,D,67.10000000000001
657195,657,Floyd County,Armuchee Elementary School,195,D,66.8
657199,657,Floyd County,Pepperell Elementary,199,D,69.90000000000001
657203,657,Floyd County,Model Middle School,203,D,68
6572052,657,Floyd County,Garden Lakes Elementary School,2052,D,62.8
657273,657,Floyd County,Pepperell Middle School,273,D,64.8
657303,657,Floyd County,Armuchee Middle School,303,C,72.3
6573050,657,Floyd County,Cave Spring Elementary School,3050,C,73.3
6573052,657,Floyd County,Glenwood Primary School,3052,,
657401,657,Floyd County,Armuchee High School,401,B,86.60000000000001
6574054,657,Floyd County,Pepperell Primary,4054,,
6575050,657,Floyd County,Coosa High School,5050,D,66.2
658100,658,Forsyth County,Settles Bridge Elementary School,100,A,98.10000000000001
658102,658,Forsyth County,Matt Elementary School,102,B,86.80000000000001
658103,658,Forsyth County,Cumming Elementary School,103,C,78.80000000000001
658104,658,Forsyth County,Sharon Elementary School,104,A,102.8
658105,658,Forsyth County,Riverwatch Middle School,105,A,99.90000000000001
6581050,658,Forsyth County,Big Creek Elementary School,1050,A,101.1
6581052,658,Forsyth County,Midway Elementary School,1052,B,87.90000000000001
658106,658,Forsyth County,Shiloh Point Elementary,106,A,92.7
658107,658,Forsyth County,West Forsyth High School,107,B,89.30000000000001
658108,658,Forsyth County,Johns Creek Elementary,108,A,102.9
658176,658,Forsyth County,Mashburn Elementary School,176,A,94.80000000000001
658182,658,Forsyth County,Coal Mountain Elementary School,182,B,86.60000000000001
658190,658,Forsyth County,South Forsyth High School,190,A,98
658194,658,Forsyth County,Chattahoochee Elementary School,194,B,88.2
658195,658,Forsyth County,North Forsyth High School,195,B,85.40000000000001
658197,658,Forsyth County,Daves Creek Elementary School,197,A,102.2
658198,658,Forsyth County,Vickery Creek Elementary School,198,A,92.7
658199,658,Forsyth County,Vickery Creek Middle School,199,A,97
658202,658,Forsyth County,Otwell Middle School,202,B,84.60000000000001
658203,658,Forsyth County,Sawnee Elementary School,203,B,86.2
658204,658,Forsyth County,Chestatee Elementary,204,B,83.80000000000001
658206,658,Forsyth County,Little Mill Middle School,206,B,83.5
658211,658,Forsyth County,Brookwood Elementary,211,A,98.90000000000001
658213,658,Forsyth County,George W. Whitlow Elementary,213,A,96.60000000000001
658214,658,Forsyth County,Lambert High School,214,A,100.6
658215,658,Forsyth County,Haw Creek Elementary,215,B,87.40000000000001
658216,658,Forsyth County,Lakeside Middle School,216,A,94.60000000000001
658303,658,Forsyth County,Liberty Middle School,303,B,82.2
658307,658,Forsyth County,Silver City Elementary School,307,B,88.90000000000001
658313,658,Forsyth County,Kelly Mill Elementary,313,B,89.60000000000001
658407,658,Forsyth County,Piney Grove Middle School,407,A,94
658498,658,Forsyth County,North Forsyth Middle School,498,A,93.5
6585050,658,Forsyth County,Forsyth Central High School,5050,B,86.5
658598,658,Forsyth County,South Forsyth Middle School,598,A,101.2
659105,659,Franklin County,Franklin County Middle School,105,C,75.7
6591052,659,Franklin County,Royston Elementary School,1052,C,71.10000000000001
659107,659,Franklin County,Carnesville Elementary Intermediate School,107,B,81.30000000000001
6592050,659,Franklin County,Carnesville Elementary Primary School,2050,,
6593050,659,Franklin County,Franklin County High School,3050,B,84.40000000000001
6595050,659,Franklin County,Lavonia Elementary School,5050,C,73.3
660100,660,Fulton County,Summit Hill Elementary,100,B,88.40000000000001
660101,660,Fulton County,Abbotts Hill Elementary School,101,B,88.10000000000001
6601010,660,Fulton County,Cliftondale Elementary School,1010,D,65.60000000000001
660102,660,Fulton County,Creek View Elementary School,102,A,92.30000000000001
660103,660,Fulton County,Hembree Springs Elementary School,103,B,80.2
660104,660,Fulton County,Spalding Drive Elementary,104,B,87.40000000000001
660105,660,Fulton County,Hopewell Middle School,105,A,90.2
6601050,660,Fulton County,Alpharetta Elementary School,1050,A,91
660106,660,Fulton County,Milton High School,106,A,95.90000000000001
6601067,660,Fulton County,Roswell North Elementary School,1067,C,73.7
660107,660,Fulton County,Renaissance Middle School ,107,F,55.7
660109,660,Fulton County,Renaissance ES,109,F,56.1
6601110,660,Fulton County,Langston Hughes High School,1110,F,57
660114,660,Fulton County,Feldwood Elementary School,114,F,47.7
660116,660,Fulton County,Main Street Charter Academy,116,D,63
660118,660,Fulton County,Hapeville Charter Career Academy,118,F,55.5
660119,660,Fulton County,Cambridge High School,119,A,97
6601210,660,Fulton County,Birmingham Falls Elementary School,1210,B,85
6601310,660,Fulton County,Ison Springs Elementary School,1310,C,76.60000000000001
6601312,660,Fulton County,Latin Academy Grammar,1312,,
6601313,660,Fulton County,Latin Academy College Prep,1313,B,84.90000000000001
6601315,660,Fulton County,College Park Elementary,1315,F,50.1
660175,660,Fulton County,Jackson Elementary School,175,D,67.90000000000001
660176,660,Fulton County,Banneker High School,176,F,56.90000000000001
660180,660,Fulton County,Dolvin Elementary School,180,B,88.90000000000001
660184,660,Fulton County,Crabapple Middle School,184,B,82.90000000000001
660186,660,Fulton County,Camp Creek Middle School,186,D,60
660187,660,Fulton County,Barnwell Elementary School,187,B,89.30000000000001
660189,660,Fulton County,McNair Middle School,189,F,46.1
660190,660,Fulton County,Lake Windward Elementary School,190,A,100.4
660191,660,Fulton County,Roswell High School,191,A,94.5
660192,660,Fulton County,Hapeville Elementary School,192,F,54.7
660193,660,Fulton County,Crabapple Crossing Elementary School,193,B,88
660195,660,Fulton County,New Prospect Elementary School,195,A,95.10000000000001
660197,660,Fulton County,Northwood Elementary School,197,B,86.40000000000001
660198,660,Fulton County,Centennial High School,198,C,77.7
660199,660,Fulton County,Stonewall Tell Elementary School,199,C,70.3
660202,660,Fulton County,Hillside Elementary School,202,D,64.60000000000001
660203,660,Fulton County,Northview High School,203,A,101.2
660204,660,Fulton County,KIPP South Fulton Academy School,204,C,77.7
660205,660,Fulton County,Alpharetta High School,205,A,93.60000000000001
6602058,660,Fulton County,Bethune Elementary School,2058,D,60.2
660206,660,Fulton County,Oakley Elementary School,206,F,48
660207,660,Fulton County,Dunwoody Springs Elementary School,207,B,83.10000000000001
6602070,660,Fulton County,Campbell Elementary School,2070,D,63.6
660215,660,Fulton County,Chattahoochee Hills Charter School,215,D,67.90000000000001
6602550,660,Fulton County,Brookview Elementary School,2550,F,47.7
660273,660,Fulton County,S. L. Lewis Elementary School,273,F,55.40000000000001
660275,660,Fulton County,Nolan Elementary School,275,F,47.1
660276,660,Fulton County,Gullatt Elementary School,276,F,57.40000000000001
660284,660,Fulton County,Holcomb Bridge Middle School,284,D,66.60000000000001
660286,660,Fulton County,Ridgeview Charter School,286,C,71.7
660289,660,Fulton County,Woodland Middle School,289,F,49.8
660291,660,Fulton County,Creekside High School,291,D,60.3
660292,660,Fulton County,Palmetto Elementary School,292,F,52.3
660295,660,Fulton County,Findley Oaks Elementary School,295,A,97.60000000000001
660297,660,Fulton County,State Bridge Crossing Elementary School,297,A,90.2
660298,660,Fulton County,Sweet Apple Elementary School,298,A,95.60000000000001
660299,660,Fulton County,Manning Oaks Elementary School ,299,C,79.60000000000001
660301,660,Fulton County,Heritage Elementary School,301,F,53.1
660302,660,Fulton County,Elkins Pointe Middle School,302,C,72.40000000000001
660303,660,Fulton County,Cogburn Woods Elementary School ,303,B,89.90000000000001
660305,660,Fulton County,Autrey Mill Middle School,305,B,88.30000000000001
6603056,660,Fulton County,Heards Ferry Elementary School,3056,A,93.60000000000001
6603058,660,Fulton County,Lee Elementary School,3058,C,70.8
6603064,660,Fulton County,Parklane Elementary School,3064,F,45.8
6603066,660,Fulton County,Riverwood International Charter School,3066,B,82.30000000000001
660373,660,Fulton County,Mountain Park Elementary School,373,C,79
660383,660,Fulton County,McClarin High School,383,F,44.2
660384,660,Fulton County,Haynes Bridge Middle School,384,D,69.10000000000001
660386,660,Fulton County,Independence High School,386,D,67.7
660390,660,Fulton County,Randolph Elementary School,390,F,52.6
660391,660,Fulton County,Bear Creek Middle School,391,F,52.90000000000001
660392,660,Fulton County,Chattahoochee High School,392,A,99.30000000000001
660397,660,Fulton County,River Eves Elementary School,397,B,87.5
660398,660,Fulton County,Shakerag Elementary School,398,A,96
660402,660,Fulton County,River Trail Middle School,402,A,97.10000000000001
660405,660,Fulton County,Wilson Creek Elementary School ,405,A,97.60000000000001
6604056,660,Fulton County,High Point Elementary School,4056,C,76.5
660406,660,Fulton County,Amana Academy School,406,B,80.10000000000001
6604060,660,Fulton County,Mimosa Elementary School,4060,F,57.8
6604062,660,Fulton County,North Springs High School,4062,B,83.90000000000001
6604069,660,Fulton County,E. C. West Elementary School,4069,D,61.6
660491,660,Fulton County,Medlock Bridge Elementary School,491,B,85.5
660497,660,Fulton County,Webb Bridge Middle School,497,A,93.40000000000001
660501,660,Fulton County,Hamilton E. Holmes Elementary,501,F,49.2
660503,660,Fulton County,Liberty Point Elementary School,503,D,69.3
660505,660,Fulton County,Sandtown Middle School ,505,D,64.90000000000001
6605052,660,Fulton County,Conley Hills Elementary School,5052,D,60.40000000000001
6605060,660,Fulton County,Asa Hilliard Elementary School,5060,F,50.40000000000001
6605069,660,Fulton County,Westlake High School,5069,C,77.30000000000001
660591,660,Fulton County,Taylor Road Middle School,591,B,86
660597,660,Fulton County,Northwestern Middle School,597,A,95.7
660603,660,Fulton County,Sandy Springs Middle School,603,D,67.5
660605,660,Fulton County,Hapeville Charter Middle School,605,F,57.90000000000001
660691,660,Fulton County,Tri-Cities High School,691,F,57.40000000000001
660701,660,Fulton County,Ocee Elementary School,701,A,96.10000000000001
660702,660,Fulton County,Woodland Elementary School,702,B,83.30000000000001
660803,660,Fulton County,Paul D. West Middle School,803,F,48.1
660909,660,Fulton County,Lake Forest Elementary,909,F,55.1
660910,660,Fulton County,Johns Creek High School,910,A,98.2
661103,661,Gilmer County,Mountain View Elementary,103,D,67.60000000000001
661107,661,Gilmer County,Clear Creek Middle School,107,C,78.90000000000001
661113,661,Gilmer County,Ellijay Primary School,113,,
661196,661,Gilmer County,Gilmer High School,196,D,69.40000000000001
661212,661,Gilmer County,Ellijay Elementary School,212,D,67.60000000000001
662196,662,Glascock County,Glascock County Middle/High School,196,C,76.7
662197,662,Glascock County,Glascock County Elementary School,197,C,72.3
6631052,663,Glynn County,Altama Elementary School,1052,D,67.60000000000001
6631056,663,Glynn County,St. Simons Elementary School,1056,A,97.90000000000001
663106,663,Glynn County,Sterling Elementary School,106,C,75.60000000000001
663112,663,Glynn County,Glynn Middle,112,B,80.7
663114,663,Glynn County,Jane Macon Middle,114,C,76.7
663116,663,Glynn County,Risley Middle School,116,B,82.90000000000001
663178,663,Glynn County,Glyndale Elementary School,178,C,72.90000000000001
663190,663,Glynn County,Golden Isles Elementary School,190,D,68.8
663195,663,Glynn County,Oglethorpe Point Elementary School,195,A,91.40000000000001
663198,663,Glynn County,Satilla Marsh Elementary School,198,B,80.40000000000001
663199,663,Glynn County,Needwood Middle School,199,C,71.90000000000001
663298,663,Glynn County,Greer Elementary School,298,B,80.80000000000001
6633552,663,Glynn County,Brunswick High School,3552,C,74.40000000000001
6634052,663,Glynn County,Burroughs-Molette Elementary School,4052,F,58.3
6634752,663,Glynn County,Glynn Academy,4752,B,81.30000000000001
6635052,663,Glynn County,Goodyear Elementary School,5052,D,62.7
6641050,664,Gordon County,Belwood Elementary School,1050,B,86.80000000000001
664106,664,Gordon County,Sonoraville High School,106,B,80.10000000000001
664110,664,Gordon County,Sonoraville Elementary,110,B,80.60000000000001
664115,664,Gordon County,Red Bud Middle School,115,C,74.7
664176,664,Gordon County,Tolbert Elementary School,176,C,72.60000000000001
664190,664,Gordon County,Red Bud Elementary School,190,D,67.3
6642050,664,Gordon County,Fairmount Elementary School,2050,B,83.90000000000001
664274,664,Gordon County,Swain Elementary School,274,C,70
664286,664,Gordon County,Gordon Central High School,286,C,72
664292,664,Gordon County,Ashworth Middle School,292,C,75.2
6651050,665,Grady County,Cairo High School,1050,D,67.10000000000001
6651054,665,Grady County,Whigham Elementary School,1054,C,75.3
6651550,665,Grady County,Northside Elementary School,1550,C,75
665174,665,Grady County,Washington Middle School,174,D,66.10000000000001
665185,665,Grady County,Eastside Elementary School,185,C,70.8
6652050,665,Grady County,Southside Elementary School,2050,F,58.8
6653050,665,Grady County,Shiver Elementary School,3050,D,63.3
666101,666,Greene County,Anita Carson Middle School,101,D,60.2
666109,666,Greene County,LAKE OCONEE CHARTER,109,A,97.10000000000001
666201,666,Greene County,Union Point Elementary,201,F,59.3
666401,666,Greene County,Greene County High School,401,F,59
666402,666,Greene County,Lake Oconee Charter High School,402,A,96
667100,667,Gwinnett County,Rock Springs Elementary School,100,C,77.2
6671005,667,Gwinnett County,Alcova Elementary School,1005,B,81.5
667101,667,Gwinnett County,Grayson High School,101,B,86.40000000000001
6671010,667,Gwinnett County,Bay Creek Middle School,1010,B,86.5
6671012,667,Gwinnett County,Grace Snell Middle School,1012,D,69.5
6671013,667,Gwinnett County,Ferguson Elementary School,1013,C,75.5
6671014,667,Gwinnett County,Roberts Elementary School,1014,A,95.80000000000001
6671015,667,Gwinnett County,Jenkins Elementary School,1015,B,87.5
6671016,667,Gwinnett County,Anderson-Livsey Elementary School,1016,D,60.3
6671017,667,Gwinnett County,Burnette Elementary School,1017,B,84.5
6671018,667,Gwinnett County,Lanier High School,1018,C,78.30000000000001
6671019,667,Gwinnett County,"Gwinnett School of Mathematics, Science and Technology",1019,A,110.3
6671020,667,Gwinnett County,New Life Academy of Excellence,1020,C,78.7
667103,667,Gwinnett County,Norcross High School,103,C,79.7
667105,667,Gwinnett County,Mill Creek High School,105,A,92.40000000000001
6671050,667,Gwinnett County,Berkmar High School,1050,C,71.2
6671052,667,Gwinnett County,Dyer Elementary School,1052,A,91.5
6671056,667,Gwinnett County,Lilburn Middle School,1056,C,71.5
6671058,667,Gwinnett County,Rockbridge Elementary School,1058,C,70.8
667108,667,Gwinnett County,Trickum Middle School ,108,B,82.2
667109,667,Gwinnett County,Benefield Elementary School,109,B,83.40000000000001
6671105,667,Gwinnett County,J. A. Alford Elementary,1105,D,69.60000000000001
6671110,667,Gwinnett County,Starling Elementary School,1110,A,91
6671112,667,Gwinnett County,Moore Middle School,1112,D,68.2
6671114,667,Gwinnett County,Gwinnett Intervention Education Center (GIVE) West,1114,F,40.5
6671115,667,Gwinnett County,Northbrook Middle School,1115,B,89.10000000000001
6671205,667,Gwinnett County,Duncan Creek Elementary,1205,B,87.7
6671210,667,Gwinnett County,Couch Middle School,1210,A,91.40000000000001
6671214,667,Gwinnett County,Gwinnett Online Campus,1214,C,71.40000000000001
6671215,667,Gwinnett County,North Metro Academy of Performing Arts,1215,F,53.6
6671305,667,Gwinnett County,Margaret Winn Holt Elementary School,1305,C,74.8
6671310,667,Gwinnett County,White Oak Elementary School,1310,A,94.30000000000001
6671405,667,Gwinnett County,Level Creek Elementary School,1405,A,97.30000000000001
6671410,667,Gwinnett County,Mountain View High School,1410,B,81.80000000000001
6671505,667,Gwinnett County,Louise Radloff Middle School,1505,D,65.90000000000001
6671510,667,Gwinnett County,North Gwinnett Middle School,1510,A,96.5
6671605,667,Gwinnett County,Charles Brant Chesney Elementary School,1605,C,77.80000000000001
6671610,667,Gwinnett County,Twin Rivers Middle School,1610,A,95
6671710,667,Gwinnett County,Archer High School,1710,B,82.10000000000001
667173,667,Gwinnett County,Centerville Elementary School,173,C,74
667176,667,Gwinnett County,Parkview High School,176,B,89.60000000000001
667180,667,Gwinnett County,Head Elementary School,180,A,95.90000000000001
6671810,667,Gwinnett County,Woodward Mill Elementary School,1810,B,84.2
6671811,667,Gwinnett County,Baggett Elementary School,1811,C,72.3
6671812,667,Gwinnett County,Graves Elementary School,1812,D,65.2
6671813,667,Gwinnett County,Jordan Middle School,1813,C,70.40000000000001
6671814,667,Gwinnett County,Discovery High School,1814,D,64.60000000000001
667182,667,Gwinnett County,Brookwood High School,182,A,94.30000000000001
667184,667,Gwinnett County,Berkeley Lake Elementary School,184,B,83.10000000000001
667185,667,Gwinnett County,Shiloh High School,185,D,65.5
667186,667,Gwinnett County,Pinckneyville Middle School,186,C,79.10000000000001
667187,667,Gwinnett County,Meadowcreek High School,187,F,58.3
667188,667,Gwinnett County,Richards Middle School,188,C,75.2
667189,667,Gwinnett County,Phoenix High School,189,D,63
667190,667,Gwinnett County,Chattahoochee Elementary School,190,A,91.10000000000001
667191,667,Gwinnett County,Dacula Elementary School,191,B,84.60000000000001
667193,667,Gwinnett County,Walnut Grove Elementary School,193,B,85.60000000000001
667194,667,Gwinnett County,Craig Elementary School,194,A,90.60000000000001
667195,667,Gwinnett County,Collins Hill High School,195,B,88.80000000000001
667196,667,Gwinnett County,Harbins Elementary School,196,B,84.5
667197,667,Gwinnett County,Creekland Middle School,197,B,81
667198,667,Gwinnett County,Alton C. Crews Middle School,198,A,94.2
667199,667,Gwinnett County,Meadowcreek Elementary School,199,D,64.2
667200,667,Gwinnett County,Freeman's Mill Elementary School,200,B,88.40000000000001
667204,667,Gwinnett County,Frank N. Osborne Middle School,204,A,99.10000000000001
667205,667,Gwinnett County,Corley Elementary School,205,D,69.8
6672050,667,Gwinnett County,Bethesda Elementary School,2050,B,82.60000000000001
6672052,667,Gwinnett County,Grayson Elementary School,2052,B,85.5
6672054,667,Gwinnett County,Harmony Elementary School,2054,B,88.10000000000001
6672056,667,Gwinnett County,Mountain Park Elementary School,2056,B,83.10000000000001
6672058,667,Gwinnett County,Snellville Middle School,2058,B,80.2
667208,667,Gwinnett County,Mulberry Elementary School,208,A,90.40000000000001
667209,667,Gwinnett County,Lanier Middle School,209,B,84.10000000000001
667210,667,Gwinnett County,Lovin Elementary School,210,C,75.40000000000001
6672558,667,Gwinnett County,South Gwinnett High School,2558,C,70.7
667275,667,Gwinnett County,Knight Elementary School,275,B,85.80000000000001
667276,667,Gwinnett County,Sweetwater Middle School,276,C,74.90000000000001
667279,667,Gwinnett County,Five Forks Middle School,279,A,94.90000000000001
667280,667,Gwinnett County,Beaver Ridge Elementary School,280,D,67.10000000000001
667282,667,Gwinnett County,Annistown Elementary School,282,B,82.5
667283,667,Gwinnett County,Shiloh Middle School,283,C,72.3
667285,667,Gwinnett County,Hopkins Elementary School,285,D,69.60000000000001
667286,667,Gwinnett County,Brookwood Elementary School,286,A,91.7
667287,667,Gwinnett County,Norton Elementary School,287,C,76.5
667288,667,Gwinnett County,Minor Elementary School,288,C,73.90000000000001
667289,667,Gwinnett County,McKendree Elementary School,289,B,81.10000000000001
667291,667,Gwinnett County,Shiloh Elementary School,291,B,82.10000000000001
667294,667,Gwinnett County,Nesbit Elementary School,294,C,70.8
667295,667,Gwinnett County,Fort Daniel Elementary School,295,A,95.2
667296,667,Gwinnett County,Sugar Hill Elementary School,296,A,95.80000000000001
667297,667,Gwinnett County,Hull Middle School,297,A,97.40000000000001
667298,667,Gwinnett County,M. H. Mason Elementary School,298,A,92.40000000000001
667300,667,Gwinnett County,Susan Stripling Elementary School,300,D,66.5
667304,667,Gwinnett County,Berkmar Middle School,304,C,76.60000000000001
667305,667,Gwinnett County,Ivy Creek Elementary School,305,A,91.10000000000001
6673050,667,Gwinnett County,Britt Elementary School,3050,C,78.80000000000001
6673054,667,Gwinnett County,Harris Elementary School,3054,A,90
667309,667,Gwinnett County,Rosebud Elementary School,309,D,66.60000000000001
6673550,667,Gwinnett County,Camp Creek Elementary School,3550,A,94.40000000000001
6673750,667,Gwinnett County,Central Gwinnett High School,3750,C,71.8
667376,667,Gwinnett County,Gwin Oaks Elementary School,376,A,90.30000000000001
667380,667,Gwinnett County,Dacula Middle School,380,C,77.5
667382,667,Gwinnett County,Arcado Elementary School,382,A,90.10000000000001
667388,667,Gwinnett County,Gwinnett InterVention Education (GIVE) Center East,388,F,29.6
667389,667,Gwinnett County,Cedar Hill Elementary School,389,C,77.2
667391,667,Gwinnett County,Pharr Elementary School,391,A,90.7
667394,667,Gwinnett County,Simonton Elementary School,394,C,74.90000000000001
667395,667,Gwinnett County,Jackson Elementary School,395,B,81.10000000000001
667397,667,Gwinnett County,Magill Elementary School,397,C,70.90000000000001
667398,667,Gwinnett County,Partee Elementary School,398,C,77.10000000000001
667400,667,Gwinnett County,Riverside Elementary School,400,A,96.30000000000001
667405,667,Gwinnett County,Glenn C. Jones Middle School,405,B,89.5
6674052,667,Gwinnett County,Dacula High School,4052,B,81.7
6674056,667,Gwinnett County,Norcross Elementary School,4056,C,75.7
6674058,667,Gwinnett County,Summerour Middle School,4058,C,74.10000000000001
667409,667,Gwinnett County,Puckett's Mill Elementary School,409,A,95.40000000000001
6674556,667,Gwinnett County,North Gwinnett High School,4556,A,97.90000000000001
667494,667,Gwinnett County,Simpson Elementary School,494,A,98.40000000000001
667495,667,Gwinnett County,Kanoheda Elementary School,495,C,77.30000000000001
667497,667,Gwinnett County,McConnell Middle School,497,B,87.2
667498,667,Gwinnett County,Taylor Elementary School,498,B,81
667505,667,Gwinnett County,Sycamore Elementary School,505,B,87.10000000000001
6675054,667,Gwinnett County,Lawrenceville Elementary School,5054,D,65.5
6675056,667,Gwinnett County,Peachtree Elementary School,5056,C,78.2
6675058,667,Gwinnett County,Suwanee Elementary School,5058,A,95.80000000000001
667509,667,Gwinnett County,Trip Elementary School,509,A,95.10000000000001
6675550,667,Gwinnett County,Duluth High School,5550,B,83.80000000000001
6675554,667,Gwinnett County,Lilburn Elementary School,5554,B,81.80000000000001
667605,667,Gwinnett County,W. J. Cooper Elementary School,605,B,82
667608,667,Gwinnett County,Patrick Elementary School,608,B,82.60000000000001
667705,667,Gwinnett County,Parsons Elementary School,705,A,93.90000000000001
667708,667,Gwinnett County,Oakland Meadow School,708,,
667805,667,Gwinnett County,Peachtree Ridge High School,805,A,92.2
667905,667,Gwinnett County,Duluth Middle School ,905,B,81
668101,668,Habersham County,Cornelia Elementary School,101,C,71.90000000000001
668105,668,Habersham County,Level Grove Elementary School,105,C,70
6681050,668,Habersham County,Baldwin Elementary School,1050,F,57.3
668106,668,Habersham County,9th Grade Academy,106,B,85.30000000000001
668112,668,Habersham County,Wilbanks Middle School,112,D,67.7
668114,668,Habersham County,Habersham Success Academy,114,F,54.7
668189,668,Habersham County,Clarkesville Elementary School,189,A,92.2
668196,668,Habersham County,North Habersham Middle School,196,B,87.90000000000001
668201,668,Habersham County,Demorest Elementary School,201,A,90.10000000000001
6682052,668,Habersham County,Habersham Central High School,2052,C,78.40000000000001
668296,668,Habersham County,South Habersham Middle School,296,D,68
6683054,668,Habersham County,Woodville Elementary School,3054,B,86.10000000000001
6685050,668,Habersham County,Fairview Elementary School,5050,B,85.60000000000001
6685052,668,Habersham County,Hazel Grove Elementary School,5052,B,89.80000000000001
669100,669,Hall County,C. W. Davis Middle School,100,B,82.2
669101,669,Hall County,Martin Elementary School,101,C,74.5
669102,669,Hall County,Chestatee High School,102,B,81
669103,669,Hall County,Sugar Hill Elementary,103,D,64.90000000000001
669105,669,Hall County,Lanier Career Academy,105,F,32.6
6691058,669,Hall County,White Sulphur Elementary School,1058,D,64.90000000000001
669106,669,Hall County,Chicopee Elementary School,106,F,56.3
669112,669,Hall County,World Language Academy,112,B,81.10000000000001
6691552,669,Hall County,East Hall High School,1552,C,78.2
6691556,669,Hall County,North Hall High School,1556,B,80
669176,669,Hall County,Myers Elementary School,176,D,64.2
669189,669,Hall County,West Hall High School,189,C,74.2
669192,669,Hall County,Spout Springs Elementary School,192,C,78.10000000000001
669194,669,Hall County,Mount Vernon Elementary School,194,C,76.90000000000001
669196,669,Hall County,Friendship Elementary School,196,C,71.5
669200,669,Hall County,Chestatee Middle School,200,C,73
669202,669,Hall County,Flowery Branch High,202,B,82.90000000000001
6692052,669,Hall County,Flowery Branch Elementary School,2052,C,70.60000000000001
6692056,669,Hall County,Oakwood Elementary School,2056,D,66.7
669276,669,Hall County,Wauka Mountain Elementary School,276,B,82.40000000000001
669289,669,Hall County,East Hall Middle School,289,C,79.10000000000001
669294,669,Hall County,West Hall Middle School,294,C,74.5
6693054,669,Hall County,Lanier Elementary School,3054,D,69.7
6693056,669,Hall County,Riverbend Elementary School,3056,B,82.90000000000001
669389,669,Hall County,North Hall Middle School,389,C,72
669393,669,Hall County,World Language Academy Middle School,393,B,82.80000000000001
6694050,669,Hall County,Chestnut Mountain Elementary School,4050,C,75.40000000000001
6694054,669,Hall County,Lula Elementary School,4054,C,70.3
6694056,669,Hall County,Sardis Elementary School,4056,D,67.2
6694556,669,Hall County,South Hall Middle School,4556,C,70.3
6694752,669,Hall County,Johnson High School,4752,B,87
6695052,669,Hall County,Lyman Hall Elementary School,5052,F,55.7
6695054,669,Hall County,McEver Elementary School,5054,D,62.90000000000001
6695056,669,Hall County,Tadmore Elementary School,5056,D,61.3
670106,670,Hancock County,Hancock Central Middle School,106,D,64.2
670188,670,Hancock County,Lewis Elementary School,188,D,63.7
670288,670,Hancock County,Hancock Central High School,288,F,51
671104,671,Haralson County,Tallapoosa Primary School,104,,
671178,671,Haralson County,Buchanan Elementary School,178,C,70
671197,671,Haralson County,Haralson County Middle School,197,B,84.90000000000001
6712050,671,Haralson County,Buchanan Primary School,2050,,
6713050,671,Haralson County,Haralson County High School,3050,C,72.5
6714050,671,Haralson County,West Haralson Elementary School,4050,C,76.7
672110,672,Harris County,Creekside School,110,B,80.80000000000001
672188,672,Harris County,Park Elementary School,188,D,63.3
672190,672,Harris County,Pine Ridge Elementary School,190,B,84.90000000000001
672199,672,Harris County,Mulberry Creek Elementary School,199,B,89.30000000000001
672290,672,Harris County,New Mountain Hill Elementary School,290,B,84.40000000000001
672299,672,Harris County,Harris County High School,299,B,85.5
672399,672,Harris County,Harris County Carver Middle School,399,B,82.30000000000001
673102,673,Hart County,North Hart Elementary School,102,C,75.60000000000001
673191,673,Hart County,Hart County Middle School,191,D,62.6
673202,673,Hart County,South Hart Elementary School,202,C,72.5
6733050,673,Hart County,Hart County High School,3050,D,68.2
6735050,673,Hart County,Hartwell Elementary School,5050,B,80.60000000000001
674102,674,Heard County,Heard County Middle School,102,A,92.40000000000001
6741050,674,Heard County,Centralhatchee Elementary School,1050,A,92.5
674106,674,Heard County,Heard Elementary School,106,C,77.60000000000001
674110,674,Heard County,Heard County High School,110,B,84.7
6742050,674,Heard County,Ephesus Elementary School,2050,A,98
675100,675,Henry County,Ola Elementary School,100,D,66.10000000000001
675101,675,Henry County,Union Grove High,101,A,91.7
675104,675,Henry County,Luella High School,104,C,71.3
675105,675,Henry County,Dutchtown High,105,C,75.60000000000001
6751050,675,Henry County,Fairview Elementary School,1050,D,62.5
675106,675,Henry County,Luella Elementary School,106,D,66
675107,675,Henry County,Dutchtown Elementary School,107,C,74.7
675108,675,Henry County,Woodland Elementary School,108,D,66.2
675191,675,Henry County,Cotton Indian Elementary School,191,F,52.3
675194,675,Henry County,Wesley Lakes Elementary School,194,D,66.10000000000001
675196,675,Henry County,Pate's Creek Elementary School,196,D,66.2
675197,675,Henry County,Pleasant Grove Elementary School,197,D,65.10000000000001
675200,675,Henry County,Mount Carmel Elementary School,200,F,59.2
675203,675,Henry County,East Lake Elementary,203,B,82.2
6752050,675,Henry County,Hampton Elementary School,2050,D,63.7
675206,675,Henry County,Dutchtown Middle School,206,B,81.5
675207,675,Henry County,Timber Ridge Elementary School,207,C,78.7
675208,675,Henry County,Walnut Creek Elementary,208,D,68.40000000000001
675209,675,Henry County,Bethlehem Elementary School,209,D,61.5
675211,675,Henry County,Rocky Creek Elementary,211,B,83.2
