LONG_SCHOOL_YEAR,SCHOOL_DSTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,LABEL_SORT_ORDER,COMPLETER_TYPE,LABEL_LVL_1_DESC,LABEL_LVL_5_CD,PROGRAM_TOTAL,PROGRAM_PERCENT
2010-11,625,Savannah-Chatham County,3056,Groves High School,4,Other Completers,Special Education Diplomas,Hispanic,TFS,0
2010-11,625,Savannah-Chatham County,3056,Groves High School,4,Other Completers,Special Education Diplomas,Asian,TFS,0
2010-11,625,Savannah-Chatham County,3056,Groves High School,4,Other Completers,Special Education Diplomas,Multi,TFS,0
2010-11,625,Savannah-Chatham County,3056,Groves High School,4,Other Completers,Special Education Diplomas,Native American/ Alaskan Native,TFS,0
2010-11,625,Savannah-Chatham County,3056,Groves High School,5,Other Completers,Certificates Of Attendance,Male,TFS,38.5
2010-11,625,Savannah-Chatham County,3056,Groves High School,5,Other Completers,Certificates Of Attendance,Female,TFS,61.5
2010-11,625,Savannah-Chatham County,3056,Groves High School,5,Other Completers,Certificates Of Attendance,Total,13,100
2010-11,625,Savannah-Chatham County,3056,Groves High School,5,Other Completers,Certificates Of Attendance,Black,TFS,46.2
2010-11,625,Savannah-Chatham County,3056,Groves High School,5,Other Completers,Certificates Of Attendance,White,TFS,15.4
2010-11,625,Savannah-Chatham County,3056,Groves High School,5,Other Completers,Certificates Of Attendance,Hispanic,TFS,15.4
2010-11,625,Savannah-Chatham County,3056,Groves High School,5,Other Completers,Certificates Of Attendance,Asian,TFS,23.1
2010-11,625,Savannah-Chatham County,3056,Groves High School,5,Other Completers,Certificates Of Attendance,Multi,TFS,0
2010-11,625,Savannah-Chatham County,3056,Groves High School,5,Other Completers,Certificates Of Attendance,Native American/ Alaskan Native,TFS,0
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Male,TFS,33.3
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Female,TFS,66.7
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Total,TFS,100
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Black,TFS,77.8
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,1,Graduates,Diplomas with Both College Prep. & Voc.,White,TFS,11.1
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Hispanic,,
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Asian,TFS,11.1
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Multi,,
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Native American/ Alaskan Native,,
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,2,Graduates,Diplomas with College Prep Endorsements,Male,139,45.4
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,2,Graduates,Diplomas with College Prep Endorsements,Female,167,54.6
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,2,Graduates,Diplomas with College Prep Endorsements,Total,306,100
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,2,Graduates,Diplomas with College Prep Endorsements,Black,203,66.3
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,2,Graduates,Diplomas with College Prep Endorsements,White,75,24.5
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,2,Graduates,Diplomas with College Prep Endorsements,Hispanic,10,3.3
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,2,Graduates,Diplomas with College Prep Endorsements,Asian,TFS,2
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,2,Graduates,Diplomas with College Prep Endorsements,Multi,12,3.9
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,2,Graduates,Diplomas with College Prep Endorsements,Native American/ Alaskan Native,TFS,0
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,3,Graduates,Diplomas with Vocational Endorsements,Male,,
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,3,Graduates,Diplomas with Vocational Endorsements,Female,,
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,3,Graduates,Diplomas with Vocational Endorsements,Total,,
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,3,Graduates,Diplomas with Vocational Endorsements,Black,,
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,3,Graduates,Diplomas with Vocational Endorsements,White,,
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,3,Graduates,Diplomas with Vocational Endorsements,Hispanic,,
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,3,Graduates,Diplomas with Vocational Endorsements,Asian,,
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,3,Graduates,Diplomas with Vocational Endorsements,Multi,,
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,3,Graduates,Diplomas with Vocational Endorsements,Native American/ Alaskan Native,,
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,4,Other Completers,Special Education Diplomas,Male,,
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,4,Other Completers,Special Education Diplomas,Female,,
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,4,Other Completers,Special Education Diplomas,Total,,
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,4,Other Completers,Special Education Diplomas,Black,,
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,4,Other Completers,Special Education Diplomas,White,,
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,4,Other Completers,Special Education Diplomas,Hispanic,,
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,4,Other Completers,Special Education Diplomas,Asian,,
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,4,Other Completers,Special Education Diplomas,Multi,,
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,4,Other Completers,Special Education Diplomas,Native American/ Alaskan Native,,
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,5,Other Completers,Certificates Of Attendance,Male,13,44.8
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,5,Other Completers,Certificates Of Attendance,Female,16,55.2
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,5,Other Completers,Certificates Of Attendance,Total,29,100
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,5,Other Completers,Certificates Of Attendance,Black,25,86.2
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,5,Other Completers,Certificates Of Attendance,White,TFS,13.8
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,5,Other Completers,Certificates Of Attendance,Hispanic,TFS,0
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,5,Other Completers,Certificates Of Attendance,Asian,TFS,0
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,5,Other Completers,Certificates Of Attendance,Multi,TFS,0
2010-11,625,Savannah-Chatham County,5060,Jenkins High School,5,Other Completers,Certificates Of Attendance,Native American/ Alaskan Native,TFS,0
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Male,21,38.9
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Female,33,61.1
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Total,54,100
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Black,37,68.5
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,1,Graduates,Diplomas with Both College Prep. & Voc.,White,13,24.1
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Hispanic,TFS,1.9
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Asian,TFS,3.7
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Multi,TFS,1.9
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Native American/ Alaskan Native,TFS,0
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,2,Graduates,Diplomas with College Prep Endorsements,Male,68,45
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,2,Graduates,Diplomas with College Prep Endorsements,Female,83,55
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,2,Graduates,Diplomas with College Prep Endorsements,Total,151,100
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,2,Graduates,Diplomas with College Prep Endorsements,Black,85,56.3
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,2,Graduates,Diplomas with College Prep Endorsements,White,39,25.8
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,2,Graduates,Diplomas with College Prep Endorsements,Hispanic,11,7.3
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,2,Graduates,Diplomas with College Prep Endorsements,Asian,TFS,5.3
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,2,Graduates,Diplomas with College Prep Endorsements,Multi,TFS,4
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,2,Graduates,Diplomas with College Prep Endorsements,Native American/ Alaskan Native,TFS,1.3
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,3,Graduates,Diplomas with Vocational Endorsements,Male,TFS,28.6
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,3,Graduates,Diplomas with Vocational Endorsements,Female,15,71.4
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,3,Graduates,Diplomas with Vocational Endorsements,Total,21,100
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,3,Graduates,Diplomas with Vocational Endorsements,Black,15,71.4
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,3,Graduates,Diplomas with Vocational Endorsements,White,TFS,23.8
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,3,Graduates,Diplomas with Vocational Endorsements,Hispanic,TFS,0
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,3,Graduates,Diplomas with Vocational Endorsements,Asian,TFS,0
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,3,Graduates,Diplomas with Vocational Endorsements,Multi,TFS,4.8
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,3,Graduates,Diplomas with Vocational Endorsements,Native American/ Alaskan Native,TFS,0
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,4,Other Completers,Special Education Diplomas,Male,TFS,75
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,4,Other Completers,Special Education Diplomas,Female,TFS,25
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,4,Other Completers,Special Education Diplomas,Total,TFS,100
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,4,Other Completers,Special Education Diplomas,Black,TFS,50
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,4,Other Completers,Special Education Diplomas,White,TFS,37.5
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,4,Other Completers,Special Education Diplomas,Hispanic,,
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,4,Other Completers,Special Education Diplomas,Asian,,
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,4,Other Completers,Special Education Diplomas,Multi,,
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,4,Other Completers,Special Education Diplomas,Native American/ Alaskan Native,,
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,5,Other Completers,Certificates Of Attendance,Male,TFS,55.6
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,5,Other Completers,Certificates Of Attendance,Female,TFS,44.4
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,5,Other Completers,Certificates Of Attendance,Total,TFS,100
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,5,Other Completers,Certificates Of Attendance,Black,TFS,100
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,5,Other Completers,Certificates Of Attendance,White,,
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,5,Other Completers,Certificates Of Attendance,Hispanic,,
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,5,Other Completers,Certificates Of Attendance,Asian,,
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,5,Other Completers,Certificates Of Attendance,Multi,,
2010-11,625,Savannah-Chatham County,5070,Windsor Forest High School,5,Other Completers,Certificates Of Attendance,Native American/ Alaskan Native,,
2010-11,625,Savannah-Chatham County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Male,111,40.1
2010-11,625,Savannah-Chatham County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Female,166,59.9
2010-11,625,Savannah-Chatham County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Total,277,100
2010-11,625,Savannah-Chatham County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Black,194,70
2010-11,625,Savannah-Chatham County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,White,62,22.4
2010-11,625,Savannah-Chatham County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Hispanic,10,3.6
2010-11,625,Savannah-Chatham County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Asian,TFS,2.9
2010-11,625,Savannah-Chatham County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Multi,TFS,0.7
2010-11,625,Savannah-Chatham County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Native American/ Alaskan Native,TFS,0.4
2010-11,625,Savannah-Chatham County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Male,499,42
2010-11,625,Savannah-Chatham County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Female,689,58
2010-11,625,Savannah-Chatham County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Total,1188,100
2010-11,625,Savannah-Chatham County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Black,709,59.7
2010-11,625,Savannah-Chatham County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,White,359,30.2
2010-11,625,Savannah-Chatham County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Hispanic,42,3.5
2010-11,625,Savannah-Chatham County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Asian,38,3.2
2010-11,625,Savannah-Chatham County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Multi,37,3.1
2010-11,625,Savannah-Chatham County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Native American/ Alaskan Native,TFS,0.3
2010-11,625,Savannah-Chatham County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Male,70,61.9
2010-11,625,Savannah-Chatham County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Female,43,38.1
2010-11,625,Savannah-Chatham County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Total,113,100
2010-11,625,Savannah-Chatham County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Black,73,64.6
2010-11,625,Savannah-Chatham County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,White,32,28.3
2010-11,625,Savannah-Chatham County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Hispanic,TFS,1.8
2010-11,625,Savannah-Chatham County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Asian,TFS,0.9
2010-11,625,Savannah-Chatham County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Multi,TFS,4.4
2010-11,625,Savannah-Chatham County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Native American/ Alaskan Native,TFS,0
2010-11,625,Savannah-Chatham County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Male,31,64.6
2010-11,625,Savannah-Chatham County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Female,17,35.4
2010-11,625,Savannah-Chatham County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Total,48,100
2010-11,625,Savannah-Chatham County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Black,38,79.2
2010-11,625,Savannah-Chatham County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,White,TFS,18.8
2010-11,625,Savannah-Chatham County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Hispanic,TFS,0
2010-11,625,Savannah-Chatham County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Asian,TFS,2.1
2010-11,625,Savannah-Chatham County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Multi,TFS,0
2010-11,625,Savannah-Chatham County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Native American/ Alaskan Native,TFS,0
2010-11,625,Savannah-Chatham County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Male,45,52.9
2010-11,625,Savannah-Chatham County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Female,40,47.1
2010-11,625,Savannah-Chatham County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Total,85,100
2010-11,625,Savannah-Chatham County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Black,69,81.2
2010-11,625,Savannah-Chatham County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,White,TFS,10.6
2010-11,625,Savannah-Chatham County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Hispanic,TFS,2.4
2010-11,625,Savannah-Chatham County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Asian,TFS,3.5
2010-11,625,Savannah-Chatham County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Multi,TFS,2.4
2010-11,625,Savannah-Chatham County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Native American/ Alaskan Native,TFS,0
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Male,15,51.7
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Female,14,48.3
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Total,29,100
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Black,11,37.9
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,1,Graduates,Diplomas with Both College Prep. & Voc.,White,11,37.9
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Hispanic,TFS,13.8
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Asian,TFS,0
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Multi,TFS,10.3
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,1,Graduates,Diplomas with Both College Prep. & Voc.,Native American/ Alaskan Native,TFS,0
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,2,Graduates,Diplomas with College Prep Endorsements,Male,13,61.9
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,2,Graduates,Diplomas with College Prep Endorsements,Female,TFS,38.1
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,2,Graduates,Diplomas with College Prep Endorsements,Total,21,100
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,2,Graduates,Diplomas with College Prep Endorsements,Black,TFS,33.3
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,2,Graduates,Diplomas with College Prep Endorsements,White,10,47.6
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,2,Graduates,Diplomas with College Prep Endorsements,Hispanic,TFS,19
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,2,Graduates,Diplomas with College Prep Endorsements,Asian,TFS,0
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,2,Graduates,Diplomas with College Prep Endorsements,Multi,TFS,0
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,2,Graduates,Diplomas with College Prep Endorsements,Native American/ Alaskan Native,TFS,0
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,3,Graduates,Diplomas with Vocational Endorsements,Male,16,69.6
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,3,Graduates,Diplomas with Vocational Endorsements,Female,TFS,30.4
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,3,Graduates,Diplomas with Vocational Endorsements,Total,23,100
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,3,Graduates,Diplomas with Vocational Endorsements,Black,12,52.2
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,3,Graduates,Diplomas with Vocational Endorsements,White,TFS,21.7
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,3,Graduates,Diplomas with Vocational Endorsements,Hispanic,TFS,21.7
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,3,Graduates,Diplomas with Vocational Endorsements,Asian,TFS,0
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,3,Graduates,Diplomas with Vocational Endorsements,Multi,TFS,4.3
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,3,Graduates,Diplomas with Vocational Endorsements,Native American/ Alaskan Native,TFS,0
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,4,Other Completers,Special Education Diplomas,Male,,
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,4,Other Completers,Special Education Diplomas,Female,,
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,4,Other Completers,Special Education Diplomas,Total,,
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,4,Other Completers,Special Education Diplomas,Black,,
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,4,Other Completers,Special Education Diplomas,White,,
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,4,Other Completers,Special Education Diplomas,Hispanic,,
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,4,Other Completers,Special Education Diplomas,Asian,,
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,4,Other Completers,Special Education Diplomas,Multi,,
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,4,Other Completers,Special Education Diplomas,Native American/ Alaskan Native,,
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,5,Other Completers,Certificates Of Attendance,Male,,
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,5,Other Completers,Certificates Of Attendance,Female,,
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,5,Other Completers,Certificates Of Attendance,Total,TFS,100
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,5,Other Completers,Certificates Of Attendance,Black,,
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,5,Other Completers,Certificates Of Attendance,White,,
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,5,Other Completers,Certificates Of Attendance,Hispanic,,
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,5,Other Completers,Certificates Of Attendance,Asian,,
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,5,Other Completers,Certificates Of Attendance,Multi,,
2010-11,626,Chattahoochee County,206,Chattahoochee County High School,5,Other Completers,Certificates Of Attendance,Native American/ Alaskan Native,,
2010-11,626,Chattahoochee County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Male,15,51.7
2010-11,626,Chattahoochee County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Female,14,48.3
2010-11,626,Chattahoochee County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Total,29,100
2010-11,626,Chattahoochee County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Black,11,37.9
2010-11,626,Chattahoochee County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,White,11,37.9
2010-11,626,Chattahoochee County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Hispanic,TFS,13.8
2010-11,626,Chattahoochee County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Asian,TFS,0
2010-11,626,Chattahoochee County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Multi,TFS,10.3
2010-11,626,Chattahoochee County,ALL,All Column Values,1,Graduates,Diplomas with Both College Prep. & Voc.,Native American/ Alaskan Native,TFS,0
2010-11,626,Chattahoochee County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Male,13,61.9
2010-11,626,Chattahoochee County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Female,TFS,38.1
2010-11,626,Chattahoochee County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Total,21,100
2010-11,626,Chattahoochee County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Black,TFS,33.3
2010-11,626,Chattahoochee County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,White,10,47.6
2010-11,626,Chattahoochee County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Hispanic,TFS,19
2010-11,626,Chattahoochee County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Asian,TFS,0
2010-11,626,Chattahoochee County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Multi,TFS,0
2010-11,626,Chattahoochee County,ALL,All Column Values,2,Graduates,Diplomas with College Prep Endorsements,Native American/ Alaskan Native,TFS,0
2010-11,626,Chattahoochee County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Male,16,69.6
2010-11,626,Chattahoochee County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Female,TFS,30.4
2010-11,626,Chattahoochee County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Total,23,100
2010-11,626,Chattahoochee County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Black,12,52.2
2010-11,626,Chattahoochee County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,White,TFS,21.7
2010-11,626,Chattahoochee County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Hispanic,TFS,21.7
2010-11,626,Chattahoochee County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Asian,TFS,0
2010-11,626,Chattahoochee County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Multi,TFS,4.3
2010-11,626,Chattahoochee County,ALL,All Column Values,3,Graduates,Diplomas with Vocational Endorsements,Native American/ Alaskan Native,TFS,0
2010-11,626,Chattahoochee County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Male,,
2010-11,626,Chattahoochee County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Female,,
2010-11,626,Chattahoochee County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Total,,
2010-11,626,Chattahoochee County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Black,,
2010-11,626,Chattahoochee County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,White,,
2010-11,626,Chattahoochee County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Hispanic,,
2010-11,626,Chattahoochee County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Asian,,
2010-11,626,Chattahoochee County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Multi,,
2010-11,626,Chattahoochee County,ALL,All Column Values,4,Other Completers,Special Education Diplomas,Native American/ Alaskan Native,,
2010-11,626,Chattahoochee County,ALL,All Column Values,5,Other Completers,Certificates Of Attendance,Male,,
