LONG_SCHOOL_YEAR,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,SUBGRP_DESC,TEST_CMPNT_TYP_CD,NATIONAL_NUM_TESTED_CNT,STATE_NUM_TESTED_CNT,DSTRCT_NUM_TESTED_CNT,INSTN_NUM_TESTED_CNT,NATIONAL_AVG_SCORE_VAL,STATE_AVG_SCORE_VAL,DSTRCT_AVG_SCORE_VAL,INSTN_AVG_SCORE_VAL
2015-16,601,Appling County,103,Appling County High School,All Students,Composite,2090342,52567,70,70,20.8,20.8,19.1,19.1
2015-16,601,Appling County,103,Appling County High School,All Students,English,2090342,52568,70,70,20.1,20.2,17.9,17.9
2015-16,601,Appling County,103,Appling County High School,All Students,Mathematics,2090342,52569,70,70,20.6,20.3,18.5,18.5
2015-16,601,Appling County,103,Appling County High School,All Students,Reading,2090342,52565,70,70,21.3,21.5,19.4,19.4
2015-16,601,Appling County,103,Appling County High School,All Students,Science,2090342,52564,70,70,20.8,20.8,19.8,19.8
2015-16,601,Appling County,103,Appling County High School,All Students,Writing Subscore,754169,19711,23,23,19.3,18.1,17.3,17.3
2015-16,602,Atkinson County,103,Atkinson County High School,All Students,Composite,2090342,52567,10,10,20.8,20.8,16.7,16.7
2015-16,602,Atkinson County,103,Atkinson County High School,All Students,English,2090342,52568,10,10,20.1,20.2,15.7,15.7
2015-16,602,Atkinson County,103,Atkinson County High School,All Students,Mathematics,2090342,52569,10,10,20.6,20.3,15.3,15.3
2015-16,602,Atkinson County,103,Atkinson County High School,All Students,Reading,2090342,52565,10,10,21.3,21.5,19.4,19.4
2015-16,602,Atkinson County,103,Atkinson County High School,All Students,Science,2090342,52564,10,10,20.8,20.8,16.2,16.2
2015-16,602,Atkinson County,103,Atkinson County High School,All Students,Writing Subscore,754169,19711,TFS,TFS,19.3,18.1,,
2015-16,603,Bacon County,302,Bacon County High School,All Students,Composite,2090342,52567,16,16,20.8,20.8,17.4,17.4
2015-16,603,Bacon County,302,Bacon County High School,All Students,English,2090342,52568,16,16,20.1,20.2,15.5,15.5
2015-16,603,Bacon County,302,Bacon County High School,All Students,Mathematics,2090342,52569,16,16,20.6,20.3,17.6,17.6
2015-16,603,Bacon County,302,Bacon County High School,All Students,Reading,2090342,52565,16,16,21.3,21.5,18.2,18.2
2015-16,603,Bacon County,302,Bacon County High School,All Students,Science,2090342,52564,16,16,20.8,20.8,17.6,17.6
2015-16,603,Bacon County,302,Bacon County High School,All Students,Writing Subscore,754169,19711,TFS,TFS,19.3,18.1,,
2015-16,604,Baker County,105,Baker County K12 School,All Students,Composite,2090342,52567,TFS,TFS,20.8,20.8,,
2015-16,604,Baker County,105,Baker County K12 School,All Students,English,2090342,52568,TFS,TFS,20.1,20.2,,
2015-16,604,Baker County,105,Baker County K12 School,All Students,Mathematics,2090342,52569,TFS,TFS,20.6,20.3,,
2015-16,604,Baker County,105,Baker County K12 School,All Students,Reading,2090342,52565,TFS,TFS,21.3,21.5,,
2015-16,604,Baker County,105,Baker County K12 School,All Students,Science,2090342,52564,TFS,TFS,20.8,20.8,,
2015-16,604,Baker County,105,Baker County K12 School,All Students,Writing Subscore,754169,19711,TFS,TFS,19.3,18.1,,
2015-16,605,Baldwin County,189,Baldwin High School,All Students,Composite,2090342,52567,90,90,20.8,20.8,19.1,19.1
2015-16,605,Baldwin County,189,Baldwin High School,All Students,English,2090342,52568,90,90,20.1,20.2,18.2,18.2
2015-16,605,Baldwin County,189,Baldwin High School,All Students,Mathematics,2090342,52569,90,90,20.6,20.3,18.7,18.7
2015-16,605,Baldwin County,189,Baldwin High School,All Students,Reading,2090342,52565,90,90,21.3,21.5,19.4,19.4
2015-16,605,Baldwin County,189,Baldwin High School,All Students,Science,2090342,52564,90,90,20.8,20.8,19.7,19.7
2015-16,605,Baldwin County,189,Baldwin High School,All Students,Writing Subscore,754169,19711,30,30,19.3,18.1,16.8,16.8
2015-16,606,Banks County,199,Banks County High School,All Students,Composite,2090342,52567,91,91,20.8,20.8,20.1,20.1
2015-16,606,Banks County,199,Banks County High School,All Students,English,2090342,52568,91,91,20.1,20.2,19.6,19.6
