"SCHOOL_YEAR","SYSTEM_ID","SYSTEM_NAME","SCHOOL_ID","SCHOOL_NAME","NEW_ELL_STUDENTS_COUNT"
"2013","601","Appling County","0195","Appling County Middle School",1
"2013","601","Appling County","ALL","All Schools",1
"2013","602","Atkinson County","0111","Atkinson County Middle School",3
"2013","602","Atkinson County","0187","Willacoochee Elementary School",1
"2013","602","Atkinson County","ALL","All Schools",4
"2013","603","Bacon County","0102","Bacon County Primary School",1
"2013","603","Bacon County","0202","Bacon County Middle School",1
"2013","603","Bacon County","3050","Bacon County Elementary School",1
"2013","603","Bacon County","ALL","All Schools",3
"2013","607","Barrow County","0105","County Line Elementary School",2
"2013","607","Barrow County","0189","Kennedy Elementary School",1
"2013","607","Barrow County","0198","Westside Middle School",2
"2013","607","Barrow County","ALL","All Schools",5
"2013","608","Bartow County","0115","Cloverleaf Elementary",1
"2013","608","Bartow County","0177","Adairsville Elementary School",2
"2013","608","Bartow County","0195","Cass Middle School",1
"2013","608","Bartow County","0301","Adairsville Middle School",1
"2013","608","Bartow County","0377","Hamilton Crossing Elementary School",2
"2013","608","Bartow County","ALL","All Schools",7
"2013","610","Berrien County","0194","Berrien Middle School",1
"2013","610","Berrien County","ALL","All Schools",1
"2013","611","Bibb County","0104","Burdell Elementary School",2
"2013","611","Bibb County","0108","Ballard Hudson Middle School",1
"2013","611","Bibb County","0205","Howard Middle School",5
"2013","611","Bibb County","0305","Rutland Middle School",1
"2013","611","Bibb County","1205","Carter Elementary School",1
"2013","611","Bibb County","ALL","All Schools",10
"2013","612","Bleckley County","0197","Bleckley County Elementary School",1
"2013","612","Bleckley County","ALL","All Schools",1
"2013","615","Bryan County","0202","Richmond Hill Primary School",1
"2013","615","Bryan County","0302","Richmond Hill Elementary School",1
"2013","615","Bryan County","ALL","All Schools",2
"2013","616","Bulloch County","0100","Mill Creek Elementary School",7
"2013","616","Bulloch County","0199","Langston Chapel Elementary School",2
"2013","616","Bulloch County","0299","Langston Chapel Middle School",13
"2013","616","Bulloch County","2050","Bryant Elementary School",1
"2013","616","Bulloch County","ALL","All Schools",23
"2013","617","Burke County","0104","Blakeney Elementary",1
"2013","617","Burke County","0188","Burke County Middle School",1
"2013","617","Burke County","ALL","All Schools",2
"2013","618","Butts County","0100","Henderson Middle School",1
"2013","618","Butts County","0111","New Jackson Elementary School",1
"2013","618","Butts County","ALL","All Schools",2
"2013","620","Camden County","0189","Matilda Harris Elementary School",1
"2013","620","Camden County","ALL","All Schools",1
"2013","622","Carroll County","0305","Villa Rica Middle",1
"2013","622","Carroll County","ALL","All Schools",1
"2013","625","Chatham County","0299","Southwest Middle School",2
"2013","625","Chatham County","4058","Hesse Elementary School",1
"2013","625","Chatham County","4068","Port Wentworth Elementary School",2
"2013","625","Chatham County","4070","Windsor Forest Elementary School",4
"2013","625","Chatham County","ALL","All Schools",9
"2013","628","Cherokee County","0101","Carmel Elementary School",2
"2013","628","Cherokee County","0104","Woodstock Elementary School",2
"2013","628","Cherokee County","0105","William G. Hasty, Sr. Elementary School",4
"2013","628","Cherokee County","0108","Avery Elementary School",4
"2013","628","Cherokee County","0113","Mill Creek Middle School",3
"2013","628","Cherokee County","0116","Indian Knoll Elementary",2
"2013","628","Cherokee County","0181","Booth Middle School",4
"2013","628","Cherokee County","0182","Johnston Elementary School",1
"2013","628","Cherokee County","0193","Sixes Elementary School",2
"2013","628","Cherokee County","0196","Bascomb Elementary School",1
"2013","628","Cherokee County","0201","Chapman Intermediate School",2
"2013","628","Cherokee County","0203","Liberty Elementary School",1
"2013","628","Cherokee County","0287","Teasley Middle School",2
"2013","628","Cherokee County","0297","Woodstock Middle School",5
"2013","628","Cherokee County","0305","Creekland Middle School",2
"2013","628","Cherokee County","0309","Little River Elem.",5
"2013","628","Cherokee County","0313","Clark Creek Elementary School",2
"2013","628","Cherokee County","0409","Canton Elementary",2
"2013","628","Cherokee County","0509","J. Knox Elementary",1
"2013","628","Cherokee County","2054","Oak Grove Elementary School",2
"2013","628","Cherokee County","ALL","All Schools",49
"2013","629","Clarke County","0178","Timothy Elementary School",7
"2013","629","Clarke County","0196","Coile Middle School",2
"2013","629","Clarke County","0205","Gaines Elementary School",1
"2013","629","Clarke County","0291","Howard B. Stroud Elementary School",1
"2013","629","Clarke County","0296","Burney-Harris-Lyons Middle School",1
"2013","629","Clarke County","1058","Clarke Middle School",3
"2013","629","Clarke County","2056","Barnett Shoals Elementary School",6
"2013","629","Clarke County","2062","Winterville Elementary School",3
"2013","629","Clarke County","3056","Barrow Elementary School",3
"2013","629","Clarke County","5058","Hilsman Middle School",1
"2013","629","Clarke County","ALL","All Schools",28
"2013","631","Clayton County","0100","M. D. Roberts Middle School",1
"2013","631","Clayton County","0105","Thurgood Marshall Elementary School",3
"2013","631","Clayton County","0106","Jonesboro Middle School",2
"2013","631","Clayton County","0107","Sequoyah Middle School",5
"2013","631","Clayton County","0109","Mount Zion Primary",1
"2013","631","Clayton County","0117","Morrow Middle School",1
"2013","631","Clayton County","0174","Mundys Mill Middle School",1
"2013","631","Clayton County","0176","Mount Zion Elementary School",1
"2013","631","Clayton County","0191","Lovejoy Middle School",1
"2013","631","Clayton County","0197","Kendrick Middle School",1
"2013","631","Clayton County","0204","Martin Luther King, Jr. Elementary School",3
"2013","631","Clayton County","0207","Rex Mill Middle School",1
"2013","631","Clayton County","0277","Pointe South Middle School",1
