"School Year","Data Reporting Level","School District Code","School District Name","School Code","School Name","Grades Served","Total Enrolled","Total Retained","Number of Asians","Percentage of Asians","Number of American Indian","Percentage of American Indian","Number of Black","Percentage of Black","Number of Hispanic","Percentage of Hispanic","Number of MultiRacial","Percentage of MultiRacial","Number of White","Percentage of White","Number of Male","Percentage of Male","Number of Female","Percentage of Female"
"2017-18","School","625","Chatham County","2052","Beach High School","09,10,11,12",993,"155","Too Few Students","Too Few Students","Too Few Students","Too Few Students","144","93","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","71","46","84","54"
"2017-18","School","625","Chatham County","2056","Gould Elementary School","PK,KK,01,02,03,04,05",744,"25","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","10","40","12","48","13","52"
"2017-18","School","625","Chatham County","2060","Hubert Middle School","06,07,08",507,"18","Too Few Students","Too Few Students","Too Few Students","Too Few Students","16","89","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","15","83","Too Few Students","Too Few Students"
"2017-18","School","625","Chatham County","2062","Largo-Tibet Elementary School","PK,KK,01,02,03,04,05",617,"25","Too Few Students","Too Few Students","Too Few Students","Too Few Students","20","80","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","14","56","11","44"
"2017-18","School","625","Chatham County","2068","Andrea B Williams Elementary School","PK,KK,01,02,03,04,05",385,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","625","Chatham County","3056","Groves High School","09,10,11,12",656,"115","Too Few Students","Too Few Students","Too Few Students","Too Few Students","86","75","14","12","Too Few Students","Too Few Students","10","9","67","58","48","42"
"2017-18","School","625","Chatham County","3060","Isle of Hope School","PK,KK,01,02,03,04,05,06,07,08",757,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","625","Chatham County","3064","Pooler Elementary School","PK,KK,01,02,03,04,05",419,"21","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","15","71","Too Few Students","Too Few Students"
"2017-18","School","625","Chatham County","4052","Bloomingdale Elementary School","PK,KK,01,02,03,04,05",311,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","625","Chatham County","4054","Ellis Elementary School","PK,KK,01,02,03,04,05,06,07,08",477,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","625","Chatham County","4056","Haven Elementary School","PK,KK,01,02,03,04,05",364,"19","Too Few Students","Too Few Students","Too Few Students","Too Few Students","18","95","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","13","68","Too Few Students","Too Few Students"
"2017-18","School","625","Chatham County","4058","Hesse School","PK,KK,01,02,03,04,05,06,07,08",1243,"29","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","14","48","Too Few Students","Too Few Students","Too Few Students","Too Few Students","21","72","Too Few Students","Too Few Students"
"2017-18","School","625","Chatham County","4068","Port Wentworth Elementary School","PK,KK,01,02",501,"25","Too Few Students","Too Few Students","Too Few Students","Too Few Students","16","64","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","16","64","Too Few Students","Too Few Students"
"2017-18","School","625","Chatham County","4070","Windsor Forest Elementary School","PK,KK,01,02,03,04,05",477,"10","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","10","100","Too Few Students","Too Few Students"
"2017-18","School","625","Chatham County","5052","Butler Elementary School","PK,KK,01,02,03,04,05",544,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","625","Chatham County","5058","Hodge Elementary School","PK,KK,01,02,03,04,05",490,"10","Too Few Students","Too Few Students","Too Few Students","Too Few Students","10","100","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","625","Chatham County","5060","Jenkins High School","09,10,11,12",1059,"192","Too Few Students","Too Few Students","Too Few Students","Too Few Students","139","72","Too Few Students","Too Few Students","14","7","27","14","123","64","69","36"
"2017-18","School","625","Chatham County","5062","Mercer Middle School","06,07,08",354,"16","Too Few Students","Too Few Students","Too Few Students","Too Few Students","12","75","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","12","75","Too Few Students","Too Few Students"
"2017-18","School","625","Chatham County","5066","Jacob G. Smith Elementary School","PK,KK,01,02,03,04,05",478,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","625","Chatham County","5070","Windsor Forest High School","09,10,11,12",1096,"173","Too Few Students","Too Few Students","Too Few Students","Too Few Students","130","75","13","8","Too Few Students","Too Few Students","20","12","103","60","70","41"
"2017-18","District","625","Chatham County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",35954,"1731","16","1","Too Few Students","Too Few Students","1251","72","115","7","88","5","259","15","1042","60","689","40"
"2017-18","School","626","Chattahoochee County","0101","Chattahoochee County Education Center","PK,KK,01,02,03,04,05",247,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","626","Chattahoochee County","0106","Chattahoochee County Middle School","06,07,08",153,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","626","Chattahoochee County","0206","Chattahoochee County High School","09,10,11,12",422,"10","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","District","626","Chattahoochee County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",822,"18","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","11","61","10","56","Too Few Students","Too Few Students"
"2017-18","School","627","Chattooga County","0106","Leroy Massey Elementary School","03,04,05",854,"69","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","50","73","35","51","34","49"
"2017-18","School","627","Chattooga County","0111","Chattooga Academy","02,04,05,07,08,09,10,11,12",76,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","627","Chattooga County","1050","Chattooga High School","09,10,11,12",746,"13","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","12","92","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","627","Chattooga County","2050","Lyerly Elementary School","PK,KK,01,02,03,04,05,06,07,08",348,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","627","Chattooga County","2052","Summerville Middle School","06,07,08",345,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","627","Chattooga County","3050","Menlo Elementary School","PK,KK,01,02,03,04,05,06,07,08",334,"17","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","16","94","Too Few Students","Too Few Students","11","65"
"2017-18","District","627","Chattooga County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",2703,"119","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","10","8","Too Few Students","Too Few Students","93","78","60","50","59","50"
"2017-18","School","628","Cherokee County","0101","Carmel Elementary School","PK,KK,01,02,03,04,05",1041,"11","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","628","Cherokee County","0104","Woodstock Elementary School","PK,KK,01,02,03,04,05",1155,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","628","Cherokee County","0105","William G. Hasty, Sr. Elementary School","PK,KK,01,02,03,04,05",837,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","628","Cherokee County","0106","Creekview High School","09,10,11,12",2005,"60","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","47","78","40","67","20","33"
"2017-18","School","628","Cherokee County","0108","Avery Elementary School","PK,KK,01,02,03,04,05",1005,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","628","Cherokee County","0113","Mill Creek Middle School","06,07,08",1413,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","628","Cherokee County","0115","River Ridge High School","09,10,11,12",1846,"124","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","37","30","Too Few Students","Too Few Students","68","55","82","66","42","34"
"2017-18","School","628","Cherokee County","0116","Indian Knoll Elementary","PK,KK,01,02,03,04,05",940,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","628","Cherokee County","0176","Etowah High School","09,10,11,12",2484,"128","Too Few Students","Too Few Students","Too Few Students","Too Few Students","23","18","42","33","Too Few Students","Too Few Students","59","46","92","72","36","28"
"2017-18","School","628","Cherokee County","0181","E. T. Booth Middle School","06,07,08",1793,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","628","Cherokee County","0182","Johnston Elementary School","PK,KK,01,02,03,04,05",587,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","628","Cherokee County","0187","Dean Rusk Middle School","06,07,08",1520,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","628","Cherokee County","0189","Boston Elementary School","PK,KK,01,02,03,04,05",595,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","628","Cherokee County","0190","Mountain Road Elementary School","PK,KK,01,02,03,04,05",427,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","628","Cherokee County","0191","Sequoyah High School","09,10,11,12",1938,"79","Too Few Students","Too Few Students","Too Few Students","Too Few Students","11","14","13","17","Too Few Students","Too Few Students","50","63","48","61","31","39"
"2017-18","School","628","Cherokee County","0193","Sixes Elementary School","PK,KK,01,02,03,04,05",721,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","628","Cherokee County","0196","Bascomb Elementary School","PK,KK,01,02,03,04,05",946,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","628","Cherokee County","0197","Woodstock High School","09,10,11,12",2376,"155","Too Few Students","Too Few Students","Too Few Students","Too Few Students","31","20","46","30","Too Few Students","Too Few Students","67","43","98","63","57","37"
"2017-18","School","628","Cherokee County","0198","R. M. Moore Elementary School","PK,KK,01,02,03,04,05",362,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","628","Cherokee County","0199","Holly Springs Elementary School","PK,KK,01,02,03,04,05",750,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","628","Cherokee County","0203","Liberty Elementary School","PK,KK,01,02,03,04,05",1204,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","628","Cherokee County","0205","Freedom Middle School","06,07,08",1172,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","628","Cherokee County","0213","Ball Ground Elementary School","PK,KK,01,02,03,04,05",505,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","628","Cherokee County","0287","Teasley Middle School","06,07,08",1531,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","628","Cherokee County","0297","Woodstock Middle School","06,07,08",1189,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","628","Cherokee County","0305","Creekland Middle School","06,07,08",1546,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","628","Cherokee County","0309","Little River Elem.","PK,KK,01,02,03,04,05",1328,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","628","Cherokee County","0313","Clark Creek Elementary School","PK,KK,01,02,03,04,05",1164,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","628","Cherokee County","0397","Arnold Mill Elementary School","PK,KK,01,02,03,04,05",793,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","628","Cherokee County","0409","Canton Elementary","PK,KK,01,02,03,04,05",733,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","628","Cherokee County","0505","Free Home Elementary School","PK,KK,01,02,03,04,05",320,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","628","Cherokee County","0509","J. Knox Elementary","PK,KK,01,02,03,04,05",788,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","628","Cherokee County","1052","Clayton Elementary School","PK,KK,01,02,03,04,05",228,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","628","Cherokee County","2054","Oak Grove Elementary School","PK,KK,01,02,03,04,05",468,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","628","Cherokee County","3052","Hickory Flat Elementary School","PK,KK,01,02,03,04,05",527,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","628","Cherokee County","5050","Cherokee High School","09,10,11,12",2708,"204","Too Few Students","Too Few Students","Too Few Students","Too Few Students","13","6","73","36","Too Few Students","Too Few Students","112","55","126","62","78","38"
"2017-18","School","628","Cherokee County","5052","Macedonia Elementary School","PK,KK,01,02,03,04,05",791,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","District","628","Cherokee County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",41736,"798","11","1","Too Few Students","Too Few Students","88","11","231","29","35","4","431","54","515","65","283","36"
"2017-18","School","629","Clarke County","0102","Cedar Shoals High School","09,10,11,12",1448,"153","Too Few Students","Too Few Students","Too Few Students","Too Few Students","92","60","46","30","Too Few Students","Too Few Students","11","7","94","61","59","39"
"2017-18","School","629","Clarke County","0104","Classic City High School","09,10,11,12",109,"19","Too Few Students","Too Few Students","Too Few Students","Too Few Students","13","68","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","12","63","Too Few Students","Too Few Students"
"2017-18","School","629","Clarke County","0105","Alps Road Elementary School","PK,KK,01,02,03,04,05",364,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","629","Clarke County","0112","Judia Jackson Harris Elementary","PK,KK,01,02,03,04,05",458,"13","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","629","Clarke County","0178","Timothy Elementary School","PK,KK,01,02,03,04,05",554,"11","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","629","Clarke County","0191","Cleveland Road Elementary School","PK,KK,01,02,03,04,05",260,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","629","Clarke County","0196","Coile Middle School","06,07,08",721,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","629","Clarke County","0205","Gaines Elementary School","PK,KK,01,02,03,04,05",427,"18","Too Few Students","Too Few Students","Too Few Students","Too Few Students","14","78","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","12","67","Too Few Students","Too Few Students"
"2017-18","School","629","Clarke County","0291","Howard B. Stroud Elementary School","PK,KK,01,02,03,04,05",371,"16","Too Few Students","Too Few Students","Too Few Students","Too Few Students","15","94","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","10","63","Too Few Students","Too Few Students"
"2017-18","School","629","Clarke County","0296","Burney-Harris-Lyons Middle School","06,07,08",676,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","629","Clarke County","0391","Whit Davis Road Elementary School","PK,KK,01,02,03,04,05",523,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","629","Clarke County","1058","Clarke Middle School","06,07,08",764,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","629","Clarke County","1062","Whitehead Road Elementary School","PK,KK,01,02,03,04,05",745,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","629","Clarke County","2056","Barnett Shoals Elementary School","PK,KK,01,02,03,04,05",505,"12","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","629","Clarke County","2062","Winterville Elementary School","PK,KK,01,02,03,04,05",428,"10","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","629","Clarke County","3056","Barrow Elementary School","PK,KK,01,02,03,04,05",515,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","629","Clarke County","3058","Fowler Drive Elementary School","PK,KK,01,02,03,04,05",426,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","629","Clarke County","4060","Oglethorpe Avenue Elementary School","PK,KK,01,02,03,04,05",499,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
"2017-18","School","629","Clarke County","5056","Chase Street Elementary School","PK,KK,01,02,03,04,05",502,"Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students","Too Few Students"
