LONG_SCHOOL_YEAR,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,SUBGRP_DESC,TEST_CMPNT_TYP_CD,NATIONAL_NUM_TESTED_CNT,STATE_NUM_TESTED_CNT,DSTRCT_NUM_TESTED_CNT,INSTN_NUM_TESTED_CNT,STATE_AVG_SCORE_VAL,DSTRCT_AVG_SCORE_VAL,INSTN_AVG_SCORE_VAL
2014-15,601,Appling County,103,Appling County High School,All Students,Combined,1332096,84860,150,150,1352,1304,1304
2014-15,601,Appling County,103,Appling County High School,All Students,Mathematics,1332096,85362,153,153,489,452,452
2014-15,601,Appling County,103,Appling County High School,All Students,Reading,1332096,85353,150,150,490,476,476
2014-15,601,Appling County,103,Appling County High School,All Students,Writing,1332096,83866,148,148,373,376,376
2014-15,602,Atkinson County,103,Atkinson County High School,All Students,Combined,1332096,84860,50,50,1352,1211,1211
2014-15,602,Atkinson County,103,Atkinson County High School,All Students,Mathematics,1332096,85362,49,49,489,440,440
2014-15,602,Atkinson County,103,Atkinson County High School,All Students,Reading,1332096,85353,51,51,490,433,433
2014-15,602,Atkinson County,103,Atkinson County High School,All Students,Writing,1332096,83866,49,49,373,337,337
2014-15,603,Bacon County,302,Bacon County High School,All Students,Combined,1332096,84860,72,72,1352,1218,1218
2014-15,603,Bacon County,302,Bacon County High School,All Students,Mathematics,1332096,85362,72,72,489,440,440
2014-15,603,Bacon County,302,Bacon County High School,All Students,Reading,1332096,85353,73,73,490,445,445
2014-15,603,Bacon County,302,Bacon County High School,All Students,Writing,1332096,83866,71,71,373,333,333
2014-15,604,Baker County,105,Baker County K12 School,All Students,Combined,1332096,84860,TFS,TFS,1352,,
2014-15,604,Baker County,105,Baker County K12 School,All Students,Mathematics,1332096,85362,TFS,TFS,489,,
2014-15,604,Baker County,105,Baker County K12 School,All Students,Reading,1332096,85353,TFS,TFS,490,,
2014-15,604,Baker County,105,Baker County K12 School,All Students,Writing,1332096,83866,TFS,TFS,373,,
2014-15,605,Baldwin County,189,Baldwin High School,All Students,Combined,1332096,84860,190,190,1352,1248,1248
2014-15,605,Baldwin County,189,Baldwin High School,All Students,Mathematics,1332096,85362,192,192,489,445,445
2014-15,605,Baldwin County,189,Baldwin High School,All Students,Reading,1332096,85353,189,189,490,450,450
2014-15,605,Baldwin County,189,Baldwin High School,All Students,Writing,1332096,83866,188,188,373,353,353
2014-15,606,Banks County,199,Banks County High School,All Students,Combined,1332096,84860,92,92,1352,1371,1371
2014-15,606,Banks County,199,Banks County High School,All Students,Mathematics,1332096,85362,92,92,489,479,479
2014-15,606,Banks County,199,Banks County High School,All Students,Reading,1332096,85353,93,93,490,479,479
2014-15,606,Banks County,199,Banks County High School,All Students,Writing,1332096,83866,92,92,373,413,413
2014-15,607,Barrow County,101,Apalachee High School,All Students,Combined,1332096,84860,541,245,1352,1316,1310
2014-15,607,Barrow County,101,Apalachee High School,All Students,Mathematics,1332096,85362,542,244,489,462,459
2014-15,607,Barrow County,101,Apalachee High School,All Students,Reading,1332096,85353,547,248,490,476,473
2014-15,607,Barrow County,101,Apalachee High School,All Students,Writing,1332096,83866,534,243,373,378,377
2014-15,607,Barrow County,113,Snodon Preparatory School,All Students,Combined,1332096,84860,541,TFS,1352,1316,
2014-15,607,Barrow County,113,Snodon Preparatory School,All Students,Mathematics,1332096,85362,542,TFS,489,462,
2014-15,607,Barrow County,113,Snodon Preparatory School,All Students,Reading,1332096,85353,547,TFS,490,476,
2014-15,607,Barrow County,113,Snodon Preparatory School,All Students,Writing,1332096,83866,534,TFS,373,378,
2014-15,607,Barrow County,3052,Winder-Barrow High School,All Students,Combined,1332096,84860,541,292,1352,1316,1323
2014-15,607,Barrow County,3052,Winder-Barrow High School,All Students,Mathematics,1332096,85362,542,293,489,462,466
2014-15,607,Barrow County,3052,Winder-Barrow High School,All Students,Reading,1332096,85353,547,295,490,476,479
2014-15,607,Barrow County,3052,Winder-Barrow High School,All Students,Writing,1332096,83866,534,287,373,378,379
2014-15,608,Bartow County,105,Adairsville High School,All Students,Combined,1332096,84860,457,95,1352,1347,1356
2014-15,608,Bartow County,105,Adairsville High School,All Students,Mathematics,1332096,85362,458,95,489,484,487
2014-15,608,Bartow County,105,Adairsville High School,All Students,Reading,1332096,85353,460,96,490,491,486
2014-15,608,Bartow County,105,Adairsville High School,All Students,Writing,1332096,83866,453,95,373,372,384
2014-15,608,Bartow County,114,Cass High School,All Students,Combined,1332096,84860,457,141,1352,1347,1339
2014-15,608,Bartow County,114,Cass High School,All Students,Mathematics,1332096,85362,458,141,489,484,479
2014-15,608,Bartow County,114,Cass High School,All Students,Reading,1332096,85353,460,144,490,491,487
2014-15,608,Bartow County,114,Cass High School,All Students,Writing,1332096,83866,453,139,373,372,373
2014-15,608,Bartow County,198,Woodland High School,All Students,Combined,1332096,84860,457,220,1352,1347,1349
2014-15,608,Bartow County,198,Woodland High School,All Students,Mathematics,1332096,85362,458,222,489,484,487
2014-15,608,Bartow County,198,Woodland High School,All Students,Reading,1332096,85353,460,220,490,491,497
2014-15,608,Bartow County,198,Woodland High School,All Students,Writing,1332096,83866,453,219,373,372,365
2014-15,609,Ben Hill County,291,Fitzgerald High School,All Students,Combined,1332096,84860,106,106,1352,1210,1210
2014-15,609,Ben Hill County,291,Fitzgerald High School,All Students,Mathematics,1332096,85362,106,106,489,434,434
2014-15,609,Ben Hill County,291,Fitzgerald High School,All Students,Reading,1332096,85353,106,106,490,428,428
2014-15,609,Ben Hill County,291,Fitzgerald High School,All Students,Writing,1332096,83866,106,106,373,348,348
2014-15,610,Berrien County,101,Berrien High School,All Students,Combined,1332096,84860,152,150,1352,1263,1261
2014-15,610,Berrien County,101,Berrien High School,All Students,Mathematics,1332096,85362,153,151,489,452,453
2014-15,610,Berrien County,101,Berrien High School,All Students,Reading,1332096,85353,152,150,490,458,458
2014-15,610,Berrien County,101,Berrien High School,All Students,Writing,1332096,83866,150,148,373,353,351
2014-15,610,Berrien County,106,Berrien Academy Performance Learning Center,All Students,Combined,1332096,84860,152,TFS,1352,1263,
