"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_NM","INSTN_NAME","LABEL_LVL_3_DESC","LABEL_LVL_2_DESC","FTE","OUTOFFIELD_FTE","OUTOFFIELD_FTE_PCT"
"2017-18","Glynn County","Golden Isles Elementary School","Teachers","Total",84,5.5,6
"2017-18","Glynn County","Goodyear Elementary School","Teachers","High Poverty",108,2.4,2
"2017-18","Glynn County","Goodyear Elementary School","Teachers","Total",108,2.4,2
"2017-18","Glynn County","Greer Elementary School","Teachers","Total",94.5,11.9,13
"2017-18","Glynn County","Jane Macon Middle","Teachers","Total",74,27.4,37
"2017-18","Glynn County","Morningstar Treatment Services, Inc. Youth Estate","Teachers","High Poverty",10,5.2,52
"2017-18","Glynn County","Morningstar Treatment Services, Inc. Youth Estate","Teachers","Total",10,5.2,52
"2017-18","Glynn County","Needwood Middle School","Teachers","Total",89,6.8,8
"2017-18","Glynn County","Oglethorpe Point Elementary School","Teachers","Low Poverty",56.5,2,4
"2017-18","Glynn County","Oglethorpe Point Elementary School","Teachers","Total",56.5,2,4
"2017-18","Glynn County","Risley Middle School","Teachers","Total",78.2,19.3,25
"2017-18","Glynn County","Satilla Marsh Elementary School","Teachers","Low Poverty",68,1.9,3
"2017-18","Glynn County","Satilla Marsh Elementary School","Teachers","Total",68,1.9,3
"2017-18","Glynn County","St. Simons Elementary School","Teachers","Total",70.5,4.2,6
"2017-18","Glynn County","Sterling Elementary School","Teachers","Total",94,3,3
"2017-18","Gordon County","Ashworth Middle School","Teachers","Total",48.2,5.7,12
"2017-18","Gordon County","Belwood Elementary School","Teachers","Total",41.5,2.7,7
"2017-18","Gordon County","Fairmount Elementary School","Teachers","Total",30,0.6,2
"2017-18","Gordon County","Gordon Central High School","Teachers","Total",63.9,8.9,14
"2017-18","Gordon County","Gordon County- All Schools","Teachers","Total",475.3,41.9,9
"2017-18","Gordon County","Red Bud Elementary School","Teachers","Total",40.5,0,0
"2017-18","Gordon County","Red Bud Middle School","Teachers","Total",60.6,8.8,15
"2017-18","Gordon County","Sonoraville Elementary","Teachers","Total",44.5,1.6,4
"2017-18","Gordon County","Sonoraville High School","Teachers","Total",85,13.8,16
"2017-18","Gordon County","Swain Elementary School","Teachers","Total",36.5,3.2,9
"2017-18","Gordon County","Tolbert Elementary School","Teachers","Total",36.5,1.8,5
"2017-18","Grady County","Cairo High School","Teachers","Total",82.9,18.9,23
"2017-18","Grady County","Eastside Elementary School","Teachers","Total",60.6,12,20
"2017-18","Grady County","Grady County- All Schools","Teachers","Total",334.7,47.6,14
"2017-18","Grady County","Northside Elementary School","Teachers","Total",41,5.1,12
"2017-18","Grady County","Shiver Elementary School","Teachers","Total",67.5,10.1,15
"2017-18","Grady County","Southside Elementary School","Teachers","Total",58.3,6.2,11
"2017-18","Grady County","Washington Middle School","Teachers","Total",53.3,11.9,22
"2017-18","Grady County","Whigham Elementary School","Teachers","Total",47.1,5.5,12
"2017-18","Greene County","Anita White Carson Middle School","Teachers","High Poverty",32,9.5,30
"2017-18","Greene County","Anita White Carson Middle School","Teachers","Total",32,9.5,30
"2017-18","Greene County","Greene County High School","Teachers","High Poverty",48.3,18.3,38
"2017-18","Greene County","Greene County High School","Teachers","Total",48.3,18.3,38
"2017-18","Greene County","Greene County- All Schools","Teachers","High Poverty",142.3,32.7,23
"2017-18","Greene County","Greene County- All Schools","Teachers","Low Poverty",80.8,5.6,7
"2017-18","Greene County","Greene County- All Schools","Teachers","Total",227.1,39.4,17
"2017-18","Greene County","Greensboro Elementary","Teachers","High Poverty",33,2.7,8
"2017-18","Greene County","Greensboro Elementary","Teachers","Total",33,2.7,8
"2017-18","Greene County","LAKE OCONEE CHARTER","Teachers","Low Poverty",80.8,5.6,7
"2017-18","Greene County","LAKE OCONEE CHARTER","Teachers","Total",80.8,5.6,7
"2017-18","Greene County","Union Point Elementary","Teachers","High Poverty",30,2.2,7
"2017-18","Greene County","Union Point Elementary","Teachers","Total",30,2.2,7
"2017-18","Gwinnett County","Alcova Elementary School","Teachers","Total",171,10.9,6
"2017-18","Gwinnett County","Alford Elementary","Teachers","Total",129.5,16.3,13
"2017-18","Gwinnett County","Anderson-Livsey Elementary School","Teachers","Total",143.9,14.4,10
"2017-18","Gwinnett County","Annistown Elementary School","Teachers","Total",105,14.3,14
"2017-18","Gwinnett County","Arcado Elementary School","Teachers","Total",136,11.9,9
"2017-18","Gwinnett County","Archer High School","Teachers","Low Poverty",288,60.4,21
"2017-18","Gwinnett County","Archer High School","Teachers","Total",288,60.4,21
"2017-18","Gwinnett County","Baggett Elementary School","Teachers","Total",164,19.2,12
"2017-18","Gwinnett County","Baldwin Elementary","Teachers","Total",200.5,19.6,10
"2017-18","Gwinnett County","Bay Creek Middle School","Teachers","Low Poverty",122.8,13.3,11
"2017-18","Gwinnett County","Bay Creek Middle School","Teachers","Total",122.8,13.3,11
"2017-18","Gwinnett County","Beaver Ridge Elementary School","Teachers","Total",180.5,17.6,10
"2017-18","Gwinnett County","Benefield Elementary School","Teachers","Total",191,24.1,13
"2017-18","Gwinnett County","Berkeley Lake Elementary School","Teachers","Total",128.3,12.7,10
"2017-18","Gwinnett County","Berkmar High School","Teachers","Total",322,56.2,17
"2017-18","Gwinnett County","Berkmar Middle School","Teachers","Total",121.5,11.7,10
"2017-18","Gwinnett County","Bethesda Elementary School","Teachers","Total",179,20.6,12
"2017-18","Gwinnett County","Britt Elementary School","Teachers","Total",125,11.5,9
"2017-18","Gwinnett County","Brookwood Elementary School","Teachers","Low Poverty",149.5,12.9,9
"2017-18","Gwinnett County","Brookwood Elementary School","Teachers","Total",149.5,12.9,9
"2017-18","Gwinnett County","Brookwood High School","Teachers","Low Poverty",313,59.5,19
"2017-18","Gwinnett County","Brookwood High School","Teachers","Total",313,59.5,19
"2017-18","Gwinnett County","Burnette Elementary School","Teachers","Low Poverty",97.3,8.9,9
"2017-18","Gwinnett County","Burnette Elementary School","Teachers","Total",97.3,8.9,9
"2017-18","Gwinnett County","Camp Creek Elementary School","Teachers","Low Poverty",170.5,16.6,10
"2017-18","Gwinnett County","Camp Creek Elementary School","Teachers","Total",170.5,16.6,10
"2017-18","Gwinnett County","Cedar Hill Elementary School","Teachers","Total",182,23.7,13
"2017-18","Gwinnett County","Centerville Elementary School","Teachers","Total",126.5,15.3,12
"2017-18","Gwinnett County","Central Gwinnett High School","Teachers","Total",369.5,66,18
"2017-18","Gwinnett County","Chattahoochee Elementary School","Teachers","Total",201.5,15.1,7
"2017-18","Gwinnett County","Chesney Elementary School","Teachers","Total",196.5,18.9,10
"2017-18","Gwinnett County","Coleman Middle School","Teachers","Low Poverty",100,12.5,12
"2017-18","Gwinnett County","Coleman Middle School","Teachers","Total",100,12.5,12
"2017-18","Gwinnett County","Collins Hill High School","Teachers","Low Poverty",318.4,56.4,18
"2017-18","Gwinnett County","Collins Hill High School","Teachers","Total",318.4,56.4,18
"2017-18","Gwinnett County","Cooper Elementary School","Teachers","Low Poverty",163,17.4,11
"2017-18","Gwinnett County","Cooper Elementary School","Teachers","Total",163,17.4,11
"2017-18","Gwinnett County","Corley Elementary School","Teachers","Total",172.7,12.7,7
"2017-18","Gwinnett County","Couch Middle School","Teachers","Low Poverty",113.7,7.1,6
"2017-18","Gwinnett County","Couch Middle School","Teachers","Total",113.7,7.1,6
"2017-18","Gwinnett County","Craig Elementary School","Teachers","Low Poverty",120.5,15.8,13
"2017-18","Gwinnett County","Craig Elementary School","Teachers","Total",120.5,15.8,13
"2017-18","Gwinnett County","Creekland Middle School","Teachers","Total",174,10.1,6
"2017-18","Gwinnett County","Crews Middle School","Teachers","Low Poverty",129,18,14
"2017-18","Gwinnett County","Crews Middle School","Teachers","Total",129,18,14
"2017-18","Gwinnett County","Dacula Elementary School","Teachers","Total",162,12.2,8
"2017-18","Gwinnett County","Dacula High School","Teachers","Total",238.8,51.6,22
"2017-18","Gwinnett County","Dacula Middle School","Teachers","Total",182.8,22.5,12
"2017-18","Gwinnett County","Discovery High School","Teachers","Total",431,72.6,17
"2017-18","Gwinnett County","Duluth High School","Teachers","Total",279,61.3,22
"2017-18","Gwinnett County","Duluth Middle School","Teachers","Total",127,12.1,10
"2017-18","Gwinnett County","Duncan Creek Elementary","Teachers","Low Poverty",137,8.3,6
"2017-18","Gwinnett County","Duncan Creek Elementary","Teachers","Total",137,8.3,6
"2017-18","Gwinnett County","Dyer Elementary School","Teachers","Total",110.6,9.6,9
"2017-18","Gwinnett County","Ferguson Elementary School","Teachers","Total",166,15.6,9
"2017-18","Gwinnett County","Five Forks Middle School","Teachers","Low Poverty",122,11.7,10
"2017-18","Gwinnett County","Five Forks Middle School","Teachers","Total",122,11.7,10
"2017-18","Gwinnett County","Fort Daniel Elementary School","Teachers","Low Poverty",97.8,2.3,2
"2017-18","Gwinnett County","Fort Daniel Elementary School","Teachers","Total",97.8,2.3,2
"2017-18","Gwinnett County","Freeman's Mill Elementary School","Teachers","Low Poverty",142.2,13.4,9
"2017-18","Gwinnett County","Freeman's Mill Elementary School","Teachers","Total",142.2,13.4,9
"2017-18","Gwinnett County","Grace Snell Middle School","Teachers","Total",138,14.6,11
"2017-18","Gwinnett County","Graves Elementary School","Teachers","Total",191,15.6,8
"2017-18","Gwinnett County","Grayson Elementary School","Teachers","Low Poverty",134,15.9,12
"2017-18","Gwinnett County","Grayson Elementary School","Teachers","Total",134,15.9,12
"2017-18","Gwinnett County","Grayson High School","Teachers","Low Poverty",340.8,62.7,18
"2017-18","Gwinnett County","Grayson High School","Teachers","Total",340.8,62.7,18
"2017-18","Gwinnett County","Gwin Oaks Elementary School","Teachers","Low Poverty",121,11.2,9
"2017-18","Gwinnett County","Gwin Oaks Elementary School","Teachers","Total",121,11.2,9
"2017-18","Gwinnett County","Gwinnett County- All Schools","Teachers","High Poverty",346.5,25,7
"2017-18","Gwinnett County","Gwinnett County- All Schools","Teachers","Low Poverty",5060.5,567.3,11
"2017-18","Gwinnett County","Gwinnett County- All Schools","Teachers","Total",11170,1159.7,10
"2017-18","Gwinnett County","Gwinnett InterVention Education (GIVE) Center East","Teachers","Total",87,8.8,10
"2017-18","Gwinnett County","Gwinnett Intervention Education Center (GIVE) West","Teachers","Total",99.5,14.8,15
"2017-18","Gwinnett County","Gwinnett Online Campus","Teachers","Low Poverty",113.9,14.9,13
"2017-18","Gwinnett County","Gwinnett Online Campus","Teachers","Total",113.9,14.9,13
"2017-18","Gwinnett County","Gwinnett School of Mathematics, Science and Technology","Teachers","Low Poverty",104.2,22.1,21
"2017-18","Gwinnett County","Gwinnett School of Mathematics, Science and Technology","Teachers","Total",104.2,22.1,21
"2017-18","Gwinnett County","Harbins Elementary School","Teachers","Low Poverty",133.5,19.3,14
"2017-18","Gwinnett County","Harbins Elementary School","Teachers","Total",133.5,19.3,14
"2017-18","Gwinnett County","Harmony Elementary School","Teachers","Low Poverty",84,6.7,8
"2017-18","Gwinnett County","Harmony Elementary School","Teachers","Total",84,6.7,8
"2017-18","Gwinnett County","Harris Elementary School","Teachers","Total",111.5,13.4,12
"2017-18","Gwinnett County","Head Elementary School","Teachers","Low Poverty",111.8,9.7,9
"2017-18","Gwinnett County","Head Elementary School","Teachers","Total",111.8,9.7,9
"2017-18","Gwinnett County","Hopkins Elementary School","Teachers","Total",180.5,13.8,8
"2017-18","Gwinnett County","Hull Middle School","Teachers","Low Poverty",127.7,11.1,9
"2017-18","Gwinnett County","Hull Middle School","Teachers","Total",127.7,11.1,9
"2017-18","Gwinnett County","International Transition Center","Teachers","High Poverty",66,4.8,7
"2017-18","Gwinnett County","International Transition Center","Teachers","Total",66,4.8,7
"2017-18","Gwinnett County","Ivy Creek Elementary School","Teachers","Low Poverty",144.5,11.8,8
"2017-18","Gwinnett County","Ivy Creek Elementary School","Teachers","Total",144.5,11.8,8
"2017-18","Gwinnett County","Jackson Elementary School","Teachers","Total",221,18.8,9
"2017-18","Gwinnett County","Jenkins Elementary School","Teachers","Total",146,14.3,10
"2017-18","Gwinnett County","Jones Middle School","Teachers","Low Poverty",83,7.1,9
"2017-18","Gwinnett County","Jones Middle School","Teachers","Total",83,7.1,9
"2017-18","Gwinnett County","Jordan Middle School","Teachers","Total",166,15.8,10
"2017-18","Gwinnett County","Kanoheda Elementary School","Teachers","Total",125,11.7,9
"2017-18","Gwinnett County","Knight Elementary School","Teachers","Total",118.5,10.7,9
"2017-18","Gwinnett County","Lanier High School","Teachers","Low Poverty",214.6,47.5,22
"2017-18","Gwinnett County","Lanier High School","Teachers","Total",214.6,47.5,22
"2017-18","Gwinnett County","Lanier Middle School","Teachers","Low Poverty",119,16.9,14
"2017-18","Gwinnett County","Lanier Middle School","Teachers","Total",119,16.9,14
"2017-18","Gwinnett County","Lawrenceville Elementary School","Teachers","Total",135,15.3,11
"2017-18","Gwinnett County","Level Creek Elementary School","Teachers","Low Poverty",104,5.7,5
"2017-18","Gwinnett County","Level Creek Elementary School","Teachers","Total",104,5.7,5
"2017-18","Gwinnett County","Lilburn Elementary School","Teachers","Total",193.3,11.4,6
"2017-18","Gwinnett County","Lilburn Middle School","Teachers","Total",178.5,23,13
"2017-18","Gwinnett County","Lovin Elementary School","Teachers","Total",136.4,15.4,11
"2017-18","Gwinnett County","Magill Elementary School","Teachers","Total",138,13,9
"2017-18","Gwinnett County","Mason Elementary School","Teachers","Low Poverty",131.4,9.6,7
"2017-18","Gwinnett County","Mason Elementary School","Teachers","Total",131.4,9.6,7
"2017-18","Gwinnett County","McConnell Middle School","Teachers","Low Poverty",200,18.1,9
"2017-18","Gwinnett County","McConnell Middle School","Teachers","Total",200,18.1,9
"2017-18","Gwinnett County","McKendree Elementary School","Teachers","Total",175,21.6,12
"2017-18","Gwinnett County","Meadowcreek Elementary School","Teachers","High Poverty",170,15.3,9
"2017-18","Gwinnett County","Meadowcreek Elementary School","Teachers","Total",170,15.3,9
"2017-18","Gwinnett County","Meadowcreek High School","Teachers","Total",369.5,77.6,21
"2017-18","Gwinnett County","Mill Creek High School","Teachers","Low Poverty",394,55.4,14
"2017-18","Gwinnett County","Mill Creek High School","Teachers","Total",394,55.4,14
"2017-18","Gwinnett County","Minor Elementary School","Teachers","Total",154,11.9,8
"2017-18","Gwinnett County","Moore Middle School","Teachers","Total",126,12.7,10
"2017-18","Gwinnett County","Mountain Park Elementary School","Teachers","Total",94.5,13.3,14
"2017-18","Gwinnett County","Mountain View High School","Teachers","Low Poverty",323.5,60.8,19
"2017-18","Gwinnett County","Mountain View High School","Teachers","Total",323.5,60.8,19
"2017-18","Gwinnett County","Mulberry Elementary School","Teachers","Low Poverty",96,10.1,10
"2017-18","Gwinnett County","Mulberry Elementary School","Teachers","Total",96,10.1,10
"2017-18","Gwinnett County","Nesbit Elementary School","Teachers","Total",166.1,7,4
"2017-18","Gwinnett County","New Life Academy of Excellence","Teachers","Total",36,4.5,12
"2017-18","Gwinnett County","Norcross Elementary School","Teachers","Total",144,15.5,11
"2017-18","Gwinnett County","Norcross High School","Teachers","Total",425.5,95.2,22
"2017-18","Gwinnett County","North Gwinnett High School","Teachers","Low Poverty",291.2,41.6,14
"2017-18","Gwinnett County","North Gwinnett High School","Teachers","Total",291.2,41.6,14
"2017-18","Gwinnett County","North Gwinnett Middle School","Teachers","Low Poverty",149.6,11.1,7
"2017-18","Gwinnett County","North Gwinnett Middle School","Teachers","Total",149.6,11.1,7
"2017-18","Gwinnett County","North Metro Academy of Performing Arts","Teachers","Total",21,6.6,31
"2017-18","Gwinnett County","Northbrook Middle School","Teachers","Total",140,9.2,7
"2017-18","Gwinnett County","Norton Elementary School","Teachers","Total",166.7,13.4,8
"2017-18","Gwinnett County","Oakland Meadow School","Teachers","Low Poverty",19,8.8,46
"2017-18","Gwinnett County","Oakland Meadow School","Teachers","Total",19,8.8,46
"2017-18","Gwinnett County","Osborne Middle School","Teachers","Low Poverty",145.5,10.7,7
"2017-18","Gwinnett County","Osborne Middle School","Teachers","Total",145.5,10.7,7
"2017-18","Gwinnett County","Parkview High School","Teachers","Low Poverty",297,43.9,15
"2017-18","Gwinnett County","Parkview High School","Teachers","Total",297,43.9,15
"2017-18","Gwinnett County","Parsons Elementary School","Teachers","Low Poverty",88,9.4,11
"2017-18","Gwinnett County","Parsons Elementary School","Teachers","Total",88,9.4,11
"2017-18","Gwinnett County","Partee Elementary School","Teachers","Total",127.1,12.6,10
"2017-18","Gwinnett County","Patrick Elementary School","Teachers","Low Poverty",122.9,11.7,9
"2017-18","Gwinnett County","Patrick Elementary School","Teachers","Total",122.9,11.7,9
"2017-18","Gwinnett County","Peachtree Elementary School","Teachers","Total",149.7,15.8,11
"2017-18","Gwinnett County","Peachtree Ridge High School","Teachers","Low Poverty",307,43.2,14
"2017-18","Gwinnett County","Peachtree Ridge High School","Teachers","Total",307,43.2,14
"2017-18","Gwinnett County","Pharr Elementary School","Teachers","Total",120.5,9.4,8
"2017-18","Gwinnett County","Phoenix High School","Teachers","Low Poverty",47.5,10.5,22
"2017-18","Gwinnett County","Phoenix High School","Teachers","Total",47.5,10.5,22
"2017-18","Gwinnett County","Pinckneyville Middle School","Teachers","Total",158.5,27.4,17
"2017-18","Gwinnett County","Puckett's Mill Elementary School","Teachers","Low Poverty",127.3,5.7,5
"2017-18","Gwinnett County","Puckett's Mill Elementary School","Teachers","Total",127.3,5.7,5
"2017-18","Gwinnett County","Radloff Middle School","Teachers","Total",147.5,15.3,10
"2017-18","Gwinnett County","Richards Middle School","Teachers","Total",208,28.4,14
"2017-18","Gwinnett County","Riverside Elementary School","Teachers","Low Poverty",108.5,6.8,6
"2017-18","Gwinnett County","Riverside Elementary School","Teachers","Total",108.5,6.8,6
"2017-18","Gwinnett County","Roberts Elementary School","Teachers","Low Poverty",117,5.1,4
"2017-18","Gwinnett County","Roberts Elementary School","Teachers","Total",117,5.1,4
"2017-18","Gwinnett County","Rock Springs Elementary School","Teachers","Total",121.5,15.7,13
"2017-18","Gwinnett County","Rockbridge Elementary School","Teachers","High Poverty",164,10.6,6
"2017-18","Gwinnett County","Rockbridge Elementary School","Teachers","Total",164,10.6,6
"2017-18","Gwinnett County","Rosebud Elementary School","Teachers","Total",197,18.3,9
"2017-18","Gwinnett County","Shiloh Elementary School","Teachers","Total",128.1,11.3,9
"2017-18","Gwinnett County","Shiloh High School","Teachers","Total",261.5,71.8,27
"2017-18","Gwinnett County","Shiloh Middle School","Teachers","Total",156.5,17.2,11
"2017-18","Gwinnett County","Simonton Elementary School","Teachers","Total",161,13.1,8
"2017-18","Gwinnett County","Simpson Elementary School","Teachers","Low Poverty",87.5,14.1,16
"2017-18","Gwinnett County","Simpson Elementary School","Teachers","Total",87.5,14.1,16
"2017-18","Gwinnett County","Snellville Middle School","Teachers","Total",116,13,11
"2017-18","Gwinnett County","South Gwinnett High School","Teachers","Total",310.5,69.5,22
"2017-18","Gwinnett County","Starling Elementary School","Teachers","Low Poverty",136.5,11.7,9
"2017-18","Gwinnett County","Starling Elementary School","Teachers","Total",136.5,11.7,9
"2017-18","Gwinnett County","Stripling Elementary School","Teachers","Total",126.8,16.4,13
"2017-18","Gwinnett County","Sugar Hill Elementary School","Teachers","Low Poverty",134.2,8.5,6
"2017-18","Gwinnett County","Sugar Hill Elementary School","Teachers","Total",134.2,8.5,6
"2017-18","Gwinnett County","Summerour Middle School","Teachers","Total",152,22.1,15
"2017-18","Gwinnett County","Suwanee Elementary School","Teachers","Low Poverty",88.5,3.7,4
"2017-18","Gwinnett County","Suwanee Elementary School","Teachers","Total",88.5,3.7,4
"2017-18","Gwinnett County","Sweetwater Middle School","Teachers","Total",169,23.3,14
"2017-18","Gwinnett County","Sycamore Elementary School","Teachers","Total",102.6,9,9
"2017-18","Gwinnett County","Taylor Elementary School","Teachers","Total",116,17.6,15
"2017-18","Gwinnett County","Trickum Middle School","Teachers","Total",139,15.6,11
"2017-18","Gwinnett County","Trip Elementary School","Teachers","Total",141.5,13.6,10
"2017-18","Gwinnett County","Twin Rivers Middle School","Teachers","Low Poverty",177.4,18.7,11
"2017-18","Gwinnett County","Twin Rivers Middle School","Teachers","Total",177.4,18.7,11
"2017-18","Gwinnett County","Walnut Grove Elementary School","Teachers","Total",126,16.2,13
"2017-18","Gwinnett County","White Oak Elementary School","Teachers","Low Poverty",116,7.5,7
"2017-18","Gwinnett County","White Oak Elementary School","Teachers","Total",116,7.5,7
"2017-18","Gwinnett County","Winn Holt Elementary School","Teachers","Total",168,15,9
"2017-18","Gwinnett County","Woodward Mill Elementary School","Teachers","Total",159.5,15.8,10
"2017-18","Habersham County","9th Grade Academy","Teachers","Total",34.6,2.8,8
"2017-18","Habersham County","Baldwin Elementary School","Teachers","Total",37.5,0.1,0
"2017-18","Habersham County","Clarkesville Elementary School","Teachers","Total",33.3,0,0
"2017-18","Habersham County","Cornelia Elementary School","Teachers","Total",56,0.2,0
"2017-18","Habersham County","Demorest Elementary School","Teachers","Total",45.5,2.3,5
"2017-18","Habersham County","Fairview Elementary School","Teachers","Total",35.3,1.1,3
"2017-18","Habersham County","Habersham Central High School","Teachers","Total",113.4,8.2,7
"2017-18","Habersham County","Habersham County- All Schools","Teachers","Low Poverty",45,3.5,8
"2017-18","Habersham County","Habersham County- All Schools","Teachers","Total",529.5,22.3,4
"2017-18","Habersham County","Habersham Success Academy","Teachers","Total",1,0.7,67
"2017-18","Habersham County","Hazel Grove Elementary School","Teachers","Total",20,0.6,3
"2017-18","Habersham County","Level Grove Elementary School","Teachers","Total",48,1.1,2
"2017-18","Habersham County","North Habersham Middle School","Teachers","Low Poverty",44.1,3.5,8
"2017-18","Habersham County","North Habersham Middle School","Teachers","Total",44.1,3.5,8
"2017-18","Habersham County","South Habersham Middle School","Teachers","Total",39.5,3.1,8
"2017-18","Habersham County","Wilbanks Middle School","Teachers","Total",42.5,2.2,5
"2017-18","Habersham County","Woodville Elementary School","Teachers","Total",17.5,0,0
"2017-18","Hall County","C. W. Davis Middle School","Teachers","Low Poverty",79.5,1,1
"2017-18","Hall County","C. W. Davis Middle School","Teachers","Total",79.5,1,1
"2017-18","Hall County","Chestatee High School","Teachers","Total",103.4,10.8,10
"2017-18","Hall County","Chestatee Middle School","Teachers","Total",76,2.6,3
"2017-18","Hall County","Chestnut Mountain Elementary School","Teachers","Low Poverty",46,1,2
"2017-18","Hall County","Chestnut Mountain Elementary School","Teachers","Total",46,1,2
"2017-18","Hall County","Chicopee Elementary School","Teachers","High Poverty",58,3,5
"2017-18","Hall County","Chicopee Elementary School","Teachers","Total",58,3,5
"2017-18","Hall County","East Hall High School","Teachers","Total",94.8,8.6,9
"2017-18","Hall County","East Hall Middle School","Teachers","Total",78.5,5.8,7
"2017-18","Hall County","Flowery Branch Elementary School","Teachers","Total",39.2,2,5
"2017-18","Hall County","Flowery Branch High","Teachers","Low Poverty",136.7,11.7,9
"2017-18","Hall County","Flowery Branch High","Teachers","Total",136.7,11.7,9
"2017-18","Hall County","Friendship Elementary School","Teachers","Total",48,2.7,6
"2017-18","Hall County","Hall County- All Schools","Teachers","High Poverty",204.5,7.5,4
"2017-18","Hall County","Hall County- All Schools","Teachers","Low Poverty",528.7,27.5,5
"2017-18","Hall County","Hall County- All Schools","Teachers","Total",1834.2,98.7,5
"2017-18","Hall County","Johnson High School","Teachers","Total",114.7,12.9,11
"2017-18","Hall County","Lanier Career Academy","Teachers","Total",252.3,15.2,6
"2017-18","Hall County","Lanier Elementary School","Teachers","Total",35,0.2,1
"2017-18","Hall County","Lula Elementary School","Teachers","Total",31.5,0,0
"2017-18","Hall County","Lyman Hall Elementary School","Teachers","High Poverty",61.6,2,3
"2017-18","Hall County","Lyman Hall Elementary School","Teachers","Total",61.6,2,3
"2017-18","Hall County","Martin Elementary School","Teachers","Total",49.5,0.6,1
"2017-18","Hall County","McEver Elementary School","Teachers","Total",41.5,1,2
"2017-18","Hall County","Mount Vernon Elementary School","Teachers","Low Poverty",43,1,2
"2017-18","Hall County","Mount Vernon Elementary School","Teachers","Total",43,1,2
"2017-18","Hall County","Myers Elementary School","Teachers","Total",52,3.9,7
"2017-18","Hall County","North Hall High School","Teachers","Low Poverty",116.7,10,9
"2017-18","Hall County","North Hall High School","Teachers","Total",116.7,10,9
"2017-18","Hall County","North Hall Middle School","Teachers","Low Poverty",60.3,4.8,8
"2017-18","Hall County","North Hall Middle School","Teachers","Total",60.3,4.8,8
"2017-18","Hall County","Oakwood Elementary School","Teachers","Total",39.5,0.6,2
"2017-18","Hall County","Riverbend Elementary School","Teachers","Total",29.3,0,0
"2017-18","Hall County","Sardis Elementary School","Teachers","Total",55,6.7,12
"2017-18","Hall County","South Hall Middle School","Teachers","Total",97.5,5.8,6
"2017-18","Hall County","Spout Springs Elementary School","Teachers","Low Poverty",48.5,1.2,2
"2017-18","Hall County","Spout Springs Elementary School","Teachers","Total",48.5,1.2,2
"2017-18","Hall County","Sugar Hill Elementary","Teachers","Total",52,0.9,2
"2017-18","Hall County","Tadmore Elementary School","Teachers","High Poverty",51.5,2.3,5
"2017-18","Hall County","Tadmore Elementary School","Teachers","Total",51.5,2.3,5
"2017-18","Hall County","Wauka Mountain Elementary School","Teachers","Low Poverty",39.5,2.5,6
"2017-18","Hall County","Wauka Mountain Elementary School","Teachers","Total",39.5,2.5,6
"2017-18","Hall County","West Hall High School","Teachers","Total",94.6,9,10
"2017-18","Hall County","West Hall Middle School","Teachers","Total",68,2.4,4
"2017-18","Hall County","White Sulphur Elementary School","Teachers","High Poverty",45,1,2
"2017-18","Hall County","White Sulphur Elementary School","Teachers","Total",45,1,2
"2017-18","Hall County","World Language Academy","Teachers","Total",74.3,9.6,13
"2017-18","Hancock County","Hancock Central High School","Teachers","High Poverty",21.8,10.2,47
"2017-18","Hancock County","Hancock Central High School","Teachers","Total",21.8,10.2,47
"2017-18","Hancock County","Hancock Central Middle School","Teachers","High Poverty",14.5,10.9,75
"2017-18","Hancock County","Hancock Central Middle School","Teachers","Total",14.5,10.9,75
"2017-18","Hancock County","Hancock County- All Schools","Teachers","High Poverty",66,38.9,59
"2017-18","Hancock County","Hancock County- All Schools","Teachers","Total",66,38.9,59
"2017-18","Hancock County","Lewis Elementary School","Teachers","High Poverty",32,20.1,63
"2017-18","Hancock County","Lewis Elementary School","Teachers","Total",32,20.1,63
"2017-18","Haralson County","Buchanan Elementary School","Teachers","Total",31.3,0.4,1
"2017-18","Haralson County","Buchanan Primary School","Teachers","Total",41,3.3,8
"2017-18","Haralson County","Haralson County High School","Teachers","Total",70.9,7.3,10
"2017-18","Haralson County","Haralson County Middle School","Teachers","Total",56.9,5.3,9
"2017-18","Haralson County","Haralson County- All Schools","Teachers","Total",272,21.3,8
"2017-18","Haralson County","Tallapoosa Primary School","Teachers","Total",44.4,3.4,8
"2017-18","Haralson County","West Haralson Elementary School","Teachers","Total",29.4,1.8,6
"2017-18","Harris County","Creekside School","Teachers","Low Poverty",55.2,8,15
"2017-18","Harris County","Creekside School","Teachers","Total",55.2,8,15
"2017-18","Harris County","Harris County Carver Middle School","Teachers","Low Poverty",57.3,3.6,6
"2017-18","Harris County","Harris County Carver Middle School","Teachers","Total",57.3,3.6,6
"2017-18","Harris County","Harris County High School","Teachers","Low Poverty",148.2,21.7,15
"2017-18","Harris County","Harris County High School","Teachers","Total",148.2,21.7,15
"2017-18","Harris County","Harris County- All Schools","Teachers","Low Poverty",354.8,31,9
"2017-18","Harris County","Harris County- All Schools","Teachers","Total",393.8,34,9
"2017-18","Harris County","Mulberry Creek Elementary School","Teachers","Low Poverty",33.5,1.7,5
"2017-18","Harris County","Mulberry Creek Elementary School","Teachers","Total",33.5,1.7,5
"2017-18","Harris County","New Mountain Hill Elementary School","Teachers","Low Poverty",34,0,0
"2017-18","Harris County","New Mountain Hill Elementary School","Teachers","Total",34,0,0
