"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_NM","INSTN_NAME","LABEL_LVL_3_DESC","LABEL_LVL_2_DESC","FTE","OUTOFFIELD_FTE","OUTOFFIELD_FTE_PCT"
"2017-18","Polk County","Harpst Academy","Teachers","Total",9.5,2.9,31
"2017-18","Polk County","Northside Elementary","Teachers","Total",51,2.6,5
"2017-18","Polk County","Polk County- All Schools","Teachers","High Poverty",9.5,2.9,30
"2017-18","Polk County","Polk County- All Schools","Teachers","Total",540.8,49.9,9
"2017-18","Polk County","Rockmart High School","Teachers","Total",60.2,16.4,27
"2017-18","Polk County","Rockmart Middle School","Teachers","Total",57.1,5.4,9
"2017-18","Polk County","Van Wert Elementary School","Teachers","Total",62.3,2,3
"2017-18","Polk County","Westside Elementary School","Teachers","Total",50.5,3.2,6
"2017-18","Polk County","Youngs Grove Elementary School","Teachers","Total",55,1.5,3
"2017-18","Pulaski County","Hawkinsville High School","Teachers","Total",33.2,6.3,19
"2017-18","Pulaski County","Pulaski County Elementary School","Teachers","High Poverty",44,7.6,17
"2017-18","Pulaski County","Pulaski County Elementary School","Teachers","Total",44,7.6,17
"2017-18","Pulaski County","Pulaski County Middle School","Teachers","Total",21.8,7.6,35
"2017-18","Pulaski County","Pulaski County- All Schools","Teachers","High Poverty",44,7.6,17
"2017-18","Pulaski County","Pulaski County- All Schools","Teachers","Total",101,19.5,19
"2017-18","Putnam County","Putnam County Elementary School","Teachers","Total",43,6.2,14
"2017-18","Putnam County","Putnam County High School","Teachers","Total",53.5,18.4,34
"2017-18","Putnam County","Putnam County Middle School","Teachers","Total",45.5,6.2,14
"2017-18","Putnam County","Putnam County Primary School","Teachers","Total",68,10,15
"2017-18","Putnam County","Putnam County- All Schools","Teachers","Total",211,41.7,20
"2017-18","Quitman County","Quitman County Elementary","Teachers","High Poverty",20,5.3,27
"2017-18","Quitman County","Quitman County Elementary","Teachers","Total",20,5.3,27
"2017-18","Quitman County","Quitman County High School","Teachers","High Poverty",11.5,6.9,60
"2017-18","Quitman County","Quitman County High School","Teachers","Total",11.5,6.9,60
"2017-18","Quitman County","Quitman County- All Schools","Teachers","High Poverty",29,11.2,39
"2017-18","Quitman County","Quitman County- All Schools","Teachers","Total",29,11.2,39
"2017-18","Rabun County","Rabun County Elementary School","Teachers","Total",53.3,2.2,4
"2017-18","Rabun County","Rabun County High School","Teachers","Total",65.2,3,5
"2017-18","Rabun County","Rabun County Middle School","Teachers","Total",27.5,1.9,7
"2017-18","Rabun County","Rabun County Primary School","Teachers","Total",46,1,2
"2017-18","Rabun County","Rabun County- All Schools","Teachers","Total",188,6.8,4
"2017-18","Randolph County","Randolph Clay High School","Teachers","High Poverty",20.3,6.1,30
"2017-18","Randolph County","Randolph Clay High School","Teachers","Total",20.3,6.1,30
"2017-18","Randolph County","Randolph Clay Middle School","Teachers","High Poverty",13.1,3.8,29
"2017-18","Randolph County","Randolph Clay Middle School","Teachers","Total",13.1,3.8,29
"2017-18","Randolph County","Randolph County Elementary School","Teachers","High Poverty",27,3.3,12
"2017-18","Randolph County","Randolph County Elementary School","Teachers","Total",27,3.3,12
"2017-18","Randolph County","Randolph County- All Schools","Teachers","High Poverty",58.3,12.9,22
"2017-18","Randolph County","Randolph County- All Schools","Teachers","Total",59.3,13.9,23
"2017-18","Richmond County","Academy of Richmond County High School","Teachers","High Poverty",90.7,20.6,23
"2017-18","Richmond County","Academy of Richmond County High School","Teachers","Total",90.7,20.6,23
"2017-18","Richmond County","Alternative Education Center at Lamar","Teachers","High Poverty",32,10.9,34
"2017-18","Richmond County","Alternative Education Center at Lamar","Teachers","Total",32,10.9,34
"2017-18","Richmond County","Barton Chapel Elementary School","Teachers","High Poverty",38.3,3,8
"2017-18","Richmond County","Barton Chapel Elementary School","Teachers","Total",38.3,3,8
"2017-18","Richmond County","Bayvale Elementary School","Teachers","High Poverty",52.5,14,27
"2017-18","Richmond County","Bayvale Elementary School","Teachers","Total",52.5,14,27
"2017-18","Richmond County","Blythe Elementary School","Teachers","High Poverty",22.7,0.6,3
"2017-18","Richmond County","Blythe Elementary School","Teachers","Total",22.7,0.6,3
"2017-18","Richmond County","Butler High School","Teachers","High Poverty",64,20.4,32
"2017-18","Richmond County","Butler High School","Teachers","Total",64,20.4,32
"2017-18","Richmond County","Copeland Elementary School","Teachers","High Poverty",34,1.1,3
"2017-18","Richmond County","Copeland Elementary School","Teachers","Total",34,1.1,3
"2017-18","Richmond County","Craig-Houghton Elementary School","Teachers","High Poverty",30,6.4,21
"2017-18","Richmond County","Craig-Houghton Elementary School","Teachers","Total",30,6.4,21
"2017-18","Richmond County","Cross Creek High School","Teachers","High Poverty",83.8,21.9,26
"2017-18","Richmond County","Cross Creek High School","Teachers","Total",83.8,21.9,26
"2017-18","Richmond County","Davidson Magnet School","Teachers","High Poverty",74.4,5.4,7
"2017-18","Richmond County","Davidson Magnet School","Teachers","Total",74.4,5.4,7
"2017-18","Richmond County","Deer Chase Elementary School","Teachers","High Poverty",46.8,8.9,19
"2017-18","Richmond County","Deer Chase Elementary School","Teachers","Total",46.8,8.9,19
"2017-18","Richmond County","Diamond Lakes Elementary School","Teachers","High Poverty",42.4,6.6,15
"2017-18","Richmond County","Diamond Lakes Elementary School","Teachers","Total",42.4,6.6,15
"2017-18","Richmond County","Dorothy Hains Elementary School","Teachers","High Poverty",42.9,3.9,9
"2017-18","Richmond County","Dorothy Hains Elementary School","Teachers","Total",42.9,3.9,9
"2017-18","Richmond County","Freedom Park Elementary","Teachers","High Poverty",55,6.2,11
"2017-18","Richmond County","Freedom Park Elementary","Teachers","Total",55,6.2,11
"2017-18","Richmond County","Garrett Elementary School","Teachers","High Poverty",36,3.3,9
"2017-18","Richmond County","Garrett Elementary School","Teachers","Total",36,3.3,9
"2017-18","Richmond County","Glenn Hills Elementary School","Teachers","High Poverty",37.6,5.7,15
"2017-18","Richmond County","Glenn Hills Elementary School","Teachers","Total",37.6,5.7,15
"2017-18","Richmond County","Glenn Hills High School","Teachers","High Poverty",64.2,21.2,33
"2017-18","Richmond County","Glenn Hills High School","Teachers","Total",64.2,21.2,33
"2017-18","Richmond County","Glenn Hills Middle School","Teachers","High Poverty",63.8,19.8,31
"2017-18","Richmond County","Glenn Hills Middle School","Teachers","Total",63.8,19.8,31
"2017-18","Richmond County","Goshen Elementary School","Teachers","High Poverty",40.9,5.9,14
"2017-18","Richmond County","Goshen Elementary School","Teachers","Total",40.9,5.9,14
"2017-18","Richmond County","Gracewood Elementary School","Teachers","High Poverty",35.4,5.1,14
"2017-18","Richmond County","Gracewood Elementary School","Teachers","Total",35.4,5.1,14
"2017-18","Richmond County","Hephzibah Elementary School","Teachers","High Poverty",29.9,3.8,13
"2017-18","Richmond County","Hephzibah Elementary School","Teachers","Total",29.9,3.8,13
"2017-18","Richmond County","Hephzibah High School","Teachers","High Poverty",72.2,22.2,31
"2017-18","Richmond County","Hephzibah High School","Teachers","Total",72.2,22.2,31
"2017-18","Richmond County","Hephzibah Middle School","Teachers","High Poverty",26.2,11.6,44
"2017-18","Richmond County","Hephzibah Middle School","Teachers","Total",26.2,11.6,44
"2017-18","Richmond County","Jamestown Elementary School","Teachers","High Poverty",22.7,4.9,21
"2017-18","Richmond County","Jamestown Elementary School","Teachers","Total",22.7,4.9,21
"2017-18","Richmond County","Jenkins-White Elementary School","Teachers","High Poverty",44.5,6,13
"2017-18","Richmond County","Jenkins-White Elementary School","Teachers","Total",44.5,6,13
"2017-18","Richmond County","Johnson Magnet","Teachers","High Poverty",44.6,6.1,14
"2017-18","Richmond County","Johnson Magnet","Teachers","Total",44.6,6.1,14
"2017-18","Richmond County","Josey High School","Teachers","High Poverty",52,20,38
"2017-18","Richmond County","Josey High School","Teachers","Total",52,20,38
"2017-18","Richmond County","Lake Forest Hills Elementary School","Teachers","High Poverty",50,4.2,8
"2017-18","Richmond County","Lake Forest Hills Elementary School","Teachers","Total",50,4.2,8
"2017-18","Richmond County","Lamar - Milledge Elementary School","Teachers","High Poverty",46.9,6.8,15
"2017-18","Richmond County","Lamar - Milledge Elementary School","Teachers","Total",46.9,6.8,15
"2017-18","Richmond County","Laney High School","Teachers","High Poverty",57.9,21.2,37
"2017-18","Richmond County","Laney High School","Teachers","Total",57.9,21.2,37
"2017-18","Richmond County","Langford Middle School","Teachers","High Poverty",65.2,23.3,36
"2017-18","Richmond County","Langford Middle School","Teachers","Total",65.2,23.3,36
"2017-18","Richmond County","Lighthouse Care Center of Augusta","Teachers","High Poverty",4,4,100
"2017-18","Richmond County","Lighthouse Care Center of Augusta","Teachers","Total",4,4,100
"2017-18","Richmond County","McBean Elementary School","Teachers","High Poverty",29.8,0.4,1
"2017-18","Richmond County","McBean Elementary School","Teachers","Total",29.8,0.4,1
"2017-18","Richmond County","Meadowbrook Elementary School","Teachers","High Poverty",37.7,5.6,15
"2017-18","Richmond County","Meadowbrook Elementary School","Teachers","Total",37.7,5.6,15
"2017-18","Richmond County","Merry Elementary School","Teachers","High Poverty",31,8.1,26
"2017-18","Richmond County","Merry Elementary School","Teachers","Total",31,8.1,26
"2017-18","Richmond County","Monte Sano Elementary School","Teachers","High Poverty",35.1,3.9,11
"2017-18","Richmond County","Monte Sano Elementary School","Teachers","Total",35.1,3.9,11
"2017-18","Richmond County","Morgan Road Middle School","Teachers","High Poverty",52,19.7,38
"2017-18","Richmond County","Morgan Road Middle School","Teachers","Total",52,19.7,38
"2017-18","Richmond County","Murphey Middle School","Teachers","High Poverty",67.7,26.2,39
"2017-18","Richmond County","Murphey Middle School","Teachers","Total",67.7,26.2,39
"2017-18","Richmond County","Performance Learning Center","Teachers","High Poverty",33.8,11.2,33
"2017-18","Richmond County","Performance Learning Center","Teachers","Total",33.8,11.2,33
"2017-18","Richmond County","Pine Hill Middle School","Teachers","High Poverty",40.2,5.2,13
"2017-18","Richmond County","Pine Hill Middle School","Teachers","Total",40.2,5.2,13
"2017-18","Richmond County","Richmond County Technical Career Magnet School","Teachers","High Poverty",47.2,7.4,16
"2017-18","Richmond County","Richmond County Technical Career Magnet School","Teachers","Total",47.2,7.4,16
"2017-18","Richmond County","Richmond County- All Schools","Teachers","High Poverty",2046.5,363.4,18
"2017-18","Richmond County","Richmond County- All Schools","Teachers","Total",2061.5,367.4,18
"2017-18","Richmond County","Rollins Elementary School","Teachers","High Poverty",33.5,7.7,23
"2017-18","Richmond County","Rollins Elementary School","Teachers","Total",33.5,7.7,23
"2017-18","Richmond County","Southside Elementary School","Teachers","High Poverty",28.7,2.4,9
"2017-18","Richmond County","Southside Elementary School","Teachers","Total",28.7,2.4,9
"2017-18","Richmond County","Spirit Creek Middle School","Teachers","High Poverty",39.7,14.1,35
"2017-18","Richmond County","Spirit Creek Middle School","Teachers","Total",39.7,14.1,35
"2017-18","Richmond County","Sue Reynolds Elementary School","Teachers","High Poverty",60.2,7.7,13
"2017-18","Richmond County","Sue Reynolds Elementary School","Teachers","Total",60.2,7.7,13
"2017-18","Richmond County","Terrace Manor Elementary School","Teachers","High Poverty",43.7,5.7,13
"2017-18","Richmond County","Terrace Manor Elementary School","Teachers","Total",43.7,5.7,13
"2017-18","Richmond County","Tobacco Road Elementary School","Teachers","High Poverty",35.2,3.2,9
"2017-18","Richmond County","Tobacco Road Elementary School","Teachers","Total",35.2,3.2,9
"2017-18","Richmond County","Tutt Middle School","Teachers","High Poverty",35.2,9.5,27
"2017-18","Richmond County","Tutt Middle School","Teachers","Total",35.2,9.5,27
"2017-18","Richmond County","W.S. Hornsby Elementary School","Teachers","High Poverty",27.5,6.2,22
"2017-18","Richmond County","W.S. Hornsby Elementary School","Teachers","Total",27.5,6.2,22
"2017-18","Richmond County","W.S. Hornsby Middle School","Teachers","High Poverty",30.5,12.5,41
"2017-18","Richmond County","W.S. Hornsby Middle School","Teachers","Total",30.5,12.5,41
"2017-18","Richmond County","Walker Traditional Elementary School","Teachers","High Poverty",47.5,5,11
"2017-18","Richmond County","Walker Traditional Elementary School","Teachers","Total",47.5,5,11
"2017-18","Richmond County","Warren Road Elementary School","Teachers","High Poverty",41.7,2,5
"2017-18","Richmond County","Warren Road Elementary School","Teachers","Total",41.7,2,5
"2017-18","Richmond County","Westside High School","Teachers","High Poverty",63.8,15.4,24
"2017-18","Richmond County","Westside High School","Teachers","Total",63.8,15.4,24
"2017-18","Richmond County","Wilkinson Gardens Elementary School","Teachers","High Poverty",44.2,4.5,10
"2017-18","Richmond County","Wilkinson Gardens Elementary School","Teachers","Total",44.2,4.5,10
"2017-18","Richmond County","Willis Foreman Elementary School","Teachers","High Poverty",29.8,4,14
"2017-18","Richmond County","Willis Foreman Elementary School","Teachers","Total",29.8,4,14
"2017-18","Richmond County","Windsor Spring Road Elementary School","Teachers","High Poverty",36.5,5.4,15
"2017-18","Richmond County","Windsor Spring Road Elementary School","Teachers","Total",36.5,5.4,15
"2017-18","Rockdale County","Alpha Academy","Teachers","Total",39,6.3,16
"2017-18","Rockdale County","Barksdale Elementary School","Teachers","Total",67.5,6.7,10
"2017-18","Rockdale County","Conyers Middle School","Teachers","Total",108,23.2,21
"2017-18","Rockdale County","Edwards Middle School","Teachers","Total",104,27.4,26
"2017-18","Rockdale County","Flat Shoals Elementary School","Teachers","Total",90.5,15.4,17
"2017-18","Rockdale County","General Ray Davis Middle School","Teachers","Total",130,17.2,13
"2017-18","Rockdale County","Heritage High School","Teachers","Total",189.5,39.6,21
"2017-18","Rockdale County","Hicks Elementary School","Teachers","Total",104,16.7,16
"2017-18","Rockdale County","Hightower Trail Elementary School","Teachers","Total",79,10.7,14
"2017-18","Rockdale County","Honey Creek Elementary School","Teachers","Total",79.5,17.2,22
"2017-18","Rockdale County","House Elementary School","Teachers","Total",101,18.1,18
"2017-18","Rockdale County","Lorraine Elementary School","Teachers","Total",82.5,14.7,18
"2017-18","Rockdale County","Memorial Middle School","Teachers","Total",97,13.9,14
"2017-18","Rockdale County","Peek's Chapel Elementary","Teachers","Total",83,16.6,20
