"DETAIL_LVL_DESC","INSTN_NUMBER","SCHOOL_DSTRCT_CD","LONG_SCHOOL_YEAR","INSTN_NAME","SCHOOL_DSTRCT_NM","GRADES_SERVED_DESC","ENROLL_PERCENT_ASIAN","ENROLL_PERCENT_NATIVE","ENROLL_PERCENT_BLACK","ENROLL_PERCENT_HISPANIC","ENROLL_PERCENT_MULTIRACIAL","ENROLL_PERCENT_WHITE","ENROLL_PERCENT_MIGRANT","ENROLL_PERCENT_ED","ENROLL_PERCENT_SWD","ENROLL_PERCENT_LEP","ENROLL_COUNT_REMEDIAL_GR_6_8","ENROLL_PCT_REMEDIAL_GR_6_8","ENROLL_COUNT_EIP_K_5","ENROLL_PERCENT_EIP_K_5","ENROLL_COUNT_REMEDIAL_GR_9_12","ENROLL_PCT_REMEDIAL_GR_9_12","ENROLL_COUNT_SPECIAL_ED_K12","ENROLL_PCT_SPECIAL_ED_K12","ENROLL_COUNT_ESOL","ENROLL_PCT_ESOL","ENROLL_COUNT_SPECIAL_ED_PK","ENROLL_PCT_SPECIAL_ED_PK","ENROLL_COUNT_VOCATION_9_12","ENROLL_PCT_VOCATION_9_12","ENROLL_COUNT_ALT_PROGRAMS","ENROLL_PCT_ALT_PROGRAMS","ENROLL_COUNT_GIFTED","ENROLL_PCT_GIFTED"
"School","0305","611","2014-15","Rutland Middle School","Bibb County","06,07,08",1,0,45,9,2,43,0,99,9.3,4,300,34.1,,,,,82,9.3,19,2.2,0,0,,,13,1.5,109,12.4
"School","0307","611","2014-15","Price Educational Center","Bibb County","04,05,06,07",0,0,25,13,19,44,0,100,37.5,0,0,0,0,0,,,6,37.5,0,0,0,0,,,0,0,,
"School","0383","611","2014-15","Williams Elementary School","Bibb County","KK,01,02,03,04,05",0,0,95,1,1,2,0,98,6,1,,,142,53.6,,,16,6,0,0,1,3.2,,,3,1.1,,
"School","0386","611","2014-15","Southwest High School","Bibb County","09,10,11,12",0,0,96,1,1,2,0,98,17.9,0,,,,,0,0,153,17.9,0,0,0,0,580,67.9,27,3.2,,
"School","0405","611","2014-15","Rosa Taylor Elementary School","Bibb County","PK,KK,01,02,03,04,05",1,0,66,7,5,21,0,99,10.6,4,,,135,27.1,,,53,10.6,14,2.8,8,11.4,,,3,0.6,13,2.6
"School","0407","611","2014-15","Macon Behavioral Health System","Bibb County","01,03,04,05,06,07,08,09,10,11,12",0,3,53,3,0,41,0,100,59.4,0,0,0,0,0,0,0,19,59.4,0,0,0,0,0,0,0,0,,
"School","0505","611","2014-15","Weaver Middle School","Bibb County","06,07,08",1,0,84,4,2,8,0,98,12.1,2,50,5.9,,,,,102,12.1,9,1.1,0,0,,,22,2.6,30,3.6
"School","0605","611","2014-15","Heritage Elementary School","Bibb County","PK,KK,01,02,03,04,05",4,0,60,4,4,28,0,98,9.2,4,,,171,24.3,,,65,9.2,17,2.4,12,20,,,2,0.3,54,7.7
"School","0705","611","2014-15","Union Elementary School","Bibb County","PK,KK,01,02,03,04,05",0,0,93,2,2,2,0,99,5.9,0,,,150,24.5,,,36,5.9,0,0,8,19,,,3,0.5,,
"School","0805","611","2014-15","Riley Elementary School","Bibb County","PK,KK,01,02,03,04,05",0,0,95,1,2,1,0,98,7.5,0,,,128,34.3,,,28,7.5,0,0,4,11.1,,,3,0.8,2,0.5
"School","0905","611","2014-15","Morgan Elementary School","Bibb County","PK,KK,01,02,03,04,05",1,0,71,20,1,6,0,99,7.4,18,,,167,35.4,,,35,7.4,64,13.6,4,12.9,,,4,0.8,4,0.8
"School","1005","611","2014-15","Brookdale Elementary School","Bibb County","PK,KK,01,02,03,04,05",0,0,93,3,0,3,1,98,6.1,2,,,153,34.4,,,27,6.1,5,1.1,1,3.6,,,7,1.6,1,0.2
"School","1050","611","2014-15","Alexander II Magnet School","Bibb County","PK,KK,01,02,03,04,05",2,0,60,3,4,31,0,98,4,2,,,107,20.3,,,21,4,8,1.5,0,0,,,0,0,40,7.6
"School","1054","611","2014-15","Bernd Elementary School","Bibb County","PK,KK,01,02,03,04,05",0,0,91,1,2,6,0,98,6,0,,,129,33.5,,,23,6,0,0,6,20,,,2,0.5,5,1.3
"School","1058","611","2014-15","King - Danforth Elementary School","Bibb County","PK,KK,01,02,03,04,05",0,0,96,1,1,1,0,99,4.4,0,,,148,49.8,,,13,4.4,0,0,4,12.9,,,4,1.3,6,2
"School","1067","611","2014-15","Porter Elementary School","Bibb County","PK,KK,01,02,03,04,05",3,0,25,27,5,40,0,99,6.7,20,,,101,24.3,,,28,6.7,62,14.9,0,0,,,1,0.2,15,3.6
"School","1105","611","2014-15","Springdale Elementary School","Bibb County","PK,KK,01,02,03,04,05",5,0,41,2,3,49,0,98,6.1,2,,,121,21.2,,,35,6.1,5,0.9,4,8,,,1,0.2,45,7.9
"School","1205","611","2014-15","Carter Elementary School","Bibb County","PK,KK,01,02,03,04,05",7,0,54,5,4,30,0,99,11.4,7,,,141,28.6,,,56,11.4,24,4.9,3,6,,,1,0.2,20,4.1
"School","1305","611","2014-15","Lane Elementary School","Bibb County","PK,KK,01,02,03,04,05",2,0,72,7,5,15,0,99,6.6,3,,,119,23.9,,,33,6.6,18,3.6,3,8.8,,,2,0.4,12,2.4
"School","2060","611","2014-15","Hartley Elementary School","Bibb County","KK,01,02,03,04,05",0,0,96,0,2,1,0,99,5.9,0,,,166,41,,,24,5.9,0,0,4,12.5,,,2,0.5,3,0.7
"School","3060","611","2014-15","Heard Elementary School","Bibb County","PK,KK,01,02,03,04,05",2,0,31,7,3,57,0,99,6.2,6,,,122,22.8,,,33,6.2,21,3.9,3,6.3,,,0,0,46,8.6
"School","3062","611","2014-15","Jones Elementary School","Bibb County","PK,KK,01,02,03,04,05",0,0,97,0,2,1,0,98,5.9,0,,,123,40.1,,,18,5.9,0,0,2,7.1,,,1,0.3,10,3.3
"School","3067","611","2014-15","Ingram/Pye Elementary School","Bibb County","PK,KK,01,02,03,04,05",0,0,97,1,1,1,0,99,10.2,0,,,180,30,,,61,10.2,0,0,6,17.6,,,1,0.2,,
"School","4052","611","2014-15","Barden Elementary School","Bibb County","KK,01,02,03,04,05",0,0,93,2,2,2,0,98,6.8,1,,,114,30.9,,,25,6.8,0,0,3,60,,,4,1.1,6,1.6
"School","5050","611","2014-15","Appling Middle School","Bibb County","06,07,08",0,0,96,0,1,2,0,98,10.7,0,60,9.5,,,,,68,10.7,0,0,0,0,,,16,2.5,7,1.1
"School","5054","611","2014-15","Burghard Elementary School","Bibb County","PK,KK,01,02,03,04,05",0,0,93,4,0,3,0,99,4.3,1,,,140,50.2,,,12,4.3,0,0,8,25.8,,,0,0,6,2.2
"School","5067","611","2014-15","Rice Elementary School","Bibb County","PK,KK,01,02,03,04,05",0,0,92,3,2,3,0,99,4.5,1,,,196,40,,,22,4.5,4,0.8,7,18.9,,,2,0.4,6,1.2
"District","ALL","611","2014-15","All Column Values","Bibb County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",2,0,73,4,2,19,0,99,9.1,2,540,10.2,3558,29.5,504,8.2,2135,9.1,329,1.4,102,11.8,3905,63.4,306,1.3,1460,6.2
"School","0105","612","2014-15","Bleckley County High School","Bleckley County","09,10,11,12",1,0,23,2,1,73,0,54,13.7,0,,,,,98,15.5,87,13.7,0,0,0,0,395,62.3,4,0.6,64,10.1
"School","0112","612","2014-15","Bleckley Middle School","Bleckley County","06,07,08",1,0,24,3,2,71,0,61,14.9,1,44,8.5,,,,,77,14.9,0,0,0,0,,,9,1.7,79,15.3
"School","0115","612","2014-15","Bleckley County Success Academy","Bleckley County","06,07,08,09,10,11,12",2,0,30,4,4,60,0,82,18,2,0,0,,,0,0,9,18,0,0,0,0,22,53.7,47,94,,
"School","0197","612","2014-15","Bleckley County Elementary School","Bleckley County","03,04,05",1,0,27,3,4,65,1,87,15.2,2,,,16,3.1,,,78,15.2,0,0,0,0,,,0,0,42,8.2
"School","1050","612","2014-15","Bleckley County Primary School","Bleckley County","PK,KK,01,02",1,0,31,2,3,65,0,87,12.7,1,,,67,11.2,,,76,12.7,0,0,19,12.1,,,0,0,20,3.3
"District","ALL","612","2014-15","All Column Values","Bleckley County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",1,0,26,2,2,68,0,72,14.1,1,44,8.4,83,7.5,98,14.5,327,14.1,0,0,19,12.1,417,61.8,60,2.6,205,8.9
"School","0101","613","2014-15","Waynesville Primary School","Brantley County","PK,KK,01,02,03",0,0,3,2,3,92,0,88,10.8,0,,,73,18.7,,,42,10.8,0,0,5,7.1,,,0,0,28,7.2
"School","0110","613","2014-15","Atkinson Elementary School","Brantley County","04,05,06",0,0,4,2,2,92,0,88,18.5,0,19,22.9,37,22.3,,,46,18.5,0,0,0,0,,,1,0.4,32,12.9
"School","0194","613","2014-15","Brantley County Middle School","Brantley County","07,08",1,0,3,1,1,94,0,88,14.6,0,162,30.4,,,,,78,14.6,1,0.2,0,0,,,0,0,69,12.9
"School","0294","613","2014-15","Nahunta Elementary School","Brantley County","04,05,06",0,1,5,2,0,92,0,88,13.6,1,30,34.1,23,12.4,,,37,13.6,1,0.4,0,0,,,0,0,29,10.6
"School","1050","613","2014-15","Brantley County High School","Brantley County","09,10,11,12",0,0,3,2,1,94,0,53,10,0,,,,,162,16.9,96,10,0,0,0,0,652,67.8,31,3.2,120,12.5
"School","2050","613","2014-15","Hoboken Elementary School","Brantley County","PK,KK,01,02,03,04,05,06",0,0,1,4,2,92,0,88,10.3,1,16,21.6,67,14.9,,,54,10.3,3,0.6,4,8.3,,,0,0,65,12.4
"School","3050","613","2014-15","Nahunta Primary School","Brantley County","PK,KK,01,02,03",1,0,3,2,3,91,0,88,8.6,2,,,91,23.7,,,33,8.6,3,0.8,6,7.1,,,0,0,20,5.2
"District","ALL","613","2014-15","All Column Values","Brantley County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",0,0,3,2,2,93,0,78,11.6,0,227,29.2,291,18.5,162,16.9,386,11.6,8,0.2,15,7.4,652,67.8,32,1,360,10.9
"School","0110","614","2014-15","Brooks County High School","Brooks County","06,07,08,09,10,11,12",1,0,55,11,2,31,2,96,10.4,1,0,0,,,120,21.7,58,10.4,2,0.4,0,0,367,66.2,2,0.4,19,3.4
"School","0193","614","2014-15","Quitman Elementary School","Brooks County","PK,KK,01,02,03,04,05",0,0,69,9,2,19,1,96,11,6,,,213,31.8,,,74,11,37,5.5,9,13.8,,,0,0,8,1.2
"School","0197","614","2014-15","Brooks County Middle School","Brooks County","06,07,08",1,0,49,10,3,37,1,95,10.5,1,49,10.5,,,,,49,10.5,3,0.6,0,0,,,3,0.6,34,7.3
"School","0393","614","2014-15","North Brooks Elementary School","Brooks County","PK,KK,01,02,03,04,05",1,0,26,12,4,57,4,96,9.4,7,,,63,16.5,,,36,9.4,23,6,1,2.3,,,0,0,14,3.7
"District","ALL","614","2014-15","All Column Values","Brooks County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",1,0,53,10,3,33,2,96,10.5,4,49,10.5,276,26.3,120,21.7,217,10.5,65,3.1,10,9.3,367,66.2,5,0.2,75,3.6
"School","0101","615","2014-15","Dr. George Washington Carver Elementary School","Bryan County","04,05",5,0,14,8,6,67,0,31,9.1,3,,,143,14.6,,,89,9.1,6,0.6,0,0,,,0,0,174,17.7
"School","0182","615","2014-15","Richmond Hill High School","Bryan County","09,10,11,12",4,0,16,8,4,69,0,26,6.5,1,,,,,310,16.3,124,6.5,7,0.4,0,0,885,46.5,15,0.8,195,10.3
"School","0199","615","2014-15","Richmond Hill Middle School","Bryan County","06,07,08",3,0,14,9,5,68,0,29,8.5,2,96,6.1,,,,,135,8.5,9,0.6,0,0,,,4,0.3,239,15.1
"School","0202","615","2014-15","Richmond Hill Primary School","Bryan County","PK,KK,01",4,0,16,6,5,69,0,31,5.5,3,,,96,10.4,,,51,5.5,21,2.3,31,18.9,,,0,0,49,5.3
"School","0282","615","2014-15","Lanier Primary School","Bryan County","PK,KK,01,02",0,0,20,2,5,72,0,69,9.8,2,,,104,21.3,,,48,9.8,8,1.6,12,12.8,,,0,0,55,11.3
"School","0286","615","2014-15","Bryan County Elementary School","Bryan County","03,04,05",0,0,22,3,5,70,0,72,12.4,1,,,111,23.8,,,58,12.4,7,1.5,0,0,,,0,0,66,14.2
"School","0302","615","2014-15","Richmond Hill Elementary School","Bryan County","02,03",4,0,15,6,5,69,0,30,9,2,,,150,16.3,,,83,9,6,0.7,0,0,,,0,0,110,11.9
"School","0402","615","2014-15","Bryan County Middle School","Bryan County","06,07,08",0,0,21,3,4,71,0,73,14.4,0,79,17.3,,,,,66,14.4,1,0.2,0,0,,,5,1.1,46,10.1
"School","0502","615","2014-15","Bryan County High School","Bryan County","09,10,11,12",2,0,21,2,3,72,0,63,10.7,1,,,,,98,18.1,58,10.7,2,0.4,0,0,343,63.3,9,1.7,38,7
"District","ALL","615","2014-15","All Column Values","Bryan County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",3,0,16,6,5,69,0,38,8.6,2,175,8.6,604,16,408,16.7,712,8.6,67,0.8,43,16.7,1228,50.2,33,0.4,972,11.8
"School","0100","616","2014-15","Mill Creek Elementary School","Bulloch County","PK,KK,01,02,03,04,05",3,0,59,4,4,29,0,79,9.4,4,,,245,38.2,,,60,9.4,24,3.7,2,4.5,,,1,0.2,11,1.7
"School","0107","616","2014-15","New Nevils Elementary School","Bulloch County","PK,KK,01,02,03,04,05",0,0,13,8,1,77,1,62,12.6,5,,,118,29.6,,,50,12.6,12,3,1,2.2,,,0,0,18,4.5
"School","0198","616","2014-15","William James Middle School","Bulloch County","06,07,08",2,0,44,5,2,47,0,56,15.3,1,32,5.2,,,,,95,15.3,4,0.6,0,0,,,25,4,142,22.9
"School","0199","616","2014-15","Langston Chapel Elementary School","Bulloch County","PK,KK,01,02,03,04,05",3,1,55,15,4,23,2,89,12.9,15,,,248,34.4,,,93,12.9,80,11.1,4,6.2,,,0,0,,
"School","0200","616","2014-15","Brooklet Elementary School","Bulloch County","PK,KK,01,02,03,04,05",2,0,14,4,3,76,0,46,8.1,3,,,170,26.9,,,51,8.1,15,2.4,0,0,,,0,0,38,6
"School","0203","616","2014-15","New Southeast Bulloch High School","Bulloch County","PK,09,10,11,12",0,1,13,3,3,80,0,46,13.2,0,,,,,0,0,121,13.2,1,0.1,2,9.1,532,57.9,14,1.5,49,5.3
"School","0299","616","2014-15","Langston Chapel Middle School","Bulloch County","06,07,08",2,0,56,10,5,28,2,81,14.2,5,184,26.7,,,,,98,14.2,24,3.5,0,0,,,10,1.5,77,11.2
"School","0300","616","2014-15","Southeast Bulloch Middle School","Bulloch County","06,07,08",0,0,9,5,4,81,1,53,11,2,23,3.4,,,,,75,11,5,0.7,0,0,,,13,1.9,109,16
"School","0399","616","2014-15","Portal Elementary School","Bulloch County","PK,KK,01,02,03,04,05",1,0,34,5,5,55,1,70,9.7,3,,,90,25.6,,,34,9.7,12,3.4,2,9.1,,,0,0,14,4
"School","2050","616","2014-15","Bryant Elementary School","Bulloch County","PK,KK,01,02,03,04,05",2,0,48,3,3,44,0,54,12,2,,,185,23.3,,,95,12,14,1.8,29,40.8,,,0,0,46,5.8
"School","2054","616","2014-15","Statesboro High School","Bulloch County","09,10,11,12",2,0,49,5,3,41,1,58,12.7,2,,,,,26,1.7,196,12.7,14,0.9,0,0,931,60.5,61,4,25,1.6
"School","3054","616","2014-15","Stilson Elementary School","Bulloch County","PK,KK,01,02,03,04,05",1,0,5,0,6,89,0,64,9.9,0,,,125,38.8,,,32,9.9,0,0,2,9.1,,,0,0,15,4.7
"School","4052","616","2014-15","Portal Middle/High School","Bulloch County","PK,06,07,08,09,10,11,12",0,0,34,5,2,58,1,70,10.9,1,0,0,,,36,15.9,45,10.9,0,0,0,0,167,73.9,5,1.2,18,4.4
"School","5050","616","2014-15","Mattie Lively Elementary School","Bulloch County","PK,KK,01,02,03,04,05",0,0,49,7,4,39,1,73,13.9,4,,,151,28.1,,,75,13.9,15,2.8,36,50,,,0,0,9,1.7
"School","5054","616","2014-15","Sallie Zetterower Elementary School","Bulloch County","PK,KK,01,02,03,04,05",3,0,41,5,3,47,1,61,16.3,3,,,85,17.1,,,81,16.3,13,2.6,0,0,,,0,0,15,3
"District","ALL","616","2014-15","All Column Values","Bulloch County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",2,0,37,6,3,52,1,63,12.3,3,239,11,1417,29,62,2.3,1201,12.3,233,2.4,78,18.2,1630,60.7,129,1.3,585,6
"School","0104","617","2014-15","Blakeney Elementary","Burke County","03,04,05",0,0,66,3,3,27,0,100,10.5,1,,,167,20.6,,,85,10.5,0,0,0,0,,,0,0,102,12.6
"School","0188","617","2014-15","Burke County Middle School","Burke County","06,07,08",0,0,67,1,3,28,0,100,9.3,0,273,27.3,,,,,93,9.3,0,0,0,0,,,34,3.4,149,14.9
"School","0196","617","2014-15","S G A Elementary School","Burke County","PK,KK,01,02,03,04,05",1,0,53,4,4,39,0,100,12.5,2,,,61,19.6,,,39,12.5,0,0,1,4.5,,,0,0,42,13.5
"School","0288","617","2014-15","Burke County High School","Burke County","09,10,11,12",0,0,68,1,1,29,0,100,9.6,0,,,,,42,3.6,112,9.6,0,0,0,0,885,75.8,78,6.7,114,9.8
"School","2056","617","2014-15","Waynesboro Primary School","Burke County","PK,KK,01,02",1,0,66,4,3,26,0,100,15.4,2,,,102,12.2,,,129,15.4,0,0,38,14.7,,,0,0,49,5.9
"District","ALL","617","2014-15","All Column Values","Burke County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",0,0,66,2,3,28,0,100,11.1,1,273,27.3,330,16.8,42,3.6,458,11.1,0,0,39,13.9,885,75.8,112,2.7,456,11
"School","0100","618","2014-15","Henderson Middle School","Butts County","06,07,08",0,0,30,3,4,63,0,77,12.1,1,215,27.9,,,,,93,12.1,5,0.6,0,0,,,5,0.6,147,19.1
"School","0104","618","2014-15","Hampton L. Daughtry Elementary School","Butts County","PK,KK,01,02,03,04,05",0,0,36,3,4,57,0,77,11.6,0,,,208,41.6,,,58,11.6,0,0,2,9.1,,,0,0,64,12.8
"School","0108","618","2014-15","Stark Elementary School","Butts County","PK,KK,01,02,03,04,05",0,0,24,4,4,68,0,77,15.9,0,,,117,18.8,,,99,15.9,0,0,31,45.6,,,0,0,54,8.7
"School","0111","618","2014-15","New Jackson Elementary School","Butts County","PK,KK,01,02,03,04,05",1,0,37,4,3,55,0,77,9.1,3,,,127,23.7,,,49,9.1,17,3.2,0,0,,,0,0,51,9.5
"School","0190","618","2014-15","Jackson High School","Butts County","09,10,11,12",1,0,34,3,3,59,0,77,12,1,,,,,59,6,118,12,4,0.4,0,0,757,77.2,10,1,99,10.1
"District","ALL","618","2014-15","All Column Values","Butts County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",0,0,32,3,4,61,0,77,12.2,1,215,27.9,452,27.2,59,6,417,12.2,26,0.8,33,29.5,757,77.2,15,0.4,415,12.2
"School","0113","619","2014-15","Calhoun County High School","Calhoun County","09,10,11,12",0,0,97,3,0,1,0,100,8.1,0,,,,,60,32.3,15,8.1,0,0,0,0,145,78,0,0,,
"School","0179","619","2014-15","Calhoun County Elementary School","Calhoun County","PK,KK,01,02,03,04,05",0,0,93,3,1,2,1,100,14.6,2,,,167,52.8,,,46,14.6,0,0,13,41.9,,,0,0,,
"School","0213","619","2014-15","Calhoun County Middle School","Calhoun County","06,07,08",0,0,95,2,0,2,0,100,11,0,151,92.6,,,,,18,11,0,0,0,0,,,4,2.5,2,1.2
"District","ALL","619","2014-15","All Column Values","Calhoun County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",0,0,95,3,1,2,0,100,11.9,1,151,92.6,167,52.8,60,32.3,79,11.9,0,0,13,41.9,145,78,4,0.6,2,0.3
"School","0100","620","2014-15","Mamie Lou Gross Elementary School","Camden County","PK,KK,01,02,03,04,05",0,1,30,4,7,58,0,65,18.4,1,,,105,22.2,,,87,18.4,0,0,8,28.6,,,0,0,20,4.2
"School","0105","620","2014-15","Saint Marys Middle School","Camden County","06,07,08",2,1,21,9,6,62,0,47,10.7,1,133,13.6,,,,,105,10.7,7,0.7,0,0,,,9,0.9,169,17.3
"School","0110","620","2014-15","Saint Marys Elementary School","Camden County","PK,KK,01,02,03,04,05",0,1,22,7,6,64,0,59,14.5,1,,,78,12.5,,,90,14.5,8,1.3,16,45.7,,,2,0.3,45,7.2
"School","0182","620","2014-15","Camden Middle School","Camden County","06,07,08",2,0,24,5,6,63,0,57,9.8,1,92,9.2,,,,,98,9.8,0,0,0,0,,,15,1.5,114,11.4
"School","0187","620","2014-15","Crooked River Elementary School","Camden County","PK,KK,01,02,03,04,05",1,0,21,11,7,59,0,49,16.1,2,,,93,17.4,,,86,16.1,3,0.6,5,20,,,0,0,25,4.7
"School","0189","620","2014-15","Matilda Harris Elementary School","Camden County","PK,KK,01,02,03,04,05",4,0,23,6,9,58,0,40,12.9,3,,,63,12.7,,,64,12.9,9,1.8,6,22.2,,,0,0,16,3.2
"School","0192","620","2014-15","Woodbine Elementary School","Camden County","PK,KK,01,02,03,04,05",0,0,24,2,6,68,0,62,13.4,0,,,27,8,,,45,13.4,0,0,15,44.1,,,0,0,24,7.1
"School","0193","620","2014-15","Kingsland Elementary School","Camden County","PK,KK,01,02,03,04,05",1,1,17,5,7,69,0,62,11.8,0,,,39,10,,,46,11.8,1,0.3,8,27.6,,,1,0.3,7,1.8
"School","0195","620","2014-15","David L Rainer Elementary School","Camden County","PK,KK,01,02,03,04,05",2,0,23,7,7,61,0,60,13.9,1,,,100,22.1,,,63,13.9,3,0.7,8,28.6,,,0,0,13,2.9
"School","0197","620","2014-15","Sugarmill Elementary","Camden County","PK,KK,01,02,03,04,05",1,1,19,10,6,63,0,46,14.1,1,,,25,5.4,,,66,14.1,1,0.2,10,33.3,,,0,0,7,1.5
"School","0295","620","2014-15","Camden County High School","Camden County","09,10,11,12",2,1,25,6,5,61,0,45,10.1,0,,,,,0,0,252,10.1,4,0.2,0,0,1618,65,295,11.9,239,9.6
"School","0495","620","2014-15","Mary Lee Clark Elementary School","Camden County","PK,KK,01,02,03,04,05",1,0,26,6,9,58,0,44,12.5,1,,,66,12.7,,,65,12.5,4,0.8,4,16.7,,,0,0,40,7.7
"District","ALL","620","2014-15","All Column Values","Camden County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",2,1,23,6,6,62,0,51,12.2,1,225,11.4,596,13.9,0,0,1067,12.2,40,0.5,80,30.8,1618,65,322,3.7,717,8.2
"School","0101","621","2014-15","Metter High School","Candler County","09,10,11,12",1,0,30,13,2,54,1,63,13.1,1,,,,,68,12,74,13.1,6,1.1,0,0,396,70,9,1.6,70,12.4
"School","0102","621","2014-15","Metter Middle School","Candler County","06,07,08",1,0,28,17,2,52,3,71,10.2,3,99,20.2,,,,,50,10.2,9,1.8,0,0,,,2,0.4,72,14.7
"School","0202","621","2014-15","Metter Intermediate School","Candler County","03,04,05",2,0,29,21,3,45,4,76,9.6,6,,,78,16.6,,,45,9.6,18,3.8,0,0,,,0,0,70,14.9
"School","0302","621","2014-15","Metter Elementary School","Candler County","PK,KK,01,02",1,0,29,21,4,46,3,79,12.1,4,,,101,19.4,,,63,12.1,19,3.6,18,13.6,,,0,0,3,0.6
"District","ALL","621","2014-15","All Column Values","Candler County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",1,0,29,18,2,50,3,72,11.3,4,99,20.2,179,18.1,68,12,232,11.3,52,2.5,18,13.6,396,70,11,0.5,215,10.5
"School","0100","622","2014-15","Sharp Creek Elementary School","Carroll County","PK,KK,01,02,03,04,05",0,1,25,12,6,56,0,79,13.8,7,,,110,20.8,,,73,13.8,33,6.2,4,8.7,,,0,0,62,11.7
"School","0101","622","2014-15","Bowdon Middle School","Carroll County","06,07,08",0,0,12,3,7,77,0,64,13.7,1,0,0,,,,,44,13.7,0,0,0,0,,,2,0.6,44,13.7
"School","0102","622","2014-15","Temple Middle School","Carroll County","06,07,08",1,0,16,6,6,71,0,67,11.7,1,108,22.2,,,,,57,11.7,1,0.2,0,0,,,5,1,79,16.3
"School","0112","622","2014-15","KidsPeace","Carroll County","06,08,09,10,11,12",0,0,37,8,3,52,0,100,53.3,2,0,0,,,0,0,32,53.3,0,0,0,0,0,0,0,0,,
"School","0115","622","2014-15","Providence Elementary School","Carroll County","PK,KK,01,02,03,04,05",1,0,7,3,6,83,0,62,10.4,2,,,47,11.9,,,41,10.4,5,1.3,3,12.5,,,0,0,18,4.5
"School","0176","622","2014-15","Mount Zion Elementary School","Carroll County","PK,KK,01,02,03,04,05",0,0,9,15,7,68,0,79,11.9,8,,,92,14.6,,,75,11.9,45,7.2,2,3,,,3,0.5,37,5.9
"School","0177","622","2014-15","Central Middle School","Carroll County","06,07,08",0,0,12,6,6,75,0,63,18.5,1,164,18.7,,,,,162,18.5,13,1.5,0,0,,,3,0.3,167,19
"School","0189","622","2014-15","Temple High School","Carroll County","09,10,11,12",1,1,18,7,6,68,0,62,10,1,,,,,102,17.1,60,10,3,0.5,0,0,429,71.7,6,1,72,12
"School","0198","622","2014-15","Bay Springs Middle School","Carroll County","06,07,08",1,0,25,8,6,61,0,65,15.5,1,258,31.7,,,,,126,15.5,8,1,0,0,,,8,1,114,14
"School","0208","622","2014-15","Mt. Zion Middle School","Carroll County","06,07,08",0,0,10,11,8,71,0,70,16.6,1,0,0,,,,,46,16.6,2,0.7,0,0,,,2,0.7,14,5.1
"School","0212","622","2014-15","Mt. Zion High School","Carroll County","09,10,11,12",0,1,12,8,8,71,0,70,10.5,3,,,,,37,9.4,41,10.5,4,1,0,0,241,61.5,3,0.8,37,9.4
"School","0305","622","2014-15","Villa Rica Middle","Carroll County","06,07,08",1,0,25,8,7,58,0,71,9.9,1,95,18.8,,,,,50,9.9,3,0.6,0,0,,,4,0.8,79,15.6
"School","0377","622","2014-15","Roopville Elementary School","Carroll County","PK,KK,01,02,03,04,05",0,0,5,4,4,87,0,54,17.1,2,,,28,7.6,,,63,17.1,5,1.4,2,5,,,0,0,28,7.6
"School","0405","622","2014-15","Ithica Elementary","Carroll County","PK,KK,01,02,03,04,05",1,0,24,7,6,61,0,62,15.1,3,,,96,15,,,97,15.1,12,1.9,12,35.3,,,1,0.2,59,9.2
"School","0477","622","2014-15","Whitesburg Elementary School","Carroll County","PK,KK,01,02,03,04,05",0,0,5,6,4,85,0,64,12.5,3,,,91,27.8,,,41,12.5,9,2.8,1,4.3,,,0,0,33,10.1
"School","0605","622","2014-15","Glanton-Hindsman Elementary","Carroll County","PK,KK,01,02,03,04,05",1,0,27,6,9,57,0,68,10.6,2,,,70,10.9,,,68,10.6,7,1.1,2,4.3,,,3,0.5,37,5.7
"School","0705","622","2014-15","Villa Rica Elementary School","Carroll County","PK,KK,01,02,03,04,05",0,0,21,9,9,60,0,77,11.4,4,,,103,23,,,51,11.4,11,2.5,0,0,,,0,0,35,7.8
"School","1054","622","2014-15","Temple Elementary School","Carroll County","PK,KK,01,02,03,04,05",2,0,22,6,6,63,0,78,11,1,,,112,22.4,,,55,11,4,0.8,2,4.4,,,1,0.2,27,5.4
"School","2050","622","2014-15","Bowdon Elementary School","Carroll County","PK,KK,01,02,03,04,05",0,0,13,4,8,75,0,71,13.4,2,,,74,12.1,,,82,13.4,11,1.8,2,3.1,,,0,0,27,4.4
"School","2052","622","2014-15","Central High School","Carroll County","09,10,11,12",0,0,17,7,5,72,0,55,14.8,2,,,,,29,2.5,169,14.8,14,1.2,0,0,722,63.2,23,2,189,16.5
"School","3050","622","2014-15","Bowdon High School","Carroll County","09,10,11,12",0,0,13,4,7,77,0,58,12.9,1,,,,,62,14.8,54,12.9,2,0.5,0,0,290,69.2,10,2.4,44,10.5
