LONG_SCHOOL_YEAR,SCHOOL_DISTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,NUMBER_OF_GRADUATES,HOPE_ELIGIBLE,HOPE_ELIGIBLE_PCT
2014-15,715,Polk County,ALL,All Schools,414,189,45.65
2014-15,716,Pulaski County,2050,Hawkinsville High School,77,30,38.96
2014-15,716,Pulaski County,ALL,All Schools,77,30,38.96
2014-15,717,Putnam County,114,Putnam County High School,118,36,30.51
2014-15,717,Putnam County,ALL,All Schools,118,36,30.51
2014-15,718,Quitman County,110,Quitman County High School,14,TFS,7.14
2014-15,718,Quitman County,ALL,All Schools,14,TFS,7.14
2014-15,719,Rabun County,177,Rabun County High School,157,90,57.32
2014-15,719,Rabun County,ALL,All Schools,157,90,57.32
2014-15,720,Randolph County,201,Randolph Clay High School,69,23,33.33
2014-15,720,Randolph County,ALL,All Schools,69,23,33.33
2014-15,721,Richmond County,100,Cross Creek High School,243,54,22.22
2014-15,721,Richmond County,107,Lighthouse Care Center of Augusta,,,
2014-15,721,Richmond County,1052,Butler High School,128,23,17.97
2014-15,721,Richmond County,2056,Hephzibah High School,194,41,21.13
2014-15,721,Richmond County,2574,Westside High School,164,43,26.22
2014-15,721,Richmond County,3054,Glenn Hills High School,175,29,16.57
2014-15,721,Richmond County,3556,Johnson Magnet,69,41,59.42
2014-15,721,Richmond County,3756,Josey High School,110,19,17.27
2014-15,721,Richmond County,4060,Academy of Richmond County High School,268,49,18.28
2014-15,721,Richmond County,4562,Davidson Magnet School,109,90,82.57
2014-15,721,Richmond County,5566,Laney High School,120,24,20
2014-15,721,Richmond County,ALL,All Schools,1581,413,26.12
2014-15,722,Rockdale County,176,Heritage High School,367,126,34.33
2014-15,722,Rockdale County,192,Salem High School,343,82,23.91
2014-15,722,Rockdale County,3052,Rockdale County High School,428,143,33.41
2014-15,722,Rockdale County,ALL,All Schools,1138,351,30.84
2014-15,723,Schley County,101,Schley Middle High School,88,52,59.09
2014-15,723,Schley County,ALL,All Schools,88,52,59.09
2014-15,724,Screven County,4052,Screven County High School,155,72,46.45
2014-15,724,Screven County,ALL,All Schools,155,72,46.45
2014-15,725,Seminole County,196,Seminole County Middle/High School,105,57,54.29
2014-15,725,Seminole County,ALL,All Schools,105,57,54.29
2014-15,726,Griffin-Spalding County,101,Spalding High School,219,82,37.44
2014-15,726,Griffin-Spalding County,187,Griffin High School,248,76,30.65
2014-15,726,Griffin-Spalding County,208,AZ Kelsey Academy,19,TFS,5.26
2014-15,726,Griffin-Spalding County,ALL,All Schools,486,159,32.72
2014-15,727,Stephens County,5050,Stephens County High School,229,136,59.39
2014-15,727,Stephens County,ALL,All Schools,229,136,59.39
2014-15,728,Stewart County,201,Stewart County High School,27,TFS,22.22
2014-15,728,Stewart County,ALL,All Schools,27,TFS,22.22
2014-15,729,Sumter County,105,Americus Sumter High School (Old Americus-Sumter HS S),254,64,25.2
2014-15,729,Sumter County,ALL,All Schools,254,64,25.2
2014-15,730,Talbot County,190,Central Elementary/High School,26,TFS,30.77
2014-15,730,Talbot County,ALL,All Schools,26,TFS,30.77
2014-15,731,Taliaferro County,102,Taliaferro County School,16,TFS,50
2014-15,731,Taliaferro County,ALL,All Schools,16,TFS,50
2014-15,732,Tattnall County,194,Tattnall County High School,203,90,44.33
2014-15,732,Tattnall County,ALL,All Schools,203,90,44.33
2014-15,733,Taylor County,201,Taylor County High School,90,45,50
2014-15,733,Taylor County,ALL,All Schools,90,45,50
2014-15,734,Telfair County,201,Telfair County High School,84,42,50
2014-15,734,Telfair County,ALL,All Schools,84,42,50
2014-15,735,Terrell County,105,Terrell High School,90,18,20
2014-15,735,Terrell County,ALL,All Schools,90,18,20
2014-15,736,Thomas County,100,Bishop Hall Charter School,44,TFS,13.64
2014-15,736,Thomas County,115,The Renaissance Center for Academic and Career Development,,,
2014-15,736,Thomas County,191,Thomas County Central High School,288,120,41.67
2014-15,736,Thomas County,ALL,All Schools,341,126,36.95
2014-15,737,Tift County,199,Tift County High School,469,194,41.36
2014-15,737,Tift County,ALL,All Schools,469,194,41.36
2014-15,738,Toombs County,192,Toombs County High School,158,62,39.24
2014-15,738,Toombs County,ALL,All Schools,158,62,39.24
2014-15,739,Towns County,204,Towns County High School,83,46,55.42
2014-15,739,Towns County,ALL,All Schools,83,46,55.42
2014-15,740,Treutlen County,213,Treutlen Middle/High School,63,26,41.27
2014-15,740,Treutlen County,ALL,All Schools,63,26,41.27
2014-15,741,Troup County,201,Callaway High School,158,63,39.87
2014-15,741,Troup County,387,Troup County High School,236,114,48.31
2014-15,741,Troup County,1052,LaGrange High School,266,139,52.26
2014-15,741,Troup County,ALL,All Schools,660,316,47.88
2014-15,742,Turner County,1050,Turner County Specialty School,,,
2014-15,742,Turner County,3050,Turner County High School,68,26,38.24
2014-15,742,Turner County,ALL,All Schools,69,26,37.68
2014-15,743,Twiggs County,201,Twiggs County High School,63,18,28.57
2014-15,743,Twiggs County,ALL,All Schools,63,18,28.57
2014-15,744,Union County,101,Union County High School,169,110,65.09
2014-15,744,Union County,3050,Woody Gap High/Elementary School,11,TFS,63.64
2014-15,744,Union County,ALL,All Schools,180,117,65
2014-15,745,Thomaston-Upson County,195,Upson-Lee High School,260,114,43.85
2014-15,745,Thomaston-Upson County,ALL,All Schools,260,114,43.85
2014-15,746,Walker County,190,Ridgeland High School,262,109,41.6
2014-15,746,Walker County,198,LaFayette High School,254,123,48.43
2014-15,746,Walker County,ALL,All Schools,516,232,44.96
2014-15,747,Walton County,111,Walnut Grove High School,277,149,53.79
2014-15,747,Walton County,199,Loganville High School,314,183,58.28
2014-15,747,Walton County,205,Monroe Area High School,193,61,31.61
2014-15,747,Walton County,ALL,All Schools,784,393,50.13
2014-15,748,Ware County,195,Ware County High School,309,143,46.28
2014-15,748,Ware County,ALL,All Schools,309,143,46.28
2014-15,749,Warren County,205,Warren County High School,34,TFS,23.53
2014-15,749,Warren County,ALL,All Schools,34,TFS,23.53
2014-15,750,Washington County,1052,Washington County High School,213,108,50.7
2014-15,750,Washington County,ALL,All Schools,213,108,50.7
2014-15,751,Wayne County,101,Wayne County High School,264,126,47.73
2014-15,751,Wayne County,ALL,All Schools,264,126,47.73
2014-15,752,Webster County,108,Webster County High School,34,16,47.06
2014-15,752,Webster County,ALL,All Schools,34,16,47.06
2014-15,753,Wheeler County,3052,Wheeler County High School,67,25,37.31
2014-15,753,Wheeler County,ALL,All Schools,67,25,37.31
2014-15,754,White County,105,White County High School,242,133,54.96
2014-15,754,White County,ALL,All Schools,242,133,54.96
2014-15,755,Whitfield County,112,Coahulla Creek High School,181,85,46.96
2014-15,755,Whitfield County,175,Northwest Whitfield County High School,263,136,51.71
2014-15,755,Whitfield County,212,Phoenix High School,106,11,10.38
2014-15,755,Whitfield County,275,Southeast Whitfield County High School,272,131,48.16
2014-15,755,Whitfield County,ALL,All Schools,822,363,44.16
2014-15,756,Wilcox County,201,Wilcox County High School,86,27,31.4
2014-15,756,Wilcox County,ALL,All Schools,86,27,31.4
2014-15,757,Wilkes County,110,Washington-Wilkes Comprehensive High School,101,40,39.6
2014-15,757,Wilkes County,ALL,All Schools,101,40,39.6
2014-15,758,Wilkinson County,3050,Wilkinson County High School,92,33,35.87
2014-15,758,Wilkinson County,ALL,All Schools,92,33,35.87
2014-15,759,Worth County,176,Worth County High School,178,67,37.64
2014-15,759,Worth County,ALL,All Schools,178,67,37.64
2014-15,761,Atlanta Public Schools,106,Early College High School at Carver,71,32,45.07
2014-15,761,Atlanta Public Schools,108,South Atlanta School of Health and Medical Science,58,13,22.41
2014-15,761,Atlanta Public Schools,118,The Best Academy High School at Benjamin S. Carson,36,TFS,16.67
2014-15,761,Atlanta Public Schools,121,Old Coretta Scott King Young Women's Academy High School,63,14,22.22
2014-15,761,Atlanta Public Schools,182,Mays High School,338,101,29.88
2014-15,761,Atlanta Public Schools,186,"Maynard H. Jackson, Jr. High School",159,39,24.53
2014-15,761,Atlanta Public Schools,192,North Atlanta High School,299,128,42.81
2014-15,761,Atlanta Public Schools,208,South Atlanta Law and Social Justice School,46,11,23.91
2014-15,761,Atlanta Public Schools,212,KIPP Atlanta Collegiate,107,43,40.19
2014-15,761,Atlanta Public Schools,306,School of Technology at Carver,42,TFS,14.29
2014-15,761,Atlanta Public Schools,315,Booker T. Washington High School,142,39,27.46
2014-15,761,Atlanta Public Schools,406,School of Health Sciences and Research at Carver,67,19,28.36
2014-15,761,Atlanta Public Schools,408,South Atlanta School of Computer Animation and Design,41,12,29.27
2014-15,761,Atlanta Public Schools,506,The School of the Arts at Carver,78,16,20.51
2014-15,761,Atlanta Public Schools,508,"Therrell School of Law, Government and Public Policy - C",48,TFS,16.67
2014-15,761,Atlanta Public Schools,608,"Therrell School of Engineering, Math, and Science - C",64,12,18.75
2014-15,761,Atlanta Public Schools,708,Therrell School of Health and Science - C,45,11,24.44
2014-15,761,Atlanta Public Schools,2664,Crim High School,54,,
2014-15,761,Atlanta Public Schools,4058,Douglass High School,129,27,20.93
2014-15,761,Atlanta Public Schools,4560,Grady High School,274,137,50
2014-15,761,Atlanta Public Schools,ALL,All Schools,2161,674,31.19
2014-15,763,Bremen City,201,Bremen High School,135,97,71.85
2014-15,763,Bremen City,ALL,All Schools,135,97,71.85
2014-15,764,Buford City,191,Buford High School,242,126,52.07
2014-15,764,Buford City,ALL,All Schools,242,126,52.07
2014-15,765,Calhoun City,3050,Calhoun High School,220,155,70.45
2014-15,765,Calhoun City,ALL,All Schools,220,155,70.45
2014-15,766,Carrollton City,1050,Carrollton High School,305,187,61.31
2014-15,766,Carrollton City,ALL,All Schools,305,187,61.31
2014-15,767,Cartersville City,2050,Cartersville High School,226,131,57.96
2014-15,767,Cartersville City,ALL,All Schools,226,131,57.96
2014-15,769,Chickamauga City,211,Gordon Lee High School,108,81,75
2014-15,769,Chickamauga City,ALL,All Schools,108,81,75
2014-15,771,Commerce City,112,Commerce High School,82,38,46.34
2014-15,771,Commerce City,ALL,All Schools,82,38,46.34
2014-15,772,Dalton Public Schools,110,Morris Innovative High School,73,11,15.07
2014-15,772,Dalton Public Schools,4050,Dalton High School,314,127,40.45
2014-15,772,Dalton Public Schools,ALL,All Schools,387,138,35.66
2014-15,773,Decatur City,3050,Decatur High School,241,131,54.36
2014-15,773,Decatur City,ALL,All Schools,241,131,54.36
2014-15,774,Dublin City,211,Dublin High School,126,39,30.95
2014-15,774,Dublin City,412,Moore Street Facility,10,,
2014-15,774,Dublin City,ALL,All Schools,136,39,28.68
2014-15,776,Gainesville City,210,The Academy at Woods Mill,23,TFS,13.04
2014-15,776,Gainesville City,3050,Gainesville High School,392,142,36.22
2014-15,776,Gainesville City,ALL,All Schools,415,145,34.94
2014-15,779,Jefferson City,174,Jefferson High School,203,111,54.68
2014-15,779,Jefferson City,ALL,All Schools,203,111,54.68
2014-15,781,Marietta City,101,Marietta High School,381,126,33.07
2014-15,781,Marietta City,ALL,All Schools,381,126,33.07
2014-15,7820108,State Charter Schools- Mountain Education Center School,108,Mountain Education Center School,294,76,25.85
2014-15,7820108,State Charter Schools- Mountain Education Center School,ALL,All Schools,294,76,25.85
2014-15,7820119,State Charter Schools- Provost Academy Georgia,119,Provost Academy Georgia,161,,
2014-15,7820119,State Charter Schools- Provost Academy Georgia,ALL,All Schools,161,,
2014-15,7820120,State Charter Schools- Georgia Cyber Academy,120,Georgia Cyber Academy,495,207,41.82
2014-15,7820120,State Charter Schools- Georgia Cyber Academy,ALL,All Schools,495,207,41.82
2014-15,7820412,State Charter Schools- Georgia Connections Academy,412,Georgia Connections Academy,185,87,47.03
2014-15,7820412,State Charter Schools- Georgia Connections Academy,ALL,All Schools,185,87,47.03
2014-15,7830103,Commission Charter Schools- CCAT School,103,CCAT School,17,TFS,52.94
2014-15,7830103,Commission Charter Schools- CCAT School,ALL,All Schools,17,TFS,52.94
2014-15,7830110,Commission Charter Schools- Ivy Preparatory Academy School,110,Ivy Preparatory Academy School,10,TFS,80
2014-15,7830110,Commission Charter Schools- Ivy Preparatory Academy School,ALL,All Schools,10,TFS,80
2014-15,784,Pelham City,111,Pelham High School,94,25,26.6
2014-15,784,Pelham City,ALL,All Schools,94,25,26.6
2014-15,785,Rome City,193,Rome High School,362,150,41.44
2014-15,785,Rome City,ALL,All Schools,362,150,41.44
2014-15,786,Social Circle City,300,Social Circle High School,123,56,45.53
2014-15,786,Social Circle City,ALL,All Schools,123,56,45.53
2014-15,789,Thomasville City,4052,Thomasville High School,154,81,52.6
2014-15,789,Thomasville City,ALL,All Schools,154,81,52.6
2014-15,791,Trion City,301,Trion High School,99,73,73.74
2014-15,791,Trion City,ALL,All Schools,99,73,73.74
2014-15,792,Valdosta City,273,Valdosta High School,435,126,28.97
2014-15,792,Valdosta City,ALL,All Schools,435,126,28.97
2014-15,793,Vidalia City,273,Vidalia Comprehensive High School,146,79,54.11
2014-15,793,Vidalia City,ALL,All Schools,146,79,54.11
2014-15,799,State Schools,1894,Georgia Academy for the Blind,,,
2014-15,799,State Schools,ALL,All Schools,,,
2014-15,7991893,State Schools- Atlanta Area School for the Deaf,1893,Atlanta Area School for the Deaf,,,
2014-15,7991893,State Schools- Atlanta Area School for the Deaf,ALL,All Schools,,,
2014-15,7991895,State Schools- Georgia School for the Deaf,1895,Georgia School for the Deaf,10,,
2014-15,7991895,State Schools- Georgia School for the Deaf,ALL,All Schools,10,,
2014-15,ALL,All Systems,ALL,All Schools,101341,44121,43.54
