"SCHOOL_YEAR","DETAIL_LEVEL","SCHOOL_DSTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","ACDMC_LVL_CD","TOTAL_STUDENTS_TESTED","STUDENTS_WITH_LEXILE","LEXILE_ON_OR_ABOVE_MIDPOINT","NO_LEXILE_SCORE","AVG_LEXILE_SCORE"
2018,"District Level","601","Appling County","All","All","03",273,273,107,0,617.3
2018,"District Level","601","Appling County","All","All","04",293,293,101,0,752.8
2018,"District Level","601","Appling County","All","All","05",275,275,111,0,898.2
2018,"District Level","601","Appling County","All","All","06",257,256,115,1,958.3
2018,"District Level","601","Appling County","All","All","07",256,255,141,1,1078.1
2018,"District Level","601","Appling County","All","All","08",249,249,138,0,1115.1
2018,"District Level","602","Atkinson County","All","All","03",128,128,57,0,656.3
2018,"District Level","602","Atkinson County","All","All","04",131,131,44,0,759.7
2018,"District Level","602","Atkinson County","All","All","05",125,125,66,0,940.4
2018,"District Level","602","Atkinson County","All","All","06",130,129,59,1,954.6
2018,"District Level","602","Atkinson County","All","All","07",117,117,67,0,1086.8
2018,"District Level","602","Atkinson County","All","All","08",110,110,71,0,1160.2
2018,"District Level","603","Bacon County","All","All","03",151,151,63,0,640.9
2018,"District Level","603","Bacon County","All","All","04",178,177,73,1,797.6
2018,"District Level","603","Bacon County","All","All","05",151,151,66,0,920.7
2018,"District Level","603","Bacon County","All","All","06",180,179,74,1,951.3
2018,"District Level","603","Bacon County","All","All","07",151,151,88,0,1097
2018,"District Level","603","Bacon County","All","All","08",155,155,105,0,1150.6
2018,"District Level","604","Baker County","All","All","03",24,24,5,0,527.1
2018,"District Level","604","Baker County","All","All","04",18,18,4,0,653.3
2018,"District Level","604","Baker County","All","All","05",16,16,2,0,757.5
2018,"District Level","604","Baker County","All","All","06",22,22,5,0,807.5
2018,"District Level","604","Baker County","All","All","07",24,24,10,0,995.2
2018,"District Level","604","Baker County","All","All","08",20,20,10,0,1075.5
2018,"District Level","605","Baldwin County","All","All","03",435,435,129,0,573.4
2018,"District Level","605","Baldwin County","All","All","04",483,483,135,0,705.3
2018,"District Level","605","Baldwin County","All","All","05",448,448,167,0,882.6
2018,"District Level","605","Baldwin County","All","All","06",376,376,100,0,877
2018,"District Level","605","Baldwin County","All","All","07",374,374,146,0,1007.6
2018,"District Level","605","Baldwin County","All","All","08",360,353,171,7,1067.5
2018,"District Level","606","Banks County","All","All","03",197,197,99,0,674.6
2018,"District Level","606","Banks County","All","All","04",211,210,110,1,819
2018,"District Level","606","Banks County","All","All","05",213,213,128,0,975.6
2018,"District Level","606","Banks County","All","All","06",238,237,120,1,990
2018,"District Level","606","Banks County","All","All","07",224,224,132,0,1107.5
2018,"District Level","606","Banks County","All","All","08",198,198,137,0,1174.6
2018,"District Level","607","Barrow County","All","All","03",1058,1058,520,1,683.4
2018,"District Level","607","Barrow County","All","All","04",1074,1073,524,1,819.5
2018,"District Level","607","Barrow County","All","All","05",1115,1114,630,1,965.5
2018,"District Level","607","Barrow County","All","All","06",1084,1084,538,0,992.9
2018,"District Level","607","Barrow County","All","All","07",1078,1076,637,2,1092.9
2018,"District Level","607","Barrow County","All","All","08",1038,1036,676,2,1157.1
2018,"District Level","608","Bartow County","All","All","03",1009,1008,494,2,658.6
2018,"District Level","608","Bartow County","All","All","04",1055,1053,440,2,780
2018,"District Level","608","Bartow County","All","All","05",1068,1066,575,2,940.4
2018,"District Level","608","Bartow County","All","All","06",996,995,436,1,955.3
2018,"District Level","608","Bartow County","All","All","07",976,976,528,0,1075.8
2018,"District Level","608","Bartow County","All","All","08",1057,1047,645,10,1131.5
2018,"District Level","609","Ben Hill County","All","All","03",256,256,83,0,606
2018,"District Level","609","Ben Hill County","All","All","04",244,244,83,0,734.7
2018,"District Level","609","Ben Hill County","All","All","05",261,261,90,0,881.8
2018,"District Level","609","Ben Hill County","All","All","06",234,234,89,0,937.7
2018,"District Level","609","Ben Hill County","All","All","07",214,214,103,0,1060.2
2018,"District Level","609","Ben Hill County","All","All","08",213,213,126,0,1125.4
2018,"District Level","610","Berrien County","All","All","03",218,218,125,0,700.6
2018,"District Level","610","Berrien County","All","All","04",235,235,125,0,842.1
2018,"District Level","610","Berrien County","All","All","05",255,255,164,0,990.2
2018,"District Level","610","Berrien County","All","All","06",235,235,137,0,1014
2018,"District Level","610","Berrien County","All","All","07",255,255,171,0,1136.4
2018,"District Level","610","Berrien County","All","All","08",230,230,170,0,1200
2018,"District Level","611","Bibb County","All","All","03",1990,1986,676,7,598.9
2018,"District Level","611","Bibb County","All","All","04",1945,1942,622,3,729.7
2018,"District Level","611","Bibb County","All","All","05",1843,1842,807,1,906.7
2018,"District Level","611","Bibb County","All","All","06",1678,1674,589,4,911
2018,"District Level","611","Bibb County","All","All","07",1652,1641,650,11,1009
2018,"District Level","611","Bibb County","All","All","08",1708,1701,805,7,1075.9
2018,"District Level","612","Bleckley County","All","All","03",197,197,95,0,681
2018,"District Level","612","Bleckley County","All","All","04",198,196,93,2,819.6
2018,"District Level","612","Bleckley County","All","All","05",171,171,101,0,1004.3
2018,"District Level","612","Bleckley County","All","All","06",170,170,105,0,1048
2018,"District Level","612","Bleckley County","All","All","07",155,155,110,0,1147.7
2018,"District Level","612","Bleckley County","All","All","08",178,177,141,1,1222.3
2018,"District Level","613","Brantley County","All","All","03",277,277,136,0,686.7
2018,"District Level","613","Brantley County","All","All","04",254,254,108,0,807
2018,"District Level","613","Brantley County","All","All","05",223,223,136,0,983.3
2018,"District Level","613","Brantley County","All","All","06",262,262,157,0,1030.5
2018,"District Level","613","Brantley County","All","All","07",220,220,128,0,1099.6
2018,"District Level","613","Brantley County","All","All","08",256,255,179,1,1170.5
2018,"District Level","614","Brooks County","All","All","03",152,152,41,0,576.8
2018,"District Level","614","Brooks County","All","All","04",161,161,46,0,715.5
2018,"District Level","614","Brooks County","All","All","05",164,164,62,0,894.3
2018,"District Level","614","Brooks County","All","All","06",157,157,51,0,907.2
2018,"District Level","614","Brooks County","All","All","07",143,143,61,0,1019.3
2018,"District Level","614","Brooks County","All","All","08",122,122,63,0,1113.7
2018,"District Level","615","Bryan County","All","All","03",673,673,413,0,735.5
2018,"District Level","615","Bryan County","All","All","04",766,766,416,0,842
2018,"District Level","615","Bryan County","All","All","05",684,684,448,0,1007.7
2018,"District Level","615","Bryan County","All","All","06",669,669,424,0,1067.1
2018,"District Level","615","Bryan County","All","All","07",729,727,489,2,1143
2018,"District Level","615","Bryan County","All","All","08",713,592,390,121,1158.7
2018,"District Level","616","Bulloch County","All","All","03",806,806,376,0,670.9
2018,"District Level","616","Bulloch County","All","All","04",781,780,350,1,803.5
2018,"District Level","616","Bulloch County","All","All","05",830,830,451,0,960.4
2018,"District Level","616","Bulloch County","All","All","06",786,786,370,0,965.1
2018,"District Level","616","Bulloch County","All","All","07",737,737,439,0,1101.9
2018,"District Level","616","Bulloch County","All","All","08",743,743,533,0,1194.3
2018,"District Level","617","Burke County","All","All","03",304,304,95,0,594.2
2018,"District Level","617","Burke County","All","All","04",293,293,101,0,730.3
2018,"District Level","617","Burke County","All","All","05",304,304,138,0,926.4
2018,"District Level","617","Burke County","All","All","06",332,332,117,0,902.9
2018,"District Level","617","Burke County","All","All","07",307,307,141,0,1038.1
2018,"District Level","617","Burke County","All","All","08",317,256,106,61,1049.6
2018,"District Level","618","Butts County","All","All","03",235,235,76,0,577.2
2018,"District Level","618","Butts County","All","All","04",252,252,107,0,783.7
2018,"District Level","618","Butts County","All","All","05",264,264,120,0,910.4
2018,"District Level","618","Butts County","All","All","06",277,277,117,0,953
2018,"District Level","618","Butts County","All","All","07",267,266,134,1,1065.8
2018,"District Level","618","Butts County","All","All","08",256,201,110,55,1091.4
2018,"District Level","619","Calhoun County","All","All","03",27,27,3,0,539.3
2018,"District Level","619","Calhoun County","All","All","04",43,43,6,0,647.6
2018,"District Level","619","Calhoun County","All","All","05",53,53,9,0,827.1
2018,"District Level","619","Calhoun County","All","All","06",36,36,11,0,898.2
2018,"District Level","619","Calhoun County","All","All","07",45,45,10,0,945.8
2018,"District Level","619","Calhoun County","All","All","08",41,41,17,0,1050.7
2018,"District Level","620","Camden County","All","All","03",713,713,417,0,723.5
2018,"District Level","620","Camden County","All","All","04",764,764,458,0,864.9
2018,"District Level","620","Camden County","All","All","05",734,734,519,0,1032.7
2018,"District Level","620","Camden County","All","All","06",643,643,397,0,1053.8
2018,"District Level","620","Camden County","All","All","07",645,645,466,0,1163.7
2018,"District Level","620","Camden County","All","All","08",662,662,526,0,1234.4
2018,"District Level","621","Candler County","All","All","03",155,153,65,2,631.8
2018,"District Level","621","Candler County","All","All","04",187,185,71,2,744.5
2018,"District Level","621","Candler County","All","All","05",170,170,77,0,896.8
2018,"District Level","621","Candler County","All","All","06",165,165,73,0,959.1
2018,"District Level","621","Candler County","All","All","07",165,165,84,0,1044.9
2018,"District Level","621","Candler County","All","All","08",175,175,87,0,1099.6
2018,"District Level","622","Carroll County","All","All","03",1136,1136,610,0,699
2018,"District Level","622","Carroll County","All","All","04",1205,1204,613,1,827.9
2018,"District Level","622","Carroll County","All","All","05",1187,1186,671,1,967
2018,"District Level","622","Carroll County","All","All","06",1136,1135,579,1,999.9
2018,"District Level","622","Carroll County","All","All","07",1017,1016,607,1,1101.1
2018,"District Level","622","Carroll County","All","All","08",1052,943,587,109,1139.6
2018,"District Level","623","Catoosa County","All","All","03",815,815,421,0,684.3
2018,"District Level","623","Catoosa County","All","All","04",770,769,392,1,835.1
2018,"District Level","623","Catoosa County","All","All","05",837,836,497,1,977.4
2018,"District Level","623","Catoosa County","All","All","06",764,764,432,0,1028.5
2018,"District Level","623","Catoosa County","All","All","07",817,817,530,0,1126
2018,"District Level","623","Catoosa County","All","All","08",815,812,579,3,1180.6
2018,"District Level","624","Charlton County","All","All","03",148,148,53,2,610.4
2018,"District Level","624","Charlton County","All","All","04",140,140,53,0,782.8
2018,"District Level","624","Charlton County","All","All","05",119,119,52,1,902.5
2018,"District Level","624","Charlton County","All","All","06",116,116,63,0,1000.5
2018,"District Level","624","Charlton County","All","All","07",113,113,54,0,1057.1
2018,"District Level","624","Charlton County","All","All","08",123,123,82,0,1150.6
2018,"District Level","625","Savannah-Chatham County","All","All","03",3233,3231,1218,2,617.4
2018,"District Level","625","Savannah-Chatham County","All","All","04",3183,3181,1215,2,756.2
2018,"District Level","625","Savannah-Chatham County","All","All","05",2987,2986,1467,1,936.3
2018,"District Level","625","Savannah-Chatham County","All","All","06",2754,2745,1150,10,947.5
2018,"District Level","625","Savannah-Chatham County","All","All","07",2674,2671,1453,3,1073.1
2018,"District Level","625","Savannah-Chatham County","All","All","08",2514,2505,1504,9,1134
2018,"District Level","626","Chattahoochee County","All","All","03",41,40,22,1,699.1
2018,"District Level","626","Chattahoochee County","All","All","04",40,40,20,0,812.5
2018,"District Level","626","Chattahoochee County","All","All","05",43,43,25,0,967.4
2018,"District Level","626","Chattahoochee County","All","All","06",47,47,19,0,962.4
2018,"District Level","626","Chattahoochee County","All","All","07",45,45,26,0,1052.2
2018,"District Level","626","Chattahoochee County","All","All","08",54,54,31,0,1103.2
2018,"District Level","627","Chattooga County","All","All","03",205,205,84,0,630
2018,"District Level","627","Chattooga County","All","All","04",212,212,73,0,739
2018,"District Level","627","Chattooga County","All","All","05",222,222,75,0,878.9
2018,"District Level","627","Chattooga County","All","All","06",192,192,77,0,937.8
2018,"District Level","627","Chattooga County","All","All","07",171,171,102,0,1088.7
2018,"District Level","627","Chattooga County","All","All","08",189,174,116,15,1139.8
2018,"District Level","628","Cherokee County","All","All","03",3119,3114,1677,10,690.5
2018,"District Level","628","Cherokee County","All","All","04",3155,3150,1703,6,841.8
2018,"District Level","628","Cherokee County","All","All","05",3293,3291,2108,2,988.5
2018,"District Level","628","Cherokee County","All","All","06",3398,3392,2093,6,1048.7
2018,"District Level","628","Cherokee County","All","All","07",3319,3313,2378,6,1159.6
2018,"District Level","628","Cherokee County","All","All","08",3324,3312,2486,12,1209.1
2018,"District Level","629","Clarke County","All","All","03",1108,1108,402,4,593.9
2018,"District Level","629","Clarke County","All","All","04",1034,1033,374,4,744.4
2018,"District Level","629","Clarke County","All","All","05",1070,1070,468,0,901.3
2018,"District Level","629","Clarke County","All","All","06",977,975,360,2,920.1
2018,"District Level","629","Clarke County","All","All","07",878,877,404,1,1039.3
2018,"District Level","629","Clarke County","All","All","08",878,877,423,1,1075.5
2018,"District Level","630","Clay County","All","All","03",32,32,3,0,510.3
2018,"District Level","630","Clay County","All","All","04",23,23,5,0,692.8
2018,"District Level","630","Clay County","All","All","05",25,25,6,0,843.2
2018,"District Level","630","Clay County","All","All","06",24,24,5,0,871.9
2018,"District Level","630","Clay County","All","All","07",22,22,9,0,1010.7
2018,"District Level","630","Clay County","All","All","08",16,16,7,0,1042.5
2018,"District Level","631","Clayton County","All","All","03",4371,4368,1405,16,570.1
2018,"District Level","631","Clayton County","All","All","04",4565,4563,1570,4,736.9
2018,"District Level","631","Clayton County","All","All","05",4477,4474,1764,3,879.5
2018,"District Level","631","Clayton County","All","All","06",4262,4256,1508,6,904.5
2018,"District Level","631","Clayton County","All","All","07",4138,4134,1877,4,1033.3
2018,"District Level","631","Clayton County","All","All","08",4077,4059,1966,18,1074
2018,"District Level","632","Clinch County","All","All","03",108,108,35,0,598.3
2018,"District Level","632","Clinch County","All","All","04",105,105,44,0,801.5
2018,"District Level","632","Clinch County","All","All","05",95,95,27,0,845.4
2018,"District Level","632","Clinch County","All","All","06",102,102,27,0,904.4
2018,"District Level","632","Clinch County","All","All","07",99,99,46,0,1033.9
2018,"District Level","632","Clinch County","All","All","08",98,98,49,0,1083.9
2018,"District Level","633","Cobb County","All","All","03",8356,8349,4705,10,709
2018,"District Level","633","Cobb County","All","All","04",8480,8472,4854,10,856.9
2018,"District Level","633","Cobb County","All","All","05",8775,8770,5663,5,1011.6
2018,"District Level","633","Cobb County","All","All","06",8458,8444,5007,14,1040.8
2018,"District Level","633","Cobb County","All","All","07",8399,8375,5726,24,1144.9
2018,"District Level","633","Cobb County","All","All","08",8534,8515,6470,19,1212.8
2018,"District Level","634","Coffee County","All","All","03",637,637,281,1,656.9
2018,"District Level","634","Coffee County","All","All","04",638,638,257,0,788.1
2018,"District Level","634","Coffee County","All","All","05",573,573,270,0,933.5
2018,"District Level","634","Coffee County","All","All","06",518,517,237,1,984.9
2018,"District Level","634","Coffee County","All","All","07",511,511,286,0,1086.2
2018,"District Level","634","Coffee County","All","All","08",513,509,346,4,1162.8
2018,"District Level","635","Colquitt County","All","All","03",766,765,285,1,621.3
2018,"District Level","635","Colquitt County","All","All","04",746,746,231,0,727.4
