"LONG_SCHOOL_YEAR","SCHOOL_DISTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","NUMBER_OF_GRADUATES","HOPE_ELIGIBLE","HOPE_ELIGIBLE_PCT"
"2013-14","707","Newton County","0206","Alcovy High School",314,145,46.18
"2013-14","707","Newton County","0295","Eastside High School",276,139,50.36
"2013-14","707","Newton County","ALL","All Schools",980,442,45.1
"2013-14","708","Oconee County","0105","North Oconee High School",224,146,65.18
"2013-14","708","Oconee County","0293","Oconee County High School",223,158,70.85
"2013-14","708","Oconee County","ALL","All Schools",447,304,68.01
"2013-14","709","Oglethorpe County","2050","Oglethorpe County High School",125,48,38.4
"2013-14","709","Oglethorpe County","ALL","All Schools",125,48,38.4
"2013-14","710","Paulding County","0101","Hiram High School",301,82,27.24
"2013-14","710","Paulding County","0106","South Paulding High School",364,200,54.95
"2013-14","710","Paulding County","0109","North Paulding High School",420,221,52.62
"2013-14","710","Paulding County","0292","East Paulding High School",322,137,42.55
"2013-14","710","Paulding County","2552","Paulding County High School",261,122,46.74
"2013-14","710","Paulding County","ALL","All Schools",1668,762,45.68
"2013-14","711","Peach County","2052","Peach County High School",177,83,46.89
"2013-14","711","Peach County","ALL","All Schools",177,83,46.89
"2013-14","712","Pickens County","0198","Pickens County High School",236,136,57.63
"2013-14","712","Pickens County","ALL","All Schools",236,136,57.63
"2013-14","713","Pierce County","0182","Pierce County High School",224,141,62.95
"2013-14","713","Pierce County","ALL","All Schools",224,141,62.95
"2013-14","714","Pike County","0194","Pike County High School",221,100,45.25
"2013-14","714","Pike County","ALL","All Schools",221,100,45.25
"2013-14","715","Polk County","0102","Rockmart High School",165,64,38.79
"2013-14","715","Polk County","5050","Cedartown High School",176,106,60.23
"2013-14","715","Polk County","ALL","All Schools",341,170,49.85
"2013-14","716","Pulaski County","2050","Hawkinsville High School",70,32,45.71
"2013-14","716","Pulaski County","ALL","All Schools",70,32,45.71
"2013-14","717","Putnam County","0114","Putnam County High School",167,43,25.75
"2013-14","717","Putnam County","ALL","All Schools",167,43,25.75
"2013-14","718","Quitman County","0110","Quitman County High School",12,5,41.67
"2013-14","718","Quitman County","ALL","All Schools",12,5,41.67
"2013-14","719","Rabun County","0177","Rabun County High School",121,70,57.85
"2013-14","719","Rabun County","ALL","All Schools",121,70,57.85
"2013-14","720","Randolph County","0201","Randolph Clay High School",71,19,26.76
"2013-14","720","Randolph County","ALL","All Schools",71,19,26.76
"2013-14","721","Richmond County","0100","Cross Creek High School",236,63,26.69
"2013-14","721","Richmond County","1052","Butler High School",77,20,25.97
"2013-14","721","Richmond County","2056","Hephzibah High School",140,50,35.71
"2013-14","721","Richmond County","2574","Westside High School",151,48,31.79
"2013-14","721","Richmond County","3054","Glenn Hills High School",103,21,20.39
"2013-14","721","Richmond County","3556","Johnson Magnet",84,42,50
"2013-14","721","Richmond County","3756","Josey High School",75,16,21.33
"2013-14","721","Richmond County","4060","Academy of Richmond County High School",199,53,26.63
"2013-14","721","Richmond County","4562","Davidson Magnet School",97,62,63.92
"2013-14","721","Richmond County","5566","Laney High School",120,22,18.33
"2013-14","721","Richmond County","ALL","All Schools",1282,397,30.97
"2013-14","722","Rockdale County","0176","Heritage High School",315,110,34.92
"2013-14","722","Rockdale County","0192","Salem High School",294,66,22.45
"2013-14","722","Rockdale County","3052","Rockdale County High School",374,134,35.83
"2013-14","722","Rockdale County","ALL","All Schools",983,310,31.54
"2013-14","723","Schley County","0101","Schley Middle High School",70,57,81.43
"2013-14","723","Schley County","ALL","All Schools",70,57,81.43
"2013-14","724","Screven County","4052","Screven County High School",134,66,49.25
"2013-14","724","Screven County","ALL","All Schools",134,66,49.25
"2013-14","725","Seminole County","0196","Seminole County Middle/High School",92,56,60.87
"2013-14","725","Seminole County","ALL","All Schools",92,56,60.87
"2013-14","726","Griffin-Spalding County","0101","Spalding High School",215,101,46.98
"2013-14","726","Griffin-Spalding County","0187","Griffin High School",182,61,33.52
"2013-14","726","Griffin-Spalding County","0208","AZ Kelsey Academy",17,,
"2013-14","726","Griffin-Spalding County","ALL","All Schools",414,162,39.13
"2013-14","727","Stephens County","5050","Stephens County High School",198,97,48.99
"2013-14","727","Stephens County","ALL","All Schools",198,97,48.99
"2013-14","728","Stewart County","0201","Stewart County High School",19,4,21.05
"2013-14","728","Stewart County","ALL","All Schools",19,4,21.05
"2013-14","729","Sumter County","0105","Americus Sumter High School (Old Americus-Sumter HS S)",184,65,35.33
"2013-14","729","Sumter County","ALL","All Schools",184,65,35.33
"2013-14","730","Talbot County","0190","Central Elementary/High School",17,6,35.29
"2013-14","730","Talbot County","ALL","All Schools",17,6,35.29
"2013-14","731","Taliaferro County","0102","Taliaferro County School",,,
"2013-14","731","Taliaferro County","ALL","All Schools",,,
"2013-14","732","Tattnall County","0194","Tattnall County High School",128,71,55.47
"2013-14","732","Tattnall County","ALL","All Schools",128,71,55.47
"2013-14","733","Taylor County","0201","Taylor County High School",93,41,44.09
"2013-14","733","Taylor County","ALL","All Schools",93,41,44.09
"2013-14","734","Telfair County","0201","Telfair County High School",100,62,62
"2013-14","734","Telfair County","ALL","All Schools",100,62,62
"2013-14","735","Terrell County","0105","Terrell High School",64,21,32.81
"2013-14","735","Terrell County","ALL","All Schools",64,21,32.81
"2013-14","736","Thomas County","0100","Bishop Hall Charter School",26,11,42.31
"2013-14","736","Thomas County","0191","Thomas County Central High School",278,140,50.36
"2013-14","736","Thomas County","ALL","All Schools",304,151,49.67
"2013-14","737","Tift County","0199","Tift County High School",374,172,45.99
"2013-14","737","Tift County","ALL","All Schools",374,172,45.99
"2013-14","738","Toombs County","0192","Toombs County High School",148,64,43.24
"2013-14","738","Toombs County","ALL","All Schools",148,64,43.24
"2013-14","739","Towns County","0204","Towns County High School",74,47,63.51
"2013-14","739","Towns County","ALL","All Schools",74,47,63.51
"2013-14","740","Treutlen County","0213","Treutlen Middle/High School",49,16,32.65
"2013-14","740","Treutlen County","ALL","All Schools",49,16,32.65
"2013-14","741","Troup County","0201","Callaway High School",152,69,45.39
"2013-14","741","Troup County","0387","Troup County High School",241,129,53.53
"2013-14","741","Troup County","1052","LaGrange High School",252,145,57.54
"2013-14","741","Troup County","ALL","All Schools",645,343,53.18
"2013-14","742","Turner County","3050","Turner County High School",70,23,32.86
"2013-14","742","Turner County","ALL","All Schools",70,23,32.86
"2013-14","743","Twiggs County","0201","Twiggs County High School",25,10,40
"2013-14","743","Twiggs County","ALL","All Schools",25,10,40
"2013-14","744","Union County","0101","Union County High School",122,78,63.93
"2013-14","744","Union County","3050","Woody Gap High/Elementary School",,,
"2013-14","744","Union County","ALL","All Schools",126,79,62.7
"2013-14","745","Thomaston-Upson County","0195","Upson-Lee High School",222,101,45.5
"2013-14","745","Thomaston-Upson County","ALL","All Schools",222,101,45.5
"2013-14","746","Walker County","0190","Ridgeland High School",243,103,42.39
"2013-14","746","Walker County","0198","LaFayette High School",250,133,53.2
"2013-14","746","Walker County","ALL","All Schools",493,236,47.87
"2013-14","747","Walton County","0111","Walnut Grove High School",207,119,57.49
"2013-14","747","Walton County","0199","Loganville High School",311,166,53.38
"2013-14","747","Walton County","0205","Monroe Area High School",217,83,38.25
"2013-14","747","Walton County","ALL","All Schools",735,368,50.07
"2013-14","748","Ware County","0195","Ware County High School",316,140,44.3
"2013-14","748","Ware County","ALL","All Schools",316,140,44.3
"2013-14","749","Warren County","0205","Warren County High School",32,13,40.63
"2013-14","749","Warren County","ALL","All Schools",32,13,40.63
"2013-14","750","Washington County","1052","Washington County High School",170,90,52.94
"2013-14","750","Washington County","ALL","All Schools",170,90,52.94
"2013-14","751","Wayne County","0101","Wayne County High School",254,126,49.61
"2013-14","751","Wayne County","ALL","All Schools",254,126,49.61
"2013-14","752","Webster County","0108","Webster County High School",18,6,33.33
"2013-14","752","Webster County","ALL","All Schools",18,6,33.33
"2013-14","753","Wheeler County","3052","Wheeler County High School",50,32,64
"2013-14","753","Wheeler County","ALL","All Schools",50,32,64
"2013-14","754","White County","0105","White County High School",235,140,59.57
"2013-14","754","White County","ALL","All Schools",235,140,59.57
"2013-14","755","Whitfield County","0112","Coahulla Creek High School",146,73,50
"2013-14","755","Whitfield County","0175","Northwest Whitfield County High School",241,157,65.15
"2013-14","755","Whitfield County","0212","Phoenix High School",66,18,27.27
"2013-14","755","Whitfield County","0275","Southeast Whitfield County High School",242,128,52.89
"2013-14","755","Whitfield County","ALL","All Schools",695,376,54.1
"2013-14","756","Wilcox County","0201","Wilcox County High School",51,21,41.18
"2013-14","756","Wilcox County","ALL","All Schools",51,21,41.18
"2013-14","757","Wilkes County","0110","Washington-Wilkes Comprehensive High School",93,39,41.94
"2013-14","757","Wilkes County","ALL","All Schools",93,39,41.94
"2013-14","758","Wilkinson County","3050","Wilkinson County High School",81,45,55.56
"2013-14","758","Wilkinson County","ALL","All Schools",81,45,55.56
"2013-14","759","Worth County","0176","Worth County High School",184,78,42.39
"2013-14","759","Worth County","ALL","All Schools",184,78,42.39
"2013-14","761","Atlanta Public Schools","0106","Early College High School at Carver",90,48,53.33
"2013-14","761","Atlanta Public Schools","0108","South Atlanta School of Health and Medical Science",52,10,19.23
"2013-14","761","Atlanta Public Schools","0112","Booker T. Washington High School - Banking, Finance and Investment Small Sc",53,13,24.53
"2013-14","761","Atlanta Public Schools","0113","Booker T. Washington - Early College Small School",50,23,46
"2013-14","761","Atlanta Public Schools","0114","Booker T. Washington High School - Health, Sciences and Nutrition Small Sch",71,13,18.31
"2013-14","761","Atlanta Public Schools","0118","The Best Academy High School at Benjamin S. Carson",43,10,23.26
"2013-14","761","Atlanta Public Schools","0121","Old Coretta Scott King Young Women's Academy High School",53,10,18.87
"2013-14","761","Atlanta Public Schools","0182","Mays High School",211,58,27.49
"2013-14","761","Atlanta Public Schools","0186","Maynard H. Jackson, Jr. High School",112,38,33.93
"2013-14","761","Atlanta Public Schools","0192","North Atlanta High School",262,116,44.27
"2013-14","761","Atlanta Public Schools","0208","South Atlanta Law and Social Justice School",51,11,21.57
"2013-14","761","Atlanta Public Schools","0306","School of Technology at Carver",44,11,25
"2013-14","761","Atlanta Public Schools","0406","School of Health Sciences and Research at Carver",77,31,40.26
"2013-14","761","Atlanta Public Schools","0408","South Atlanta School of Computer Animation and Design",37,10,27.03
"2013-14","761","Atlanta Public Schools","0506","The School of the Arts at Carver",73,18,24.66
"2013-14","761","Atlanta Public Schools","0508","Therrell School of Law, Government and Public Policy - C",36,3,8.33
"2013-14","761","Atlanta Public Schools","0608","Therrell School of Engineering, Math, and Science - C",63,10,15.87
"2013-14","761","Atlanta Public Schools","0708","Therrell School of Health and Science - C",36,11,30.56
"2013-14","761","Atlanta Public Schools","2664","Crim High School",37,1,2.7
"2013-14","761","Atlanta Public Schools","4058","Douglass High School",105,33,31.43
"2013-14","761","Atlanta Public Schools","4560","Grady High School",240,134,55.83
"2013-14","761","Atlanta Public Schools","ALL","All Schools",1796,612,34.08
"2013-14","763","Bremen City","0201","Bremen High School",144,96,66.67
"2013-14","763","Bremen City","ALL","All Schools",144,96,66.67
"2013-14","764","Buford City","0191","Buford High School",224,116,51.79
"2013-14","764","Buford City","ALL","All Schools",224,116,51.79
"2013-14","765","Calhoun City","3050","Calhoun High School",178,118,66.29
"2013-14","765","Calhoun City","ALL","All Schools",178,118,66.29
"2013-14","766","Carrollton City","1050","Carrollton High School",264,185,70.08
"2013-14","766","Carrollton City","ALL","All Schools",264,185,70.08
"2013-14","767","Cartersville City","2050","Cartersville High School",212,106,50
"2013-14","767","Cartersville City","ALL","All Schools",212,106,50
"2013-14","769","Chickamauga City","0211","Gordon Lee High School",100,69,69
"2013-14","769","Chickamauga City","ALL","All Schools",100,69,69
"2013-14","771","Commerce City","0112","Commerce High School",87,44,50.57
"2013-14","771","Commerce City","ALL","All Schools",87,44,50.57
"2013-14","772","Dalton Public Schools","0110","Morris Innovative High School",46,,
"2013-14","772","Dalton Public Schools","4050","Dalton High School",292,146,50
"2013-14","772","Dalton Public Schools","ALL","All Schools",338,146,43.2
"2013-14","773","Decatur City","3050","Decatur High School",193,108,55.96
"2013-14","773","Decatur City","ALL","All Schools",193,108,55.96
"2013-14","774","Dublin City","0211","Dublin High School",99,38,38.38
"2013-14","774","Dublin City","0412","Moore Street Facility",,,
"2013-14","774","Dublin City","ALL","All Schools",107,38,35.51
"2013-14","776","Gainesville City","0210","The Academy at Woods Mill",30,1,3.33
"2013-14","776","Gainesville City","3050","Gainesville High School",320,136,42.5
"2013-14","776","Gainesville City","ALL","All Schools",350,137,39.14
"2013-14","779","Jefferson City","0174","Jefferson High School",174,78,44.83
"2013-14","779","Jefferson City","ALL","All Schools",174,78,44.83
"2013-14","781","Marietta City","0101","Marietta High School",401,123,30.67
"2013-14","781","Marietta City","ALL","All Schools",401,123,30.67
"2013-14","7820108","State Charter Schools- Mountain Education Center School","0108","Mountain Education Center School",192,72,37.5
"2013-14","7820108","State Charter Schools- Mountain Education Center School","ALL","All Schools",192,72,37.5
"2013-14","7820110","State Charter Schools- Odyssey School","0110","Odyssey School",252,141,55.95
"2013-14","7820110","State Charter Schools- Odyssey School","ALL","All Schools",252,141,55.95
"2013-14","7820119","State Charter Schools- Provost Academy Georgia","0119","Provost Academy Georgia",17,,
"2013-14","7820119","State Charter Schools- Provost Academy Georgia","ALL","All Schools",17,,
"2013-14","7820412","State Charter Schools- Georgia Connections Academy","0412","Georgia Connections Academy",76,34,44.74
"2013-14","7820412","State Charter Schools- Georgia Connections Academy","ALL","All Schools",76,34,44.74
"2013-14","7830103","Commission Charter Schools- CCAT School","0103","CCAT School",18,11,61.11
"2013-14","7830103","Commission Charter Schools- CCAT School","ALL","All Schools",18,11,61.11
"2013-14","784","Pelham City","0111","Pelham High School",114,34,29.82
"2013-14","784","Pelham City","ALL","All Schools",114,34,29.82
"2013-14","785","Rome City","0193","Rome High School",280,134,47.86
"2013-14","785","Rome City","ALL","All Schools",280,134,47.86
"2013-14","786","Social Circle City","0300","Social Circle High School",93,44,47.31
"2013-14","786","Social Circle City","ALL","All Schools",93,44,47.31
"2013-14","789","Thomasville City","4052","Thomasville High School",115,64,55.65
"2013-14","789","Thomasville City","ALL","All Schools",115,64,55.65
"2013-14","791","Trion City","0301","Trion High School",99,65,65.66
"2013-14","791","Trion City","ALL","All Schools",99,65,65.66
"2013-14","792","Valdosta City","0273","Valdosta High School",304,119,39.14
"2013-14","792","Valdosta City","ALL","All Schools",304,119,39.14
"2013-14","793","Vidalia City","0273","Vidalia Comprehensive High School",152,63,41.45
"2013-14","793","Vidalia City","ALL","All Schools",152,63,41.45
"2013-14","799","State Schools","1894","Georgia Academy for the Blind",10,,
"2013-14","799","State Schools","ALL","All Schools",10,,
"2013-14","7991893","State Schools- Atlanta Area School for the Deaf","1893","Atlanta Area School for the Deaf",,,
"2013-14","7991893","State Schools- Atlanta Area School for the Deaf","ALL","All Schools",,,
"2013-14","7991895","State Schools- Georgia School for the Deaf","1895","Georgia School for the Deaf",,,
"2013-14","7991895","State Schools- Georgia School for the Deaf","ALL","All Schools",,,
"2013-14","ALL","All Systems","ALL","All Schools",90600,41776,46.11
