"LONG_SCHOOL_YEAR","SCHOOL_DISTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","SUBGRP_DESC","TEST_CMPNT_TYP_CD","NATIONAL_NUM_TESTED_CNT","STATE_NUM_TESTED_CNT","DSTRCT_NUM_TESTED_CNT","INSTN_NUM_TESTED_CNT","STATE_AVG_SCORE_VAL","DSTRCT_AVG_SCORE_VAL","INSTN_AVG_SCORE_VAL"
"2015-16","615","Bryan County","0502","Bryan County High School","All Students","Combined Test Score",,27919,190,40,1080,1069,934
"2015-16","615","Bryan County","0502","Bryan County High School","All Students","Essay Analysis Score - New",,15889,115,21,4,4,3
"2015-16","615","Bryan County","0502","Bryan County High School","All Students","Essay Reading Score - New",,15889,115,21,5,5,4
"2015-16","615","Bryan County","0502","Bryan County High School","All Students","Essay Total",,15889,115,21,14,13,11
"2015-16","615","Bryan County","0502","Bryan County High School","All Students","Essay Writing Score - New",,15889,115,21,5,5,4
"2015-16","615","Bryan County","0502","Bryan County High School","All Students","Evidence Based Reading and Writing - New",,27919,190,40,550,551,487
"2015-16","615","Bryan County","0502","Bryan County High School","All Students","Math Section Score - New",,27919,190,40,530,518,448
"2015-16","615","Bryan County","0502","Bryan County High School","All Students","Reading Test  Score - New",,27919,190,40,276,279,243
"2015-16","615","Bryan County","0502","Bryan County High School","All Students","WritLang Test  Score - New",,27919,190,40,274,272,244
"2015-16","616","Bulloch County","0203","Southeast Bulloch High School","All Students","Combined Test Score",,27919,87,35,1080,1094,1116
"2015-16","616","Bulloch County","0203","Southeast Bulloch High School","All Students","Essay Analysis Score - New",,15889,52,22,4,4,4
"2015-16","616","Bulloch County","0203","Southeast Bulloch High School","All Students","Essay Reading Score - New",,15889,52,22,5,5,5
"2015-16","616","Bulloch County","0203","Southeast Bulloch High School","All Students","Essay Total",,15889,52,22,14,13,13
"2015-16","616","Bulloch County","0203","Southeast Bulloch High School","All Students","Essay Writing Score - New",,15889,52,22,5,5,5
"2015-16","616","Bulloch County","0203","Southeast Bulloch High School","All Students","Evidence Based Reading and Writing - New",,27919,87,35,550,556,567
"2015-16","616","Bulloch County","0203","Southeast Bulloch High School","All Students","Math Section Score - New",,27919,87,35,530,537,549
