SCHOOL_YEAR,DETAIL_LEVEL,SCHOOL_DSTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,SUBJECT_CODE,TOTAL_STUDENTS_TESTED,STUDENTS_WITH_LEXILE,LEXILE_ON_OR_ABOVE_MIDPOINT,NO_LEXILE_SCORE,AVG_LEXILE_SCORE
2017,District Level,712,Pickens County,All,All,American Literature and Composition,310,310,204,TFS,1347.9
2017,District Level,713,Pierce County,All,All,9th Grade Literature and Composition,272,272,199,TFS,1274.9
2017,District Level,713,Pierce County,All,All,American Literature and Composition,257,257,155,TFS,1342.1
2017,District Level,714,Pike County,All,All,9th Grade Literature and Composition,259,259,185,TFS,1255.7
2017,District Level,714,Pike County,All,All,American Literature and Composition,290,290,160,TFS,1318.2
2017,District Level,715,Polk County,All,All,9th Grade Literature and Composition,591,591,348,TFS,1180.4
2017,District Level,715,Polk County,All,All,American Literature and Composition,554,554,319,TFS,1309.9
2017,District Level,716,Pulaski County,All,All,9th Grade Literature and Composition,116,116,63,TFS,1187
2017,District Level,716,Pulaski County,All,All,American Literature and Composition,83,83,37,TFS,1266.7
2017,District Level,717,Putnam County,All,All,9th Grade Literature and Composition,288,288,222,TFS,1273.4
2017,District Level,717,Putnam County,All,All,American Literature and Composition,144,144,72,TFS,1270
2017,District Level,718,Quitman County,All,All,9th Grade Literature and Composition,23,23,12,TFS,1129.8
2017,District Level,718,Quitman County,All,All,American Literature and Composition,24,24,15,TFS,1358.1
2017,District Level,719,Rabun County,All,All,9th Grade Literature and Composition,198,198,147,TFS,1273.9
2017,District Level,719,Rabun County,All,All,American Literature and Composition,147,146,86,TFS,1330.5
2017,District Level,720,Randolph County,All,All,9th Grade Literature and Composition,65,65,15,TFS,1054.2
2017,District Level,720,Randolph County,All,All,American Literature and Composition,73,73,16,TFS,1098.4
2017,District Level,721,Richmond County,All,All,9th Grade Literature and Composition,2379,2379,1232,TFS,1149
2017,District Level,721,Richmond County,All,All,American Literature and Composition,2120,2118,948,TFS,1240.3
2017,District Level,722,Rockdale County,All,All,9th Grade Literature and Composition,1379,1378,890,TFS,1225.4
2017,District Level,722,Rockdale County,All,All,American Literature and Composition,1236,1235,703,TFS,1309.7
2017,District Level,723,Schley County,All,All,9th Grade Literature and Composition,96,96,66,TFS,1221.2
2017,District Level,723,Schley County,All,All,American Literature and Composition,111,111,67,TFS,1357.2
2017,District Level,724,Screven County,All,All,9th Grade Literature and Composition,157,157,103,TFS,1212.3
2017,District Level,724,Screven County,All,All,American Literature and Composition,160,160,100,TFS,1355.4
2017,District Level,725,Seminole County,All,All,9th Grade Literature and Composition,124,124,85,TFS,1214.8
2017,District Level,725,Seminole County,All,All,American Literature and Composition,98,98,53,TFS,1279.7
2017,District Level,726,Griffin-Spalding County,All,All,9th Grade Literature and Composition,857,857,428,TFS,1146.3
2017,District Level,726,Griffin-Spalding County,All,All,American Literature and Composition,775,775,381,TFS,1263.8
2017,District Level,727,Stephens County,All,All,9th Grade Literature and Composition,302,302,181,TFS,1207.2
2017,District Level,727,Stephens County,All,All,American Literature and Composition,331,331,226,TFS,1374.9
2017,District Level,728,Stewart County,All,All,9th Grade Literature and Composition,33,33,21,TFS,1189.5
2017,District Level,728,Stewart County,All,All,American Literature and Composition,24,24,TFS,TFS,1173.3
2017,District Level,729,Sumter County,All,All,9th Grade Literature and Composition,336,336,155,TFS,1148.5
2017,District Level,729,Sumter County,All,All,American Literature and Composition,309,309,104,TFS,1198.2
2017,District Level,730,Talbot County,All,All,9th Grade Literature and Composition,45,45,21,TFS,1130.7
2017,District Level,730,Talbot County,All,All,American Literature and Composition,33,33,11,TFS,1192.6
2017,District Level,731,Taliaferro County,All,All,9th Grade Literature and Composition,14,14,TFS,TFS,1171.8
2017,District Level,731,Taliaferro County,All,All,American Literature and Composition,,,,,
2017,District Level,732,Tattnall County,All,All,9th Grade Literature and Composition,273,273,172,TFS,1200.4
2017,District Level,732,Tattnall County,All,All,American Literature and Composition,194,194,81,TFS,1235.2
2017,District Level,733,Taylor County,All,All,9th Grade Literature and Composition,133,133,68,TFS,1141.4
2017,District Level,733,Taylor County,All,All,American Literature and Composition,104,104,52,TFS,1274.9
2017,District Level,734,Telfair County,All,All,9th Grade Literature and Composition,152,152,78,TFS,1164.6
2017,District Level,734,Telfair County,All,All,American Literature and Composition,125,125,55,TFS,1264.7
2017,District Level,735,Terrell County,All,All,9th Grade Literature and Composition,106,106,48,TFS,1158.4
2017,District Level,735,Terrell County,All,All,American Literature and Composition,95,95,23,TFS,1121.4
2017,District Level,736,Thomas County,All,All,9th Grade Literature and Composition,458,458,253,TFS,1179.6
2017,District Level,736,Thomas County,All,All,American Literature and Composition,388,388,197,TFS,1263.1
2017,District Level,737,Tift County,All,All,9th Grade Literature and Composition,606,606,405,TFS,1228.7
2017,District Level,737,Tift County,All,All,American Literature and Composition,512,502,282,10,1320.7
2017,District Level,738,Toombs County,All,All,9th Grade Literature and Composition,241,241,140,TFS,1177.7
2017,District Level,738,Toombs County,All,All,American Literature and Composition,189,189,72,TFS,1198.1
2017,District Level,739,Towns County,All,All,9th Grade Literature and Composition,81,81,57,TFS,1285.7
2017,District Level,739,Towns County,All,All,American Literature and Composition,92,92,65,TFS,1404.7
2017,District Level,740,Treutlen County,All,All,9th Grade Literature and Composition,72,72,37,TFS,1163.5
2017,District Level,740,Treutlen County,All,All,American Literature and Composition,78,78,43,TFS,1316.2
2017,District Level,741,Troup County,All,All,9th Grade Literature and Composition,978,977,612,TFS,1216.6
2017,District Level,741,Troup County,All,All,American Literature and Composition,720,720,404,TFS,1325.1
2017,District Level,742,Turner County,All,All,9th Grade Literature and Composition,96,96,49,TFS,1159.9
2017,District Level,742,Turner County,All,All,American Literature and Composition,97,97,30,TFS,1174.4
2017,District Level,743,Twiggs County,All,All,9th Grade Literature and Composition,78,78,32,TFS,1112.5
2017,District Level,743,Twiggs County,All,All,American Literature and Composition,73,73,29,TFS,1177.1
2017,District Level,744,Union County,All,All,9th Grade Literature and Composition,186,186,157,TFS,1317.2
2017,District Level,744,Union County,All,All,American Literature and Composition,137,137,124,TFS,1501.5
2017,District Level,745,Thomaston-Upson County,All,All,9th Grade Literature and Composition,346,346,250,TFS,1247.4
2017,District Level,745,Thomaston-Upson County,All,All,American Literature and Composition,322,322,177,TFS,1319.4
2017,District Level,746,Walker County,All,All,9th Grade Literature and Composition,627,627,369,TFS,1186.8
2017,District Level,746,Walker County,All,All,American Literature and Composition,570,570,302,TFS,1295.9
2017,District Level,747,Walton County,All,All,9th Grade Literature and Composition,1144,1144,777,TFS,1238.5
2017,District Level,747,Walton County,All,All,American Literature and Composition,979,979,655,TFS,1372
2017,District Level,748,Ware County,All,All,9th Grade Literature and Composition,362,362,289,TFS,1281.3
2017,District Level,748,Ware County,All,All,American Literature and Composition,374,374,227,TFS,1339.1
2017,District Level,749,Warren County,All,All,9th Grade Literature and Composition,41,41,26,TFS,1191.8
2017,District Level,749,Warren County,All,All,American Literature and Composition,31,31,TFS,TFS,1147.9
2017,District Level,750,Washington County,All,All,9th Grade Literature and Composition,210,210,116,TFS,1159.8
2017,District Level,750,Washington County,All,All,American Literature and Composition,177,177,77,TFS,1236.3
2017,District Level,751,Wayne County,All,All,9th Grade Literature and Composition,363,363,249,TFS,1215.5
2017,District Level,751,Wayne County,All,All,American Literature and Composition,348,348,189,TFS,1311.2
