"GRADUATION_YEAR","SCHOOL_DISTRCT_CD","DISTRICT","INSTN_NUMBER","SCHOOL_NAME","YR8_CREDENTIAL","YR8_CREDENTIAL_PCT"
2008,"644","DeKalb County","5052","Chamblee Charter High School","Certificate",0.7
2008,"644","DeKalb County","5052","Chamblee Charter High School","Bachelors",53.7
2008,"644","DeKalb County","5052","Chamblee Charter High School","Associates",3
2008,"644","DeKalb County","5052","Chamblee Charter High School","No Postsecondary Credential/Not Enrolled",31.5
2008,"644","DeKalb County","5052","Chamblee Charter High School","No Postsecondary Credential/Enrolled",4.1
2008,"644","DeKalb County","ALL","All DeKalb County High Schools","No Postsecondary Credential/Enrolled",6
2008,"644","DeKalb County","ALL","All DeKalb County High Schools","Associates",4.5
2008,"644","DeKalb County","ALL","All DeKalb County High Schools","Bachelors",31.5
2008,"644","DeKalb County","ALL","All DeKalb County High Schools","Other Credential",1
2008,"644","DeKalb County","ALL","All DeKalb County High Schools","No Postsecondary Credential/Not Enrolled",52.5
2008,"644","DeKalb County","ALL","All DeKalb County High Schools","Masters or Higher",3.2
2008,"644","DeKalb County","ALL","All DeKalb County High Schools","Certificate",1.2
2008,"647","Dougherty County","1050","Albany High School","No Postsecondary Credential/Enrolled",7.3
2008,"647","Dougherty County","1050","Albany High School","Masters or Higher",3.2
2008,"647","Dougherty County","1050","Albany High School","No Postsecondary Credential/Not Enrolled",48.4
2008,"647","Dougherty County","1050","Albany High School","Bachelors",18.5
2008,"647","Dougherty County","1050","Albany High School","Associates",14.5
2008,"647","Dougherty County","1050","Albany High School","Certificate",8.1
2008,"647","Dougherty County","1058","Monroe High School","No Postsecondary Credential/Enrolled",9.5
2008,"605","Baldwin County","ALL","All Baldwin County High Schools","No Postsecondary Credential/Not Enrolled",48.4
2008,"605","Baldwin County","ALL","All Baldwin County High Schools","Associates",13.9
2008,"605","Baldwin County","ALL","All Baldwin County High Schools","Bachelors",23
2008,"605","Baldwin County","ALL","All Baldwin County High Schools","Masters or Higher",4.1
2008,"605","Baldwin County","ALL","All Baldwin County High Schools","No Postsecondary Credential/Enrolled",4.9
2008,"606","Banks County","0199","Banks County High School","Associates",16.1
2008,"606","Banks County","0199","Banks County High School","Certificate",2.7
2008,"606","Banks County","0199","Banks County High School","Bachelors",14.3
2008,"606","Banks County","0199","Banks County High School","No Postsecondary Credential/Enrolled",6.3
2008,"606","Banks County","0199","Banks County High School","Masters or Higher",1.8
2008,"606","Banks County","0199","Banks County High School","No Postsecondary Credential/Not Enrolled",58.9
2008,"606","Banks County","ALL","All Banks County High Schools","No Postsecondary Credential/Enrolled",6.3
2008,"606","Banks County","ALL","All Banks County High Schools","No Postsecondary Credential/Not Enrolled",58.9
2008,"606","Banks County","ALL","All Banks County High Schools","Bachelors",14.3
2008,"606","Banks County","ALL","All Banks County High Schools","Associates",16.1
2008,"606","Banks County","ALL","All Banks County High Schools","Certificate",2.7
2008,"606","Banks County","ALL","All Banks County High Schools","Masters or Higher",1.8
2008,"609","Ben Hill County","ALL","All Ben Hill County High Schools","Masters or Higher",0.6
2008,"609","Ben Hill County","ALL","All Ben Hill County High Schools","Associates",17
2008,"609","Ben Hill County","ALL","All Ben Hill County High Schools","No Postsecondary Credential/Not Enrolled",56.7
2008,"609","Ben Hill County","ALL","All Ben Hill County High Schools","Other Credential",1.2
2008,"609","Ben Hill County","ALL","All Ben Hill County High Schools","Certificate",5.3
2008,"609","Ben Hill County","ALL","All Ben Hill County High Schools","Bachelors",14.6
2008,"609","Ben Hill County","ALL","All Ben Hill County High Schools","No Postsecondary Credential/Enrolled",4.7
2008,"612","Bleckley County","0105","Bleckley County High School","Certificate",9
2008,"612","Bleckley County","0105","Bleckley County High School","Masters or Higher",6.9
2008,"612","Bleckley County","0105","Bleckley County High School","Associates",14.6
2008,"612","Bleckley County","0105","Bleckley County High School","No Postsecondary Credential/Enrolled",7.6
2008,"612","Bleckley County","0105","Bleckley County High School","Bachelors",15.3
2008,"612","Bleckley County","0105","Bleckley County High School","No Postsecondary Credential/Not Enrolled",46.5
2008,"616","Bulloch County","0203","Southeast Bulloch High School","Certificate",6.7
2008,"616","Bulloch County","0203","Southeast Bulloch High School","No Postsecondary Credential/Enrolled",1.2
2008,"616","Bulloch County","0203","Southeast Bulloch High School","Bachelors",21.5
2008,"616","Bulloch County","0203","Southeast Bulloch High School","No Postsecondary Credential/Not Enrolled",52.1
2008,"616","Bulloch County","0203","Southeast Bulloch High School","Masters or Higher",6.1
2008,"616","Bulloch County","0203","Southeast Bulloch High School","Associates",12.3
2008,"616","Bulloch County","2054","Statesboro High School","Certificate",4.7
2008,"616","Bulloch County","2054","Statesboro High School","Associates",9.1
2008,"616","Bulloch County","2054","Statesboro High School","Masters or Higher",4
2008,"616","Bulloch County","2054","Statesboro High School","No Postsecondary Credential/Enrolled",6.6
2008,"616","Bulloch County","2054","Statesboro High School","Bachelors",21.2
2008,"616","Bulloch County","2054","Statesboro High School","No Postsecondary Credential/Not Enrolled",54.4
2008,"616","Bulloch County","4052","Portal Middle/High School","Certificate",5
2008,"616","Bulloch County","4052","Portal Middle/High School","Associates",7.5
2008,"616","Bulloch County","4052","Portal Middle/High School","No Postsecondary Credential/Enrolled",2.5
2008,"616","Bulloch County","4052","Portal Middle/High School","Masters or Higher",2.5
2008,"616","Bulloch County","4052","Portal Middle/High School","No Postsecondary Credential/Not Enrolled",72.5
2008,"616","Bulloch County","4052","Portal Middle/High School","Bachelors",10
2008,"617","Burke County","ALL","All Burke County High Schools","Masters or Higher",1
2008,"617","Burke County","ALL","All Burke County High Schools","Bachelors",21.6
2008,"617","Burke County","ALL","All Burke County High Schools","Associates",19.1
2008,"617","Burke County","ALL","All Burke County High Schools","No Postsecondary Credential/Not Enrolled",47.2
2008,"617","Burke County","ALL","All Burke County High Schools","No Postsecondary Credential/Enrolled",5
2008,"617","Burke County","ALL","All Burke County High Schools","Certificate",6
2008,"618","Butts County","0190","Jackson High School","Masters or Higher",3
2008,"618","Butts County","0190","Jackson High School","No Postsecondary Credential/Not Enrolled",64.3
2008,"618","Butts County","0190","Jackson High School","Bachelors",16.1
2008,"618","Butts County","0190","Jackson High School","Associates",8.9
2008,"618","Butts County","0190","Jackson High School","No Postsecondary Credential/Enrolled",4.2
2008,"618","Butts County","0190","Jackson High School","Certificate",2.4
2008,"618","Butts County","0190","Jackson High School","Other Credential",1.2
2008,"622","Carroll County","0308","Mt. Zion High School","Certificate",6.6
2008,"622","Carroll County","0308","Mt. Zion High School","Associates",8.2
2008,"622","Carroll County","0308","Mt. Zion High School","No Postsecondary Credential/Enrolled",1.6
2008,"622","Carroll County","0308","Mt. Zion High School","Bachelors",9.8
2008,"622","Carroll County","0308","Mt. Zion High School","No Postsecondary Credential/Not Enrolled",72.1
2008,"622","Carroll County","0308","Mt. Zion High School","Masters or Higher",1.6
2008,"622","Carroll County","2052","Central High School","Bachelors",22.7
2008,"622","Carroll County","2052","Central High School","No Postsecondary Credential/Not Enrolled",50.7
2008,"622","Carroll County","2052","Central High School","No Postsecondary Credential/Enrolled",6.8
2008,"622","Carroll County","2052","Central High School","Masters or Higher",1.9
2008,"622","Carroll County","2052","Central High School","Associates",10.1
2008,"622","Carroll County","2052","Central High School","Certificate",7.7
2008,"623","Catoosa County","4052","Ringgold High School","No Postsecondary Credential/Enrolled",2.7
2008,"623","Catoosa County","4052","Ringgold High School","Associates",10.9
2008,"623","Catoosa County","4052","Ringgold High School","Certificate",3.6
2008,"623","Catoosa County","4052","Ringgold High School","Bachelors",19.3
2008,"623","Catoosa County","4052","Ringgold High School","Other Credential",1.2
2008,"623","Catoosa County","4052","Ringgold High School","No Postsecondary Credential/Not Enrolled",59.8
2008,"623","Catoosa County","4052","Ringgold High School","Masters or Higher",2.4
2008,"625","Savannah-Chatham County","0399","Savannah High School","Bachelors",12.6
2008,"625","Savannah-Chatham County","0399","Savannah High School","No Postsecondary Credential/Enrolled",2.4
2008,"625","Savannah-Chatham County","0399","Savannah High School","No Postsecondary Credential/Not Enrolled",72.5
2008,"625","Savannah-Chatham County","0399","Savannah High School","Masters or Higher",1.2
2008,"625","Savannah-Chatham County","0399","Savannah High School","Certificate",5.4
2008,"625","Savannah-Chatham County","0399","Savannah High School","Associates",6
2008,"625","Savannah-Chatham County","5060","Jenkins High School","Masters or Higher",3.4
2008,"625","Savannah-Chatham County","5060","Jenkins High School","No Postsecondary Credential/Enrolled",5.8
2008,"625","Savannah-Chatham County","5060","Jenkins High School","No Postsecondary Credential/Not Enrolled",50
2008,"625","Savannah-Chatham County","5060","Jenkins High School","Bachelors",31.5
2008,"625","Savannah-Chatham County","5060","Jenkins High School","Certificate",5.8
2008,"625","Savannah-Chatham County","5060","Jenkins High School","Associates",3.1
2008,"625","Savannah-Chatham County","5060","Jenkins High School","Other Credential",0.3
2008,"625","Savannah-Chatham County","5070","Windsor Forest High School","Masters or Higher",2.3
2008,"625","Savannah-Chatham County","5070","Windsor Forest High School","Bachelors",23.9
2008,"625","Savannah-Chatham County","5070","Windsor Forest High School","No Postsecondary Credential/Not Enrolled",55.5
2008,"625","Savannah-Chatham County","5070","Windsor Forest High School","Other Credential",1.4
2008,"625","Savannah-Chatham County","5070","Windsor Forest High School","Certificate",3.7
2008,"625","Savannah-Chatham County","5070","Windsor Forest High School","Associates",7.3
2008,"625","Savannah-Chatham County","5070","Windsor Forest High School","No Postsecondary Credential/Enrolled",6
2008,"628","Cherokee County","0194","Polaris Evening School","Bachelors",3.6
2008,"628","Cherokee County","0194","Polaris Evening School","No Postsecondary Credential/Enrolled",7.1
2008,"628","Cherokee County","0194","Polaris Evening School","Other Credential",0.7
2008,"628","Cherokee County","0194","Polaris Evening School","Certificate",4.3
2008,"628","Cherokee County","0194","Polaris Evening School","Associates",7.9
2008,"628","Cherokee County","0194","Polaris Evening School","No Postsecondary Credential/Not Enrolled",76.4
2008,"628","Cherokee County","5050","Cherokee High School","Bachelors",28.5
2008,"628","Cherokee County","5050","Cherokee High School","No Postsecondary Credential/Not Enrolled",52
2008,"628","Cherokee County","5050","Cherokee High School","No Postsecondary Credential/Enrolled",6
2008,"628","Cherokee County","5050","Cherokee High School","Masters or Higher",2.2
2008,"628","Cherokee County","5050","Cherokee High School","Other Credential",1
2008,"628","Cherokee County","5050","Cherokee High School","Certificate",2.2
2008,"628","Cherokee County","5050","Cherokee High School","Associates",8.2
2008,"631","Clayton County","0104","Mundy's Mill High School","Associates",5.4
2008,"631","Clayton County","0104","Mundy's Mill High School","Bachelors",23.1
2008,"631","Clayton County","0104","Mundy's Mill High School","Certificate",0.3
2008,"631","Clayton County","0104","Mundy's Mill High School","Other Credential",1.2
2008,"631","Clayton County","0104","Mundy's Mill High School","No Postsecondary Credential/Enrolled",6.9
2008,"631","Clayton County","0104","Mundy's Mill High School","No Postsecondary Credential/Not Enrolled",61.6
2008,"631","Clayton County","0104","Mundy's Mill High School","Masters or Higher",1.5
2008,"631","Clayton County","0377","Riverdale High School","Other Credential",1.9
2008,"631","Clayton County","0377","Riverdale High School","No Postsecondary Credential/Not Enrolled",61.9
2008,"631","Clayton County","0377","Riverdale High School","Associates",7
2008,"631","Clayton County","0377","Riverdale High School","Certificate",1.2
2008,"631","Clayton County","0377","Riverdale High School","No Postsecondary Credential/Enrolled",5.8
2008,"631","Clayton County","0377","Riverdale High School","Masters or Higher",2.7
2008,"631","Clayton County","0377","Riverdale High School","Bachelors",19.5
2008,"631","Clayton County","1056","Jonesboro High School","Other Credential",1.3
2008,"631","Clayton County","1056","Jonesboro High School","Masters or Higher",4.2
2008,"631","Clayton County","1056","Jonesboro High School","Bachelors",33.5
2008,"631","Clayton County","1056","Jonesboro High School","Certificate",2.1
2008,"631","Clayton County","1056","Jonesboro High School","Associates",4.2
2008,"631","Clayton County","1056","Jonesboro High School","No Postsecondary Credential/Not Enrolled",49.2
2008,"631","Clayton County","1056","Jonesboro High School","No Postsecondary Credential/Enrolled",5.5
2008,"633","Cobb County","0373","Sprayberry High School","Associates",4.9
2008,"633","Cobb County","0373","Sprayberry High School","No Postsecondary Credential/Enrolled",9.5
2008,"633","Cobb County","0373","Sprayberry High School","No Postsecondary Credential/Not Enrolled",42.4
2008,"633","Cobb County","0373","Sprayberry High School","Masters or Higher",2.2
2008,"633","Cobb County","0373","Sprayberry High School","Certificate",2.2
2008,"633","Cobb County","0373","Sprayberry High School","Bachelors",38.9
2008,"633","Cobb County","0707","Hillgrove High School","No Postsecondary Credential/Not Enrolled",55.5
2008,"633","Cobb County","0707","Hillgrove High School","Masters or Higher",2.9
2008,"633","Cobb County","0707","Hillgrove High School","Bachelors",27.3
2008,"633","Cobb County","0707","Hillgrove High School","Associates",3.8
2008,"633","Cobb County","0707","Hillgrove High School","Other Credential",1.3
2008,"633","Cobb County","0707","Hillgrove High School","No Postsecondary Credential/Enrolled",7.6
2008,"633","Cobb County","0707","Hillgrove High School","Certificate",1.7
2008,"633","Cobb County","4066","Pebblebrook High School","Other Credential",1.1
2008,"633","Cobb County","4066","Pebblebrook High School","Certificate",2.1
2008,"633","Cobb County","4066","Pebblebrook High School","No Postsecondary Credential/Enrolled",8.5
2008,"633","Cobb County","4066","Pebblebrook High School","Masters or Higher",2.8
2008,"633","Cobb County","4066","Pebblebrook High School","Associates",3.5
2008,"633","Cobb County","4066","Pebblebrook High School","Bachelors",20.1
2008,"633","Cobb County","4066","Pebblebrook High School","No Postsecondary Credential/Not Enrolled",62
2008,"636","Columbia County","ALL","All Columbia County High Schools","Bachelors",39.6
2008,"636","Columbia County","ALL","All Columbia County High Schools","Associates",8.7
2008,"636","Columbia County","ALL","All Columbia County High Schools","Masters or Higher",6
2008,"636","Columbia County","ALL","All Columbia County High Schools","No Postsecondary Credential/Not Enrolled",39.6
2008,"636","Columbia County","ALL","All Columbia County High Schools","No Postsecondary Credential/Enrolled",4.7
2008,"636","Columbia County","ALL","All Columbia County High Schools","Certificate",1.5
2008,"637","Cook County","2050","Cook County High School","Other Credential",0.8
2008,"637","Cook County","2050","Cook County High School","Associates",14.3
2008,"637","Cook County","2050","Cook County High School","No Postsecondary Credential/Enrolled",7.6
2008,"637","Cook County","2050","Cook County High School","Masters or Higher",2.5
2008,"637","Cook County","2050","Cook County High School","Certificate",4.2
2008,"637","Cook County","2050","Cook County High School","Bachelors",16
2008,"637","Cook County","2050","Cook County High School","No Postsecondary Credential/Not Enrolled",54.6
2008,"638","Coweta County","0389","East Coweta High School","No Postsecondary Credential/Enrolled",5.9
2008,"638","Coweta County","0389","East Coweta High School","Masters or Higher",2.6
2008,"638","Coweta County","0389","East Coweta High School","Certificate",2.1
2008,"638","Coweta County","0389","East Coweta High School","Bachelors",30.1
2008,"638","Coweta County","0389","East Coweta High School","Associates",8.1
2008,"638","Coweta County","0389","East Coweta High School","Other Credential",0.9
2008,"638","Coweta County","0389","East Coweta High School","No Postsecondary Credential/Not Enrolled",50.2
2008,"638","Coweta County","ALL","All Coweta County High Schools","Bachelors",28.6
2008,"638","Coweta County","ALL","All Coweta County High Schools","No Postsecondary Credential/Enrolled",5.5
2008,"638","Coweta County","ALL","All Coweta County High Schools","Masters or Higher",4.3
2008,"638","Coweta County","ALL","All Coweta County High Schools","Other Credential",0.6
2008,"638","Coweta County","ALL","All Coweta County High Schools","Associates",6.6
2008,"638","Coweta County","ALL","All Coweta County High Schools","Certificate",3.3
2008,"629","Clarke County","0104","Classic City High School","Associates",9.1
2008,"629","Clarke County","0104","Classic City High School","Certificate",3
2008,"629","Clarke County","0104","Classic City High School","No Postsecondary Credential/Not Enrolled",72.7
2008,"629","Clarke County","0104","Classic City High School","No Postsecondary Credential/Enrolled",6.1
2008,"629","Clarke County","0104","Classic City High School","Masters or Higher",3
2008,"629","Clarke County","0104","Classic City High School","Bachelors",6.1
2008,"629","Clarke County","ALL","All Clarke County High Schools","Associates",8.8
2008,"629","Clarke County","ALL","All Clarke County High Schools","Bachelors",26.5
2008,"629","Clarke County","ALL","All Clarke County High Schools","Masters or Higher",2.4
2008,"629","Clarke County","ALL","All Clarke County High Schools","Other Credential",0.4
2008,"629","Clarke County","ALL","All Clarke County High Schools","No Postsecondary Credential/Not Enrolled",53.8
2008,"629","Clarke County","ALL","All Clarke County High Schools","No Postsecondary Credential/Enrolled",4
2008,"629","Clarke County","ALL","All Clarke County High Schools","Certificate",4
2008,"631","Clayton County","0290","Mount Zion High School","Certificate",0.5
2008,"631","Clayton County","0290","Mount Zion High School","No Postsecondary Credential/Enrolled",4.9
2008,"631","Clayton County","0290","Mount Zion High School","Masters or Higher",1.5
2008,"631","Clayton County","0290","Mount Zion High School","Bachelors",18
2008,"631","Clayton County","0290","Mount Zion High School","Other Credential",1
2008,"631","Clayton County","0290","Mount Zion High School","No Postsecondary Credential/Not Enrolled",68.9
2008,"631","Clayton County","0290","Mount Zion High School","Associates",5.3
2008,"631","Clayton County","1054","Forest Park High School","Bachelors",17.1
2008,"631","Clayton County","1054","Forest Park High School","Masters or Higher",2.1
2008,"631","Clayton County","1054","Forest Park High School","No Postsecondary Credential/Not Enrolled",66.7
2008,"631","Clayton County","1054","Forest Park High School","Associates",6.4
2008,"631","Clayton County","1054","Forest Park High School","No Postsecondary Credential/Enrolled",5.6
2008,"631","Clayton County","1054","Forest Park High School","Certificate",0.4
2008,"631","Clayton County","1054","Forest Park High School","Other Credential",1.7
2008,"631","Clayton County","4058","Morrow High School","Certificate",1.4
2008,"631","Clayton County","4058","Morrow High School","No Postsecondary Credential/Enrolled",6.2
2008,"631","Clayton County","4058","Morrow High School","Associates",5.8
2008,"631","Clayton County","4058","Morrow High School","Bachelors",22.3
2008,"631","Clayton County","4058","Morrow High School","Masters or Higher",5.5
2008,"631","Clayton County","4058","Morrow High School","No Postsecondary Credential/Not Enrolled",58.9
2008,"632","Clinch County","1050","Clinch County High School","No Postsecondary Credential/Enrolled",5.7
2008,"632","Clinch County","1050","Clinch County High School","Associates",17.1
2008,"632","Clinch County","1050","Clinch County High School","Bachelors",7.1
2008,"632","Clinch County","1050","Clinch County High School","Certificate",10
2008,"632","Clinch County","1050","Clinch County High School","No Postsecondary Credential/Not Enrolled",55.7
2008,"632","Clinch County","1050","Clinch County High School","Masters or Higher",4.3
2008,"632","Clinch County","ALL","All Clinch County High Schools","No Postsecondary Credential/Not Enrolled",55.7
2008,"632","Clinch County","ALL","All Clinch County High Schools","No Postsecondary Credential/Enrolled",5.7
2008,"632","Clinch County","ALL","All Clinch County High Schools","Associates",17.1
2008,"632","Clinch County","ALL","All Clinch County High Schools","Masters or Higher",4.3
2008,"632","Clinch County","ALL","All Clinch County High Schools","Bachelors",7.1
2008,"632","Clinch County","ALL","All Clinch County High Schools","Certificate",10
2008,"633","Cobb County","0103","Kell High School","Certificate",1.8
2008,"633","Cobb County","0103","Kell High School","Associates",4.1
2008,"633","Cobb County","0103","Kell High School","Masters or Higher",4.8
2008,"633","Cobb County","0103","Kell High School","No Postsecondary Credential/Not Enrolled",42
2008,"633","Cobb County","0103","Kell High School","No Postsecondary Credential/Enrolled",5.3
2008,"633","Cobb County","0103","Kell High School","Bachelors",42
2008,"633","Cobb County","0188","Pope High School","Masters or Higher",6.3
2008,"633","Cobb County","0188","Pope High School","No Postsecondary Credential/Enrolled",6.3
2008,"633","Cobb County","0188","Pope High School","Associates",2.7
2008,"633","Cobb County","0188","Pope High School","No Postsecondary Credential/Not Enrolled",27.3
2008,"633","Cobb County","0188","Pope High School","Bachelors",56
2008,"633","Cobb County","0188","Pope High School","Other Credential",0.4
2008,"633","Cobb County","0188","Pope High School","Certificate",1
2008,"633","Cobb County","1054","Campbell High School","Associates",4.1
2008,"633","Cobb County","1054","Campbell High School","No Postsecondary Credential/Not Enrolled",46.8
2008,"633","Cobb County","1054","Campbell High School","No Postsecondary Credential/Enrolled",6.1
2008,"633","Cobb County","1054","Campbell High School","Bachelors",38.1
2008,"633","Cobb County","1054","Campbell High School","Masters or Higher",2
2008,"633","Cobb County","1054","Campbell High School","Certificate",2.3
2008,"633","Cobb County","1054","Campbell High School","Other Credential",0.6
2008,"633","Cobb County","1069","Wheeler High School","Bachelors",43.7
2008,"633","Cobb County","1069","Wheeler High School","Associates",1.7
2008,"633","Cobb County","1069","Wheeler High School","No Postsecondary Credential/Enrolled",5.9
2008,"633","Cobb County","1069","Wheeler High School","No Postsecondary Credential/Not Enrolled",43.1
2008,"633","Cobb County","1069","Wheeler High School","Certificate",0.8
2008,"633","Cobb County","1069","Wheeler High School","Masters or Higher",4.2
2008,"633","Cobb County","1069","Wheeler High School","Other Credential",0.6
2008,"633","Cobb County","2066","Osborne High School","Certificate",1.6
2008,"633","Cobb County","2066","Osborne High School","Masters or Higher",1.6
2008,"633","Cobb County","2066","Osborne High School","No Postsecondary Credential/Enrolled",7
2008,"633","Cobb County","2066","Osborne High School","Associates",3.9
2008,"633","Cobb County","2066","Osborne High School","Bachelors",17.4
2008,"633","Cobb County","2066","Osborne High School","Other Credential",0.8
2008,"633","Cobb County","2066","Osborne High School","No Postsecondary Credential/Not Enrolled",67.8
2008,"634","Coffee County","0195","Coffee County High School","No Postsecondary Credential/Enrolled",5.1
2008,"634","Coffee County","0195","Coffee County High School","Bachelors",16.2
2008,"634","Coffee County","0195","Coffee County High School","No Postsecondary Credential/Not Enrolled",50.3
2008,"634","Coffee County","0195","Coffee County High School","Certificate",7
2008,"634","Coffee County","0195","Coffee County High School","Associates",19.4
2008,"634","Coffee County","0195","Coffee County High School","Masters or Higher",1.9
2008,"635","Colquitt County","ALL","All Colquitt County High Schools","Bachelors",16.3
2008,"635","Colquitt County","ALL","All Colquitt County High Schools","Masters or Higher",3.4
2008,"635","Colquitt County","ALL","All Colquitt County High Schools","Certificate",5.5
2008,"635","Colquitt County","ALL","All Colquitt County High Schools","No Postsecondary Credential/Enrolled",5.3
2008,"635","Colquitt County","ALL","All Colquitt County High Schools","Associates",16.5
2008,"635","Colquitt County","ALL","All Colquitt County High Schools","No Postsecondary Credential/Not Enrolled",53
2008,"637","Cook County","ALL","All Cook County High Schools","Bachelors",16
2008,"637","Cook County","ALL","All Cook County High Schools","No Postsecondary Credential/Not Enrolled",54.6
2008,"637","Cook County","ALL","All Cook County High Schools","Certificate",4.2
2008,"637","Cook County","ALL","All Cook County High Schools","No Postsecondary Credential/Enrolled",7.6
2008,"637","Cook County","ALL","All Cook County High Schools","Associates",14.3
2008,"637","Cook County","ALL","All Cook County High Schools","Masters or Higher",2.5
2008,"637","Cook County","ALL","All Cook County High Schools","Other Credential",0.8
2008,"639","Crawford County","0193","Crawford County High School","No Postsecondary Credential/Not Enrolled",54.1
2008,"639","Crawford County","0193","Crawford County High School","Bachelors",16.5
2008,"639","Crawford County","0193","Crawford County High School","No Postsecondary Credential/Enrolled",5.9
2008,"639","Crawford County","0193","Crawford County High School","Masters or Higher",4.7
2008,"639","Crawford County","0193","Crawford County High School","Certificate",7.1
2008,"639","Crawford County","0193","Crawford County High School","Associates",11.8
2008,"639","Crawford County","ALL","All Crawford County High Schools","Bachelors",16.5
2008,"639","Crawford County","ALL","All Crawford County High Schools","Masters or Higher",4.7
2008,"639","Crawford County","ALL","All Crawford County High Schools","No Postsecondary Credential/Not Enrolled",54.1
2008,"639","Crawford County","ALL","All Crawford County High Schools","Associates",11.8
2008,"639","Crawford County","ALL","All Crawford County High Schools","Certificate",7.1
2008,"639","Crawford County","ALL","All Crawford County High Schools","No Postsecondary Credential/Enrolled",5.9
2008,"642","Dawson County","0198","Dawson County High School","Associates",11
2008,"642","Dawson County","0198","Dawson County High School","Bachelors",29.1
2008,"642","Dawson County","0198","Dawson County High School","No Postsecondary Credential/Enrolled",5.5
2008,"642","Dawson County","0198","Dawson County High School","Certificate",4.9
2008,"642","Dawson County","0198","Dawson County High School","Masters or Higher",1.6
2008,"642","Dawson County","0198","Dawson County High School","No Postsecondary Credential/Not Enrolled",47.8
2008,"643","Decatur County","ALL","All Decatur County High Schools","No Postsecondary Credential/Not Enrolled",58.8
2008,"643","Decatur County","ALL","All Decatur County High Schools","Other Credential",0.6
2008,"643","Decatur County","ALL","All Decatur County High Schools","Certificate",4.9
2008,"643","Decatur County","ALL","All Decatur County High Schools","Masters or Higher",4
2008,"643","Decatur County","ALL","All Decatur County High Schools","Bachelors",17.7
2008,"643","Decatur County","ALL","All Decatur County High Schools","Associates",9.1
2008,"643","Decatur County","ALL","All Decatur County High Schools","No Postsecondary Credential/Enrolled",4.9
2008,"644","DeKalb County","0103","Martin Luther King, Jr. High School","No Postsecondary Credential/Enrolled",6.1
2008,"644","DeKalb County","0103","Martin Luther King, Jr. High School","Associates",5.5
2008,"644","DeKalb County","0103","Martin Luther King, Jr. High School","Other Credential",0.6
2008,"644","DeKalb County","0103","Martin Luther King, Jr. High School","No Postsecondary Credential/Not Enrolled",52.2
2008,"644","DeKalb County","0103","Martin Luther King, Jr. High School","Masters or Higher",3.5
2008,"644","DeKalb County","0103","Martin Luther King, Jr. High School","Bachelors",31.1
2008,"644","DeKalb County","0103","Martin Luther King, Jr. High School","Certificate",1.2
2008,"644","DeKalb County","0276","Stone Mountain High School","Bachelors",20.2
2008,"644","DeKalb County","0276","Stone Mountain High School","No Postsecondary Credential/Enrolled",9
2008,"644","DeKalb County","0276","Stone Mountain High School","Certificate",0.9
2008,"644","DeKalb County","0276","Stone Mountain High School","Masters or Higher",3
2008,"644","DeKalb County","0276","Stone Mountain High School","No Postsecondary Credential/Not Enrolled",60.9
2008,"644","DeKalb County","0276","Stone Mountain High School","Other Credential",2.6
2008,"644","DeKalb County","0276","Stone Mountain High School","Associates",3.4
2008,"644","DeKalb County","0775","Open Campus High School","Associates",4.7
2008,"644","DeKalb County","0775","Open Campus High School","No Postsecondary Credential/Not Enrolled",82.9
2008,"644","DeKalb County","0775","Open Campus High School","Bachelors",2.9
2008,"644","DeKalb County","0775","Open Campus High School","Certificate",3.5
2008,"644","DeKalb County","0775","Open Campus High School","No Postsecondary Credential/Enrolled",5.3
2008,"644","DeKalb County","0775","Open Campus High School","Masters or Higher",0.6
2008,"644","DeKalb County","1070","Tucker High School","Bachelors",38
2008,"644","DeKalb County","1070","Tucker High School","Masters or Higher",3
2008,"644","DeKalb County","1070","Tucker High School","Certificate",1.5
2008,"644","DeKalb County","1070","Tucker High School","No Postsecondary Credential/Enrolled",7.1
2008,"644","DeKalb County","1070","Tucker High School","No Postsecondary Credential/Not Enrolled",45.9
2008,"644","DeKalb County","1070","Tucker High School","Associates",4.5
2008,"644","DeKalb County","2055","Druid Hills High School","Bachelors",38.3
2008,"644","DeKalb County","2055","Druid Hills High School","No Postsecondary Credential/Not Enrolled",42.5
2008,"644","DeKalb County","2055","Druid Hills High School","No Postsecondary Credential/Enrolled",5.6
2008,"644","DeKalb County","2055","Druid Hills High School","Associates",5.1
2008,"644","DeKalb County","2055","Druid Hills High School","Certificate",0.9
2008,"644","DeKalb County","2055","Druid Hills High School","Other Credential",0.9
2008,"644","DeKalb County","2055","Druid Hills High School","Masters or Higher",6.5
2008,"644","DeKalb County","3070","McNair High School","No Postsecondary Credential/Enrolled",5.4
2008,"644","DeKalb County","3070","McNair High School","Bachelors",17.7
2008,"644","DeKalb County","3070","McNair High School","No Postsecondary Credential/Not Enrolled",70.8
2008,"644","DeKalb County","3070","McNair High School","Masters or Higher",0.8
2008,"644","DeKalb County","3070","McNair High School","Certificate",1.5
2008,"644","DeKalb County","3070","McNair High School","Associates",3.8
2008,"644","DeKalb County","4054","Cross Keys High School","No Postsecondary Credential/Not Enrolled",73.3
2008,"644","DeKalb County","4054","Cross Keys High School","Bachelors",16.8
2008,"644","DeKalb County","4054","Cross Keys High School","Certificate",1
2008,"644","DeKalb County","4054","Cross Keys High School","Associates",4
