"GRADUATION_YEAR","SCHOOL_DISTRCT_CD","DISTRICT","INSTN_NUMBER","SCHOOL_NAME","YR8_CREDENTIAL","YR8_CREDENTIAL_PCT"
2010,"660","Fulton County","0198","Centennial High School","Certificate",0.8
2010,"660","Fulton County","0198","Centennial High School","Bachelors",47
2010,"660","Fulton County","0198","Centennial High School","No Postsecondary Credential/Not Enrolled",39.2
2010,"660","Fulton County","0198","Centennial High School","Associates",4
2010,"660","Fulton County","0198","Centennial High School","Masters or Higher",5.3
2010,"660","Fulton County","0198","Centennial High School","No Postsecondary Credential/Enrolled",3.3
2010,"625","Savannah-Chatham County","0499","Savannah Arts Academy","No Postsecondary Credential/Enrolled",1.9
2010,"625","Savannah-Chatham County","5060","Jenkins High School","Certificate",5.5
2010,"625","Savannah-Chatham County","5060","Jenkins High School","Associates",5.5
2010,"625","Savannah-Chatham County","5060","Jenkins High School","Other Credential",0.3
2010,"625","Savannah-Chatham County","5060","Jenkins High School","Bachelors",29.3
2010,"625","Savannah-Chatham County","5060","Jenkins High School","No Postsecondary Credential/Enrolled",4.5
2010,"625","Savannah-Chatham County","5060","Jenkins High School","Masters or Higher",1.9
2010,"625","Savannah-Chatham County","5060","Jenkins High School","No Postsecondary Credential/Not Enrolled",53.1
2010,"626","Chattahoochee County","0206","Chattahoochee County High School","Bachelors",13.2
2010,"626","Chattahoochee County","0206","Chattahoochee County High School","No Postsecondary Credential/Not Enrolled",80.3
2010,"626","Chattahoochee County","0206","Chattahoochee County High School","Associates",6.6
2010,"627","Chattooga County","ALL","All Chattooga County High Schools","Bachelors",8.1
2010,"627","Chattooga County","ALL","All Chattooga County High Schools","Certificate",2
2010,"627","Chattooga County","ALL","All Chattooga County High Schools","No Postsecondary Credential/Enrolled",2
2010,"627","Chattooga County","ALL","All Chattooga County High Schools","No Postsecondary Credential/Not Enrolled",77
2010,"627","Chattooga County","ALL","All Chattooga County High Schools","Associates",10.8
2010,"628","Cherokee County","0191","Sequoyah High School","Bachelors",41.1
2010,"628","Cherokee County","0191","Sequoyah High School","Masters or Higher",3.5
2010,"628","Cherokee County","0191","Sequoyah High School","Certificate",2
2010,"628","Cherokee County","0191","Sequoyah High School","Associates",4.7
2010,"628","Cherokee County","0191","Sequoyah High School","No Postsecondary Credential/Enrolled",5.5
2010,"628","Cherokee County","0191","Sequoyah High School","No Postsecondary Credential/Not Enrolled",43.1
2010,"629","Clarke County","5556","Clarke Central High School","Associates",5.2
2010,"629","Clarke County","5556","Clarke Central High School","Certificate",2.1
2010,"629","Clarke County","5556","Clarke Central High School","No Postsecondary Credential/Not Enrolled",58.8
2010,"629","Clarke County","5556","Clarke Central High School","Masters or Higher",2.1
2010,"629","Clarke County","5556","Clarke Central High School","No Postsecondary Credential/Enrolled",3.9
2010,"629","Clarke County","5556","Clarke Central High School","Bachelors",27.9
2010,"629","Clarke County","ALL","All Clarke County High Schools","No Postsecondary Credential/Enrolled",4.6
2010,"629","Clarke County","ALL","All Clarke County High Schools","No Postsecondary Credential/Not Enrolled",62.7
2010,"629","Clarke County","ALL","All Clarke County High Schools","Masters or Higher",1.8
2010,"629","Clarke County","ALL","All Clarke County High Schools","Other Credential",0.4
2010,"629","Clarke County","ALL","All Clarke County High Schools","Associates",4.6
2010,"629","Clarke County","ALL","All Clarke County High Schools","Certificate",3.5
2010,"629","Clarke County","ALL","All Clarke County High Schools","Bachelors",22.4
2010,"631","Clayton County","1056","Jonesboro High School","Masters or Higher",2.3
2010,"631","Clayton County","1056","Jonesboro High School","No Postsecondary Credential/Enrolled",6
2010,"631","Clayton County","1056","Jonesboro High School","Certificate",1.4
2010,"631","Clayton County","1056","Jonesboro High School","Bachelors",20
2010,"631","Clayton County","1056","Jonesboro High School","Other Credential",0.5
2010,"631","Clayton County","1056","Jonesboro High School","Associates",3.3
2010,"631","Clayton County","1056","Jonesboro High School","No Postsecondary Credential/Not Enrolled",66.5
2010,"633","Cobb County","0101","Kennesaw Mountain High School","Associates",3.8
2010,"633","Cobb County","0101","Kennesaw Mountain High School","No Postsecondary Credential/Not Enrolled",47
2010,"633","Cobb County","0101","Kennesaw Mountain High School","Bachelors",39.1
2010,"633","Cobb County","0101","Kennesaw Mountain High School","Other Credential",0.7
2010,"633","Cobb County","0101","Kennesaw Mountain High School","Masters or Higher",3.8
2010,"633","Cobb County","0101","Kennesaw Mountain High School","No Postsecondary Credential/Enrolled",4.6
2010,"633","Cobb County","0101","Kennesaw Mountain High School","Certificate",1
2010,"633","Cobb County","0103","Kell High School","Associates",5
2010,"633","Cobb County","0103","Kell High School","No Postsecondary Credential/Not Enrolled",45.9
2010,"633","Cobb County","0103","Kell High School","Masters or Higher",3.7
2010,"633","Cobb County","0103","Kell High School","Certificate",1.6
2010,"633","Cobb County","0103","Kell High School","Other Credential",0.2
2010,"633","Cobb County","0103","Kell High School","No Postsecondary Credential/Enrolled",5.7
2010,"633","Cobb County","0103","Kell High School","Bachelors",37.9
2010,"633","Cobb County","1054","Campbell High School","Other Credential",0.5
2010,"633","Cobb County","1054","Campbell High School","Certificate",1.3
2010,"633","Cobb County","1054","Campbell High School","Bachelors",28.4
2010,"633","Cobb County","1054","Campbell High School","No Postsecondary Credential/Not Enrolled",61.2
2010,"633","Cobb County","1054","Campbell High School","Associates",3.4
2010,"633","Cobb County","1054","Campbell High School","Masters or Higher",1.8
2010,"633","Cobb County","1054","Campbell High School","No Postsecondary Credential/Enrolled",3.4
2010,"633","Cobb County","1064","McEachern High School","Bachelors",22.2
2010,"633","Cobb County","1064","McEachern High School","No Postsecondary Credential/Enrolled",5.4
2010,"633","Cobb County","1064","McEachern High School","Certificate",1.4
2010,"633","Cobb County","1064","McEachern High School","No Postsecondary Credential/Not Enrolled",63.3
2010,"633","Cobb County","1064","McEachern High School","Masters or Higher",1.1
2010,"633","Cobb County","1064","McEachern High School","Associates",5
2010,"633","Cobb County","1064","McEachern High School","Other Credential",1.6
2010,"633","Cobb County","2056","North Cobb High School","Bachelors",26.5
2010,"633","Cobb County","2056","North Cobb High School","Masters or Higher",2.9
2010,"633","Cobb County","2056","North Cobb High School","No Postsecondary Credential/Enrolled",7.6
2010,"633","Cobb County","2056","North Cobb High School","No Postsecondary Credential/Not Enrolled",58.5
2010,"633","Cobb County","2056","North Cobb High School","Certificate",1.4
2010,"633","Cobb County","2056","North Cobb High School","Associates",2.3
2010,"633","Cobb County","2056","North Cobb High School","Other Credential",0.7
2010,"633","Cobb County","4066","Pebblebrook High School","No Postsecondary Credential/Not Enrolled",73.8
2010,"633","Cobb County","4066","Pebblebrook High School","Other Credential",0.3
2010,"633","Cobb County","4066","Pebblebrook High School","Bachelors",16.2
2010,"633","Cobb County","4066","Pebblebrook High School","Associates",3.6
2010,"633","Cobb County","4066","Pebblebrook High School","No Postsecondary Credential/Enrolled",5
2010,"633","Cobb County","4066","Pebblebrook High School","Masters or Higher",0.3
2010,"633","Cobb County","4066","Pebblebrook High School","Certificate",0.7
2010,"634","Coffee County","0195","Coffee County High School","Bachelors",16.2
2010,"634","Coffee County","0195","Coffee County High School","No Postsecondary Credential/Not Enrolled",56.4
2010,"634","Coffee County","0195","Coffee County High School","Other Credential",0.3
2010,"634","Coffee County","0195","Coffee County High School","Associates",15.9
2010,"634","Coffee County","0195","Coffee County High School","Certificate",5
2010,"634","Coffee County","0195","Coffee County High School","No Postsecondary Credential/Enrolled",3.9
2010,"634","Coffee County","0195","Coffee County High School","Masters or Higher",2.2
2010,"636","Columbia County","0197","Greenbrier High School","Other Credential",0.2
2010,"636","Columbia County","0197","Greenbrier High School","Associates",7.3
2010,"636","Columbia County","0197","Greenbrier High School","Certificate",0.7
2010,"636","Columbia County","0197","Greenbrier High School","No Postsecondary Credential/Enrolled",4.4
2010,"636","Columbia County","0197","Greenbrier High School","Bachelors",39.4
2010,"636","Columbia County","0197","Greenbrier High School","Masters or Higher",5.5
2010,"636","Columbia County","0197","Greenbrier High School","No Postsecondary Credential/Not Enrolled",42.4
2010,"636","Columbia County","ALL","All Columbia County High Schools","Masters or Higher",4.8
2010,"636","Columbia County","ALL","All Columbia County High Schools","Other Credential",0.4
2010,"636","Columbia County","ALL","All Columbia County High Schools","No Postsecondary Credential/Enrolled",4.1
2010,"636","Columbia County","ALL","All Columbia County High Schools","Bachelors",33.9
2010,"636","Columbia County","ALL","All Columbia County High Schools","Associates",7.9
2010,"636","Columbia County","ALL","All Columbia County High Schools","Certificate",1.4
2010,"636","Columbia County","ALL","All Columbia County High Schools","No Postsecondary Credential/Not Enrolled",47.4
2010,"638","Coweta County","0389","East Coweta High School","No Postsecondary Credential/Not Enrolled",58.7
2010,"638","Coweta County","0389","East Coweta High School","No Postsecondary Credential/Enrolled",5.4
2010,"638","Coweta County","0389","East Coweta High School","Bachelors",23.1
2010,"638","Coweta County","0389","East Coweta High School","Associates",6.4
2010,"638","Coweta County","0389","East Coweta High School","Masters or Higher",1.7
2010,"638","Coweta County","0389","East Coweta High School","Other Credential",0.8
2010,"638","Coweta County","0389","East Coweta High School","Certificate",3.9
2010,"638","Coweta County","ALL","All Coweta County High Schools","Associates",5.1
2010,"638","Coweta County","ALL","All Coweta County High Schools","No Postsecondary Credential/Enrolled",5.2
2010,"638","Coweta County","ALL","All Coweta County High Schools","Other Credential",0.6
2010,"638","Coweta County","ALL","All Coweta County High Schools","Masters or Higher",2.5
2010,"638","Coweta County","ALL","All Coweta County High Schools","Bachelors",26.9
2010,"638","Coweta County","ALL","All Coweta County High Schools","Certificate",3.6
2010,"638","Coweta County","ALL","All Coweta County High Schools","No Postsecondary Credential/Not Enrolled",56.2
2010,"639","Crawford County","0193","Crawford County High School","Bachelors",14.5
2010,"639","Crawford County","0193","Crawford County High School","No Postsecondary Credential/Enrolled",10.5
2010,"639","Crawford County","0193","Crawford County High School","Other Credential",1.3
2010,"639","Crawford County","0193","Crawford County High School","No Postsecondary Credential/Not Enrolled",48.7
2010,"639","Crawford County","0193","Crawford County High School","Associates",18.4
2010,"639","Crawford County","0193","Crawford County High School","Masters or Higher",1.3
2010,"639","Crawford County","0193","Crawford County High School","Certificate",5.3
2010,"644","DeKalb County","0276","Stone Mountain High School","Certificate",2.3
2010,"644","DeKalb County","0276","Stone Mountain High School","No Postsecondary Credential/Not Enrolled",64.9
2010,"644","DeKalb County","0276","Stone Mountain High School","No Postsecondary Credential/Enrolled",3.4
2010,"644","DeKalb County","0276","Stone Mountain High School","Bachelors",17.4
2010,"644","DeKalb County","0276","Stone Mountain High School","Masters or Higher",2.6
2010,"644","DeKalb County","0276","Stone Mountain High School","Associates",8.7
2010,"644","DeKalb County","0276","Stone Mountain High School","Other Credential",0.8
2010,"644","DeKalb County","0497","Stephenson High School","No Postsecondary Credential/Enrolled",6.7
2010,"644","DeKalb County","0497","Stephenson High School","No Postsecondary Credential/Not Enrolled",60.6
2010,"644","DeKalb County","0497","Stephenson High School","Certificate",0.5
2010,"644","DeKalb County","0497","Stephenson High School","Other Credential",0.8
2010,"644","DeKalb County","0497","Stephenson High School","Bachelors",24.7
2010,"644","DeKalb County","0497","Stephenson High School","Associates",4.3
2010,"644","DeKalb County","0497","Stephenson High School","Masters or Higher",2.4
2010,"644","DeKalb County","4069","Towers High School","Bachelors",11
2010,"644","DeKalb County","4069","Towers High School","No Postsecondary Credential/Not Enrolled",80.5
2010,"644","DeKalb County","4069","Towers High School","No Postsecondary Credential/Enrolled",3
2010,"644","DeKalb County","4069","Towers High School","Certificate",2.4
2010,"644","DeKalb County","4069","Towers High School","Associates",1.8
2010,"644","DeKalb County","4069","Towers High School","Masters or Higher",1.2
2010,"644","DeKalb County","5052","Chamblee Charter High School","Bachelors",45.3
2010,"644","DeKalb County","5052","Chamblee Charter High School","No Postsecondary Credential/Enrolled",6.6
2010,"644","DeKalb County","5052","Chamblee Charter High School","Other Credential",1.2
2010,"644","DeKalb County","5052","Chamblee Charter High School","Certificate",0.9
2010,"644","DeKalb County","5052","Chamblee Charter High School","Associates",3.9
2010,"644","DeKalb County","5052","Chamblee Charter High School","No Postsecondary Credential/Not Enrolled",38.4
2010,"644","DeKalb County","5052","Chamblee Charter High School","Masters or Higher",3.6
2010,"644","DeKalb County","5055","Dunwoody High School","Certificate",0.3
2010,"644","DeKalb County","5055","Dunwoody High School","No Postsecondary Credential/Not Enrolled",46
2010,"644","DeKalb County","5055","Dunwoody High School","No Postsecondary Credential/Enrolled",7.4
2010,"644","DeKalb County","5055","Dunwoody High School","Bachelors",40.8
2010,"644","DeKalb County","5055","Dunwoody High School","Other Credential",0.3
2010,"644","DeKalb County","5055","Dunwoody High School","Associates",3.9
2010,"644","DeKalb County","5055","Dunwoody High School","Masters or Higher",1.3
2010,"646","Dooly County","0182","Dooly County High School","Bachelors",14.3
2010,"646","Dooly County","0182","Dooly County High School","Certificate",12.9
2010,"646","Dooly County","0182","Dooly County High School","Masters or Higher",5.7
2010,"646","Dooly County","0182","Dooly County High School","Associates",12.9
2010,"646","Dooly County","0182","Dooly County High School","No Postsecondary Credential/Enrolled",1.4
2010,"646","Dooly County","0182","Dooly County High School","No Postsecondary Credential/Not Enrolled",52.9
2010,"647","Dougherty County","4062","Westover High School","No Postsecondary Credential/Not Enrolled",52
2010,"647","Dougherty County","4062","Westover High School","Masters or Higher",4
2010,"647","Dougherty County","4062","Westover High School","Bachelors",21.6
2010,"647","Dougherty County","4062","Westover High School","Certificate",2.4
2010,"647","Dougherty County","4062","Westover High School","No Postsecondary Credential/Enrolled",6
2010,"647","Dougherty County","4062","Westover High School","Associates",14
2010,"648","Douglas County","4050","Douglas County High School","No Postsecondary Credential/Not Enrolled",65.3
2010,"648","Douglas County","4050","Douglas County High School","Masters or Higher",3.3
2010,"648","Douglas County","4050","Douglas County High School","Other Credential",0.8
2010,"648","Douglas County","4050","Douglas County High School","Bachelors",20.6
2010,"648","Douglas County","4050","Douglas County High School","Associates",3.3
2010,"648","Douglas County","4050","Douglas County High School","No Postsecondary Credential/Enrolled",3.9
2010,"648","Douglas County","4050","Douglas County High School","Certificate",2.8
2010,"650","Echols County","1050","Echols County High School","Certificate",2.1
2010,"650","Echols County","1050","Echols County High School","Associates",18.8
2010,"636","Columbia County","0112","Grovetown High School","No Postsecondary Credential/Enrolled",4.4
2010,"636","Columbia County","0183","Harlem High School","Masters or Higher",3.1
2010,"636","Columbia County","0183","Harlem High School","Certificate",1.6
2010,"636","Columbia County","0183","Harlem High School","Other Credential",1.6
2010,"636","Columbia County","0183","Harlem High School","No Postsecondary Credential/Not Enrolled",61.7
2010,"636","Columbia County","0183","Harlem High School","Bachelors",18.8
2010,"636","Columbia County","0183","Harlem High School","No Postsecondary Credential/Enrolled",4.7
2010,"636","Columbia County","0183","Harlem High School","Associates",8.6
2010,"638","Coweta County","0196","Northgate High School","No Postsecondary Credential/Enrolled",4.6
2010,"638","Coweta County","0196","Northgate High School","No Postsecondary Credential/Not Enrolled",46.5
2010,"638","Coweta County","0196","Northgate High School","Associates",5.1
2010,"638","Coweta County","0196","Northgate High School","Masters or Higher",4.3
2010,"638","Coweta County","0196","Northgate High School","Other Credential",0.3
2010,"638","Coweta County","0196","Northgate High School","Certificate",1.6
2010,"638","Coweta County","0196","Northgate High School","Bachelors",37.6
2010,"638","Coweta County","5054","Newnan High School","Associates",3.7
2010,"638","Coweta County","5054","Newnan High School","Other Credential",0.5
2010,"638","Coweta County","5054","Newnan High School","Bachelors",21.5
2010,"638","Coweta County","5054","Newnan High School","No Postsecondary Credential/Not Enrolled",62.1
2010,"638","Coweta County","5054","Newnan High School","Certificate",4.9
2010,"638","Coweta County","5054","Newnan High School","Masters or Higher",1.7
2010,"638","Coweta County","5054","Newnan High School","No Postsecondary Credential/Enrolled",5.6
2010,"640","Crisp County","0196","Crisp County High School","Associates",11.7
2010,"640","Crisp County","0196","Crisp County High School","Bachelors",9.7
2010,"640","Crisp County","0196","Crisp County High School","Certificate",8.3
2010,"640","Crisp County","0196","Crisp County High School","No Postsecondary Credential/Not Enrolled",64.6
2010,"640","Crisp County","0196","Crisp County High School","No Postsecondary Credential/Enrolled",3.4
2010,"640","Crisp County","0196","Crisp County High School","Masters or Higher",2.4
2010,"640","Crisp County","ALL","All Crisp County High Schools","Masters or Higher",2.4
2010,"640","Crisp County","ALL","All Crisp County High Schools","Certificate",8.3
2010,"640","Crisp County","ALL","All Crisp County High Schools","No Postsecondary Credential/Not Enrolled",64.6
2010,"640","Crisp County","ALL","All Crisp County High Schools","Bachelors",9.7
2010,"640","Crisp County","ALL","All Crisp County High Schools","Associates",11.7
2010,"640","Crisp County","ALL","All Crisp County High Schools","No Postsecondary Credential/Enrolled",3.4
2010,"644","DeKalb County","0105","Miller Grove High School","No Postsecondary Credential/Enrolled",6.4
2010,"644","DeKalb County","0105","Miller Grove High School","No Postsecondary Credential/Not Enrolled",65.8
2010,"644","DeKalb County","0105","Miller Grove High School","Certificate",2
2010,"644","DeKalb County","0105","Miller Grove High School","Other Credential",0.7
2010,"644","DeKalb County","0105","Miller Grove High School","Associates",2.7
2010,"644","DeKalb County","0105","Miller Grove High School","Masters or Higher",3.7
2010,"644","DeKalb County","0105","Miller Grove High School","Bachelors",18.8
2010,"644","DeKalb County","1051","Avondale High School","Bachelors",12.7
2010,"644","DeKalb County","1051","Avondale High School","No Postsecondary Credential/Enrolled",6.4
2010,"644","DeKalb County","1051","Avondale High School","No Postsecondary Credential/Not Enrolled",66.4
2010,"644","DeKalb County","1051","Avondale High School","Masters or Higher",0.9
2010,"644","DeKalb County","1051","Avondale High School","Certificate",2.7
2010,"644","DeKalb County","1051","Avondale High School","Other Credential",5.5
2010,"644","DeKalb County","1051","Avondale High School","Associates",5.5
2010,"644","DeKalb County","3060","Lakeside High School","No Postsecondary Credential/Enrolled",4.1
2010,"644","DeKalb County","3060","Lakeside High School","Associates",1.1
2010,"644","DeKalb County","3060","Lakeside High School","Masters or Higher",6.3
2010,"644","DeKalb County","3060","Lakeside High School","Certificate",0.4
2010,"644","DeKalb County","3060","Lakeside High School","Other Credential",2.6
2010,"644","DeKalb County","3060","Lakeside High School","Bachelors",47.8
2010,"644","DeKalb County","3060","Lakeside High School","No Postsecondary Credential/Not Enrolled",37.7
2010,"644","DeKalb County","3070","McNair High School","Associates",5.7
2010,"644","DeKalb County","3070","McNair High School","No Postsecondary Credential/Not Enrolled",75.3
2010,"644","DeKalb County","3070","McNair High School","Other Credential",2.9
2010,"644","DeKalb County","3070","McNair High School","No Postsecondary Credential/Enrolled",2.3
2010,"644","DeKalb County","3070","McNair High School","Masters or Higher",1.7
2010,"644","DeKalb County","3070","McNair High School","Bachelors",10.3
2010,"644","DeKalb County","3070","McNair High School","Certificate",1.7
2010,"647","Dougherty County","1058","Monroe High School","Bachelors",11.7
2010,"647","Dougherty County","1058","Monroe High School","Certificate",7.1
2010,"647","Dougherty County","1058","Monroe High School","No Postsecondary Credential/Not Enrolled",60.9
2010,"647","Dougherty County","1058","Monroe High School","Masters or Higher",0.5
2010,"647","Dougherty County","1058","Monroe High School","No Postsecondary Credential/Enrolled",6.1
2010,"647","Dougherty County","1058","Monroe High School","Associates",13.7
2010,"647","Dougherty County","2052","Dougherty Comprehensive High School","Associates",15.6
2010,"647","Dougherty County","2052","Dougherty Comprehensive High School","Bachelors",10
2010,"647","Dougherty County","2052","Dougherty Comprehensive High School","Masters or Higher",0.6
2010,"647","Dougherty County","2052","Dougherty Comprehensive High School","No Postsecondary Credential/Enrolled",7.5
2010,"647","Dougherty County","2052","Dougherty Comprehensive High School","Certificate",5.6
2010,"647","Dougherty County","2052","Dougherty Comprehensive High School","No Postsecondary Credential/Not Enrolled",60.6
2010,"648","Douglas County","ALL","All Douglas County High Schools","Other Credential",0.4
2010,"648","Douglas County","ALL","All Douglas County High Schools","No Postsecondary Credential/Not Enrolled",64.8
2010,"648","Douglas County","ALL","All Douglas County High Schools","No Postsecondary Credential/Enrolled",3.7
2010,"648","Douglas County","ALL","All Douglas County High Schools","Bachelors",20.9
2010,"648","Douglas County","ALL","All Douglas County High Schools","Associates",4.5
2010,"648","Douglas County","ALL","All Douglas County High Schools","Certificate",3.3
2010,"648","Douglas County","ALL","All Douglas County High Schools","Masters or Higher",2.3
2010,"649","Early County","2050","Early County High School","Masters or Higher",1.5
2010,"649","Early County","2050","Early County High School","Bachelors",11.2
2010,"649","Early County","2050","Early County High School","No Postsecondary Credential/Not Enrolled",73.1
2010,"649","Early County","2050","Early County High School","Certificate",6
2010,"649","Early County","2050","Early County High School","No Postsecondary Credential/Enrolled",1.5
2010,"649","Early County","2050","Early County High School","Other Credential",0.7
2010,"649","Early County","2050","Early County High School","Associates",6
2010,"652","Elbert County","0176","Elbert County High School","Masters or Higher",3.1
2010,"652","Elbert County","0176","Elbert County High School","Associates",10.9
2010,"652","Elbert County","0176","Elbert County High School","No Postsecondary Credential/Enrolled",3.1
2010,"652","Elbert County","0176","Elbert County High School","No Postsecondary Credential/Not Enrolled",63
2010,"652","Elbert County","0176","Elbert County High School","Certificate",4.2
2010,"652","Elbert County","0176","Elbert County High School","Bachelors",15.6
2010,"655","Fannin County","ALL","All Fannin County High Schools","Bachelors",26.7
2010,"655","Fannin County","ALL","All Fannin County High Schools","No Postsecondary Credential/Enrolled",3.7
2010,"655","Fannin County","ALL","All Fannin County High Schools","Other Credential",0.5
2010,"655","Fannin County","ALL","All Fannin County High Schools","Masters or Higher",1.6
2010,"655","Fannin County","ALL","All Fannin County High Schools","Associates",9.1
2010,"655","Fannin County","ALL","All Fannin County High Schools","Certificate",5.3
2010,"655","Fannin County","ALL","All Fannin County High Schools","No Postsecondary Credential/Not Enrolled",52.9
2010,"656","Fayette County","0198","Starrs Mill High School","No Postsecondary Credential/Enrolled",4.2
2010,"656","Fayette County","0198","Starrs Mill High School","Associates",2
2010,"656","Fayette County","0198","Starrs Mill High School","Bachelors",52.4
2010,"656","Fayette County","0198","Starrs Mill High School","Other Credential",1.1
2010,"656","Fayette County","0198","Starrs Mill High School","No Postsecondary Credential/Not Enrolled",35.4
2010,"656","Fayette County","0198","Starrs Mill High School","Masters or Higher",4
2010,"656","Fayette County","0198","Starrs Mill High School","Certificate",0.8
2010,"656","Fayette County","0398","Fayette County High School","No Postsecondary Credential/Not Enrolled",50.3
2010,"656","Fayette County","0398","Fayette County High School","Bachelors",32
2010,"656","Fayette County","0398","Fayette County High School","Certificate",1
2010,"656","Fayette County","0398","Fayette County High School","Masters or Higher",3.3
2010,"656","Fayette County","0398","Fayette County High School","No Postsecondary Credential/Enrolled",7.2
2010,"656","Fayette County","0398","Fayette County High School","Other Credential",0.3
2010,"656","Fayette County","0398","Fayette County High School","Associates",5.9
2010,"657","Floyd County","ALL","All Floyd County High Schools","Masters or Higher",1.6
2010,"657","Floyd County","ALL","All Floyd County High Schools","Associates",10
2010,"657","Floyd County","ALL","All Floyd County High Schools","No Postsecondary Credential/Enrolled",4.6
2010,"657","Floyd County","ALL","All Floyd County High Schools","Certificate",4.3
2010,"657","Floyd County","ALL","All Floyd County High Schools","Other Credential",2
2010,"657","Floyd County","ALL","All Floyd County High Schools","No Postsecondary Credential/Not Enrolled",63.5
2010,"657","Floyd County","ALL","All Floyd County High Schools","Bachelors",14.1
2010,"658","Forsyth County","0107","West Forsyth High School","No Postsecondary Credential/Not Enrolled",42.7
2010,"658","Forsyth County","0107","West Forsyth High School","Associates",6.6
2010,"658","Forsyth County","0107","West Forsyth High School","Masters or Higher",5.3
2010,"658","Forsyth County","0107","West Forsyth High School","Other Credential",0.5
2010,"658","Forsyth County","0107","West Forsyth High School","Certificate",1
2010,"658","Forsyth County","0107","West Forsyth High School","No Postsecondary Credential/Enrolled",4.5
2010,"658","Forsyth County","0107","West Forsyth High School","Bachelors",39.4
2010,"658","Forsyth County","0195","North Forsyth High School","Masters or Higher",2.6
2010,"658","Forsyth County","0195","North Forsyth High School","Certificate",3.1
2010,"658","Forsyth County","0195","North Forsyth High School","Other Credential",0.5
2010,"658","Forsyth County","0195","North Forsyth High School","Bachelors",30.9
2010,"658","Forsyth County","0195","North Forsyth High School","Associates",9.6
2010,"658","Forsyth County","0195","North Forsyth High School","No Postsecondary Credential/Enrolled",5.5
2010,"658","Forsyth County","0195","North Forsyth High School","No Postsecondary Credential/Not Enrolled",47.8
2010,"658","Forsyth County","0218","Forsyth Academy","Other Credential",2.8
2010,"658","Forsyth County","0218","Forsyth Academy","No Postsecondary Credential/Enrolled",4.2
2010,"658","Forsyth County","0218","Forsyth Academy","No Postsecondary Credential/Not Enrolled",84.7
2010,"658","Forsyth County","0218","Forsyth Academy","Associates",4.2
2010,"658","Forsyth County","0218","Forsyth Academy","Bachelors",4.2
2010,"660","Fulton County","0205","Alpharetta High School","Bachelors",53.6
2010,"660","Fulton County","0205","Alpharetta High School","Other Credential",0.4
2010,"660","Fulton County","0205","Alpharetta High School","Certificate",0.2
2010,"660","Fulton County","0205","Alpharetta High School","No Postsecondary Credential/Not Enrolled",34.4
2010,"660","Fulton County","0205","Alpharetta High School","Masters or Higher",6.6
2010,"660","Fulton County","0205","Alpharetta High School","No Postsecondary Credential/Enrolled",2.6
2010,"660","Fulton County","0205","Alpharetta High School","Associates",2.1
2010,"660","Fulton County","0386","Independence High School","No Postsecondary Credential/Enrolled",6.5
2010,"660","Fulton County","0386","Independence High School","No Postsecondary Credential/Not Enrolled",77.3
2010,"660","Fulton County","0386","Independence High School","Other Credential",0.6
2010,"660","Fulton County","0386","Independence High School","Certificate",1.3
2010,"660","Fulton County","0386","Independence High School","Bachelors",7.8
2010,"660","Fulton County","0386","Independence High School","Masters or Higher",1.9
2010,"660","Fulton County","0386","Independence High School","Associates",4.5
2010,"660","Fulton County","3066","Riverwood International Charter School","Certificate",1.3
2010,"660","Fulton County","3066","Riverwood International Charter School","No Postsecondary Credential/Not Enrolled",39.2
2010,"660","Fulton County","3066","Riverwood International Charter School","No Postsecondary Credential/Enrolled",0.8
2010,"660","Fulton County","3066","Riverwood International Charter School","Masters or Higher",4.6
2010,"660","Fulton County","3066","Riverwood International Charter School","Bachelors",51.5
2010,"660","Fulton County","3066","Riverwood International Charter School","Associates",2.5
2010,"661","Gilmer County","ALL","All Gilmer County High Schools","No Postsecondary Credential/Not Enrolled",63.8
2010,"661","Gilmer County","ALL","All Gilmer County High Schools","Masters or Higher",3.4
2010,"661","Gilmer County","ALL","All Gilmer County High Schools","Other Credential",0.5
2010,"661","Gilmer County","ALL","All Gilmer County High Schools","No Postsecondary Credential/Enrolled",5.3
2010,"661","Gilmer County","ALL","All Gilmer County High Schools","Associates",5.8
2010,"661","Gilmer County","ALL","All Gilmer County High Schools","Bachelors",20.8
2010,"661","Gilmer County","ALL","All Gilmer County High Schools","Certificate",0.5
2010,"662","Glascock County","0196","Glascock County Middle/High School","Associates",22.6
2010,"662","Glascock County","0196","Glascock County Middle/High School","No Postsecondary Credential/Enrolled",3.2
2010,"662","Glascock County","0196","Glascock County Middle/High School","No Postsecondary Credential/Not Enrolled",58.1
2010,"662","Glascock County","0196","Glascock County Middle/High School","Bachelors",9.7
2010,"662","Glascock County","0196","Glascock County Middle/High School","Certificate",6.5
2010,"663","Glynn County","4752","Glynn Academy","Other Credential",0.3
2010,"663","Glynn County","4752","Glynn Academy","Associates",4.4
2010,"663","Glynn County","4752","Glynn Academy","No Postsecondary Credential/Enrolled",5.2
2010,"663","Glynn County","4752","Glynn Academy","Certificate",2
2010,"663","Glynn County","4752","Glynn Academy","Bachelors",32.4
2010,"663","Glynn County","4752","Glynn Academy","Masters or Higher",2.6
2010,"663","Glynn County","4752","Glynn Academy","No Postsecondary Credential/Not Enrolled",53.1
2010,"663","Glynn County","ALL","All Glynn County High Schools","Other Credential",0.2
2010,"706","Muscogee County","5062","Jordan Vocational High School","Associates",4
