"GRADUATION_YEAR","SCHOOL_DISTRCT_CD","DISTRICT","INSTN_NUMBER","SCHOOL_NAME","COLLEGE","OUT_OF_STATE_ENR_RANK"
2009,"613","Brantley County","1050","Brantley County High School","Academy Of Art University",1
2009,"613","Brantley County","1050","Brantley County High School","Belhaven University",1
2009,"613","Brantley County","1050","Brantley County High School","Redlands Community College",1
2009,"613","Brantley County","1050","Brantley County High School","University Of Phoenix",1
2009,"613","Brantley County","ALL","All Brantley County High Schools","Academy Of Art University",1
2009,"613","Brantley County","ALL","All Brantley County High Schools","Belhaven University",1
2009,"613","Brantley County","ALL","All Brantley County High Schools","Redlands Community College",1
2009,"613","Brantley County","ALL","All Brantley County High Schools","University Of Phoenix",1
2009,"614","Brooks County","2050","Brooks County High School","Hillsborough Community College",1
2009,"614","Brooks County","2050","Brooks County High School","Reedley College",2
2009,"614","Brooks County","2050","Brooks County High School","University Of Arkansas At Pine Bluff",2
2009,"614","Brooks County","ALL","All Brooks County High Schools","Hillsborough Community College",1
2009,"614","Brooks County","ALL","All Brooks County High Schools","Reedley College",2
2009,"614","Brooks County","ALL","All Brooks County High Schools","University Of Arkansas At Pine Bluff",2
2009,"615","Bryan County","0182","Richmond Hill High School","Francis Marion University",2
2009,"615","Bryan County","0182","Richmond Hill High School","Northwestern University",2
2009,"615","Bryan County","0182","Richmond Hill High School","Strayer University-Washington",2
2009,"615","Bryan County","0182","Richmond Hill High School","University Of Akron",2
2009,"615","Bryan County","0182","Richmond Hill High School","University Of South Carolina @ Beaufort",1
2009,"615","Bryan County","0502","Bryan County High School","Front Range Community College",2
2009,"615","Bryan County","0502","Bryan County High School","University Of Phoenix",1
2009,"615","Bryan County","ALL","All Bryan County High Schools","Central Texas College-Traditional",3
2009,"615","Bryan County","ALL","All Bryan County High Schools","Strayer University-Washington",3
2009,"615","Bryan County","ALL","All Bryan County High Schools","University Of Phoenix",1
2009,"615","Bryan County","ALL","All Bryan County High Schools","University Of South Carolina",3
2009,"615","Bryan County","ALL","All Bryan County High Schools","University Of South Carolina @ Beaufort",2
2009,"616","Bulloch County","0203","Southeast Bulloch High School","Asbury University",2
2009,"616","Bulloch County","0203","Southeast Bulloch High School","Cochise College",2
2009,"616","Bulloch County","0203","Southeast Bulloch High School","University Of South Carolina @ Salkehat",1
2009,"616","Bulloch County","2054","Statesboro High School","Bethune-Cookman University",1
2009,"616","Bulloch County","2054","Statesboro High School","Brigham Young University",1
2009,"616","Bulloch County","2054","Statesboro High School","Charleston Southern University",3
2009,"616","Bulloch County","2054","Statesboro High School","University Of Central Florida",3
2009,"616","Bulloch County","2054","Statesboro High School","University Of The Cumberlands",3
2009,"616","Bulloch County","4052","Portal Middle/High School","Auburn University",1
2009,"616","Bulloch County","4052","Portal Middle/High School","University Of New Mexico",1
2009,"616","Bulloch County","4052","Portal Middle/High School","University Of South Carolina",1
2009,"616","Bulloch County","ALL","All Bulloch County High Schools","Auburn University",1
2009,"616","Bulloch County","ALL","All Bulloch County High Schools","Bethune-Cookman University",1
2009,"616","Bulloch County","ALL","All Bulloch County High Schools","Brigham Young University",1
2009,"616","Bulloch County","ALL","All Bulloch County High Schools","Cochise College",5
2009,"616","Bulloch County","ALL","All Bulloch County High Schools","University Of South Carolina @ Salkehat",1
2009,"617","Burke County","0288","Burke County High School","Aiken Technical College",2
2009,"617","Burke County","0288","Burke County High School","Northern Kentucky University",2
2009,"617","Burke County","0288","Burke County High School","Tuskegee University",2
2009,"617","Burke County","0288","Burke County High School","University Of Phoenix",1
2009,"617","Burke County","0288","Burke County High School","Wofford College",2
2009,"617","Burke County","ALL","All Burke County High Schools","Aiken Technical College",2
2009,"617","Burke County","ALL","All Burke County High Schools","Northern Kentucky University",2
2009,"617","Burke County","ALL","All Burke County High Schools","Tuskegee University",2
2009,"617","Burke County","ALL","All Burke County High Schools","University Of Phoenix",1
2009,"617","Burke County","ALL","All Burke County High Schools","Wofford College",2
2009,"618","Butts County","0190","Jackson High School","Elon University",2
2009,"618","Butts County","0190","Jackson High School","Lincoln College Of Technology",2
2009,"618","Butts County","0190","Jackson High School","Miles College",1
2009,"618","Butts County","0190","Jackson High School","Troy University",2
2009,"618","Butts County","ALL","All Butts County High Schools","Elon University",2
2009,"618","Butts County","ALL","All Butts County High Schools","Lincoln College Of Technology",2
2009,"618","Butts County","ALL","All Butts County High Schools","Miles College",1
2009,"618","Butts County","ALL","All Butts County High Schools","Troy University",2
2009,"619","Calhoun County","4050","Calhoun County Middle/High School","Grand Canyon University",1
2009,"619","Calhoun County","4050","Calhoun County Middle/High School","University Of Minnesota - Crookston",2
2009,"619","Calhoun County","4050","Calhoun County Middle/High School","University Of Phoenix",2
2009,"619","Calhoun County","ALL","All Calhoun County High Schools","Grand Canyon University",1
2009,"619","Calhoun County","ALL","All Calhoun County High Schools","University Of Minnesota - Crookston",2
2009,"619","Calhoun County","ALL","All Calhoun County High Schools","University Of Phoenix",2
2009,"620","Camden County","0295","Camden County High School","Florida State College At Jacksonville",1
2009,"620","Camden County","0295","Camden County High School","Jacksonville University",2
2009,"620","Camden County","0295","Camden County High School","Lenoir-Rhyne University",2
2009,"620","Camden County","0295","Camden County High School","Massachusetts Maritime Academy",5
2009,"620","Camden County","0295","Camden County High School","University Of Pikeville",2
2009,"620","Camden County","ALL","All Camden County High Schools","Florida State College At Jacksonville",1
2009,"620","Camden County","ALL","All Camden County High Schools","Jacksonville University",2
2009,"620","Camden County","ALL","All Camden County High Schools","Lenoir-Rhyne University",2
2009,"620","Camden County","ALL","All Camden County High Schools","Massachusetts Maritime Academy",5
2009,"620","Camden County","ALL","All Camden County High Schools","University Of Pikeville",2
2009,"621","Candler County","0101","Metter High School","Harvard - Kennedy School Of Government",1
2009,"621","Candler County","0101","Metter High School","Jackson State University",1
2009,"621","Candler County","0101","Metter High School","Ohio University",1
2009,"621","Candler County","0101","Metter High School","The University Of The South",1
2009,"621","Candler County","ALL","All Candler County High Schools","Harvard - Kennedy School Of Government",1
2009,"621","Candler County","ALL","All Candler County High Schools","Jackson State University",1
2009,"621","Candler County","ALL","All Candler County High Schools","Ohio University",1
2009,"621","Candler County","ALL","All Candler County High Schools","The University Of The South",1
2009,"622","Carroll County","0189","Temple High School","Bemidji State University",2
2009,"622","Carroll County","0189","Temple High School","California State University - Bakersfie",2
2009,"622","Carroll County","0189","Temple High School","Jacksonville State University",1
2009,"622","Carroll County","0189","Temple High School","University Of New Mexico",2
2009,"622","Carroll County","0308","Mt. Zion High School","Itt Technical Institute",1
2009,"622","Carroll County","0308","Mt. Zion High School","Mcmurry University",1
2009,"622","Carroll County","0308","Mt. Zion High School","University Of Southern Mississippi",1
2009,"622","Carroll County","2052","Central High School","Cochise College",2
2009,"622","Carroll County","2052","Central High School","Cuny Bernard M. Baruch College",2
2009,"622","Carroll County","2052","Central High School","East Tennessee State University",2
2009,"622","Carroll County","2052","Central High School","Jacksonville State University",1
2009,"622","Carroll County","2052","Central High School","Somerset Community College  (Kctcs)",2
2009,"622","Carroll County","3050","Bowdon High School","Auburn University",3
2009,"622","Carroll County","3050","Bowdon High School","Devry University - Columbus",3
2009,"622","Carroll County","3050","Bowdon High School","Jacksonville State University",1
2009,"622","Carroll County","3050","Bowdon High School","Motlow State Community College",3
2009,"622","Carroll County","3050","Bowdon High School","Southern Union State Community College",1
2009,"622","Carroll County","5054","Villa Rica High School","Alabama State University",3
2009,"622","Carroll County","5054","Villa Rica High School","Benedict College",1
2009,"622","Carroll County","5054","Villa Rica High School","Grand Valley State University",5
2009,"622","Carroll County","5054","Villa Rica High School","Jacksonville State University",1
2009,"622","Carroll County","5054","Villa Rica High School","Middle Tennessee State University",3
2009,"622","Carroll County","ALL","All Carroll County High Schools","Benedict College",2
2009,"622","Carroll County","ALL","All Carroll County High Schools","Jacksonville State University",1
2009,"622","Carroll County","ALL","All Carroll County High Schools","Middle Tennessee State University",4
2009,"622","Carroll County","ALL","All Carroll County High Schools","Southern Union State Community College",2
2009,"622","Carroll County","ALL","All Carroll County High Schools","Strayer University-Washington",4
2009,"623","Catoosa County","0109","Heritage High School","Anderson University",5
2009,"623","Catoosa County","0109","Heritage High School","Chattanooga State Community College",2
2009,"623","Catoosa County","0109","Heritage High School","University Of Phoenix",3
2009,"623","Catoosa County","0109","Heritage High School","University Of Tennessee",3
2009,"623","Catoosa County","0109","Heritage High School","University Of Tennessee Chattanooga",1
2009,"623","Catoosa County","1052","Lakeview-Fort Oglethorpe High School","Chattanooga State Community College",1
2009,"623","Catoosa County","1052","Lakeview-Fort Oglethorpe High School","Cleveland State Community College",3
2009,"623","Catoosa County","1052","Lakeview-Fort Oglethorpe High School","University Of Phoenix",3
2009,"623","Catoosa County","1052","Lakeview-Fort Oglethorpe High School","University Of Tennessee",5
2009,"623","Catoosa County","1052","Lakeview-Fort Oglethorpe High School","University Of Tennessee Chattanooga",2
2009,"623","Catoosa County","4052","Ringgold High School","Carson-Newman Univ Masters",3
2009,"623","Catoosa County","4052","Ringgold High School","Chattanooga State Community College",1
2009,"623","Catoosa County","4052","Ringgold High School","Itt Technical Institute",2
2009,"623","Catoosa County","4052","Ringgold High School","University Of Phoenix",3
2009,"623","Catoosa County","4052","Ringgold High School","University Of Tennessee",3
2009,"623","Catoosa County","ALL","All Catoosa County High Schools","Chattanooga State Community College",1
2009,"623","Catoosa County","ALL","All Catoosa County High Schools","University Of Alabama",5
2009,"623","Catoosa County","ALL","All Catoosa County High Schools","University Of Phoenix",3
2009,"623","Catoosa County","ALL","All Catoosa County High Schools","University Of Tennessee",4
2009,"623","Catoosa County","ALL","All Catoosa County High Schools","University Of Tennessee Chattanooga",2
2009,"624","Charlton County","0287","Charlton County High School","Navarro College",1
2009,"624","Charlton County","0287","Charlton County High School","Northern Michigan University",1
2009,"624","Charlton County","0287","Charlton County High School","The University Of Memphis",1
2009,"624","Charlton County","0287","Charlton County High School","Troy University",1
2009,"624","Charlton County","ALL","All Charlton County High Schools","Navarro College",1
2009,"624","Charlton County","ALL","All Charlton County High Schools","Northern Michigan University",1
2009,"624","Charlton County","ALL","All Charlton County High Schools","The University Of Memphis",1
2009,"624","Charlton County","ALL","All Charlton County High Schools","Troy University",1
2009,"625","Savannah-Chatham County","0101","Johnson High School","Ashford University",2
2009,"625","Savannah-Chatham County","0101","Johnson High School","Long Island University",2
2009,"625","Savannah-Chatham County","0101","Johnson High School","Shaw University",2
2009,"625","Savannah-Chatham County","0101","Johnson High School","Strayer University-Washington",2
2009,"625","Savannah-Chatham County","0101","Johnson High School","University Of Phoenix",1
2009,"625","Savannah-Chatham County","0399","Savannah High School","Hampton University",1
2009,"625","Savannah-Chatham County","0399","Savannah High School","Johnson & Wales University",1
2009,"625","Savannah-Chatham County","0399","Savannah High School","Thomas Nelson Community College",1
2009,"625","Savannah-Chatham County","0399","Savannah High School","University Of Phoenix",1
2009,"625","Savannah-Chatham County","0399","Savannah High School","University Of South Carolina @ Salkehat",1
2009,"625","Savannah-Chatham County","0499","Savannah Arts Academy","Appalachian State University",2
2009,"625","Savannah-Chatham County","0499","Savannah Arts Academy","College Of Charleston",1
2009,"625","Savannah-Chatham County","0499","Savannah Arts Academy","Florida State University",2
2009,"625","Savannah-Chatham County","0499","Savannah Arts Academy","Oklahoma City University",4
2009,"625","Savannah-Chatham County","0499","Savannah Arts Academy","University Of Florida",4
2009,"625","Savannah-Chatham County","2052","Beach High School","Northern Virginia Community College",4
2009,"625","Savannah-Chatham County","2052","Beach High School","Salem College-Undergrads",2
2009,"625","Savannah-Chatham County","2052","Beach High School","Union County College",4
2009,"625","Savannah-Chatham County","2052","Beach High School","University Of Phoenix",2
2009,"625","Savannah-Chatham County","2052","Beach High School","University Of South Carolina @ Beaufort",1
2009,"625","Savannah-Chatham County","3056","Groves High School","Bethune-Cookman University",1
2009,"625","Savannah-Chatham County","3056","Groves High School","South Carolina State University",2
2009,"625","Savannah-Chatham County","3056","Groves High School","Technical College Of The Lowcountry",2
2009,"625","Savannah-Chatham County","3056","Groves High School","University Of South Carolina @ Salkehat",2
2009,"625","Savannah-Chatham County","3056","Groves High School","Xavier University Of Louisiana",2
2009,"625","Savannah-Chatham County","5060","Jenkins High School","Bethune-Cookman University",1
2009,"625","Savannah-Chatham County","5060","Jenkins High School","Howard University",3
2009,"625","Savannah-Chatham County","5060","Jenkins High School","Johnson & Wales University",4
2009,"625","Savannah-Chatham County","5060","Jenkins High School","University Of Phoenix",2
2009,"625","Savannah-Chatham County","5060","Jenkins High School","University Of South Carolina @ Beaufort",4
2009,"625","Savannah-Chatham County","5070","Windsor Forest High School","Cochise College",2
2009,"625","Savannah-Chatham County","5070","Windsor Forest High School","Columbia College Adult8wk Undergrad",1
2009,"625","Savannah-Chatham County","5070","Windsor Forest High School","Devry University - Milwaukee",2
2009,"625","Savannah-Chatham County","5070","Windsor Forest High School","Johnson & Wales University",2
2009,"625","Savannah-Chatham County","5070","Windsor Forest High School","Utah State University",2
2009,"625","Savannah-Chatham County","ALL","All Savannah-Chatham County High Schools","Bethune-Cookman University",2
2009,"625","Savannah-Chatham County","ALL","All Savannah-Chatham County High Schools","Columbia College Adult8wk Undergrad",4
2009,"625","Savannah-Chatham County","ALL","All Savannah-Chatham County High Schools","Howard University",4
2009,"625","Savannah-Chatham County","ALL","All Savannah-Chatham County High Schools","University Of Phoenix",1
2009,"625","Savannah-Chatham County","ALL","All Savannah-Chatham County High Schools","University Of South Carolina @ Beaufort",3
2009,"626","Chattahoochee County","0206","Chattahoochee County High School","Independence Community College",1
2009,"626","Chattahoochee County","0206","Chattahoochee County High School","Lindenwood University",1
2009,"626","Chattahoochee County","0206","Chattahoochee County High School","Merced College",3
2009,"626","Chattahoochee County","0206","Chattahoochee County High School","Tyler Junior College",3
2009,"626","Chattahoochee County","0206","Chattahoochee County High School","University Of Phoenix",3
2009,"626","Chattahoochee County","ALL","All Chattahoochee County High Schools","Independence Community College",1
2009,"626","Chattahoochee County","ALL","All Chattahoochee County High Schools","Lindenwood University",1
2009,"626","Chattahoochee County","ALL","All Chattahoochee County High Schools","Merced College",3
2009,"626","Chattahoochee County","ALL","All Chattahoochee County High Schools","Tyler Junior College",3
2009,"626","Chattahoochee County","ALL","All Chattahoochee County High Schools","University Of Phoenix",3
2009,"627","Chattooga County","1050","Chattooga High School","Brookhaven College-Dallas Cc District",1
2009,"627","Chattooga County","1050","Chattooga High School","Itt Technical Institute",2
2009,"627","Chattooga County","1050","Chattooga High School","University Of Alabama",2
2009,"627","Chattooga County","1050","Chattooga High School","University Of Phoenix",2
2009,"627","Chattooga County","1050","Chattooga High School","University Of Tennessee Chattanooga",2
2009,"627","Chattooga County","ALL","All Chattooga County High Schools","Brookhaven College-Dallas Cc District",1
2009,"627","Chattooga County","ALL","All Chattooga County High Schools","Gadsden State Community College",2
2009,"627","Chattooga County","ALL","All Chattooga County High Schools","Itt Technical Institute",2
2009,"627","Chattooga County","ALL","All Chattooga County High Schools","University Of Alabama",2
2009,"627","Chattooga County","ALL","All Chattooga County High Schools","University Of Tennessee Chattanooga",2
2009,"628","Cherokee County","0106","Creekview High School","Auburn University",1
2009,"628","Cherokee County","0106","Creekview High School","Harding University",3
2009,"628","Cherokee County","0106","Creekview High School","Jacksonville State University",2
2009,"628","Cherokee County","0106","Creekview High School","New Jersey Institute Of Technology",3
2009,"628","Cherokee County","0106","Creekview High School","University Of North Carolina-Chapel Hil",3
2009,"628","Cherokee County","0176","Etowah High School","Auburn University",1
2009,"628","Cherokee County","0176","Etowah High School","Carson-Newman Univ Masters",3
2009,"628","Cherokee County","0176","Etowah High School","Miami University",3
2009,"628","Cherokee County","0176","Etowah High School","University Of Alabama",2
2009,"628","Cherokee County","0176","Etowah High School","University Of South Carolina",3
2009,"628","Cherokee County","0191","Sequoyah High School","Auburn University",1
2009,"628","Cherokee County","0191","Sequoyah High School","Florida State University",1
2009,"628","Cherokee County","0191","Sequoyah High School","Holy Cross College",4
2009,"628","Cherokee County","0191","Sequoyah High School","University Of Alabama",1
2009,"628","Cherokee County","0191","Sequoyah High School","University Of Houston",4
2009,"628","Cherokee County","0194","Polaris Evening School","North Carolina A&T State University",1
2009,"628","Cherokee County","0194","Polaris Evening School","University Of Phoenix",1
2009,"628","Cherokee County","0197","Woodstock High School","Auburn University",1
2009,"628","Cherokee County","0197","Woodstock High School","Liberty University",2
2009,"628","Cherokee County","0197","Woodstock High School","Mississippi State University",2
2009,"628","Cherokee County","0197","Woodstock High School","Troy University",2
2009,"628","Cherokee County","0197","Woodstock High School","University Of Tennessee",2
2009,"628","Cherokee County","5050","Cherokee High School","Clemson University",1
2009,"628","Cherokee County","5050","Cherokee High School","Eastern Kentucky University",1
2009,"628","Cherokee County","5050","Cherokee High School","National College",1
2009,"628","Cherokee County","5050","Cherokee High School","The Citadel Military College Of South C",1
2009,"628","Cherokee County","5050","Cherokee High School","Utah State University",1
2009,"628","Cherokee County","ALL","All Cherokee County High Schools","Auburn University",1
2009,"628","Cherokee County","ALL","All Cherokee County High Schools","Jacksonville State University",4
2009,"628","Cherokee County","ALL","All Cherokee County High Schools","Lee University",5
2009,"628","Cherokee County","ALL","All Cherokee County High Schools","Mississippi State University",3
2009,"628","Cherokee County","ALL","All Cherokee County High Schools","University Of Alabama",2
2009,"629","Clarke County","0102","Cedar Shoals High School","Alabama State University",1
2009,"629","Clarke County","0102","Cedar Shoals High School","Mississippi State University",1
2009,"629","Clarke County","0102","Cedar Shoals High School","North Carolina A&T State University",1
2009,"629","Clarke County","0102","Cedar Shoals High School","Presbyterian College",1
2009,"629","Clarke County","0102","Cedar Shoals High School","Warren Wilson College",5
2009,"629","Clarke County","0104","Classic City High School","College Of The Redwoods",1
2009,"629","Clarke County","0104","Classic City High School","Craven Community College",1
2009,"629","Clarke County","5556","Clarke Central High School","Fisk University",2
2009,"629","Clarke County","5556","Clarke Central High School","Tuskegee University",2
2009,"629","Clarke County","5556","Clarke Central High School","University Of Mississippi",2
2009,"629","Clarke County","5556","Clarke Central High School","University Of North Carolina-Chapel Hil",2
2009,"629","Clarke County","5556","Clarke Central High School","Warren Wilson College",1
2009,"629","Clarke County","ALL","All Clarke County High Schools","Alabama A & M University",3
2009,"629","Clarke County","ALL","All Clarke County High Schools","Mississippi State University",1
2009,"629","Clarke County","ALL","All Clarke County High Schools","North Carolina A&T State University",3
2009,"629","Clarke County","ALL","All Clarke County High Schools","Presbyterian College",3
2009,"629","Clarke County","ALL","All Clarke County High Schools","Warren Wilson College",1
2009,"631","Clayton County","0104","Mundy's Mill High School","Alabama State University",1
2009,"631","Clayton County","0104","Mundy's Mill High School","Cosumnes River College-Los Rios Cc Dist",5
2009,"631","Clayton County","0104","Mundy's Mill High School","Marion Military Institute",2
2009,"631","Clayton County","0104","Mundy's Mill High School","Tennessee State University",2
2009,"631","Clayton County","0104","Mundy's Mill High School","Tuskegee University",2
2009,"631","Clayton County","0190","Lovejoy High School","Florida A&M University",1
2009,"631","Clayton County","0190","Lovejoy High School","Howard University",2
2009,"631","Clayton County","0190","Lovejoy High School","St Johns River Community College",2
2009,"631","Clayton County","0190","Lovejoy High School","Suny Monroe Community College",2
2009,"631","Clayton County","0190","Lovejoy High School","Xavier University Of Louisiana",2
2009,"631","Clayton County","0290","Mount Zion High School","Alabama State University",1
2009,"631","Clayton County","0290","Mount Zion High School","Community College Of Philadelphia",3
2009,"631","Clayton County","0290","Mount Zion High School","Southern University And A&M College",3
2009,"631","Clayton County","0290","Mount Zion High School","Troy University",3
2009,"631","Clayton County","0290","Mount Zion High School","Tuskegee University",2
2009,"631","Clayton County","0377","Riverdale High School","Dean College",1
2009,"631","Clayton County","0377","Riverdale High School","Florida A&M University",2
2009,"631","Clayton County","0377","Riverdale High School","Howard University",2
2009,"631","Clayton County","0377","Riverdale High School","Mars Hill University",2
2009,"631","Clayton County","0377","Riverdale High School","Tennessee Technological University",2
2009,"631","Clayton County","1054","Forest Park High School","Ashford University",3
2009,"631","Clayton County","1054","Forest Park High School","Bates College",3
2009,"631","Clayton County","1054","Forest Park High School","Benedict College",1
2009,"631","Clayton County","1054","Forest Park High School","Bethune-Cookman University",2
2009,"631","Clayton County","1054","Forest Park High School","University Of Iowa",3
2009,"631","Clayton County","1056","Jonesboro High School","Bethune-Cookman University",1
2009,"631","Clayton County","1056","Jonesboro High School","Florida A&M University",1
2009,"631","Clayton County","1056","Jonesboro High School","Howard University",1
2009,"631","Clayton County","1056","Jonesboro High School","Navarro College",4
2009,"631","Clayton County","1056","Jonesboro High School","New Mexico Military Institute",4
2009,"631","Clayton County","2052","North Clayton High School","Alabama State University",1
2009,"631","Clayton County","2052","North Clayton High School","Alcorn State University",3
2009,"631","Clayton County","2052","North Clayton High School","Benedict College",2
2009,"631","Clayton County","2052","North Clayton High School","Bethune-Cookman University",4
2009,"631","Clayton County","2052","North Clayton High School","Jackson State University",4
2009,"631","Clayton County","4058","Morrow High School","Bethune-Cookman University",1
2009,"631","Clayton County","4058","Morrow High School","Howard University",3
2009,"631","Clayton County","4058","Morrow High School","Riverland Community College",3
2009,"631","Clayton County","4058","Morrow High School","Southeastern University",3
2009,"631","Clayton County","4058","Morrow High School","Tuskegee University",2
2009,"631","Clayton County","ALL","All Clayton County High Schools","Alabama State University",1
2009,"631","Clayton County","ALL","All Clayton County High Schools","Benedict College",3
2009,"631","Clayton County","ALL","All Clayton County High Schools","Bethune-Cookman University",2
2009,"631","Clayton County","ALL","All Clayton County High Schools","Florida A&M University",5
2009,"631","Clayton County","ALL","All Clayton County High Schools","Tuskegee University",4
2009,"632","Clinch County","1050","Clinch County High School","Barton Community College",1
2009,"632","Clinch County","1050","Clinch County High School","Mesabi Range College",1
2009,"632","Clinch County","1050","Clinch County High School","Mississippi Gulf Coast Community Col -",1
2009,"632","Clinch County","ALL","All Clinch County High Schools","Barton Community College",1
2009,"632","Clinch County","ALL","All Clinch County High Schools","Mesabi Range College",1
2009,"632","Clinch County","ALL","All Clinch County High Schools","Mississippi Gulf Coast Community Col -",1
2009,"633","Cobb County","0101","Kennesaw Mountain High School","Auburn University",2
2009,"633","Cobb County","0101","Kennesaw Mountain High School","Clemson University",2
2009,"633","Cobb County","0101","Kennesaw Mountain High School","Jacksonville State University",1
2009,"633","Cobb County","0101","Kennesaw Mountain High School","University Of Alabama",2
2009,"633","Cobb County","0101","Kennesaw Mountain High School","University Of Mississippi",2
2009,"633","Cobb County","0103","Kell High School","Auburn University",1
2009,"633","Cobb County","0103","Kell High School","Converse College",3
2009,"633","Cobb County","0103","Kell High School","Dickinson School Of Law",3
2009,"633","Cobb County","0103","Kell High School","Pratt Institute",3
2009,"633","Cobb County","0103","Kell High School","University Of Alabama",2
2009,"633","Cobb County","0175","Walton High School","Auburn University",2
2009,"633","Cobb County","0175","Walton High School","Clemson University",4
2009,"633","Cobb County","0175","Walton High School","University Of Alabama",3
2009,"633","Cobb County","0175","Walton High School","University Of Colorado Boulder",5
2009,"633","Cobb County","0175","Walton High School","University Of South Carolina",1
2009,"633","Cobb County","0186","Oakwood High School","City Of Chicago - Kennedy-King College",1
2009,"633","Cobb County","0186","Oakwood High School","City Of Chicago - Olive-Harvey College",1
2009,"633","Cobb County","0186","Oakwood High School","Folsom Lake College",1
2009,"633","Cobb County","0186","Oakwood High School","Orange Coast College",1
2009,"633","Cobb County","0186","Oakwood High School","University Of Phoenix",1
2009,"633","Cobb County","0188","Pope High School","Auburn University",1
2009,"633","Cobb County","0188","Pope High School","Brigham Young University",4
2009,"633","Cobb County","0188","Pope High School","Furman University",5
2009,"633","Cobb County","0188","Pope High School","University Of Alabama",2
2009,"633","Cobb County","0188","Pope High School","University Of South Carolina",3
2009,"633","Cobb County","0192","Harrison High School","Auburn University",2
2009,"633","Cobb County","0192","Harrison High School","Brigham Young University",3
2009,"633","Cobb County","0192","Harrison High School","Clemson University",3
2009,"633","Cobb County","0192","Harrison High School","Mississippi State University",3
2009,"633","Cobb County","0192","Harrison High School","University Of Alabama",1
2009,"633","Cobb County","0373","Sprayberry High School","Auburn University",1
2009,"633","Cobb County","0373","Sprayberry High School","Fisk University",2
2009,"633","Cobb County","0373","Sprayberry High School","Greenville Technical College",4
2009,"633","Cobb County","0373","Sprayberry High School","Howard University",4
2009,"633","Cobb County","0373","Sprayberry High School","Muskingum Univ - Map",2
2009,"633","Cobb County","0381","Lassiter High School","Auburn University",1
2009,"633","Cobb County","0381","Lassiter High School","Florida State University",3
2009,"633","Cobb County","0381","Lassiter High School","University Of Alabama",2
2009,"633","Cobb County","0381","Lassiter High School","University Of South Carolina",3
2009,"633","Cobb County","0381","Lassiter High School","University Of Tennessee",5
2009,"633","Cobb County","0707","Hillgrove High School","Arizona State University",3
2009,"633","Cobb County","0707","Hillgrove High School","Auburn University",1
2009,"633","Cobb County","0707","Hillgrove High School","Elon University",2
2009,"633","Cobb County","0707","Hillgrove High School","Harding University",3
2009,"633","Cobb County","0707","Hillgrove High School","Mississippi State University",3
2009,"633","Cobb County","1054","Campbell High School","Florida A&M University",2
2009,"633","Cobb County","1054","Campbell High School","Howard University",1
2009,"633","Cobb County","1054","Campbell High School","Loyola University In New Orleans",3
2009,"633","Cobb County","1054","Campbell High School","Northwestern University",3
2009,"633","Cobb County","1054","Campbell High School","Vanderbilt University",5
2009,"633","Cobb County","1064","McEachern High School","Auburn University",2
2009,"633","Cobb County","1064","McEachern High School","Community College Of Baltimore County",2
2009,"633","Cobb County","1064","McEachern High School","Furman University",2
2009,"633","Cobb County","1064","McEachern High School","Mississippi State University",1
2009,"633","Cobb County","1064","McEachern High School","West Virginia University",2
2009,"633","Cobb County","1069","Wheeler High School","Auburn University",2
2009,"633","Cobb County","1069","Wheeler High School","Daytona State College",3
2009,"633","Cobb County","1069","Wheeler High School","Louisiana State University - Ag",3
2009,"633","Cobb County","1069","Wheeler High School","Southern Union State Community College",1
2009,"633","Cobb County","1069","Wheeler High School","University Of Alabama",3
2009,"633","Cobb County","2056","North Cobb High School","Brigham Young University - Idaho Fall/W",3
2009,"633","Cobb County","2056","North Cobb High School","George Washington University",2
2009,"633","Cobb County","2056","North Cobb High School","Jacksonville State University",1
2009,"633","Cobb County","2056","North Cobb High School","Louisiana State University - Ag",3
2009,"633","Cobb County","2056","North Cobb High School","Tallahassee Community College",3
2009,"633","Cobb County","2066","Osborne High School","Benedict College",1
2009,"633","Cobb County","2066","Osborne High School","Bethune-Cookman University",1
2009,"633","Cobb County","2066","Osborne High School","Howard University",3
2009,"633","Cobb County","2066","Osborne High School","Mississippi State University",3
2009,"633","Cobb County","2066","Osborne High School","Tuskegee University",3
2009,"633","Cobb County","3056","South Cobb High School","Alabama A & M University",3
2009,"633","Cobb County","3056","South Cobb High School","Florida A&M University",1
2009,"633","Cobb County","3056","South Cobb High School","Louisiana Tech University",3
2009,"633","Cobb County","3056","South Cobb High School","Tuskegee University",1
2009,"633","Cobb County","3056","South Cobb High School","University Of Maryland - College Park",3
2009,"633","Cobb County","4066","Pebblebrook High School","Alabama State University",1
2009,"633","Cobb County","4066","Pebblebrook High School","Florida State University",3
2009,"633","Cobb County","4066","Pebblebrook High School","Miles College",3
2009,"633","Cobb County","4066","Pebblebrook High School","Point Park University",2
2009,"633","Cobb County","4066","Pebblebrook High School","Tuskegee University",3
2009,"633","Cobb County","ALL","All Cobb County High Schools","Auburn University",1
2009,"633","Cobb County","ALL","All Cobb County High Schools","Clemson University",4
2009,"633","Cobb County","ALL","All Cobb County High Schools","Florida State University",5
2009,"633","Cobb County","ALL","All Cobb County High Schools","University Of Alabama",2
2009,"633","Cobb County","ALL","All Cobb County High Schools","University Of South Carolina",3
2009,"634","Coffee County","0195","Coffee County High School","Jacksonville State University",1
2009,"634","Coffee County","0195","Coffee County High School","Tulane Grad School Of Pub Hlth & Tropica",1
