"GRADUATION_YEAR","SCHOOL_DISTRCT_CD","DISTRICT","INSTN_NUMBER","SCHOOL_NAME","COLLEGE","OUT_OF_STATE_ENR_RANK"
2009,"634","Coffee County","0195","Coffee County High School","University Of Phoenix",1
2009,"634","Coffee County","0195","Coffee County High School","University Of South Carolina",1
2009,"634","Coffee County","0195","Coffee County High School","Walters State Community College",1
2009,"634","Coffee County","ALL","All Coffee County High Schools","Coastal Carolina University",1
2009,"634","Coffee County","ALL","All Coffee County High Schools","Itt Technical Institute",1
2009,"634","Coffee County","ALL","All Coffee County High Schools","North Carolina A&T State University",1
2009,"634","Coffee County","ALL","All Coffee County High Schools","Southwestern Oklahoma State University",1
2009,"634","Coffee County","ALL","All Coffee County High Schools","University Of South Carolina",1
2009,"635","Colquitt County","1554","Colquitt County High School","Auburn University",1
2009,"635","Colquitt County","1554","Colquitt County High School","Eastern Florida State College",1
2009,"635","Colquitt County","1554","Colquitt County High School","Florida State University",3
2009,"635","Colquitt County","1554","Colquitt County High School","Metropolitan Community College",3
2009,"635","Colquitt County","1554","Colquitt County High School","University Of Phoenix",3
2009,"635","Colquitt County","ALL","All Colquitt County High Schools","Asbury University",3
2009,"635","Colquitt County","ALL","All Colquitt County High Schools","Auburn University",1
2009,"635","Colquitt County","ALL","All Colquitt County High Schools","Eastern Florida State College",1
2009,"635","Colquitt County","ALL","All Colquitt County High Schools","Samford University",3
2009,"635","Colquitt County","ALL","All Colquitt County High Schools","Vanderbilt University",3
2009,"636","Columbia County","0183","Harlem High School","Aiken Technical College",2
2009,"636","Columbia County","0183","Harlem High School","Ashford University",3
2009,"636","Columbia County","0183","Harlem High School","Claflin University",3
2009,"636","Columbia County","0183","Harlem High School","The Ohio State University",3
2009,"636","Columbia County","0183","Harlem High School","University Of Phoenix",1
2009,"636","Columbia County","0189","Lakeside High School","Aiken Technical College",1
2009,"636","Columbia County","0189","Lakeside High School","Harvard - Kennedy School Of Government",1
2009,"636","Columbia County","0189","Lakeside High School","Presbyterian College",1
2009,"636","Columbia County","0189","Lakeside High School","The Citadel Military College Of South C",1
2009,"636","Columbia County","0189","Lakeside High School","University Of Alabama",1
2009,"636","Columbia County","0197","Greenbrier High School","Aiken Technical College",1
2009,"636","Columbia County","0197","Greenbrier High School","Cochise College",3
2009,"636","Columbia County","0197","Greenbrier High School","University Of Florida",5
2009,"636","Columbia County","0197","Greenbrier High School","University Of Phoenix",2
2009,"636","Columbia County","0197","Greenbrier High School","University Of South Carolina - Aiken",3
2009,"636","Columbia County","4050","Evans High School","Anderson University",1
2009,"636","Columbia County","4050","Evans High School","Clemson University",1
2009,"636","Columbia County","4050","Evans High School","Johnson & Wales University",1
2009,"636","Columbia County","4050","Evans High School","University Of Houston",1
2009,"636","Columbia County","4050","Evans High School","University Of Phoenix",1
2009,"636","Columbia County","ALL","All Columbia County High Schools","Aiken Technical College",1
2009,"636","Columbia County","ALL","All Columbia County High Schools","Clemson University",5
2009,"636","Columbia County","ALL","All Columbia County High Schools","Johnson & Wales University",3
2009,"636","Columbia County","ALL","All Columbia County High Schools","The Citadel Military College Of South C",3
2009,"636","Columbia County","ALL","All Columbia County High Schools","University Of Phoenix",2
2009,"637","Cook County","2050","Cook County High School","California State University - San Berna",1
2009,"637","Cook County","2050","Cook County High School","Carnegie Mellon University",1
2009,"637","Cook County","2050","Cook County High School","North Carolina State University",1
2009,"637","Cook County","ALL","All Cook County High Schools","California State University - San Berna",1
2009,"637","Cook County","ALL","All Cook County High Schools","Carnegie Mellon University",1
2009,"637","Cook County","ALL","All Cook County High Schools","North Carolina State University",1
2009,"638","Coweta County","0196","Northgate High School","Auburn University",1
2009,"638","Coweta County","0196","Northgate High School","Indiana University Bloomington",4
2009,"638","Coweta County","0196","Northgate High School","University Of Alabama",2
2009,"638","Coweta County","0196","Northgate High School","University Of Tennessee Chattanooga",3
2009,"638","Coweta County","0196","Northgate High School","University Of Texas At Dallas",4
2009,"638","Coweta County","0389","East Coweta High School","Auburn University",1
2009,"638","Coweta County","0389","East Coweta High School","Faulkner University",3
2009,"638","Coweta County","0389","East Coweta High School","Jacksonville State University",2
2009,"638","Coweta County","0389","East Coweta High School","Southern Union State Community College",3
2009,"638","Coweta County","0389","East Coweta High School","University Of Alabama",3
2009,"638","Coweta County","5054","Newnan High School","Auburn University",3
2009,"638","Coweta County","5054","Newnan High School","Benedict College",4
2009,"638","Coweta County","5054","Newnan High School","Indiana Univ-Pa Clock Hrs",4
2009,"638","Coweta County","5054","Newnan High School","Jacksonville State University",1
2009,"638","Coweta County","5054","Newnan High School","Southern Union State Community College",2
2009,"638","Coweta County","ALL","All Coweta County High Schools","Auburn University",1
2009,"638","Coweta County","ALL","All Coweta County High Schools","Jacksonville State University",2
2009,"638","Coweta County","ALL","All Coweta County High Schools","Southern Union State Community College",3
2009,"638","Coweta County","ALL","All Coweta County High Schools","University Of Alabama",4
2009,"638","Coweta County","ALL","All Coweta County High Schools","University Of Tennessee Chattanooga",5
2009,"639","Crawford County","0193","Crawford County High School","The Citadel Military College Of South C",1
2009,"639","Crawford County","0193","Crawford County High School","University Of Phoenix",1
2009,"639","Crawford County","ALL","All Crawford County High Schools","The Citadel Military College Of South C",1
2009,"639","Crawford County","ALL","All Crawford County High Schools","University Of Phoenix",1
2009,"640","Crisp County","0196","Crisp County High School","Ashford University",2
2009,"640","Crisp County","0196","Crisp County High School","Cochise College",2
2009,"640","Crisp County","0196","Crisp County High School","College Of Dupage",1
2009,"640","Crisp County","0196","Crisp County High School","Providence College",2
2009,"640","Crisp County","0196","Crisp County High School","University Of Phoenix",2
2009,"640","Crisp County","ALL","All Crisp County High Schools","Ashford University",2
2009,"640","Crisp County","ALL","All Crisp County High Schools","College Of Dupage",1
2009,"640","Crisp County","ALL","All Crisp County High Schools","Gulf Coast State College",2
2009,"640","Crisp County","ALL","All Crisp County High Schools","Strayer University-Washington",2
2009,"640","Crisp County","ALL","All Crisp County High Schools","University Of Phoenix",2
2009,"641","Dade County","0195","Dade County High School","Chattanooga State Community College",1
2009,"641","Dade County","0195","Dade County High School","Itt Technical Institute",5
2009,"641","Dade County","0195","Dade County High School","Lee University",3
2009,"641","Dade County","0195","Dade County High School","Northeast Alabama Community College",2
2009,"641","Dade County","0195","Dade County High School","University Of Tennessee Chattanooga",3
2009,"641","Dade County","ALL","All Dade County High Schools","Chattanooga State Community College",1
2009,"641","Dade County","ALL","All Dade County High Schools","Lee University",3
2009,"641","Dade County","ALL","All Dade County High Schools","Northeast Alabama Community College",2
2009,"641","Dade County","ALL","All Dade County High Schools","The University Of Alabama In Huntsville",5
2009,"641","Dade County","ALL","All Dade County High Schools","University Of Tennessee Chattanooga",3
2009,"642","Dawson County","0198","Dawson County High School","Anderson University",1
2009,"642","Dawson County","0198","Dawson County High School","College Of Menominee Nation",1
2009,"642","Dawson County","0198","Dawson County High School","Hiwassee College",1
2009,"642","Dawson County","0198","Dawson County High School","University Of Tennessee",1
2009,"642","Dawson County","0198","Dawson County High School","Western Carolina University",1
2009,"642","Dawson County","ALL","All Dawson County High Schools","Anderson University",1
2009,"642","Dawson County","ALL","All Dawson County High Schools","Campbellsville University",1
2009,"642","Dawson County","ALL","All Dawson County High Schools","College Of Menominee Nation",1
2009,"642","Dawson County","ALL","All Dawson County High Schools","Hiwassee College",1
2009,"642","Dawson County","ALL","All Dawson County High Schools","University Of Tennessee",1
2009,"643","Decatur County","3050","Bainbridge High School","Enterprise State Community College",1
2009,"643","Decatur County","3050","Bainbridge High School","Florida A&M University",3
