"GRADUATION_YEAR","SCHOOL_DISTRCT_CD","DISTRICT","INSTN_NUMBER","SCHOOL_NAME","GRADUATE_COUNT","LS_ENG_PCT","LS_MATH_PCT"
2010,"737","Tift County","0199","Tift County High School",395,12.2,34.1
2010,"737","Tift County","ALL","All Tift County High Schools",395,12.2,34.1
2010,"738","Toombs County","0192","Toombs County High School",129,10.1,26.6
2010,"738","Toombs County","ALL","All Toombs County High Schools",129,10.1,26.6
2010,"739","Towns County","0204","Towns County High School",55,28.6,35.7
2010,"739","Towns County","ALL","All Towns County High Schools",55,28.6,35.7
2010,"740","Treutlen County","3050","Treutlen Middle/High School",58,10.8,29.7
2010,"740","Treutlen County","ALL","All Treutlen County High Schools",58,10.8,29.7
2010,"741","Troup County","0201","Callaway High School",144,29,42
2010,"741","Troup County","0387","Troup County High School",259,17.9,33
2010,"741","Troup County","1052","LaGrange High School",270,21.6,27
2010,"741","Troup County","ALL","All Troup County High Schools",673,21.9,32.2
2010,"742","Turner County","3050","Turner County High School",85,32,40
2010,"742","Turner County","ALL","All Turner County High Schools",85,32,40
2010,"743","Twiggs County","0201","Twiggs County High School",59,36.1,47.2
2010,"743","Twiggs County","ALL","All Twiggs County High Schools",59,36.1,47.2
2010,"744","Union County","0101","Union County High School",134,7.7,21.5
2010,"744","Union County","ALL","All Union County High Schools",134,7.7,21.5
2010,"745","Thomaston-Upson County","0195","Upson-Lee High School",259,17.6,28
2010,"745","Thomaston-Upson County","ALL","All Thomaston-Upson County High Schools",259,17.6,28
2010,"746","Walker County","0190","Ridgeland High School",212,17.6,41.8
2010,"746","Walker County","0198","LaFayette High School",240,23.3,48.3
2010,"746","Walker County","ALL","All Walker County High Schools",452,20.9,45.5
2010,"747","Walton County","0199","Loganville High School",402,18.4,29.4
2010,"747","Walton County","0205","Monroe Area High School",227,22.3,32.3
2010,"747","Walton County","ALL","All Walton County High Schools",629,19.7,30.4
2010,"748","Ware County","0194","Ware Magnet School",47,5.7,17.1
2010,"748","Ware County","0195","Ware County High School",264,17.3,33.3
2010,"748","Ware County","ALL","All Ware County High Schools",311,15.2,30.5
2010,"749","Warren County","0205","Warren County High School",39,31.6,47.4
2010,"749","Warren County","ALL","All Warren County High Schools",39,31.6,47.4
2010,"750","Washington County","1052","Washington County High School",219,23.4,33.6
2010,"750","Washington County","ALL","All Washington County High Schools",219,23.4,33.6
2010,"751","Wayne County","0101","Wayne County High School",281,14.3,31.2
2010,"751","Wayne County","ALL","All Wayne County High Schools",281,14.3,31.2
2010,"752","Webster County","0108","Webster County High School",25,47.4,73.7
2010,"752","Webster County","ALL","All Webster County High Schools",25,47.4,73.7
2010,"753","Wheeler County","3052","Wheeler County High School",51,19.4,45.2
2010,"753","Wheeler County","ALL","All Wheeler County High Schools",51,19.4,45.2
2010,"754","White County","0105","White County High School",207,14.8,25.2
2010,"754","White County","ALL","All White County High Schools",207,14.8,25.2
2010,"755","Whitfield County","0105","Whitfield County Career Academy",102,26.9,48.1
2010,"755","Whitfield County","0175","Northwest Whitfield County High School",330,19.7,35.1
2010,"755","Whitfield County","0191","Phoenix High School",99,41.4,75.9
2010,"755","Whitfield County","0275","Southeast Whitfield County High School",237,21.1,49.1
2010,"755","Whitfield County","ALL","All Whitfield County High Schools",768,22.6,43.7
2010,"756","Wilcox County","0201","Wilcox County High School",77,40,50
2010,"756","Wilcox County","ALL","All Wilcox County High Schools",77,40,50
2010,"757","Wilkes County","0110","Washington-Wilkes Comprehensive High School",74,15.2,19.6
2010,"757","Wilkes County","ALL","All Wilkes County High Schools",74,15.2,19.6
2010,"758","Wilkinson County","3050","Wilkinson County High School",97,25,35.4
2010,"758","Wilkinson County","ALL","All Wilkinson County High Schools",97,25,35.4
2010,"759","Worth County","0176","Worth County High School",209,19.7,49.6
2010,"759","Worth County","ALL","All Worth County High Schools",209,19.7,49.6
2010,"761","Atlanta Public Schools","0106","Early College High School at Carver",64,17.2,44.8
2010,"761","Atlanta Public Schools","0108","South Atlanta School of Health and Medical Science",43,42.9,50
2010,"761","Atlanta Public Schools","0182","Mays High School",280,32.5,47.5
2010,"761","Atlanta Public Schools","0186","Maynard H. Jackson, Jr. High School",151,40.7,64.4
2010,"761","Atlanta Public Schools","0192","North Atlanta High School",198,21.1,38.6
2010,"761","Atlanta Public Schools","0205","Tech High School",48,47.6,57.1
2010,"761","Atlanta Public Schools","0208","South Atlanta Law and Social Justice School",40,50,71.4
2010,"761","Atlanta Public Schools","0306","School of Technology at Carver",69,57.7,53.8
2010,"761","Atlanta Public Schools","0406","School of Health Sciences and Research at Carver",86,44.2,67.4
2010,"761","Atlanta Public Schools","0408","South Atlanta School of Computer Animation and Design",39,46.2,53.8
2010,"761","Atlanta Public Schools","0506","The School of the Arts at Carver",66,25,35.7
2010,"761","Atlanta Public Schools","0508","Therrell School of Law, Government and Public Policy - C",45,28.6,61.9
2010,"761","Atlanta Public Schools","0608","Therrell School of Engineering, Math, and Science - C",46,58.8,52.9
2010,"761","Atlanta Public Schools","0708","Therrell School of Health and Science - C",39,46.7,46.7
2010,"761","Atlanta Public Schools","2664","Crim High School",87,52.9,82.4
2010,"761","Atlanta Public Schools","4058","Douglass High School",257,27.8,40
2010,"761","Atlanta Public Schools","4560","Grady High School",290,14.9,29.8
2010,"761","Atlanta Public Schools","4568","Washington High School Senior Academy",228,37.2,57.7
2010,"761","Atlanta Public Schools","ALL","All Atlanta Public  High Schools",2076,32.3,48.1
2010,"763","Bremen City","0201","Bremen High School",135,11.3,15.5
2010,"763","Bremen City","ALL","All Bremen City High Schools",135,11.3,15.5
2010,"764","Buford City","0191","Buford High School",152,12.9,18.3
2010,"764","Buford City","ALL","All Buford City High Schools",152,12.9,18.3
2010,"765","Calhoun City","3050","Calhoun High School",185,19,45
2010,"765","Calhoun City","ALL","All Calhoun City High Schools",185,19,45
2010,"766","Carrollton City","1050","Carrollton High School",251,10.6,16.1
2010,"766","Carrollton City","ALL","All Carrollton City High Schools",251,10.6,16.1
2010,"767","Cartersville City","2050","Cartersville High School",199,21.2,33.6
2010,"767","Cartersville City","ALL","All Cartersville City High Schools",199,21.2,33.6
2010,"769","Chickamauga City","0201","Gordon Lee High School",102,13.8,41.4
2010,"769","Chickamauga City","ALL","All Chickamauga City High Schools",102,13.8,41.4
2010,"771","Commerce City","2050","Commerce High School",85,10.9,32.7
2010,"771","Commerce City","ALL","All Commerce City High Schools",85,10.9,32.7
2010,"772","Dalton Public Schools","4050","Dalton High School",280,22.7,40.9
2010,"772","Dalton Public Schools","ALL","All Dalton Public  High Schools",280,22.7,40.9
2010,"773","Decatur City","3050","Decatur High School",165,15.5,19.6
2010,"773","Decatur City","ALL","All Decatur City High Schools",165,15.5,19.6
2010,"774","Dublin City","3050","Dublin High School",147,24.7,32
2010,"774","Dublin City","ALL","All Dublin City High Schools",147,24.7,32
2010,"776","Gainesville City","3050","Gainesville High School",261,34.6,41.5
2010,"776","Gainesville City","ALL","All Gainesville City High Schools",261,34.6,41.5
2010,"779","Jefferson City","0174","Jefferson High School",151,18.1,33.3
2010,"779","Jefferson City","ALL","All Jefferson City High Schools",151,18.1,33.3
2010,"781","Marietta City","0101","Marietta High School",353,12.8,19.9
2010,"781","Marietta City","ALL","All Marietta City High Schools",353,12.8,19.9
2010,"784","Pelham City","0101","Pelham High School",82,33.3,43.8
2010,"784","Pelham City","ALL","All Pelham City High Schools",82,33.3,43.8
2010,"785","Rome City","0193","Rome High School",276,20.5,32.1
2010,"785","Rome City","ALL","All Rome City High Schools",276,20.5,32.1
2010,"786","Social Circle City","0300","Social Circle High School",97,22.4,42.9
2010,"786","Social Circle City","ALL","All Social Circle City High Schools",97,22.4,42.9
2010,"789","Thomasville City","4052","Thomasville High School",114,16.7,26.4
2010,"789","Thomasville City","ALL","All Thomasville City High Schools",114,16.7,26.4
2010,"791","Trion City","0301","Trion High School",86,11.8,33.3
2010,"791","Trion City","ALL","All Trion City High Schools",86,11.8,33.3
2010,"792","Valdosta City","0111","Pinevale Learning Center",48,30.8,53.8
2010,"792","Valdosta City","0273","Valdosta High School",286,26.2,32.7
2010,"792","Valdosta City","ALL","All Valdosta City High Schools",334,26.5,34.3
2010,"793","Vidalia City","0273","Vidalia Comprehensive High School",120,17.3,24.7
2010,"793","Vidalia City","ALL","All Vidalia City High Schools",120,17.3,24.7
2010,"ALL","State of Georgia","ALL","All Georgia High Schools",89318,17.1,27.7
2011,"601","Appling County","0103","Appling County High School",162,17.1,23.2
2011,"601","Appling County","ALL","All Appling County High Schools",162,17.1,23.2
2011,"602","Atkinson County","0103","Atkinson County High School",84,24.4,35.6
2011,"602","Atkinson County","ALL","All Atkinson County High Schools",84,24.4,35.6
2011,"603","Bacon County","0302","Bacon County High School",96,13,22.2
2011,"603","Bacon County","ALL","All Bacon County High Schools",96,13,22.2
2011,"604","Baker County","0105","Baker County K12 School",12,75,75
2011,"604","Baker County","ALL","All Baker County High Schools",12,75,75
2011,"605","Baldwin County","0189","Baldwin High School",257,22.9,20.2
2011,"605","Baldwin County","ALL","All Baldwin County High Schools",257,22.9,20.2
2011,"606","Banks County","0199","Banks County High School",177,15.2,30.4
2011,"606","Banks County","ALL","All Banks County High Schools",177,15.2,30.4
2011,"607","Barrow County","0101","Apalachee High School",285,20.3,30.8
2011,"607","Barrow County","3052","Winder-Barrow High School",319,16.1,27.2
2011,"607","Barrow County","ALL","All Barrow County High Schools",604,17.9,28.8
2011,"608","Bartow County","0105","Adairsville High School",167,18,34.4
2011,"608","Bartow County","0198","Woodland High School",279,16.3,34
2011,"608","Bartow County","0577","Cass High School",263,23.4,39.8
2011,"608","Bartow County","ALL","All Bartow County High Schools",709,19.4,36.4
2011,"609","Ben Hill County","0291","Fitzgerald High School",132,27.5,41.3
2011,"609","Ben Hill County","ALL","All Ben Hill County High Schools",132,27.5,41.3
2011,"610","Berrien County","0101","Berrien High School",158,15.1,33.7
2011,"610","Berrien County","ALL","All Berrien County High Schools",158,15.1,33.7
2011,"611","Bibb County","0105","Howard High School",162,13.3,25.5
2011,"611","Bibb County","0186","Central High School",158,24,29.2
2011,"611","Bibb County","0198","Westside High School",195,32.2,38.3
2011,"611","Bibb County","0204","Rutland High School",195,20.9,23.5
2011,"611","Bibb County","0286","Northeast High School",127,36.6,57.3
2011,"611","Bibb County","0303","William S. Hutchings Career Center",56,53.6,57.1
2011,"611","Bibb County","0386","Southwest High School",115,24.6,42
2011,"611","Bibb County","ALL","All Bibb County High Schools",1008,26.4,35.8
2011,"612","Bleckley County","0105","Bleckley County High School",149,7.2,24.7
2011,"612","Bleckley County","ALL","All Bleckley County High Schools",149,7.2,24.7
2011,"613","Brantley County","1050","Brantley County High School",172,12.7,25.5
2011,"613","Brantley County","ALL","All Brantley County High Schools",172,12.7,25.5
2011,"614","Brooks County","0110","Brooks County High School",123,11.1,33.3
2011,"614","Brooks County","ALL","All Brooks County High Schools",123,11.1,33.3
2011,"615","Bryan County","0182","Richmond Hill High School",323,6.7,9.8
2011,"615","Bryan County","0502","Bryan County High School",134,14.3,25.7
2011,"615","Bryan County","ALL","All Bryan County High Schools",457,8.7,14
2011,"616","Bulloch County","0203","Southeast Bulloch High School",163,8.8,24.5
2011,"616","Bulloch County","2054","Statesboro High School",217,16.5,25.9
2011,"616","Bulloch County","4052","Portal Middle/High School",56,10.7,17.9
2011,"616","Bulloch County","ALL","All Bulloch County High Schools",436,13.2,24.7
2011,"617","Burke County","0288","Burke County High School",248,26,44.3
2011,"617","Burke County","ALL","All Burke County High Schools",248,26,44.3
2011,"618","Butts County","0190","Jackson High School",220,21.6,36.9
2011,"618","Butts County","ALL","All Butts County High Schools",220,21.6,36.9
2011,"619","Calhoun County","4050","Calhoun County Middle/High School",26,21.4,42.9
2011,"619","Calhoun County","ALL","All Calhoun County High Schools",26,21.4,42.9
2011,"620","Camden County","0295","Camden County High School",599,9.4,11.4
2011,"620","Camden County","ALL","All Camden County High Schools",599,9.4,11.4
2011,"621","Candler County","0101","Metter High School",106,5.4,42.9
2011,"621","Candler County","ALL","All Candler County High Schools",106,5.4,42.9
2011,"622","Carroll County","0113","Open Campus High School",51,31.3,43.8
2011,"622","Carroll County","0189","Temple High School",107,23.5,35.3
2011,"622","Carroll County","0308","Mt. Zion High School",70,23.3,23.3
2011,"622","Carroll County","2052","Central High School",212,13.3,21.9
2011,"622","Carroll County","3050","Bowdon High School",91,11.5,26.9
2011,"622","Carroll County","5054","Villa Rica High School",234,15.1,25.4
2011,"622","Carroll County","ALL","All Carroll County High Schools",765,16.6,26.6
2011,"623","Catoosa County","0109","Heritage High School",226,14.3,31.4
2011,"623","Catoosa County","1052","Lakeview-Fort Oglethorpe High School",175,13.6,47
2011,"623","Catoosa County","4052","Ringgold High School",216,13.5,33.7
2011,"623","Catoosa County","ALL","All Catoosa County High Schools",617,13.8,36.2
2011,"624","Charlton County","0287","Charlton County High School",110,18.6,16.3
2011,"624","Charlton County","ALL","All Charlton County High Schools",110,18.6,16.3
2011,"625","Savannah-Chatham County","0101","Johnson High School",245,19.2,24.7
2011,"625","Savannah-Chatham County","0110","The School of Law and Criminal Justice at Savannah High",13,22.2,44.4
2011,"625","Savannah-Chatham County","0210","The School of Liberal Studies at Savannah High",114,47.4,50.9
2011,"625","Savannah-Chatham County","0411","Islands High School",99,13.3,26.7
2011,"625","Savannah-Chatham County","0499","Savannah Arts Academy",170,0,4.5
2011,"625","Savannah-Chatham County","2052","Beach High School",170,38.4,56.2
2011,"625","Savannah-Chatham County","3056","Groves High School",210,20.6,40.2
2011,"625","Savannah-Chatham County","5060","Jenkins High School",310,13.2,25.8
2011,"625","Savannah-Chatham County","5070","Windsor Forest High School",218,9.4,23.6
2011,"625","Savannah-Chatham County","ALL","All Savannah-Chatham County High Schools",1549,17.4,28.8
2011,"626","Chattahoochee County","0206","Chattahoochee County High School",72,28.1,31.3
2011,"626","Chattahoochee County","ALL","All Chattahoochee County High Schools",72,28.1,31.3
2011,"627","Chattooga County","1050","Chattooga High School",116,20,46.7
2011,"627","Chattooga County","ALL","All Chattooga County High Schools",116,20,46.7
2011,"628","Cherokee County","0106","Creekview High School",390,6.4,21.5
2011,"628","Cherokee County","0176","Etowah High School",391,9.5,16.6
2011,"628","Cherokee County","0191","Sequoyah High School",371,8.5,16.6
2011,"628","Cherokee County","0194","Polaris Evening School",76,26.3,68.4
2011,"628","Cherokee County","0197","Woodstock High School",422,7.3,19.3
2011,"628","Cherokee County","5050","Cherokee High School",365,15.2,24.9
2011,"628","Cherokee County","ALL","All Cherokee County High Schools",2015,9.5,20.4
2011,"629","Clarke County","0102","Cedar Shoals High School",287,23.5,26.2
2011,"629","Clarke County","0104","Classic City High School",37,33.3,33.3
2011,"629","Clarke County","5556","Clarke Central High School",247,23.1,30
2011,"629","Clarke County","ALL","All Clarke County High Schools",571,23.6,28.1
2011,"631","Clayton County","0104","Mundy's Mill High School",339,29,37
2011,"631","Clayton County","0190","Lovejoy High School",319,22.2,32.3
2011,"631","Clayton County","0290","Mount Zion High School",321,20.8,36.2
2011,"631","Clayton County","0377","Riverdale High School",276,26.1,42
2011,"631","Clayton County","1054","Forest Park High School",218,19.3,36.4
2011,"631","Clayton County","1056","Jonesboro High School",217,14.4,22.7
2011,"631","Clayton County","2052","North Clayton High School",211,24.2,40.4
2011,"631","Clayton County","4058","Morrow High School",292,31.9,48.2
2011,"631","Clayton County","ALL","All Clayton County High Schools",2193,24.1,37.2
2011,"632","Clinch County","1050","Clinch County High School",68,9.1,18.2
2011,"632","Clinch County","ALL","All Clinch County High Schools",68,9.1,18.2
2011,"633","Cobb County","0101","Kennesaw Mountain High School",493,12.2,20.1
2011,"633","Cobb County","0103","Kell High School",397,7.6,15.5
2011,"633","Cobb County","0175","Walton High School",623,4.7,8
2011,"633","Cobb County","0186","Oakwood High School",78,43.8,87.5
2011,"633","Cobb County","0188","Pope High School",452,4.9,8.7
2011,"633","Cobb County","0192","Harrison High School",502,7.1,11
2011,"633","Cobb County","0209","Allatoona High School",250,13,24.1
2011,"633","Cobb County","0373","Sprayberry High School",377,13.5,22.9
2011,"633","Cobb County","0381","Lassiter High School",442,6.4,9.5
2011,"633","Cobb County","0707","Hillgrove High School",482,14.1,24.8
2011,"633","Cobb County","1054","Campbell High School",434,22.6,34.2
2011,"633","Cobb County","1064","McEachern High School",443,18.5,32.8
2011,"633","Cobb County","1069","Wheeler High School",399,8.3,15
2011,"633","Cobb County","2056","North Cobb High School",513,17.1,27.8
2011,"633","Cobb County","2066","Osborne High School",239,25.3,52.6
2011,"633","Cobb County","3056","South Cobb High School",352,25.8,40.6
2011,"633","Cobb County","4066","Pebblebrook High School",349,23,37.9
2011,"633","Cobb County","ALL","All Cobb County High Schools",6825,12.6,21.4
2011,"634","Coffee County","0195","Coffee County High School",344,25.7,32.7
2011,"634","Coffee County","ALL","All Coffee County High Schools",344,25.7,32.7
2011,"635","Colquitt County","1554","Colquitt County High School",469,17,31.1
2011,"635","Colquitt County","ALL","All Colquitt County High Schools",469,17,31.1
2011,"636","Columbia County","0112","Grovetown High School",192,14.4,23.4
2011,"636","Columbia County","0183","Harlem High School",129,17.9,33.9
2011,"636","Columbia County","0189","Lakeside High School",326,8,11.8
2011,"636","Columbia County","0197","Greenbrier High School",389,11.7,12.5
2011,"636","Columbia County","4050","Evans High School",366,9.8,12.7
2011,"636","Columbia County","ALL","All Columbia County High Schools",1402,11.1,15.2
2011,"637","Cook County","0111","Cook High School",159,14.7,26.7
2011,"637","Cook County","ALL","All Cook County High Schools",159,14.7,26.7
2011,"638","Coweta County","0196","Northgate High School",358,3.8,6.6
2011,"638","Coweta County","0389","East Coweta High School",498,9.2,14.7
2011,"638","Coweta County","5054","Newnan High School",437,8.1,13.2
2011,"638","Coweta County","ALL","All Coweta County High Schools",1293,7.1,11.7
2011,"639","Crawford County","0193","Crawford County High School",81,19.1,23.4
2011,"639","Crawford County","ALL","All Crawford County High Schools",81,19.1,23.4
2011,"640","Crisp County","0196","Crisp County High School",177,28.5,35.8
2011,"640","Crisp County","ALL","All Crisp County High Schools",177,28.5,35.8
2011,"641","Dade County","0195","Dade County High School",152,6.7,24.4
2011,"641","Dade County","ALL","All Dade County High Schools",152,6.7,24.4
2011,"642","Dawson County","0198","Dawson County High School",216,10,20
2011,"642","Dawson County","ALL","All Dawson County High Schools",216,10,20
2011,"643","Decatur County","3050","Bainbridge High School",340,37,43.5
2011,"643","Decatur County","ALL","All Decatur County High Schools",340,37,43.5
2011,"644","DeKalb County","0103","Martin Luther King, Jr. High School",297,24.3,40
2011,"644","DeKalb County","0105","Miller Grove High School",286,29.4,40.5
2011,"644","DeKalb County","0172","Cedar Grove High School",199,33.3,47.3
2011,"644","DeKalb County","0176","Redan High School",255,20.4,39.8
2011,"644","DeKalb County","0202","Lithonia High School",221,38.5,51
2011,"644","DeKalb County","0276","Stone Mountain High School",226,36.3,56.6
2011,"644","DeKalb County","0407","Dekalb Early College Academy",25,15,15
2011,"644","DeKalb County","0410","DeKalb School of the Arts",61,0,9.1
2011,"644","DeKalb County","0497","Stephenson High School",364,28,33.9
2011,"644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm",119,14.9,32.4
2011,"644","DeKalb County","0810","Elizabeth Andrews High School",176,40.5,47.6
2011,"644","DeKalb County","1051","Avondale High School",77,27.6,62.1
2011,"644","DeKalb County","1070","Tucker High School",265,22.1,32.4
2011,"644","DeKalb County","2054","Columbia High School",217,29.1,39.8
2011,"644","DeKalb County","2055","Druid Hills High School",261,18.7,32.8
2011,"644","DeKalb County","3060","Lakeside High School",330,9.9,14.3
2011,"644","DeKalb County","3070","McNair High School",155,44.3,59
2011,"644","DeKalb County","4053","Clarkston High School",135,38.2,52.9
2011,"644","DeKalb County","4054","Cross Keys High School",145,29.7,45.9
2011,"644","DeKalb County","4069","Towers High School",124,32.8,54.1
2011,"644","DeKalb County","5052","Chamblee Charter High School",281,5.9,15
2011,"644","DeKalb County","5055","Dunwoody High School",276,15.4,16.8
2011,"644","DeKalb County","5067","Southwest DeKalb High School",350,19.7,35.6
2011,"644","DeKalb County","ALL","All DeKalb County High Schools",4845,23.7,35.8
2011,"645","Dodge County","0103","Dodge County High School",202,13.6,27.1
2011,"645","Dodge County","ALL","All Dodge County High Schools",202,13.6,27.1
2011,"646","Dooly County","0182","Dooly County High School",64,42.9,57.1
2011,"646","Dooly County","ALL","All Dooly County High Schools",64,42.9,57.1
2011,"647","Dougherty County","1050","Albany High School",104,27.3,36.4
2011,"647","Dougherty County","1058","Monroe High School",162,39.8,46
2011,"647","Dougherty County","2052","Dougherty Comprehensive High School",148,44.6,54.5
2011,"647","Dougherty County","4062","Westover High School",233,32.4,36.5
2011,"647","Dougherty County","ALL","All Dougherty County High Schools",647,36.2,42.9
2011,"648","Douglas County","0100","Chapel Hill High School",380,17.1,27.6
2011,"648","Douglas County","0175","Lithia Springs Comprehensive High School",304,19.1,34
2011,"648","Douglas County","0187","Alexander High School",384,14.5,26
2011,"648","Douglas County","4050","Douglas County High School",369,19.7,37.2
2011,"648","Douglas County","ALL","All Douglas County High Schools",1437,17.4,30.9
2011,"649","Early County","2050","Early County High School",133,35.4,34.1
2011,"649","Early County","ALL","All Early County High Schools",133,35.4,34.1
2011,"650","Echols County","1050","Echols County High School",41,11.1,38.9
2011,"650","Echols County","ALL","All Echols County High Schools",41,11.1,38.9
2011,"651","Effingham County","0197","South Effingham High School",324,5.4,18.1
2011,"651","Effingham County","0390","Effingham County High School",390,11.1,21.6
2011,"651","Effingham County","ALL","All Effingham County High Schools",714,8.3,19.9
2011,"652","Elbert County","0110","Elberton Education Center",18,50,50
2011,"652","Elbert County","0176","Elbert County High School",190,30.8,37.4
2011,"652","Elbert County","ALL","All Elbert County High Schools",208,31.2,37.6
2011,"653","Emanuel County","0189","Swainsboro High School",153,23.3,33
2011,"653","Emanuel County","2050","Emanuel County Institute",60,10.3,25.6
2011,"653","Emanuel County","ALL","All Emanuel County High Schools",213,19.7,31
2011,"654","Evans County","2050","Claxton High School",72,14.3,31.4
2011,"654","Evans County","ALL","All Evans County High Schools",72,14.3,31.4
2011,"655","Fannin County","0176","Fannin County High School",161,11.8,27.6
2011,"655","Fannin County","ALL","All Fannin County High Schools",161,11.8,27.6
2011,"656","Fayette County","0105","Whitewater High School",395,8.5,16.1
2011,"656","Fayette County","0182","McIntosh High School",377,1.4,3.4
2011,"656","Fayette County","0192","Sandy Creek High School",232,10.9,15.5
2011,"656","Fayette County","0198","Starrs Mill High School",420,1.4,3.6
2011,"656","Fayette County","0398","Fayette County High School",333,11.9,18.4
2011,"656","Fayette County","ALL","All Fayette County High Schools",1757,6,10.4
2011,"657","Floyd County","0107","Pepperell High School",185,28.1,33.7
2011,"657","Floyd County","0111","Model High",118,25.5,47.3
2011,"657","Floyd County","0401","Armuchee High School",118,15.2,37.9
2011,"657","Floyd County","5050","Coosa High School",123,21.3,42.6
2011,"657","Floyd County","ALL","All Floyd County High Schools",544,22.9,39.5
2011,"658","Forsyth County","0107","West Forsyth High School",403,6,9
2011,"658","Forsyth County","0190","South Forsyth High School",286,5.8,8.2
2011,"658","Forsyth County","0195","North Forsyth High School",421,7.3,22
2011,"658","Forsyth County","0214","Lambert High School",399,4.3,8.7
2011,"658","Forsyth County","0218","Forsyth Academy",47,9.5,33.3
2011,"658","Forsyth County","0219","Forsyth Virtual Academy",12,0,28.6
2011,"658","Forsyth County","5050","Forsyth Central High School",293,7.1,11.3
2011,"658","Forsyth County","ALL","All Forsyth County High Schools",1861,6.1,12.6
2011,"659","Franklin County","3050","Franklin County High School",223,24.2,33.3
2011,"659","Franklin County","ALL","All Franklin County High Schools",223,24.2,33.3
2011,"660","Fulton County","0106","Milton High School",576,5.3,10.5
2011,"660","Fulton County","0176","Banneker High School",214,29.5,47.4
2011,"660","Fulton County","0191","Roswell High School",485,6.1,8.1
2011,"660","Fulton County","0198","Centennial High School",375,6,13.8
2011,"660","Fulton County","0203","Northview High School",560,2.3,7.2
2011,"660","Fulton County","0205","Alpharetta High School",518,7.5,11
2011,"660","Fulton County","0291","Creekside High School",220,24.7,31.5
2011,"660","Fulton County","0383","McClarin High School",160,36.4,52.3
2011,"660","Fulton County","0386","Independence High School",204,24,40
2011,"660","Fulton County","0392","Chattahoochee High School",419,4.7,8.7
2011,"660","Fulton County","0506","Fulton Science Academy High School",33,13,17.4
2011,"660","Fulton County","0691","Tri-Cities High School",405,32.1,41.7
2011,"660","Fulton County","0910","Johns Creek High School",164,6.3,9.5
2011,"660","Fulton County","1110","Langston Hughes High School",334,25,38.7
2011,"660","Fulton County","3066","Riverwood International Charter School",324,8,11.3
2011,"660","Fulton County","4062","North Springs High School",259,15.7,22.6
2011,"660","Fulton County","5069","Westlake High School",373,25.8,35.8
2011,"660","Fulton County","ALL","All Fulton County High Schools",5623,11.9,18.3
2011,"661","Gilmer County","0196","Gilmer High School",241,16.3,36.6
2011,"661","Gilmer County","ALL","All Gilmer County High Schools",241,16.3,36.6
2011,"662","Glascock County","0196","Glascock County Middle/High School",39,28,24
2011,"662","Glascock County","ALL","All Glascock County High Schools",39,28,24
2011,"663","Glynn County","3552","Brunswick High School",348,16.4,24.9
2011,"663","Glynn County","4752","Glynn Academy",402,6.9,13.4
2011,"663","Glynn County","ALL","All Glynn County High Schools",750,11,18.3
2011,"664","Gordon County","0106","Sonoraville High School",220,18.8,35.4
2011,"664","Gordon County","0286","Gordon Central High School",179,26.1,55.1
2011,"664","Gordon County","ALL","All Gordon County High Schools",399,21.8,43.6
2011,"665","Grady County","1050","Cairo High School",176,17.3,30
2011,"665","Grady County","ALL","All Grady County High Schools",176,17.3,30
2011,"666","Greene County","0401","Greene County High School",76,14.3,33.3
2011,"666","Greene County","ALL","All Greene County High Schools",76,14.3,33.3
2011,"667","Gwinnett County","0101","Grayson High School",568,16.1,19.4
2011,"667","Gwinnett County","0103","Norcross High School",516,15.8,17.6
2011,"667","Gwinnett County","0105","Mill Creek High School",709,12.6,15.7
2011,"667","Gwinnett County","0176","Parkview High School",551,9.4,9.1
2011,"667","Gwinnett County","0182","Brookwood High School",734,11.4,10.4
2011,"667","Gwinnett County","0185","Shiloh High School",345,17.6,22.9
2011,"667","Gwinnett County","0187","Meadowcreek High School",395,27.7,41.3
2011,"667","Gwinnett County","0189","Phoenix High School",225,25.4,49.2
2011,"667","Gwinnett County","0195","Collins Hill High School",658,14.3,10.8
2011,"667","Gwinnett County","0805","Peachtree Ridge High School",640,13.6,15.4
2011,"667","Gwinnett County","1018","Lanier High School",56,21.7,30.4
2011,"667","Gwinnett County","1019","Gwinnett School of Mathematics, Science and Technology",111,0,1.5
2011,"667","Gwinnett County","1050","Berkmar High School",453,25.3,27.4
2011,"667","Gwinnett County","1410","Mountain View High School",221,16.7,14.6
2011,"667","Gwinnett County","1710","Archer High School",216,23.4,24.2
2011,"667","Gwinnett County","2558","South Gwinnett High School",411,24.5,33
2011,"667","Gwinnett County","3750","Central Gwinnett High School",389,24.7,21.5
2011,"667","Gwinnett County","4052","Dacula High School",382,19.3,15.4
2011,"667","Gwinnett County","4556","North Gwinnett High School",625,10,12
2011,"667","Gwinnett County","5550","Duluth High School",414,13,12.2
2011,"667","Gwinnett County","ALL","All Gwinnett County High Schools",8619,15.8,17.4
2011,"668","Habersham County","2052","Habersham Central High School",304,8.8,29.4
2011,"668","Habersham County","ALL","All Habersham County High Schools",304,8.8,29.4
2011,"669","Hall County","0102","Chestatee High School",216,15.7,28.7
2011,"669","Hall County","0105","Lanier College and Career Academy",75,14.3,35.7
2011,"669","Hall County","0189","West Hall High School",183,8,25
2011,"669","Hall County","0202","Flowery Branch High",312,10,26.8
2011,"669","Hall County","1552","East Hall High School",145,25.9,36.2
