"GRADUATION_YEAR","SCHOOL_DISTRCT_CD","DISTRICT","INSTN_NUMBER","SCHOOL_NAME","GRADUATE_COUNT","LS_ENG_PCT","LS_MATH_PCT"
2014,"667","Gwinnett County","ALL","All Gwinnett County High Schools",9399,8.5,11.5
2014,"668","Habersham County","2052","Habersham Central High School",327,11.8,15.7
2014,"668","Habersham County","ALL","All Habersham County High Schools",327,11.8,15.7
2014,"669","Hall County","0102","Chestatee High School",226,16.4,26.7
2014,"669","Hall County","0105","Lanier College and Career Academy",35,0,20
2014,"669","Hall County","0189","West Hall High School",181,17.2,28.7
2014,"669","Hall County","0202","Flowery Branch High",355,14.6,24
2014,"669","Hall County","1552","East Hall High School",166,23,24.3
2014,"669","Hall County","1556","North Hall High School",234,5.3,10.7
2014,"669","Hall County","4752","Johnson High School",237,23.8,29.5
2014,"669","Hall County","ALL","All Hall County High Schools",1434,15.7,23.5
2014,"670","Hancock County","0288","Hancock Central High School",78,13,30.4
2014,"670","Hancock County","ALL","All Hancock County High Schools",78,13,30.4
2014,"671","Haralson County","3050","Haralson County High School",194,16,35.8
2014,"671","Haralson County","ALL","All Haralson County High Schools",194,16,35.8
2014,"672","Harris County","0299","Harris County High School",332,8.9,15.1
2014,"672","Harris County","ALL","All Harris County High Schools",332,8.9,15.1
2014,"673","Hart County","3050","Hart County High School",209,9.8,19.5
2014,"673","Hart County","ALL","All Hart County High Schools",209,9.8,19.5
2014,"674","Heard County","0110","Heard County High School",125,14.8,22.2
2014,"674","Heard County","ALL","All Heard County High Schools",125,14.8,22.2
2014,"675","Henry County","0101","Union Grove High",344,5.8,12.8
2014,"675","Henry County","0104","Luella High School",337,11.5,30.4
2014,"675","Henry County","0105","Dutchtown High",307,13.8,23.9
2014,"675","Henry County","0195","Patrick Henry High School",51,61.5,53.8
2014,"675","Henry County","0214","Locust Grove High",230,6.2,28.7
2014,"675","Henry County","0295","Stockbridge High School",225,15.5,37.1
2014,"675","Henry County","0307","Ola High School",347,5.2,15.5
2014,"675","Henry County","0391","Eagle's Landing High School",245,8.1,25.8
2014,"675","Henry County","0408","Woodland High School",282,13,24
2014,"675","Henry County","3050","McDonough High School",167,24.1,41.8
2014,"675","Henry County","ALL","All Henry County High Schools",2535,10.8,24.7
2014,"676","Houston County","0111","Veterans High School",288,7.5,9.4
2014,"676","Houston County","0192","Houston County High School",364,5.7,14.1
2014,"676","Houston County","0300","Houston County Career Academy",23,0,16.7
2014,"676","Houston County","1054","Perry High School",275,8.2,13.7
2014,"676","Houston County","2052","Northside High School",311,3.8,17.7
2014,"676","Houston County","4056","Warner Robins High School",325,11.1,17
2014,"676","Houston County","ALL","All Houston County High Schools",1586,7.2,14.2
2014,"677","Irwin County","2050","Irwin County High School",76,8.3,6.3
2014,"677","Irwin County","ALL","All Irwin County High Schools",76,8.3,6.3
2014,"678","Jackson County","0107","East Jackson Comprehensive High School",175,9.8,16.4
2014,"678","Jackson County","0191","Jackson County Comprehensive High School",195,13.5,15.6
2014,"678","Jackson County","ALL","All Jackson County High Schools",370,12.1,15.9
2014,"679","Jasper County","0108","Jasper County High School",91,8,28
2014,"679","Jasper County","ALL","All Jasper County High Schools",91,8,28
2014,"680","Jeff Davis County","0199","Jeff Davis High School",131,16.3,16.3
2014,"680","Jeff Davis County","ALL","All Jeff Davis County High Schools",131,16.3,16.3
2014,"681","Jefferson County","0196","Jefferson County High School",129,5,15
2014,"681","Jefferson County","ALL","All Jefferson County High Schools",129,5,15
2014,"682","Jenkins County","0201","Jenkins County High School",71,21.3,31.9
2014,"682","Jenkins County","ALL","All Jenkins County High Schools",71,21.3,31.9
2014,"683","Johnson County","0201","Johnson County High School",67,7.1,23.8
2014,"683","Johnson County","ALL","All Johnson County High Schools",67,7.1,23.8
2014,"684","Jones County","0192","Jones County High School",288,9.8,20.5
2014,"684","Jones County","ALL","All Jones County High Schools",288,9.8,20.5
2014,"685","Lamar County","0175","Lamar County High School",139,16.7,36.7
2014,"685","Lamar County","ALL","All Lamar County High Schools",139,16.7,36.7
2014,"686","Lanier County","0201","Lanier County High School",71,18.4,23.7
2014,"686","Lanier County","ALL","All Lanier County High Schools",71,18.4,23.7
2014,"687","Laurens County","0110","West Laurens High School",241,9.1,16.2
2014,"687","Laurens County","0197","East Laurens High School",104,11.1,20.4
2014,"687","Laurens County","ALL","All Laurens County High Schools",345,9.6,17.3
2014,"688","Lee County","0193","Lee County High School",304,29.6,32.7
2014,"688","Lee County","ALL","All Lee County High Schools",304,29.6,32.7
2014,"689","Liberty County","0105","Bradwell Institute",306,12.6,18.9
2014,"689","Liberty County","0192","Liberty County High School",228,9.2,21.8
2014,"689","Liberty County","ALL","All Liberty County High Schools",534,11,20.3
2014,"690","Lincoln County","0110","Lincoln County High School",79,17.5,35
2014,"690","Lincoln County","ALL","All Lincoln County High Schools",79,17.5,35
2014,"691","Long County","0205","Long County High School",116,6.4,21.3
2014,"691","Long County","ALL","All Long County High Schools",116,6.4,21.3
2014,"692","Lowndes County","5050","Lowndes High School",625,12.4,16
2014,"692","Lowndes County","ALL","All Lowndes County High Schools",625,12.4,16
2014,"693","Lumpkin County","0101","Lumpkin County High School",203,7.6,11.4
2014,"693","Lumpkin County","ALL","All Lumpkin County High Schools",203,7.6,11.4
2014,"694","Macon County","2060","Macon County High School",105,24.1,24.1
2014,"694","Macon County","ALL","All Macon County High Schools",105,24.1,24.1
2014,"695","Madison County","5050","Madison County High School",266,11.2,28.4
2014,"695","Madison County","ALL","All Madison County High Schools",266,11.2,28.4
2014,"696","Marion County","0275","Marion County Middle/High School",87,11.6,27.9
2014,"696","Marion County","ALL","All Marion County High Schools",87,11.6,27.9
2014,"697","McDuffie County","0192","Thomson High School",201,11.2,15.9
2014,"697","McDuffie County","ALL","All McDuffie County High Schools",201,11.2,15.9
2014,"698","McIntosh County","0104","McIntosh Academy",95,7.9,18.4
2014,"698","McIntosh County","ALL","All McIntosh County High Schools",95,7.9,18.4
2014,"699","Meriwether County","0300","Greenville High School",53,5.3,15.8
2014,"699","Meriwether County","4050","Manchester High School",103,13.2,26.3
2014,"699","Meriwether County","ALL","All Meriwether County High Schools",156,10.5,22.8
2014,"700","Miller County","0210","Miller County High School",63,18.4,28.9
2014,"700","Miller County","ALL","All Miller County High Schools",63,18.4,28.9
2014,"701","Mitchell County","0105","Baconton Community Charter School",27,0,14.3
2014,"701","Mitchell County","0282","Mitchell County High School",71,48.1,44.2
2014,"701","Mitchell County","ALL","All Mitchell County High Schools",98,34.2,35.6
2014,"702","Monroe County","0184","Mary Persons High School",220,10.2,17.2
2014,"702","Monroe County","ALL","All Monroe County High Schools",220,10.2,17.2
2014,"703","Montgomery County","0114","Z - Montgomery Academy",12,0,20
2014,"703","Montgomery County","0201","Montgomery County High School",62,19.5,36.6
2014,"703","Montgomery County","ALL","All Montgomery County High Schools",74,17.4,34.8
2014,"704","Morgan County","1050","Morgan County High School",212,11.3,23.6
2014,"704","Morgan County","ALL","All Morgan County High Schools",212,11.3,23.6
2014,"705","Murray County","0108","Pleasant Valley Innovative School",43,66.7,33.3
2014,"705","Murray County","0112","North Murray High School",207,12.8,39.4
2014,"705","Murray County","0190","Murray County High School",163,6.3,28.6
2014,"705","Murray County","ALL","All Murray County High Schools",413,11.3,35
2014,"706","Muscogee County","0112","Early College Academy of Columbus at Waverly Terrace",37,8.7,47.8
2014,"706","Muscogee County","0203","Northside High School",258,10.8,16.6
2014,"706","Muscogee County","0278","Shaw High School",278,15,31.6
2014,"706","Muscogee County","0378","Spencer High School",139,23.3,33.3
2014,"706","Muscogee County","1064","Kendrick High School",134,26.3,31.6
2014,"706","Muscogee County","2062","Hardaway High School",312,9.2,28.4
2014,"706","Muscogee County","3054","Columbus High School",304,1.4,2.9
2014,"706","Muscogee County","5052","Carver High School",172,24.2,33.9
2014,"706","Muscogee County","5062","Jordan Vocational High School",143,26.2,59.5
2014,"706","Muscogee County","ALL","All Muscogee County High Schools",1777,11.7,23.1
2014,"707","Newton County","0173","Newton High School",390,18.5,35.4
2014,"707","Newton County","0206","Alcovy High School",314,15.1,29.6
2014,"707","Newton County","0295","Eastside High School",276,14.8,26
2014,"707","Newton County","ALL","All Newton County High Schools",980,16.3,30.6
2014,"708","Oconee County","0105","North Oconee High School",224,5.4,6.1
2014,"708","Oconee County","0293","Oconee County High School",223,5.9,9.2
2014,"708","Oconee County","ALL","All Oconee County High Schools",447,5.7,7.7
2014,"709","Oglethorpe County","2050","Oglethorpe County High School",125,14.8,23
2014,"709","Oglethorpe County","ALL","All Oglethorpe County High Schools",125,14.8,23
2014,"710","Paulding County","0101","Hiram High School",301,19.7,27.9
2014,"710","Paulding County","0106","South Paulding High School",364,10.6,26.3
2014,"710","Paulding County","0109","North Paulding High School",420,14,29.2
2014,"710","Paulding County","0292","East Paulding High School",322,18.7,31.9
2014,"710","Paulding County","2552","Paulding County High School",261,13.7,39.3
2014,"710","Paulding County","ALL","All Paulding County High Schools",1668,15.1,30.3
2014,"711","Peach County","2052","Peach County High School",177,15.6,27.8
2014,"711","Peach County","ALL","All Peach County High Schools",177,15.6,27.8
2014,"712","Pickens County","0198","Pickens County High School",236,6.2,14.2
2014,"712","Pickens County","ALL","All Pickens County High Schools",236,6.2,14.2
2014,"713","Pierce County","0182","Pierce County High School",224,25.2,24.4
2014,"713","Pierce County","ALL","All Pierce County High Schools",224,25.2,24.4
2014,"714","Pike County","0194","Pike County High School",221,11.9,25.4
2014,"714","Pike County","ALL","All Pike County High Schools",221,11.9,25.4
2014,"715","Polk County","0102","Rockmart High School",165,16.5,43
2014,"715","Polk County","5050","Cedartown High School",176,20,44.4
2014,"715","Polk County","ALL","All Polk County High Schools",341,18.3,43.8
2014,"716","Pulaski County","2050","Hawkinsville High School",70,6.3,20.8
2014,"716","Pulaski County","ALL","All Pulaski County High Schools",70,6.3,20.8
2014,"717","Putnam County","0114","Putnam County High School",167,6.9,17.2
2014,"717","Putnam County","ALL","All Putnam County High Schools",167,6.9,17.2
2014,"718","Quitman County","0110","Quitman County High School",12,25,25
2014,"718","Quitman County","ALL","All Quitman County High Schools",12,25,25
2014,"719","Rabun County","0177","Rabun County High School",121,5.2,22.4
2014,"719","Rabun County","ALL","All Rabun County High Schools",121,5.2,22.4
2014,"720","Randolph County","0201","Randolph Clay High School",71,22.5,27.5
2014,"720","Randolph County","ALL","All Randolph County High Schools",71,22.5,27.5
2014,"721","Richmond County","0100","Cross Creek High School",236,19.5,33.8
2014,"721","Richmond County","1052","Butler High School",77,32.3,41.9
2014,"721","Richmond County","2056","Hephzibah High School",140,18.5,41.5
2014,"721","Richmond County","2574","Westside High School",151,11.1,24.7
2014,"721","Richmond County","3054","Glenn Hills High School",103,28,52
2014,"721","Richmond County","3556","Johnson Magnet",84,3.3,9.8
2014,"721","Richmond County","3756","Josey High School",75,17.4,52.2
2014,"721","Richmond County","4060","Academy of Richmond County High School",199,12.2,27.8
2014,"721","Richmond County","4562","Davidson Magnet School",97,1.7,6.7
2014,"721","Richmond County","5566","Laney High School",120,7,39.5
2014,"721","Richmond County","ALL","All Richmond County High Schools",1282,13.3,29.3
2014,"722","Rockdale County","0176","Heritage High School",315,15.9,32.3
2014,"722","Rockdale County","0192","Salem High School",294,18.2,34.6
2014,"722","Rockdale County","3052","Rockdale County High School",374,14.4,22.1
2014,"722","Rockdale County","ALL","All Rockdale County High Schools",983,16,29.2
2014,"723","Schley County","0101","Schley Middle High School",70,11.3,13.2
2014,"723","Schley County","ALL","All Schley County High Schools",70,11.3,13.2
2014,"724","Screven County","4052","Screven County High School",134,14.1,19.2
2014,"724","Screven County","ALL","All Screven County High Schools",134,14.1,19.2
2014,"725","Seminole County","0196","Seminole County Middle/High School",92,19,27.6
2014,"725","Seminole County","ALL","All Seminole County High Schools",92,19,27.6
2014,"726","Griffin-Spalding County","0101","Spalding High School",215,5.8,20.8
2014,"726","Griffin-Spalding County","0187","Griffin High School",182,23.9,35.9
2014,"726","Griffin-Spalding County","0208","AZ Kelsey Academy",17,33.3,33.3
2014,"726","Griffin-Spalding County","ALL","All Griffin-Spalding County High Schools",414,14.2,27.5
2014,"727","Stephens County","5050","Stephens County High School",198,11.5,27.1
2014,"727","Stephens County","ALL","All Stephens County High Schools",198,11.5,27.1
2014,"728","Stewart County","0201","Stewart County High School",19,37.5,62.5
2014,"728","Stewart County","ALL","All Stewart County High Schools",19,37.5,62.5
2014,"729","Sumter County","0105","Americus Sumter High School (Old Americus-Sumter HS S)",184,35.4,38.6
2014,"729","Sumter County","ALL","All Sumter County High Schools",184,35.4,38.6
2014,"730","Talbot County","0190","Central Elementary/High School",17,70,60
2014,"730","Talbot County","ALL","All Talbot County High Schools",17,70,60
2014,"732","Tattnall County","0194","Tattnall County High School",128,9.8,23.2
2014,"732","Tattnall County","ALL","All Tattnall County High Schools",128,9.8,23.2
2014,"733","Taylor County","0201","Taylor County High School",93,3.7,27.8
2014,"733","Taylor County","ALL","All Taylor County High Schools",93,3.7,27.8
2014,"734","Telfair County","0201","Telfair County High School",100,18.8,37.5
2014,"734","Telfair County","ALL","All Telfair County High Schools",100,18.8,37.5
2014,"735","Terrell County","0105","Terrell High School",64,44.4,44.4
2014,"735","Terrell County","ALL","All Terrell County High Schools",64,44.4,44.4
2014,"736","Thomas County","0100","Bishop Hall Charter School",26,25,37.5
2014,"736","Thomas County","0191","Thomas County Central High School",278,10.8,25.5
2014,"736","Thomas County","ALL","All Thomas County High Schools",304,11.5,26.1
2014,"737","Tift County","0199","Tift County High School",374,7.8,19.6
2014,"737","Tift County","ALL","All Tift County High Schools",374,7.8,19.6
2014,"738","Toombs County","0192","Toombs County High School",148,11.6,31.9
2014,"738","Toombs County","ALL","All Toombs County High Schools",148,11.6,31.9
2014,"739","Towns County","0204","Towns County High School",74,10,16.7
2014,"739","Towns County","ALL","All Towns County High Schools",74,10,16.7
2014,"740","Treutlen County","0213","Treutlen Middle/High School",49,7.4,25.9
2014,"740","Treutlen County","ALL","All Treutlen County High Schools",49,7.4,25.9
2014,"741","Troup County","0201","Callaway High School",152,12.2,27
2014,"741","Troup County","0387","Troup County High School",241,10.2,17.3
2014,"741","Troup County","1052","LaGrange High School",252,8.7,13.8
2014,"741","Troup County","ALL","All Troup County High Schools",645,10,18.1
2014,"742","Turner County","3050","Turner County High School",70,5.7,8.6
2014,"742","Turner County","ALL","All Turner County High Schools",70,5.7,8.6
2014,"743","Twiggs County","0201","Twiggs County High School",25,36.4,45.5
2014,"743","Twiggs County","ALL","All Twiggs County High Schools",25,36.4,45.5
2014,"744","Union County","0101","Union County High School",122,10.2,20.3
2014,"744","Union County","ALL","All Union County High Schools",122,10.2,20.3
2014,"745","Thomaston-Upson County","0195","Upson-Lee High School",222,10.2,22
2014,"745","Thomaston-Upson County","ALL","All Thomaston-Upson County High Schools",222,10.2,22
2014,"746","Walker County","0190","Ridgeland High School",243,4.1,20.4
2014,"746","Walker County","0198","LaFayette High School",250,8.1,39.6
2014,"746","Walker County","ALL","All Walker County High Schools",493,6.9,33.8
2014,"747","Walton County","0111","Walnut Grove High School",207,10.1,18.5
2014,"747","Walton County","0199","Loganville High School",311,13.8,20.4
2014,"747","Walton County","0205","Monroe Area High School",217,9.7,38.8
2014,"747","Walton County","ALL","All Walton County High Schools",735,11.7,24.4
2014,"748","Ware County","0195","Ware County High School",316,28.9,28.2
2014,"748","Ware County","ALL","All Ware County High Schools",316,28.9,28.2
2014,"749","Warren County","0205","Warren County High School",32,25,16.7
2014,"749","Warren County","ALL","All Warren County High Schools",32,25,16.7
2014,"750","Washington County","1052","Washington County High School",170,10,20
2014,"750","Washington County","ALL","All Washington County High Schools",170,10,20
2014,"751","Wayne County","0101","Wayne County High School",254,10,16.2
2014,"751","Wayne County","ALL","All Wayne County High Schools",254,10,16.2
2014,"752","Webster County","0108","Webster County High School",18,0,0
2014,"752","Webster County","ALL","All Webster County High Schools",18,0,0
2014,"753","Wheeler County","3052","Wheeler County High School",50,12,28
2014,"753","Wheeler County","ALL","All Wheeler County High Schools",50,12,28
2014,"754","White County","0105","White County High School",235,17.2,21.6
2014,"754","White County","ALL","All White County High Schools",235,17.2,21.6
2014,"755","Whitfield County","0112","Coahulla Creek High School",146,11.4,38.6
2014,"755","Whitfield County","0175","Northwest Whitfield County High School",241,4.9,28.5
2014,"755","Whitfield County","0212","Phoenix High School",66,23.1,46.2
2014,"755","Whitfield County","0275","Southeast Whitfield County High School",242,12.3,32.3
2014,"755","Whitfield County","ALL","All Whitfield County High Schools",695,9.5,32.5
2014,"756","Wilcox County","0201","Wilcox County High School",51,19.4,32.3
2014,"756","Wilcox County","ALL","All Wilcox County High Schools",51,19.4,32.3
2014,"757","Wilkes County","0110","Washington-Wilkes Comprehensive High School",93,10,14
2014,"757","Wilkes County","ALL","All Wilkes County High Schools",93,10,14
2014,"758","Wilkinson County","3050","Wilkinson County High School",81,12.5,22.5
2014,"758","Wilkinson County","ALL","All Wilkinson County High Schools",81,12.5,22.5
2014,"759","Worth County","0176","Worth County High School",184,23.2,26.3
2014,"759","Worth County","ALL","All Worth County High Schools",184,23.2,26.3
2014,"761","Atlanta Public Schools","0106","Early College High School at Carver",90,8,10
2014,"761","Atlanta Public Schools","0108","South Atlanta School of Health and Medical Science",52,28.6,71.4
2014,"761","Atlanta Public Schools","0112","Booker T. Washington High School - Banking, Finance and Investment Small Sc",53,20,40
2014,"761","Atlanta Public Schools","0113","Booker T. Washington - Early College Small School",50,23.5,41.2
2014,"761","Atlanta Public Schools","0114","Booker T. Washington High School - Health, Sciences and Nutrition Small Sch",71,41.7,58.3
2014,"761","Atlanta Public Schools","0118","The Best Academy High School at Benjamin S. Carson",43,31.3,43.8
2014,"761","Atlanta Public Schools","0121","Old Coretta Scott King Young Women's Academy High School",53,36.4,40.9
2014,"761","Atlanta Public Schools","0182","Mays High School",211,17.9,40
2014,"761","Atlanta Public Schools","0186","Maynard H. Jackson, Jr. High School",112,20.5,47.7
2014,"761","Atlanta Public Schools","0192","North Atlanta High School",262,12.2,27.6
2014,"761","Atlanta Public Schools","0208","South Atlanta Law and Social Justice School",51,4.8,66.7
2014,"761","Atlanta Public Schools","0306","School of Technology at Carver",44,27.8,22.2
2014,"761","Atlanta Public Schools","0406","School of Health Sciences and Research at Carver",77,16,32
2014,"761","Atlanta Public Schools","0408","South Atlanta School of Computer Animation and Design",37,46.2,23.1
2014,"761","Atlanta Public Schools","0506","The School of the Arts at Carver",73,12.5,50
2014,"761","Atlanta Public Schools","0508","Therrell School of Law, Government and Public Policy - C",36,16.7,33.3
2014,"761","Atlanta Public Schools","0608","Therrell School of Engineering, Math, and Science - C",59,10,35
2014,"761","Atlanta Public Schools","0708","Therrell School of Health and Science - C",36,6.7,26.7
2014,"761","Atlanta Public Schools","2664","Crim High School",37,0,50
2014,"761","Atlanta Public Schools","4058","Douglass High School",105,22.6,38.7
2014,"761","Atlanta Public Schools","4560","Grady High School",240,7.9,23.8
2014,"761","Atlanta Public Schools","ALL","All Atlanta Public  High Schools",1791,16.5,34.8
2014,"763","Bremen City","0201","Bremen High School",144,5.2,16.7
2014,"763","Bremen City","ALL","All Bremen City High Schools",144,5.2,16.7
2014,"764","Buford City","0191","Buford High School",224,8.3,5
2014,"764","Buford City","ALL","All Buford City High Schools",224,8.3,5
2014,"765","Calhoun City","3050","Calhoun High School",178,10.2,25
2014,"765","Calhoun City","ALL","All Calhoun City High Schools",178,10.2,25
2014,"766","Carrollton City","1050","Carrollton High School",264,6,10.7
2014,"766","Carrollton City","ALL","All Carrollton City High Schools",264,6,10.7
2014,"767","Cartersville City","2050","Cartersville High School",212,19.7,25.2
2014,"767","Cartersville City","ALL","All Cartersville City High Schools",212,19.7,25.2
2014,"769","Chickamauga City","0211","Gordon Lee High School",100,4,24
2014,"769","Chickamauga City","ALL","All Chickamauga City High Schools",100,4,24
2014,"771","Commerce City","0112","Commerce High School",87,7.7,25.6
2014,"771","Commerce City","ALL","All Commerce City High Schools",87,7.7,25.6
2014,"772","Dalton Public Schools","0110","Morris Innovative High School",46,11.1,66.7
2014,"772","Dalton Public Schools","4050","Dalton High School",292,6.2,19.3
2014,"772","Dalton Public Schools","ALL","All Dalton Public  High Schools",338,6.5,21.8
2014,"773","Decatur City","3050","Decatur High School",193,9.8,15.7
2014,"773","Decatur City","ALL","All Decatur City High Schools",193,9.8,15.7
2014,"774","Dublin City","0211","Dublin High School",99,12.1,20.7
2014,"774","Dublin City","ALL","All Dublin City High Schools",99,12.1,20.7
2014,"776","Gainesville City","0210","The Academy at Woods Mill",30,11.1,44.4
2014,"776","Gainesville City","3050","Gainesville High School",320,21.6,24
2014,"776","Gainesville City","ALL","All Gainesville City High Schools",350,20.9,25.4
2014,"779","Jefferson City","0174","Jefferson High School",174,8.2,13.3
2014,"779","Jefferson City","ALL","All Jefferson City High Schools",174,8.2,13.3
2014,"781","Marietta City","0101","Marietta High School",401,13.9,32.4
2014,"781","Marietta City","ALL","All Marietta City High Schools",401,13.9,32.4
2014,"7820108","State Charter Schools- Mountain Education Center School","0108","Mountain Education Charter High School",192,14.8,29.6
2014,"7820108","State Charter Schools- Mountain Education Center School","ALL","All State Charter Schools- Mountain Education Center School",192,14.8,29.6
2014,"7820110","State Charter Schools- Odyssey School","0110","Odyssey Charter School",252,3,30.7
2014,"7820110","State Charter Schools- Odyssey School","ALL","All State Charter Schools- Odyssey School",252,3,30.7
2014,"7820119","State Charter Schools- Provost Academy Georgia","0119","Graduation Achievement Center Charter High School",17,100,100
2014,"7820119","State Charter Schools- Provost Academy Georgia","ALL","All State Charter Schools- Provost Academy Georgia",17,100,100
2014,"7820412","State Charter Schools- Georgia Connections Academy","0412","Georgia Connections Academy",76,5.3,26.3
2014,"7820412","State Charter Schools- Georgia Connections Academy","ALL","All State Charter Schools- Georgia Connections Academy",76,5.3,26.3
2014,"7830103","Commission Charter Schools- CCAT School","0103","Statesboro STEAM Academy",18,9.1,18.2
2014,"7830103","Commission Charter Schools- CCAT School","ALL","All Commission Charter - CCAT  High Schools",18,9.1,18.2
2014,"784","Pelham City","0111","Pelham High School",112,26.3,17.5
2014,"784","Pelham City","ALL","All Pelham City High Schools",112,26.3,17.5
2014,"785","Rome City","0193","Rome High School",280,16.7,27
2014,"785","Rome City","ALL","All Rome City High Schools",280,16.7,27
2014,"786","Social Circle City","0300","Social Circle High School",93,13.3,22.2
2014,"786","Social Circle City","ALL","All Social Circle City High Schools",93,13.3,22.2
2014,"789","Thomasville City","4052","Thomasville High School",115,13.4,11.9
2014,"789","Thomasville City","ALL","All Thomasville City High Schools",115,13.4,11.9
2014,"791","Trion City","0301","Trion High School",99,16.4,32.7
2014,"791","Trion City","ALL","All Trion City High Schools",99,16.4,32.7
2014,"792","Valdosta City","0273","Valdosta High School",304,23.6,30.1
2014,"792","Valdosta City","ALL","All Valdosta City High Schools",304,23.6,30.1
2014,"793","Vidalia City","0273","Vidalia Comprehensive High School",152,13.6,30.1
2014,"793","Vidalia City","ALL","All Vidalia City High Schools",152,13.6,30.1
2014,"7991894","State Schools- Georgia Academy for the Blind","1894","Georgia Academy for the Blind",10,0,50
2014,"7991894","State Schools- Georgia Academy for the Blind","ALL","All State Schools- Georgia Academy for the Blind",10,0,50
2014,"ALL","State of Georgia","ALL","All Georgia High Schools",90584,11.7,21.1
2015,"601","Appling County","0103","Appling County High School",239,16.4,23.6
2015,"601","Appling County","ALL","All Appling County High Schools",239,16.4,23.6
2015,"602","Atkinson County","0103","Atkinson County High School",83,30.2,34.9
2015,"602","Atkinson County","ALL","All Atkinson County High Schools",83,30.2,34.9
2015,"603","Bacon County","0302","Bacon County High School",139,30.8,32.3
2015,"603","Bacon County","ALL","All Bacon County High Schools",139,30.8,32.3
2015,"604","Baker County","0105","Baker County K12 School",20,33.3,33.3
2015,"604","Baker County","ALL","All Baker County High Schools",20,33.3,33.3
2015,"605","Baldwin County","0189","Baldwin High School",275,21.2,24.7
2015,"605","Baldwin County","ALL","All Baldwin County High Schools",275,21.2,24.7
2015,"606","Banks County","0199","Banks County High School",189,13,23.2
2015,"606","Banks County","ALL","All Banks County High Schools",189,13,23.2
2015,"607","Barrow County","0101","Apalachee High School",344,12.7,25.3
2015,"607","Barrow County","0113","Snodon Preparatory School",46,25,50
2015,"607","Barrow County","3052","Winder-Barrow High School",333,13.8,27.6
2015,"607","Barrow County","ALL","All Barrow County High Schools",723,13.5,27
2015,"608","Bartow County","0105","Adairsville High School",206,11,28
2015,"608","Bartow County","0114","Cass High School",313,22,33.3
2015,"608","Bartow County","0198","Woodland High School",343,16.8,32.4
2015,"608","Bartow County","ALL","All Bartow County High Schools",862,17.2,31.8
2015,"609","Ben Hill County","0291","Fitzgerald High School",158,14.8,22.2
2015,"609","Ben Hill County","ALL","All Ben Hill County High Schools",158,14.8,22.2
2015,"610","Berrien County","0101","Berrien High School",184,14.3,11.4
2015,"610","Berrien County","0106","Berrien Academy Performance Learning Center",23,20,0
2015,"610","Berrien County","ALL","All Berrien County High Schools",207,14.7,10.7
2015,"611","Bibb County","0105","Howard High School",204,19.1,26.4
2015,"611","Bibb County","0186","Central High School",187,20.2,28.7
2015,"611","Bibb County","0198","Westside High School",246,18.9,46.3
2015,"611","Bibb County","0204","Rutland High School",202,15.8,29.5
2015,"611","Bibb County","0286","Northeast High School",108,38.9,38.9
2015,"611","Bibb County","0303","William S. Hutchings Career Center",48,11.5,46.2
2015,"611","Bibb County","0386","Southwest High School",161,31.6,36.8
2015,"611","Bibb County","ALL","All Bibb County High Schools",1156,21.1,34.1
2015,"612","Bleckley County","0105","Bleckley County High School",128,6.5,9.1
2015,"612","Bleckley County","0115","Bleckley County Success Academy",17,0,0
2015,"612","Bleckley County","ALL","All Bleckley County High Schools",145,6.2,8.6
2015,"613","Brantley County","1050","Brantley County High School",207,9.2,12.6
2015,"613","Brantley County","ALL","All Brantley County High Schools",207,9.2,12.6
2015,"614","Brooks County","0110","Brooks County High School",113,18.4,23.7
2015,"614","Brooks County","ALL","All Brooks County High Schools",113,18.4,23.7
2015,"615","Bryan County","0182","Richmond Hill High School",420,2.8,8.1
2015,"615","Bryan County","0502","Bryan County High School",97,13.6,31.8
2015,"615","Bryan County","ALL","All Bryan County High Schools",517,4.5,11.7
2015,"616","Bulloch County","0203","Southeast Bulloch High School",211,5.1,16.1
2015,"616","Bulloch County","2054","Statesboro High School",336,10.5,23.3
2015,"616","Bulloch County","4052","Portal Middle/High School",46,13.3,13.3
2015,"616","Bulloch County","ALL","All Bulloch County High Schools",593,8.9,20.1
2015,"617","Burke County","0288","Burke County High School",291,16,32.1
2015,"617","Burke County","ALL","All Burke County High Schools",291,16,32.1
2015,"618","Butts County","0190","Jackson High School",222,14.9,29.8
2015,"618","Butts County","ALL","All Butts County High Schools",222,14.9,29.8
2015,"619","Calhoun County","0113","Calhoun County High School",32,26.7,20
2015,"619","Calhoun County","ALL","All Calhoun County High Schools",32,26.7,20
2015,"620","Camden County","0295","Camden County High School",585,7.4,11.1
2015,"620","Camden County","ALL","All Camden County High Schools",585,7.4,11.1
2015,"621","Candler County","0101","Metter High School",121,9.1,21.8
2015,"621","Candler County","ALL","All Candler County High Schools",121,9.1,21.8
2015,"622","Carroll County","0189","Temple High School",136,10,24
2015,"622","Carroll County","0212","Mt. Zion High School",86,6.5,19.4
2015,"622","Carroll County","2052","Central High School",230,5.8,26.2
2015,"622","Carroll County","3050","Bowdon High School",101,5.6,22.2
2015,"622","Carroll County","5054","Villa Rica High School",304,7,19.4
2015,"622","Carroll County","ALL","All Carroll County High Schools",857,6.8,22.3
2015,"623","Catoosa County","0109","Heritage High School",304,4.4,13.3
2015,"623","Catoosa County","1052","Lakeview-Fort Oglethorpe High School",215,28.8,42.3
