"GRADUATION_YEAR","SCHOOL_DISTRCT_CD","DISTRICT","INSTN_NUMBER","SCHOOL_NAME","COLLEGE","INSTATE_ENR_RANK"
2008,"614","Brooks County","ALL","All Brooks County High Schools","Georgia Southern University",5
2008,"614","Brooks County","ALL","All Brooks County High Schools","South Georgia State College",3
2008,"614","Brooks County","ALL","All Brooks County High Schools","Valdosta State University",3
2008,"614","Brooks County","ALL","All Brooks County High Schools","Valdosta Technical College",1
2008,"615","Bryan County","0182","Richmond Hill High School","Armstrong State University",1
2008,"615","Bryan County","0182","Richmond Hill High School","Georgia Southern University",3
2008,"615","Bryan County","0182","Richmond Hill High School","Savannah Technical College",2
2008,"615","Bryan County","0182","Richmond Hill High School","University Of Georgia",4
2008,"615","Bryan County","0182","Richmond Hill High School","Valdosta State University",4
2008,"615","Bryan County","0502","Bryan County High School","Armstrong State University",3
2008,"615","Bryan County","0502","Bryan County High School","East Georgia State College",1
2008,"615","Bryan County","0502","Bryan County High School","Georgia Southern University",3
2008,"615","Bryan County","0502","Bryan County High School","Ogeechee Technical College",2
2008,"615","Bryan County","0502","Bryan County High School","Savannah Technical College",5
2008,"615","Bryan County","ALL","All Bryan County High Schools","Armstrong State University",1
2008,"615","Bryan County","ALL","All Bryan County High Schools","East Georgia State College",2
2008,"615","Bryan County","ALL","All Bryan County High Schools","Georgia Southern University",3
2008,"615","Bryan County","ALL","All Bryan County High Schools","Savannah Technical College",4
2008,"615","Bryan County","ALL","All Bryan County High Schools","University Of Georgia",5
2008,"616","Bulloch County","0203","Southeast Bulloch High School","Armstrong State University",4
2008,"616","Bulloch County","0203","Southeast Bulloch High School","East Georgia State College",3
2008,"616","Bulloch County","0203","Southeast Bulloch High School","Georgia Southern University",1
2008,"616","Bulloch County","0203","Southeast Bulloch High School","Georgia State University",5
2008,"616","Bulloch County","0203","Southeast Bulloch High School","Ogeechee Technical College",2
2008,"616","Bulloch County","2054","Statesboro High School","East Georgia State College",1
2008,"616","Bulloch County","2054","Statesboro High School","Fort Valley State University",5
2008,"616","Bulloch County","2054","Statesboro High School","Georgia Southern University",2
2008,"616","Bulloch County","2054","Statesboro High School","Ogeechee Technical College",3
2008,"616","Bulloch County","2054","Statesboro High School","University Of Georgia",4
2008,"616","Bulloch County","4052","Portal Middle/High School","East Georgia State College",1
2008,"616","Bulloch County","4052","Portal Middle/High School","Georgia Southern University",2
2008,"616","Bulloch County","4052","Portal Middle/High School","Mercer University",4
2008,"616","Bulloch County","4052","Portal Middle/High School","Ogeechee Technical College",3
2008,"616","Bulloch County","4052","Portal Middle/High School","Valdosta State University",4
2008,"616","Bulloch County","ALL","All Bulloch County High Schools","Armstrong State University",5
2008,"616","Bulloch County","ALL","All Bulloch County High Schools","East Georgia State College",1
2008,"616","Bulloch County","ALL","All Bulloch County High Schools","Georgia Southern University",2
2008,"616","Bulloch County","ALL","All Bulloch County High Schools","Ogeechee Technical College",3
2008,"616","Bulloch County","ALL","All Bulloch County High Schools","University Of Georgia",4
2008,"617","Burke County","0288","Burke County High School","Augusta Technical College",1
2008,"617","Burke County","0288","Burke County High School","Augusta University",3
2008,"617","Burke County","0288","Burke County High School","East Georgia State College",2
2008,"617","Burke County","0288","Burke County High School","Fort Valley State University",4
2008,"617","Burke County","0288","Burke County High School","Georgia State University",5
2008,"617","Burke County","ALL","All Burke County High Schools","Augusta Technical College",1
2008,"617","Burke County","ALL","All Burke County High Schools","Augusta University",3
2008,"617","Burke County","ALL","All Burke County High Schools","East Georgia State College",2
2008,"617","Burke County","ALL","All Burke County High Schools","Fort Valley State University",4
2008,"617","Burke County","ALL","All Burke County High Schools","Georgia State University",5
2008,"618","Butts County","0190","Jackson High School","Armstrong State University",5
2008,"618","Butts County","0190","Jackson High School","Georgia College & State University",4
2008,"618","Butts County","0190","Jackson High School","Gordon State College",1
2008,"618","Butts County","0190","Jackson High School","Griffin Technical College",2
2008,"618","Butts County","0190","Jackson High School","University Of West Georgia",3
2008,"618","Butts County","ALL","All Butts County High Schools","Armstrong State University",5
2008,"618","Butts County","ALL","All Butts County High Schools","Georgia College & State University",4
2008,"618","Butts County","ALL","All Butts County High Schools","Gordon State College",1
2008,"618","Butts County","ALL","All Butts County High Schools","Griffin Technical College",2
2008,"618","Butts County","ALL","All Butts County High Schools","University Of West Georgia",3
2008,"619","Calhoun County","4050","Calhoun County Middle/High School","Abraham Baldwin Agricultural College",3
2008,"619","Calhoun County","4050","Calhoun County Middle/High School","Darton State College",1
2008,"619","Calhoun County","4050","Calhoun County Middle/High School","Fort Valley State University",4
2008,"619","Calhoun County","4050","Calhoun County Middle/High School","Georgia Southwestern State University",5
2008,"619","Calhoun County","4050","Calhoun County Middle/High School","South Georgia Technical College",2
2008,"619","Calhoun County","ALL","All Calhoun County High Schools","Abraham Baldwin Agricultural College",3
2008,"619","Calhoun County","ALL","All Calhoun County High Schools","Albany Technical College",5
2008,"619","Calhoun County","ALL","All Calhoun County High Schools","Darton State College",1
2008,"619","Calhoun County","ALL","All Calhoun County High Schools","Fort Valley State University",4
2008,"619","Calhoun County","ALL","All Calhoun County High Schools","South Georgia Technical College",2
2008,"620","Camden County","0295","Camden County High School","Armstrong State University",4
2008,"620","Camden County","0295","Camden County High School","College Of Coastal Georgia",1
2008,"620","Camden County","0295","Camden County High School","Georgia Southern University",2
2008,"620","Camden County","0295","Camden County High School","University Of Georgia",5
2008,"620","Camden County","0295","Camden County High School","Valdosta State University",3
2008,"620","Camden County","ALL","All Camden County High Schools","Armstrong State University",4
2008,"620","Camden County","ALL","All Camden County High Schools","College Of Coastal Georgia",1
2008,"620","Camden County","ALL","All Camden County High Schools","Georgia Southern University",2
2008,"620","Camden County","ALL","All Camden County High Schools","University Of Georgia",5
2008,"620","Camden County","ALL","All Camden County High Schools","Valdosta State University",3
2008,"621","Candler County","0101","Metter High School","East Georgia State College",1
2008,"621","Candler County","0101","Metter High School","Georgia Southern University",2
2008,"621","Candler County","0101","Metter High School","Ogeechee Technical College",3
2008,"621","Candler County","0101","Metter High School","University Of Georgia",4
2008,"621","Candler County","0101","Metter High School","Valdosta State University",5
2008,"621","Candler County","ALL","All Candler County High Schools","East Georgia State College",1
2008,"621","Candler County","ALL","All Candler County High Schools","Georgia Southern University",2
2008,"621","Candler County","ALL","All Candler County High Schools","Ogeechee Technical College",3
2008,"621","Candler County","ALL","All Candler County High Schools","University Of Georgia",4
2008,"621","Candler County","ALL","All Candler County High Schools","Valdosta State University",5
2008,"622","Carroll County","0189","Temple High School","Abraham Baldwin Agricultural College",4
2008,"622","Carroll County","0189","Temple High School","Georgia Highlands College",3
2008,"622","Carroll County","0189","Temple High School","University Of Georgia",4
2008,"622","Carroll County","0189","Temple High School","University Of West Georgia",1
2008,"622","Carroll County","0189","Temple High School","West Central Technical College",2
2008,"622","Carroll County","0190","Open Campus High School","University Of West Georgia",2
2008,"622","Carroll County","0190","Open Campus High School","West Central Technical College",1
2008,"622","Carroll County","0308","Mt. Zion High School","Chattahoochee Tech College - Marietta",3
2008,"622","Carroll County","0308","Mt. Zion High School","East Georgia State College",3
2008,"622","Carroll County","0308","Mt. Zion High School","University Of West Georgia",2
2008,"622","Carroll County","0308","Mt. Zion High School","West Central Technical College",1
2008,"622","Carroll County","2052","Central High School","Abraham Baldwin Agricultural College",4
2008,"622","Carroll County","2052","Central High School","Georgia Highlands College",3
2008,"622","Carroll County","2052","Central High School","University Of Georgia",4
2008,"622","Carroll County","2052","Central High School","University Of West Georgia",1
2008,"622","Carroll County","2052","Central High School","West Central Technical College",2
2008,"622","Carroll County","3050","Bowdon High School","Shorter University",3
2008,"622","Carroll County","3050","Bowdon High School","University Of Georgia",4
2008,"622","Carroll County","3050","Bowdon High School","University Of West Georgia",1
2008,"622","Carroll County","3050","Bowdon High School","West Central Technical College",1
2008,"622","Carroll County","3050","Bowdon High School","Young Harris College",5
2008,"622","Carroll County","5054","Villa Rica High School","Georgia Highlands College",3
2008,"622","Carroll County","5054","Villa Rica High School","Georgia Southern University",4
2008,"622","Carroll County","5054","Villa Rica High School","University Of West Georgia",1
2008,"622","Carroll County","5054","Villa Rica High School","Valdosta State University",5
2008,"622","Carroll County","5054","Villa Rica High School","West Central Technical College",1
2008,"622","Carroll County","ALL","All Carroll County High Schools","Georgia Highlands College",3
2008,"622","Carroll County","ALL","All Carroll County High Schools","Georgia Southern University",5
2008,"622","Carroll County","ALL","All Carroll County High Schools","University Of Georgia",4
2008,"622","Carroll County","ALL","All Carroll County High Schools","University Of West Georgia",1
2008,"622","Carroll County","ALL","All Carroll County High Schools","West Central Technical College",2
2008,"623","Catoosa County","1052","Lakeview-Fort Oglethorpe High School","Dalton State College",1
2008,"623","Catoosa County","1052","Lakeview-Fort Oglethorpe High School","Georgia Institute Of Technology",5
2008,"623","Catoosa County","1052","Lakeview-Fort Oglethorpe High School","Northwestern Technical College",2
2008,"623","Catoosa County","1052","Lakeview-Fort Oglethorpe High School","University Of Georgia",4
2008,"623","Catoosa County","1052","Lakeview-Fort Oglethorpe High School","University Of West Georgia",3
2008,"623","Catoosa County","4052","Ringgold High School","Berry College",5
2008,"623","Catoosa County","4052","Ringgold High School","Dalton State College",1
2008,"623","Catoosa County","4052","Ringgold High School","Kennesaw State University",3
2008,"623","Catoosa County","4052","Ringgold High School","Northwestern Technical College",2
2008,"623","Catoosa County","4052","Ringgold High School","University Of Georgia",4
2008,"623","Catoosa County","ALL","All Catoosa County High Schools","Dalton State College",1
2008,"623","Catoosa County","ALL","All Catoosa County High Schools","Kennesaw State University",4
2008,"623","Catoosa County","ALL","All Catoosa County High Schools","Northwestern Technical College",2
2008,"623","Catoosa County","ALL","All Catoosa County High Schools","University Of Georgia",3
2008,"623","Catoosa County","ALL","All Catoosa County High Schools","University Of West Georgia",5
2008,"624","Charlton County","0287","Charlton County High School","Abraham Baldwin Agricultural College",2
2008,"624","Charlton County","0287","Charlton County High School","College Of Coastal Georgia",1
2008,"624","Charlton County","0287","Charlton County High School","South Georgia State College",5
2008,"624","Charlton County","0287","Charlton County High School","University Of Georgia",4
2008,"624","Charlton County","0287","Charlton County High School","Valdosta State University",3
2008,"624","Charlton County","ALL","All Charlton County High Schools","Abraham Baldwin Agricultural College",2
2008,"624","Charlton County","ALL","All Charlton County High Schools","College Of Coastal Georgia",1
2008,"624","Charlton County","ALL","All Charlton County High Schools","South Georgia State College",5
2008,"624","Charlton County","ALL","All Charlton County High Schools","University Of Georgia",4
2008,"624","Charlton County","ALL","All Charlton County High Schools","Valdosta State University",3
2008,"625","Savannah-Chatham County","0101","Johnson High School","Armstrong State University",1
2008,"625","Savannah-Chatham County","0101","Johnson High School","Georgia Southern University",4
2008,"625","Savannah-Chatham County","0101","Johnson High School","Savannah State University",3
2008,"625","Savannah-Chatham County","0101","Johnson High School","Savannah Technical College",2
2008,"625","Savannah-Chatham County","0101","Johnson High School","University Of Georgia",4
2008,"625","Savannah-Chatham County","0399","Savannah High School","Armstrong State University",5
2008,"625","Savannah-Chatham County","0399","Savannah High School","Middle Georgia State University",4
2008,"625","Savannah-Chatham County","0399","Savannah High School","Paine College",3
2008,"625","Savannah-Chatham County","0399","Savannah High School","Savannah State University",1
2008,"625","Savannah-Chatham County","0399","Savannah High School","Savannah Technical College",1
2008,"625","Savannah-Chatham County","0499","Savannah Arts Academy","Armstrong State University",1
2008,"625","Savannah-Chatham County","0499","Savannah Arts Academy","Georgia College & State University",3
2008,"625","Savannah-Chatham County","0499","Savannah Arts Academy","Georgia State University",4
2008,"625","Savannah-Chatham County","0499","Savannah Arts Academy","Savannah College Of Art & Design",5
2008,"625","Savannah-Chatham County","0499","Savannah Arts Academy","University Of Georgia",2
2008,"625","Savannah-Chatham County","2052","Beach High School","Armstrong State University",3
2008,"625","Savannah-Chatham County","2052","Beach High School","East Georgia State College",4
2008,"625","Savannah-Chatham County","2052","Beach High School","Fort Valley State University",5
2008,"625","Savannah-Chatham County","2052","Beach High School","Savannah State University",1
2008,"625","Savannah-Chatham County","2052","Beach High School","Savannah Technical College",2
2008,"625","Savannah-Chatham County","3056","Groves High School","Armstrong State University",3
2008,"625","Savannah-Chatham County","3056","Groves High School","East Georgia State College",4
2008,"625","Savannah-Chatham County","3056","Groves High School","Savannah State University",2
2008,"625","Savannah-Chatham County","3056","Groves High School","Savannah Technical College",1
2008,"625","Savannah-Chatham County","3056","Groves High School","Valdosta State University",5
2008,"625","Savannah-Chatham County","5060","Jenkins High School","Armstrong State University",3
2008,"625","Savannah-Chatham County","5060","Jenkins High School","Georgia State University",4
2008,"625","Savannah-Chatham County","5060","Jenkins High School","Savannah State University",1
2008,"625","Savannah-Chatham County","5060","Jenkins High School","Savannah Technical College",2
2008,"625","Savannah-Chatham County","5060","Jenkins High School","University Of Georgia",5
2008,"625","Savannah-Chatham County","5070","Windsor Forest High School","Armstrong State University",1
2008,"625","Savannah-Chatham County","5070","Windsor Forest High School","Georgia Southern University",5
2008,"625","Savannah-Chatham County","5070","Windsor Forest High School","Savannah State University",3
2008,"625","Savannah-Chatham County","5070","Windsor Forest High School","Savannah Technical College",2
2008,"625","Savannah-Chatham County","5070","Windsor Forest High School","Valdosta State University",4
2008,"625","Savannah-Chatham County","ALL","All Savannah-Chatham County High Schools","Armstrong State University",2
2008,"625","Savannah-Chatham County","ALL","All Savannah-Chatham County High Schools","Georgia Southern University",5
2008,"625","Savannah-Chatham County","ALL","All Savannah-Chatham County High Schools","Georgia State University",4
2008,"625","Savannah-Chatham County","ALL","All Savannah-Chatham County High Schools","Savannah State University",3
2008,"625","Savannah-Chatham County","ALL","All Savannah-Chatham County High Schools","Savannah Technical College",1
2008,"626","Chattahoochee County","0206","Chattahoochee County High School","Albany State University",3
2008,"626","Chattahoochee County","0206","Chattahoochee County High School","Columbus State University",1
2008,"626","Chattahoochee County","0206","Chattahoochee County High School","Columbus Technical College",2
2008,"626","Chattahoochee County","0206","Chattahoochee County High School","Fort Valley State University",5
2008,"626","Chattahoochee County","0206","Chattahoochee County High School","South Georgia Technical College",3
2008,"626","Chattahoochee County","ALL","All Chattahoochee County High Schools","Albany State University",3
2008,"626","Chattahoochee County","ALL","All Chattahoochee County High Schools","Columbus State University",1
2008,"626","Chattahoochee County","ALL","All Chattahoochee County High Schools","Columbus Technical College",2
2008,"626","Chattahoochee County","ALL","All Chattahoochee County High Schools","Fort Valley State University",5
2008,"626","Chattahoochee County","ALL","All Chattahoochee County High Schools","South Georgia Technical College",3
2008,"627","Chattooga County","1050","Chattooga High School","Abraham Baldwin Agricultural College",3
2008,"627","Chattooga County","1050","Chattooga High School","Coosa Valley Technical College",3
2008,"627","Chattooga County","1050","Chattooga High School","Georgia Highlands College",2
2008,"627","Chattooga County","1050","Chattooga High School","Northwestern Technical College",1
2008,"627","Chattooga County","1050","Chattooga High School","Shorter University",5
2008,"627","Chattooga County","ALL","All Chattooga County High Schools","Abraham Baldwin Agricultural College",3
2008,"627","Chattooga County","ALL","All Chattooga County High Schools","Coosa Valley Technical College",3
2008,"627","Chattooga County","ALL","All Chattooga County High Schools","Georgia Highlands College",2
2008,"627","Chattooga County","ALL","All Chattooga County High Schools","Northwestern Technical College",1
2008,"627","Chattooga County","ALL","All Chattooga County High Schools","Shorter University",5
2008,"628","Cherokee County","0176","Etowah High School","Georgia Highlands College",2
2008,"628","Cherokee County","0176","Etowah High School","Georgia Institute Of Technology",4
2008,"628","Cherokee County","0176","Etowah High School","Kennesaw State University",1
2008,"628","Cherokee County","0176","Etowah High School","University Of Georgia",3
2008,"628","Cherokee County","0176","Etowah High School","Valdosta State University",5
2008,"628","Cherokee County","0191","Sequoyah High School","Georgia Perimeter College",4
2008,"628","Cherokee County","0191","Sequoyah High School","Georgia Southern University",4
2008,"628","Cherokee County","0191","Sequoyah High School","Kennesaw State University",1
2008,"628","Cherokee County","0191","Sequoyah High School","University Of Georgia",2
2008,"628","Cherokee County","0191","Sequoyah High School","University Of West Georgia",3
2008,"628","Cherokee County","0194","Polaris Evening School","Appalachian Technical College",5
2008,"628","Cherokee County","0194","Polaris Evening School","Chattahoochee Tech College - Marietta",2
2008,"628","Cherokee County","0194","Polaris Evening School","Georgia Highlands College",3
2008,"628","Cherokee County","0194","Polaris Evening School","Kennesaw State University",4
2008,"628","Cherokee County","0194","Polaris Evening School","North Metro Technical College",1
2008,"628","Cherokee County","0197","Woodstock High School","Georgia Highlands College",2
2008,"628","Cherokee County","0197","Woodstock High School","Georgia Southern University",4
2008,"628","Cherokee County","0197","Woodstock High School","Kennesaw State University",1
2008,"628","Cherokee County","0197","Woodstock High School","North Metro Technical College",4
2008,"628","Cherokee County","0197","Woodstock High School","University Of West Georgia",3
2008,"628","Cherokee County","5050","Cherokee High School","Appalachian Technical College",3
2008,"628","Cherokee County","5050","Cherokee High School","Georgia Highlands College",2
2008,"628","Cherokee County","5050","Cherokee High School","Kennesaw State University",1
2008,"628","Cherokee County","5050","Cherokee High School","Reinhardt University",3
2008,"628","Cherokee County","5050","Cherokee High School","University Of Georgia",5
2008,"628","Cherokee County","ALL","All Cherokee County High Schools","Georgia Highlands College",2
2008,"628","Cherokee County","ALL","All Cherokee County High Schools","Georgia Southern University",5
2008,"628","Cherokee County","ALL","All Cherokee County High Schools","Kennesaw State University",1
2008,"628","Cherokee County","ALL","All Cherokee County High Schools","North Metro Technical College",4
2008,"628","Cherokee County","ALL","All Cherokee County High Schools","University Of Georgia",3
2008,"629","Clarke County","0102","Cedar Shoals High School","Athens Technical College",1
2008,"629","Clarke County","0102","Cedar Shoals High School","Augusta University",5
2008,"629","Clarke County","0102","Cedar Shoals High School","Fort Valley State University",4
2008,"629","Clarke County","0102","Cedar Shoals High School","Gainesville State College",2
2008,"629","Clarke County","0102","Cedar Shoals High School","University Of Georgia",3
2008,"629","Clarke County","0104","Classic City High School","Athens Technical College",1
2008,"629","Clarke County","0104","Classic City High School","Emory University",2
2008,"629","Clarke County","0104","Classic City High School","Gainesville State College",2
2008,"629","Clarke County","0104","Classic City High School","Georgia College & State University",2
2008,"629","Clarke County","0104","Classic City High School","University Of West Georgia",2
2008,"629","Clarke County","5556","Clarke Central High School","Athens Technical College",2
2008,"629","Clarke County","5556","Clarke Central High School","Fort Valley State University",5
2008,"629","Clarke County","5556","Clarke Central High School","Gainesville State College",3
2008,"629","Clarke County","5556","Clarke Central High School","Middle Georgia State University",4
2008,"629","Clarke County","5556","Clarke Central High School","University Of Georgia",1
2008,"629","Clarke County","ALL","All Clarke County High Schools","Athens Technical College",1
2008,"629","Clarke County","ALL","All Clarke County High Schools","Fort Valley State University",4
2008,"629","Clarke County","ALL","All Clarke County High Schools","Gainesville State College",2
2008,"629","Clarke County","ALL","All Clarke County High Schools","Middle Georgia State University",5
2008,"629","Clarke County","ALL","All Clarke County High Schools","University Of Georgia",3
2008,"631","Clayton County","0104","Mundy's Mill High School","Fort Valley State University",1
2008,"631","Clayton County","0104","Mundy's Mill High School","Georgia Perimeter College",2
2008,"631","Clayton County","0104","Mundy's Mill High School","Georgia State University",3
2008,"631","Clayton County","0104","Mundy's Mill High School","Gordon State College",3
2008,"631","Clayton County","0104","Mundy's Mill High School","Valdosta State University",5
2008,"631","Clayton County","0190","Lovejoy High School","Clayton State University",3
2008,"631","Clayton County","0190","Lovejoy High School","Georgia Perimeter College",4
2008,"631","Clayton County","0190","Lovejoy High School","Georgia State University",5
2008,"631","Clayton County","0190","Lovejoy High School","Gordon State College",1
2008,"631","Clayton County","0190","Lovejoy High School","Griffin Technical College",1
2008,"631","Clayton County","0290","Mount Zion High School","Atlanta Technical College",2
2008,"631","Clayton County","0290","Mount Zion High School","Clayton State University",5
2008,"631","Clayton County","0290","Mount Zion High School","Fort Valley State University",3
2008,"631","Clayton County","0290","Mount Zion High School","Georgia Perimeter College",1
2008,"631","Clayton County","0290","Mount Zion High School","University Of West Georgia",3
2008,"631","Clayton County","0377","Riverdale High School","Atlanta Metropolitan State College",2
2008,"631","Clayton County","0377","Riverdale High School","Clayton State University",4
2008,"631","Clayton County","0377","Riverdale High School","Georgia Perimeter College",1
2008,"631","Clayton County","0377","Riverdale High School","Georgia State University",4
2008,"631","Clayton County","0377","Riverdale High School","Gordon State College",3
2008,"631","Clayton County","1054","Forest Park High School","Atlanta Metropolitan State College",5
2008,"631","Clayton County","1054","Forest Park High School","Atlanta Technical College",4
2008,"631","Clayton County","1054","Forest Park High School","Clayton State University",3
2008,"631","Clayton County","1054","Forest Park High School","Georgia Perimeter College",1
2008,"631","Clayton County","1054","Forest Park High School","Georgia State University",2
2008,"631","Clayton County","1056","Jonesboro High School","Atlanta Metropolitan State College",5
2008,"631","Clayton County","1056","Jonesboro High School","Clayton State University",2
2008,"631","Clayton County","1056","Jonesboro High School","Georgia Southern University",4
2008,"631","Clayton County","1056","Jonesboro High School","Georgia State University",1
2008,"631","Clayton County","1056","Jonesboro High School","Gordon State College",3
2008,"631","Clayton County","2052","North Clayton High School","Atlanta Technical College",4
2008,"631","Clayton County","2052","North Clayton High School","Fort Valley State University",1
2008,"631","Clayton County","2052","North Clayton High School","Georgia Perimeter College",3
2008,"631","Clayton County","2052","North Clayton High School","Georgia State University",5
2008,"631","Clayton County","2052","North Clayton High School","Savannah State University",2
2008,"631","Clayton County","4058","Morrow High School","Albany State University",5
2008,"631","Clayton County","4058","Morrow High School","Clayton State University",3
2008,"631","Clayton County","4058","Morrow High School","Georgia Perimeter College",1
2008,"631","Clayton County","4058","Morrow High School","Georgia State University",3
2008,"631","Clayton County","4058","Morrow High School","Gordon State College",2
2008,"631","Clayton County","ALL","All Clayton County High Schools","Clayton State University",3
2008,"631","Clayton County","ALL","All Clayton County High Schools","Fort Valley State University",4
2008,"631","Clayton County","ALL","All Clayton County High Schools","Georgia Perimeter College",1
2008,"631","Clayton County","ALL","All Clayton County High Schools","Georgia State University",2
2008,"631","Clayton County","ALL","All Clayton County High Schools","Gordon State College",5
2008,"632","Clinch County","1050","Clinch County High School","Abraham Baldwin Agricultural College",4
2008,"632","Clinch County","1050","Clinch County High School","Okefenokee Technical College",1
2008,"632","Clinch County","1050","Clinch County High School","University Of Georgia",3
2008,"632","Clinch County","1050","Clinch County High School","Valdosta State University",4
2008,"632","Clinch County","1050","Clinch County High School","Valdosta Technical College",2
2008,"632","Clinch County","ALL","All Clinch County High Schools","Abraham Baldwin Agricultural College",4
2008,"632","Clinch County","ALL","All Clinch County High Schools","Okefenokee Technical College",1
2008,"632","Clinch County","ALL","All Clinch County High Schools","University Of Georgia",3
2008,"632","Clinch County","ALL","All Clinch County High Schools","Valdosta State University",4
2008,"632","Clinch County","ALL","All Clinch County High Schools","Valdosta Technical College",2
2008,"633","Cobb County","0101","Kennesaw Mountain High School","Georgia Highlands College",2
2008,"633","Cobb County","0101","Kennesaw Mountain High School","Georgia Institute Of Technology",4
2008,"633","Cobb County","0101","Kennesaw Mountain High School","Kennesaw State University",1
2008,"633","Cobb County","0101","Kennesaw Mountain High School","North Metro Technical College",5
2008,"633","Cobb County","0101","Kennesaw Mountain High School","University Of Georgia",3
2008,"633","Cobb County","0103","Kell High School","Chattahoochee Tech College - Marietta",3
2008,"633","Cobb County","0103","Kell High School","Georgia Highlands College",4
2008,"633","Cobb County","0103","Kell High School","Georgia Southern University",5
2008,"633","Cobb County","0103","Kell High School","Kennesaw State University",1
2008,"633","Cobb County","0103","Kell High School","University Of Georgia",2
2008,"633","Cobb County","0175","Walton High School","Georgia Institute Of Technology",2
2008,"633","Cobb County","0175","Walton High School","Georgia Perimeter College",5
2008,"633","Cobb County","0175","Walton High School","Georgia Southern University",4
2008,"633","Cobb County","0175","Walton High School","Kennesaw State University",3
2008,"633","Cobb County","0175","Walton High School","University Of Georgia",1
2008,"633","Cobb County","0186","Oakwood High School","Chattahoochee Tech College - Marietta",1
2008,"633","Cobb County","0186","Oakwood High School","Georgia Highlands College",3
2008,"633","Cobb County","0186","Oakwood High School","Georgia Perimeter College",2
2008,"633","Cobb County","0186","Oakwood High School","Kennesaw State University",5
2008,"633","Cobb County","0186","Oakwood High School","North Metro Technical College",4
2008,"633","Cobb County","0188","Pope High School","Georgia Institute Of Technology",3
2008,"633","Cobb County","0188","Pope High School","Georgia Southern University",4
2008,"633","Cobb County","0188","Pope High School","Georgia State University",5
2008,"633","Cobb County","0188","Pope High School","Kennesaw State University",2
2008,"633","Cobb County","0188","Pope High School","University Of Georgia",1
2008,"633","Cobb County","0192","Harrison High School","Georgia Highlands College",4
2008,"633","Cobb County","0192","Harrison High School","Georgia Southern University",2
2008,"633","Cobb County","0192","Harrison High School","Kennesaw State University",1
2008,"633","Cobb County","0192","Harrison High School","North Metro Technical College",5
2008,"633","Cobb County","0192","Harrison High School","University Of Georgia",2
2008,"633","Cobb County","0373","Sprayberry High School","Chattahoochee Tech College - Marietta",2
2008,"633","Cobb County","0373","Sprayberry High School","Georgia Southern University",4
2008,"633","Cobb County","0373","Sprayberry High School","Georgia State University",3
2008,"633","Cobb County","0373","Sprayberry High School","Kennesaw State University",1
2008,"633","Cobb County","0373","Sprayberry High School","University Of Georgia",4
2008,"633","Cobb County","0381","Lassiter High School","Georgia Institute Of Technology",4
2008,"633","Cobb County","0381","Lassiter High School","Georgia Southern University",3
2008,"633","Cobb County","0381","Lassiter High School","Georgia State University",5
2008,"633","Cobb County","0381","Lassiter High School","Kennesaw State University",2
2008,"633","Cobb County","0381","Lassiter High School","University Of Georgia",1
2008,"633","Cobb County","0707","Hillgrove High School","Chattahoochee Tech College - Marietta",1
2008,"633","Cobb County","0707","Hillgrove High School","Georgia Highlands College",4
2008,"633","Cobb County","0707","Hillgrove High School","Georgia Southern University",3
2008,"633","Cobb County","0707","Hillgrove High School","Georgia State University",5
2008,"633","Cobb County","0707","Hillgrove High School","Kennesaw State University",2
2008,"633","Cobb County","1054","Campbell High School","Chattahoochee Tech College - Marietta",4
2008,"633","Cobb County","1054","Campbell High School","Georgia Perimeter College",3
2008,"633","Cobb County","1054","Campbell High School","Georgia State University",2
2008,"633","Cobb County","1054","Campbell High School","Kennesaw State University",1
2008,"633","Cobb County","1054","Campbell High School","University Of Georgia",5
2008,"633","Cobb County","1064","McEachern High School","Chattahoochee Tech College - Marietta",1
2008,"633","Cobb County","1064","McEachern High School","Georgia State University",3
2008,"633","Cobb County","1064","McEachern High School","Kennesaw State University",2
2008,"633","Cobb County","1064","McEachern High School","University Of West Georgia",5
2008,"633","Cobb County","1064","McEachern High School","Valdosta State University",3
2008,"633","Cobb County","1069","Wheeler High School","Chattahoochee Tech College - Marietta",4
2008,"633","Cobb County","1069","Wheeler High School","Georgia Institute Of Technology",2
2008,"633","Cobb County","1069","Wheeler High School","Georgia Southern University",4
2008,"633","Cobb County","1069","Wheeler High School","Kennesaw State University",1
2008,"633","Cobb County","1069","Wheeler High School","University Of Georgia",3
2008,"633","Cobb County","2056","North Cobb High School","Chattahoochee Tech College - Marietta",4
2008,"633","Cobb County","2056","North Cobb High School","Georgia Highlands College",2
2008,"633","Cobb County","2056","North Cobb High School","Kennesaw State University",1
2008,"633","Cobb County","2056","North Cobb High School","North Metro Technical College",2
2008,"633","Cobb County","2056","North Cobb High School","University Of Georgia",5
2008,"633","Cobb County","2066","Osborne High School","Chattahoochee Tech College - Marietta",1
2008,"633","Cobb County","2066","Osborne High School","Georgia Highlands College",2
2008,"633","Cobb County","2066","Osborne High School","Georgia State University",5
2008,"633","Cobb County","2066","Osborne High School","Kennesaw State University",4
2008,"633","Cobb County","2066","Osborne High School","University Of West Georgia",3
2008,"633","Cobb County","3056","South Cobb High School","Chattahoochee Tech College - Marietta",1
2008,"633","Cobb County","3056","South Cobb High School","Georgia Highlands College",2
2008,"633","Cobb County","3056","South Cobb High School","Georgia Perimeter College",2
2008,"633","Cobb County","3056","South Cobb High School","Kennesaw State University",4
