"GRADUATION_YEAR","SCHOOL_DISTRCT_CD","DISTRICT","INSTN_NUMBER","SCHOOL_NAME","COLLEGE","INSTATE_ENR_RANK"
2018,"638","Coweta County","ALL","All Coweta County High Schools","Georgia State University",3
2018,"638","Coweta County","ALL","All Coweta County High Schools","University Of Georgia",5
2018,"638","Coweta County","ALL","All Coweta County High Schools","University Of West Georgia",1
2018,"638","Coweta County","ALL","All Coweta County High Schools","West Georgia Technical College",2
2018,"639","Crawford County","0193","Crawford County High School","Central Georgia Technical College",1
2018,"639","Crawford County","0193","Crawford County High School","Georgia Military College",4
2018,"639","Crawford County","0193","Crawford County High School","Middle Georgia State University",2
2018,"639","Crawford County","0193","Crawford County High School","Valdosta State University",4
2018,"639","Crawford County","0193","Crawford County High School","Wesleyan College",3
2018,"639","Crawford County","ALL","All Crawford County High Schools","Central Georgia Technical College",1
2018,"639","Crawford County","ALL","All Crawford County High Schools","Georgia Military College",4
2018,"639","Crawford County","ALL","All Crawford County High Schools","Middle Georgia State University",2
2018,"639","Crawford County","ALL","All Crawford County High Schools","Valdosta State University",4
2018,"639","Crawford County","ALL","All Crawford County High Schools","Wesleyan College",3
2018,"640","Crisp County","0196","Crisp County High School","Abraham Baldwin Agricultural College",4
2018,"640","Crisp County","0196","Crisp County High School","Albany State University",2
2018,"640","Crisp County","0196","Crisp County High School","Georgia Southern University",3
2018,"640","Crisp County","0196","Crisp County High School","South Georgia Technical College",1
2018,"640","Crisp County","0196","Crisp County High School","Valdosta State University",4
2018,"640","Crisp County","ALL","All Crisp County High Schools","Abraham Baldwin Agricultural College",4
2018,"640","Crisp County","ALL","All Crisp County High Schools","Albany State University",2
2018,"640","Crisp County","ALL","All Crisp County High Schools","Georgia Southern University",3
2018,"640","Crisp County","ALL","All Crisp County High Schools","South Georgia Technical College",1
2018,"640","Crisp County","ALL","All Crisp County High Schools","Valdosta State University",4
2018,"641","Dade County","0195","Dade County High School","Covenant College",3
2018,"641","Dade County","0195","Dade County High School","Dalton State College",2
2018,"641","Dade County","0195","Dade County High School","Georgia Northwestern Tech College",1
2018,"641","Dade County","0195","Dade County High School","Kennesaw State University",3
2018,"641","Dade County","0195","Dade County High School","Shorter University",5
2018,"641","Dade County","ALL","All Dade County High Schools","Covenant College",3
2018,"641","Dade County","ALL","All Dade County High Schools","Dalton State College",2
2018,"641","Dade County","ALL","All Dade County High Schools","Georgia Northwestern Tech College",1
2018,"641","Dade County","ALL","All Dade County High Schools","Georgia Southern University",5
2018,"641","Dade County","ALL","All Dade County High Schools","Kennesaw State University",3
2018,"642","Dawson County","0198","Dawson County High School","Kennesaw State University",3
2018,"642","Dawson County","0198","Dawson County High School","Lanier Technical College",2
2018,"642","Dawson County","0198","Dawson County High School","North Georgia Technical College",4
2018,"642","Dawson County","0198","Dawson County High School","University Of Georgia",4
2018,"642","Dawson County","0198","Dawson County High School","University Of North Georgia",1
2018,"642","Dawson County","ALL","All Dawson County High Schools","Kennesaw State University",3
2018,"642","Dawson County","ALL","All Dawson County High Schools","Lanier Technical College",2
2018,"642","Dawson County","ALL","All Dawson County High Schools","North Georgia Technical College",4
2018,"642","Dawson County","ALL","All Dawson County High Schools","University Of Georgia",4
2018,"642","Dawson County","ALL","All Dawson County High Schools","University Of North Georgia",1
2018,"643","Decatur County","0116","New Beginning Learning Center","Abraham Baldwin Agricultural College",2
2018,"643","Decatur County","0116","New Beginning Learning Center","Southern Regional Technical College",1
2018,"643","Decatur County","3050","Bainbridge High School","Abraham Baldwin Agricultural College",1
2018,"643","Decatur County","3050","Bainbridge High School","Bainbridge State College",3
2018,"643","Decatur County","3050","Bainbridge High School","Georgia Southern University",5
2018,"643","Decatur County","3050","Bainbridge High School","Southern Regional Technical College",2
2018,"643","Decatur County","3050","Bainbridge High School","Valdosta State University",4
2018,"643","Decatur County","ALL","All Decatur County High Schools","Abraham Baldwin Agricultural College",1
2018,"643","Decatur County","ALL","All Decatur County High Schools","Bainbridge State College",3
2018,"643","Decatur County","ALL","All Decatur County High Schools","Southern Regional Technical College",2
2018,"643","Decatur County","ALL","All Decatur County High Schools","University Of Georgia",5
2018,"643","Decatur County","ALL","All Decatur County High Schools","Valdosta State University",4
2018,"644","DeKalb County","0103","Martin Luther King, Jr. High School","Albany State University",2
2018,"644","DeKalb County","0103","Martin Luther King, Jr. High School","Clayton State University",5
2018,"644","DeKalb County","0103","Martin Luther King, Jr. High School","Georgia State University",1
2018,"644","DeKalb County","0103","Martin Luther King, Jr. High School","Savannah State University",3
2018,"644","DeKalb County","0103","Martin Luther King, Jr. High School","University Of West Georgia",4
2018,"644","DeKalb County","0105","Miller Grove High School","Albany State University",2
2018,"644","DeKalb County","0105","Miller Grove High School","Georgia Piedmont Technical College",4
2018,"644","DeKalb County","0105","Miller Grove High School","Georgia State University",1
2018,"644","DeKalb County","0105","Miller Grove High School","Middle Georgia State University",3
2018,"644","DeKalb County","0105","Miller Grove High School","Savannah State University",4
2018,"644","DeKalb County","0112","Destiny Achievers Academy of Excellence","Atlanta Metropolitan State College",1
2018,"644","DeKalb County","0112","Destiny Achievers Academy of Excellence","Atlanta Technical College",3
2018,"644","DeKalb County","0112","Destiny Achievers Academy of Excellence","Georgia Piedmont Technical College",1
2018,"644","DeKalb County","0112","Destiny Achievers Academy of Excellence","Georgia State University",5
2018,"644","DeKalb County","0112","Destiny Achievers Academy of Excellence","United Education Institute- Uei Morrow",3
2018,"644","DeKalb County","0172","Cedar Grove High School","Albany State University",2
2018,"644","DeKalb County","0172","Cedar Grove High School","Georgia Piedmont Technical College",3
2018,"644","DeKalb County","0172","Cedar Grove High School","Georgia State University",1
2018,"644","DeKalb County","0172","Cedar Grove High School","Middle Georgia State University",4
2018,"644","DeKalb County","0172","Cedar Grove High School","University Of West Georgia",4
2018,"644","DeKalb County","0176","Redan High School","Albany State University",4
2018,"644","DeKalb County","0176","Redan High School","Georgia Gwinnett College",4
2018,"644","DeKalb County","0176","Redan High School","Georgia State University",1
2018,"644","DeKalb County","0176","Redan High School","Middle Georgia State University",3
2018,"644","DeKalb County","0176","Redan High School","University Of West Georgia",2
2018,"644","DeKalb County","0202","Lithonia High School","Albany State University",4
2018,"644","DeKalb County","0202","Lithonia High School","Georgia Piedmont Technical College",2
2018,"644","DeKalb County","0202","Lithonia High School","Georgia State University",1
2018,"644","DeKalb County","0202","Lithonia High School","Gordon State College",5
2018,"644","DeKalb County","0202","Lithonia High School","University Of West Georgia",3
2018,"644","DeKalb County","0276","Stone Mountain High School","Georgia State University",1
2018,"644","DeKalb County","0276","Stone Mountain High School","Gwinnett Technical College",5
2018,"644","DeKalb County","0276","Stone Mountain High School","Kennesaw State University",4
2018,"644","DeKalb County","0276","Stone Mountain High School","University Of Georgia",3
2018,"644","DeKalb County","0276","Stone Mountain High School","University Of West Georgia",2
2018,"644","DeKalb County","0407","Dekalb Early College Academy","Agnes Scott College",5
2018,"644","DeKalb County","0407","Dekalb Early College Academy","Georgia Institute Of Technology",4
2018,"644","DeKalb County","0407","Dekalb Early College Academy","Georgia Southern University",3
2018,"644","DeKalb County","0407","Dekalb Early College Academy","Georgia State University",1
2018,"644","DeKalb County","0407","Dekalb Early College Academy","Kennesaw State University",2
2018,"644","DeKalb County","0410","DeKalb School of the Arts","Georgia State University",1
2018,"644","DeKalb County","0410","DeKalb School of the Arts","Kennesaw State University",2
2018,"644","DeKalb County","0410","DeKalb School of the Arts","Oglethorpe University",4
2018,"644","DeKalb County","0410","DeKalb School of the Arts","Savannah College Of Art & Design",5
2018,"644","DeKalb County","0410","DeKalb School of the Arts","University Of Georgia",3
2018,"644","DeKalb County","0497","Stephenson High School","Albany State University",3
2018,"644","DeKalb County","0497","Stephenson High School","Fort Valley State University",5
2018,"644","DeKalb County","0497","Stephenson High School","Georgia State University",1
2018,"644","DeKalb County","0497","Stephenson High School","Savannah State University",4
2018,"644","DeKalb County","0497","Stephenson High School","University Of West Georgia",2
2018,"644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Albany State University",5
2018,"644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Georgia Southern University",3
2018,"644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Georgia State University",1
2018,"644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","Kennesaw State University",4
2018,"644","DeKalb County","0610","Arabia Mountain High School - Academy of Engineering, Medicine and Environm","University Of West Georgia",2
2018,"644","DeKalb County","0810","Elizabeth Andrews High School","Atlanta Metropolitan State College",5
2018,"644","DeKalb County","0810","Elizabeth Andrews High School","Georgia Gwinnett College",4
2018,"644","DeKalb County","0810","Elizabeth Andrews High School","Georgia Piedmont Technical College",2
2018,"644","DeKalb County","0810","Elizabeth Andrews High School","Georgia State University",1
2018,"644","DeKalb County","0810","Elizabeth Andrews High School","Gwinnett Technical College",3
2018,"644","DeKalb County","1070","Tucker High School","Georgia Gwinnett College",4
2018,"644","DeKalb County","1070","Tucker High School","Georgia State University",1
2018,"644","DeKalb County","1070","Tucker High School","Kennesaw State University",2
2018,"644","DeKalb County","1070","Tucker High School","University Of Georgia",2
2018,"644","DeKalb County","1070","Tucker High School","Valdosta State University",5
2018,"644","DeKalb County","2054","Columbia High School","Albany State University",2
2018,"644","DeKalb County","2054","Columbia High School","Fort Valley State University",4
2018,"644","DeKalb County","2054","Columbia High School","Georgia State University",1
2018,"644","DeKalb County","2054","Columbia High School","United Education Institute- Uei Morrow",5
2018,"644","DeKalb County","2054","Columbia High School","University Of West Georgia",3
2018,"644","DeKalb County","2055","Druid Hills High School","Georgia Gwinnett College",5
2018,"644","DeKalb County","2055","Druid Hills High School","Georgia Institute Of Technology",3
2018,"644","DeKalb County","2055","Druid Hills High School","Georgia State University",1
2018,"644","DeKalb County","2055","Druid Hills High School","Kennesaw State University",3
2018,"644","DeKalb County","2055","Druid Hills High School","University Of Georgia",2
2018,"644","DeKalb County","3060","Lakeside High School","Georgia College & State University",4
2018,"644","DeKalb County","3060","Lakeside High School","Georgia Southern University",4
2018,"644","DeKalb County","3060","Lakeside High School","Georgia State University",1
2018,"644","DeKalb County","3060","Lakeside High School","Kennesaw State University",3
2018,"644","DeKalb County","3060","Lakeside High School","University Of Georgia",2
2018,"644","DeKalb County","3070","McNair High School","Albany State University",2
2018,"644","DeKalb County","3070","McNair High School","Atlanta Metropolitan State College",3
2018,"644","DeKalb County","3070","McNair High School","Georgia Piedmont Technical College",4
2018,"644","DeKalb County","3070","McNair High School","Georgia State University",1
2018,"644","DeKalb County","3070","McNair High School","University Of Georgia",4
2018,"644","DeKalb County","4053","Clarkston High School","Agnes Scott College",2
2018,"644","DeKalb County","4053","Clarkston High School","Albany State University",4
2018,"644","DeKalb County","4053","Clarkston High School","Georgia Gwinnett College",4
2018,"644","DeKalb County","4053","Clarkston High School","Georgia Piedmont Technical College",3
2018,"644","DeKalb County","4053","Clarkston High School","Georgia State University",1
2018,"644","DeKalb County","4054","Cross Keys High School","Agnes Scott College",3
2018,"644","DeKalb County","4054","Cross Keys High School","Atlanta Metropolitan State College",4
2018,"644","DeKalb County","4054","Cross Keys High School","Georgia Gwinnett College",4
2018,"644","DeKalb County","4054","Cross Keys High School","Georgia State University",1
2018,"644","DeKalb County","4054","Cross Keys High School","University Of Georgia",2
2018,"644","DeKalb County","4069","Towers High School","Agnes Scott College",5
2018,"644","DeKalb County","4069","Towers High School","Albany State University",2
2018,"644","DeKalb County","4069","Towers High School","Georgia Piedmont Technical College",3
2018,"644","DeKalb County","4069","Towers High School","Georgia State University",1
2018,"644","DeKalb County","4069","Towers High School","Savannah State University",4
2018,"644","DeKalb County","5052","Chamblee Charter High School","Georgia Gwinnett College",5
2018,"644","DeKalb County","5052","Chamblee Charter High School","Georgia Institute Of Technology",4
2018,"644","DeKalb County","5052","Chamblee Charter High School","Georgia State University",1
2018,"644","DeKalb County","5052","Chamblee Charter High School","Kennesaw State University",3
2018,"644","DeKalb County","5052","Chamblee Charter High School","University Of Georgia",2
2018,"644","DeKalb County","5055","Dunwoody High School","Georgia College & State University",3
2018,"644","DeKalb County","5055","Dunwoody High School","Georgia Southern University",4
2018,"644","DeKalb County","5055","Dunwoody High School","Georgia State University",1
2018,"644","DeKalb County","5055","Dunwoody High School","Kennesaw State University",5
2018,"644","DeKalb County","5055","Dunwoody High School","University Of Georgia",2
2018,"644","DeKalb County","5067","Southwest DeKalb High School","Albany State University",2
2018,"644","DeKalb County","5067","Southwest DeKalb High School","Georgia Southern University",3
2018,"644","DeKalb County","5067","Southwest DeKalb High School","Georgia State University",1
2018,"644","DeKalb County","5067","Southwest DeKalb High School","Gordon State College",5
2018,"644","DeKalb County","5067","Southwest DeKalb High School","University Of West Georgia",4
2018,"644","DeKalb County","ALL","All DeKalb County High Schools","Albany State University",3
2018,"644","DeKalb County","ALL","All DeKalb County High Schools","Georgia State University",1
2018,"644","DeKalb County","ALL","All DeKalb County High Schools","Kennesaw State University",4
2018,"644","DeKalb County","ALL","All DeKalb County High Schools","University Of Georgia",2
2018,"644","DeKalb County","ALL","All DeKalb County High Schools","University Of West Georgia",5
2018,"645","Dodge County","0103","Dodge County High School","Georgia Military College",2
2018,"645","Dodge County","0103","Dodge County High School","Georgia Southern University",5
2018,"645","Dodge County","0103","Dodge County High School","Middle Georgia State University",1
2018,"645","Dodge County","0103","Dodge County High School","Oconee Fall Line Technical College",3
2018,"645","Dodge County","0103","Dodge County High School","South Georgia Technical College",4
2018,"645","Dodge County","0292","DAC (Dodge County Achievement Center)","Central Georgia Technical College",2
2018,"645","Dodge County","0292","DAC (Dodge County Achievement Center)","Middle Georgia State University",1
2018,"645","Dodge County","ALL","All Dodge County High Schools","Georgia Military College",2
2018,"645","Dodge County","ALL","All Dodge County High Schools","Georgia Southern University",5
2018,"645","Dodge County","ALL","All Dodge County High Schools","Middle Georgia State University",1
2018,"645","Dodge County","ALL","All Dodge County High Schools","Oconee Fall Line Technical College",3
2018,"645","Dodge County","ALL","All Dodge County High Schools","South Georgia Technical College",4
2018,"646","Dooly County","0182","Dooly County High School","Albany State University",5
2018,"646","Dooly County","0182","Dooly County High School","Central Georgia Technical College",3
2018,"646","Dooly County","0182","Dooly County High School","Fort Valley State University",3
2018,"646","Dooly County","0182","Dooly County High School","Middle Georgia State University",2
2018,"646","Dooly County","0182","Dooly County High School","South Georgia Technical College",1
2018,"646","Dooly County","ALL","All Dooly County High Schools","Central Georgia Technical College",3
2018,"646","Dooly County","ALL","All Dooly County High Schools","Clark Atlanta University",5
2018,"646","Dooly County","ALL","All Dooly County High Schools","Fort Valley State University",3
2018,"646","Dooly County","ALL","All Dooly County High Schools","Middle Georgia State University",2
2018,"646","Dooly County","ALL","All Dooly County High Schools","South Georgia Technical College",1
2018,"647","Dougherty County","1058","Monroe High School","Albany State University",2
2018,"647","Dougherty County","1058","Monroe High School","Albany Technical College",1
2018,"647","Dougherty County","1058","Monroe High School","Georgia Southern University",5
2018,"647","Dougherty County","1058","Monroe High School","Point University",4
2018,"647","Dougherty County","1058","Monroe High School","Valdosta State University",3
2018,"647","Dougherty County","2052","Dougherty Comprehensive High School","Albany State University",1
2018,"647","Dougherty County","2052","Dougherty Comprehensive High School","Albany Technical College",2
2018,"647","Dougherty County","2052","Dougherty Comprehensive High School","Clayton State University",3
2018,"647","Dougherty County","2052","Dougherty Comprehensive High School","Fort Valley State University",3
2018,"647","Dougherty County","2052","Dougherty Comprehensive High School","South Georgia State College",3
2018,"647","Dougherty County","4062","Westover High School","Abraham Baldwin Agricultural College",5
2018,"647","Dougherty County","4062","Westover High School","Albany State University",1
2018,"647","Dougherty County","4062","Westover High School","Albany Technical College",2
2018,"647","Dougherty County","4062","Westover High School","Georgia Southern University",4
2018,"647","Dougherty County","4062","Westover High School","Georgia State University",3
2018,"647","Dougherty County","ALL","All Dougherty County High Schools","Albany State University",1
2018,"647","Dougherty County","ALL","All Dougherty County High Schools","Albany Technical College",2
2018,"647","Dougherty County","ALL","All Dougherty County High Schools","Georgia Southern University",5
2018,"647","Dougherty County","ALL","All Dougherty County High Schools","Georgia State University",4
2018,"647","Dougherty County","ALL","All Dougherty County High Schools","Valdosta State University",3
2018,"648","Douglas County","0100","Chapel Hill High School","Albany State University",5
2018,"648","Douglas County","0100","Chapel Hill High School","Georgia State University",4
2018,"648","Douglas County","0100","Chapel Hill High School","Kennesaw State University",1
2018,"648","Douglas County","0100","Chapel Hill High School","University Of West Georgia",3
2018,"648","Douglas County","0100","Chapel Hill High School","West Georgia Technical College",2
2018,"648","Douglas County","0175","Lithia Springs Comprehensive High School","Georgia Highlands College",4
2018,"648","Douglas County","0175","Lithia Springs Comprehensive High School","Georgia State University",2
2018,"648","Douglas County","0175","Lithia Springs Comprehensive High School","Middle Georgia State University",5
2018,"648","Douglas County","0175","Lithia Springs Comprehensive High School","University Of West Georgia",3
2018,"648","Douglas County","0175","Lithia Springs Comprehensive High School","West Georgia Technical College",1
2018,"648","Douglas County","0187","Alexander High School","Georgia Highlands College",4
2018,"648","Douglas County","0187","Alexander High School","Georgia State University",4
2018,"648","Douglas County","0187","Alexander High School","Kennesaw State University",3
2018,"648","Douglas County","0187","Alexander High School","University Of West Georgia",1
2018,"648","Douglas County","0187","Alexander High School","West Georgia Technical College",2
2018,"648","Douglas County","0212","New Manchester High School","Albany State University",4
2018,"648","Douglas County","0212","New Manchester High School","Georgia Highlands College",5
2018,"648","Douglas County","0212","New Manchester High School","Georgia State University",3
2018,"648","Douglas County","0212","New Manchester High School","University Of West Georgia",1
2018,"648","Douglas County","0212","New Manchester High School","West Georgia Technical College",2
2018,"648","Douglas County","4050","Douglas County High School","Albany State University",4
2018,"648","Douglas County","4050","Douglas County High School","Georgia State University",1
2018,"648","Douglas County","4050","Douglas County High School","University Of Georgia",4
2018,"648","Douglas County","4050","Douglas County High School","University Of West Georgia",2
2018,"648","Douglas County","4050","Douglas County High School","West Georgia Technical College",2
2018,"648","Douglas County","ALL","All Douglas County High Schools","Albany State University",5
2018,"648","Douglas County","ALL","All Douglas County High Schools","Georgia State University",3
2018,"648","Douglas County","ALL","All Douglas County High Schools","Kennesaw State University",4
2018,"648","Douglas County","ALL","All Douglas County High Schools","University Of West Georgia",1
2018,"648","Douglas County","ALL","All Douglas County High Schools","West Georgia Technical College",2
2018,"649","Early County","2050","Early County High School","Abraham Baldwin Agricultural College",2
2018,"649","Early County","2050","Early County High School","Albany State University",3
2018,"649","Early County","2050","Early County High School","Bainbridge State College",1
2018,"649","Early County","2050","Early County High School","Georgia Southern University",5
2018,"649","Early County","2050","Early County High School","South Georgia State College",3
2018,"649","Early County","ALL","All Early County High Schools","Abraham Baldwin Agricultural College",2
2018,"649","Early County","ALL","All Early County High Schools","Albany State University",3
2018,"649","Early County","ALL","All Early County High Schools","Bainbridge State College",1
2018,"649","Early County","ALL","All Early County High Schools","Georgia Southern University",5
2018,"649","Early County","ALL","All Early County High Schools","South Georgia State College",3
2018,"650","Echols County","1050","Echols County High School","Abraham Baldwin Agricultural College",3
2018,"650","Echols County","1050","Echols County High School","Georgia Military College",2
2018,"650","Echols County","1050","Echols County High School","University Of Georgia",3
2018,"650","Echols County","1050","Echols County High School","Valdosta State University",1
2018,"650","Echols County","1050","Echols County High School","Wiregrass Georgia Technical College",3
2018,"650","Echols County","ALL","All Echols County High Schools","Abraham Baldwin Agricultural College",3
2018,"650","Echols County","ALL","All Echols County High Schools","Georgia Military College",2
2018,"650","Echols County","ALL","All Echols County High Schools","University Of Georgia",3
2018,"650","Echols County","ALL","All Echols County High Schools","Valdosta State University",1
2018,"650","Echols County","ALL","All Echols County High Schools","Wiregrass Georgia Technical College",3
2018,"651","Effingham County","0197","South Effingham High School","East Georgia State College",3
2018,"651","Effingham County","0197","South Effingham High School","Georgia Southern University",1
2018,"651","Effingham County","0197","South Effingham High School","Kennesaw State University",4
2018,"651","Effingham County","0197","South Effingham High School","Ogeechee Technical College",5
2018,"651","Effingham County","0197","South Effingham High School","Savannah Technical College",2
2018,"651","Effingham County","0390","Effingham County High School","East Georgia State College",2
2018,"651","Effingham County","0390","Effingham County High School","Georgia Southern University",1
2018,"651","Effingham County","0390","Effingham County High School","Ogeechee Technical College",5
2018,"651","Effingham County","0390","Effingham County High School","Savannah Technical College",3
2018,"651","Effingham County","0390","Effingham County High School","University Of Georgia",4
2018,"651","Effingham County","ALL","All Effingham County High Schools","East Georgia State College",2
2018,"651","Effingham County","ALL","All Effingham County High Schools","Georgia Southern University",1
2018,"651","Effingham County","ALL","All Effingham County High Schools","Ogeechee Technical College",4
2018,"651","Effingham County","ALL","All Effingham County High Schools","Savannah Technical College",3
2018,"651","Effingham County","ALL","All Effingham County High Schools","University Of Georgia",5
2018,"652","Elbert County","0176","Elbert County High School","Athens Technical College",1
2018,"652","Elbert County","0176","Elbert County High School","Augusta University",3
2018,"652","Elbert County","0176","Elbert County High School","Georgia College & State University",5
2018,"652","Elbert County","0176","Elbert County High School","University Of Georgia",4
2018,"652","Elbert County","0176","Elbert County High School","University Of North Georgia",2
2018,"652","Elbert County","ALL","All Elbert County High Schools","Athens Technical College",1
2018,"652","Elbert County","ALL","All Elbert County High Schools","Augusta University",3
2018,"652","Elbert County","ALL","All Elbert County High Schools","Georgia College & State University",5
2018,"652","Elbert County","ALL","All Elbert County High Schools","University Of Georgia",4
2018,"652","Elbert County","ALL","All Elbert County High Schools","University Of North Georgia",2
2018,"653","Emanuel County","0189","Swainsboro High School","Albany State University",4
2018,"653","Emanuel County","0189","Swainsboro High School","Brewton-Parker College",5
2018,"653","Emanuel County","0189","Swainsboro High School","East Georgia State College",1
2018,"653","Emanuel County","0189","Swainsboro High School","Georgia Southern University",3
2018,"653","Emanuel County","0189","Swainsboro High School","Southeastern Technical College",2
2018,"653","Emanuel County","2050","Emanuel County Institute","East Georgia State College",1
2018,"653","Emanuel County","2050","Emanuel County Institute","Georgia Southern University",3
2018,"653","Emanuel County","2050","Emanuel County Institute","Middle Georgia State University",5
2018,"653","Emanuel County","2050","Emanuel County Institute","Southeastern Technical College",2
2018,"653","Emanuel County","2050","Emanuel County Institute","University Of Georgia",3
2018,"653","Emanuel County","ALL","All Emanuel County High Schools","Albany State University",5
2018,"653","Emanuel County","ALL","All Emanuel County High Schools","East Georgia State College",1
2018,"653","Emanuel County","ALL","All Emanuel County High Schools","Georgia Southern University",3
2018,"653","Emanuel County","ALL","All Emanuel County High Schools","Southeastern Technical College",2
2018,"653","Emanuel County","ALL","All Emanuel County High Schools","University Of Georgia",4
2018,"654","Evans County","2050","Claxton High School","East Georgia State College",2
2018,"654","Evans County","2050","Claxton High School","Georgia Southern University",3
2018,"654","Evans County","2050","Claxton High School","Ogeechee Technical College",1
2018,"654","Evans County","2050","Claxton High School","Savannah State University",4
2018,"654","Evans County","2050","Claxton High School","Southeastern Technical College",5
2018,"654","Evans County","ALL","All Evans County High Schools","East Georgia State College",2
2018,"654","Evans County","ALL","All Evans County High Schools","Georgia Southern University",3
2018,"654","Evans County","ALL","All Evans County High Schools","Ogeechee Technical College",1
2018,"654","Evans County","ALL","All Evans County High Schools","Savannah State University",4
2018,"654","Evans County","ALL","All Evans County High Schools","Southeastern Technical College",5
2018,"655","Fannin County","0176","Fannin County High School","Dalton State College",3
2018,"655","Fannin County","0176","Fannin County High School","Kennesaw State University",5
2018,"655","Fannin County","0176","Fannin County High School","North Georgia Technical College",2
2018,"655","Fannin County","0176","Fannin County High School","University Of Georgia",4
2018,"655","Fannin County","0176","Fannin County High School","University Of North Georgia",1
2018,"655","Fannin County","ALL","All Fannin County High Schools","Dalton State College",3
2018,"655","Fannin County","ALL","All Fannin County High Schools","Kennesaw State University",5
2018,"655","Fannin County","ALL","All Fannin County High Schools","North Georgia Technical College",2
2018,"655","Fannin County","ALL","All Fannin County High Schools","University Of Georgia",4
2018,"655","Fannin County","ALL","All Fannin County High Schools","University Of North Georgia",1
2018,"656","Fayette County","0105","Whitewater High School","Georgia College & State University",3
2018,"656","Fayette County","0105","Whitewater High School","Georgia State University",2
2018,"656","Fayette County","0105","Whitewater High School","Kennesaw State University",4
2018,"656","Fayette County","0105","Whitewater High School","University Of Georgia",1
2018,"656","Fayette County","0105","Whitewater High School","University Of West Georgia",4
2018,"656","Fayette County","0182","McIntosh High School","Georgia Institute Of Technology",5
2018,"656","Fayette County","0182","McIntosh High School","Georgia Military College",4
2018,"656","Fayette County","0182","McIntosh High School","Georgia State University",1
2018,"656","Fayette County","0182","McIntosh High School","Kennesaw State University",3
2018,"656","Fayette County","0182","McIntosh High School","University Of Georgia",2
2018,"656","Fayette County","0192","Sandy Creek High School","Georgia Military College",3
2018,"656","Fayette County","0192","Sandy Creek High School","Georgia Southern University",2
2018,"656","Fayette County","0192","Sandy Creek High School","Georgia State University",1
2018,"656","Fayette County","0192","Sandy Creek High School","Kennesaw State University",5
2018,"656","Fayette County","0192","Sandy Creek High School","University Of West Georgia",3
2018,"656","Fayette County","0198","Starrs Mill High School","Georgia College & State University",3
2018,"656","Fayette County","0198","Starrs Mill High School","Georgia State University",5
2018,"656","Fayette County","0198","Starrs Mill High School","Kennesaw State University",1
2018,"656","Fayette County","0198","Starrs Mill High School","University Of Georgia",2
2018,"656","Fayette County","0198","Starrs Mill High School","University Of North Georgia",4
2018,"656","Fayette County","0398","Fayette County High School","Clayton State University",4
2018,"656","Fayette County","0398","Fayette County High School","Georgia Military College",2
2018,"656","Fayette County","0398","Fayette County High School","Georgia State University",1
2018,"656","Fayette County","0398","Fayette County High School","Kennesaw State University",5
2018,"656","Fayette County","0398","Fayette County High School","University Of West Georgia",3
2018,"656","Fayette County","ALL","All Fayette County High Schools","Georgia Military College",4
2018,"656","Fayette County","ALL","All Fayette County High Schools","Georgia Southern University",5
2018,"656","Fayette County","ALL","All Fayette County High Schools","Georgia State University",1
2018,"656","Fayette County","ALL","All Fayette County High Schools","Kennesaw State University",3
2018,"656","Fayette County","ALL","All Fayette County High Schools","University Of Georgia",2
2018,"657","Floyd County","0107","Pepperell High School","Berry College",4
2018,"657","Floyd County","0107","Pepperell High School","Georgia Highlands College",1
2018,"657","Floyd County","0107","Pepperell High School","Georgia Northwestern Tech College",2
2018,"657","Floyd County","0107","Pepperell High School","Kennesaw State University",3
2018,"657","Floyd County","0107","Pepperell High School","University Of West Georgia",5
2018,"657","Floyd County","0111","Model High","Berry College",3
2018,"657","Floyd County","0111","Model High","Georgia Highlands College",1
2018,"657","Floyd County","0111","Model High","Georgia Northwestern Tech College",2
2018,"657","Floyd County","0111","Model High","Kennesaw State University",5
2018,"657","Floyd County","0111","Model High","University Of North Georgia",4
2018,"657","Floyd County","0401","Armuchee High School","Berry College",3
2018,"657","Floyd County","0401","Armuchee High School","Georgia Highlands College",1
2018,"657","Floyd County","0401","Armuchee High School","Georgia Northwestern Tech College",2
2018,"657","Floyd County","0401","Armuchee High School","Georgia Southern University",4
2018,"657","Floyd County","0401","Armuchee High School","Kennesaw State University",4
2018,"657","Floyd County","5050","Coosa High School","Georgia Highlands College",1
2018,"657","Floyd County","5050","Coosa High School","Georgia Northwestern Tech College",2
2018,"657","Floyd County","5050","Coosa High School","Kennesaw State University",5
2018,"657","Floyd County","5050","Coosa High School","Shorter University",3
2018,"657","Floyd County","5050","Coosa High School","University Of Georgia",4
2018,"657","Floyd County","ALL","All Floyd County High Schools","Berry College",3
2018,"657","Floyd County","ALL","All Floyd County High Schools","Georgia Highlands College",1
2018,"657","Floyd County","ALL","All Floyd County High Schools","Georgia Northwestern Tech College",2
2018,"657","Floyd County","ALL","All Floyd County High Schools","Kennesaw State University",4
2018,"657","Floyd County","ALL","All Floyd County High Schools","Shorter University",5
2018,"658","Forsyth County","0107","West Forsyth High School","Georgia Southern University",4
