school_year,loc_code,school,cll_percent,cd_percent,apl_sed_percent,percent_correct,gt70,n,grp_cat,stu_grp,cll_lab,cd_lab,apl_sed_lab,tot_lab,gt70_lab,n_lab,score_group
2022,529,Burnette ES,72.7272727272727,66.901822457378,91.1522633744856,75.6344307270233,69.1358024691358,81,SPED Status,Non-Special Education,72.7,66.9,91.2,75.6,69.1,81,3
2022,529,Burnette ES,57.5757575757576,61.0119047619048,65.2777777777778,60.5034722222222,31.25,16,SPED Status,Special Education,57.6,61.0,65.3,60.5,31.2,16,2
2022,531,Anderson-Livsey ES,,,,,,,Language Status,English Learners,--,--,--,--,--,TFR†,
2022,531,Anderson-Livsey ES,66.2232076866223,60.5110336817654,82.3170731707317,68.5806233062331,50,82,Language Status,Non-English Learners,66.2,60.5,82.3,68.6,50.0,82,2
2022,531,Anderson-Livsey ES,,,,,,,Race/Ethnicity,Asian,--,--,--,--,--,TFR†,
2022,531,Anderson-Livsey ES,68.9113355780022,62.1693121693122,82.4074074074074,70.3189300411523,57.4074074074074,54,Race/Ethnicity,Black,68.9,62.2,82.4,70.3,57.4,54,3
2022,531,Anderson-Livsey ES,58.098223615465,52.5451559934319,80.6513409961686,62.1168582375479,27.5862068965517,29,Race/Ethnicity,Hispanic,58.1,52.5,80.7,62.1,27.6,29,2
2022,531,Anderson-Livsey ES,,,,,,,Race/Ethnicity,Multi-Race,--,--,--,--,--,TFR†,
2022,531,Anderson-Livsey ES,,,,,,,Race/Ethnicity,White,--,--,--,--,--,TFR†,
2022,531,Anderson-Livsey ES,62.095531587057,56.3357546408394,80.1318267419963,64.924670433145,37.2881355932203,59,FRM Status,FRM Eligible,62.1,56.3,80.1,64.9,37.3,59,2
2022,531,Anderson-Livsey ES,68.844696969697,62.5,84.375,70.8767361111111,59.375,32,FRM Status,FRM Ineligible,68.8,62.5,84.4,70.9,59.4,32,3
2022,531,Anderson-Livsey ES,63.965744400527,56.7287784679089,82.487922705314,66.4855072463768,43.4782608695652,46,Gender,Female,64.0,56.7,82.5,66.5,43.5,46,2
2022,531,Anderson-Livsey ES,64.983164983165,60.3174603174603,80.7407407407407,67.5617283950617,46.6666666666667,45,Gender,Male,65.0,60.3,80.7,67.6,46.7,45,2
2022,531,Anderson-Livsey ES,64.7599591419816,58.4804708400214,81.8352059925094,67.1972534332085,46.0674157303371,89,SPED Status,Non-Special Education,64.8,58.5,81.8,67.2,46.1,89,2
2022,531,Anderson-Livsey ES,,,,,,,SPED Status,Special Education,--,--,--,--,--,TFR†,
2022,535,Baggett ES,46.5192465192465,43.5006435006435,62.6126126126126,49.6621621621622,17.5675675675676,74,Language Status,English Learners,46.5,43.5,62.6,49.7,17.6,74,1
2022,535,Baggett ES,62.6706626706627,59.7069597069597,72.3443223443223,64.2246642246642,42.8571428571429,91,Language Status,Non-English Learners,62.7,59.7,72.3,64.2,42.9,91,2
2022,535,Baggett ES,,,,,,,Race/Ethnicity,Asian,--,--,--,--,--,TFR†,
2022,535,Baggett ES,59.1431556948798,56.7323481116585,69.5402298850575,61.0392720306513,39.6551724137931,58,Race/Ethnicity,Black,59.1,56.7,69.5,61.0,39.7,58,2
2022,535,Baggett ES,50.2651515151515,46.0714285714286,65.4166666666667,52.8298611111111,20,80,Race/Ethnicity,Hispanic,50.3,46.1,65.4,52.8,20.0,80,1
2022,535,Baggett ES,,,,,,,Race/Ethnicity,Multi-Race,--,--,--,--,--,TFR†,
2022,535,Baggett ES,,,,,,,Race/Ethnicity,Native American,--,--,--,--,--,TFR†,
2022,535,Baggett ES,,,,,,,Race/Ethnicity,White,--,--,--,--,--,TFR†,
2022,535,Baggett ES,54.4137022397892,50.552104899931,67.8743961352657,56.652576489533,28.9855072463768,138,FRM Status,FRM Eligible,54.4,50.6,67.9,56.7,29.0,138,2
2022,535,Baggett ES,60.6060606060606,62.0811287477954,68.5185185185185,63.0144032921811,44.4444444444444,27,FRM Status,FRM Ineligible,60.6,62.1,68.5,63.0,44.4,27,2
2022,535,Baggett ES,53.7598204264871,49.4415049970606,68.0384087791495,56.0699588477366,28.3950617283951,81,Gender,Female,53.8,49.4,68.0,56.1,28.4,81,2
2022,535,Baggett ES,57.0346320346321,55.328798185941,67.9232804232804,59.2592592592593,34.5238095238095,84,Gender,Male,57.0,55.3,67.9,59.3,34.5,84,2
2022,535,Baggett ES,55.6490834268612,52.5867136978248,68.6899862825789,58.0161179698217,32.0987654320988,162,SPED Status,Non-Special Education,55.6,52.6,68.7,58.0,32.1,162,2
2022,535,Baggett ES,,,,,,,SPED Status,Special Education,--,--,--,--,--,TFR†,
2022,541,Graves ES,32.3360184119678,28.2700421940928,51.2658227848101,35.8825597749648,3.79746835443038,79,Language Status,English Learners,32.3,28.3,51.3,35.9,3.8,79,1
2022,541,Graves ES,58.2309582309582,56.7567567567568,55.8558558558559,57.2072072072072,29.7297297297297,37,Language Status,Non-English Learners,58.2,56.8,55.9,57.2,29.7,37,2
2022,541,Graves ES,,,,,,,Race/Ethnicity,Asian,--,--,--,--,--,TFR†,
2022,541,Graves ES,,,,,,,Race/Ethnicity,Black,--,--,--,--,--,TFR†,
2022,541,Graves ES,36.8740031897927,33.3834586466165,52.8070175438597,39.8391812865497,6.31578947368421,95,Race/Ethnicity,Hispanic,36.9,33.4,52.8,39.8,6.3,95,1
2022,541,Graves ES,,,,,,,Race/Ethnicity,Multi-Race,--,--,--,--,--,TFR†,
2022,541,Graves ES,,,,,,,Race/Ethnicity,White,--,--,--,--,--,TFR†,
2022,541,Graves ES,40.1437050921587,37.3588610702013,51.5463917525773,42.1821305841924,12.3711340206186,97,FRM Status,FRM Eligible,40.1,37.4,51.5,42.2,12.4,97,1
2022,541,Graves ES,42.902711323764,37.34335839599,58.7719298245614,45.2485380116959,10.5263157894737,19,FRM Status,FRM Ineligible,42.9,37.3,58.8,45.2,10.5,19,1
2022,541,Graves ES,44.7811447811448,39.8337112622827,54.5855379188713,45.789241622575,19.0476190476191,63,Gender,Female,44.8,39.8,54.6,45.8,19.0,63,1
2022,541,Graves ES,35.620354488279,34.4115004492363,50.5241090146751,38.9937106918239,3.77358490566038,53,Gender,Male,35.6,34.4,50.5,39.0,3.8,53,1
2022,541,Graves ES,41.2947658402204,37.4891774891775,55.5050505050505,43.7373737373737,12.7272727272727,110,SPED Status,Non-Special Education,41.3,37.5,55.5,43.7,12.7,110,1
2022,541,Graves ES,,,,,,,SPED Status,Special Education,--,--,--,--,--,TFR†,
2022,547,Baldwin ES,42.9996164173379,37.0705244122966,77.9887482419128,50.0175808720113,10.126582278481,79,Language Status,English Learners,43.0,37.1,78.0,50.0,10.1,79,1
2022,547,Baldwin ES,60.4224058769513,56.7099567099567,86.3636363636364,65.8249158249158,45.4545454545455,33,Language Status,Non-English Learners,60.4,56.7,86.4,65.8,45.5,33,2
2022,547,Baldwin ES,,,,,,,Race/Ethnicity,Asian,--,--,--,--,--,TFR†,
2022,547,Baldwin ES,,,,,,,Race/Ethnicity,Black,--,--,--,--,--,TFR†,
2022,547,Baldwin ES,45.4864433811802,39.8496240601504,80.233918128655,52.5292397660819,16.8421052631579,95,Race/Ethnicity,Hispanic,45.5,39.8,80.2,52.5,16.8,95,1
2022,547,Baldwin ES,,,,,,,Race/Ethnicity,Multi-Race,--,--,--,--,--,TFR†,
2022,547,Baldwin ES,,,,,,,Race/Ethnicity,White,--,--,--,--,--,TFR†,
2022,547,Baldwin ES,47.0494417862839,41.1528822055138,80.1754385964912,53.6111111111111,17.8947368421053,95,FRM Status,FRM Eligible,47.0,41.2,80.2,53.6,17.9,95,1
2022,547,Baldwin ES,54.1889483065954,52.3809523809524,82.0261437908497,60.6209150326798,35.2941176470588,17,FRM Status,FRM Ineligible,54.2,52.4,82.0,60.6,35.3,17,2
2022,547,Baldwin ES,47.3089099954772,39.8009950248756,82.5041459369818,53.9179104477612,19.4029850746269,67,Gender,Female,47.3,39.8,82.5,53.9,19.4,67,1
2022,547,Baldwin ES,49.3602693602694,47.4074074074074,77.4074074074074,55.8024691358025,22.2222222222222,45,Gender,Male,49.4,47.4,77.4,55.8,22.2,45,2
2022,547,Baldwin ES,47.7342229635808,42.5076452599388,80.2752293577982,54.3450560652396,20.1834862385321,109,SPED Status,Non-Special Education,47.7,42.5,80.3,54.3,20.2,109,2
2022,547,Baldwin ES,,,,,,,SPED Status,Special Education,--,--,--,--,--,TFR†,
2022,548,North Metro Academy,,,,,,,Language Status,English Learners,--,--,--,--,--,TFR†,
2022,548,North Metro Academy,74.3801652892562,64.3578643578644,88.7205387205387,75.0420875420875,69.6969696969697,33,Language Status,Non-English Learners,74.4,64.4,88.7,75.0,69.7,33,3
2022,548,North Metro Academy,74.1046831955923,64.5021645021645,88.047138047138,74.7895622895623,69.6969696969697,33,Race/Ethnicity,Black,74.1,64.5,88.0,74.8,69.7,33,3
2022,548,North Metro Academy,,,,,,,Race/Ethnicity,Hispanic,--,--,--,--,--,TFR†,
2022,548,North Metro Academy,,,,,,,Race/Ethnicity,White,--,--,--,--,--,TFR†,
2022,548,North Metro Academy,69.0656565656566,59.5238095238095,84.9537037037037,70.2546296296296,58.3333333333333,24,FRM Status,FRM Eligible,69.1,59.5,85.0,70.3,58.3,24,3
2022,548,North Metro Academy,,,,,,,FRM Status,FRM Ineligible,--,--,--,--,--,TFR†,
2022,548,North Metro Academy,82.1969696969697,70.8333333333333,95.8333333333333,82.2916666666667,87.5,16,Gender,Female,82.2,70.8,95.8,82.3,87.5,16,3
2022,548,North Metro Academy,67.4641148325359,58.8972431077694,80.7017543859649,68.2748538011696,52.6315789473684,19,Gender,Male,67.5,58.9,80.7,68.3,52.6,19,2
2022,548,North Metro Academy,74.1991341991342,64.3537414965986,87.6190476190476,74.6825396825397,68.5714285714286,35,SPED Status,Non-Special Education,74.2,64.4,87.6,74.7,68.6,35,3
2022,550,Lawrenceville ES,51.2727272727273,47.6190476190476,79.7777777777778,57.3333333333333,32,25,Language Status,English Learners,51.3,47.6,79.8,57.3,32.0,25,2
2022,550,Lawrenceville ES,63.7931034482759,55.8292282430214,89.9425287356322,68.007662835249,48.2758620689655,58,Language Status,Non-English Learners,63.8,55.8,89.9,68.0,48.3,58,2
2022,550,Lawrenceville ES,,,,,,,Race/Ethnicity,Asian,--,--,--,--,--,TFR†,
2022,550,Lawrenceville ES,65.6277056277056,56.1904761904762,89.047619047619,68.7301587301587,51.4285714285714,35,Race/Ethnicity,Black,65.6,56.2,89.0,68.7,51.4,35,2
2022,550,Lawrenceville ES,51.4260249554367,48.0392156862745,81.5359477124183,57.9656862745098,29.4117647058824,34,Race/Ethnicity,Hispanic,51.4,48.0,81.5,58.0,29.4,34,2
2022,550,Lawrenceville ES,,,,,,,Race/Ethnicity,Multi-Race,--,--,--,--,--,TFR†,
2022,550,Lawrenceville ES,,,,,,,Race/Ethnicity,White,--,--,--,--,--,TFR†,
2022,550,Lawrenceville ES,58.9864158829676,52.2988505747127,85.9195402298851,63.7691570881226,41.3793103448276,58,FRM Status,FRM Eligible,59.0,52.3,85.9,63.8,41.4,58,2
2022,550,Lawrenceville ES,62.4242424242424,55.8095238095238,89.1111111111111,67.1666666666667,48,25,FRM Status,FRM Ineligible,62.4,55.8,89.1,67.2,48.0,25,2
2022,550,Lawrenceville ES,67.1717171717172,55.328798185941,93.2539682539683,70.2380952380953,57.1428571428571,42,Gender,Female,67.2,55.3,93.3,70.2,57.1,42,3
2022,550,Lawrenceville ES,52.6977087952698,51.335656213705,80.3523035230352,59.2140921409214,29.2682926829268,41,Gender,Male,52.7,51.3,80.4,59.2,29.3,41,2
2022,550,Lawrenceville ES,60.2784602784603,52.8314028314028,88.5885885885886,65.1839339339339,44.5945945945946,74,SPED Status,Non-Special Education,60.3,52.8,88.6,65.2,44.6,74,2
2022,550,Lawrenceville ES,,,,,,,SPED Status,Special Education,--,--,--,--,--,TFR†,
2022,600,Lilburn ES,41.4365881032548,37.037037037037,64.6090534979424,45.9465020576132,17.7777777777778,135,Language Status,English Learners,41.4,37.0,64.6,45.9,17.8,135,1
2022,600,Lilburn ES,60.4545454545455,55.952380952381,71.0185185185185,61.7824074074074,35,60,Language Status,Non-English Learners,60.5,56.0,71.0,61.8,35.0,60,2
2022,600,Lilburn ES,54.4536271808999,53.3910533910534,67.1717171717172,57.3232323232323,42.4242424242424,33,Race/Ethnicity,Asian,54.5,53.4,67.2,57.3,42.4,33,2
2022,600,Lilburn ES,67.003367003367,61.3756613756614,70.3703703703704,66.2037037037037,38.8888888888889,18,Race/Ethnicity,Black,67.0,61.4,70.4,66.2,38.9,18,2
2022,600,Lilburn ES,42.4466891133558,36.8959435626102,66.0905349794239,46.738683127572,16.2962962962963,135,Race/Ethnicity,Hispanic,42.4,36.9,66.1,46.7,16.3,135,1
2022,600,Lilburn ES,,,,,,,Race/Ethnicity,Multi-Race,--,--,--,--,--,TFR†,
2022,600,Lilburn ES,,,,,,,Race/Ethnicity,White,--,--,--,--,--,TFR†,
2022,600,Lilburn ES,46.6032877797584,42.483660130719,66.1946259985476,50.2995642701525,20.9150326797386,153,FRM Status,FRM Eligible,46.6,42.5,66.2,50.3,20.9,153,1
2022,600,Lilburn ES,49.7835497835498,44.2176870748299,67.989417989418,52.7116402116402,30.952380952381,42,FRM Status,FRM Ineligible,49.8,44.2,68.0,52.7,31.0,42,1
2022,600,Lilburn ES,47.8354978354978,41.0592808551992,68.7074829931973,51.0770975056689,23.469387755102,98,Gender,Female,47.8,41.1,68.7,51.1,23.5,98,1
2022,600,Lilburn ES,46.7353951890034,44.6735395189003,64.4329896907217,50.5584192439863,22.680412371134,97,Gender,Male,46.7,44.7,64.4,50.6,22.7,97,1
2022,600,Lilburn ES,47.6950354609929,42.8571428571429,67.0508274231679,51.1229314420804,23.4042553191489,188,SPED Status,Non-Special Education,47.7,42.9,67.1,51.1,23.4,188,1
2022,600,Lilburn ES,,,,,,,SPED Status,Special Education,--,--,--,--,--,TFR†,
2022,628,Magill ES,47.8787878787879,43.4920634920635,72.5925925925926,52.7777777777778,6.66666666666667,15,Language Status,English Learners,47.9,43.5,72.6,52.8,6.7,15,1
2022,628,Magill ES,63.2125450307269,59.1408591408591,74.5532245532246,64.8601398601399,44.7552447552448,143,Language Status,Non-English Learners,63.2,59.1,74.6,64.9,44.8,143,2
2022,628,Magill ES,,,,,,,Race/Ethnicity,Asian,--,--,--,--,--,TFR†,
2022,628,Magill ES,62.6762676267627,59.1230551626591,72.3872387238724,64.0676567656766,44.5544554455446,101,Race/Ethnicity,Black,62.7,59.1,72.4,64.1,44.6,101,2
2022,628,Magill ES,58.5326953748006,51.2531328320802,75,60.5263157894737,31.5789473684211,38,Race/Ethnicity,Hispanic,58.5,51.3,75.0,60.5,31.6,38,2
2022,628,Magill ES,,,,,,,Race/Ethnicity,Multi-Race,--,--,--,--,--,TFR†,
2022,628,Magill ES,,,,,,,Race/Ethnicity,Native American,--,--,--,--,--,TFR†,
2022,628,Magill ES,,,,,,,Race/Ethnicity,White,--,--,--,--,--,TFR†,
2022,628,Magill ES,59.5622895622896,55.1322751322751,71.6666666666667,61.2962962962963,33.3333333333333,90,FRM Status,FRM Eligible,59.6,55.1,71.7,61.3,33.3,90,2
2022,628,Magill ES,64.6613190730838,60.9943977591036,77.9411764705882,66.9117647058824,51.4705882352941,68,FRM Status,FRM Ineligible,64.7,61.0,77.9,66.9,51.5,68,2
2022,628,Magill ES,68.1419457735247,58.3959899749373,80.7748538011696,68.4576023391813,50,76,Gender,Female,68.1,58.4,80.8,68.5,50.0,76,2
2022,628,Magill ES,55.8388765705839,56.9686411149826,68.4281842818428,59.3157181571816,32.9268292682927,82,Gender,Male,55.8,57.0,68.4,59.3,32.9,82,2
2022,628,Magill ES,64.8613797549968,59.709557581898,77.0291568163909,66.4007092198582,45.3900709219858,141,SPED Status,Non-Special Education,64.9,59.7,77.0,66.4,45.4,141,2
2022,628,Magill ES,36.0071301247772,40.6162464985994,52.2875816993464,41.421568627451,5.88235294117647,17,SPED Status,Special Education,36.0,40.6,52.3,41.4,5.9,17,1
2022,630,Mason ES,44.7368421052632,48.1203007518797,54.093567251462,48.062865497076,5.26315789473684,19,Language Status,English Learners,44.7,48.1,54.1,48.1,5.3,19,1
2022,630,Mason ES,65.3876426603699,64.0692640692641,71.0678210678211,66.4231601731602,50.6493506493507,77,Language Status,Non-English Learners,65.4,64.1,71.1,66.4,50.6,77,2
2022,630,Mason ES,57.8877005347594,59.6638655462185,66.421568627451,60.5392156862745,38.2352941176471,34,Race/Ethnicity,Asian,57.9,59.7,66.4,60.5,38.2,34,2
2022,630,Mason ES,56.993006993007,55.4945054945055,60.042735042735,57.3183760683761,19.2307692307692,26,Race/Ethnicity,Black,57.0,55.5,60.0,57.3,19.2,26,2
2022,630,Mason ES,,,,,,,Race/Ethnicity,Hispanic,--,--,--,--,--,TFR†,
2022,630,Mason ES,,,,,,,Race/Ethnicity,Multi-Race,--,--,--,--,--,TFR†,
2022,630,Mason ES,75,72.9166666666667,81.5972222222222,76.0416666666667,81.25,16,Race/Ethnicity,White,75.0,72.9,81.6,76.0,81.2,16,3
2022,630,Mason ES,58.1267217630854,60.6060606060606,70.1178451178451,61.8476430976431,39.3939393939394,33,FRM Status,FRM Eligible,58.1,60.6,70.1,61.8,39.4,33,2
2022,630,Mason ES,62.962962962963,61.0733182161754,66.4462081128748,63.2826278659612,42.8571428571429,63,FRM Status,FRM Ineligible,63.0,61.1,66.4,63.3,42.9,63,2
2022,630,Mason ES,64.6349862258953,59.4155844155844,72.0328282828283,64.9621212121212,50,44,Gender,Female,64.6,59.4,72.0,65.0,50.0,44,2
2022,630,Mason ES,58.479020979021,62.1794871794872,64.0491452991453,60.9508547008547,34.6153846153846,52,Gender,Male,58.5,62.2,64.0,61.0,34.6,52,2
2022,630,Mason ES,63.4986225895317,61.9047619047619,70.770202020202,64.8516414141414,44.3181818181818,88,SPED Status,Non-Special Education,63.5,61.9,70.8,64.9,44.3,88,2
2022,630,Mason ES,,,,,,,SPED Status,Special Education,--,--,--,--,--,TFR†,
2022,635,McKendree ES,53.2467532467533,50.7936507936508,71.4285714285714,57.0767195767196,23.8095238095238,21,Language Status,English Learners,53.2,50.8,71.4,57.1,23.8,21,2
2022,635,McKendree ES,69.4490358126722,63.6363636363636,68.6363636363636,67.5505050505051,59.0909090909091,110,Language Status,Non-English Learners,69.4,63.6,68.6,67.6,59.1,110,2
2022,635,McKendree ES,,,,,,,Race/Ethnicity,Asian,--,--,--,--,--,TFR†,
2022,635,McKendree ES,63.6982065553494,58.1146744412051,62.9251700680272,61.8764172335601,53.0612244897959,49,Race/Ethnicity,Black,63.7,58.1,62.9,61.9,53.1,49,2
2022,635,McKendree ES,61.8022328548644,53.6340852130326,67.9824561403509,60.9649122807018,28.9473684210526,38,Race/Ethnicity,Hispanic,61.8,53.6,68.0,61.0,28.9,38,2
2022,635,McKendree ES,,,,,,,Race/Ethnicity,Multi-Race,--,--,--,--,--,TFR†,
2022,635,McKendree ES,79.7619047619048,77.5510204081633,81.5476190476191,79.5634920634921,82.1428571428571,28,Race/Ethnicity,White,79.8,77.6,81.5,79.6,82.1,28,3
2022,635,McKendree ES,59.9383667180277,52.9459241323648,65.7250470809793,59.3455743879473,38.9830508474576,59,FRM Status,FRM Eligible,59.9,52.9,65.7,59.3,39.0,59,2
2022,635,McKendree ES,72.516835016835,68.6507936507937,71.8364197530864,71.2191358024692,65.2777777777778,72,FRM Status,FRM Ineligible,72.5,68.7,71.8,71.2,65.3,72,3
2022,635,McKendree ES,71.6329966329966,64.0873015873016,75,70.2739197530864,61.1111111111111,72,Gender,Female,71.6,64.1,75.0,70.3,61.1,72,3
2022,635,McKendree ES,61.0169491525424,58.5149313962873,61.864406779661,60.4990583804143,44.0677966101695,59,Gender,Male,61.0,58.5,61.9,60.5,44.1,59,2
2022,635,McKendree ES,68.7607785168761,63.5307781649245,70.9575429087624,67.7845528455285,55.2845528455285,123,SPED Status,Non-Special Education,68.8,63.5,71.0,67.8,55.3,123,2
2022,635,McKendree ES,,,,,,,SPED Status,Special Education,--,--,--,--,--,TFR†,
2022,638,Meadowcreek ES,39.9419729206963,36.2208713272543,59.8699763593381,43.8386524822695,6.38297872340426,94,Language Status,English Learners,39.9,36.2,59.9,43.8,6.4,94,1
2022,638,Meadowcreek ES,60.1370851370851,55.7823129251701,68.3201058201058,60.9126984126984,35.7142857142857,84,Language Status,Non-English Learners,60.1,55.8,68.3,60.9,35.7,84,2
2022,638,Meadowcreek ES,,,,,,,Race/Ethnicity,Asian,--,--,--,--,--,TFR†,
2022,638,Meadowcreek ES,65.7869012707722,63.594470046083,62.5448028673835,64.336917562724,38.7096774193548,31,Race/Ethnicity,Black,65.8,63.6,62.5,64.3,38.7,31,2
2022,638,Meadowcreek ES,43.9393939393939,39.6464646464646,63.4259259259259,47.5589225589226,13.6363636363636,132,Race/Ethnicity,Hispanic,43.9,39.6,63.4,47.6,13.6,132,1
2022,638,Meadowcreek ES,,,,,,,Race/Ethnicity,Multi-Race,--,--,--,--,--,TFR†,
2022,638,Meadowcreek ES,,,,,,,Race/Ethnicity,Native American,--,--,--,--,--,TFR†,
2022,638,Meadowcreek ES,,,,,,,Race/Ethnicity,White,--,--,--,--,--,TFR†,
2022,638,Meadowcreek ES,49.3006993006993,45.2380952380953,63.3547008547009,51.6292735042735,19.2307692307692,156,FRM Status,FRM Eligible,49.3,45.2,63.4,51.6,19.2,156,1
2022,638,Meadowcreek ES,50.6887052341598,46.969696969697,67.4242424242424,53.7878787878788,27.2727272727273,22,FRM Status,FRM Ineligible,50.7,47.0,67.4,53.8,27.3,22,1
2022,638,Meadowcreek ES,51.0405257393209,46.3568559954102,70.0803212851406,54.4344042838019,24.0963855421687,83,Gender,Female,51.0,46.4,70.1,54.4,24.1,83,2
2022,638,Meadowcreek ES,48.1020733652313,44.6616541353384,58.421052631579,49.6783625730994,16.8421052631579,95,Gender,Male,48.1,44.7,58.4,49.7,16.8,95,1
2022,638,Meadowcreek ES,49.0647212869435,44.4738389182834,64.0260631001372,51.4660493827161,20.3703703703704,162,SPED Status,Non-Special Education,49.1,44.5,64.0,51.5,20.4,162,1
2022,638,Meadowcreek ES,53.5984848484849,55.3571428571429,62.1527777777778,56.25,18.75,16,SPED Status,Special Education,53.6,55.4,62.2,56.2,18.8,16,2
2022,645,Minor ES,46.8531468531469,41.6849816849817,68.2905982905983,50.7051282051282,10.7692307692308,65,Language Status,English Learners,46.9,41.7,68.3,50.7,10.8,65,1
2022,645,Minor ES,63.6778746367788,58.4474885844749,75.8751902587519,65.2016742770167,43.8356164383562,73,Language Status,Non-English Learners,63.7,58.4,75.9,65.2,43.8,73,2
2022,645,Minor ES,,,,,,,Race/Ethnicity,Asian,--,--,--,--,--,TFR†,
2022,645,Minor ES,64.0151515151515,58.7797619047619,74.8263888888889,65.1909722222222,46.875,32,Race/Ethnicity,Black,64.0,58.8,74.8,65.2,46.9,32,2
2022,645,Minor ES,50.2114164904863,44.3521594684385,69.5090439276486,53.3268733850129,13.953488372093,86,Race/Ethnicity,Hispanic,50.2,44.4,69.5,53.3,14.0,86,1
2022,645,Minor ES,,,,,,,Race/Ethnicity,Multi-Race,--,--,--,--,--,TFR†,
2022,645,Minor ES,,,,,,,Race/Ethnicity,Native American,--,--,--,--,--,TFR†,
2022,645,Minor ES,,,,,,,Race/Ethnicity,White,--,--,--,--,--,TFR†,
2022,645,Minor ES,53.9864666078258,48.7748497457235,71.6289104638619,56.8770226537217,26.2135922330097,103,FRM Status,FRM Eligible,54.0,48.8,71.6,56.9,26.2,103,2
2022,645,Minor ES,60.952380952381,55.7823129251701,74.2857142857143,62.7777777777778,34.2857142857143,35,FRM Status,FRM Ineligible,61.0,55.8,74.3,62.8,34.3,35,2
2022,645,Minor ES,56.7870485678705,49.9021526418787,75.5707762557078,59.4748858447489,30.1369863013699,73,Gender,Female,56.8,49.9,75.6,59.5,30.1,73,2
2022,645,Minor ES,54.5920745920746,51.2820512820513,68.6324786324786,57.1367521367521,26.1538461538462,65,Gender,Male,54.6,51.3,68.6,57.1,26.2,65,2
2022,645,Minor ES,56.3932002956393,50.8710801393728,73.7127371273713,59.1124661246613,30.0813008130081,123,SPED Status,Non-Special Education,56.4,50.9,73.7,59.1,30.1,123,2
2022,645,Minor ES,50.5050505050505,47.9365079365079,60.7407407407407,52.3148148148148,13.3333333333333,15,SPED Status,Special Education,50.5,47.9,60.7,52.3,13.3,15,1
2022,650,Mountain Park ES,53.7878787878788,51.1904761904762,64.1666666666667,55.625,15,20,Language Status,English Learners,53.8,51.2,64.2,55.6,15.0,20,2
2022,650,Mountain Park ES,74.7979797979798,69.6825396825397,72.2222222222222,72.662037037037,58.3333333333333,60,Language Status,Non-English Learners,74.8,69.7,72.2,72.7,58.3,60,3
2022,650,Mountain Park ES,62.9233511586453,63.3053221288515,65.359477124183,63.6437908496732,41.1764705882353,17,Race/Ethnicity,Asian,62.9,63.3,65.4,63.6,41.2,17,2
2022,650,Mountain Park ES,73.524720893142,67.1679197994988,67.8362573099415,70.2485380116959,63.1578947368421,19,Race/Ethnicity,Black,73.5,67.2,67.8,70.2,63.2,19,3
2022,650,Mountain Park ES,58.7878787878788,51.7460317460317,66.2962962962963,58.6111111111111,13.3333333333333,15,Race/Ethnicity,Hispanic,58.8,51.7,66.3,58.6,13.3,15,2
2022,650,Mountain Park ES,,,,,,,Race/Ethnicity,Multi-Race,--,--,--,--,--,TFR†,
2022,650,Mountain Park ES,75.036075036075,71.2018140589569,76.7195767195767,74.3386243386243,57.1428571428571,21,Race/Ethnicity,White,75.0,71.2,76.7,74.3,57.1,21,3
2022,650,Mountain Park ES,64.7306397306397,59.1269841269841,68.9814814814815,64.158950617284,38.8888888888889,36,FRM Status,FRM Eligible,64.7,59.1,69.0,64.2,38.9,36,2
2022,650,Mountain Park ES,73.4848484848485,69.9134199134199,71.2121212121212,71.875,54.5454545454545,44,FRM Status,FRM Ineligible,73.5,69.9,71.2,71.9,54.5,44,3
2022,650,Mountain Park ES,68.2926829268293,60.0464576074332,71.0027100271003,66.5650406504065,41.4634146341463,41,Gender,Female,68.3,60.0,71.0,66.6,41.5,41,2
2022,650,Mountain Park ES,70.8624708624709,70.3296703296703,69.3732193732194,70.3347578347578,53.8461538461539,39,Gender,Male,70.9,70.3,69.4,70.3,53.8,39,3
2022,650,Mountain Park ES,69.6969696969697,65.4008438818566,70.323488045007,68.6005625879044,48.1012658227848,79,SPED Status,Non-Special Education,69.7,65.4,70.3,68.6,48.1,79,2
2022,650,Mountain Park ES,,,,,,,SPED Status,Special Education,--,--,--,--,--,TFR†,
2022,660,Nesbit ES,35.4598617756513,31.3700918964077,75.3411306042885,44.2373294346979,7.89473684210526,114,Language Status,English Learners,35.5,31.4,75.3,44.2,7.9,114,1
2022,660,Nesbit ES,60.5033384694402,61.2590799031477,82.2033898305085,66.1487758945386,47.4576271186441,59,Language Status,Non-English Learners,60.5,61.3,82.2,66.1,47.5,59,2
2022,660,Nesbit ES,,,,,,,Race/Ethnicity,Asian,--,--,--,--,--,TFR†,
2022,660,Nesbit ES,65.8585858585859,63.6507936507937,87.5925925925926,70.6481481481482,56.6666666666667,30,Race/Ethnicity,Black,65.9,63.7,87.6,70.6,56.7,30,3
2022,660,Nesbit ES,36.289726533629,32.9074719318622,77.1454381210479,45.5171635049684,8.94308943089431,123,Race/Ethnicity,Hispanic,36.3,32.9,77.1,45.5,8.9,123,1
2022,660,Nesbit ES,,,,,,,Race/Ethnicity,Multi-Race,--,--,--,--,--,TFR†,
2022,660,Nesbit ES,,,,,,,Race/Ethnicity,Native American,--,--,--,--,--,TFR†,
2022,660,Nesbit ES,,,,,,,Race/Ethnicity,White,--,--,--,--,--,TFR†,
