obj_id,obj_name,obj_typ,obj_subtcd,obj_subtyp,country,metro,lat,lon,reldate,nces_schid,nces_disid,st,sys_id,sch_id,level,sch_type,sch_type_text,sys_sch,school_district_nm,school_name,mobility,k12_enr_n,k12_fl_n,k12_rpl_n,k12_frpl_n,unmasked_k12_frpl_pct
16018487,,,,,,,,,,120159002456,1201590,,,,,,,,,,,,,,,
16018488,,,,,,,,,,120159002480,1201590,,,,,,,,,,,,,,,
16018489,,,,,,,,,,120159002893,1201590,,,,,,,,,,,,,,,
16018490,,,,,,,,,,120159002894,1201590,,,,,,,,,,,,,,,
16018491,,,,,,,,,,120159002895,1201590,,,,,,,,,,,,,,,
16018492,,,,,,,,,,120159003016,1201590,,,,,,,,,,,,,,,
16018494,,,,,,,,,,120159003655,1201590,,,,,,,,,,,,,,,
16018496,,,,,,,,,,120159003923,1201590,,,,,,,,,,,,,,,
16018497,,,,,,,,,,120159003926,1201590,,,,,,,,,,,,,,,
16018498,,,,,,,,,,120159004179,1201590,,,,,,,,,,,,,,,
16018499,,,,,,,,,,120159004436,1201590,,,,,,,,,,,,,,,
16018500,,,,,,,,,,120159004440,1201590,,,,,,,,,,,,,,,
16018501,,,,,,,,,,120159005337,1201590,,,,,,,,,,,,,,,
16018502,,,,,,,,,,120159005338,1201590,,,,,,,,,,,,,,,
16018503,,,,,,,,,,120159005342,1201590,,,,,,,,,,,,,,,
16018504,,,,,,,,,,120159005346,1201590,,,,,,,,,,,,,,,
16018506,,,,,,,,,,120159005714,1201590,,,,,,,,,,,,,,,
16018507,,,,,,,,,,120159006951,1201590,,,,,,,,,,,,,,,
16018509,,,,,,,,,,120159007262,1201590,,,,,,,,,,,,,,,
16018510,,,,,,,,,,120159007310,1201590,,,,,,,,,,,,,,,
16018511,,,,,,,,,,120159007399,1201590,,,,,,,,,,,,,,,
16018512,,,,,,,,,,120159001754,1201590,,,,,,,,,,,,,,,
16018513,,,,,,,,,,120159004438,1201590,,,,,,,,,,,,,,,
16018514,,,,,,,,,,120162001056,1201620,,,,,,,,,,,,,,,
16018515,,,,,,,,,,120162001799,1201620,,,,,,,,,,,,,,,
16018516,,,,,,,,,,120162001800,1201620,,,,,,,,,,,,,,,
16018517,,,,,,,,,,120162001802,1201620,,,,,,,,,,,,,,,
16018518,,,,,,,,,,120162001803,1201620,,,,,,,,,,,,,,,
16018519,,,,,,,,,,120162001804,1201620,,,,,,,,,,,,,,,
16018520,,,,,,,,,,120162001805,1201620,,,,,,,,,,,,,,,
16018521,,,,,,,,,,120162001806,1201620,,,,,,,,,,,,,,,
16018522,,,,,,,,,,120162002530,1201620,,,,,,,,,,,,,,,
16018524,,,,,,,,,,120162001809,1201620,,,,,,,,,,,,,,,
16018525,,,,,,,,,,120162001808,1201620,,,,,,,,,,,,,,,
16018527,,,,,,,,,,120162001811,1201620,,,,,,,,,,,,,,,
16018529,,,,,,,,,,120162002664,1201620,,,,,,,,,,,,,,,
16018530,,,,,,,,,,120162002667,1201620,,,,,,,,,,,,,,,
16018533,,,,,,,,,,120165001813,1201650,,,,,,,,,,,,,,,
16018535,,,,,,,,,,120165001814,1201650,,,,,,,,,,,,,,,
16018536,,,,,,,,,,120165001815,1201650,,,,,,,,,,,,,,,
16018537,,,,,,,,,,120165001816,1201650,,,,,,,,,,,,,,,
16018539,,,,,,,,,,120165001817,1201650,,,,,,,,,,,,,,,
16018542,,,,,,,,,,120165001819,1201650,,,,,,,,,,,,,,,
16018543,,,,,,,,,,120165001820,1201650,,,,,,,,,,,,,,,
16018544,,,,,,,,,,120165001821,1201650,,,,,,,,,,,,,,,
16018545,,,,,,,,,,120165001823,1201650,,,,,,,,,,,,,,,
16018547,,,,,,,,,,120165001824,1201650,,,,,,,,,,,,,,,
16018549,,,,,,,,,,120165001826,1201650,,,,,,,,,,,,,,,
16018550,,,,,,,,,,120165001828,1201650,,,,,,,,,,,,,,,
16018551,,,,,,,,,,120165001830,1201650,,,,,,,,,,,,,,,
16018552,,,,,,,,,,120165001832,1201650,,,,,,,,,,,,,,,
16018553,,,,,,,,,,120165001833,1201650,,,,,,,,,,,,,,,
16018554,,,,,,,,,,120165001834,1201650,,,,,,,,,,,,,,,
16018555,,,,,,,,,,120165002097,1201650,,,,,,,,,,,,,,,
16018556,,,,,,,,,,120165002098,1201650,,,,,,,,,,,,,,,
16018557,,,,,,,,,,120165002258,1201650,,,,,,,,,,,,,,,
16018558,,,,,,,,,,120165002670,1201650,,,,,,,,,,,,,,,
16018559,,,,,,,,,,120165002959,1201650,,,,,,,,,,,,,,,
16018560,,,,,,,,,,120165002960,1201650,,,,,,,,,,,,,,,
16018561,,,,,,,,,,120165003122,1201650,,,,,,,,,,,,,,,
16018563,,,,,,,,,,120165003504,1201650,,,,,,,,,,,,,,,
16018564,,,,,,,,,,120165003664,1201650,,,,,,,,,,,,,,,
16018565,,,,,,,,,,120165003665,1201650,,,,,,,,,,,,,,,
16018566,,,,,,,,,,120165004446,1201650,,,,,,,,,,,,,,,
16018567,,,,,,,,,,120165005375,1201650,,,,,,,,,,,,,,,
16018568,,,,,,,,,,120165005376,1201650,,,,,,,,,,,,,,,
16018569,,,,,,,,,,120168001154,1201680,,,,,,,,,,,,,,,
16018571,,,,,,,,,,120168001175,1201680,,,,,,,,,,,,,,,
16018572,,,,,,,,,,120168001835,1201680,,,,,,,,,,,,,,,
16018573,,,,,,,,,,120168001837,1201680,,,,,,,,,,,,,,,
16018574,,,,,,,,,,120168001838,1201680,,,,,,,,,,,,,,,
16018575,,,,,,,,,,120168001840,1201680,,,,,,,,,,,,,,,
16018576,,,,,,,,,,120168001841,1201680,,,,,,,,,,,,,,,
16018577,,,,,,,,,,120168001842,1201680,,,,,,,,,,,,,,,
16018578,,,,,,,,,,120168001843,1201680,,,,,,,,,,,,,,,
16018579,,,,,,,,,,120168001844,1201680,,,,,,,,,,,,,,,
16018580,,,,,,,,,,120168001846,1201680,,,,,,,,,,,,,,,
16018581,,,,,,,,,,120168001847,1201680,,,,,,,,,,,,,,,
16018583,,,,,,,,,,120168001848,1201680,,,,,,,,,,,,,,,
16018584,,,,,,,,,,120168001849,1201680,,,,,,,,,,,,,,,
16018585,,,,,,,,,,120168001851,1201680,,,,,,,,,,,,,,,
16018586,,,,,,,,,,120168001853,1201680,,,,,,,,,,,,,,,
16018587,,,,,,,,,,120168001854,1201680,,,,,,,,,,,,,,,
16018588,,,,,,,,,,120168001855,1201680,,,,,,,,,,,,,,,
16018589,,,,,,,,,,120168001859,1201680,,,,,,,,,,,,,,,
16018590,,,,,,,,,,120168001860,1201680,,,,,,,,,,,,,,,
16018591,,,,,,,,,,120168002460,1201680,,,,,,,,,,,,,,,
16018592,,,,,,,,,,120168002461,1201680,,,,,,,,,,,,,,,
16018593,,,,,,,,,,120168002462,1201680,,,,,,,,,,,,,,,
16018594,,,,,,,,,,120168002463,1201680,,,,,,,,,,,,,,,
16018595,,,,,,,,,,120168002583,1201680,,,,,,,,,,,,,,,
16018596,,,,,,,,,,120168002792,1201680,,,,,,,,,,,,,,,
16018597,,,,,,,,,,120168002904,1201680,,,,,,,,,,,,,,,
16018598,,,,,,,,,,120168003800,1201680,,,,,,,,,,,,,,,
16018599,,,,,,,,,,120168003935,1201680,,,,,,,,,,,,,,,
16018600,,,,,,,,,,120168004142,1201680,,,,,,,,,,,,,,,
16018601,,,,,,,,,,120168005389,1201680,,,,,,,,,,,,,,,
16018602,,,,,,,,,,120168005734,1201680,,,,,,,,,,,,,,,
16018603,,,,,,,,,,120168007410,1201680,,,,,,,,,,,,,,,
16018604,,,,,,,,,,120168007758,1201680,,,,,,,,,,,,,,,
16018605,,,,,,,,,,120168001850,1201680,,,,,,,,,,,,,,,
16018606,,,,,,,,,,120171001179,1201710,,,,,,,,,,,,,,,
16018607,,,,,,,,,,120171001862,1201710,,,,,,,,,,,,,,,
16018608,,,,,,,,,,120171001863,1201710,,,,,,,,,,,,,,,
16018609,,,,,,,,,,120171001864,1201710,,,,,,,,,,,,,,,
16018610,,,,,,,,,,120171001866,1201710,,,,,,,,,,,,,,,
16018611,,,,,,,,,,120171001868,1201710,,,,,,,,,,,,,,,
16018612,,,,,,,,,,120171001869,1201710,,,,,,,,,,,,,,,
16018614,,,,,,,,,,120171001871,1201710,,,,,,,,,,,,,,,
16018615,,,,,,,,,,120171001872,1201710,,,,,,,,,,,,,,,
16018616,,,,,,,,,,120171001873,1201710,,,,,,,,,,,,,,,
16018617,,,,,,,,,,120171001874,1201710,,,,,,,,,,,,,,,
16018618,,,,,,,,,,120171001875,1201710,,,,,,,,,,,,,,,
16018620,,,,,,,,,,120171001881,1201710,,,,,,,,,,,,,,,
16018622,,,,,,,,,,120171001884,1201710,,,,,,,,,,,,,,,
16018623,,,,,,,,,,120171001885,1201710,,,,,,,,,,,,,,,
16018624,,,,,,,,,,120171001886,1201710,,,,,,,,,,,,,,,
16018625,,,,,,,,,,120171001887,1201710,,,,,,,,,,,,,,,
16018626,,,,,,,,,,120171001888,1201710,,,,,,,,,,,,,,,
16018627,,,,,,,,,,120171001889,1201710,,,,,,,,,,,,,,,
16018628,,,,,,,,,,120171001890,1201710,,,,,,,,,,,,,,,
16018629,,,,,,,,,,120171001891,1201710,,,,,,,,,,,,,,,
16018631,,,,,,,,,,120171001893,1201710,,,,,,,,,,,,,,,
16018632,,,,,,,,,,120171001894,1201710,,,,,,,,,,,,,,,
16018633,,,,,,,,,,120171001895,1201710,,,,,,,,,,,,,,,
16018634,,,,,,,,,,120171001896,1201710,,,,,,,,,,,,,,,
16018635,,,,,,,,,,120171001897,1201710,,,,,,,,,,,,,,,
16018636,,,,,,,,,,120171001898,1201710,,,,,,,,,,,,,,,
16018637,,,,,,,,,,120171001899,1201710,,,,,,,,,,,,,,,
16018638,,,,,,,,,,120171001900,1201710,,,,,,,,,,,,,,,
16018639,,,,,,,,,,120171001901,1201710,,,,,,,,,,,,,,,
16018640,,,,,,,,,,120171001997,1201710,,,,,,,,,,,,,,,
16018641,,,,,,,,,,120171002103,1201710,,,,,,,,,,,,,,,
16018642,,,,,,,,,,120171002261,1201710,,,,,,,,,,,,,,,
16018643,,,,,,,,,,120171002410,1201710,,,,,,,,,,,,,,,
16018645,,,,,,,,,,120171002534,1201710,,,,,,,,,,,,,,,
16018646,,,,,,,,,,120171002636,1201710,,,,,,,,,,,,,,,
16018647,,,,,,,,,,120171002905,1201710,,,,,,,,,,,,,,,
16018648,,,,,,,,,,120171002906,1201710,,,,,,,,,,,,,,,
16018649,,,,,,,,,,120171003125,1201710,,,,,,,,,,,,,,,
16018650,,,,,,,,,,120171003126,1201710,,,,,,,,,,,,,,,
16018652,,,,,,,,,,120171003270,1201710,,,,,,,,,,,,,,,
16018654,,,,,,,,,,120171004009,1201710,,,,,,,,,,,,,,,
16018655,,,,,,,,,,120171004010,1201710,,,,,,,,,,,,,,,
16018656,,,,,,,,,,120171004449,1201710,,,,,,,,,,,,,,,
16018657,,,,,,,,,,120171004450,1201710,,,,,,,,,,,,,,,
16018658,,,,,,,,,,120171005390,1201710,,,,,,,,,,,,,,,
16018660,,,,,,,,,,120171005736,1201710,,,,,,,,,,,,,,,
16018661,,,,,,,,,,120174001057,1201740,,,,,,,,,,,,,,,
16018662,,,,,,,,,,120174001060,1201740,,,,,,,,,,,,,,,
16018664,,,,,,,,,,120174001905,1201740,,,,,,,,,,,,,,,
16018665,,,,,,,,,,120174001909,1201740,,,,,,,,,,,,,,,
16018666,,,,,,,,,,120174001914,1201740,,,,,,,,,,,,,,,
16018667,,,,,,,,,,120174001915,1201740,,,,,,,,,,,,,,,
16018668,,,,,,,,,,120174001918,1201740,,,,,,,,,,,,,,,
16018671,,,,,,,,,,120174001920,1201740,,,,,,,,,,,,,,,
16018672,,,,,,,,,,120174002262,1201740,,,,,,,,,,,,,,,
16018673,,,,,,,,,,120174002263,1201740,,,,,,,,,,,,,,,
16018674,,,,,,,,,,120174002896,1201740,,,,,,,,,,,,,,,
16018675,,,,,,,,,,120174002897,1201740,,,,,,,,,,,,,,,
16018676,,,,,,,,,,120174002898,1201740,,,,,,,,,,,,,,,
16018678,,,,,,,,,,120174002899,1201740,,,,,,,,,,,,,,,
16018679,,,,,,,,,,120174002900,1201740,,,,,,,,,,,,,,,
16018680,,,,,,,,,,120174002956,1201740,,,,,,,,,,,,,,,
16018681,,,,,,,,,,120174003018,1201740,,,,,,,,,,,,,,,
16018682,,,,,,,,,,120174003120,1201740,,,,,,,,,,,,,,,
16018683,,,,,,,,,,120174003794,1201740,,,,,,,,,,,,,,,
16018684,,,,,,,,,,120174004141,1201740,,,,,,,,,,,,,,,
16018685,,,,,,,,,,120174004444,1201740,,,,,,,,,,,,,,,
16018686,,,,,,,,,,120174004445,1201740,,,,,,,,,,,,,,,
16018687,,,,,,,,,,120174005723,1201740,,,,,,,,,,,,,,,
16018688,,,,,,,,,,120174005724,1201740,,,,,,,,,,,,,,,
16018689,,,,,,,,,,120174005725,1201740,,,,,,,,,,,,,,,
16018690,,,,,,,,,,120174007272,1201740,,,,,,,,,,,,,,,
16018691,,,,,,,,,,120174007334,1201740,,,,,,,,,,,,,,,
16018692,,,,,,,,,,120174007388,1201740,,,,,,,,,,,,,,,
16018693,,,,,,,,,,120174007576,1201740,,,,,,,,,,,,,,,
16018696,,,,,,,,,,120174007246,1201740,,,,,,,,,,,,,,,
16018697,,,,,,,,,,120177001081,1201770,,,,,,,,,,,,,,,
16018698,,,,,,,,,,120177001111,1201770,,,,,,,,,,,,,,,
16018700,,,,,,,,,,120177001922,1201770,,,,,,,,,,,,,,,
16018701,,,,,,,,,,120177001925,1201770,,,,,,,,,,,,,,,
16018702,,,,,,,,,,120177001926,1201770,,,,,,,,,,,,,,,
16018703,,,,,,,,,,120177001927,1201770,,,,,,,,,,,,,,,
16018705,,,,,,,,,,120177001931,1201770,,,,,,,,,,,,,,,
16018706,,,,,,,,,,120177001933,1201770,,,,,,,,,,,,,,,
16018707,,,,,,,,,,120177002104,1201770,,,,,,,,,,,,,,,
16018708,,,,,,,,,,120177002264,1201770,,,,,,,,,,,,,,,
16018709,,,,,,,,,,120177002265,1201770,,,,,,,,,,,,,,,
16018710,,,,,,,,,,120177002266,1201770,,,,,,,,,,,,,,,
16018711,,,,,,,,,,120177002481,1201770,,,,,,,,,,,,,,,
16018713,,,,,,,,,,120177002536,1201770,,,,,,,,,,,,,,,
16018714,,,,,,,,,,120177002638,1201770,,,,,,,,,,,,,,,
16018715,,,,,,,,,,120177002671,1201770,,,,,,,,,,,,,,,
16018716,,,,,,,,,,120177002673,1201770,,,,,,,,,,,,,,,
16018717,,,,,,,,,,120177002901,1201770,,,,,,,,,,,,,,,
16018718,,,,,,,,,,120177002902,1201770,,,,,,,,,,,,,,,
16018719,,,,,,,,,,120177003019,1201770,,,,,,,,,,,,,,,
16018720,,,,,,,,,,120177003020,1201770,,,,,,,,,,,,,,,
16018721,,,,,,,,,,120177003121,1201770,,,,,,,,,,,,,,,
16018722,,,,,,,,,,120177003501,1201770,,,,,,,,,,,,,,,
16018723,,,,,,,,,,120177003502,1201770,,,,,,,,,,,,,,,
16018725,,,,,,,,,,120177003503,1201770,,,,,,,,,,,,,,,
16018726,,,,,,,,,,120177003943,1201770,,,,,,,,,,,,,,,
16018728,,,,,,,,,,120177004148,1201770,,,,,,,,,,,,,,,
16018729,,,,,,,,,,120177005371,1201770,,,,,,,,,,,,,,,
16018731,,,,,,,,,,120177006816,1201770,,,,,,,,,,,,,,,
16018733,,,,,,,,,,120177006839,1201770,,,,,,,,,,,,,,,
16018735,,,,,,,,,,120183001943,1201830,,,,,,,,,,,,,,,
16018736,,,,,,,,,,120183001945,1201830,,,,,,,,,,,,,,,
16018737,,,,,,,,,,120183001946,1201830,,,,,,,,,,,,,,,
16018740,,,,,,,,,,120183001947,1201830,,,,,,,,,,,,,,,
16018741,,,,,,,,,,120183001948,1201830,,,,,,,,,,,,,,,
16018743,,,,,,,,,,120183004454,1201830,,,,,,,,,,,,,,,
16018744,,,,,,,,,,120183005396,1201830,,,,,,,,,,,,,,,
16018755,,,,,,,,,,120192001196,1201920,,,,,,,,,,,,,,,
16018756,,,,,,,,,,120192001208,1201920,,,,,,,,,,,,,,,
16018757,,,,,,,,,,120192001962,1201920,,,,,,,,,,,,,,,
16018758,,,,,,,,,,120192001963,1201920,,,,,,,,,,,,,,,
16018760,,,,,,,,,,120192001966,1201920,,,,,,,,,,,,,,,
16018761,,,,,,,,,,120192001967,1201920,,,,,,,,,,,,,,,
16018762,,,,,,,,,,120192001969,1201920,,,,,,,,,,,,,,,
16018763,,,,,,,,,,120192001970,1201920,,,,,,,,,,,,,,,
16018764,,,,,,,,,,120192001971,1201920,,,,,,,,,,,,,,,
16018765,,,,,,,,,,120192001972,1201920,,,,,,,,,,,,,,,
16018766,,,,,,,,,,120192001973,1201920,,,,,,,,,,,,,,,
16018767,,,,,,,,,,120192001979,1201920,,,,,,,,,,,,,,,
16018768,,,,,,,,,,120192001983,1201920,,,,,,,,,,,,,,,
16018769,,,,,,,,,,120192001984,1201920,,,,,,,,,,,,,,,
16018770,,,,,,,,,,120192001986,1201920,,,,,,,,,,,,,,,
16018771,,,,,,,,,,120192001987,1201920,,,,,,,,,,,,,,,
16018772,,,,,,,,,,120192001988,1201920,,,,,,,,,,,,,,,
16018773,,,,,,,,,,120192001990,1201920,,,,,,,,,,,,,,,
16018774,,,,,,,,,,120192001992,1201920,,,,,,,,,,,,,,,
16018775,,,,,,,,,,120192001993,1201920,,,,,,,,,,,,,,,
16018776,,,,,,,,,,120192001994,1201920,,,,,,,,,,,,,,,
16018777,,,,,,,,,,120192001995,1201920,,,,,,,,,,,,,,,
16018778,,,,,,,,,,120192001996,1201920,,,,,,,,,,,,,,,
16018779,,,,,,,,,,120192001998,1201920,,,,,,,,,,,,,,,
16018780,,,,,,,,,,120192001999,1201920,,,,,,,,,,,,,,,
16018781,,,,,,,,,,120192002000,1201920,,,,,,,,,,,,,,,
16018782,,,,,,,,,,120192002004,1201920,,,,,,,,,,,,,,,
16018783,,,,,,,,,,120192002005,1201920,,,,,,,,,,,,,,,
16018784,,,,,,,,,,120192002007,1201920,,,,,,,,,,,,,,,
16018785,,,,,,,,,,120192002008,1201920,,,,,,,,,,,,,,,
16018786,,,,,,,,,,120192002009,1201920,,,,,,,,,,,,,,,
16018787,,,,,,,,,,120192002010,1201920,,,,,,,,,,,,,,,
16018788,,,,,,,,,,120192002011,1201920,,,,,,,,,,,,,,,
16018789,,,,,,,,,,120192002105,1201920,,,,,,,,,,,,,,,
16018790,,,,,,,,,,120192002267,1201920,,,,,,,,,,,,,,,
16018791,,,,,,,,,,120192002268,1201920,,,,,,,,,,,,,,,
16018793,,,,,,,,,,120192002269,1201920,,,,,,,,,,,,,,,
16018794,,,,,,,,,,120192002271,1201920,,,,,,,,,,,,,,,
16018795,,,,,,,,,,120192002415,1201920,,,,,,,,,,,,,,,
16018796,,,,,,,,,,120192002416,1201920,,,,,,,,,,,,,,,
16018797,,,,,,,,,,120192002417,1201920,,,,,,,,,,,,,,,
16018798,,,,,,,,,,120192002418,1201920,,,,,,,,,,,,,,,
16018799,,,,,,,,,,120192002419,1201920,,,,,,,,,,,,,,,
16018800,,,,,,,,,,120192002538,1201920,,,,,,,,,,,,,,,
16018801,,,,,,,,,,120192002640,1201920,,,,,,,,,,,,,,,
16018802,,,,,,,,,,120192002641,1201920,,,,,,,,,,,,,,,
16018803,,,,,,,,,,120192002709,1201920,,,,,,,,,,,,,,,
16018804,,,,,,,,,,120192002795,1201920,,,,,,,,,,,,,,,
16018805,,,,,,,,,,120192002796,1201920,,,,,,,,,,,,,,,
16018806,,,,,,,,,,120192002797,1201920,,,,,,,,,,,,,,,
16018807,,,,,,,,,,120192002968,1201920,,,,,,,,,,,,,,,
16018808,,,,,,,,,,120192002969,1201920,,,,,,,,,,,,,,,
16018809,,,,,,,,,,120192002970,1201920,,,,,,,,,,,,,,,
16018810,,,,,,,,,,120192003128,1201920,,,,,,,,,,,,,,,
16018811,,,,,,,,,,120192003129,1201920,,,,,,,,,,,,,,,
16018812,,,,,,,,,,120192003130,1201920,,,,,,,,,,,,,,,
16018813,,,,,,,,,,120192003275,1201920,,,,,,,,,,,,,,,
16018814,,,,,,,,,,120192003670,1201920,,,,,,,,,,,,,,,
16018815,,,,,,,,,,120192003808,1201920,,,,,,,,,,,,,,,
16018816,,,,,,,,,,120192003990,1201920,,,,,,,,,,,,,,,
16018817,,,,,,,,,,120192004455,1201920,,,,,,,,,,,,,,,
16018818,,,,,,,,,,120192005404,1201920,,,,,,,,,,,,,,,
16018819,,,,,,,,,,120192005747,1201920,,,,,,,,,,,,,,,
16018820,,,,,,,,,,120192006999,1201920,,,,,,,,,,,,,,,
16018821,,,,,,,,,,120192007034,1201920,,,,,,,,,,,,,,,
16018822,,,,,,,,,,120192007444,1201920,,,,,,,,,,,,,,,
16018823,,,,,,,,,,120192007281,1201920,,,,,,,,,,,,,,,
16018824,,,,,,,,,,120192007786,1201920,,,,,,,,,,,,,,,
16018825,,,,,,,,,,120201002027,1202010,,,,,,,,,,,,,,,
16018827,,,,,,,,,,120201002028,1202010,,,,,,,,,,,,,,,
16018828,,,,,,,,,,120201002029,1202010,,,,,,,,,,,,,,,
16018829,,,,,,,,,,120201002031,1202010,,,,,,,,,,,,,,,
16018831,,,,,,,,,,120201002033,1202010,,,,,,,,,,,,,,,
16018832,,,,,,,,,,120201002587,1202010,,,,,,,,,,,,,,,
16019821,,,,,,,,,,630001800005,6300018,,,,,,,,,,,,,,,
16020662,,,,,,,,,,150003000001,1500030,,,,,,,,,,,,,,,
16020664,,,,,,,,,,150003000002,1500030,,,,,,,,,,,,,,,
16020666,,,,,,,,,,150003000003,1500030,,,,,,,,,,,,,,,
16020668,,,,,,,,,,150003000004,1500030,,,,,,,,,,,,,,,
16020670,,,,,,,,,,150003000005,1500030,,,,,,,,,,,,,,,
16020672,,,,,,,,,,150003000006,1500030,,,,,,,,,,,,,,,
16020673,,,,,,,,,,150003000007,1500030,,,,,,,,,,,,,,,
16020676,,,,,,,,,,150003000008,1500030,,,,,,,,,,,,,,,
16020677,,,,,,,,,,150003000009,1500030,,,,,,,,,,,,,,,
16020678,,,,,,,,,,150003000010,1500030,,,,,,,,,,,,,,,
16020680,,,,,,,,,,150003000011,1500030,,,,,,,,,,,,,,,
16020681,,,,,,,,,,150003000012,1500030,,,,,,,,,,,,,,,
16020683,,,,,,,,,,150003000013,1500030,,,,,,,,,,,,,,,
16020685,,,,,,,,,,150003000014,1500030,,,,,,,,,,,,,,,
16020687,,,,,,,,,,150003000015,1500030,,,,,,,,,,,,,,,
16020688,,,,,,,,,,150003000016,1500030,,,,,,,,,,,,,,,
16020690,,,,,,,,,,150003000017,1500030,,,,,,,,,,,,,,,
16020691,,,,,,,,,,150003000018,1500030,,,,,,,,,,,,,,,
16020694,,,,,,,,,,150003000019,1500030,,,,,,,,,,,,,,,
16020696,,,,,,,,,,150003000020,1500030,,,,,,,,,,,,,,,
16020698,,,,,,,,,,150003000021,1500030,,,,,,,,,,,,,,,
16020700,,,,,,,,,,150003000022,1500030,,,,,,,,,,,,,,,
16020701,,,,,,,,,,150003000023,1500030,,,,,,,,,,,,,,,
16020704,,,,,,,,,,150003000024,1500030,,,,,,,,,,,,,,,
16020706,,,,,,,,,,150003000025,1500030,,,,,,,,,,,,,,,
16020707,,,,,,,,,,150003000026,1500030,,,,,,,,,,,,,,,
16020708,,,,,,,,,,150003000027,1500030,,,,,,,,,,,,,,,
16020711,,,,,,,,,,150003000028,1500030,,,,,,,,,,,,,,,
16020712,,,,,,,,,,150003000029,1500030,,,,,,,,,,,,,,,
16020713,,,,,,,,,,150003000030,1500030,,,,,,,,,,,,,,,
16020715,,,,,,,,,,150003000031,1500030,,,,,,,,,,,,,,,
16020716,,,,,,,,,,150003000032,1500030,,,,,,,,,,,,,,,
16020717,,,,,,,,,,150003000033,1500030,,,,,,,,,,,,,,,
16020718,,,,,,,,,,150003000034,1500030,,,,,,,,,,,,,,,
16020719,,,,,,,,,,150003000035,1500030,,,,,,,,,,,,,,,
16020720,,,,,,,,,,150003000036,1500030,,,,,,,,,,,,,,,
16020723,,,,,,,,,,150003000037,1500030,,,,,,,,,,,,,,,
16020728,,,,,,,,,,150003000039,1500030,,,,,,,,,,,,,,,
16020729,,,,,,,,,,150003000040,1500030,,,,,,,,,,,,,,,
16020730,,,,,,,,,,150003000041,1500030,,,,,,,,,,,,,,,
16020732,,,,,,,,,,150003000042,1500030,,,,,,,,,,,,,,,
16020733,,,,,,,,,,150003000043,1500030,,,,,,,,,,,,,,,
16020734,,,,,,,,,,150003000044,1500030,,,,,,,,,,,,,,,
16020735,,,,,,,,,,150003000045,1500030,,,,,,,,,,,,,,,
16020736,,,,,,,,,,150003000046,1500030,,,,,,,,,,,,,,,
16020739,,,,,,,,,,150003000047,1500030,,,,,,,,,,,,,,,
16020740,,,,,,,,,,150003000048,1500030,,,,,,,,,,,,,,,
16020743,,,,,,,,,,150003000049,1500030,,,,,,,,,,,,,,,
16020745,,,,,,,,,,150003000050,1500030,,,,,,,,,,,,,,,
16020747,,,,,,,,,,150003000051,1500030,,,,,,,,,,,,,,,
16020748,,,,,,,,,,150003000052,1500030,,,,,,,,,,,,,,,
16020749,,,,,,,,,,150003000053,1500030,,,,,,,,,,,,,,,
16020750,,,,,,,,,,150003000054,1500030,,,,,,,,,,,,,,,
16020751,,,,,,,,,,150003000055,1500030,,,,,,,,,,,,,,,
16020752,,,,,,,,,,150003000056,1500030,,,,,,,,,,,,,,,
16020753,,,,,,,,,,150003000057,1500030,,,,,,,,,,,,,,,
16020754,,,,,,,,,,150003000058,1500030,,,,,,,,,,,,,,,
16020757,,,,,,,,,,150003000059,1500030,,,,,,,,,,,,,,,
16020758,,,,,,,,,,150003000060,1500030,,,,,,,,,,,,,,,
16020759,,,,,,,,,,150003000061,1500030,,,,,,,,,,,,,,,
16020761,,,,,,,,,,150003000062,1500030,,,,,,,,,,,,,,,
16020762,,,,,,,,,,150003000064,1500030,,,,,,,,,,,,,,,
16020766,,,,,,,,,,150003000066,1500030,,,,,,,,,,,,,,,
16020767,,,,,,,,,,150003000067,1500030,,,,,,,,,,,,,,,
16020768,,,,,,,,,,150003000068,1500030,,,,,,,,,,,,,,,
16020769,,,,,,,,,,150003000069,1500030,,,,,,,,,,,,,,,
16020770,,,,,,,,,,150003000070,1500030,,,,,,,,,,,,,,,
16020773,,,,,,,,,,150003000071,1500030,,,,,,,,,,,,,,,
16020774,,,,,,,,,,150003000072,1500030,,,,,,,,,,,,,,,
16020775,,,,,,,,,,150003000073,1500030,,,,,,,,,,,,,,,
16020777,,,,,,,,,,150003000074,1500030,,,,,,,,,,,,,,,
16020778,,,,,,,,,,150003000075,1500030,,,,,,,,,,,,,,,
16020779,,,,,,,,,,150003000076,1500030,,,,,,,,,,,,,,,
16020780,,,,,,,,,,150003000077,1500030,,,,,,,,,,,,,,,
16020781,,,,,,,,,,150003000079,1500030,,,,,,,,,,,,,,,
16020782,,,,,,,,,,150003000080,1500030,,,,,,,,,,,,,,,
16020783,,,,,,,,,,150003000081,1500030,,,,,,,,,,,,,,,
16020785,,,,,,,,,,150003000082,1500030,,,,,,,,,,,,,,,
16020786,,,,,,,,,,150003000083,1500030,,,,,,,,,,,,,,,
16020787,,,,,,,,,,150003000084,1500030,,,,,,,,,,,,,,,
16020788,,,,,,,,,,150003000085,1500030,,,,,,,,,,,,,,,
16020789,,,,,,,,,,150003000086,1500030,,,,,,,,,,,,,,,
16020790,,,,,,,,,,150003000088,1500030,,,,,,,,,,,,,,,
16020792,,,,,,,,,,150003000089,1500030,,,,,,,,,,,,,,,
