"DETAIL_LVL_DESC","INSTN_NUMBER","SCHOOL_DSTRCT_CD","LONG_SCHOOL_YEAR","INSTN_NAME","SCHOOL_DSTRCT_NM","GRADES_SERVED_DESC","ENROLL_PERCENT_ASIAN","ENROLL_PERCENT_NATIVE","ENROLL_PERCENT_BLACK","ENROLL_PERCENT_HISPANIC","ENROLL_PERCENT_MULTIRACIAL","ENROLL_PERCENT_WHITE","ENROLL_PERCENT_MIGRANT","ENROLL_PERCENT_ED","ENROLL_PERCENT_SWD","ENROLL_PERCENT_LEP","ENROLL_COUNT_REMEDIAL_GR_6_8","ENROLL_PCT_REMEDIAL_GR_6_8","ENROLL_COUNT_EIP_K_5","ENROLL_PERCENT_EIP_K_5","ENROLL_COUNT_REMEDIAL_GR_9_12","ENROLL_PCT_REMEDIAL_GR_9_12","ENROLL_COUNT_SPECIAL_ED_K12","ENROLL_PCT_SPECIAL_ED_K12","ENROLL_COUNT_ESOL","ENROLL_PCT_ESOL","ENROLL_COUNT_SPECIAL_ED_PK","ENROLL_PCT_SPECIAL_ED_PK","ENROLL_COUNT_VOCATION_9_12","ENROLL_PCT_VOCATION_9_12","ENROLL_COUNT_ALT_PROGRAMS","ENROLL_PCT_ALT_PROGRAMS","ENROLL_COUNT_GIFTED","ENROLL_PCT_GIFTED","ENROLL_PERCENT_MALE","ENROLL_PERCENT_FEMALE"
"School","0199","606","2021-22","Banks County High School","Banks County","09,10,11,12",1,0,2,11,3,84,0,16,14.6,3,"",,"",,"14",1.6,"129",14.6,"25",2.8,"TFS",0,"612",69.1,"TFS",0,"75",8.5,51,49
"School","0205","606","2021-22","Banks County Primary School","Banks County","PK,KK,01,02",1,0,2,12,6,80,0,26,12.2,6,"",,"198",30.1,"",,"80",12.2,"40",6.1,"20",100,"",,"TFS",0,"18",2.7,52,48
"District","ALL","606","2021-22","All Column Values","Banks County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",1,0,2,11,4,83,0,21,14.3,6,"TFS",0,"349",27.9,"14",1.6,"399",14.3,"123",4.4,"20",100,"612",69.1,"TFS",0.3,"204",7.3,52,48
"School","0101","607","2021-22","Apalachee High School","Barrow County","09,10,11,12",4,0,16,25,5,50,0,16,16,8,"",,"",,"253",13.2,"305",16,"102",5.3,"TFS",0,"1054",55.2,"33",2.3,"168",8.8,52,48
"School","0105","607","2021-22","County Line Elementary School","Barrow County","PK,KK,01,02,03,04,05",5,0,5,23,6,61,0,21,18.8,17,"",,"184",35.4,"",,"98",18.8,"77",14.8,"TFS",17,"",,"TFS",0,"52",10,54,46
"School","0106","607","2021-22","Haymon-Morris Middle School","Barrow County","06,07,08",3,0,20,24,5,48,0,19,14.7,19,"62",7.6,"",,"",,"120",14.7,"68",8.3,"TFS",0,"",,"TFS",1,"91",11.1,52,48
"School","0114","607","2021-22","Bear Creek Middle School","Barrow County","06,07,08",5,0,14,24,5,52,0,24,20.8,19,"120",19.2,"",,"",,"130",20.8,"55",8.8,"TFS",0,"",,"17",2.6,"86",13.7,52,48
"School","0189","607","2021-22","Kennedy Elementary School","Barrow County","PK,KK,01,02,03,04,05",4,0,18,29,7,42,0,27,14.1,20,"",,"264",31.1,"",,"120",14.1,"131",15.4,"TFS",4.4,"",,"TFS",0,"78",9.2,50,50
"School","0193","607","2021-22","Bramlett Elementary School","Barrow County","PK,KK,01,02,03,04,05",7,0,6,21,5,60,0,14,16.7,17,"",,"230",36.6,"",,"105",16.7,"94",14.9,"TFS",11.4,"",,"TFS",0,"50",7.9,49,51
"School","0198","607","2021-22","Westside Middle School","Barrow County","06,07,08",5,0,17,27,7,43,0,26,16.6,17,"153",20.3,"",,"",,"125",16.6,"58",7.7,"TFS",0,"",,"23",3.1,"61",8.1,51,49
"School","0205","607","2021-22","Bethlehem Elementary School","Barrow County","PK,KK,01,02,03,04,05",4,0,9,21,5,60,0,22,15.2,15,"",,"256",34.5,"",,"113",15.2,"89",12,"27",31.4,"",,"TFS",0,"32",4.3,49,51
"School","0289","607","2021-22","Russell Middle School","Barrow County","06,07,08",6,0,11,23,6,54,0,22,16.9,17,"169",18.4,"",,"",,"155",16.9,"78",8.5,"TFS",0,"",,"15",1.6,"119",13,53,47
"School","0298","607","2021-22","Yargo Elementary School","Barrow County","PK,KK,01,02,03,04,05",3,0,18,24,8,47,0,18,13.3,20,"",,"276",33.5,"",,"110",13.3,"118",14.3,"TFS",12.5,"",,"TFS",0,"56",6.8,51,49
"School","0299","607","2021-22","Winder Elementary School","Barrow County","PK,KK,01,02,03,04,05",5,0,23,23,9,41,0,37,16.3,16,"",,"277",49.2,"",,"92",16.3,"71",12.6,"15",41.7,"",,"TFS",0,"32",5.7,50,50
"School","0300","607","2021-22","Barrow Arts and Sciences Academy","Barrow County","08,09,10,11",5,0,12,18,5,59,0,10,6.8,3,"TFS",0.9,"",,"21",3.4,"57",6.8,"TFS",0,"TFS",0,"406",66.4,"23",2.9,"165",19.5,42,58
"School","1050","607","2021-22","Auburn Elementary School","Barrow County","PK,KK,01,02,03,04,05",5,0,7,27,5,55,0,26,14.5,19,"",,"239",36.5,"",,"95",14.5,"107",16.3,"30",43.5,"",,"TFS",0,"28",4.3,51,49
"School","3052","607","2021-22","Winder-Barrow High School","Barrow County","09,10,11,12",5,0,15,22,4,54,0,18,14.6,6,"",,"",,"54",2.9,"270",14.6,"63",3.4,"TFS",0,"995",53.9,"18",1.3,"231",12.5,52,48
"School","4050","607","2021-22","Holsenbeck Elementary School","Barrow County","PK,KK,01,02,03,04,05",4,0,9,25,6,56,0,24,14.2,15,"",,"197",28.9,"",,"97",14.2,"83",12.2,"TFS",13,"",,"TFS",0,"56",8.2,49,51
"School","5050","607","2021-22","Statham Elementary School","Barrow County","PK,KK,01,02,03,04,05",3,0,15,18,8,55,0,26,15.9,13,"",,"248",35.5,"",,"111",15.9,"74",10.6,"28",40.6,"",,"TFS",0,"62",8.9,50,50
"District","ALL","607","2021-22","All Column Values","Barrow County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",5,0,14,23,6,52,0,21,15.2,14,"506",15.1,"2171",35.2,"328",7.5,"2103",15.2,"1268",9.1,"127",25.9,"2455",56.2,"137",1,"1365",9.8,51,49
"School","0101","608","2021-22","Woodland Middle School at Euharlee","Bartow County","06,07,08",0,0,7,12,4,76,0,36,15.1,5,"137",19.7,"",,"",,"105",15.1,"14",2,"TFS",0,"",,"TFS",0,"124",17.9,50,50
"School","0104","608","2021-22","Clear Creek Elementary School","Bartow County","PK,KK,01,02,03,04,05",1,0,3,8,3,84,0,40,12.4,4,"",,"76",13.1,"",,"72",12.4,"20",3.4,"20",32.3,"",,"TFS",0,"89",15.3,48,52
"School","0105","608","2021-22","Adairsville High School","Bartow County","09,10,11,12",1,0,5,9,4,81,0,32,13.7,2,"",,"",,"56",5.1,"150",13.7,"17",1.6,"TFS",0,"605",55.4,"14",1.7,"184",16.8,51,49
"School","0106","608","2021-22","Pine Log Elementary","Bartow County","PK,KK,01,02,03,04,05",0,0,2,8,3,87,0,40,13.5,5,"",,"93",26.7,"",,"47",13.5,"14",4,"16",48.5,"",,"TFS",0,"57",16.4,53,47
"School","0107","608","2021-22","Euharlee Elementary School","Bartow County","PK,KK,01,02,03,04,05",0,0,4,9,4,83,0,33,16.2,2,"",,"75",17.1,"",,"71",16.2,"TFS",0.9,"10",18.5,"",,"TFS",0,"70",16,50,50
"School","0114","608","2021-22","Cass High School","Bartow County","09,10,11,12",2,0,16,19,5,57,0,36,12.2,5,"",,"",,"102",6.7,"185",12.2,"46",3,"TFS",0,"977",64.2,"TFS",0.8,"170",11.2,51,49
"School","0115","608","2021-22","Cloverleaf Elementary","Bartow County","PK,KK,01,02,03,04,05",2,0,17,18,8,55,0,52,8.9,11,"",,"266",41.4,"",,"57",8.9,"53",8.2,"11",20,"",,"TFS",0,"79",12.3,50,50
"School","0175","608","2021-22","White Elementary School","Bartow County","PK,KK,01,02,03,04,05",2,0,13,15,8,61,0,48,9.7,8,"",,"43",8.2,"",,"51",9.7,"35",6.6,"TFS",10.4,"",,"TFS",0,"58",11,53,47
"School","0177","608","2021-22","Adairsville Elementary School","Bartow County","PK,KK,01,02,03,04,05",0,0,7,9,7,77,0,36,13.4,4,"",,"57",7.7,"",,"100",13.4,"27",3.6,"18",22.5,"",,"TFS",0,"75",10.1,53,47
"School","0186","608","2021-22","Mission Road Elementary School","Bartow County","PK,KK,01,02,03,04,05",0,0,6,14,6,73,0,40,16.6,6,"",,"47",11,"",,"71",16.6,"15",3.5,"TFS",3.6,"",,"TFS",0,"85",19.8,50,50
"School","0190","608","2021-22","Red Top Middle School","Bartow County","06,07,08",1,0,12,27,5,55,0,53,17.4,18,"162",25,"",,"",,"113",17.4,"54",8.3,"TFS",0,"",,"TFS",0.3,"66",10.2,53,47
"School","0195","608","2021-22","Cass Middle School","Bartow County","06,07,08",1,0,14,21,6,57,0,45,11.8,15,"144",16.3,"",,"",,"104",11.8,"49",5.6,"TFS",0,"",,"TFS",0.4,"126",14.3,52,48
"School","0196","608","2021-22","Allatoona Elementary School","Bartow County","PK,KK,01,02,03,04,05",1,0,6,40,8,45,0,61,10.5,32,"",,"20",5.1,"",,"41",10.5,"101",25.8,"TFS",8.7,"",,"TFS",0,"38",9.7,56,44
"School","0198","608","2021-22","Woodland High School","Bartow County","09,10,11,12",0,0,7,16,4,72,0,31,12.7,3,"",,"",,"531",36.2,"186",12.7,"17",1.2,"TFS",0,"677",46.2,"18",1.7,"205",14,51,49
"School","0296","608","2021-22","Kingston Elementary School","Bartow County","PK,KK,01,02,03,04,05",1,0,18,27,4,50,0,59,12.5,18,"",,"120",24.6,"",,"61",12.5,"73",15,"TFS",12,"",,"TFS",0,"44",9,51,49
"School","0301","608","2021-22","Adairsville Middle School","Bartow County","06,07,08",1,0,6,8,4,82,0,36,14.1,5,"118",14,"",,"",,"119",14.1,"19",2.3,"TFS",0,"",,"TFS",0.7,"169",20.1,51,49
"School","0377","608","2021-22","Hamilton Crossing Elementary School","Bartow County","PK,KK,01,02,03,04,05",3,1,9,26,6,55,0,41,15.1,21,"",,"23",4.3,"",,"80",15.1,"87",16.4,"19",47.5,"",,"TFS",0,"52",9.8,54,46
"School","0396","608","2021-22","Taylorsville Elementary School","Bartow County","PK,KK,01,02,03,04,05",0,1,5,12,4,78,0,38,10.6,5,"",,"37",7.4,"",,"53",10.6,"21",4.2,"TFS",16.3,"",,"TFS",0,"51",10.2,51,49
"School","2052","608","2021-22","Emerson Elementary School","Bartow County","PK,KK,01,02,03,04,05",1,0,4,18,3,74,0,54,17.4,10,"",,"82",23.4,"",,"61",17.4,"33",9.4,"TFS",27.3,"",,"TFS",0,"39",11.1,49,51
"District","ALL","608","2021-22","All Column Values","Bartow County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",1,0,9,16,5,68,0,40,13.2,8,"561",18.3,"939",15.7,"689",16.9,"1727",13.2,"699",5.3,"122",23,"2259",55.4,"53",0.4,"1775",13.5,51,49
"School","0111","609","2021-22","Ben Hill Elementary School","Ben Hill County","03,04,05",0,0,44,11,2,42,1,89,10.4,8,"",,"486",79.9,"",,"63",10.4,"21",3.5,"TFS",0,"",,"TFS",0,"39",6.4,52,48
"School","0196","609","2021-22","Ben Hill County Primary School","Ben Hill County","PK,KK,01,02",0,0,43,10,3,44,0,89,12.5,5,"",,"470",69.9,"",,"84",12.5,"36",5.4,"43",20.1,"",,"TFS",0,"17",2.5,47,53
"School","0291","609","2021-22","Fitzgerald High School","Ben Hill County","09,10,11,12",1,0,41,16,3,39,1,65,13.4,2,"",,"",,"260",31,"112",13.4,"TFS",1,"TFS",0,"468",55.8,"TFS",1.1,"81",9.7,50,50
"School","0296","609","2021-22","Ben Hill County Middle School","Ben Hill County","06,07,08",1,0,44,12,5,39,1,89,9.2,5,"505",73.5,"",,"",,"63",9.2,"TFS",1.3,"TFS",0,"",,"23",3.3,"38",5.5,54,46
"School","0392","609","2021-22","Hurricane Transition Academy","Ben Hill County","07,08,09,10,11,12",0,0,53,11,4,32,0,89,8.5,2,"TFS",50,"",,"31",68.9,"TFS",8.5,"TFS",2.1,"TFS",0,"TFS",4.4,"TFS",0,"",,47,53
"District","ALL","609","2021-22","All Column Values","Ben Hill County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",0,0,43,13,3,41,1,82,11.4,5,"506",73.4,"956",74.7,"291",33,"326",11.4,"75",2.6,"43",20.1,"470",53.2,"30",1.1,"175",6.1,51,49
"School","0101","610","2021-22","Berrien High School","Berrien County","09,10,11,12",0,0,14,10,2,73,2,35,10.1,1,"",,"",,"146",17.3,"85",10.1,"TFS",0.7,"TFS",0,"618",73.1,"20",3.1,"74",8.8,52,48
"School","0106","610","2021-22","Berrien Academy Performance Learning Center","Berrien County","09,10,11,12",0,1,6,4,0,89,3,36,8.6,0,"",,"",,"14",20,"TFS",8.6,"TFS",0,"TFS",0,"TFS",7.1,"TFS",0,"TFS",7.1,41,59
"School","0194","610","2021-22","Berrien Middle School","Berrien County","06,07,08",1,0,12,9,5,72,2,45,10.8,5,"118",17.3,"",,"",,"74",10.8,"TFS",1.3,"TFS",0,"",,"16",2.3,"85",12.4,53,47
"School","0195","610","2021-22","Berrien Elementary School","Berrien County","03,04,05",0,0,13,7,6,73,2,83,9.3,4,"",,"144",23.6,"",,"57",9.3,"15",2.5,"TFS",0,"",,"TFS",0,"54",8.8,49,51
"School","5050","610","2021-22","Berrien Primary School","Berrien County","PK,KK,01,02",1,0,13,8,6,72,2,83,11.5,2,"",,"180",26.8,"",,"77",11.5,"12",1.8,"12",10.4,"",,"TFS",0,"TFS",0.4,55,45
"District","ALL","610","2021-22","All Column Values","Berrien County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",0,0,13,8,4,73,2,59,10.4,3,"118",17.3,"324",25.3,"160",17.5,"299",10.4,"42",1.5,"12",10.4,"623",68.1,"36",1.3,"221",7.7,52,48
"School","0103","611","2021-22","Skyview Elementary School","Bibb County","PK,KK,01,02,03,04,05",1,0,37,8,7,47,1,100,12.1,1,"",,"97",25.6,"",,"46",12.1,"TFS",1.1,"TFS",0,"",,"TFS",0,"21",5.5,54,46
"School","0104","611","2021-22","Burdell Elementary School","Bibb County","PK,KK,01,02,03,04,05",0,0,92,4,2,3,0,100,7.6,3,"",,"141",32.3,"",,"33",7.6,"10",2.3,"TFS",3.7,"",,"TFS",0,"TFS",1.6,53,47
"School","0105","611","2021-22","Howard High School","Bibb County","09,10,11,12",4,0,67,7,5,17,0,100,14.7,3,"",,"",,"95",8.5,"164",14.7,"20",1.8,"TFS",0,"421",37.8,"TFS",0,"88",7.9,51,49
"School","0108","611","2021-22","Ballard Hudson Middle School","Bibb County","06,07,08",0,0,93,3,2,2,0,100,13.1,1,"88",11.5,"",,"",,"100",13.1,"TFS",0,"TFS",0,"",,"TFS",0,"",,52,48
"School","0109","611","2021-22","Bruce Elementary School","Bibb County","PK,KK,01,02,03,04,05",0,0,90,4,2,3,0,100,4.4,2,"",,"176",48.6,"",,"16",4.4,"TFS",2.2,"TFS",11.1,"",,"TFS",0,"TFS",1.4,48,52
"School","0186","611","2021-22","Central High School","Bibb County","09,10,11,12",0,0,88,5,2,4,0,100,9.6,1,"",,"",,"25",3,"79",9.6,"TFS",0,"TFS",0,"452",54.7,"TFS",0,"44",5.3,43,57
"School","0198","611","2021-22","Westside High School","Bibb County","09,10,11,12",1,0,85,8,1,4,0,100,10.9,5,"",,"",,"103",10.2,"110",10.9,"47",4.6,"TFS",0,"643",63.6,"TFS",0,"40",4,48,52
"School","0203","611","2021-22","Vineville Academy","Bibb County","PK,KK,01,02,03,04,05",1,0,78,4,3,14,0,100,3.3,2,"",,"131",29,"",,"15",3.3,"TFS",0.9,"TFS",0,"",,"TFS",0,"34",7.5,42,58
"School","0204","611","2021-22","Rutland High School","Bibb County","09,10,11,12",1,0,51,15,3,30,0,100,11.7,5,"",,"",,"34",3.9,"103",11.7,"31",3.5,"TFS",0,"510",58,"TFS",0.2,"67",7.6,52,48
"School","0205","611","2021-22","Howard Middle School","Bibb County","06,07,08",2,0,74,5,5,14,0,100,14.7,5,"57",5.9,"",,"",,"143",14.7,"28",2.9,"TFS",0,"",,"TFS",0,"87",8.9,54,46
"School","0286","611","2021-22","Northeast High School","Bibb County","09,10,11,12",0,0,94,1,3,3,0,100,14.1,0,"",,"",,"92",12.7,"102",14.1,"TFS",0,"TFS",0,"556",76.8,"TFS",0.2,"TFS",0.4,52,48
"School","0298","611","2021-22","Miller Magnet Middle School","Bibb County","06,07,08",1,0,88,3,3,6,0,100,9.9,0,"72",13.2,"",,"",,"54",9.9,"TFS",0,"TFS",0,"",,"TFS",0,"75",13.7,46,54
"School","0305","611","2021-22","Rutland Middle School","Bibb County","06,07,08",2,0,54,15,3,26,0,100,11.3,9,"91",11.5,"",,"",,"90",11.3,"42",5.3,"TFS",0,"",,"TFS",0,"68",8.6,50,50
"School","0307","611","2021-22","Price Academy","Bibb County","04,05,06,07,08,09,10,12",0,0,46,4,8,42,0,0,54.2,0,"TFS",0,"TFS",0,"TFS",0,"13",54.2,"TFS",0,"TFS",0,"TFS",33.3,"TFS",0,"",,79,21
"School","0383","611","2021-22","Williams Elementary School","Bibb County","KK,01,02,03,04,05",0,0,89,1,5,4,0,100,5.7,0,"",,"106",35.8,"",,"17",5.7,"TFS",0,"TFS",8.8,"",,"TFS",0,"TFS",1,59,41
"School","0386","611","2021-22","Southwest High School","Bibb County","09,10,11,12",0,0,91,4,2,4,0,100,14.8,0,"",,"",,"229",29.4,"115",14.8,"TFS",0,"TFS",0,"388",49.8,"TFS",0,"30",3.9,51,49
"School","0405","611","2021-22","Rosa Taylor Elementary School","Bibb County","PK,KK,01,02,03,04,05",2,0,73,7,5,14,1,100,16.3,6,"",,"164",31.2,"",,"86",16.3,"30",5.7,"TFS",10,"",,"TFS",0,"12",2.3,55,45
"School","0505","611","2021-22","Weaver Middle School","Bibb County","06,07,08",1,0,84,7,2,6,0,100,15,7,"141",15.4,"",,"",,"137",15,"47",5.1,"TFS",0,"",,"TFS",0,"21",2.3,57,43
"School","0605","611","2021-22","Heritage Elementary School","Bibb County","PK,KK,01,02,03,04,05",2,0,70,5,5,18,0,100,10.9,3,"",,"99",18.6,"",,"58",10.9,"12",2.3,"TFS",6,"",,"TFS",0,"18",3.4,53,47
"School","0705","611","2021-22","Union Elementary School","Bibb County","PK,KK,01,02,03,04,05",0,0,96,1,1,1,0,100,8.5,0,"",,"166",39.3,"",,"36",8.5,"TFS",0,"TFS",17.6,"",,"TFS",0,"TFS",1.9,54,46
"School","1050","611","2021-22","Alexander II Magnet School","Bibb County","PK,KK,01,02,03,04,05",1,0,78,2,5,13,0,100,5.5,0,"",,"92",20.2,"",,"25",5.5,"TFS",0,"TFS",0,"",,"TFS",0,"52",11.4,52,48
"School","1054","611","2021-22","Bernd Elementary School","Bibb County","PK,KK,01,02,03,04,05",0,0,84,0,4,11,0,100,10.5,0,"",,"105",28.4,"",,"39",10.5,"TFS",0,"TFS",6.9,"",,"TFS",0,"TFS",0.3,54,46
"School","1067","611","2021-22","Porter Elementary School","Bibb County","PK,KK,01,02,03,04,05",0,0,31,40,3,25,0,100,8.9,29,"",,"127",35.4,"",,"32",8.9,"96",26.7,"TFS",11.5,"",,"TFS",0,"12",3.3,52,48
"School","1105","611","2021-22","Springdale Elementary School","Bibb County","PK,KK,01,02,03,04,05",7,0,46,5,5,38,0,100,8.6,7,"",,"132",27.7,"",,"41",8.6,"27",5.7,"TFS",9,"",,"TFS",0,"42",8.8,53,47
