"DETAIL_LVL_DESC","INSTN_NUMBER","SCHOOL_DSTRCT_CD","LONG_SCHOOL_YEAR","INSTN_NAME","SCHOOL_DSTRCT_NM","GRADES_SERVED_DESC","ENROLL_PERCENT_ASIAN","ENROLL_PERCENT_NATIVE","ENROLL_PERCENT_BLACK","ENROLL_PERCENT_HISPANIC","ENROLL_PERCENT_MULTIRACIAL","ENROLL_PERCENT_WHITE","ENROLL_PERCENT_MIGRANT","ENROLL_PERCENT_ED","ENROLL_PERCENT_SWD","ENROLL_PERCENT_LEP","ENROLL_COUNT_REMEDIAL_GR_6_8","ENROLL_PCT_REMEDIAL_GR_6_8","ENROLL_COUNT_EIP_K_5","ENROLL_PERCENT_EIP_K_5","ENROLL_COUNT_REMEDIAL_GR_9_12","ENROLL_PCT_REMEDIAL_GR_9_12","ENROLL_COUNT_SPECIAL_ED_K12","ENROLL_PCT_SPECIAL_ED_K12","ENROLL_COUNT_ESOL","ENROLL_PCT_ESOL","ENROLL_COUNT_SPECIAL_ED_PK","ENROLL_PCT_SPECIAL_ED_PK","ENROLL_COUNT_VOCATION_9_12","ENROLL_PCT_VOCATION_9_12","ENROLL_COUNT_ALT_PROGRAMS","ENROLL_PCT_ALT_PROGRAMS","ENROLL_COUNT_GIFTED","ENROLL_PCT_GIFTED","ENROLL_PERCENT_MALE","ENROLL_PERCENT_FEMALE"
"School","0195","605","2012-13","Blandy Hills Elementary School","Baldwin County","KK,01,02,03,04,05",1,0,56,4,3,36,0,75,6.7,4,,,231,29.2,,,53,6.7,23,2.9,0,0,,,0,0,55,7,52,48
"School","0199","605","2012-13","Creekside Elementary School","Baldwin County","KK,01,02,03,04,05",3,0,50,3,4,40,0,69,8.2,1,,,27,3,,,74,8.2,5,0.6,0,0,,,0,0,78,8.6,52,48
"District","ALL","605","2012-13","All Column Values","Baldwin County","KK,01,02,03,04,05,06,07,08,09,10,11,12",1,0,64,2,3,29,0,81,10.2,1,500,41.6,588,19.2,194,15,565,10.2,31,0.6,26,100,691,53.4,287,5.5,441,7.9,51,49
"School","0105","606","2012-13","Banks County Middle School","Banks County","06,07,08",1,0,2,9,2,86,0,66,16.6,3,159,21.8,,,,,121,16.6,14,1.9,0,0,,,0,0,72,9.9,54,46
"School","0107","606","2012-13","Banks County Elementary School","Banks County","03,04,05",1,0,2,6,2,89,0,66,17.2,5,,,51,7.8,,,112,17.2,14,2.1,0,0,,,0,0,61,9.4,54,46
"School","0199","606","2012-13","Banks County High School","Banks County","09,10,11,12",1,0,3,7,1,88,0,59,14.6,1,,,,,130,16.2,117,14.6,4,0.5,0,0,627,78.1,0,0,64,8,48,52
"School","0205","606","2012-13","Banks County Primary School","Banks County","PK,KK,01,02",1,0,1,9,2,88,0,68,13.4,6,,,126,20.2,,,84,13.4,31,5,23,100,,,0,0,18,2.9,51,49
"District","ALL","606","2012-13","All Column Values","Banks County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",1,0,2,8,2,88,0,65,15.5,4,159,21.8,177,13.9,130,16.2,434,15.5,63,2.2,23,100,627,78.1,0,0,215,7.7,52,48
"School","0101","607","2012-13","Apalachee High School","Barrow County","09,10,11,12",6,0,13,13,3,65,0,56,11,4,,,,,456,27.1,184,11,37,2.2,0,0,1044,62.1,30,2.4,151,9,53,47
"School","0105","607","2012-13","County Line Elementary School","Barrow County","PK,KK,01,02,03,04,05",4,1,11,19,6,60,0,78,13.7,16,,,143,16.3,,,120,13.7,109,12.5,2,4.3,,,0,0,65,7.4,51,49
"School","0106","607","2012-13","Haymon-Morris Middle School","Barrow County","06,07,08",3,1,13,16,3,65,0,61,10.2,5,58,8.6,,,,,69,10.2,15,2.2,0,0,,,7,1,95,14.1,51,49
"School","0113","607","2012-13","Snodon Preparatory School","Barrow County","09,10,11,12",2,0,14,12,4,69,0,96,14.9,2,,,,,42,34.7,18,14.9,2,1.7,0,0,97,80.2,19,16,,,59,41
"School","0189","607","2012-13","Kennedy Elementary School","Barrow County","PK,KK,01,02,03,04,05",3,0,17,16,6,57,0,76,13.9,15,,,153,20.8,,,102,13.9,74,10.1,13,22.4,,,0,0,63,8.6,51,49
"School","0193","607","2012-13","Bramlett Elementary School","Barrow County","PK,KK,01,02,03,04,05",9,0,5,10,3,73,0,49,10.9,11,,,129,19.3,,,73,10.9,53,7.9,6,23.1,,,0,0,58,8.7,55,45
"School","0198","607","2012-13","Westside Middle School","Barrow County","06,07,08",6,1,12,15,4,63,0,65,13.5,7,78,11.6,,,,,91,13.5,28,4.2,0,0,,,17,2.5,58,8.6,53,47
"School","0205","607","2012-13","Bethlehem Elementary School","Barrow County","PK,KK,01,02,03,04,05",3,1,10,17,4,66,0,66,13.2,15,,,226,29.3,,,102,13.2,98,12.7,5,11.1,,,0,0,56,7.3,48,52
"School","0289","607","2012-13","Russell Middle School","Barrow County","06,07,08",6,0,7,13,4,69,0,66,13.7,6,69,9,,,,,105,13.7,23,3,0,0,,,14,1.8,74,9.7,53,47
"School","0298","607","2012-13","Yargo Elementary School","Barrow County","PK,KK,01,02,03,04,05",4,0,13,14,3,65,0,57,11.2,12,,,132,19.6,,,75,11.2,64,9.5,5,10.9,,,0,0,39,5.8,49,51
"School","1050","607","2012-13","Auburn Elementary School","Barrow County","PK,KK,01,02,03,04,05",8,0,4,14,6,68,0,67,12.2,14,,,145,20.6,,,86,12.2,84,11.9,14,25.9,,,0,0,30,4.3,56,44
"School","2052","607","2012-13","Winder-Barrow Middle School","Barrow County","06,07,08",2,1,20,15,5,56,0,69,13.2,7,64,8.8,,,,,96,13.2,28,3.9,0,0,,,10,1.4,68,9.4,52,48
"School","3052","607","2012-13","Winder-Barrow High School","Barrow County","09,10,11,12",7,0,14,11,5,64,0,54,11.4,3,,,,,423,23.7,203,11.4,33,1.9,0,0,1150,64.5,28,2.1,160,9,51,49
"School","4050","607","2012-13","Holsenbeck Elementary School","Barrow County","PK,KK,01,02,03,04,05",3,1,14,10,7,65,1,70,12.6,9,,,226,23.7,,,120,12.6,65,6.8,3,6.7,,,0,0,85,8.9,52,48
"School","5050","607","2012-13","Statham Elementary School","Barrow County","PK,KK,01,02,03,04,05",3,0,14,15,4,64,1,65,10.3,13,,,239,28.3,,,87,10.3,94,11.1,18,30,,,0,0,78,9.2,54,46
"District","ALL","607","2012-13","All Column Values","Barrow County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",5,0,12,14,4,64,0,64,12.1,9,269,9.5,1393,22.4,921,25.7,1531,12.1,807,6.4,66,17.4,2291,63.9,125,1.1,1080,8.5,52,48
"School","0101","608","2012-13","Woodland Middle School at Euharlee","Bartow County","06,07,08",0,0,9,7,1,83,0,54,13.3,1,132,15.5,,,,,113,13.3,3,0.4,0,0,,,4,0.5,118,13.9,52,48
"School","0104","608","2012-13","Clear Creek Elementary School","Bartow County","PK,KK,01,02,03,04,05",0,0,3,6,3,87,0,66,9.8,3,,,70,12.3,,,56,9.8,10,1.8,13,35.1,,,0,0,71,12.5,50,50
"School","0105","608","2012-13","Adairsville High School","Bartow County","09,10,11,12",1,0,5,4,1,89,0,53,11.9,1,,,,,111,11.7,113,11.9,5,0.5,0,0,648,68.2,10,1.4,134,14.1,53,47
"School","0106","608","2012-13","Pine Log Elementary","Bartow County","PK,KK,01,02,03,04,05",0,0,0,6,1,92,0,61,13.6,4,,,60,15.7,,,52,13.6,11,2.9,8,25.8,,,0,0,38,9.9,49,51
"School","0107","608","2012-13","Euharlee Elementary School","Bartow County","PK,KK,01,02,03,04,05",0,0,8,4,3,85,0,56,11,4,,,40,6.6,,,66,11,14,2.3,19,30.6,,,0,0,43,7.1,54,46
"School","0114","608","2012-13","Cass High School","Bartow County","09,10,11,12",1,0,14,10,2,72,0,57,11.8,3,,,,,133,9.3,168,11.8,24,1.7,0,0,1040,73,19,1.7,154,10.8,49,51
"School","0115","608","2012-13","Cloverleaf Elementary","Bartow County","PK,KK,01,02,03,04,05",3,0,12,15,2,68,0,70,8,13,,,62,9.1,,,55,8,71,10.4,19,31.7,,,0,0,45,6.6,50,50
"School","0175","608","2012-13","White Elementary School","Bartow County","PK,KK,01,02,03,04,05",2,0,15,10,5,67,0,62,10.5,9,,,42,7.9,,,56,10.5,39,7.3,5,19.2,,,0,0,51,9.6,53,47
"School","0177","608","2012-13","Adairsville Elementary School","Bartow County","PK,KK,01,02,03,04,05",0,0,8,5,5,81,0,59,6.5,4,,,93,14.3,,,42,6.5,22,3.4,5,12.2,,,0,0,63,9.7,50,50
"School","0186","608","2012-13","Mission Road Elementary School","Bartow County","PK,KK,01,02,03,04,05",0,0,10,10,4,76,0,56,10,5,,,73,14.9,,,49,10,20,4.1,4,12.5,,,0,0,71,14.5,53,47
"School","0190","608","2012-13","South Central Middle School","Bartow County","06,07,08",1,0,8,14,2,74,0,74,11,4,151,22.4,,,,,74,11,13,1.9,0,0,,,7,1.1,76,11.3,54,46
"School","0195","608","2012-13","Cass Middle School","Bartow County","06,07,08",2,0,13,11,3,71,0,63,8.9,4,167,16.3,,,,,91,8.9,30,2.9,0,0,,,7,0.7,156,15.2,48,52
"School","0196","608","2012-13","Allatoona Elementary School","Bartow County","PK,KK,01,02,03,04,05",1,0,4,18,3,74,0,83,11.5,14,,,42,9.4,,,51,11.5,54,12.1,2,9.1,,,0,0,42,9.4,51,49
"School","0198","608","2012-13","Woodland High School","Bartow County","09,10,11,12",1,0,10,8,1,80,0,48,11.4,1,,,,,282,16.4,196,11.4,5,0.3,0,0,1054,61.2,30,2.3,213,12.4,49,51
"School","0296","608","2012-13","Kingston Elementary School","Bartow County","PK,KK,01,02,03,04,05",1,0,18,16,5,61,0,85,8.5,13,,,83,16.5,,,43,8.5,45,8.9,6,22.2,,,0,0,23,4.6,49,51
"School","0301","608","2012-13","Adairsville Middle School","Bartow County","06,07,08",0,0,3,5,3,88,0,56,13.4,2,131,17.7,,,,,99,13.4,10,1.4,0,0,,,5,0.7,127,17.2,53,47
"School","0377","608","2012-13","Hamilton Crossing Elementary School","Bartow County","PK,KK,01,02,03,04,05",1,0,10,20,3,65,0,61,13.2,19,,,35,5.6,,,82,13.2,100,16.1,11,30.6,,,0,0,67,10.8,49,51
"School","0396","608","2012-13","Taylorsville Elementary School","Bartow County","PK,KK,01,02,03,04,05",1,0,5,10,2,81,0,58,8.1,6,,,30,5.7,,,43,8.1,22,4.2,4,10.8,,,0,0,46,8.7,54,46
"School","2052","608","2012-13","Emerson Elementary School","Bartow County","PK,KK,01,02,03,04,05",0,0,5,8,3,85,0,76,9.1,8,,,84,22.4,,,34,9.1,19,5.1,3,13,,,0,0,34,9.1,54,46
"District","ALL","608","2012-13","All Column Values","Bartow County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",1,0,9,10,3,78,0,61,10.8,5,581,17.7,714,11.2,526,12.8,1483,10.8,517,3.8,99,22.8,2742,67,82,0.6,1562,11.3,51,49
"School","0111","609","2012-13","Ben Hill Elementary School","Ben Hill County","03,04,05",1,0,39,13,2,44,1,82,12.4,9,,,105,14.9,,,88,12.4,20,2.8,0,0,,,0,0,44,6.2,51,49
"School","0196","609","2012-13","Ben Hill County Primary School","Ben Hill County","PK,KK,01,02",1,0,46,13,3,38,1,85,13.7,10,,,174,18.8,,,127,13.7,78,8.4,28,15.9,,,0,0,30,3.2,50,50
"School","0291","609","2012-13","Fitzgerald High School","Ben Hill County","09,10,11,12",1,0,42,8,0,49,0,79,12.1,2,,,,,52,6.9,91,12.1,8,1.1,0,0,653,87.1,66,11.6,94,12.5,47,53
"School","0296","609","2012-13","Ben Hill County Middle School","Ben Hill County","06,07,08",1,0,43,9,2,46,0,81,14.9,1,246,33.7,,,,,109,14.9,6,0.8,0,0,,,40,5.4,95,13,52,48
"District","ALL","609","2012-13","All Column Values","Ben Hill County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",1,0,43,11,2,44,0,82,13.3,6,246,33.7,279,17.1,52,6.9,415,13.3,112,3.6,28,15.9,653,87.1,106,3.6,263,8.4,50,50
"School","0101","610","2012-13","Berrien High School","Berrien County","09,10,11,12",1,0,14,8,1,77,2,61,10.8,1,,,,,170,21.8,84,10.8,5,0.6,0,0,453,58,22,3.7,102,13.1,52,48
"School","0106","610","2012-13","Berrien Academy Performance Learning Center","Berrien County","09,10,11,12",0,1,13,5,0,81,1,81,0,0,,,,,53,67.9,0,0,1,1.3,0,0,44,56.4,65,100,,,53,47
"School","0194","610","2012-13","Berrien Middle School","Berrien County","06,07,08",0,0,11,9,2,77,3,72,12.1,3,119,16.3,,,,,88,12.1,9,1.2,0,0,,,11,1.5,70,9.6,52,48
"School","0195","610","2012-13","Berrien Elementary School","Berrien County","03,04,05",1,0,11,8,3,77,3,68,10,4,,,99,13.7,,,72,10,12,1.7,0,0,,,0,0,57,7.9,49,51
"School","5050","610","2012-13","Berrien Primary School","Berrien County","PK,KK,01,02",1,0,13,9,3,74,3,74,11.1,5,,,179,22.7,,,88,11.1,35,4.4,27,20.8,,,0,0,19,2.4,49,51
"District","ALL","610","2012-13","All Column Values","Berrien County","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12",1,0,12,8,2,76,2,69,10.7,3,119,16.3,278,18.4,223,26,332,10.7,62,2,27,20.8,497,57.9,98,3.4,248,8,51,49
"School","0103","611","2012-13","Skyview Elementary School","Bibb County","PK,KK,01,02,03,04,05",2,0,30,1,4,63,0,59,11.6,1,,,117,23.5,,,58,11.6,0,0,0,0,,,0,0,29,5.8,52,48
"School","0104","611","2012-13","Burdell Elementary School","Bibb County","PK,KK,01,02,03,04,05",0,0,90,6,1,2,0,95,10,4,,,209,42.6,,,49,10,19,3.9,3,30,,,2,0.4,6,1.2,52,48
"School","0105","611","2012-13","Howard High School","Bibb County","09,10,11,12",4,0,55,3,1,37,0,54,11.9,2,,,,,161,13.1,146,11.9,13,1.1,0,0,483,39.3,22,2.5,293,23.9,52,48
"School","0107","611","2012-13","Bloomfield Middle School","Bibb County","06,07,08",0,0,95,3,1,2,0,97,14.6,1,45,8.6,,,,,77,14.6,0,0,0,0,,,15,2.9,,,50,50
"School","0108","611","2012-13","Ballard Hudson Middle School","Bibb County","06,07,08",0,0,98,1,0,1,0,97,15.6,0,417,91.6,,,,,71,15.6,0,0,0,0,,,23,5.2,7,1.5,57,43
"School","0109","611","2012-13","Bruce Elementary School","Bibb County","PK,KK,01,02,03,04,05",0,0,94,2,1,3,0,96,4.9,0,,,132,28.1,,,23,4.9,0,0,4,13.3,,,5,1.1,,,53,47
"School","0186","611","2012-13","Central High School","Bibb County","09,10,11,12",2,0,84,1,1,11,0,77,9.8,0,,,,,160,15.3,103,9.8,0,0,0,0,417,39.8,18,2.3,181,17.3,43,57
"School","0198","611","2012-13","Westside High School","Bibb County","09,10,11,12",1,0,87,2,1,8,0,84,9.3,1,,,,,27,2.4,106,9.3,8,0.7,0,0,556,48.7,22,2.6,67,5.9,52,48
"School","0203","611","2012-13","Vineville Academy","Bibb County","KK,01,02,03,04,05",1,0,73,4,3,19,0,76,3.6,3,,,205,38.4,,,19,3.6,9,1.7,0,0,,,0,0,25,4.7,43,57
"School","0204","611","2012-13","Rutland High School","Bibb County","09,10,11,12",1,0,47,5,1,46,0,59,7.1,1,,,,,91,8.3,78,7.1,7,0.6,0,0,576,52.7,18,2.3,137,12.5,52,48
"School","0205","611","2012-13","Howard Middle School","Bibb County","06,07,08",5,0,55,5,3,32,0,67,11.9,4,15,1.5,,,,,122,11.9,21,2.1,0,0,,,24,2.3,206,20.1,53,47
"School","0286","611","2012-13","Northeast High School","Bibb County","09,10,11,12",0,0,98,1,0,1,0,86,9.7,0,,,,,0,0,64,9.7,0,0,0,0,323,48.9,23,4.7,19,2.9,48,52
"School","0298","611","2012-13","Miller Magnet Middle School","Bibb County","06,07,08",0,0,88,2,3,7,0,85,9.1,1,0,0,,,,,74,9.1,0,0,0,0,,,10,1.3,101,12.5,47,53
"School","0303","611","2012-13","William S. Hutchings Career Center","Bibb County","09,10,11,12",1,0,79,6,1,13,0,88,14.1,0,,,,,19,6,45,14.1,0,0,0,0,225,70.5,0,0,,,44,56
"School","0305","611","2012-13","Rutland Middle School","Bibb County","06,07,08",1,0,45,7,2,44,0,69,8.5,2,439,45.3,,,,,82,8.5,14,1.4,0,0,,,23,2.5,158,16.3,54,46
"School","0307","611","2012-13","Price Academy","Bibb County","04,05,06,07",0,0,33,7,0,60,0,93,33.3,0,0,0,0,0,,,5,33.3,0,0,0,0,,,0,0,,,67,33
"School","0383","611","2012-13","Williams Elementary School","Bibb County","KK,01,02,03,04,05",0,0,95,0,2,2,0,97,9,0,,,112,38.6,,,26,9,0,0,2,11.1,,,2,0.7,5,1.7,52,48
"School","0386","611","2012-13","Southwest High School","Bibb County","09,10,11,12",0,0,96,1,1,2,0,94,13.1,0,,,,,0,0,130,13.1,0,0,0,0,467,46.9,16,2.2,20,2,49,51
"School","0405","611","2012-13","Rosa Taylor Elementary School","Bibb County","PK,KK,01,02,03,04,05",3,0,58,7,4,28,0,79,13.3,5,,,127,25.6,,,66,13.3,16,3.2,10,14.9,,,0,0,8,1.6,54,46
"School","0407","611","2012-13","LakeBridge Behavioral Health System","Bibb County","02,04,05,06,07,08,09,10,11,12",0,0,31,6,6,56,0,100,87.5,0,0,0,,,0,0,14,87.5,0,0,0,0,0,0,0,0,,,50,50
"School","0505","611","2012-13","Weaver Middle School","Bibb County","06,07,08",1,0,85,4,1,9,0,90,12.1,1,72,7.8,,,,,112,12.1,10,1.1,0,0,,,10,1.1,55,6,51,49
"School","0605","611","2012-13","Heritage Elementary School","Bibb County","PK,KK,01,02,03,04,05",5,0,55,5,4,32,0,72,9.8,5,,,321,41.8,,,75,9.8,29,3.8,7,13.7,,,3,0.4,23,3,52,48
"School","0705","611","2012-13","Union Elementary School","Bibb County","PK,KK,01,02,03,04,05",0,0,95,2,1,1,0,98,7,1,,,337,58.6,,,40,7,0,0,9,24.3,,,1,0.2,7,1.2,50,50
"School","0805","611","2012-13","Riley Elementary School","Bibb County","PK,KK,01,02,03,04,05",0,1,97,1,0,2,0,97,9,0,,,152,40.4,,,34,9,0,0,2,6.1,,,4,1,1,0.3,50,50
"School","0905","611","2012-13","Morgan Elementary School","Bibb County","PK,KK,01,02,03,04,05",1,1,69,20,2,7,1,100,7.4,16,,,233,46.7,,,37,7.4,71,14.2,3,11.1,,,4,0.8,,,50,50
"School","1005","611","2012-13","Brookdale Elementary School","Bibb County","PK,KK,01,02,03,04,05",0,0,93,2,1,4,0,99,7.8,1,,,235,52.2,,,35,7.8,0,0,4,12.9,,,2,0.4,3,0.7,54,46
"School","1050","611","2012-13","Alexander II Magnet School","Bibb County","PK,KK,01,02,03,04,05",3,0,49,2,3,44,0,49,4.7,0,,,102,19,,,25,4.7,0,0,0,0,,,0,0,36,6.7,52,48
"School","1054","611","2012-13","Bernd Elementary School","Bibb County","PK,KK,01,02,03,04,05",0,0,86,3,3,9,0,93,7.1,0,,,157,36.2,,,31,7.1,0,0,5,15.2,,,2,0.5,11,2.5,53,47
"School","1058","611","2012-13","King - Danforth Elementary School","Bibb County","PK,KK,01,02,03,04,05",0,0,98,0,1,1,0,96,4.4,0,,,161,59,,,12,4.4,0,0,4,13.8,,,2,0.7,2,0.7,56,44
"School","1067","611","2012-13","Porter Elementary School","Bibb County","PK,KK,01,02,03,04,05",2,1,21,22,2,51,0,64,5.1,17,,,87,19.4,,,23,5.1,62,13.8,5,10.6,,,1,0.2,19,4.2,48,52
"School","1105","611","2012-13","Springdale Elementary School","Bibb County","PK,KK,01,02,03,04,05",7,0,28,2,3,60,0,29,8.2,4,,,119,18.4,,,53,8.2,14,2.2,3,6.3,,,1,0.2,46,7.1,53,47
"School","1205","611","2012-13","Carter Elementary School","Bibb County","PK,KK,01,02,03,04,05",9,0,52,4,3,33,1,58,10.4,8,,,105,19.9,,,55,10.4,26,4.9,7,13.5,,,0,0,24,4.6,54,46
"School","1305","611","2012-13","Lane Elementary School","Bibb County","PK,KK,01,02,03,04,05",3,0,65,9,3,20,0,84,9.6,8,,,140,28.7,,,47,9.6,30,6.1,4,13.3,,,0,0,12,2.5,53,47
"School","2060","611","2012-13","Hartley Elementary School","Bibb County","KK,01,02,03,04,05",0,0,95,1,2,2,0,100,6.9,0,,,211,56.3,,,26,6.9,0,0,8,22.2,,,8,2.1,2,0.5,47,53
"School","3060","611","2012-13","Heard Elementary School","Bibb County","PK,KK,01,02,03,04,05",2,0,27,6,3,62,0,60,7.3,5,,,127,21.2,,,44,7.3,19,3.2,2,4.3,,,1,0.2,27,4.5,54,46
"School","3062","611","2012-13","Jones Elementary School","Bibb County","PK,KK,01,02,03,04,05",0,0,98,0,2,0,0,94,4.6,0,,,102,26,,,18,4.6,0,0,0,0,,,6,1.6,9,2.3,52,48
"School","3067","611","2012-13","Ingram/Pye Elementary School","Bibb County","PK,KK,01,02,03,04,05",0,0,97,1,0,1,0,100,14.6,0,,,218,35.9,,,89,14.6,0,0,3,10,,,1,0.2,,,52,48
"School","4052","611","2012-13","Barden Elementary School","Bibb County","KK,01,02,03,04,05",0,0,95,1,1,3,0,98,7.8,0,,,152,42.2,,,28,7.8,0,0,2,16.7,,,2,0.6,9,2.5,53,47
