FISCAL_YEAR,SYSTEM_ID,SYSTEM_NAME,direct_cert_perc,K12_POVERTY_STUDENT_CT,K12_STUDENT_COUNT,SCHOOL_YEAR
2020.0,7830623.0,State Charter Schools II- Academy For Classical Education,7.099999904632568,125.0,1770.0,
2020.0,7830624.0,State Charter Schools II- Spring Creek Charter Academy,38.599998474121094,108.0,280.0,
2020.0,7830628.0,State Charter Schools II- Ethos Classical Charter School,61.79999923706055,76.0,123.0,
2020.0,7830630.0,State Charter Schools II- Baconton Community Charter School,28.5,236.0,828.0,
2020.0,784.0,Pelham City,56.29999923706055,761.0,1352.0,
2020.0,785.0,Rome City,39.79999923706055,2483.0,6235.0,
2020.0,786.0,Social Circle City,24.0,410.0,1706.0,
2020.0,789.0,Thomasville City,37.20000076293945,970.0,2609.0,
2020.0,791.0,Trion City,18.299999237060547,235.0,1287.0,
2020.0,792.0,Valdosta City,56.599998474121094,4595.0,8124.0,
2020.0,793.0,Vidalia City,41.599998474121094,1002.0,2410.0,
2020.0,799.0,State Schools,29.100000381469727,94.0,323.0,
2020.0,891.0,Department of Juvenile Justice,46.400001525878906,234.0,504.0,
2019.0,601.0,Appling County,42.7,,,
2019.0,602.0,Atkinson County,44.900000000000006,,,
2019.0,603.0,Bacon County,42.800000000000004,,,
2019.0,604.0,Baker County,68.3,,,
2019.0,605.0,Baldwin County,54.800000000000004,,,
2019.0,606.0,Banks County,27.0,,,
2019.0,607.0,Barrow County,23.3,,,
2019.0,608.0,Bartow County,27.5,,,
2019.0,609.0,Ben Hill County,46.1,,,
2019.0,610.0,Berrien County,38.5,,,
2019.0,611.0,Bibb County,52.6,,,
2019.0,612.0,Bleckley County,32.6,,,
2019.0,613.0,Brantley County,38.5,,,
2019.0,614.0,Brooks County,53.7,,,
2019.0,615.0,Bryan County,13.100000000000001,,,
2019.0,616.0,Bulloch County,37.9,,,
2019.0,617.0,Burke County,49.800000000000004,,,
2019.0,618.0,Butts County,41.800000000000004,,,
2019.0,619.0,Calhoun County,71.3,,,
2019.0,620.0,Camden County,24.6,,,
2019.0,621.0,Candler County,47.2,,,
2019.0,622.0,Carroll County,32.800000000000004,,,
2019.0,623.0,Catoosa County,24.3,,,
2019.0,624.0,Charlton County,34.300000000000004,,,
2019.0,625.0,Savannah-Chatham County,39.400000000000006,,,
2019.0,626.0,Chattahoochee County,28.0,,,
2019.0,627.0,Chattooga County,47.900000000000006,,,
2019.0,628.0,Cherokee County,11.9,,,
2019.0,629.0,Clarke County,44.400000000000006,,,
2019.0,630.0,Clay County,82.10000000000001,,,
2019.0,631.0,Clayton County,46.5,,,
2019.0,632.0,Clinch County,42.800000000000004,,,
2019.0,633.0,Cobb County,17.3,,,
2019.0,634.0,Coffee County,45.2,,,
2019.0,635.0,Colquitt County,46.2,,,
2019.0,636.0,Columbia County,13.600000000000001,,,
2019.0,637.0,Cook County,45.800000000000004,,,
2019.0,638.0,Coweta County,20.700000000000003,,,
2019.0,639.0,Crawford County,39.0,,,
2019.0,640.0,Crisp County,52.900000000000006,,,
2019.0,641.0,Dade County,23.8,,,
2019.0,642.0,Dawson County,21.6,,,
2019.0,643.0,Decatur County,46.5,,,
2019.0,644.0,DeKalb County,39.1,,,
2019.0,645.0,Dodge County,44.900000000000006,,,
2019.0,646.0,Dooly County,62.1,,,
2019.0,647.0,Dougherty County,61.800000000000004,,,
2019.0,648.0,Douglas County,29.900000000000002,,,
2019.0,649.0,Early County,59.1,,,
2019.0,650.0,Echols County,49.400000000000006,,,
2019.0,651.0,Effingham County,17.8,,,
2019.0,652.0,Elbert County,40.2,,,
2019.0,653.0,Emanuel County,51.300000000000004,,,
2019.0,654.0,Evans County,54.5,,,
2019.0,655.0,Fannin County,30.700000000000003,,,
2019.0,656.0,Fayette County,10.3,,,
2019.0,657.0,Floyd County,28.400000000000002,,,
2019.0,658.0,Forsyth County,5.9,,,
2019.0,659.0,Franklin County,34.1,,,
2019.0,660.0,Fulton County,22.200000000000003,,,
2019.0,661.0,Gilmer County,34.6,,,
2019.0,662.0,Glascock County,31.5,,,
2019.0,663.0,Glynn County,36.5,,,
2019.0,664.0,Gordon County,29.8,,,
2019.0,665.0,Grady County,42.300000000000004,,,
2019.0,666.0,Greene County,37.9,,,
2019.0,667.0,Gwinnett County,18.400000000000002,,,
2019.0,668.0,Habersham County,27.700000000000003,,,
2019.0,669.0,Hall County,21.400000000000002,,,
2019.0,670.0,Hancock County,61.800000000000004,,,
2019.0,671.0,Haralson County,41.0,,,
2019.0,672.0,Harris County,17.3,,,
2019.0,673.0,Hart County,35.0,,,
2019.0,674.0,Heard County,34.6,,,
2019.0,675.0,Henry County,25.200000000000003,,,
2019.0,676.0,Houston County,28.3,,,
2019.0,677.0,Irwin County,42.300000000000004,,,
2019.0,678.0,Jackson County,21.6,,,
2019.0,679.0,Jasper County,38.5,,,
2019.0,680.0,Jeff Davis County,41.800000000000004,,,
2019.0,681.0,Jefferson County,52.400000000000006,,,
2019.0,682.0,Jenkins County,55.400000000000006,,,
2019.0,683.0,Johnson County,48.1,,,
2019.0,684.0,Jones County,27.200000000000003,,,
2019.0,685.0,Lamar County,36.6,,,
2019.0,686.0,Lanier County,41.300000000000004,,,
2019.0,687.0,Laurens County,37.2,,,
2019.0,688.0,Lee County,28.6,,,
2019.0,689.0,Liberty County,35.300000000000004,,,
2019.0,690.0,Lincoln County,39.7,,,
2019.0,691.0,Long County,36.5,,,
2019.0,692.0,Lowndes County,27.6,,,
2019.0,693.0,Lumpkin County,24.900000000000002,,,
2019.0,694.0,Macon County,57.900000000000006,,,
2019.0,695.0,Madison County,32.800000000000004,,,
2019.0,696.0,Marion County,46.1,,,
2019.0,697.0,McDuffie County,51.900000000000006,,,
2019.0,698.0,McIntosh County,45.7,,,
2019.0,699.0,Meriwether County,47.7,,,
2019.0,700.0,Miller County,40.2,,,
2019.0,701.0,Mitchell County,53.0,,,
2019.0,702.0,Monroe County,36.5,,,
2019.0,703.0,Montgomery County,53.800000000000004,,,
2019.0,704.0,Morgan County,27.400000000000002,,,
2019.0,705.0,Murray County,32.7,,,
2019.0,706.0,Muscogee County,43.5,,,
2019.0,707.0,Newton County,38.6,,,
2019.0,708.0,Oconee County,8.3,,,
2019.0,709.0,Oglethorpe County,31.700000000000003,,,
2019.0,710.0,Paulding County,19.200000000000003,,,
2019.0,711.0,Peach County,44.0,,,
2019.0,712.0,Pickens County,24.900000000000002,,,
2019.0,713.0,Pierce County,33.800000000000004,,,
2019.0,714.0,Pike County,19.1,,,
2019.0,715.0,Polk County,42.800000000000004,,,
2019.0,716.0,Pulaski County,47.0,,,
2019.0,717.0,Putnam County,45.300000000000004,,,
2019.0,718.0,Quitman County,61.7,,,
2019.0,719.0,Rabun County,29.200000000000003,,,
2019.0,720.0,Randolph County,68.3,,,
2019.0,721.0,Richmond County,48.900000000000006,,,
2019.0,722.0,Rockdale County,38.400000000000006,,,
2019.0,723.0,Schley County,26.5,,,
2019.0,724.0,Screven County,46.6,,,
2019.0,725.0,Seminole County,45.400000000000006,,,
2019.0,726.0,Griffin-Spalding County,46.2,,,
2019.0,727.0,Stephens County,39.1,,,
2019.0,728.0,Stewart County,66.10000000000001,,,
2019.0,729.0,Sumter County,62.6,,,
2019.0,730.0,Talbot County,63.0,,,
2019.0,731.0,Taliaferro County,63.6,,,
2019.0,732.0,Tattnall County,43.800000000000004,,,
2019.0,733.0,Taylor County,47.800000000000004,,,
2019.0,734.0,Telfair County,50.5,,,
2019.0,735.0,Terrell County,73.4,,,
2019.0,736.0,Thomas County,39.400000000000006,,,
2019.0,737.0,Tift County,43.2,,,
2019.0,738.0,Toombs County,52.400000000000006,,,
2019.0,739.0,Towns County,26.0,,,
2019.0,740.0,Treutlen County,44.800000000000004,,,
2019.0,741.0,Troup County,38.400000000000006,,,
2019.0,742.0,Turner County,61.1,,,
2019.0,743.0,Twiggs County,53.800000000000004,,,
2019.0,744.0,Union County,23.3,,,
2019.0,745.0,Thomaston-Upson County,43.5,,,
2019.0,746.0,Walker County,32.0,,,
2019.0,747.0,Walton County,25.5,,,
2019.0,748.0,Ware County,47.800000000000004,,,
2019.0,749.0,Warren County,63.7,,,
2019.0,750.0,Washington County,47.5,,,
2019.0,751.0,Wayne County,39.800000000000004,,,
2019.0,752.0,Webster County,50.300000000000004,,,
2019.0,753.0,Wheeler County,49.2,,,
2019.0,754.0,White County,26.700000000000003,,,
2019.0,755.0,Whitfield County,23.5,,,
2019.0,756.0,Wilcox County,43.6,,,
2019.0,757.0,Wilkes County,44.6,,,
2019.0,758.0,Wilkinson County,51.7,,,
2019.0,759.0,Worth County,46.5,,,
2019.0,761.0,Atlanta Public Schools,49.800000000000004,,,
2019.0,763.0,Bremen City,12.5,,,
2019.0,764.0,Buford City,13.5,,,
2019.0,765.0,Calhoun City,27.700000000000003,,,
2019.0,766.0,Carrollton City,33.4,,,
2019.0,767.0,Cartersville City,26.200000000000003,,,
2019.0,769.0,Chickamauga City,10.4,,,
2019.0,771.0,Commerce City,27.1,,,
2019.0,772.0,Dalton Public Schools,25.5,,,
2019.0,773.0,City Schools of Decatur,8.3,,,
2019.0,774.0,Dublin City,70.60000000000001,,,
2019.0,776.0,Gainesville City,33.300000000000004,,,
2019.0,779.0,Jefferson City,11.5,,,
2019.0,781.0,Marietta City,28.6,,,
2019.0,784.0,Pelham City,55.6,,,
2019.0,785.0,Rome City,40.900000000000006,,,
2019.0,786.0,Social Circle City,28.700000000000003,,,
2019.0,789.0,Thomasville City,37.7,,,
2019.0,791.0,Trion City,22.5,,,
2019.0,792.0,Valdosta City,57.5,,,
2019.0,793.0,Vidalia City,44.0,,,
2019.0,890.0,Department of Corrections,4.2,,,
2019.0,891.0,Department of Juvenile Justice,45.7,,,
2019.0,7820108.0,State Charter Schools- Mountain Education Charter High School,21.1,,,
2019.0,7820110.0,State Charter Schools- Odyssey Charter School,19.400000000000002,,,
2019.0,7820120.0,State Charter Schools- Georgia Cyber Academy,34.1,,,
2019.0,7820121.0,State Charter Schools- Utopian Academy for the Arts Charter School,50.800000000000004,,,
2019.0,7820212.0,State Charter Schools- Cherokee Charter Academy,14.5,,,
2019.0,7820412.0,State Charter Schools- Georgia Connections Academy,23.900000000000002,,,
2019.0,7820612.0,"State Charter Schools- Ivy Preparatory Academy, Inc",45.6,,,
2019.0,7820613.0,State Charter Schools- Foothills Charter High School (Central Office - Madison),23.400000000000002,,,
2019.0,7820614.0,State Charter Schools- International Charter School of Atlanta,8.700000000000001,,,
2019.0,7820615.0,State Charter Schools- Scintilla Charter Academy,23.200000000000003,,,
2019.0,7820616.0,State Charter Schools- Georgia School for Innovation and the Classics,20.8,,,
2019.0,7820617.0,State Charter Schools- Dubois Integrity Academy,47.900000000000006,,,
2019.0,7820618.0,State Charter Schools- Coastal Plains Charter High School - Candler Campus,31.400000000000002,,,
2019.0,7830103.0,State Charter Schools II- Statesboro STEAM Academy,22.3,,,
2019.0,7830210.0,State Charter Schools II- Pataula Charter Academy,34.2,,,
2019.0,7830310.0,State Charter Schools II- Fulton Leadership Academy,32.7,,,
2019.0,7830410.0,State Charter Schools II- Atlanta Heights Charter School,68.4,,,
2019.0,7830610.0,State Charter Schools II- Coweta Charter Academy,12.3,,,
2019.0,7830611.0,State Charter Schools II- Cirrus Charter Academy,62.6,,,
2019.0,7830612.0,State Charter Schools II- Southwest Georgia S.T.E.M. Charter Academy,49.2,,,
2019.0,7830613.0,State Charter Schools II- Brookhaven Innovation Academy,7.7,,,
2019.0,7830614.0,State Charter Schools II- Liberty Tech Charter Academy,12.0,,,
2019.0,7830615.0,State Charter Schools II- Genesis Innovation Academy for Boys,29.400000000000002,,,
2019.0,7830616.0,State Charter Schools II- Genesis Innovation Academy for Girls,31.200000000000003,,,
2019.0,7830617.0,State Charter Schools II- Resurgence Hall Charter School,38.300000000000004,,,
2019.0,7830618.0,State Charter Schools II- SAIL Charter Academy - School for Arts-Infused Learning,8.3,,,
2019.0,7830619.0,State Charter Schools II- International Academy of Smyrna,31.200000000000003,,,
2019.0,7830620.0,State Charter Schools II- International Charter Academy of Georgia,8.6,,,
2019.0,7830621.0,State Charter Schools II- SLAM Academy of Atlanta,65.3,,,
2019.0,7991893.0,State Schools- Atlanta Area School for the Deaf,33.1,,,
2019.0,7991894.0,State Schools- Georgia Academy for the Blind,27.1,,,
2019.0,7991895.0,State Schools- Georgia School for the Deaf,31.900000000000002,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
2016.0,601.0,Appling County,41.0,,,
2016.0,602.0,Atkinson County,43.0,,,
2016.0,603.0,Bacon County,39.0,,,
2016.0,604.0,Baker County,66.0,,,
2016.0,605.0,Baldwin County,51.0,,,
2016.0,606.0,Banks County,31.0,,,
2016.0,607.0,Barrow County,27.0,,,
2016.0,608.0,Bartow County,30.0,,,
2016.0,609.0,Ben Hill County,49.0,,,
2016.0,610.0,Berrien County,40.0,,,
2016.0,611.0,Bibb County,55.0,,,
2016.0,612.0,Bleckley County,36.0,,,
2016.0,613.0,Brantley County,38.0,,,
2016.0,614.0,Brooks County,54.0,,,
2016.0,615.0,Bryan County,15.0,,,
2016.0,616.0,Bulloch County,37.0,,,
2016.0,617.0,Burke County,54.0,,,
2016.0,618.0,Butts County,42.0,,,
2016.0,619.0,Calhoun County,70.0,,,
2016.0,620.0,Camden County,26.0,,,
2016.0,621.0,Candler County,44.0,,,
2016.0,622.0,Carroll County,36.0,,,
2016.0,623.0,Catoosa County,26.0,,,
2016.0,624.0,Charlton County,38.0,,,
2016.0,625.0,Chatham County,39.0,,,
2016.0,626.0,Chattahoochee County,31.0,,,
2016.0,627.0,Chattooga County,46.0,,,
2016.0,628.0,Cherokee County,13.0,,,
2016.0,629.0,Clarke County,46.0,,,
2016.0,630.0,Clay County,82.0,,,
2016.0,631.0,Clayton County,49.0,,,
2016.0,632.0,Clinch County,47.0,,,
2016.0,633.0,Cobb County,20.0,,,
2016.0,634.0,Coffee County,44.0,,,
2016.0,635.0,Colquitt County,49.0,,,
2016.0,636.0,Columbia County,14.0,,,
2016.0,637.0,Cook County,45.0,,,
2016.0,638.0,Coweta County,23.0,,,
2016.0,639.0,Crawford County,39.0,,,
2016.0,640.0,Crisp County,53.0,,,
2016.0,641.0,Dade County,26.0,,,
2016.0,642.0,Dawson County,23.0,,,
2016.0,643.0,Decatur County,48.0,,,
2016.0,644.0,DeKalb County,41.0,,,
2016.0,645.0,Dodge County,42.0,,,
2016.0,646.0,Dooly County,64.0,,,
2016.0,647.0,Dougherty County,64.0,,,
2016.0,648.0,Douglas County,32.0,,,
2016.0,649.0,Early County,57.0,,,
2016.0,650.0,Echols County,48.0,,,
2016.0,651.0,Effingham County,19.0,,,
2016.0,652.0,Elbert County,41.0,,,
2016.0,653.0,Emanuel County,52.0,,,
2016.0,654.0,Evans County,53.0,,,
2016.0,655.0,Fannin County,33.0,,,
2016.0,656.0,Fayette County,13.0,,,
2016.0,657.0,Floyd County,33.0,,,
2016.0,658.0,Forsyth County,6.0,,,
2016.0,659.0,Franklin County,36.0,,,
2016.0,660.0,Fulton County,25.0,,,
2016.0,661.0,Gilmer County,35.0,,,
2016.0,662.0,Glascock County,30.0,,,
2016.0,663.0,Glynn County,38.0,,,
2016.0,664.0,Gordon County,32.0,,,
2016.0,665.0,Grady County,47.0,,,
2016.0,666.0,Greene County,42.0,,,
2016.0,667.0,Gwinnett County,21.0,,,
2016.0,668.0,Habersham County,30.0,,,
2016.0,669.0,Hall County,26.0,,,
2016.0,670.0,Hancock County,62.0,,,
2016.0,671.0,Haralson County,42.0,,,
2016.0,672.0,Harris County,18.0,,,
2016.0,673.0,Hart County,35.0,,,
2016.0,674.0,Heard County,43.0,,,
2016.0,675.0,Henry County,26.0,,,
2016.0,676.0,Houston County,30.0,,,
2016.0,677.0,Irwin County,48.0,,,
2016.0,678.0,Jackson County,26.0,,,
2016.0,679.0,Jasper County,42.0,,,
2016.0,680.0,Jeff Davis County,42.0,,,
2016.0,681.0,Jefferson County,54.0,,,
2016.0,682.0,Jenkins County,55.0,,,
2016.0,683.0,Johnson County,52.0,,,
2016.0,684.0,Jones County,28.0,,,
2016.0,685.0,Lamar County,39.0,,,
2016.0,686.0,Lanier County,44.0,,,
2016.0,687.0,Laurens County,38.0,,,
2016.0,688.0,Lee County,25.0,,,
2016.0,689.0,Liberty County,33.0,,,
2016.0,690.0,Lincoln County,40.0,,,
2016.0,691.0,Long County,36.0,,,
2016.0,692.0,Lowndes County,28.0,,,
2016.0,693.0,Lumpkin County,27.0,,,
2016.0,694.0,Macon County,63.0,,,
2016.0,695.0,Madison County,34.0,,,
2016.0,696.0,Marion County,47.0,,,
2016.0,697.0,McDuffie County,47.0,,,
2016.0,698.0,McIntosh County,41.0,,,
2016.0,699.0,Meriwether County,48.0,,,
2016.0,700.0,Miller County,48.0,,,
2016.0,701.0,Mitchell County,54.0,,,
2016.0,702.0,Monroe County,38.0,,,
2016.0,703.0,Montgomery County,49.0,,,
2016.0,704.0,Morgan County,30.0,,,
2016.0,705.0,Murray County,34.0,,,
2016.0,706.0,Muscogee County,43.0,,,
2016.0,707.0,Newton County,40.0,,,
2016.0,708.0,Oconee County,10.0,,,
2016.0,709.0,Oglethorpe County,30.0,,,
2016.0,710.0,Paulding County,20.0,,,
2016.0,711.0,Peach County,46.0,,,
2016.0,712.0,Pickens County,26.0,,,
2016.0,713.0,Pierce County,32.0,,,
2016.0,714.0,Pike County,21.0,,,
2016.0,715.0,Polk County,45.0,,,
2016.0,716.0,Pulaski County,48.0,,,
2016.0,717.0,Putnam County,49.0,,,
2016.0,718.0,Quitman County,55.0,,,
2016.0,719.0,Rabun County,32.0,,,
2016.0,720.0,Randolph County,67.0,,,
2016.0,721.0,Richmond County,51.0,,,
2016.0,722.0,Rockdale County,39.0,,,
2016.0,723.0,Schley County,27.0,,,
2016.0,724.0,Screven County,44.0,,,
2016.0,725.0,Seminole County,52.0,,,
2016.0,726.0,Spalding County,49.0,,,
2016.0,727.0,Stephens County,40.0,,,
2016.0,728.0,Stewart County,65.0,,,
2016.0,729.0,Sumter County,61.0,,,
2016.0,730.0,Talbot County,57.0,,,
2016.0,731.0,Taliaferro County,53.0,,,
2016.0,732.0,Tattnall County,46.0,,,
2016.0,733.0,Taylor County,41.0,,,
2016.0,734.0,Telfair County,49.0,,,
2016.0,735.0,Terrell County,73.0,,,
2016.0,736.0,Thomas County,42.0,,,
2016.0,737.0,Tift County,45.0,,,
2016.0,738.0,Toombs County,54.0,,,
2016.0,739.0,Towns County,26.0,,,
2016.0,740.0,Treutlen County,52.0,,,
2016.0,741.0,Troup County,37.0,,,
2016.0,742.0,Turner County,54.0,,,
2016.0,743.0,Twiggs County,53.0,,,
2016.0,744.0,Union County,27.0,,,
2016.0,745.0,Thomaston-Upson County,45.0,,,
2016.0,746.0,Walker County,34.0,,,
2016.0,747.0,Walton County,28.0,,,
2016.0,748.0,Ware County,45.0,,,
2016.0,749.0,Warren County,66.0,,,
2016.0,750.0,Washington County,49.0,,,
2016.0,751.0,Wayne County,41.0,,,
2016.0,752.0,Webster County,45.0,,,
2016.0,753.0,Wheeler County,48.0,,,
2016.0,754.0,White County,31.0,,,
2016.0,755.0,Whitfield County,27.0,,,
2016.0,756.0,Wilcox County,50.0,,,
2016.0,757.0,Wilkes County,49.0,,,
2016.0,758.0,Wilkinson County,53.0,,,
2016.0,759.0,Worth County,46.0,,,
2016.0,761.0,Atlanta Public Schools,54.0,,,
2016.0,763.0,Bremen City,14.0,,,
2016.0,764.0,Buford City,19.0,,,
2016.0,765.0,Calhoun City,29.0,,,
2016.0,766.0,Carrollton City,34.0,,,
2016.0,767.0,Cartersville City,30.0,,,
2016.0,769.0,Chickamauga City,10.0,,,
2016.0,771.0,Commerce City,30.0,,,
2016.0,772.0,Dalton City,31.0,,,
2016.0,773.0,Decatur City,11.0,,,
2016.0,774.0,Dublin City,69.0,,,
2016.0,776.0,Gainesville City,38.0,,,
2016.0,779.0,Jefferson City,14.0,,,
2016.0,781.0,Marietta City,35.0,,,
2016.0,784.0,Pelham City,54.0,,,
2016.0,785.0,Rome City,46.0,,,
2016.0,786.0,Social Circle City,30.0,,,
2016.0,789.0,Thomasville City,39.0,,,
2016.0,791.0,Trion City,20.0,,,
2016.0,792.0,Valdosta City,58.0,,,
2016.0,793.0,Vidalia City,38.0,,,
2016.0,7820108.0,State Charter Schools- Mountain Education Charter High School,29.0,,,
2016.0,7820110.0,State Charter Schools- Odyssey School,19.0,,,
2016.0,7820119.0,State Charter Schools- Graduation Achievement Center Charter High School,35.0,,,
2016.0,7820120.0,State Charter Schools- Georgia Cyber Academy,35.0,,,
2016.0,7820121.0,State Charter Schools- Utopian Academy for the Arts Charter School,43.0,,,
2016.0,7820212.0,State Charter Schools- Cherokee Charter Academy,11.0,,,
2016.0,7820412.0,State Charter Schools- Georgia Connections Academy,25.0,,,
2016.0,7820512.0,"State Charter Schools- Ivy Preparatory Young Men's Leadership Academy, Inc.",40.0,,,
2016.0,7820612.0,"State Charter Schools- Ivy Preparatory Academy, Inc",42.0,,,
2016.0,7820613.0,State Charter Schools- Foothills Charter High School (Madison Campus),36.0,,,
2016.0,7820614.0,State Charter Schools- International Charter School of Atlanta,5.0,,,
2016.0,7820615.0,State Charter Schools- Scintilla Charter Academy,34.0,,,
2016.0,7820616.0,State Charter Schools- Georgia School for Innovation and the Classics,24.0,,,
2016.0,7820617.0,State Charter Schools- Dubois Integrity Academy I,53.0,,,
2016.0,7830103.0,Commission Charter Schools- CCAT School,20.0,,,
2016.0,7830110.0,"Commission Charter Schools- Ivy Preparatory Academy At Gwinnett, Inc.",21.0,,,
2016.0,7830210.0,Commission Charter Schools- Pataula Charter Academy,30.0,,,
2016.0,7830310.0,Commission Charter Schools- Fulton Leadership Academy,34.0,,,
2016.0,7830410.0,Commission Charter Schools- Atlanta Heights Charter School,69.0,,,
