school_name
Academy for Classical Education
Adairsville High School
Alcovy High School
Alexander High School
Allatoona High School
Alpharetta High School
Apalachee High School
Appling County High School
Aquinas High School
Arabia Mountain High School
Archer High School
Armuchee High School
Athens Academy
Atkinson County High School
Atlanta Classical Academy
Atlanta International School
B.E.S.T. Academy
Bacon County High School
Baconton Charter School
Bainbridge High School
Baker County High School
Baldwin High School
Banks County High School
Banneker High School
Barrow Arts & Sciences Academy
Beach High School
Ben Franklin Academy
Benedictine Military School
Berkmar High School
Berrien High School
Bleckley County High School
Blessed Trinity High School
Bowdon High School
Bradwell Institute
Brantley County High School
Bremen High School
Brooks County High School
Brookwood High School
Brunswick High School
Bryan County High School
Buford High School
Burke County High School
Butler High School
Cairo High School
Calhoun High School
Calhoun County High School
Callaway High School
Calvary Day School
Cambridge High School
Camden County High School
Campbell High School
Carrollton High School
Cartersville High School
Carver High School
Carver High School
Cass High School
Cedar Grove High School
Cedar Shoals High School
Cedartown High School
Centennial High School
Central Gwinnett High School
Central High School
Central High School
Central High School
Chamblee High School
Chapel Hill High School
Charlton County High School
Chattahoochee High School
Chattahoochee Co High School
Chattooga High School
Cherokee High School
Cherokee Bluff High School
Chestatee High School
Christian Heritage School
Clarke Central High School
Clarkston High School
Claxton High School
Clinch County High School
Coahulla Creek High School
Coffee High School
Collins Hill High School
Colquitt County High School
Columbia High School
Columbus High School
Commerce High School
Cook High School
Coosa High School
Coretta Scott King
Crawford County High School
Creekside High School
Creekview High School
Crisp County High School
Cross Creek High School
Cross Keys High School
Dacula High School
Dade County High School
Dalton High School
The Dalton Academy
Darlington School
Davidson Fine Arts Magnet School
Dawson County High School
Decatur High School
DeKalb School of the Arts
Dr. Leila Denmark High School
Discovery High School
Dodge County High School
Dooly County High School
Dougherty Comp High School
Douglas County High School
Douglass High School
Drew High School
Drew Charter School
Druid Hills High School
Dublin High School
Duluth High School
Dunwoody High School
Dutchtown High School
Eagle's Landing High School
Eagle's Landing Christian
Early County High School
East Coweta High School
East Forsyth High School
East Hall High School
East Jackson Comp. High School
East Laurens High School
East Paulding High School
Eastside High School
Echols County High School
Effingham County High School
Elbert County Comp High School
Elite Scholars Academy
Emanuel County Institute
Etowah High School
Evans High School
Fannin County High School
Fayette County High School
Fellowship Christian School
Fitzgerald High School
Flowery Branch High School
Forest Park High School
Forsyth Central High School
Franklin County High School
Furlow Charter School
Gainesville High School
The Galloway School
Georgia Academy for the Blind
Fugees Academy
Georgia Military College
Georgia School for the Deaf
Georgia School for Innovation and the Classics
Gilmer High School
Glascock County High School
Glenn Hills High School
Glynn Academy
Gordon Central High School
Gordon Lee High School
Grayson High School
Greater Atlanta Christian School
Greenbrier High School
Greene County High School
Greenforest Christian School
Greenville High School
Griffin High School
Groves High School
Grovetown High School
Habersham Central High School
Hampton High School
Hancock Central High School
Hapeville Charter Career Academy
Haralson County High School
Hardaway High School
Harlem High School
Harris County High School
Harrison High School
Hart County High School
Hawkinsville High School
Heard County High School
Hebron Christian Academy
McDonough High School
Hephzibah High School
Heritage High School
Heritage High School
Hillgrove High School
Hiram High School
Holy Innocents' Episcopal School
Houston County High School
Howard High School
Langston Hughes High School
Innovation Academy
Irwin County High School
