#RPT_NAME,LONG_SCHOOL_YEAR,DETAIL_LVL_DESC,SCHOOL_DSTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,GRADES_SERVED_DESC,ENROLL_PCT_ASIAN,ENROLL_PCT_NATIVE,ENROLL_PCT_BLACK,ENROLL_PCT_HISPANIC,ENROLL_PCT_MULTIRACIAL,ENROLL_PCT_WHITE,ENROLL_PCT_MIGRANT,ENROLL_PCT_ED,ENROLL_PCT_SWD,ENROLL_PCT_LEP,ENROLL_COUNT_REMEDIAL_GR_6_8,ENROLL_PCT_REMEDIAL_GR_6_8,ENROLL_COUNT_EIP_K_5,ENROLL_PERCENT_EIP_K_5,ENROLL_COUNT_REMEDIAL_GR_9_12,ENROLL_PCT_REMEDIAL_GR_9_12,ENROLL_COUNT_SPECIAL_ED_K12,ENROLL_PCT_SPECIAL_ED_K12,ENROLL_COUNT_ESOL,ENROLL_PCT_ESOL,ENROLL_COUNT_SPECIAL_ED_PK,ENROLL_PCT_SPECIAL_ED_PK,ENROLL_COUNT_VOCATION_9_12,ENROLL_PCT_VOCATION_9_12,ENROLL_COUNT_ALT_PROGRAMS,ENROLL_PCT_ALT_PROGRAMS,ENROLL_COUNT_GIFTED,ENROLL_PCT_GIFTED,ENROLL_PCT_MALE,ENROLL_PCT_FEMALE
"Enrollment_by_Subgroup_Metrics","2022-23","District","756","Wilcox County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","TFS","TFS","31","4","4","60","TFS","88","12.5","1","39.8","39.8","154","30.8","152","44.7","140","12.5","TFS","TFS","TFS","TFS","235","69.1","35","3.4","54","4.8","54","46"
"Enrollment_by_Subgroup_Metrics","2022-23","District","757","Wilkes County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","49","9","6","34","TFS","80","12.2","5","37.4","37.4","135","24.9","73","20.4","146","12.2","43","3.6","14","20","252","70.6","12","1.1","140","11.7","52","48"
"Enrollment_by_Subgroup_Metrics","2022-23","District","758","Wilkinson County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","TFS","TFS","57","6","8","28","TFS","89","13.1","3","49","49","153","35.3","125","33.2","138","13.1","27","2.6","TFS","TFS","229","60.9","TFS","TFS","14","1.3","52","48"
"Enrollment_by_Subgroup_Metrics","2022-23","District","759","Worth County","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","35","4","4","55","TFS","100","10.1","2","81.3","81.3","373","26.8","28","3.2","298","10.1","35","1.2","19","12.3","624","70.8","TFS","TFS","194","6.5","51","49"
"Enrollment_by_Subgroup_Metrics","2022-23","District","761","Atlanta Public Schools","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","72","8","3","16","TFS","71","11.6","4","16.7","16.7","4408","18.3","1449","10.7","5691","11.6","1712","3.5","118","9","6706","49.5","185",".4","5036","10.3","51","49"
"Enrollment_by_Subgroup_Metrics","2022-23","District","763","Bremen City","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","2","TFS","4","3","3","87","TFS","16","10.8","1","7.5","7.5","136","13.3","30","4","246","10.8","TFS","TFS","14","18.7","354","47.3","22","1","343","15","48","52"
"Enrollment_by_Subgroup_Metrics","2022-23","District","764","Buford City","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","8","TFS","11","27","5","48","TFS","31","9.7","16","3.4","3.4","311","12.1","205","11.1","564","9.7","479","8.2","12","100","1154","62.5","16",".3","1016","17.4","51","49"
"Enrollment_by_Subgroup_Metrics","2022-23","District","765","Calhoun City","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","2","TFS","7","38","4","49","TFS","61","10.6","21","35.1","35.1","725","41.8","251","19.7","415","10.6","574","14.7","22","10","1069","83.7","TFS","TFS","490","12.5","51","49"
"Enrollment_by_Subgroup_Metrics","2022-23","District","766","Carrollton City","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","2","TFS","33","24","6","35","TFS","53","11.2","11","1.5","1.5","564","23.9","222","12.6","610","11.2","419","7.7","25","14.5","739","42.1","86","1.7","531","9.8","53","47"
"Enrollment_by_Subgroup_Metrics","2022-23","District","767","Cartersville City","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","2","TFS","20","23","6","49","TFS","51","11.2","13","18.3","18.3","576","30","141","10.1","490","11.2","369","8.5","26","17.9","760","54.3","38",".9","627","14.4","50","50"
"Enrollment_by_Subgroup_Metrics","2022-23","District","769","Chickamauga City","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","TFS","2","1","95","TFS","15","8.4","1","TFS","TFS","67","12.1","34","8.3","107","8.4","TFS","TFS","TFS","TFS","267","65.4","TFS","TFS","154","12.1","50","50"
"Enrollment_by_Subgroup_Metrics","2022-23","District","771","Commerce City","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","10","17","4","67","TFS","52","13.6","8","19.6","19.6","209","25.4","48","9.7","234","13.6","80","4.7","TFS","TFS","276","56","TFS","TFS","122","7.1","50","50"
"Enrollment_by_Subgroup_Metrics","2022-23","District","772","Dalton Public Schools","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","3","TFS","5","72","2","19","TFS","70","14.2","33","2","2","1435","44","TFS","TFS","1034","14.2","1817","24.9","67","17.4","1341","55.7","96","1.4","797","10.9","51","49"
"Enrollment_by_Subgroup_Metrics","2022-23","District","773","City Schools of Decatur","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","5","TFS","19","6","9","62","TFS","12","9.3","3","7.9","7.9","235","10.2","85","4.6","508","9.3","116","2.1","10","5.8","1004","54.2","22",".4","1671","30.5","51","49"
"Enrollment_by_Subgroup_Metrics","2022-23","District","774","Dublin City","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","TFS","TFS","88","3","3","6","TFS","100","10.9","1","39.7","39.7","505","45.8","44","7.6","234","10.9","10",".5","TFS","TFS","271","46.6","TFS","TFS","70","3.2","51","49"
"Enrollment_by_Subgroup_Metrics","2022-23","District","776","Gainesville City","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","3","TFS","18","62","4","14","1","69","10.6","40","23.1","23.1","1385","37.6","93","4.1","814","10.6","2116","27.5","35","12.6","1765","76.9","58",".8","460","6","51","49"
"Enrollment_by_Subgroup_Metrics","2022-23","District","779","Jefferson City","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","2","TFS","7","9","4","77","TFS","19","10.8","3","22.8","22.8","679","39","101","8.3","427","10.8","75","1.9","27","13.6","700","57.6","TFS","TFS","712","17.9","51","49"
"Enrollment_by_Subgroup_Metrics","2022-23","District","781","Marietta City","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","34","39","5","20","TFS","62","11","25","32.2","32.2","1448","36.6","1168","44.3","939","11","1540","18","42","29.6","1387","52.7","182","2.3","1177","13.7","50","50"
"Enrollment_by_Subgroup_Metrics","2022-23","District","7820110","State Charter Schools- Odyssey Charter School","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","2","TFS","37","15","6","40","TFS","40","8.3","4","TFS","TFS","74","28",,,"28","8.3","13","3.8","TFS","TFS",,,"TFS","TFS","33","9.7","49","51"
"Enrollment_by_Subgroup_Metrics","2022-23","District","7820120","State Charter Schools- Georgia Cyber Academy","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","2","TFS","50","10","7","30","TFS","56","16.3","3","27.5","27.5","936","27","254","8.7","1444","16.3","153","1.7","TFS","TFS","1924","65.8","TFS","TFS","558","6.3","49","51"
"Enrollment_by_Subgroup_Metrics","2022-23","District","7820121","State Charter Schools- Utopian Academy for the Arts Charter School","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","3","1","87","7","3","1","TFS","68","7.9","TFS","TFS","TFS",,,,,"31","7.9","TFS","TFS","TFS","TFS",,,"TFS","TFS",,,"40","60"
"Enrollment_by_Subgroup_Metrics","2022-23","District","7820212","State Charter Schools- Cherokee Charter Academy","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","3","TFS","22","22","6","48","TFS","18","16.2","8","TFS","TFS","TFS","TFS",,,"101","16.2","42","6.8","TFS","TFS",,,"TFS","TFS","29","4.7","52","48"
"Enrollment_by_Subgroup_Metrics","2022-23","District","7820412","State Charter Schools- Georgia Connections Academy","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","3","1","41","5","9","42","TFS","40","14.5","1","11.3","11.3","72","5.7","417","13.9","922","14.5","42",".7","TFS","TFS","1066","35.7","TFS","TFS","320","5","48","52"
"Enrollment_by_Subgroup_Metrics","2022-23","District","7820612","State Charter Schools- Ivy Prep Academy at Kirkwood for Girls School","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","TFS","TFS","92","4","3","TFS","TFS","79","5.8","TFS","57.6","57.6","144","49.3",,,"26","5.8","TFS","TFS","TFS","TFS",,,"TFS","TFS","17","3.8","TFS","100"
"Enrollment_by_Subgroup_Metrics","2022-23","District","7820615","State Charter Schools- Scintilla Charter Academy","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","31","6","7","55","TFS","41","12.1","1","TFS","TFS","72","12.6",,,"87","12.1","TFS","TFS","TFS","TFS",,,"TFS","TFS","39","5.4","48","52"
"Enrollment_by_Subgroup_Metrics","2022-23","District","7820617","State Charter Schools- Dubois Integrity Academy","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","92","4","2","TFS","TFS","96","6.9","3","50","50","520","49.1",,,"91","6.9","37","2.8","TFS","TFS",,,"TFS","TFS","23","1.7","46","54"
"Enrollment_by_Subgroup_Metrics","2022-23","District","7820618","State Charter Schools- Coastal Plains Charter High School - Candler Campus","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","30","14","5","50","1","58","15.7","3",,,,,"97","5","304","15.7","50","2.6","TFS","TFS","210","10.8","TFS","TFS","68","3.5","44","56"
"Enrollment_by_Subgroup_Metrics","2022-23","District","7830103","State Charter Schools II- Statesboro STEAM Academy","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","1","36","2","6","55","TFS","65","15.7","TFS","30","30","TFS","TFS","42","48.8","30","15.7","TFS","TFS","TFS","TFS","50","58.1","TFS","TFS","41","21.5","54","46"
"Enrollment_by_Subgroup_Metrics","2022-23","District","7830310","State Charter Schools II- Fulton Leadership Academy","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","TFS","TFS","95","3","3","TFS","TFS","58","18.9","TFS","63","63",,,"TFS","TFS","43","18.9","TFS","TFS","TFS","TFS","74","68.5","TFS","TFS","13","5.7","100","TFS"
"Enrollment_by_Subgroup_Metrics","2022-23","District","7830611","State Charter Schools II- Cirrus Charter Academy","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","TFS","1","90","3","6","1","TFS","100","3.6","TFS","42.3","42.3","127","40.6",,,"17","3.6","TFS","TFS","TFS","TFS",,,"TFS","TFS",,,"49","51"
"Enrollment_by_Subgroup_Metrics","2022-23","District","7830612","State Charter Schools II- Southwest Georgia S.T.E.M. Charter Academy","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","TFS","TFS","19","5","6","71","TFS","98","13.1","TFS","TFS","TFS","74","29.5","TFS","TFS","61","13.1","TFS","TFS","TFS","TFS","41","45.1","TFS","TFS","20","4.3","49","51"
"Enrollment_by_Subgroup_Metrics","2022-23","District","7830613","State Charter Schools II- Brookhaven Innovation Academy","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","4","TFS","42","27","10","17","TFS","25","9.8","14","TFS","TFS","97","25.1",,,"49","9.8","45","9","TFS","TFS",,,"TFS","TFS","24","4.8","53","47"
"Enrollment_by_Subgroup_Metrics","2022-23","District","7830615","State Charter Schools II- Genesis Innovation Academy for Boys","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","TFS","TFS","88","10","1","1","TFS","64","8.6","6","TFS","TFS","41","20.2",,,"26","8.6","13","4.3","TFS","TFS",,,"TFS","TFS","TFS","TFS","100","TFS"
"Enrollment_by_Subgroup_Metrics","2022-23","District","7830616","State Charter Schools II- Genesis Innovation Academy for Girls","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","TFS","1","88","8","1","2","TFS","59","4.2","4","10.4","10.4","48","22.9",,,"13","4.2","11","3.6","TFS","TFS",,,"TFS","TFS","TFS","TFS","TFS","100"
"Enrollment_by_Subgroup_Metrics","2022-23","District","7830618","State Charter Schools II- SAIL Charter Academy - School for Arts-Infused Learning","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","2","TFS","17","16","7","58","TFS","4","13.6","2","15.5","15.5","30","7",,,"77","13.6","TFS","TFS","TFS","TFS",,,"TFS","TFS","48","8.5","45","55"
"Enrollment_by_Subgroup_Metrics","2022-23","District","7830620","State Charter Schools II- International Charter Academy of Georgia","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","40","TFS","16","11","27","8","TFS","2","3","37",,,"TFS","TFS",,,"TFS","TFS","65","32.5","TFS","TFS",,,"TFS","TFS","16","8","47","53"
"Enrollment_by_Subgroup_Metrics","2022-23","District","7830621","State Charter Schools II- SLAM Academy of Atlanta","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","94","4","1","TFS","TFS","100","4.5","TFS","69.4","69.4","58","47.9",,,"TFS","TFS","TFS","TFS","TFS","TFS",,,"TFS","TFS",,,"59","41"
"Enrollment_by_Subgroup_Metrics","2022-23","District","7830623","State Charter Schools II- Academy For Classical Education","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","9","TFS","16","4","3","69","TFS","15","4.9","3","TFS","TFS","83","9.7","TFS","TFS","88","4.9","23","1.3","TFS","TFS","166","32.9","TFS","TFS","561","31","48","52"
"Enrollment_by_Subgroup_Metrics","2022-23","District","7830624","State Charter Schools II- Spring Creek Charter Academy","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","TFS","TFS","25","6","3","65","TFS","64","10.4","TFS","TFS","TFS","63","22.9","TFS","TFS","43","10.4","TFS","TFS","TFS","TFS","23","95.8","TFS","TFS","14","3.4","49","51"
"Enrollment_by_Subgroup_Metrics","2022-23","District","7830626","State Charter Schools II- Furlow Charter School","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","4","TFS","17","15","8","56","TFS","65","12.7","4","26.6","26.6","99","34.9","34","22.7","73","12.7","14","2.4","TFS","TFS","15","10","TFS","TFS","65","11.3","50","50"
"Enrollment_by_Subgroup_Metrics","2022-23","District","7830627","State Charter Schools II- Atlanta SMART Academy","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","TFS","TFS","100","TFS","TFS","TFS","TFS","83","12.9","TFS","18","18","TFS","TFS",,,"27","12.9","TFS","TFS","TFS","TFS",,,"TFS","TFS","TFS","TFS","46","54"
"Enrollment_by_Subgroup_Metrics","2022-23","District","7830630","State Charter Schools II- Baconton Community Charter School","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","16","10","2","71","TFS","61","12.2","3","33.8","33.8","109","28.4","TFS","TFS","103","12.2","16","1.9","TFS","TFS","198","85.7","TFS","TFS","61","7.2","52","48"
"Enrollment_by_Subgroup_Metrics","2022-23","District","7830632","State Charter Schools II- Atlanta Unbound Academy","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","TFS","TFS","97","1","1","TFS","TFS","54","14.5","TFS","18.5","18.5","12","8.1",,,"35","14.5","TFS","TFS","TFS","TFS",,,"TFS","TFS",,,"55","45"
"Enrollment_by_Subgroup_Metrics","2022-23","District","7830633","State Charter Schools II- D.E.L.T.A. STEAM Academy","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","TFS","TFS","95","4","1","TFS","TFS","TFS","3.8","TFS",,,"TFS","TFS",,,"11","3.8","TFS","TFS","TFS","TFS",,,"TFS","TFS","TFS","TFS","48","52"
"Enrollment_by_Subgroup_Metrics","2022-23","District","7830634","State Charter Schools II- Georgia Fugees Academy Charter School","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","37","TFS","43","TFS","1","19","TFS","TFS","2.5","83","TFS","TFS",,,"TFS","TFS","TFS","TFS","117","71.8","TFS","TFS","TFS","TFS","TFS","TFS",,,"63","37"
"Enrollment_by_Subgroup_Metrics","2022-23","District","7830636","State Charter Schools II- Northwest Classical Academy","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","3","TFS","20","13","5","58","TFS","15","10.5","4","TFS","TFS","TFS","TFS",,,"67","10.5","21","3.3","TFS","TFS",,,"TFS","TFS",,,"49","51"
"Enrollment_by_Subgroup_Metrics","2022-23","District","7830637","State Charter Schools II- DeKalb Brilliance Academy","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","94","1","1","4","TFS","TFS","4.7","TFS",,,"49","28.7",,,"TFS","TFS","TFS","TFS","TFS","TFS",,,"TFS","TFS","TFS","TFS","53","47"
"Enrollment_by_Subgroup_Metrics","2022-23","District","7830641","State Charter Schools II- Resurgence Hall Middle Academy","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","TFS","TFS","97","3","TFS","TFS","TFS","61","3.9","1",,,"TFS","TFS",,,"TFS","TFS","TFS","TFS","TFS","TFS",,,"TFS","TFS",,,"51","49"
"Enrollment_by_Subgroup_Metrics","2022-23","District","7830642","State Charter Schools II- Destinations Career Academy of Georgia (Virtual)","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","TFS","2","43","13","9","32","TFS","57","15.9","2","TFS","TFS",,,,,"62","15.9","TFS","TFS","TFS","TFS",,,"TFS","TFS",,,"44","56"
"Enrollment_by_Subgroup_Metrics","2022-23","District","7830643","State Charter Schools II- Amana Academy West Atlanta","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","78","4","7","10","TFS","16","3","2",,,"10","6",,,"TFS","TFS","TFS","TFS","TFS","TFS",,,"TFS","TFS","22","13.3","52","48"
"Enrollment_by_Subgroup_Metrics","2022-23","District","784","Pelham City","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","56","8","2","33","TFS","100","12","3","17.3","17.3","349","63","31","7.2","158","12","20","1.5","TFS","TFS","262","60.6","21","1.8","108","8.2","49","51"
"Enrollment_by_Subgroup_Metrics","2022-23","District","785","Rome City","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","2","TFS","33","38","5","22","TFS","71","10.2","21","17","17","1029","36.6","32","1.5","648","10.2","964","15.2","41","17.6","1088","51.9","173","3","498","7.9","51","49"
"Enrollment_by_Subgroup_Metrics","2022-23","District","786","Social Circle City","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","20","5","4","71","TFS","39","11.6","1","18.3","18.3","324","41.2","97","16.2","215","11.6","22","1.2","16","16.3","448","75","21","1.3","315","17.1","52","48"
"Enrollment_by_Subgroup_Metrics","2022-23","District","789","Thomasville City","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","2","TFS","59","3","2","35","TFS","74","16.3","1","22.4","22.4","358","28.2","152","19","429","16.3","23",".9","18","10.2","330","41.4","54","2.2","384","14.6","51","49"
"Enrollment_by_Subgroup_Metrics","2022-23","District","791","Trion City","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","1","23","3","72","TFS","51","7.7","11","TFS","TFS","91","15.8","TFS","TFS","96","7.7","97","7.8","TFS","TFS","288","74","TFS","TFS","159","12.8","51","49"
"Enrollment_by_Subgroup_Metrics","2022-23","District","792","Valdosta City","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","77","8","3","10","TFS","95","14.8","4","24.5","24.5","731","19.5","731","30.7","1187","14.8","208","2.6","64","22.1","1338","56.2","261","3.5","387","4.8","51","49"
"Enrollment_by_Subgroup_Metrics","2022-23","District","793","Vidalia City","ALL","All Column Values","PK,KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","51","9","3","36","TFS","76","13.9","3","21.3","21.3","200","20.6","15","2","311","13.9","49","2.2","TFS","TFS","558","76.2","41","2","59","2.6","51","49"
"Enrollment_by_Subgroup_Metrics","2022-23","School","601","Appling County","1050","Altamaha Elementary School","PK,KK,01,02,03,04,05","TFS","TFS","5","10","4","81","3","80","9.4","5",,,"67","20.2",,,"31","9.4","14","4.2","10","20",,,"TFS","TFS","22","6.6","48","52"
"Enrollment_by_Subgroup_Metrics","2022-23","School","601","Appling County","0177","Appling County Elementary School","PK,KK,01,02,03,04,05","TFS","TFS","23","23","5","48","9","80","17.3","18",,,"227","21.7",,,"181","17.3","158","15.1","32","22.1",,,"TFS","TFS","39","3.7","49","51"
"Enrollment_by_Subgroup_Metrics","2022-23","School","601","Appling County","0103","Appling County High School","09,10,11,12","1","TFS","24","18","3","54","6","80","13.3","6",,,,,"46","4.3","141","13.3","16","1.5","TFS","TFS","633","59.6","53","6.7","71","6.7","50","50"
"Enrollment_by_Subgroup_Metrics","2022-23","School","601","Appling County","0195","Appling County Middle School","06,07,08","TFS","TFS","22","19","4","54","8","80","18.4","14","33","33",,,,,"132","18.4","33","4.6","TFS","TFS",,,"35","4.8","57","8","53","47"
"Enrollment_by_Subgroup_Metrics","2022-23","School","601","Appling County","5050","Fourth District Elementary School","PK,KK,01,02,03,04,05","TFS","TFS","7","16","6","72","6","80","14.7","11",,,"26","25.5",,,"15","14.7","11","10.8","TFS","TFS",,,"TFS","TFS","TFS","TFS","54","46"
"Enrollment_by_Subgroup_Metrics","2022-23","School","602","Atkinson County","0103","Atkinson County High School","09,10,11,12","TFS","TFS","14","44","1","39","3","80","9.9","8",,,,,"122","27.4","44","9.9","18","4","TFS","TFS","280","62.8","14","4.1","17","3.8","53","47"
"Enrollment_by_Subgroup_Metrics","2022-23","School","602","Atkinson County","0111","Atkinson County Middle School","06,07,08","TFS","TFS","15","44","2","39","7","88","16","27","23.5","23.5",,,,,"58","16","23","6.4","TFS","TFS",,,"TFS","TFS","15","4.1","47","53"
"Enrollment_by_Subgroup_Metrics","2022-23","School","602","Atkinson County","0190","Pearson Elementary School","PK,KK,01,02,03,04,05","1","TFS","10","49","2","39","9","86","12.3","27",,,"274","47.3",,,"71","12.3","114","19.7","TFS","TFS",,,"TFS","TFS","11","1.9","52","48"
"Enrollment_by_Subgroup_Metrics","2022-23","School","602","Atkinson County","0187","Willacoochee Elementary School","PK,KK,01,02,03,04,05","TFS","TFS","27","26","3","45","7","90","5.8","18",,,"75","48.1",,,"TFS","TFS","19","12.2","TFS","TFS",,,"TFS","TFS","TFS","TFS","49","51"
"Enrollment_by_Subgroup_Metrics","2022-23","School","603","Bacon County","3050","Bacon County Elementary School","03,04,05","TFS","TFS","24","16","5","55","4","90","19.5","10",,,"172","38.1",,,"88","19.5","32","7.1","TFS","TFS",,,"TFS","TFS","35","7.8","54","46"
"Enrollment_by_Subgroup_Metrics","2022-23","School","603","Bacon County","0302","Bacon County High School","09,10,11,12","TFS","TFS","19","18","4","59","4","58","15","7",,,,,"129","20.1","96","15","28","4.4","TFS","TFS","454","70.7","16","3.3","60","9.3","52","48"
"Enrollment_by_Subgroup_Metrics","2022-23","School","603","Bacon County","0202","Bacon County Middle School","06,07,08","TFS","TFS","22","15","5","57","3","78","18.3","10","15.9","15.9",,,,,"85","18.3","14","3","TFS","TFS",,,"16","3.5","50","10.8","48","52"
"Enrollment_by_Subgroup_Metrics","2022-23","School","603","Bacon County","0102","Bacon County Primary School","PK,KK,01,02","TFS","TFS","27","14","4","55","3","90","16.1","9",,,"175","36.6",,,"77","16.1","43","9","17","17.3",,,"TFS","TFS","43","9","50","50"
"Enrollment_by_Subgroup_Metrics","2022-23","School","604","Baker County","0105","Baker County K12 School","KK,01,02,03,04,05,06,07,08,09,10,11,12","1","TFS","58","11","5","24","1","100","15.1","5","96.9","96.9","14","10.9","TFS","TFS","42","15.1","TFS","TFS","TFS","TFS","47","54.7","TFS","TFS",,,"54","46"
"Enrollment_by_Subgroup_Metrics","2022-23","School","604","Baker County","0183","Baker County Learning Academy","07,10,12","TFS","TFS","88","TFS","TFS","13","TFS","100","25","TFS","TFS","TFS",,,"TFS","TFS","TFS","TFS","TFS","TFS","TFS","TFS","TFS","TFS","TFS","TFS",,,"TFS","TFS"
"Enrollment_by_Subgroup_Metrics","2022-23","School","605","Baldwin County","0189","Baldwin High School","09,10,11,12","1","TFS","71","4","5","18","TFS","89","11.3","2",,,,,"316","24.1","148","11.3","13","1","TFS","TFS","680","51.9","36","3.7","40","3.1","50","50"
"Enrollment_by_Subgroup_Metrics","2022-23","School","605","Baldwin County","0300","Lakeview Academy","03,04,05","2","TFS","61","6","6","24","TFS","89","14.2","5",,,"259","39.8",,,"92","14.2","24","3.7","TFS","TFS",,,"TFS","TFS","53","8.2","48","52"
"Enrollment_by_Subgroup_Metrics","2022-23","School","605","Baldwin County","0302","Lakeview Primary","PK,KK,01,02","3","TFS","56","8","6","27","TFS","89","12.7","4",,,"110","19.7",,,"71","12.7","22","3.9","17","6.1",,,"TFS","TFS","35","6.3","49","51"
"Enrollment_by_Subgroup_Metrics","2022-23","School","605","Baldwin County","0303","Midway Hills Academy","03,04,05","TFS","TFS","64","2","5","29","TFS","89","15","TFS",,,"241","56.4",,,"64","15","TFS","TFS","TFS","TFS",,,"TFS","TFS","33","7.7","47","53"
"Enrollment_by_Subgroup_Metrics","2022-23","School","605","Baldwin County","0301","Midway Hills Primary","KK,01,02","1","1","63","4","5","27","TFS","89","10.1","TFS",,,"158","32.6",,,"49","10.1","TFS","TFS","TFS","TFS",,,"TFS","TFS","26","5.4","52","48"
"Enrollment_by_Subgroup_Metrics","2022-23","School","605","Baldwin County","0100","Oak Hill MS","06,07,08","1","TFS","65","4","6","24","TFS","89","16","3","43.5","43.5",,,,,"158","16","12","1.2","TFS","TFS",,,"155","15.9","85","8.6","50","50"
"Enrollment_by_Subgroup_Metrics","2022-23","School","606","Banks County","0107","Banks County Elementary School","03,04,05","2","TFS","1","9","4","84","TFS","53","16.3","7",,,"153","23.9",,,"104","16.3","37","5.8","TFS","TFS",,,"TFS","TFS","54","8.5","51","49"
"Enrollment_by_Subgroup_Metrics","2022-23","School","606","Banks County","0199","Banks County High School","09,10,11,12","1","TFS","2","11","4","82","TFS","47","15.4","4",,,,,"74","8.6","132","15.4","25","2.9","TFS","TFS","514","59.9","TFS","TFS","60","7","53","47"
"Enrollment_by_Subgroup_Metrics","2022-23","School","606","Banks County","0105","Banks County Middle School","06,07,08","1","TFS","3","11","3","83","TFS","54","15.9","7","TFS","TFS",,,,,"102","15.9","22","3.4","TFS","TFS",,,"15","2.3","69","10.8","51","49"
