"NATMON_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"10404","End month of the academic school year (tertiary education)","TZA","United Republic of Tanzania","2020","2020",6,,
"10404","End month of the academic school year (tertiary education)","TZA","United Republic of Tanzania","2021","2021",7,,
"10404","End month of the academic school year (tertiary education)","TZA","United Republic of Tanzania","2022","2022",7,,
"10404","End month of the academic school year (tertiary education)","TZA","United Republic of Tanzania","2023","2023",7,,
"10404","End month of the academic school year (tertiary education)","THA","Thailand","2017","2017",3,,
"10404","End month of the academic school year (tertiary education)","THA","Thailand","2018","2018",3,,
"10404","End month of the academic school year (tertiary education)","THA","Thailand","2019","2019",3,,
"10404","End month of the academic school year (tertiary education)","THA","Thailand","2020","2020",3,,
"10404","End month of the academic school year (tertiary education)","THA","Thailand","2021","2021",3,,
"10404","End month of the academic school year (tertiary education)","THA","Thailand","2022","2022",3,,
"10404","End month of the academic school year (tertiary education)","THA","Thailand","2023","2023",3,,
"10404","End month of the academic school year (tertiary education)","TLS","Timor-Leste","2017","2017",6,,
"10404","End month of the academic school year (tertiary education)","TLS","Timor-Leste","2018","2018",6,,
"10404","End month of the academic school year (tertiary education)","TLS","Timor-Leste","2019","2019",6,,
"10404","End month of the academic school year (tertiary education)","TLS","Timor-Leste","2020","2020",6,,
"10404","End month of the academic school year (tertiary education)","TLS","Timor-Leste","2021","2021",6,,
"10404","End month of the academic school year (tertiary education)","TLS","Timor-Leste","2022","2022",6,,
"10404","End month of the academic school year (tertiary education)","TLS","Timor-Leste","2023","2023",12,,
"10404","End month of the academic school year (tertiary education)","TGO","Togo","2017","2017",8,,
"10404","End month of the academic school year (tertiary education)","TGO","Togo","2018","2018",8,,
"10404","End month of the academic school year (tertiary education)","TGO","Togo","2019","2019",8,,
"10404","End month of the academic school year (tertiary education)","TGO","Togo","2020","2020",8,,
"10404","End month of the academic school year (tertiary education)","TGO","Togo","2021","2021",8,,
"10404","End month of the academic school year (tertiary education)","TGO","Togo","2022","2022",8,,
"10404","End month of the academic school year (tertiary education)","TKL","Tokelau","2017","2017",12,,
"10404","End month of the academic school year (tertiary education)","TKL","Tokelau","2018","2018",12,,
"10404","End month of the academic school year (tertiary education)","TKL","Tokelau","2019","2019",12,,
"10404","End month of the academic school year (tertiary education)","TKL","Tokelau","2020","2020",12,,
"10404","End month of the academic school year (tertiary education)","TKL","Tokelau","2021","2021",12,,
"10404","End month of the academic school year (tertiary education)","TKL","Tokelau","2022","2022",12,,
"10404","End month of the academic school year (tertiary education)","TON","Tonga","2017","2017",12,,
"10404","End month of the academic school year (tertiary education)","TON","Tonga","2018","2018",12,,
"10404","End month of the academic school year (tertiary education)","TON","Tonga","2019","2019",12,,
"10404","End month of the academic school year (tertiary education)","TON","Tonga","2020","2020",12,,
"10404","End month of the academic school year (tertiary education)","TON","Tonga","2021","2021",12,,
"10404","End month of the academic school year (tertiary education)","TON","Tonga","2022","2022",12,,
"10404","End month of the academic school year (tertiary education)","TON","Tonga","2023","2023",12,,
"10404","End month of the academic school year (tertiary education)","TTO","Trinidad and Tobago","2017","2017",7,,
"10404","End month of the academic school year (tertiary education)","TTO","Trinidad and Tobago","2018","2018",7,,
"10404","End month of the academic school year (tertiary education)","TTO","Trinidad and Tobago","2019","2019",7,,
"10404","End month of the academic school year (tertiary education)","TTO","Trinidad and Tobago","2020","2020",7,,
"10404","End month of the academic school year (tertiary education)","TTO","Trinidad and Tobago","2021","2021",7,,
"10404","End month of the academic school year (tertiary education)","TTO","Trinidad and Tobago","2022","2022",7,,
"10404","End month of the academic school year (tertiary education)","TTO","Trinidad and Tobago","2023","2023",7,,
"10404","End month of the academic school year (tertiary education)","TUN","Tunisia","2017","2017",7,,
"10404","End month of the academic school year (tertiary education)","TUN","Tunisia","2018","2018",7,,
"10404","End month of the academic school year (tertiary education)","TUN","Tunisia","2019","2019",7,,
"10404","End month of the academic school year (tertiary education)","TUN","Tunisia","2020","2020",7,,
"10404","End month of the academic school year (tertiary education)","TUN","Tunisia","2021","2021",7,,
"10404","End month of the academic school year (tertiary education)","TUN","Tunisia","2022","2022",7,,
"10404","End month of the academic school year (tertiary education)","TUN","Tunisia","2023","2023",7,,
"10404","End month of the academic school year (tertiary education)","TKM","Turkmenistan","2017","2017",5,,
"10404","End month of the academic school year (tertiary education)","TKM","Turkmenistan","2018","2018",5,,
"10404","End month of the academic school year (tertiary education)","TKM","Turkmenistan","2019","2019",5,,
"10404","End month of the academic school year (tertiary education)","TKM","Turkmenistan","2020","2020",5,,
"10404","End month of the academic school year (tertiary education)","TKM","Turkmenistan","2021","2021",5,,
"10404","End month of the academic school year (tertiary education)","TKM","Turkmenistan","2022","2022",5,,
"10404","End month of the academic school year (tertiary education)","TCA","Turks and Caicos Islands","2017","2017",7,,
"10404","End month of the academic school year (tertiary education)","TCA","Turks and Caicos Islands","2018","2018",7,,
"10404","End month of the academic school year (tertiary education)","TCA","Turks and Caicos Islands","2019","2019",7,,
"10404","End month of the academic school year (tertiary education)","TCA","Turks and Caicos Islands","2020","2020",7,,
"10404","End month of the academic school year (tertiary education)","TCA","Turks and Caicos Islands","2021","2021",7,,
"10404","End month of the academic school year (tertiary education)","TCA","Turks and Caicos Islands","2022","2022",5,,
"10404","End month of the academic school year (tertiary education)","TUV","Tuvalu","2017","2017",11,,
"10404","End month of the academic school year (tertiary education)","TUV","Tuvalu","2018","2018",11,,
"10404","End month of the academic school year (tertiary education)","TUV","Tuvalu","2019","2019",11,,
"10404","End month of the academic school year (tertiary education)","TUV","Tuvalu","2020","2020",11,,
"10404","End month of the academic school year (tertiary education)","TUV","Tuvalu","2021","2021",11,,
"10404","End month of the academic school year (tertiary education)","TUV","Tuvalu","2022","2022",11,,
"10404","End month of the academic school year (tertiary education)","UGA","Uganda","2022","2022",5,,
"10404","End month of the academic school year (tertiary education)","UKR","Ukraine","2017","2017",7,,
"10404","End month of the academic school year (tertiary education)","UKR","Ukraine","2018","2018",7,,
"10404","End month of the academic school year (tertiary education)","UKR","Ukraine","2019","2019",7,,
"10404","End month of the academic school year (tertiary education)","UKR","Ukraine","2020","2020",7,,
"10404","End month of the academic school year (tertiary education)","UKR","Ukraine","2021","2021",7,,
"10404","End month of the academic school year (tertiary education)","UKR","Ukraine","2022","2022",6,,
"10404","End month of the academic school year (tertiary education)","UKR","Ukraine","2023","2023",7,,
"10404","End month of the academic school year (tertiary education)","ARE","United Arab Emirates","2017","2017",8,,
"10404","End month of the academic school year (tertiary education)","ARE","United Arab Emirates","2018","2018",8,,
"10404","End month of the academic school year (tertiary education)","ARE","United Arab Emirates","2019","2019",7,,
"10404","End month of the academic school year (tertiary education)","ARE","United Arab Emirates","2020","2020",7,,
"10404","End month of the academic school year (tertiary education)","ARE","United Arab Emirates","2021","2021",7,,
"10404","End month of the academic school year (tertiary education)","ARE","United Arab Emirates","2022","2022",7,,
"10404","End month of the academic school year (tertiary education)","ARE","United Arab Emirates","2023","2023",7,,
"10404","End month of the academic school year (tertiary education)","URY","Uruguay","2017","2017",12,,
"10404","End month of the academic school year (tertiary education)","URY","Uruguay","2018","2018",12,,
"10404","End month of the academic school year (tertiary education)","URY","Uruguay","2019","2019",12,,
"10404","End month of the academic school year (tertiary education)","URY","Uruguay","2020","2020",12,,
"10404","End month of the academic school year (tertiary education)","URY","Uruguay","2021","2021",12,,
"10404","End month of the academic school year (tertiary education)","URY","Uruguay","2022","2022",12,,
"10404","End month of the academic school year (tertiary education)","UZB","Uzbekistan","2017","2017",6,,
"10404","End month of the academic school year (tertiary education)","UZB","Uzbekistan","2018","2018",5,,
"10404","End month of the academic school year (tertiary education)","UZB","Uzbekistan","2019","2019",5,,
"10404","End month of the academic school year (tertiary education)","UZB","Uzbekistan","2020","2020",5,,
"10404","End month of the academic school year (tertiary education)","UZB","Uzbekistan","2021","2021",5,,
"10404","End month of the academic school year (tertiary education)","UZB","Uzbekistan","2022","2022",5,,
"10404","End month of the academic school year (tertiary education)","UZB","Uzbekistan","2023","2023",5,,
"10404","End month of the academic school year (tertiary education)","VUT","Vanuatu","2017","2017",12,,
"10404","End month of the academic school year (tertiary education)","VUT","Vanuatu","2018","2018",12,,
"10404","End month of the academic school year (tertiary education)","VUT","Vanuatu","2019","2019",12,,
"10404","End month of the academic school year (tertiary education)","VUT","Vanuatu","2020","2020",12,,
"10404","End month of the academic school year (tertiary education)","VUT","Vanuatu","2021","2021",12,,
"10404","End month of the academic school year (tertiary education)","VUT","Vanuatu","2022","2022",12,,
"10404","End month of the academic school year (tertiary education)","VEN","Venezuela (Bolivarian Republic of)","2017","2017",7,,
"10404","End month of the academic school year (tertiary education)","VEN","Venezuela (Bolivarian Republic of)","2018","2018",7,,
"10404","End month of the academic school year (tertiary education)","VEN","Venezuela (Bolivarian Republic of)","2019","2019",7,,
"10404","End month of the academic school year (tertiary education)","VEN","Venezuela (Bolivarian Republic of)","2020","2020",7,,
"10404","End month of the academic school year (tertiary education)","VEN","Venezuela (Bolivarian Republic of)","2021","2021",7,,
"10404","End month of the academic school year (tertiary education)","VNM","Viet Nam","2017","2017",5,,
"10404","End month of the academic school year (tertiary education)","VNM","Viet Nam","2018","2018",5,,
"10404","End month of the academic school year (tertiary education)","VNM","Viet Nam","2019","2019",5,,
"10404","End month of the academic school year (tertiary education)","VNM","Viet Nam","2020","2020",5,,
"10404","End month of the academic school year (tertiary education)","VNM","Viet Nam","2021","2021",5,,
"10404","End month of the academic school year (tertiary education)","VNM","Viet Nam","2022","2022",5,,
"10404","End month of the academic school year (tertiary education)","VNM","Viet Nam","2023","2023",5,,
"10404","End month of the academic school year (tertiary education)","YEM","Yemen","2017","2017",6,,
"10404","End month of the academic school year (tertiary education)","YEM","Yemen","2018","2018",6,,
"10404","End month of the academic school year (tertiary education)","YEM","Yemen","2019","2019",6,,
"10404","End month of the academic school year (tertiary education)","YEM","Yemen","2020","2020",6,,
"10404","End month of the academic school year (tertiary education)","YEM","Yemen","2021","2021",6,,
"10404","End month of the academic school year (tertiary education)","YEM","Yemen","2022","2022",6,,
"10404","End month of the academic school year (tertiary education)","ZMB","Zambia","2022","2022",12,,
"10404","End month of the academic school year (tertiary education)","ZWE","Zimbabwe","2022","2022",12,,
"10404","End month of the academic school year (tertiary education)","MAC","China, Macao Special Administrative Region","2017","2017",7,,
"10404","End month of the academic school year (tertiary education)","MAC","China, Macao Special Administrative Region","2018","2018",7,,
"10404","End month of the academic school year (tertiary education)","MAC","China, Macao Special Administrative Region","2019","2019",7,,
"10404","End month of the academic school year (tertiary education)","MAC","China, Macao Special Administrative Region","2020","2020",7,,
"10404","End month of the academic school year (tertiary education)","MAC","China, Macao Special Administrative Region","2021","2021",7,,
"10404","End month of the academic school year (tertiary education)","MAC","China, Macao Special Administrative Region","2022","2022",7,,
"10404","End month of the academic school year (tertiary education)","MAC","China, Macao Special Administrative Region","2023","2023",7,,
"10404","End month of the academic school year (tertiary education)","SRB","Serbia","2017","2017",7,,
"10404","End month of the academic school year (tertiary education)","SRB","Serbia","2018","2018",7,,
"10404","End month of the academic school year (tertiary education)","SRB","Serbia","2019","2019",7,,
"10404","End month of the academic school year (tertiary education)","SRB","Serbia","2020","2020",7,,
"10404","End month of the academic school year (tertiary education)","SRB","Serbia","2021","2021",7,,
"10404","End month of the academic school year (tertiary education)","SRB","Serbia","2022","2022",7,,
"10404","End month of the academic school year (tertiary education)","SRB","Serbia","2023","2023",7,,
"10404","End month of the academic school year (tertiary education)","MNE","Montenegro","2017","2017",7,,
"10404","End month of the academic school year (tertiary education)","MNE","Montenegro","2018","2018",7,,
"10404","End month of the academic school year (tertiary education)","MNE","Montenegro","2019","2019",7,,
"10404","End month of the academic school year (tertiary education)","MNE","Montenegro","2020","2020",7,,
"10404","End month of the academic school year (tertiary education)","MNE","Montenegro","2021","2021",7,,
"10404","End month of the academic school year (tertiary education)","MNE","Montenegro","2022","2022",7,,
"10404","End month of the academic school year (tertiary education)","MNE","Montenegro","2023","2023",12,,
"10404","End month of the academic school year (tertiary education)","CUW","Curaçao","2017","2017",7,,
"10404","End month of the academic school year (tertiary education)","CUW","Curaçao","2018","2018",7,,
"10404","End month of the academic school year (tertiary education)","CUW","Curaçao","2019","2019",7,,
"10404","End month of the academic school year (tertiary education)","CUW","Curaçao","2020","2020",7,,
"10404","End month of the academic school year (tertiary education)","CUW","Curaçao","2021","2021",7,,
"10404","End month of the academic school year (tertiary education)","CUW","Curaçao","2022","2022",7,,
"10404","End month of the academic school year (tertiary education)","SXM","Sint Maarten (Dutch part)","2017","2017",8,,
"10404","End month of the academic school year (tertiary education)","SXM","Sint Maarten (Dutch part)","2018","2018",6,,
"10404","End month of the academic school year (tertiary education)","SXM","Sint Maarten (Dutch part)","2019","2019",6,,
"10404","End month of the academic school year (tertiary education)","SXM","Sint Maarten (Dutch part)","2020","2020",6,,
"10404","End month of the academic school year (tertiary education)","SXM","Sint Maarten (Dutch part)","2021","2021",6,,
"10404","End month of the academic school year (tertiary education)","SXM","Sint Maarten (Dutch part)","2022","2022",7,,
"10404","End month of the academic school year (tertiary education)","SXM","Sint Maarten (Dutch part)","2023","2023",7,,
"10404","End month of the academic school year (tertiary education)","SSD","South Sudan","2022","2022",4,,
"10406","End of the academic school year (tertiary education)","AUS","Australia","2017","2017",2017,,
"10406","End of the academic school year (tertiary education)","AUS","Australia","2018","2018",2018,,
"10406","End of the academic school year (tertiary education)","AUS","Australia","2019","2019",2019,,
"10406","End of the academic school year (tertiary education)","AUS","Australia","2020","2020",2020,,
"10406","End of the academic school year (tertiary education)","AUS","Australia","2021","2021",2021,,
"10406","End of the academic school year (tertiary education)","AUS","Australia","2022","2022",2022,,
"10406","End of the academic school year (tertiary education)","AUT","Austria","2017","2017",2017,,
"10406","End of the academic school year (tertiary education)","AUT","Austria","2018","2018",2018,,
"10406","End of the academic school year (tertiary education)","AUT","Austria","2019","2019",2019,,
"10406","End of the academic school year (tertiary education)","AUT","Austria","2020","2020",2020,,
"10406","End of the academic school year (tertiary education)","AUT","Austria","2021","2021",2021,,
"10406","End of the academic school year (tertiary education)","AUT","Austria","2022","2022",2022,,
"10406","End of the academic school year (tertiary education)","BEL","Belgium","2017","2017",2017,,
"10406","End of the academic school year (tertiary education)","BEL","Belgium","2018","2018",2018,,
"10406","End of the academic school year (tertiary education)","BEL","Belgium","2019","2019",2019,,
"10406","End of the academic school year (tertiary education)","BEL","Belgium","2020","2020",2020,,
"10406","End of the academic school year (tertiary education)","BEL","Belgium","2021","2021",2021,,
"10406","End of the academic school year (tertiary education)","BEL","Belgium","2022","2022",2022,,
"10406","End of the academic school year (tertiary education)","CAN","Canada","2017","2017",2017,,
"10406","End of the academic school year (tertiary education)","CAN","Canada","2018","2018",2018,,
"10406","End of the academic school year (tertiary education)","CAN","Canada","2019","2019",2019,,
"10406","End of the academic school year (tertiary education)","CAN","Canada","2020","2020",2020,,
"10406","End of the academic school year (tertiary education)","CAN","Canada","2021","2021",2021,,
"10406","End of the academic school year (tertiary education)","CAN","Canada","2022","2022",2022,,
"10406","End of the academic school year (tertiary education)","CZE","Czechia","2017","2017",2017,,
"10406","End of the academic school year (tertiary education)","CZE","Czechia","2018","2018",2018,,
"10406","End of the academic school year (tertiary education)","CZE","Czechia","2019","2019",2019,,
"10406","End of the academic school year (tertiary education)","CZE","Czechia","2020","2020",2020,,
"10406","End of the academic school year (tertiary education)","CZE","Czechia","2021","2021",2021,,
"10406","End of the academic school year (tertiary education)","CZE","Czechia","2022","2022",2022,,
"10406","End of the academic school year (tertiary education)","DNK","Denmark","2017","2017",2017,,
"10406","End of the academic school year (tertiary education)","DNK","Denmark","2018","2018",2018,,
"10406","End of the academic school year (tertiary education)","DNK","Denmark","2019","2019",2019,,
"10406","End of the academic school year (tertiary education)","DNK","Denmark","2020","2020",2020,,
"10406","End of the academic school year (tertiary education)","DNK","Denmark","2021","2021",2021,,
"10406","End of the academic school year (tertiary education)","DNK","Denmark","2022","2022",2022,,
"10406","End of the academic school year (tertiary education)","FIN","Finland","2017","2017",2017,,
"10406","End of the academic school year (tertiary education)","FIN","Finland","2018","2018",2018,,
"10406","End of the academic school year (tertiary education)","FIN","Finland","2019","2019",2019,,
"10406","End of the academic school year (tertiary education)","FIN","Finland","2020","2020",2020,,
"10406","End of the academic school year (tertiary education)","FIN","Finland","2021","2021",2021,,
"10406","End of the academic school year (tertiary education)","FIN","Finland","2022","2022",2022,,
"10406","End of the academic school year (tertiary education)","FRA","France","2017","2017",2017,,
"10406","End of the academic school year (tertiary education)","FRA","France","2018","2018",2018,,
"10406","End of the academic school year (tertiary education)","FRA","France","2019","2019",2019,,
"10406","End of the academic school year (tertiary education)","FRA","France","2020","2020",2020,,
"10406","End of the academic school year (tertiary education)","FRA","France","2021","2021",2021,,
"10406","End of the academic school year (tertiary education)","FRA","France","2022","2022",2022,,
"10406","End of the academic school year (tertiary education)","DEU","Germany","2017","2017",2017,,
"10406","End of the academic school year (tertiary education)","DEU","Germany","2018","2018",2018,,
"10406","End of the academic school year (tertiary education)","DEU","Germany","2019","2019",2019,,
"10406","End of the academic school year (tertiary education)","DEU","Germany","2020","2020",2020,,
"10406","End of the academic school year (tertiary education)","DEU","Germany","2021","2021",2021,,
"10406","End of the academic school year (tertiary education)","DEU","Germany","2022","2022",2022,,
"10406","End of the academic school year (tertiary education)","GRC","Greece","2017","2017",2017,,
"10406","End of the academic school year (tertiary education)","GRC","Greece","2018","2018",2018,,
"10406","End of the academic school year (tertiary education)","GRC","Greece","2019","2019",2019,,
"10406","End of the academic school year (tertiary education)","GRC","Greece","2020","2020",2020,,
"10406","End of the academic school year (tertiary education)","GRC","Greece","2021","2021",2021,,
"10406","End of the academic school year (tertiary education)","GRC","Greece","2022","2022",2022,,
"10406","End of the academic school year (tertiary education)","HUN","Hungary","2017","2017",2017,,
"10406","End of the academic school year (tertiary education)","HUN","Hungary","2018","2018",2018,,
"10406","End of the academic school year (tertiary education)","HUN","Hungary","2019","2019",2019,,
"10406","End of the academic school year (tertiary education)","HUN","Hungary","2020","2020",2020,,
"10406","End of the academic school year (tertiary education)","HUN","Hungary","2021","2021",2021,,
"10406","End of the academic school year (tertiary education)","HUN","Hungary","2022","2022",2022,,
"10406","End of the academic school year (tertiary education)","ISL","Iceland","2017","2017",2017,,
"10406","End of the academic school year (tertiary education)","ISL","Iceland","2018","2018",2018,,
"10406","End of the academic school year (tertiary education)","ISL","Iceland","2019","2019",2019,,
"10406","End of the academic school year (tertiary education)","ISL","Iceland","2020","2020",2020,,
"10406","End of the academic school year (tertiary education)","ISL","Iceland","2021","2021",2021,,
"10406","End of the academic school year (tertiary education)","ISL","Iceland","2022","2022",2022,,
"10406","End of the academic school year (tertiary education)","IRL","Ireland","2017","2017",2017,,
"10406","End of the academic school year (tertiary education)","IRL","Ireland","2018","2018",2018,,
"10406","End of the academic school year (tertiary education)","IRL","Ireland","2019","2019",2019,,
"10406","End of the academic school year (tertiary education)","IRL","Ireland","2020","2020",2020,,
"10406","End of the academic school year (tertiary education)","IRL","Ireland","2021","2021",2021,,
"10406","End of the academic school year (tertiary education)","IRL","Ireland","2022","2022",2022,,
"10406","End of the academic school year (tertiary education)","ITA","Italy","2017","2017",2017,,
"10406","End of the academic school year (tertiary education)","ITA","Italy","2018","2018",2018,,
"10406","End of the academic school year (tertiary education)","ITA","Italy","2019","2019",2019,,
"10406","End of the academic school year (tertiary education)","ITA","Italy","2020","2020",2020,,
"10406","End of the academic school year (tertiary education)","ITA","Italy","2021","2021",2021,,
"10406","End of the academic school year (tertiary education)","ITA","Italy","2022","2022",2022,,
"10406","End of the academic school year (tertiary education)","JPN","Japan","2017","2017",2017,,
"10406","End of the academic school year (tertiary education)","JPN","Japan","2018","2018",2018,,
"10406","End of the academic school year (tertiary education)","JPN","Japan","2019","2019",2019,,
"10406","End of the academic school year (tertiary education)","JPN","Japan","2020","2020",2020,,
"10406","End of the academic school year (tertiary education)","JPN","Japan","2021","2021",2021,,
"10406","End of the academic school year (tertiary education)","JPN","Japan","2022","2022",2022,,
"10406","End of the academic school year (tertiary education)","KOR","Republic of Korea","2017","2017",2017,,
"10406","End of the academic school year (tertiary education)","KOR","Republic of Korea","2018","2018",2018,,
"10406","End of the academic school year (tertiary education)","KOR","Republic of Korea","2019","2019",2019,,
"10406","End of the academic school year (tertiary education)","KOR","Republic of Korea","2020","2020",2020,,
"10406","End of the academic school year (tertiary education)","KOR","Republic of Korea","2021","2021",2021,,
"10406","End of the academic school year (tertiary education)","KOR","Republic of Korea","2022","2022",2022,,
"10406","End of the academic school year (tertiary education)","LUX","Luxembourg","2017","2017",2017,,
"10406","End of the academic school year (tertiary education)","LUX","Luxembourg","2018","2018",2018,,
"10406","End of the academic school year (tertiary education)","LUX","Luxembourg","2019","2019",2019,,
"10406","End of the academic school year (tertiary education)","LUX","Luxembourg","2020","2020",2020,,
"10406","End of the academic school year (tertiary education)","LUX","Luxembourg","2021","2021",2021,,
"10406","End of the academic school year (tertiary education)","LUX","Luxembourg","2022","2022",2022,,
"10406","End of the academic school year (tertiary education)","MEX","Mexico","2017","2017",2017,,
"10406","End of the academic school year (tertiary education)","MEX","Mexico","2018","2018",2018,,
"10406","End of the academic school year (tertiary education)","MEX","Mexico","2019","2019",2019,,
"10406","End of the academic school year (tertiary education)","MEX","Mexico","2020","2020",2020,,
"10406","End of the academic school year (tertiary education)","MEX","Mexico","2021","2021",2021,,
"10406","End of the academic school year (tertiary education)","MEX","Mexico","2022","2022",2022,,
"10406","End of the academic school year (tertiary education)","NLD","Netherlands","2017","2017",2017,,
"10406","End of the academic school year (tertiary education)","NLD","Netherlands","2018","2018",2018,,
"10406","End of the academic school year (tertiary education)","NLD","Netherlands","2019","2019",2019,,
"10406","End of the academic school year (tertiary education)","NLD","Netherlands","2020","2020",2020,,
"10406","End of the academic school year (tertiary education)","NLD","Netherlands","2021","2021",2021,,
"10406","End of the academic school year (tertiary education)","NLD","Netherlands","2022","2022",2022,,
"10406","End of the academic school year (tertiary education)","NZL","New Zealand","2017","2017",2017,,
"10406","End of the academic school year (tertiary education)","NZL","New Zealand","2018","2018",2018,,
"10406","End of the academic school year (tertiary education)","NZL","New Zealand","2019","2019",2019,,
"10406","End of the academic school year (tertiary education)","NZL","New Zealand","2020","2020",2020,,
"10406","End of the academic school year (tertiary education)","NZL","New Zealand","2021","2021",2021,,
"10406","End of the academic school year (tertiary education)","NZL","New Zealand","2022","2022",2022,,
"10406","End of the academic school year (tertiary education)","NOR","Norway","2017","2017",2017,,
"10406","End of the academic school year (tertiary education)","NOR","Norway","2018","2018",2018,,
"10406","End of the academic school year (tertiary education)","NOR","Norway","2019","2019",2019,,
"10406","End of the academic school year (tertiary education)","NOR","Norway","2020","2020",2020,,
"10406","End of the academic school year (tertiary education)","NOR","Norway","2021","2021",2021,,
"10406","End of the academic school year (tertiary education)","NOR","Norway","2022","2022",2022,,
"10406","End of the academic school year (tertiary education)","POL","Poland","2017","2017",2017,,
"10406","End of the academic school year (tertiary education)","POL","Poland","2018","2018",2018,,
"10406","End of the academic school year (tertiary education)","POL","Poland","2019","2019",2019,,
"10406","End of the academic school year (tertiary education)","POL","Poland","2020","2020",2020,,
"10406","End of the academic school year (tertiary education)","POL","Poland","2021","2021",2021,,
"10406","End of the academic school year (tertiary education)","POL","Poland","2022","2022",2022,,
"10406","End of the academic school year (tertiary education)","PRT","Portugal","2017","2017",2017,,
"10406","End of the academic school year (tertiary education)","PRT","Portugal","2018","2018",2018,,
"10406","End of the academic school year (tertiary education)","PRT","Portugal","2019","2019",2019,,
"10406","End of the academic school year (tertiary education)","PRT","Portugal","2020","2020",2020,,
"10406","End of the academic school year (tertiary education)","PRT","Portugal","2021","2021",2021,,
"10406","End of the academic school year (tertiary education)","PRT","Portugal","2022","2022",2022,,
"10406","End of the academic school year (tertiary education)","SVK","Slovakia","2017","2017",2017,,
"10406","End of the academic school year (tertiary education)","SVK","Slovakia","2018","2018",2018,,
"10406","End of the academic school year (tertiary education)","SVK","Slovakia","2019","2019",2019,,
"10406","End of the academic school year (tertiary education)","SVK","Slovakia","2020","2020",2020,,
"10406","End of the academic school year (tertiary education)","SVK","Slovakia","2021","2021",2021,,
"10406","End of the academic school year (tertiary education)","SVK","Slovakia","2022","2022",2022,,
"10406","End of the academic school year (tertiary education)","ESP","Spain","2017","2017",2017,,
"10406","End of the academic school year (tertiary education)","ESP","Spain","2018","2018",2018,,
"10406","End of the academic school year (tertiary education)","ESP","Spain","2019","2019",2019,,
"10406","End of the academic school year (tertiary education)","ESP","Spain","2020","2020",2020,,
"10406","End of the academic school year (tertiary education)","ESP","Spain","2021","2021",2021,,
"10406","End of the academic school year (tertiary education)","ESP","Spain","2022","2022",2022,,
"10406","End of the academic school year (tertiary education)","SWE","Sweden","2017","2017",2017,,
"10406","End of the academic school year (tertiary education)","SWE","Sweden","2018","2018",2018,,
"10406","End of the academic school year (tertiary education)","SWE","Sweden","2019","2019",2019,,
"10406","End of the academic school year (tertiary education)","SWE","Sweden","2020","2020",2020,,
"10406","End of the academic school year (tertiary education)","SWE","Sweden","2021","2021",2021,,
"10406","End of the academic school year (tertiary education)","SWE","Sweden","2022","2022",2022,,
"10406","End of the academic school year (tertiary education)","CHE","Switzerland","2017","2017",2017,,
"10406","End of the academic school year (tertiary education)","CHE","Switzerland","2018","2018",2018,,
"10406","End of the academic school year (tertiary education)","CHE","Switzerland","2019","2019",2019,,
"10406","End of the academic school year (tertiary education)","CHE","Switzerland","2020","2020",2020,,
"10406","End of the academic school year (tertiary education)","CHE","Switzerland","2021","2021",2021,,
"10406","End of the academic school year (tertiary education)","CHE","Switzerland","2022","2022",2022,,
"10406","End of the academic school year (tertiary education)","TUR","Türkiye","2017","2017",2017,,
"10406","End of the academic school year (tertiary education)","TUR","Türkiye","2018","2018",2018,,
"10406","End of the academic school year (tertiary education)","TUR","Türkiye","2019","2019",2019,,
"10406","End of the academic school year (tertiary education)","TUR","Türkiye","2020","2020",2020,,
"10406","End of the academic school year (tertiary education)","TUR","Türkiye","2021","2021",2021,,
"10406","End of the academic school year (tertiary education)","TUR","Türkiye","2022","2022",2022,,
"10406","End of the academic school year (tertiary education)","GBR","United Kingdom of Great Britain and Northern Ireland","2017","2017",2017,,
"10406","End of the academic school year (tertiary education)","GBR","United Kingdom of Great Britain and Northern Ireland","2018","2018",2018,,
"10406","End of the academic school year (tertiary education)","GBR","United Kingdom of Great Britain and Northern Ireland","2019","2019",2019,,
"10406","End of the academic school year (tertiary education)","GBR","United Kingdom of Great Britain and Northern Ireland","2020","2020",2020,,
"10406","End of the academic school year (tertiary education)","GBR","United Kingdom of Great Britain and Northern Ireland","2021","2021",2021,,
"10406","End of the academic school year (tertiary education)","GBR","United Kingdom of Great Britain and Northern Ireland","2022","2022",2022,,
"10406","End of the academic school year (tertiary education)","USA","United States of America","2017","2017",2017,,
"10406","End of the academic school year (tertiary education)","USA","United States of America","2018","2018",2018,,
"10406","End of the academic school year (tertiary education)","USA","United States of America","2019","2019",2019,,
"10406","End of the academic school year (tertiary education)","USA","United States of America","2020","2020",2020,,
"10406","End of the academic school year (tertiary education)","USA","United States of America","2021","2021",2021,,
"10406","End of the academic school year (tertiary education)","USA","United States of America","2022","2022",2022,,
"10406","End of the academic school year (tertiary education)","AFG","Afghanistan","2017","2017",2017,,
"10406","End of the academic school year (tertiary education)","AFG","Afghanistan","2018","2018",2018,,
"10406","End of the academic school year (tertiary education)","AFG","Afghanistan","2019","2019",2019,,
"10406","End of the academic school year (tertiary education)","AFG","Afghanistan","2020","2020",2020,,
"10406","End of the academic school year (tertiary education)","AFG","Afghanistan","2021","2021",2021,,
"10406","End of the academic school year (tertiary education)","AFG","Afghanistan","2022","2022",2022,,
