object_id,nces_sch_id,nces_sys_id,orig_state_id,sys_id,sch_id,shape_length,shape_area,sspi,sys_name,sch_name,cluster,n_stu_19,title_i,grade,star_rtg,asian,native,black,hisp,multi,white,frpl,swd,lep,mobility,ccrpi,climate,student,staff,parent,overall,grd_3_la,grd_3_ma,grd_4_la,grd_4_ma,grd_5_la,grd_5_ma,fiscal_year,sys_sch,system_id,system_name,school_id,school_name,direct_cert_perc,k12_poverty_student_ct,k12_student_count
1092,130129000552,1301290,GA-633-0404,633,0404,0.273287154773,0.00278593800878,0.454542797740973,Cobb County,Kennesaw Elementary School,E,594,Y,B,4,4,0,26,19,7,44,18.200001,11,16,17.3,85.7,89.855,,89.849,89.861,95.6,,,,,,,2024,633404,633,Cobb County,404,Kennesaw Elementary School,45.5,261,573
585,130129000554,1301290,GA-633-5056,633,5056,0.272002805696,0.00164852897381,1.36138262173947,Cobb County,Due West Elementary School,E,556,Y,A,5,4,0,8,8,6,75,5.9000001,10,3,10.6,92.6,86.383,80.225,88.993,89.931,100.2,73.8,71.6,61.7,66,83.9,75.4,2024,6335056,633,Cobb County,5056,Due West Elementary School,15.5,99,639
247,130129000555,1301290,GA-633-5052,633,5052,0.317187967889,0.00181954381757,0.438694967182629,Cobb County,Brumby Elementary School,E,933,N,D,3,5,0,59,24,5,7,31.700001,10,24,40.2,68.9,79.316,73.785,80.979,83.182,90.3,32.1,28.8,24.1,28.7,28.2,18.6,2024,6335052,633,Cobb County,5052,Brumby Elementary School,57.7000007629395,582,1008
146,130129000556,1301290,GA-633-5050,633,5050,0.384502704444,0.00152771863011,0.188855840071203,Cobb County,Bells Ferry Elementary School,E,755,N,B,4,15,1,30,21,3,30,17.6,11,22,24,86.3,86.358,77.882,88.282,92.91,92.4,41.9,61.5,54.8,71.7,64.9,53.1,2024,6335050,633,Cobb County,5050,Bells Ferry Elementary School,48,359,748
957,130129000557,1301290,GA-633-4560,633,4560,0.168742073537,0.000798516333257,-0.130323139384228,Cobb County,Hollydale Elementary School,E,605,Y,C,4,3,1,37,47,4,9,35,14,42,19.8,74.1,80.21,73.443,83.413,83.774,95.9,22.7,42,32.4,41.4,26.1,22,2024,6334560,633,Cobb County,4560,Hollydale Elementary School,70.0999984741211,373,532
2016,130129000558,1301290,GA-633-4068,633,4068,0.2050316149,0.00140881468944,4.67885860099841,Cobb County,Teasley Elementary School,E,921,N,B,4,25,0,45,7,2,22,14.1,6,12,27.5,82.3,85.062,77.104,88.763,89.318,92.3,51.2,62.4,68.4,65,63,41.2,2024,6334068,633,Cobb County,4068,Teasley Elementary School,31.6000003814697,304,961
1432,130129000560,1301290,GA-633-0288,633,0288,0.169249222888,0.000889106963367,1.9124040332315,Cobb County,Mountain View Elementary School,E,812,N,A,4,13,0,7,12,6,62,4.1999998,12,11,9.6,98.6,86.022,78.845,91.345,87.876,95.4,79.4,86.8,81.3,87.2,79.5,76.6,2024,633288,633,Cobb County,288,Mountain View Elementary School,16.3999996185303,135,825
452,130129000567,1301290,GA-633-3556,633,3556,0.183444502643,0.00100906167685,-0.27850787635642,Cobb County,Compton Elementary School,E,494,N,C,4,1,0,53,32,2,11,40.900002,15,24,25.4,78.3,83.499,75.961,89.688,84.848,92.9,21.5,40,38.7,34.4,34.7,26.7,2024,6333556,633,Cobb County,3556,Compton Elementary School,77.4000015258789,482,623
1786,130129000568,1301290,GA-633-3067,633,3067,0.193812244704,0.00121534986965,0.461072952385733,Cobb County,Russell Elementary School,E,618,Y,C,4,1,0,39,37,5,18,31.9,14,28,20.4,71.4,75.863,67.792,78.227,81.57,93.6,27,43.5,34.7,43.2,39.2,25,2024,6333067,633,Cobb County,3067,Russell Elementary School,62.5999984741211,353,564
1121,130129000571,1301290,GA-633-3062,633,3062,0.0935774516078,0.000248477812718,-0.752257580890735,Cobb County,LaBelle Elementary School,E,394,N,C,4,2,0,23,69,1,4,35.5,10,63,22.4,78.2,81.396,71.963,82.602,89.624,92.7,31.5,46.6,17.3,40.8,41.5,42.3,2024,6333062,633,Cobb County,3062,LaBelle Elementary School,76.5999984741211,272,355
694,130129000573,1301290,GA-633-3058,633,3058,0.149790941674,0.00042628659092,-0.861110639349846,Cobb County,Fair Oaks Elementary School,E,809,N,C,3,0,0,11,82,1,5,46.200001,10,77,20.2,70.2,81.627,71.958,83.918,89.006,90.4,22.8,54.7,26.5,31.3,23.5,34.4,2024,6333058,633,Cobb County,3058,Fair Oaks Elementary School,69,487,706
2121,130129001479,1301290,GA-633-0197,633,0197,0.182903977215,0.00140044883748,1.27638942371954,Cobb County,Vaughan Elementary School,E,743,Y,B,5,3,0,18,8,5,65,6.6999998,15,6,5.5,89.2,85.124,76.428,89.68,89.264,97.6,66.1,76.4,66.6,75.3,65.6,58.4,2024,633197,633,Cobb County,197,Vaughan Elementary School,15.5,97,625
752,130129001490,1301290,GA-633-0297,633,0297,0.276680591851,0.00261525068274,0.903888499303888,Cobb County,Frey Elementary School,E,802,N,B,4,4,0,17,10,6,63,7.9000001,15,7,8.6,87.7,85.349,79.749,89.972,86.326,93.8,68.3,59.4,64.5,77.4,61.8,76.3,2024,633297,633,Cobb County,297,Frey Elementary School,25.2000007629395,187,742
826,130129001491,1301290,GA-633-0397,633,0397,0.215574162464,0.00148638316756,-2.0892563827577,Cobb County,Green Acres Elementary School,E,606,N,C,3,0,0,18,78,1,3,44.400002,7,71,18.6,74.3,86.811,97.087,76.888,86.458,90.4,25,55.7,18,39,25.9,27,2024,633397,633,Cobb County,397,Green Acres Elementary School,59.0999984741211,326,552
2072,130129001882,1301290,GA-633-0181,633,0181,0.214900727419,0.000923239832273,2.69861715077058,Cobb County,Tritt Elementary School,E,884,N,A,4,6,0,4,6,4,81,1.2,12,6,3.6,90.2,87.129,82.3,90.01,89.077,96.1,86.4,86.5,87.4,85.9,81.5,72.1,2024,633181,633,Cobb County,181,Tritt Elementary School,6.40000009536743,50,780
772,130129001935,1301290,GA-633-0185,633,0185,0.183111947294,0.00100909879678,2.98055380033312,Cobb County,Garrison Mill Elementary School,E,671,N,A,4,5,1,7,7,4,75,1.9,12,5,4,95.3,85.435,78.69,88.32,89.296,92.6,67.5,70.3,77.8,81.1,75.8,75.7,2024,633185,633,Cobb County,185,Garrison Mill Elementary School,9.10000038146973,58,637
1080,130129001972,1301290,GA-633-0187,633,0187,0.157679614004,0.000732043783167,1.06224001682267,Cobb County,Keheley Elementary School,E,482,N,C,4,3,1,12,15,5,65,7.9000001,16,11,9.6,72.2,90.205,90.612,90.13,89.874,94.7,51.3,51.3,46.7,52.8,73.6,63.8,2024,633187,633,Cobb County,187,Keheley Elementary School,31.3999996185303,122,388
1187,130129001973,1301290,GA-633-0287,633,0287,0.170707059016,0.000982415631938,0.445888894636419,Cobb County,Lewis Elementary School,E,518,N,C,4,5,0,23,20,7,45,13.7,15,17,12.4,78.4,83.579,73.196,85.352,92.189,92.7,35.9,52.2,50,60.8,63.3,57,2024,633287,633,Cobb County,287,Lewis Elementary School,44.7999992370606,240,536
1363,130129001974,1301290,GA-633-3064,633,3064,0.113632395675,0.000350122813211,-0.668917854838289,Cobb County,Milford Elementary School,E,384,N,B,3,1,0,36,56,2,5,38.799999,15,49,30.5,85.6,80.899,74.83,80.912,86.956,88.4,31.5,50,39.4,45.5,46.7,55,2024,6333064,633,Cobb County,3064,Milford Elementary School,63,218,346
525,130129001995,1301290,GA-633-0388,633,0388,0.147850058075,0.000766930385066,1.87649963996782,Cobb County,Davis Elementary School,E,609,N,B,4,8,0,6,8,3,75,3.4000001,14,7,7.4,83,86.594,79.756,92.489,87.537,93.5,64.2,78.9,68,68.1,78.3,57.6,2024,633388,633,Cobb County,388,Davis Elementary School,10.3999996185303,63,606
109,130129002021,1301290,GA-633-0189,633,0189,0.16728256574,0.000739231637366,0.801526458431829,Cobb County,Baker Elementary School,E,809,N,B,4,8,0,34,18,7,33,12.4,13,14,15,82.6,81.665,73.941,85.815,85.238,92.9,48.7,48,51.9,69.4,63.1,63,2024,633189,633,Cobb County,189,Baker Elementary School,39.5999984741211,300,758
12,130129002022,1301290,GA-633-0289,633,0289,0.160227523309,0.000952059534026,0.935207636757589,Cobb County,Addison Elementary School,E,586,N,B,4,7,1,17,18,4,54,10.1,13,12,11.6,88.7,84.639,78.059,89.441,86.419,92.2,57.3,60.7,54.8,72.6,73,66.3,2024,633289,633,Cobb County,289,Addison Elementary School,27.7999992370606,155,558
1660,130129002024,1301290,GA-633-0489,633,0489,0.305808096016,0.00295575311677,0.17772673083219,Cobb County,Powder Springs Elementary School,E,728,Y,C,4,0,0,68,17,4,10,33,13,12,23.2,77.3,79.325,72.777,80.389,84.809,94.9,37.2,48.7,31.3,42.7,36.1,25.9,2024,633489,633,Cobb County,489,Powder Springs Elementary School,62.5999984741211,494,789
345,130129002058,1301290,GA-633-0198,633,0198,0.214094375249,0.00122883909664,1.00070553186124,Cobb County,Chalker Elementary School,E,668,Y,B,5,5,0,24,16,7,48,12.9,12,11,19.7,87.9,83.902,74.716,89.671,87.32,98.6,60,63.1,50.4,52.7,72.9,59.4,2024,633198,633,Cobb County,198,Chalker Elementary School,40.4000015258789,271,671
576,130129002069,1301290,GA-633-0190,633,0190,0.296323788901,0.00173219996324,0.758583993484708,Cobb County,Dowell Elementary School,E,977,N,C,4,3,0,40,38,5,14,28.4,12,33,13.9,75,79.312,75.045,80.255,82.634,91.9,38.5,43.3,35.9,39.5,50,33,2024,633190,633,Cobb County,190,Dowell Elementary School,57.5999984741211,496,861
2120,130129002107,1301290,GA-633-0191,633,0191,0.222298409718,0.00198429587616,1.01474294690837,Cobb County,Varner Elementary School,E,772,N,C,4,2,0,61,16,4,17,25,15,12,15.2,74.7,81.012,75.524,82.38,85.13,92.2,35.2,38.9,46.8,55.6,49.5,42.6,2024,633191,633,Cobb County,191,Varner Elementary School,50.5,377,746
1847,130129002108,1301290,GA-633-0291,633,0291,0.15370645548,0.000785111239898,2.21170423983707,Cobb County,Shallowford Falls Elementary School,E,694,N,A,4,9,0,10,7,4,70,4.9000001,15,6,3.5,94.7,83.968,75.982,89.888,86.034,91.9,75.5,84,83.3,86.3,79.3,73.9,2024,633291,633,Cobb County,291,Shallowford Falls Elementary School,13.3999996185303,78,581
1477,130129002109,1301290,GA-633-0391,633,0391,0.170328142512,0.000827060818207,0.483808125728744,Cobb County,Nicholson Elementary School,E,474,Y,C,5,2,0,16,24,5,52,14.8,19,18,13.1,71.5,82.739,75.424,86.513,86.279,98.2,51.1,68.7,48.5,50,56.7,36.1,2024,633391,633,Cobb County,391,Nicholson Elementary School,35.4000015258789,141,398
2048,130129002110,1301290,GA-633-0491,633,0491,0.209888018388,0.000621856381674,1.79335625946299,Cobb County,Timber Ridge Elementary School,E,539,N,A,4,14,0,4,6,4,72,0.69999999,13,8,3.2,99.3,87.413,79.862,93.84,88.538,95.7,78.5,88.8,91.8,95.3,84.6,79.2,2024,633491,633,Cobb County,491,Timber Ridge Elementary School,6,30,502
371,130129002138,1301290,GA-633-0298,633,0298,0.448197801923,0.00266808651756,1.5415743492365,Cobb County,Cheatham Hill Elementary School,E,1058,N,B,4,4,0,23,20,5,47,14.3,13,16,10.5,84.2,86.034,77.465,91.515,89.124,94.2,54.3,72,50,65.4,58.6,59.2,2024,633298,633,Cobb County,298,Cheatham Hill Elementary School,31.3999996185303,305,971
1810,130129002150,1301290,GA-633-0398,633,0398,0.176069102323,0.00093472500902,-0.466743140574053,Cobb County,Sanders Elementary School,E,700,Y,C,4,2,0,63,23,2,9,42.900002,16,15,26.5,77.4,80.762,72.727,80.472,89.087,96.1,25,31.5,32.6,35.7,32.8,20.3,2024,633398,633,Cobb County,398,Sanders Elementary School,74.5,451,605
729,130129002154,1301290,GA-633-0292,633,0292,0.168066243587,0.00103941928754,1.8958921357049,Cobb County,Ford Elementary School,E,820,N,A,4,5,0,8,7,3,77,1.5,12,3,7.3,92.2,87.262,81.967,90.084,89.734,95.9,69.1,71.9,66.7,79.9,82.7,86.4,2024,633292,633,Cobb County,292,Ford Elementary School,13.3000001907349,97,727
252,130129002158,1301290,GA-633-0592,633,0592,0.158972835648,0.00100093221176,-0.938895866028476,Cobb County,Bryant Elementary School,E,991,Y,D,4,0,0,65,31,1,2,45.400002,12,28,22.9,69.6,78.434,70.037,78.046,87.219,95.1,26.3,36.9,24.7,26.6,26.9,14.3,2024,633592,633,Cobb County,592,Bryant Elementary School,77.3000030517578,638,825
1478,130129002247,1301290,GA-633-0199,633,0199,0.352838650165,0.00245221101661,2.95212291454601,Cobb County,Nickajack Elementary School,E,1134,Y,B,5,5,0,58,8,6,23,16.4,11,7,21.3,81.7,79.493,70.72,81.309,86.451,96.9,49,54.8,43.3,53.2,52.3,42.3,2024,633199,633,Cobb County,199,Nickajack Elementary School,34.7999992370606,406,1168
183,130129002249,1301290,GA-633-0399,633,0399,0.233866004654,0.00138741603648,0.697226400505089,Cobb County,Blackwell Elementary School,E,656,N,C,4,7,0,19,22,6,46,15.4,17,20,11.7,77,82.498,75.309,84.884,87.302,91.9,45,56.2,43.5,50.8,53.6,38.2,2024,633399,633,Cobb County,399,Blackwell Elementary School,42.9000015258789,243,567
1085,130129002527,1301290,GA-633-0203,633,0203,0.205134054136,0.00165167578239,1.6597942633283,Cobb County,Kemp Elementary School,E,944,N,A,5,3,0,27,10,6,54,6.4000001,11,4,3.8,95.8,91.492,85.779,97.226,91.472,97,62.3,72.8,71.3,82.5,76.8,75.8,2024,633203,633,Cobb County,203,Kemp Elementary School,19.7000007629395,180,913
259,130129002840,1301290,GA-633-0104,633,0104,0.201654862058,0.00136169980989,1.48672718739217,Cobb County,Bullard Elementary School,E,794,N,B,4,5,0,13,14,5,63,10.1,17,10,10.6,82.4,87.543,82.333,89.718,90.577,93.2,58.4,72.7,61.1,65.3,67.6,51,2024,633104,633,Cobb County,104,Bullard Elementary School,24.7999992370606,199,804
1644,130129002841,1301290,GA-633-0204,633,0204,0.172400630681,0.000985519532684,0.871321139950949,Cobb County,Pitner Elementary School,E,849,Y,B,5,4,0,29,17,9,41,18.799999,14,13,16.7,81.7,79.611,71.998,81.964,84.873,96.6,58.8,64.7,50.6,45.4,57.9,54.4,2024,633204,633,Cobb County,204,Pitner Elementary School,46.7999992370606,362,773
1320,130129003528,1301290,GA-633-0107,633,0107,0.209398998506,0.00164016444547,-0.134103974445331,Cobb County,McCall Primary School,E,316,N,B,4,3,0,29,22,8,38,24.4,11,20,20.9,82.1,93.008,,91.644,94.372,94,,,,,,,2024,633107,633,Cobb County,107,McCall Primary School,52.9000015258789,139,263
87,130129003529,1301290,GA-633-0207,633,0207,0.179759867888,0.000958432743247,-0.110731469800552,Cobb County,Austell Elementary School,E,460,N,D,3,0,0,60,23,6,11,42.400002,10,18,24.4,65.1,81.577,76.323,82.272,86.134,91.2,38.4,54.7,37.6,41.7,39.7,20.7,2024,633207,633,Cobb County,207,Austell Elementary School,68.3000030517578,235,344
1744,130129003530,1301290,GA-633-0307,633,0307,0.20481498046,0.00169188817282,-2.05746607833311,Cobb County,Riverside Primary School,E,508,Y,D,5,0,0,55,41,1,2,54.900002,7,34,31.6,61.4,82.004,,81.711,82.297,98.2,,,,,,,2024,633307,633,Cobb County,307,Riverside Elementary School,68.5999984741211,347,506
1626,130129003732,1301290,GA-633-0109,633,0109,0.26745362227,0.00250577492332,0.828042906810251,Cobb County,Pickett's Mill Elementary School,E,712,N,A,4,3,0,11,12,3,71,9.3999996,11,8,8,91.4,86.429,79.28,91.894,88.113,93.3,53.2,63.7,65.4,77.8,72.9,67.5,2024,633109,633,Cobb County,109,Pickett's Mill Elementary School,24.6000003814697,177,719
299,130150000208,1301500,GA-638-0191,638,0191,0.248120732202,0.00246610052754,0.411072351208201,Coweta County,Canongate Elementary School,E,576,Y,A,5,2,0,5,12,5,76,10.9,10,6,8.9,93.8,87.907,83.194,93.882,86.646,100.1,75.2,73.2,62.6,73.7,76.5,58.9,2024,638191,638,Coweta County,191,Canongate Elementary School,24.1000003814697,151,627
638,130150000747,1301500,GA-638-2052,638,2052,0.468325690641,0.0089502952429,0.546942719123546,Coweta County,Eastside Elementary School,E,473,Y,B,5,0,0,9,5,3,83,18.799999,10,0,14.9,80.4,79.981,74.039,84.268,81.636,98.1,56.5,57.2,44.6,68.4,45.2,31.8,2024,6382052,638,Coweta County,2052,Eastside Elementary School,35.7999992370605,191,534
78,130150000748,1301500,GA-638-2050,638,2050,0.402288531761,0.00517822549631,-0.941336944513866,Coweta County,Atkinson Elementary School,E,400,Y,D,5,1,0,31,13,7,49,40.299999,12,8,14.8,65.6,80.335,72.745,86.368,81.892,96.7,33.3,37.5,37.8,41.9,41.9,20.7,2024,6382050,638,Coweta County,2050,Atkinson Elementary School,61.2000007629395,235,384
1789,130150000751,1301500,GA-638-1054,638,1054,0.581703543175,0.0101590609788,-0.502392301367696,Coweta County,Ruth Hill Elementary School,E,374,Y,B,4,0,0,49,13,3,35,47.599998,13,8,15.5,83.9,81.926,74.216,81.421,90.142,96.3,36.6,53.8,34.5,46.6,45.4,52.6,2024,6381054,638,Coweta County,1054,Ruth Hill Elementary School,70.0999984741211,241,344
66,130150000753,1301500,GA-638-1050,638,1050,0.429608784752,0.0059466669368,-0.0183319643955382,Coweta County,Arnco-Sargent Elementary School,E,357,Y,C,5,0,0,15,13,4,68,40.900002,15,10,13.2,70.7,83.531,74.228,83.214,93.153,96.4,30.7,43.5,37.3,39.2,34.8,30.3,2024,6381050,638,Coweta County,1050,Arnco-Sargent Elementary School,64.5,227,352
2202,130150000755,1301500,GA-638-5056,638,5056,0.604451585705,0.0110075995145,-0.119685317224132,Coweta County,Western Elementary School,E,384,Y,B,4,1,0,41,4,4,50,40.400002,13,2,19.3,83.3,74.615,72.671,70.661,80.511,94.9,23.9,41.2,36.9,38.6,47.1,45.6,2024,6385056,638,Coweta County,5056,Western Elementary School,63.0999984741211,257,407
1399,130150000760,1301500,GA-638-3054,638,3054,0.720161641195,0.0153485492178,-0.0676559872950093,Coweta County,Moreland Elementary School,E,456,Y,B,5,1,0,13,10,3,74,25.700001,11,5,13.2,82.6,90.232,90.512,90.99,89.193,100.2,54,73,47.8,51.4,55,47.3,2024,6383054,638,Coweta County,3054,Moreland Elementary School,43.0999984741211,219,508
1520,130150000761,1301500,GA-638-2056,638,2056,0.352311997348,0.00326369035833,0.0712537270700905,Coweta County,Northside Elementary School,E,387,Y,B,5,1,0,23,6,4,65,22,11,1,10.6,89.7,89.164,85.32,94.134,88.037,98.2,54.7,70.4,59.7,56.7,61.7,46.4,2024,6382056,638,Coweta County,2056,Northside Elementary School,39.2999992370606,137,349
672,130150000762,1301500,GA-638-3052,638,3052,0.207621336006,0.00117101274416,-0.0659937071959498,Coweta County,Elm Street Elementary School,E,487,Y,A,5,1,0,27,10,6,57,26.5,12,3,14.4,91.9,87.383,80.347,92.597,89.206,98.9,57.5,64.4,51.1,60.4,62.4,64.7,2024,6383052,638,Coweta County,3052,Elm Street Elementary School,47.0999984741211,193,410
1038,130150000816,1301500,GA-638-0195,638,0195,0.196887262688,0.00117097311363,-0.374945144367229,Coweta County,Jefferson Parkway Elementary School,E,444,Y,C,4,2,0,43,28,5,21,43.5,14,20,25.2,77.8,76.133,66.338,76.338,85.724,93.9,42.9,40.9,39.7,34.7,44,25.4,2024,638195,638,Coweta County,195,Jefferson Parkway Elementary School,72.6999969482422,311,428
2037,130150000818,1301500,GA-638-0295,638,0295,0.257120264308,0.00226120834853,0.815550354388586,Coweta County,Thomas Crossroads Elementary School,E,382,Y,B,5,2,0,8,9,5,76,9.8999996,12,0,14.8,83.1,83.194,73.849,88.272,87.46,99.6,68.1,77.3,54.7,64.1,53.8,40,2024,638295,638,Coweta County,295,Thomas Crossroads Elementary School,28.2999992370605,99,350
2227,130150002026,1301500,GA-638-0189,638,0189,0.419320347874,0.00289730467768,0.363606490488734,Coweta County,White Oak Elementary School,E,659,Y,B,5,1,0,27,15,6,50,30.299999,8,8,14.7,80.8,85.452,79.279,85.77,91.306,96.4,51,57.6,32.4,53.4,62.9,48.9,2024,638189,638,Coweta County,189,White Oak Elementary School,52.2000007629395,354,678
1471,130150002162,1301500,GA-638-0192,638,0192,0.186854725789,0.0010717493406,0.156490516126043,Coweta County,Newnan Crossing Elementary School,E,812,Y,A,5,11,0,29,11,7,42,14.8,9,9,20.3,90.3,88.6,78.353,96.063,91.385,99.4,58.2,61.2,59.3,65.3,63.3,55.8,2024,638192,638,Coweta County,192,Newnan Crossing Elementary School,41.5999984741211,378,908
1653,130150002251,1301500,GA-638-0199,638,0199,0.632247719178,0.0107098150858,0.496665945777148,Coweta County,Poplar Road Elementary School,E,584,Y,C,4,2,0,28,5,3,62,30.799999,14,1,16,70.3,74.072,70.328,74.957,76.93,93.9,34,52.7,33,42.9,46.5,29.3,2024,638199,638,Coweta County,199,Poplar Road Elementary School,42.7999992370606,225,526
57,130150002307,1301500,GA-638-0101,638,0101,0.347499536005,0.00369970052714,0.577831936501803,Coweta County,Arbor Springs Elementary School,E,435,Y,A,5,1,0,9,9,3,77,12.4,15,3,8.3,92.1,84.226,76.657,86.967,89.055,99.4,65.6,55.7,56.9,68.3,69,59.8,2024,638101,638,Coweta County,101,Arbor Springs Elementary,30.6000003814697,118,386
2250,130150002531,1301500,GA-638-0103,638,0103,0.571537008237,0.00685193451596,0.593332490424266,Coweta County,Willis Road Elementary School,E,724,Y,B,5,1,1,8,10,4,76,12.8,12,6,10.2,87.2,84.682,76.734,88.424,88.889,99,53,70.4,69.1,60.7,60.2,50.4,2024,638103,638,Coweta County,103,Willis Road Elementary,30.5,207,679
794,130150003329,1301500,GA-638-0203,638,0203,0.463606315052,0.00760500828282,-0.225351280128912,Coweta County,Glanton Elementary School,E,275,Y,C,4,0,0,24,2,5,69,34.200001,9,0,12.7,78.3,82.995,75.134,84.072,89.778,93.5,34.7,48.9,53.6,46.4,32.1,32.1,2024,638203,638,Coweta County,203,Glanton Elementary,66.8000030517578,149,223
2174,130150003637,1301500,GA-638-0201,638,0201,0.403166439613,0.00244832050051,0.521639904475554,Coweta County,Welch Elementary School,E,760,Y,C,5,2,0,39,13,6,39,36.599998,10,7,18,76.2,81.29,75.444,82.852,85.573,96.5,35.7,49.2,38.2,47.9,44.5,29.4,2024,638201,638,Coweta County,201,Welch Elementary School,56.5999984741211,490,866
235,130150003881,1301500,GA-638-0115,638,0115,0.534818968444,0.00944943638116,1.10990442937801,Coweta County,Brooks Elementary School,E,679,Y,A,5,1,0,9,10,4,75,16.1,7,5,8.8,95.1,86.662,80.692,93.555,85.738,100.4,68,73,60.7,79.5,76,82.4,2024,638115,638,Coweta County,115,Brooks Elementary,29,224,772
712,130168000795,1301680,GA-773-0112,773,0112,0.0686911020199,0.000183032115109,0.617915327156702,City Schools of Decatur,Fifth Avenue Elementary School,E,923,N,A,4,3,0,19,4,7,66,9.3999996,9,4,3.6,90.2,77.961,72.939,79.967,80.976,93.4,,,72,69.3,75.1,67.2,2024,773112,773,City Schools of Decatur,112,Fifth Avenue Upper Elementary School,10.3000001907349,61,593
390,130168000798,1301680,GA-773-0505,773,0505,0.0957424088771,0.000203185983168,0.662172663293306,City Schools of Decatur,Clairemont Elementary School,E,303,N,A,4,11,0,28,2,8,51,16.799999,8,12,6.9,94.1,78.886,75.941,77.737,82.978,93.8,65.8,60.3,,,,,2024,773505,773,City Schools of Decatur,505,Clairemont Elementary School,38.9000015258789,65,167
2258,130168000799,1301680,GA-773-0405,773,0405,0.13310798058,0.00031712826387,2.1082569666624,City Schools of Decatur,Winnona Park Elementary School,E,456,N,A,4,5,0,12,3,9,71,3.5,5,2,4.2,94,81.506,72.588,86.958,84.971,94.5,66.4,68.2,,,,,2024,773405,773,City Schools of Decatur,405,Winnona Park Elementary School,5.59999990463257,14,248
1542,130168002618,1301680,GA-773-0105,773,0105,0.0686911020199,0.000183032115109,0.617915327156702,City Schools of Decatur,Oakhurst Elementary School,E,480,N,A,4,3,0,11,2,9,74,3.8,7,1,3.6,98.4,85.357,81.14,86.654,88.276,95.3,85.9,88.9,,,,,2024,773105,773,City Schools of Decatur,105,Oakhurst Elementary School,11.1000003814697,25,226
593,130174003914,1301740,GA-644-0214,644,0214,0.178681267746,0.00100552189619,3.07152479241327,DeKalb County,Dunwoody Elementary School,E,1122,N,A,3,37,0,15,9,4,35,3.9000001,9,18,21.2,90,84.25,79.561,86.911,86.279,89.2,80.5,83.5,73.3,74.2,77.7,63.1,2024,644214,644,DeKalb County,214,Dunwoody Elementary School,17.5,129,738
1107,130174000684,1301740,GA-644-5059,644,5059,0.15942135994,0.000730764023322,1.78806524479482,DeKalb County,Kingsley Elementary Charter School,E,381,N,C,4,4,1,8,60,3,25,21,16,49,11.8,76.6,82.865,79.116,86.126,83.352,94.6,50.7,71.6,39.7,36.5,45.6,45.6,2024,6445059,644,DeKalb County,5059,Kingsley Elementary School,37.7000007629395,126,334
1845,130174000162,1301740,GA-644-0293,644,0293,0.210011125604,0.00124106434447,-0.497494367805292,DeKalb County,Shadow Rock Elementary School,E,569,N,F,2,1,0,92,4,2,1,57.299999,10,4,26.8,59.6,82.441,81.847,86.686,78.789,86.7,21.7,14.9,21.6,26.1,21,16.1,2024,644293,644,DeKalb County,293,Shadow Rock Elementary School,84.8000030517578,402,474
88,130174000637,1301740,GA-644-0175,644,0175,0.132703871861,0.00053969078643,2.84502674051214,DeKalb County,Austin Elementary School,E,668,N,A,4,27,0,2,6,4,61,0.69999999,5,12,14.2,99,84.583,82.169,83.674,87.906,95.4,88,90.5,84.2,90.5,81.6,90.8,2024,644175,644,DeKalb County,175,Austin Elementary School,4.69999980926514,33,699
2118,130174000638,1301740,GA-644-0173,644,0173,0.151411907249,0.000546836630477,1.93032817264024,DeKalb County,Vanderlyn Elementary School,E,646,N,A,4,40,0,4,6,2,47,0.80000001,7,17,20,97.6,84.918,79.127,88.932,86.693,95.2,81.3,89,81.4,90.2,81,70.9,2024,644173,644,DeKalb County,173,Vanderlyn Elementary School,7.09999990463257,30,422
197,130174000640,1301740,GA-644-0475,644,0475,0.167290571446,0.000675223831608,-0.615781005520505,DeKalb County,Bob Mathis Elementary School,E,377,N,C,3,0,0,94,2,3,1,53.099998,16,2,31.7,77.3,91.241,89.998,91.179,92.547,91.4,27.5,18.9,24.1,31,48.5,14.7,2024,644475,644,DeKalb County,475,Bob Mathis Elementary School,73.5,239,325
696,130174000642,1301740,GA-644-0375,644,0375,0.155930515148,0.00047387129185,-0.674243809496733,DeKalb County,Fairington Elementary School,E,653,Y,F,3,1,1,93,2,2,1,67.699997,9,3,63.6,58.8,77.735,68.893,81.646,82.667,89.3,16.8,21.2,7.1,6.1,19.3,14.7,2024,644375,644,DeKalb County,375,Fairington Elementary School,84.3000030517578,388,460
323,130174000645,1301740,GA-644-0275,644,0275,0.232771803519,0.00209595149877,-0.184564580016817,DeKalb County,Cedar Grove Elementary School,E,569,Y,D,5,0,0,91,6,3,0,52.700001,13,3,27.5,66.1,78.466,72.988,82.184,80.227,97.9,19.3,25,9.9,12.1,18.3,9.1,2024,644275,644,DeKalb County,275,Cedar Grove Elementary School,78.5,390,497
1761,130174000646,1301740,GA-644-0272,644,0272,0.181772178192,0.000800138648851,-2.18815196343063,DeKalb County,Rockbridge Elementary School,E,822,N,C,2,4,1,82,8,4,1,61.299999,9,14,37.7,75,71.091,67.564,67.968,77.741,83.1,22.9,27.3,23,31,34.3,26.2,2024,644272,644,DeKalb County,272,Rockbridge Elementary School,81.0999984741211,731,901
